osmid,name,highway,oneway,reversed,length,maxspeed,width,geometry
226112608,улица 8 Марта,residential,False,True,67.303,,,"LINESTRING (57.8577635 58.5668303, 57.8588612 58.5670269)"
226112630,Первомайская улица,residential,False,False,109.565,,,"LINESTRING (57.8577635 58.5668303, 57.8571109 58.567755)"
226112630,Первомайская улица,residential,False,True,210.718,,,"LINESTRING (57.8577635 58.5668303, 57.8589788 58.5650444)"
226112607,улица 40 лет Октября,residential,False,False,136.492,,,"LINESTRING (57.8521507 58.5669585, 57.8543958 58.5673272)"
226112607,улица 40 лет Октября,residential,False,True,139.903,,,"LINESTRING (57.8521507 58.5669585, 57.8500939 58.5666214, 57.8498494 58.5665808)"
"[226112608, 226112611]","['Восточная улица', 'улица 8 Марта']",residential,False,"[False, True]",316.88300000000004,,,"LINESTRING (57.8521507 58.5669585, 57.8528358 58.565839, 57.8529097 58.5657386, 57.8530452 58.5656969, 57.8540105 58.565909, 57.8556054 58.5663443)"
226112611,Восточная улица,residential,False,True,248.068,,,"LINESTRING (57.8521507 58.5669585, 57.8513846 58.5683047, 57.8509065 58.5690929)"
226112608,улица 8 Марта,residential,False,False,67.303,,,"LINESTRING (57.8588612 58.5670269, 57.8577635 58.5668303)"
226112629,Партизанская улица,residential,False,True,108.175,,,"LINESTRING (57.8588612 58.5670269, 57.8582787 58.5679511)"
226112607,улица 40 лет Октября,residential,False,False,21.16,,,"LINESTRING (57.8543958 58.5673272, 57.8547437 58.5673846)"
226112607,улица 40 лет Октября,residential,False,True,136.492,,,"LINESTRING (57.8543958 58.5673272, 57.8521507 58.5669585)"
226112650,улица Тарараева,residential,False,True,157.21,,,"LINESTRING (57.8543958 58.5673272, 57.8536542 58.5686871)"
226112607,улица 40 лет Октября,residential,False,False,143.314,,,"LINESTRING (57.8547437 58.5673846, 57.8571109 58.567755)"
226112607,улица 40 лет Октября,residential,False,True,21.16,,,"LINESTRING (57.8547437 58.5673846, 57.8543958 58.5673272)"
226112651,улица Тарараева,residential,False,True,126.007,,,"LINESTRING (57.8547437 58.5673846, 57.8556054 58.5663443)"
42839421,улица Ленина,tertiary,False,False,123.075,RU:urban,8,"LINESTRING (57.8492284 58.5676392, 57.8498494 58.5665808)"
42839421,улица Ленина,tertiary,False,True,297.68899999999996,RU:urban,8,"LINESTRING (57.8492284 58.5676392, 57.8482116 58.56931, 57.8476861 58.5701927)"
"[226112506, 226112541, 1016650750]","['Весенняя улица', 'улица Крылова']","['residential', 'unclassified']",False,"[False, True]",647.722,,,"LINESTRING (57.8492284 58.5676392, 57.8473613 58.5673309, 57.8472225 58.567308, 57.846965 58.5672655, 57.8467407 58.5675102, 57.8465678 58.5675916, 57.8462003 58.5675413, 57.8455003 58.5675222, 57.844256 58.567621, 57.8440205 58.5676685, 57.8438591 58.5677153, 57.8431183 58.5677125, 57.8429408 58.5678067, 57.8428636 58.5678885, 57.8429133 58.5681416, 57.8430598 58.5684785, 57.8431383 58.5687077, 57.843086 58.5691442, 57.8429107 58.5695971, 57.842589 58.5699653)"
226112607,улица 40 лет Октября,residential,False,False,71.141,,,"LINESTRING (57.8571109 58.567755, 57.8582787 58.5679511)"
226112607,улица 40 лет Октября,residential,False,True,143.314,,,"LINESTRING (57.8571109 58.567755, 57.8547437 58.5673846)"
226112630,Первомайская улица,residential,False,False,115.107,,,"LINESTRING (57.8571109 58.567755, 57.8565203 58.5687433)"
226112630,Первомайская улица,residential,False,True,109.565,,,"LINESTRING (57.8571109 58.567755, 57.8577635 58.5668303)"
226112607,улица 40 лет Октября,residential,False,True,71.141,,,"LINESTRING (57.8582787 58.5679511, 57.8571109 58.567755)"
226112629,Партизанская улица,residential,False,False,108.175,,,"LINESTRING (57.8582787 58.5679511, 57.8588612 58.5670269)"
226112629,Партизанская улица,residential,False,True,112.795,,,"LINESTRING (57.8582787 58.5679511, 57.8577159 58.5689221)"
226112650,улица Тарараева,residential,False,False,157.21,,,"LINESTRING (57.8536542 58.5686871, 57.8543958 58.5673272)"
226112623,улица Некрасова,residential,False,True,181.459,,,"LINESTRING (57.8536542 58.5686871, 57.8540754 58.5686726, 57.8541572 58.5685633, 57.8542653 58.5685002, 57.8543798 58.5684801, 57.8565203 58.5687433)"
"[226112650, 226112628]","['улица Тарараева', 'Охотничья улица']",residential,False,True,230.651,,,"LINESTRING (57.8536542 58.5686871, 57.8531402 58.5694878, 57.8509065 58.5690929)"
226112623,улица Некрасова,residential,False,True,72.122,,,"LINESTRING (57.8565203 58.5687433, 57.8577159 58.5689221)"
226112630,Первомайская улица,residential,False,True,115.107,,,"LINESTRING (57.8565203 58.5687433, 57.8571109 58.567755)"
226112623,улица Некрасова,residential,False,False,181.459,,,"LINESTRING (57.8565203 58.5687433, 57.8543798 58.5684801, 57.8542653 58.5685002, 57.8541572 58.5685633, 57.8540754 58.5686726, 57.8536542 58.5686871)"
226112623,улица Некрасова,residential,False,False,72.122,,,"LINESTRING (57.8577159 58.5689221, 57.8565203 58.5687433)"
226112623,улица Некрасова,residential,False,True,70.214,,,"LINESTRING (57.8577159 58.5689221, 57.8588642 58.5691225)"
226112629,Партизанская улица,residential,False,False,112.795,,,"LINESTRING (57.8577159 58.5689221, 57.8582787 58.5679511)"
226112629,Партизанская улица,residential,False,True,240.635,,,"LINESTRING (57.8577159 58.5689221, 57.8568675 58.5703857, 57.8565014 58.5709914)"
226112628,Охотничья улица,residential,False,False,77.248,,,"LINESTRING (57.8496376 58.5688813, 57.8509065 58.5690929)"
226112623,улица Некрасова,residential,False,False,70.214,,,"LINESTRING (57.8588642 58.5691225, 57.8577159 58.5689221)"
226112610,Волочаевская улица,residential,False,True,242.048,,,"LINESTRING (57.8588642 58.5691225, 57.8580017 58.5705484, 57.8576217 58.5712006)"
226112628,Охотничья улица,residential,False,True,77.248,,,"LINESTRING (57.8509065 58.5690929, 57.8496376 58.5688813)"
226112523,,residential,False,True,176.65699999999998,,,"LINESTRING (57.8509065 58.5690929, 57.850714 58.5691033, 57.850618 58.5691375, 57.8505684 58.5692464, 57.8503253 58.5696797, 57.8501549 58.5699707, 57.8500636 58.5701992, 57.8499107 58.5705154)"
226112611,Восточная улица,residential,False,False,248.068,,,"LINESTRING (57.8509065 58.5690929, 57.8513846 58.5683047, 57.8521507 58.5669585)"
"[226112650, 226112628]","['улица Тарараева', 'Охотничья улица']",residential,False,False,230.651,,,"LINESTRING (57.8509065 58.5690929, 57.8531402 58.5694878, 57.8536542 58.5686871)"
42839421,улица Ленина,tertiary,False,False,297.68899999999996,RU:urban,8,"LINESTRING (57.8476861 58.5701927, 57.8482116 58.56931, 57.8492284 58.5676392)"
135875987,улица Тарараева,residential,False,True,133.887,,,"LINESTRING (57.8476861 58.5701927, 57.847929 58.5702279, 57.8499107 58.5705154)"
135875987,улица Тарараева,residential,False,False,133.887,,,"LINESTRING (57.8499107 58.5705154, 57.847929 58.5702279, 57.8476861 58.5701927)"
226112523,,residential,False,False,176.657,,,"LINESTRING (57.8499107 58.5705154, 57.8500636 58.5701992, 57.8501549 58.5699707, 57.8503253 58.5696797, 57.8505684 58.5692464, 57.850618 58.5691375, 57.850714 58.5691033, 57.8509065 58.5690929)"
226112629,Партизанская улица,residential,False,False,240.635,,,"LINESTRING (57.8565014 58.5709914, 57.8568675 58.5703857, 57.8577159 58.5689221)"
226112610,Волочаевская улица,residential,False,False,242.048,,,"LINESTRING (57.8576217 58.5712006, 57.8580017 58.5705484, 57.8588642 58.5691225)"
"[226112506, 226112541, 1016650750]","['Весенняя улица', 'улица Крылова']","['residential', 'unclassified']",False,"[False, True]",647.722,,,"LINESTRING (57.842589 58.5699653, 57.8429107 58.5695971, 57.843086 58.5691442, 57.8431383 58.5687077, 57.8430598 58.5684785, 57.8429133 58.5681416, 57.8428636 58.5678885, 57.8429408 58.5678067, 57.8431183 58.5677125, 57.8438591 58.5677153, 57.8440205 58.5676685, 57.844256 58.567621, 57.8455003 58.5675222, 57.8462003 58.5675413, 57.8465678 58.5675916, 57.8467407 58.5675102, 57.846965 58.5672655, 57.8472225 58.567308, 57.8473613 58.5673309, 57.8492284 58.5676392)"
