osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,access,ref
"[130541403, 437022364, 436917349]",4,улица Гагарина,primary,60,False,True,134.078,"LINESTRING (40.4036163 56.1302807, 40.4034154 56.1305704, 40.4032372 56.1308241, 40.4028874 56.1313211, 40.4028271 56.1314034)",,,
891684672,4,Большая Московская улица,primary,50,False,False,19.869,"LINESTRING (40.4102277 56.1304299, 40.4099811 56.1303157)",,,
152176664,2,Клязьминская улица,residential,,False,False,144.29399999999998,"LINESTRING (40.4102277 56.1304299, 40.4103384 56.1303613, 40.4109329 56.1299918, 40.4113027 56.1297813, 40.4118283 56.129488)",,destination,
"[130541400, 891684673]",4,Большая Московская улица,primary,50,False,True,128.316,"LINESTRING (40.4102277 56.1304299, 40.4103166 56.130471, 40.4103634 56.1304927, 40.4117975 56.1311824)",,,
152176664,2,Клязьминская улица,residential,,False,True,144.29399999999998,"LINESTRING (40.4118283 56.129488, 40.4113027 56.1297813, 40.4109329 56.1299918, 40.4103384 56.1303613, 40.4102277 56.1304299)",,destination,
105461803,1,улица Годова Гора,residential,,False,True,240.175,"LINESTRING (40.4099175 56.1277617, 40.4099753 56.1277262, 40.4101809 56.127596, 40.4105492 56.1273243, 40.4106004 56.1271807, 40.4106109 56.1270814, 40.4105682 56.1268418, 40.4104742 56.1266887, 40.4104761 56.126597, 40.4105479 56.126509, 40.4105951 56.1264743, 40.4107457 56.1264089, 40.4111435 56.126413, 40.4115823 56.1264345, 40.4118344 56.1264659)",,,
"[436917346, 436917347, 436917348, 229557582, 120831380]",4,улица Гагарина,primary,60,False,False,165.85299999999998,"LINESTRING (40.4039058 56.129868, 40.4041049 56.1295841, 40.4041605 56.1295048, 40.4042073 56.1294381, 40.4042949 56.1293132, 40.4043535 56.1292296, 40.404425 56.1291276, 40.4044704 56.1290629, 40.404791 56.128606, 40.404823 56.1285601, 40.40488 56.1284788)",,,
130541404,4,улица Гагарина,primary,60,False,True,49.272,"LINESTRING (40.4039058 56.129868, 40.4038805 56.129904, 40.4036163 56.1302807)",,,
153753523,2,,primary,,False,False,52.027,"LINESTRING (40.4039058 56.129868, 40.4040901 56.1299165, 40.4041424 56.1299328, 40.4046442 56.1300902)",,,
"[288273144, 45062933]",4,Ерофеевский спуск,primary,,False,False,60.93,"LINESTRING (40.4053163 56.1299337, 40.4052766 56.1302004, 40.4052579 56.1303404, 40.405238 56.1304303, 40.4052272 56.1304793)",,,
"[189234532, 205370171, 45062892]",4,"['Ерофеевский спуск', 'Муромская улица']",primary,,False,True,599.065,"LINESTRING (40.4053163 56.1299337, 40.4053241 56.129911, 40.4053465 56.1298458, 40.4055148 56.1293447, 40.405636 56.129027, 40.4058658 56.1286592, 40.4061413 56.1281855, 40.4064347 56.1275408, 40.4066435 56.127066, 40.4067214 56.1268954, 40.406813 56.1266194, 40.4067848 56.1263914, 40.4066298 56.1259411, 40.4066115 56.1257306, 40.4066484 56.1255262, 40.4067206 56.1253579, 40.4068525 56.1251499, 40.4071686 56.1247159)",,,17Р-1
153753520,2,Девическая улица,residential,,True,False,113.82099999999998,"LINESTRING (40.4016933 56.1277921, 40.4016347 56.1278772, 40.4012583 56.1283794, 40.4010752 56.1286198, 40.4010295 56.1286762, 40.4009814 56.1287356)",,,
"[120831346, 230341749, 230341750, 230341751, 230341752]",4,Большая Московская улица,primary,50,False,True,211.74300000000002,"LINESTRING (40.4016933 56.1277921, 40.4018011 56.127815, 40.4019392 56.1278443, 40.4025762 56.1279771, 40.4039723 56.1282804, 40.4043531 56.1283637, 40.4046417 56.1284258, 40.40488 56.1284788)",,,
127712957,2,Девическая улица,residential,,False,True,107.53399999999999,"LINESTRING (40.4002814 56.1296204, 40.4003414 56.1295528, 40.4005965 56.129225, 40.400703 56.1290881, 40.4007235 56.1290613, 40.4009079 56.1288272, 40.4009284 56.1288016, 40.4009814 56.1287356)",,,
152609736,2,2-я Никольская улица,residential,60,True,False,113.449,"LINESTRING (40.4002814 56.1296204, 40.400771 56.1297098, 40.4010346 56.1297621, 40.4020104 56.1299555)",,,
127712957,2,Девическая улица,residential,,False,False,107.53399999999999,"LINESTRING (40.4009814 56.1287356, 40.4009284 56.1288016, 40.4009079 56.1288272, 40.4007235 56.1290613, 40.400703 56.1290881, 40.4005965 56.129225, 40.4003414 56.1295528, 40.4002814 56.1296204)",,,
"[130541403, 437022364, 436917349]",4,улица Гагарина,primary,60,False,False,134.078,"LINESTRING (40.4028271 56.1314034, 40.4028874 56.1313211, 40.4032372 56.1308241, 40.4034154 56.1305704, 40.4036163 56.1302807)",,,
132519647,2,Княгининская улица,residential,,False,False,104.476,"LINESTRING (40.4028271 56.1314034, 40.402686 56.1313733, 40.4012556 56.1310631)",,,
"[231699497, 231699498, 153753527, 354325479]",4,улица Гагарина,primary,60,False,True,184.042,"LINESTRING (40.4028271 56.1314034, 40.4026214 56.1316947, 40.4023702 56.1320503, 40.4021844 56.1323122, 40.4018592 56.1327677, 40.4018225 56.1328556, 40.4018163 56.1329101, 40.4018182 56.1329533)",,,
"[130533384, 45778819, 130533383, 834496999]",2,"['Манежный тупик', 'улица Володарского']",residential,,False,"[False, True]",199.69099999999997,"LINESTRING (40.4028271 56.1314034, 40.4029546 56.1314279, 40.4032679 56.1314815, 40.4034469 56.1315121, 40.4037232 56.1315418, 40.4042943 56.1315929, 40.4043656 56.1315993, 40.4053 56.131688, 40.4059824 56.1317547)",yes,,
132519647,2,Княгининская улица,residential,,False,True,104.476,"LINESTRING (40.4012556 56.1310631, 40.402686 56.1313733, 40.4028271 56.1314034)",,,
"[167950420, 404273534, 269855735]","['1', '2']","['улица Ильича', 'переулок Воровского']",residential,,False,"[False, True]",377.284,"LINESTRING (40.4012556 56.1310631, 40.4012207 56.1311137, 40.4010984 56.131291, 40.4010217 56.1314023, 40.4004775 56.1321913, 40.400256 56.1325119, 40.3998867 56.1324785, 40.3993063 56.1323449, 40.3993524 56.132108, 40.3993869 56.1319945, 40.3996291 56.1318302, 40.3998032 56.1314402, 40.3999373 56.1311348)",,,
355531294,,улица Передний Боровок,residential,,False,False,130.91,"LINESTRING (40.3997852 56.1328958, 40.4013633 56.1330607, 40.4015256 56.1330495, 40.4016151 56.1330346, 40.4018182 56.1329533)",,,
153753523,2,,primary,,False,True,52.027,"LINESTRING (40.4046442 56.1300902, 40.4041424 56.1299328, 40.4040901 56.1299165, 40.4039058 56.129868)",,,
189234535,1,,primary,,True,False,48.1,"LINESTRING (40.4046442 56.1300902, 40.4047507 56.1301035, 40.4048809 56.1300978, 40.4050031 56.1300735, 40.4051845 56.1300162, 40.4053163 56.1299337)",,,
45062960,2,улица Подбельского,residential,,True,False,147.89000000000001,"LINESTRING (40.4064952 56.1304666, 40.406545 56.1304885, 40.4068237 56.1306107, 40.4078024 56.13104, 40.4082749 56.1312473, 40.4083705 56.1312892)",,,
45062894,2,улица Володарского,residential,,True,False,74.178,"LINESTRING (40.4059824 56.1317547, 40.4061245 56.1317731, 40.4064919 56.1319558, 40.406909 56.132163)",,,
45062932,2,Комсомольская улица,residential,,True,False,146.713,"LINESTRING (40.4059824 56.1317547, 40.4060101 56.1316852, 40.4063424 56.1308506, 40.4064952 56.1304666)",,,
"[130533384, 834496999, 45778819, 130533383]",2,"['Манежный тупик', 'улица Володарского']",residential,,False,"[False, True]",199.691,"LINESTRING (40.4059824 56.1317547, 40.4053 56.131688, 40.4043656 56.1315993, 40.4042943 56.1315929, 40.4037232 56.1315418, 40.4034469 56.1315121, 40.4032679 56.1314815, 40.4029546 56.1314279, 40.4028271 56.1314034)",yes,,
45062894,2,улица Володарского,residential,,True,False,150.308,"LINESTRING (40.406909 56.132163, 40.4074071 56.1324106, 40.4086481 56.1329933, 40.4087517 56.1330419)",,,
45062939,2,улица Урицкого,residential,40,False,True,33.667,"LINESTRING (40.408374 56.1246059, 40.4083945 56.1246683, 40.4083909 56.1247346, 40.4083162 56.1247797, 40.4081173 56.1247927)",,,
45062941,,улица Урицкого,residential,,True,False,48.706999999999994,"LINESTRING (40.408374 56.1246059, 40.408787 56.1248195, 40.4089608 56.1248969)",,,
"[130541400, 891684673]",4,Большая Московская улица,primary,50,False,False,128.316,"LINESTRING (40.4117975 56.1311824, 40.4103634 56.1304927, 40.4103166 56.130471, 40.4102277 56.1304299)",,,
"[231699224, 491895403, 127621109, 231699222]",4,Большая Московская улица,primary,50,False,True,185.121,"LINESTRING (40.4117975 56.1311824, 40.4123234 56.1314302, 40.4128948 56.1316885, 40.4130064 56.1317361, 40.4133005 56.1318493, 40.4136399 56.1319647, 40.4139119 56.1320577, 40.4142139 56.1321544)",,,
45062960,2,улица Подбельского,residential,,True,False,150.72199999999998,"LINESTRING (40.4083705 56.1312892, 40.4084902 56.1313417, 40.4090344 56.1315804, 40.4091647 56.1316376, 40.4095185 56.1318002, 40.410266 56.1321385)",,,
130541402,2,Музейная улица,residential,,True,False,132.833,"LINESTRING (40.4083705 56.1312892, 40.4082813 56.1313462, 40.407277 56.1319389, 40.4072163 56.1319759, 40.406909 56.132163)",,,
891684672,4,Большая Московская улица,primary,50,False,True,19.869,"LINESTRING (40.4099811 56.1303157, 40.4102277 56.1304299)",,,
45062895,2,Музейная улица,residential,,True,False,147.24399999999997,"LINESTRING (40.4099811 56.1303157, 40.4098837 56.1303746, 40.4096579 56.1305113, 40.4095028 56.1306039, 40.4091172 56.1308432, 40.4087409 56.1310663, 40.4086527 56.1311198, 40.4084283 56.1312545, 40.4083705 56.1312892)",,,
"[276670984, 129296465, 891684671]",4,Большая Московская улица,primary,50,False,False,233.10699999999997,"LINESTRING (40.4099811 56.1303157, 40.4086088 56.1296622, 40.4081677 56.1294536, 40.4080466 56.1293914, 40.4079281 56.1293311, 40.4078502 56.1292914, 40.4074274 56.1290758, 40.4072892 56.1290245, 40.407103 56.1289726)",,,
616130951,2,Кремлёвская улица,residential,,True,False,137.491,"LINESTRING (40.4087517 56.1330419, 40.4092145 56.1327797, 40.4092855 56.1327321, 40.4101024 56.1322359, 40.4101647 56.1321991, 40.410266 56.1321385)",,,
45062960,2,улица Подбельского,residential,,True,False,50.553,"LINESTRING (40.410266 56.1321385, 40.410764 56.1323391, 40.4109222 56.1324085)",,,
130541401,2,Кремлёвская улица,residential,,True,False,142.51099999999997,"LINESTRING (40.410266 56.1321385, 40.4107827 56.1318176, 40.4111082 56.1316139, 40.4112115 56.1315482, 40.4116044 56.1313032, 40.4116925 56.1312481, 40.4117975 56.1311824)",,,
45062960,2,улица Подбельского,residential,,True,False,156.245,"LINESTRING (40.4109222 56.1324085, 40.4111166 56.1324937, 40.4114256 56.1326293, 40.4114766 56.1326517, 40.4116803 56.1327411, 40.4123833 56.1330497, 40.4129035 56.1332776)",,,
377510183,2,улица Герцена,residential,,False,False,99.989,"LINESTRING (40.4129035 56.1332776, 40.4137892 56.1333523, 40.4145059 56.1333751)",,,
616130949,2,улица Столетовых,residential,,True,False,148.97199999999998,"LINESTRING (40.4129035 56.1332776, 40.4129844 56.1332069, 40.4133237 56.1329103, 40.4135457 56.1327228, 40.4140994 56.1322515, 40.4141353 56.1322209, 40.4142139 56.1321544)",,,
"[231699224, 491895403, 127621109, 231699222]",4,Большая Московская улица,primary,50,False,False,185.12099999999998,"LINESTRING (40.4142139 56.1321544, 40.4139119 56.1320577, 40.4136399 56.1319647, 40.4133005 56.1318493, 40.4130064 56.1317361, 40.4128948 56.1316885, 40.4123234 56.1314302, 40.4117975 56.1311824)",,,
127622545,4,Большая Московская улица,primary,50,False,True,58.631,"LINESTRING (40.4142139 56.1321544, 40.414784 56.1322754, 40.4150985 56.1323415)",,,
127621113,4,Большая Московская улица,primary,50,False,False,24.367,"LINESTRING (40.4154699 56.1324135, 40.4150985 56.1323415)",,,
153527877,2,улица Осьмова,tertiary,,True,False,122.819,"LINESTRING (40.4154699 56.1324135, 40.4154353 56.1324913, 40.4153752 56.1325485, 40.415321 56.1326, 40.4151521 56.1327606, 40.4148716 56.1330273, 40.4146007 56.133285, 40.414594 56.1332913, 40.4145059 56.1333751)",,,
377510183,2,улица Герцена,residential,,False,True,99.989,"LINESTRING (40.4145059 56.1333751, 40.4137892 56.1333523, 40.4129035 56.1332776)",,,
105461803,1,улица Годова Гора,residential,,False,False,240.17500000000004,"LINESTRING (40.4118344 56.1264659, 40.4115823 56.1264345, 40.4111435 56.126413, 40.4107457 56.1264089, 40.4105951 56.1264743, 40.4105479 56.126509, 40.4104761 56.126597, 40.4104742 56.1266887, 40.4105682 56.1268418, 40.4106109 56.1270814, 40.4106004 56.1271807, 40.4105492 56.1273243, 40.4101809 56.127596, 40.4099753 56.1277262, 40.4099175 56.1277617)",,,
152176667,1,улица Урицкого,tertiary,40,True,False,113.471,"LINESTRING (40.4118344 56.1264659, 40.4120383 56.1268796, 40.4121126 56.1270536, 40.412173 56.1271451, 40.4122991 56.127226, 40.4125863 56.1273587)",,,
108700962,,тупик Урицкого,residential,,False,True,61.949,"LINESTRING (40.4125863 56.1273587, 40.4123039 56.1275528, 40.4119411 56.1277841)",,,
152176667,1,улица Урицкого,tertiary,40,True,False,237.54899999999998,"LINESTRING (40.4125863 56.1273587, 40.4130548 56.1276152, 40.4131879 56.1277561, 40.4132183 56.1279637, 40.4132246 56.1280065, 40.4131974 56.1285351, 40.4131915 56.1289396, 40.4132315 56.1292359, 40.4132489 56.1293649)",,,
108700962,,тупик Урицкого,residential,,False,False,61.949,"LINESTRING (40.4119411 56.1277841, 40.4123039 56.1275528, 40.4125863 56.1273587)",,,
45062891,2,Почтовый переулок,residential,,False,True,47.777,"LINESTRING (40.4067772 56.129362, 40.4070445 56.1290463, 40.407103 56.1289726)",,,
219405744,2,Почтовый переулок,residential,,True,False,124.063,"LINESTRING (40.4067772 56.129362, 40.4066002 56.1300674, 40.4064952 56.1304666)",,,
38504061,2,улица Ильича,residential,,True,False,131.745,"LINESTRING (40.4020104 56.1299555, 40.4019708 56.1300181, 40.4018524 56.1301912, 40.4018193 56.1302395, 40.401648 56.1304897, 40.4016235 56.1305256, 40.4014139 56.1308318, 40.4012811 56.1310259, 40.4012556 56.1310631)",,,
"[509807997, 205109973]",2,2-я Никольская улица,residential,60,True,False,105.88999999999999,"LINESTRING (40.4020104 56.1299555, 40.4024748 56.1300508, 40.4033825 56.1302371, 40.4034592 56.1302511, 40.4036163 56.1302807)",,,
45062891,2,Почтовый переулок,residential,,False,False,47.777,"LINESTRING (40.407103 56.1289726, 40.4070445 56.1290463, 40.4067772 56.129362)",,,
"[227123460, 338960452, 129296462, 220122485, 145226267, 229557499, 145226268]",4,Большая Московская улица,primary,"['60', '50', 'RU:urban']",False,False,148.312,"LINESTRING (40.407103 56.1289726, 40.4068697 56.1289191, 40.4066546 56.1288698, 40.4064719 56.1288278, 40.4063164 56.1287917, 40.406127 56.1287514, 40.4054778 56.1286126, 40.40488 56.1284788)",yes,,
"[276670984, 129296465, 891684671]",4,Большая Московская улица,primary,50,False,True,233.10700000000003,"LINESTRING (40.407103 56.1289726, 40.4072892 56.1290245, 40.4074274 56.1290758, 40.4078502 56.1292914, 40.4079281 56.1293311, 40.4080466 56.1293914, 40.4081677 56.1294536, 40.4086088 56.1296622, 40.4099811 56.1303157)",,,
"[369132530, 205435316, 45062935]","['4', '5']",Ерофеевский спуск,primary,,False,False,319.266,"LINESTRING (40.4052272 56.1304793, 40.4052026 56.1305732, 40.4051505 56.1307718, 40.4045275 56.1324144, 40.4044842 56.1325152, 40.4044421 56.1326606, 40.4044075 56.1328642, 40.4043981 56.1329732, 40.404415 56.1331182, 40.4044445 56.1332334, 40.4044667 56.1333028)",,,
166685098,1,,primary,,True,False,58.437,"LINESTRING (40.4052272 56.1304793, 40.4051925 56.130427, 40.4051382 56.1303451, 40.4050851 56.1302871, 40.4049949 56.1302307, 40.4048885 56.1301747, 40.4046442 56.1300902)",,,
"[288273144, 45062933]",4,Ерофеевский спуск,primary,,False,True,60.92999999999999,"LINESTRING (40.4052272 56.1304793, 40.405238 56.1304303, 40.4052579 56.1303404, 40.4052766 56.1302004, 40.4053163 56.1299337)",,,
231217201,1,,residential,,False,True,166.649,"LINESTRING (40.4132489 56.1293649, 40.4136721 56.1292297, 40.4138764 56.1291644, 40.4147137 56.1288792, 40.4152344 56.1288116, 40.4154234 56.1286875, 40.4155379 56.128627)",,,
45062889,2,улица Урицкого,tertiary,40,False,False,61.059,"LINESTRING (40.4071686 56.1247159, 40.4072767 56.1247541, 40.4073798 56.1247865, 40.4075507 56.1247979, 40.4081173 56.1247927)",,,
"[205370171, 45062892, 189234532]",4,"['Ерофеевский спуск', 'Муромская улица']",primary,,False,False,599.065,"LINESTRING (40.4071686 56.1247159, 40.4068525 56.1251499, 40.4067206 56.1253579, 40.4066484 56.1255262, 40.4066115 56.1257306, 40.4066298 56.1259411, 40.4067848 56.1263914, 40.406813 56.1266194, 40.4067214 56.1268954, 40.4066435 56.127066, 40.4064347 56.1275408, 40.4061413 56.1281855, 40.4058658 56.1286592, 40.405636 56.129027, 40.4055148 56.1293447, 40.4053465 56.1298458, 40.4053241 56.129911, 40.4053163 56.1299337)",,,17Р-1
"[167950420, 404273534, 269855735]","['1', '2']","['улица Ильича', 'переулок Воровского']",residential,,False,"[False, True]",377.284,"LINESTRING (40.3999373 56.1311348, 40.3998032 56.1314402, 40.3996291 56.1318302, 40.3993869 56.1319945, 40.3993524 56.132108, 40.3993063 56.1323449, 40.3998867 56.1324785, 40.400256 56.1325119, 40.4004775 56.1321913, 40.4010217 56.1314023, 40.4010984 56.131291, 40.4012207 56.1311137, 40.4012556 56.1310631)",,,
108699212,1,Вокзальная улица,residential,,False,True,74.408,"LINESTRING (40.4147986 56.1281043, 40.4149475 56.1281899, 40.4150781 56.1282649, 40.4151149 56.128286, 40.4152293 56.1283726, 40.4154359 56.128566, 40.4155379 56.128627)",,,
108699212,1,Вокзальная улица,residential,,False,False,74.408,"LINESTRING (40.4155379 56.128627, 40.4154359 56.128566, 40.4152293 56.1283726, 40.4151149 56.128286, 40.4150781 56.1282649, 40.4149475 56.1281899, 40.4147986 56.1281043)",,,
231217201,1,,residential,,False,False,166.649,"LINESTRING (40.4155379 56.128627, 40.4154234 56.1286875, 40.4152344 56.1288116, 40.4147137 56.1288792, 40.4138764 56.1291644, 40.4136721 56.1292297, 40.4132489 56.1293649)",,,
