osmid,oneway,lanes,name,highway,maxspeed,access,reversed,length,ref,geometry,junction,bridge
988363884,False,4,Московская улица,primary,,,False,41.703,27А-033,"LINESTRING (22.2018891 54.5926742, 22.2020146 54.5928113, 22.2021925 54.5930055)",,
92947905,True,2,Московская улица,primary,,,False,67.964,,"LINESTRING (22.2015809 54.5918134, 22.2016299 54.5918652, 22.2018441 54.5920805, 22.2018833 54.5921479, 22.2019188 54.5922249, 22.2019146 54.5922904, 22.2018655 54.5923729)",roundabout,
"[92947866, 92947892]",True,2,,primary,,,False,37.727,27А-025,"LINESTRING (22.2007914 54.5914943, 22.2008487 54.5915272, 22.2009792 54.5916043, 22.2010963 54.5916647, 22.2012475 54.591698)",,
"[987640775, 1111086506, 988363922, 92904535, 92904537]",False,"['2', '4', '5']",улица Победы,primary,,,True,151.10399999999998,27А-025,"LINESTRING (22.2007914 54.5914943, 22.2005112 54.5912016, 22.2003417 54.5909907, 22.2003013 54.5909436, 22.1999496 54.5905672, 22.1999 54.5905251, 22.1997287 54.5903801, 22.1997095 54.5903597, 22.1996592 54.5903061)",,yes
784561598,True,2,проспект Ленина,primary,,,False,36.071,27К-144,"LINESTRING (22.2020061 54.5916047, 22.2017643 54.5917403, 22.2017296 54.5917595, 22.2015809 54.5918134)",,
"[987743585, 1111644610]",False,4,проспект Ленина,primary,,,True,69.675,27К-144,"LINESTRING (22.2020061 54.5916047, 22.2022928 54.5915171, 22.2026866 54.5913969, 22.2029627 54.5913124)",,
92947881,True,2,,primary,,,False,37.306,27А-025,"LINESTRING (22.2008324 54.5918263, 22.2008409 54.5917227, 22.2008451 54.5916376, 22.2008076 54.5915401, 22.2007914 54.5914943)",,
202374879,True,2,проспект Ленина,primary,,,False,30.802,27К-144,"LINESTRING (22.2008324 54.5918263, 22.2009303 54.5917733, 22.2010759 54.5917293, 22.2012475 54.591698)",roundabout,
93052884,False,,проспект Ленина,primary,,,False,15.907,,"LINESTRING (22.1954166 54.5936414, 22.1955382 54.5937659)",,
93616593,True,2,проспект Ленина,primary,,,False,114.715,27К-144,"LINESTRING (22.1954166 54.5936414, 22.1957357 54.5935421, 22.1958174 54.5935184, 22.1969657 54.593133)",,
784561595,True,2,Московская улица,primary,,,False,14.493,,"LINESTRING (22.2012475 54.591698, 22.2014694 54.5917194)",roundabout,
"[988363914, 988363915, 992754228]",False,2,Красноармейская улица,residential,,,False,202.337,,"LINESTRING (22.1983433 54.5888659, 22.1982152 54.5889061, 22.1956742 54.5897035, 22.1956341 54.5897161, 22.1956157 54.5897219, 22.1955819 54.5897325)",,
988363916,False,2,улица Победы,primary,,,False,181.203,27А-025,"LINESTRING (22.1983433 54.5888659, 22.1984001 54.5889282, 22.1984513 54.5889843, 22.199596 54.5902389, 22.1996079 54.5902515, 22.1996592 54.5903061)",,
"[992754234, 992754230]",False,2,улица Победы,primary,,,True,147.16,27А-025,"LINESTRING (22.1983433 54.5888659, 22.1983147 54.5888356, 22.1982993 54.5888193, 22.1978107 54.5883025, 22.1973059 54.5877686, 22.1972597 54.5877197, 22.197246 54.5877052)",,
144452674,False,2,улица Ульяновых,residential,,,False,203.007,,"LINESTRING (22.1971337 54.5913214, 22.1969604 54.5911493, 22.1956273 54.5897792, 22.1955819 54.5897325)",,
"[988363889, 988363890, 98577307]",False,2,улица Зои Космодемьянской,residential,,,False,163.20999999999998,,"LINESTRING (22.2040787 54.5888413, 22.204172 54.5888106, 22.2048901 54.5885739, 22.2051804 54.5885669, 22.2055472 54.5885108, 22.206214 54.5882896, 22.2062314 54.5882838, 22.2063667 54.5882602)",,
988363921,False,2,улица Зои Космодемьянской,residential,,,True,328.049,,"LINESTRING (22.2040787 54.5888413, 22.2034375 54.589062, 22.2003946 54.5900667, 22.1997778 54.590267, 22.1997549 54.5902745, 22.1996592 54.5903061)",,
144452674,False,2,улица Ульяновых,residential,,,True,203.007,,"LINESTRING (22.1955819 54.5897325, 22.1956273 54.5897792, 22.1969604 54.5911493, 22.1971337 54.5913214)",,
"[97723962, 992754227, 988363911]",False,2,улица Ульяновых,residential,,,False,144.94500000000002,,"LINESTRING (22.1955819 54.5897325, 22.1955341 54.5896829, 22.1953468 54.5894886, 22.1946812 54.5887961, 22.1945403 54.5886512, 22.1945204 54.5886307, 22.1945056 54.5886155, 22.1944851 54.5885944)",,
"[988363914, 988363915, 992754228]",False,2,Красноармейская улица,residential,,,True,202.33700000000002,,"LINESTRING (22.1955819 54.5897325, 22.1956157 54.5897219, 22.1956341 54.5897161, 22.1956742 54.5897035, 22.1982152 54.5889061, 22.1983433 54.5888659)",,
92963034,False,2,улица Зои Космодемьянской,residential,,,True,78.01400000000001,,"LINESTRING (22.1996592 54.5903061, 22.1995521 54.5903411, 22.1995279 54.5903488, 22.1985986 54.5906446)",,
988363916,False,2,улица Победы,primary,,,True,181.20299999999997,27А-025,"LINESTRING (22.1996592 54.5903061, 22.1996079 54.5902515, 22.199596 54.5902389, 22.1984513 54.5889843, 22.1984001 54.5889282, 22.1983433 54.5888659)",,
988363921,False,2,улица Зои Космодемьянской,residential,,,False,328.04900000000004,,"LINESTRING (22.1996592 54.5903061, 22.1997549 54.5902745, 22.1997778 54.590267, 22.2003946 54.5900667, 22.2034375 54.589062, 22.2040787 54.5888413)",,
"[987640775, 1111086506, 988363922, 92904535, 92904537]",False,"['2', '4', '5']",улица Победы,primary,,,False,151.104,27А-025,"LINESTRING (22.1996592 54.5903061, 22.1997095 54.5903597, 22.1997287 54.5903801, 22.1999 54.5905251, 22.1999496 54.5905672, 22.2003013 54.5909436, 22.2003417 54.5909907, 22.2005112 54.5912016, 22.2007914 54.5914943)",,yes
92963034,False,2,улица Зои Космодемьянской,residential,,,False,78.014,,"LINESTRING (22.1985986 54.5906446, 22.1995279 54.5903488, 22.1995521 54.5903411, 22.1996592 54.5903061)",,
"[988363889, 988363890, 98577307]",False,2,улица Зои Космодемьянской,residential,,,True,163.21,,"LINESTRING (22.2063667 54.5882602, 22.2062314 54.5882838, 22.206214 54.5882896, 22.2055472 54.5885108, 22.2051804 54.5885669, 22.2048901 54.5885739, 22.204172 54.5888106, 22.2040787 54.5888413)",,
93033934,False,2,улица Ломоносова,residential,,,False,109.486,,"LINESTRING (22.2033479 54.5941891, 22.2032067 54.5942358, 22.2018717 54.594677)",,
"[93038737, 93033934]",False,2,"['улица Ломоносова', 'улица Толстого']",residential,,,True,272.679,,"LINESTRING (22.2033479 54.5941891, 22.2035299 54.5941262, 22.2038376 54.5940198, 22.2045777 54.593764, 22.2050167 54.5936122, 22.2039646 54.5924342)",,
"[988363883, 988363884]",False,4,Московская улица,primary,,,False,78.742,27А-033,"LINESTRING (22.2033479 54.5941891, 22.2038971 54.594708, 22.2039193 54.594729, 22.2039868 54.5947928)",,
988363884,False,4,Московская улица,primary,,,True,151.20100000000002,27А-033,"LINESTRING (22.2033479 54.5941891, 22.2033136 54.594154, 22.2021925 54.5930055)",,
93033933,False,2,улица Пушкина,residential,50,yes,False,154.613,,"LINESTRING (22.2018717 54.594677, 22.2007276 54.5934547)",,
93033934,False,2,улица Ломоносова,residential,,,False,274.925,,"LINESTRING (22.2018717 54.594677, 22.1992224 54.5955758, 22.198284 54.5958941, 22.1981917 54.5959289)",,
93033934,False,2,улица Ломоносова,residential,,,True,109.486,,"LINESTRING (22.2018717 54.594677, 22.2032067 54.5942358, 22.2033479 54.5941891)",,
93038734,False,,Сапёрная улица,residential,,,False,130.651,,"LINESTRING (22.2039646 54.5924342, 22.2024077 54.5929361, 22.2021925 54.5930055)",,
"[93038737, 93033934]",False,2,"['улица Ломоносова', 'улица Толстого']",residential,,,False,272.67900000000003,,"LINESTRING (22.2039646 54.5924342, 22.2050167 54.5936122, 22.2045777 54.593764, 22.2038376 54.5940198, 22.2035299 54.5941262, 22.2033479 54.5941891)",,
93038737,False,,улица Толстого,residential,,,True,140.45,,"LINESTRING (22.2039646 54.5924342, 22.2030528 54.5914133, 22.2029627 54.5913124)",,
93038734,False,,Сапёрная улица,residential,,,False,106.778,,"LINESTRING (22.2021925 54.5930055, 22.2020675 54.5930438, 22.2007276 54.5934547)",,
93038734,False,,Сапёрная улица,residential,,,True,130.651,,"LINESTRING (22.2021925 54.5930055, 22.2024077 54.5929361, 22.2039646 54.5924342)",,
988363884,False,4,Московская улица,primary,,,False,151.20100000000002,27А-033,"LINESTRING (22.2021925 54.5930055, 22.2033136 54.594154, 22.2033479 54.5941891)",,
988363884,False,4,Московская улица,primary,,,True,41.703,27А-033,"LINESTRING (22.2021925 54.5930055, 22.2020146 54.5928113, 22.2018891 54.5926742)",,
93038733,False,2,улица Ю.Смирнова,residential,,,False,278.334,,"LINESTRING (22.2039868 54.5947928, 22.2041571 54.5947429, 22.2051585 54.5944494, 22.2053304 54.5944213, 22.2055252 54.5944117, 22.2057422 54.5944134, 22.2061843 54.5944347, 22.2065029 54.5944479, 22.2067411 54.5944639, 22.2081401 54.5945806)",,
"[83918442, 988363883]",False,4,Московская улица,primary,,,False,51.549,27А-033,"LINESTRING (22.2039868 54.5947928, 22.2039954 54.5948018, 22.2041001 54.5949116, 22.2043737 54.5951986)",,
"[988363883, 988363884]",False,4,Московская улица,primary,,,True,78.742,27А-033,"LINESTRING (22.2039868 54.5947928, 22.2039193 54.594729, 22.2038971 54.594708, 22.2033479 54.5941891)",,
93038734,False,,Сапёрная улица,residential,,,True,117.301,,"LINESTRING (22.1991275 54.5939581, 22.2007276 54.5934547)",,
93038737,False,,улица Толстого,residential,,,False,140.45,,"LINESTRING (22.2029627 54.5913124, 22.2030528 54.5914133, 22.2039646 54.5924342)",,
"[987743585, 1111644610]",False,4,проспект Ленина,primary,,,False,69.675,27К-144,"LINESTRING (22.2029627 54.5913124, 22.2026866 54.5913969, 22.2022928 54.5915171, 22.2020061 54.5916047)",,
93033933,False,2,улица Пушкина,residential,50,yes,False,129.881,,"LINESTRING (22.2007276 54.5934547, 22.1997568 54.592431)",,
93033933,False,2,улица Пушкина,residential,50,yes,True,154.613,,"LINESTRING (22.2007276 54.5934547, 22.2018717 54.594677)",,
93038734,False,,Сапёрная улица,residential,,,False,117.301,,"LINESTRING (22.2007276 54.5934547, 22.1991275 54.5939581)",,
93038734,False,,Сапёрная улица,residential,,,True,106.778,,"LINESTRING (22.2007276 54.5934547, 22.2020675 54.5930438, 22.2021925 54.5930055)",,
93047389,False,2,Артиллерийская улица,residential,,,True,244.53799999999998,,"LINESTRING (22.201043 54.5962532, 22.2020233 54.5959556, 22.202098 54.5959318, 22.2030539 54.5956297, 22.2032492 54.5955659, 22.2042602 54.5952357, 22.2043737 54.5951986)",,
83918442,False,4,Московская улица,primary,,,False,109.533,27А-033,"LINESTRING (22.2043737 54.5951986, 22.2047514 54.5955911, 22.2047852 54.5956262, 22.2052016 54.596059)",,
"[83918442, 988363883]",False,4,Московская улица,primary,,,True,51.549,27А-033,"LINESTRING (22.2043737 54.5951986, 22.2041001 54.5949116, 22.2039954 54.5948018, 22.2039868 54.5947928)",,
93047389,False,2,Артиллерийская улица,residential,,,False,244.538,,"LINESTRING (22.2043737 54.5951986, 22.2042602 54.5952357, 22.2032492 54.5955659, 22.2030539 54.5956297, 22.202098 54.5959318, 22.2020233 54.5959556, 22.201043 54.5962532)",,
"[68460921, 93033934]",False,2,"['улица Ломоносова', 'Почтовая улица']",residential,50,yes,"[False, True]",317.795,,"LINESTRING (22.1981917 54.5959289, 22.1979316 54.5960026, 22.1978321 54.5960308, 22.1977696 54.5959677, 22.1971027 54.5952945, 22.1970319 54.5952253, 22.1957274 54.5939508, 22.1955382 54.5937659)",,
93033934,False,2,улица Ломоносова,residential,,,True,274.925,,"LINESTRING (22.1981917 54.5959289, 22.198284 54.5958941, 22.1992224 54.5955758, 22.2018717 54.594677)",,
93038733,False,2,улица Ю.Смирнова,residential,,,True,68.992,,"LINESTRING (22.2091985 54.5946753, 22.2081401 54.5945806)",,
93052885,False,,Краснофлотская улица,residential,,,True,212.98,,"LINESTRING (22.2091985 54.5946753, 22.2091589 54.5948622, 22.2091276 54.5950096, 22.2090155 54.5955383, 22.2088565 54.5962876, 22.2088472 54.5963722, 22.2088297 54.5965306, 22.2088616 54.5965743)",,
93052885,False,,Краснофлотская улица,residential,,,False,212.98,,"LINESTRING (22.2088616 54.5965743, 22.2088297 54.5965306, 22.2088472 54.5963722, 22.2088565 54.5962876, 22.2090155 54.5955383, 22.2091276 54.5950096, 22.2091589 54.5948622, 22.2091985 54.5946753)",,
238311853,False,,Краснофлотская улица,residential,,,True,214.192,,"LINESTRING (22.2088616 54.5965743, 22.2085618 54.5965769, 22.2083896 54.5965695, 22.2082555 54.5965664, 22.2081648 54.5965552, 22.2080897 54.5965148, 22.208057 54.59647, 22.2080409 54.5963923, 22.2080736 54.5962941, 22.2082023 54.5958684, 22.2082506 54.5957347, 22.2083043 54.595626, 22.2084008 54.5950759)",,
97691847,False,2,Железнодорожная улица,residential,,,False,203.522,,"LINESTRING (22.1944851 54.5885944, 22.1946344 54.588546, 22.1948438 54.5884782, 22.1961231 54.5880665, 22.1962837 54.5880148, 22.1968241 54.5878409, 22.1971353 54.5877408, 22.197246 54.5877052)",,
"[97723962, 992754227, 988363911]",False,2,улица Ульяновых,residential,,,True,144.945,,"LINESTRING (22.1944851 54.5885944, 22.1945056 54.5886155, 22.1945204 54.5886307, 22.1945403 54.5886512, 22.1946812 54.5887961, 22.1953468 54.5894886, 22.1955341 54.5896829, 22.1955819 54.5897325)",,
93038733,False,2,улица Ю.Смирнова,residential,,,False,68.992,,"LINESTRING (22.2081401 54.5945806, 22.2091985 54.5946753)",,
93038733,False,2,улица Ю.Смирнова,residential,,,True,278.33399999999995,,"LINESTRING (22.2081401 54.5945806, 22.2067411 54.5944639, 22.2065029 54.5944479, 22.2061843 54.5944347, 22.2057422 54.5944134, 22.2055252 54.5944117, 22.2053304 54.5944213, 22.2051585 54.5944494, 22.2041571 54.5947429, 22.2039868 54.5947928)",,
93095799,False,,Пионерский переулок,residential,,,True,274.892,,"LINESTRING (22.2081401 54.5945806, 22.2081125 54.5950905, 22.2080819 54.5951487, 22.2080134 54.5951769, 22.2053935 54.5959988, 22.2052016 54.596059)",,
83918442,False,4,Московская улица,primary,,,True,109.533,27А-033,"LINESTRING (22.2052016 54.596059, 22.2047852 54.5956262, 22.2047514 54.5955911, 22.2043737 54.5951986)",,
93095799,False,,Пионерский переулок,residential,,,False,274.892,,"LINESTRING (22.2052016 54.596059, 22.2053935 54.5959988, 22.2080134 54.5951769, 22.2080819 54.5951487, 22.2081125 54.5950905, 22.2081401 54.5945806)",,
93268188,False,,проспект Ленина,primary,,,False,20.398,,"LINESTRING (22.1971136 54.5932952, 22.1969657 54.593133)",,
"[92947890, 987743578]",True,2,проспект Ленина,primary,,,False,114.20100000000001,27К-144,"LINESTRING (22.1971136 54.5932952, 22.1965328 54.5934664, 22.1958595 54.5936737, 22.1955382 54.5937659)",,
93268188,False,,проспект Ленина,primary,,,True,20.398,,"LINESTRING (22.1969657 54.593133, 22.1971136 54.5932952)",,
93616593,True,2,проспект Ленина,primary,,,False,195.401,27К-144,"LINESTRING (22.1969657 54.593133, 22.1974052 54.5930017, 22.1984989 54.5926589, 22.1996374 54.5923013)",,
93716431,False,,Стадионная улица,residential,,,True,81.392,,"LINESTRING (22.1989315 54.5935446, 22.198341 54.5928975)",,
92947890,True,2,проспект Ленина,primary,,,False,90.6,27К-144,"LINESTRING (22.198341 54.5928975, 22.1971136 54.5932952)",,
93716431,False,,Стадионная улица,residential,,,False,81.392,,"LINESTRING (22.198341 54.5928975, 22.1989315 54.5935446)",,
97691847,False,2,Железнодорожная улица,residential,,,True,203.52200000000002,,"LINESTRING (22.197246 54.5877052, 22.1971353 54.5877408, 22.1968241 54.5878409, 22.1962837 54.5880148, 22.1961231 54.5880665, 22.1948438 54.5884782, 22.1946344 54.588546, 22.1944851 54.5885944)",,
"[992754234, 992754230]",False,2,улица Победы,primary,,,False,147.16,27А-025,"LINESTRING (22.197246 54.5877052, 22.1972597 54.5877197, 22.1973059 54.5877686, 22.1978107 54.5883025, 22.1982993 54.5888193, 22.1983147 54.5888356, 22.1983433 54.5888659)",,
92947880,True,2,Московская улица,primary,,,False,63.46900000000001,,"LINESTRING (22.2014666 54.5924827, 22.2013513 54.5924762, 22.2012392 54.5924473, 22.2011702 54.592394, 22.2011084 54.5923225, 22.2009197 54.5921395, 22.2008579 54.5920761)",roundabout,
238311853,False,,Краснофлотская улица,residential,,,False,214.19199999999998,,"LINESTRING (22.2084008 54.5950759, 22.2083043 54.595626, 22.2082506 54.5957347, 22.2082023 54.5958684, 22.2080736 54.5962941, 22.2080409 54.5963923, 22.208057 54.59647, 22.2080897 54.5965148, 22.2081648 54.5965552, 22.2082555 54.5965664, 22.2083896 54.5965695, 22.2085618 54.5965769, 22.2088616 54.5965743)",,
238327114,True,1,Московская улица,primary,,,False,28.64,,"LINESTRING (22.2018655 54.5923729, 22.2017707 54.592408, 22.2016366 54.5924516, 22.2014666 54.5924827)",roundabout,
784561597,True,1,Московская улица,primary,,,False,34.361999999999995,,"LINESTRING (22.2018655 54.5923729, 22.2018234 54.5924436, 22.2018317 54.5925168, 22.2018891 54.5926742)",,
92947897,True,2,,primary,,,False,15.437,,"LINESTRING (22.200762 54.5919538, 22.2007664 54.5918855, 22.2008324 54.5918263)",roundabout,
784561593,True,2,Московская улица,primary,,,False,12.683,,"LINESTRING (22.2014694 54.5917194, 22.2015809 54.5918134)",roundabout,
202374877,True,2,проспект Ленина,primary,,,False,36.857,27К-144,"LINESTRING (22.2014694 54.5917194, 22.201657 54.5916812, 22.2016927 54.5916732, 22.2020061 54.5916047)",,
93033933,False,2,улица Пушкина,residential,50,yes,True,16.345,,"LINESTRING (22.1996374 54.5923013, 22.1997568 54.592431)",,
93616593,True,2,проспект Ленина,primary,,,False,82.133,27К-144,"LINESTRING (22.1996374 54.5923013, 22.2005674 54.592007, 22.2006214 54.5919922, 22.200762 54.5919538)",,
