osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,est_width
602164877,4,улица Володарского,secondary,RU:urban,False,True,42.943,"LINESTRING (55.1017955 51.7678217, 55.1023778 51.7679606)",
"[295793105, 438991918]",4,улица Володарского,secondary,RU:urban,False,False,65.163,"LINESTRING (55.1017955 51.7678217, 55.101326 51.7677085, 55.1009171 51.7676029)",
298568984,1,улица Орджоникидзе,residential,,False,True,83.299,"LINESTRING (55.1017955 51.7678217, 55.1021141 51.7673148, 55.1022346 51.7671236)",
101152654,2,улица Орджоникидзе,residential,60,False,False,81.168,"LINESTRING (55.1047931 51.7630172, 55.1045787 51.7633065, 55.1043427 51.7636914)",
38613863,4,улица Володарского,secondary,RU:urban,False,True,120.906,"LINESTRING (55.1023778 51.7679606, 55.1040122 51.7683597)",
602164877,4,улица Володарского,secondary,RU:urban,False,False,42.943,"LINESTRING (55.1023778 51.7679606, 55.1017955 51.7678217)",
"[181049515, 38660284, 64943661]",2,"['Профсоюзная улица', 'улица Терешковой']",unclassified,,False,"[False, True]",484.42499999999995,"LINESTRING (55.1023778 51.7679606, 55.1023296 51.7680401, 55.1020862 51.7684567, 55.1027902 51.7686061, 55.1026887 51.7688065, 55.1024503 51.7692908, 55.1023782 51.7694595, 55.1020246 51.770257, 55.1019154 51.7704831, 55.1009671 51.7702975, 55.0997369 51.7700554)",
39241360,2,Советская улица,unclassified,,False,False,147.45,"LINESTRING (55.0975374 51.7695967, 55.0968982 51.7707815, 55.096856 51.7708539)",
39241360,2,Советская улица,unclassified,,False,True,58.873,"LINESTRING (55.0975374 51.7695967, 55.0976176 51.7694981, 55.0978196 51.7690981)",
64940652,2,Профсоюзная улица,unclassified,,False,True,82.06899999999999,"LINESTRING (55.0975374 51.7695967, 55.0977628 51.7696401, 55.0986661 51.769835)",
444793582,2,Профсоюзная улица,unclassified,,False,False,80.251,"LINESTRING (55.0975374 51.7695967, 55.096973 51.7694845, 55.0965627 51.769403, 55.096427 51.769376)",
"[181049515, 38660284, 64943661]",2,"['Профсоюзная улица', 'улица Терешковой']",unclassified,,False,"[False, True]",484.425,"LINESTRING (55.0997369 51.7700554, 55.1009671 51.7702975, 55.1019154 51.7704831, 55.1020246 51.770257, 55.1023782 51.7694595, 55.1024503 51.7692908, 55.1026887 51.7688065, 55.1027902 51.7686061, 55.1020862 51.7684567, 55.1023296 51.7680401, 55.1023778 51.7679606)",
64940651,2,Профсоюзная улица,residential,,False,False,77.654,"LINESTRING (55.0997369 51.7700554, 55.0988193 51.7698686, 55.0986769 51.7698374, 55.0986661 51.769835)",
143459059,3,Комсомольская улица,secondary,RU:urban,True,False,112.586,"LINESTRING (55.0997369 51.7700554, 55.0993032 51.7709539, 55.09928 51.7710273)",
64940651,2,Профсоюзная улица,residential,,False,True,77.654,"LINESTRING (55.0986661 51.769835, 55.0986769 51.7698374, 55.0988193 51.7698686, 55.0997369 51.7700554)",
64940652,2,Профсоюзная улица,unclassified,,False,False,82.06899999999999,"LINESTRING (55.0986661 51.769835, 55.0977628 51.7696401, 55.0975374 51.7695967)",
143459061,2,Пролетарская улица,secondary,RU:urban,True,False,145.182,"LINESTRING (55.0986661 51.769835, 55.0987134 51.7697379, 55.0989153 51.7693788, 55.0991357 51.7689765, 55.0993233 51.7686618, 55.0993565 51.7686014)",
238081034,4,улица Цвиллинга,unclassified,RU:urban,False,True,137.341,"LINESTRING (55.096427 51.769376, 55.0961695 51.7698501, 55.0960759 51.7700289, 55.0959084 51.7703487, 55.0958776 51.7704142, 55.0958441 51.7704749, 55.0957925 51.7705466)",
444793582,2,Профсоюзная улица,unclassified,,False,True,80.251,"LINESTRING (55.096427 51.769376, 55.0965627 51.769403, 55.096973 51.7694845, 55.0975374 51.7695967)",
1011293174,4,улица Цвиллинга,unclassified,RU:urban,False,True,10.776,"LINESTRING (55.096427 51.769376, 55.0964609 51.7693017, 55.0964723 51.7692833)",
392770646,3,улица Постникова,primary,RU:urban,True,False,83.203,"LINESTRING (55.0980467 51.7709837, 55.0978947 51.7709631, 55.0970481 51.7708741, 55.096856 51.7708539)",
636263469,2,Пролетарская улица,secondary,RU:urban,True,False,134.65800000000002,"LINESTRING (55.0980467 51.7709837, 55.098088 51.7709085, 55.098628 51.7698986, 55.0986661 51.769835)",
300088685,4,Парковый проспект,unclassified,RU:urban,False,True,161.309,"LINESTRING (55.0947488 51.7698378, 55.094917 51.7697319, 55.0951714 51.7695728, 55.095426 51.7694129, 55.0956295 51.7692723, 55.0958044 51.7691353, 55.0962524 51.7687306)",
971095527,3,улица Постникова,primary,RU:urban,True,False,181.99600000000004,"LINESTRING (55.0947488 51.7698378, 55.0946022 51.7697538, 55.0937685 51.7693458, 55.0933564 51.7691346, 55.092957 51.7689133, 55.0927371 51.7687772)",
102537832,2,Бухарский переулок,residential,60,False,False,262.39900000000006,"LINESTRING (55.0942182 51.7634892, 55.09298 51.763227, 55.0922762 51.7630775, 55.0911148 51.76283, 55.0910413 51.7628144, 55.090612 51.7627229)",
102537832,2,Бухарский переулок,residential,60,False,True,182.231,"LINESTRING (55.0942182 51.7634892, 55.0957043 51.7638244, 55.0959078 51.7638767, 55.0966947 51.7640688)",
413546378,2,улица Кобозева,secondary,60,True,False,74.624,"LINESTRING (55.0942182 51.7634892, 55.0938781 51.7640351, 55.0938282 51.7641154)",
151901208,3,улица 8 Марта,primary,RU:urban,False,False,70.77,"LINESTRING (55.1020534 51.7712792, 55.1021909 51.7710886, 55.102379 51.7708875, 55.1025296 51.7707158)",
236360823,3,улица Постникова,primary,RU:urban,True,False,199.20100000000002,"LINESTRING (55.1020534 51.7712792, 55.1018803 51.7711697, 55.1017391 51.7711003, 55.1016441 51.7710807, 55.1010409 51.7710824, 55.1004798 51.7710774, 55.0999975 51.7710624, 55.0995049 51.7710367, 55.09928 51.7710273)",
48532854,4,улица 9 Января,secondary,60,True,False,115.946,"LINESTRING (55.0958042 51.7663561, 55.095853 51.7662716, 55.0960833 51.7658865, 55.0963855 51.7653774)",
118567944,4,улица Володарского,secondary,RU:urban,False,True,76.629,"LINESTRING (55.0958042 51.7663561, 55.0959648 51.7664052, 55.0968312 51.7666218)",
141867786,4,улица Володарского,secondary,RU:urban,False,False,217.89699999999996,"LINESTRING (55.0958042 51.7663561, 55.0956581 51.7663139, 55.0948111 51.7660839, 55.0946289 51.7660342, 55.0937574 51.7658115, 55.0932209 51.7656745, 55.0930734 51.7656488, 55.0928691 51.7656417)",
968692794,4,улица 9 Января,secondary,RU:urban,False,False,79.979,"LINESTRING (55.0958042 51.7663561, 55.0957345 51.7664749, 55.0954135 51.7670335)",
38613863,4,улица Володарского,secondary,RU:urban,False,False,120.906,"LINESTRING (55.1040122 51.7683597, 55.1023778 51.7679606)",
"[38809264, 291372099, 291372100]",4,улица 8 Марта,primary,RU:urban,False,True,281.251,"LINESTRING (55.1040122 51.7683597, 55.1038853 51.7685299, 55.1037454 51.7687276, 55.1036201 51.7689289, 55.103377 51.7693316, 55.1031746 51.7696302, 55.1028606 51.7701551, 55.102611 51.770572, 55.1025296 51.7707158)",15
101152654,2,улица Орджоникидзе,residential,60,False,True,87.241,"LINESTRING (55.1038687 51.7644187, 55.1039189 51.764359, 55.1043427 51.7636914)",
137154137,3,улица Кирова,secondary,60,True,False,67.025,"LINESTRING (55.1038687 51.7644187, 55.1030699 51.764239, 55.1029534 51.7642127)",
137154138,1,улица Орджоникидзе,residential,,False,False,202.62,"LINESTRING (55.1038687 51.7644187, 55.1038189 51.7644863, 55.1036735 51.7647615, 55.1036493 51.7648296, 55.1036212 51.7648959, 55.1028746 51.7661325)",
87076877,2,улица М.Фадеева,residential,,False,True,70.476,"LINESTRING (55.1003183 51.7688192, 55.1002833 51.7688118, 55.099436 51.7686186, 55.0993565 51.7686014)",
135027885,3,Комсомольская улица,secondary,RU:urban,True,False,143.163,"LINESTRING (55.1003183 51.7688192, 55.100292 51.7688751, 55.100197 51.7690772, 55.0997756 51.7699726, 55.0997369 51.7700554)",
1193538656,4,Краснознамённая улица,secondary,,False,True,69.796,"LINESTRING (55.1028746 51.7661325, 55.1019158 51.7659278)",
137154138,1,улица Орджоникидзе,residential,,False,True,202.61999999999998,"LINESTRING (55.1028746 51.7661325, 55.1036212 51.7648959, 55.1036493 51.7648296, 55.1036735 51.7647615, 55.1038189 51.7644863, 55.1038687 51.7644187)",
298568984,1,улица Орджоникидзе,residential,,False,False,118.71799999999999,"LINESTRING (55.1028746 51.7661325, 55.102797 51.7662306, 55.1022346 51.7671236)",
102537832,2,Бухарский переулок,residential,60,False,False,182.231,"LINESTRING (55.0966947 51.7640688, 55.0959078 51.7638767, 55.0957043 51.7638244, 55.0942182 51.7634892)",
"[116443754, 48532853]",3,улица Кобозева,secondary,"['60', 'RU:urban']",False,True,178.659,"LINESTRING (55.0914899 51.7678078, 55.0917807 51.7673374, 55.0920162 51.7669583, 55.0922848 51.7665401, 55.0924359 51.7663116)",
849277946,3,улица Постникова,primary,RU:urban,True,False,94.3,"LINESTRING (55.0914899 51.7678078, 55.0911223 51.7675389, 55.0906208 51.7671522)",
151605996,,Лечебный переулок,residential,,False,False,88.152,"LINESTRING (55.1022346 51.7671236, 55.1031169 51.7673229, 55.1031205 51.7673491, 55.1030107 51.7675214)",
298568984,1,улица Орджоникидзе,residential,,False,False,83.299,"LINESTRING (55.1022346 51.7671236, 55.1021141 51.7673148, 55.1017955 51.7678217)",
298568984,1,улица Орджоникидзе,residential,,False,True,118.71799999999999,"LINESTRING (55.1022346 51.7671236, 55.102797 51.7662306, 55.1028746 51.7661325)",
173830149,4,Матросский переулок,tertiary,60,False,False,207.31799999999998,"LINESTRING (55.098848 51.7632561, 55.0987885 51.7633502, 55.0977941 51.7649233, 55.0977504 51.7649924)",
236360824,3,улица Кирова,secondary,60,True,False,76.446,"LINESTRING (55.098848 51.7632561, 55.0987632 51.7632368, 55.0978874 51.7630296, 55.09781 51.7630113)",
173830149,4,Матросский переулок,tertiary,60,False,True,207.31799999999998,"LINESTRING (55.0977504 51.7649924, 55.0977941 51.7649233, 55.0987885 51.7633502, 55.098848 51.7632561)",
173830150,4,Матросский переулок,tertiary,60,False,True,191.91700000000003,"LINESTRING (55.0977504 51.7649924, 55.0976857 51.7651049, 55.0970312 51.7662881, 55.096892 51.7665232, 55.0968312 51.7666218)",
290549476,3,Краснознамённая улица,secondary,RU:urban,True,False,240.083,"LINESTRING (55.0977504 51.7649924, 55.0978951 51.7650292, 55.0983845 51.7651539, 55.0987632 51.7652375, 55.0998351 51.7654686, 55.099959 51.765496, 55.1010109 51.7657289, 55.101027 51.7657325)",
118567944,4,улица Володарского,secondary,RU:urban,False,False,76.629,"LINESTRING (55.0968312 51.7666218, 55.0959648 51.7664052, 55.0958042 51.7663561)",
"[118567944, 118564844]",4,улица Володарского,secondary,RU:urban,False,True,235.07399999999998,"LINESTRING (55.0968312 51.7666218, 55.0971255 51.7666947, 55.0986999 51.7670785, 55.098883 51.7671229, 55.0990681 51.7671677, 55.100013 51.7673911)",
173830150,4,Матросский переулок,tertiary,60,False,False,191.917,"LINESTRING (55.0968312 51.7666218, 55.096892 51.7665232, 55.0970312 51.7662881, 55.0976857 51.7651049, 55.0977504 51.7649924)",
198510364,2,переулок Свободина,unclassified,60,False,True,220.079,"LINESTRING (55.0954135 51.7670335, 55.0941565 51.7667173, 55.0929929 51.7664436, 55.0924359 51.7663116)",
"[187254472, 968692794]",4,улица 9 Января,secondary,RU:urban,False,False,295.849,"LINESTRING (55.0954135 51.7670335, 55.0952471 51.7673135, 55.0950927 51.7675791, 55.0947529 51.7681848, 55.09467 51.7683263, 55.0945173 51.7684119, 55.0941321 51.7684909, 55.0931367 51.768686, 55.0927371 51.7687772)",
968692794,4,улица 9 Января,secondary,RU:urban,False,True,79.979,"LINESTRING (55.0954135 51.7670335, 55.0957345 51.7664749, 55.0958042 51.7663561)",
151605996,,Лечебный переулок,residential,,False,True,88.15199999999999,"LINESTRING (55.1030107 51.7675214, 55.1031205 51.7673491, 55.1031169 51.7673229, 55.1022346 51.7671236)",
101152654,2,улица Орджоникидзе,residential,60,False,False,87.241,"LINESTRING (55.1043427 51.7636914, 55.1039189 51.764359, 55.1038687 51.7644187)",
101152654,2,улица Орджоникидзе,residential,60,False,True,81.168,"LINESTRING (55.1043427 51.7636914, 55.1045787 51.7633065, 55.1047931 51.7630172)",
300088685,4,Парковый проспект,unclassified,RU:urban,False,False,161.309,"LINESTRING (55.0962524 51.7687306, 55.0958044 51.7691353, 55.0956295 51.7692723, 55.095426 51.7694129, 55.0951714 51.7695728, 55.094917 51.7697319, 55.0947488 51.7698378)",
48532853,3,улица Кобозева,secondary,60,False,False,80.235,"LINESTRING (55.0928691 51.7656417, 55.0927983 51.7657471, 55.0927294 51.7658516, 55.0924359 51.7663116)",
141867786,4,улица Володарского,secondary,RU:urban,False,True,217.89700000000002,"LINESTRING (55.0928691 51.7656417, 55.0930734 51.7656488, 55.0932209 51.7656745, 55.0937574 51.7658115, 55.0946289 51.7660342, 55.0948111 51.7660839, 55.0956581 51.7663139, 55.0958042 51.7663561)",
39241360,2,Советская улица,unclassified,,False,False,58.873,"LINESTRING (55.0978196 51.7690981, 55.0976176 51.7694981, 55.0975374 51.7695967)",
1011293174,4,улица Цвиллинга,unclassified,RU:urban,False,False,10.776,"LINESTRING (55.0964723 51.7692833, 55.0964609 51.7693017, 55.096427 51.769376)",
148818720,3,улица Терешковой,primary,RU:urban,True,False,23.704,"LINESTRING (55.1020463 51.7714916, 55.102036 51.7713753, 55.1020534 51.7712792)",
1221560659,1,проспект Победы,primary,RU:urban,True,False,15.693999999999999,"LINESTRING (55.1020463 51.7714916, 55.10215 51.7714853, 55.1022722 51.7714979)",
