osmid,oneway,name,highway,maxspeed,reversed,length,ref,bridge,geometry
1246798408,False,Коммунистическая улица,residential,60,False,21.708,,,"LINESTRING (107.6031036 50.5843215, 107.6029428 50.5844879)"
1246798408,False,Коммунистическая улица,residential,60,True,21.708,,,"LINESTRING (107.6029428 50.5844879, 107.6031036 50.5843215)"
1246798408,False,Коммунистическая улица,residential,60,False,390.93199999999996,,,"LINESTRING (107.6029428 50.5844879, 107.6028927 50.5846688, 107.6029157 50.584887, 107.6029527 50.5859409, 107.6035511 50.5875497, 107.6036254 50.5879531)"
124975892,False,,residential,,True,164.482,,,"LINESTRING (107.5964437 50.5854394, 107.5943528 50.584787)"
"[124975909, 531511430, 124975894]",False,улица Ленина,residential,,"[False, True]",955.275,,,"LINESTRING (107.5964437 50.5854394, 107.5987446 50.5822137, 107.5969997 50.5814721, 107.5943528 50.584787)"
531511430,False,улица Ленина,residential,,True,249.863,,,"LINESTRING (107.5964437 50.5854394, 107.5949722 50.5873138, 107.5948649 50.5874505)"
124973223,False,,residential,,True,105.923,,,"LINESTRING (107.5977692 50.5857717, 107.5991003 50.5862112)"
124973223,False,,residential,,False,105.923,,,"LINESTRING (107.5991003 50.5862112, 107.5977692 50.5857717)"
124973219,False,,residential,,True,332.458,,,"LINESTRING (107.5991003 50.5862112, 107.5985856 50.5869503, 107.5976692 50.5878622, 107.5974224 50.5879461, 107.5966791 50.5878514, 107.5961856 50.5881617)"
"[124973234, 1246803707]",False,"['улица Калинина', 'улица Ленина']",residential,,False,149.131,,,"LINESTRING (107.593836 50.5886217, 107.5946917 50.5876612, 107.5947853 50.5875473, 107.5948649 50.5874505)"
975871509,False,улица Ленина,residential,,False,147.745,,,"LINESTRING (107.593836 50.5886217, 107.5936872 50.5889904, 107.5929683 50.5898214)"
1246798408,False,Коммунистическая улица,residential,60,False,278.285,,,"LINESTRING (107.6030781 50.5898977, 107.6017396 50.5922517)"
1246798408,False,Коммунистическая улица,residential,60,True,222.998,,,"LINESTRING (107.6030781 50.5898977, 107.6035996 50.5889078, 107.603693 50.5885925, 107.6036254 50.5879531)"
124975892,False,,residential,,False,164.482,,,"LINESTRING (107.5943528 50.584787, 107.5964437 50.5854394)"
"[531511430, 124975909, 124975894]",False,улица Ленина,residential,,"[False, True]",955.275,,,"LINESTRING (107.5943528 50.584787, 107.5969997 50.5814721, 107.5987446 50.5822137, 107.5964437 50.5854394)"
124975909,False,,residential,,False,220.491,,,"LINESTRING (107.5943528 50.584787, 107.5929193 50.5865487)"
124975909,False,,residential,,True,220.491,,,"LINESTRING (107.5929193 50.5865487, 107.5943528 50.584787)"
155811214,False,Советская улица,primary,,False,31.834,81А-004,,"LINESTRING (107.5929193 50.5865487, 107.5932758 50.586724)"
155811214,False,Советская улица,primary,,True,31.834,81А-004,,"LINESTRING (107.5932758 50.586724, 107.5929193 50.5865487)"
155811214,False,Советская улица,primary,,False,138.246,81А-004,,"LINESTRING (107.5932758 50.586724, 107.5946329 50.5873444, 107.5948649 50.5874505)"
975871513,False,улица Тельмана,residential,,True,165.977,,,"LINESTRING (107.5951598 50.590737, 107.5964956 50.5908779, 107.5969454 50.5909253, 107.59748 50.5908721)"
975871513,False,улица Тельмана,residential,,False,165.977,,,"LINESTRING (107.59748 50.5908721, 107.5969454 50.5909253, 107.5964956 50.5908779, 107.5951598 50.590737)"
"[975871513, 1246798406]",False,улица Тельмана,residential,,True,120.471,,,"LINESTRING (107.59748 50.5908721, 107.5975392 50.5902993, 107.5978436 50.589828)"
975871509,False,улица Ленина,residential,,True,147.745,,,"LINESTRING (107.5929683 50.5898214, 107.5936872 50.5889904, 107.593836 50.5886217)"
