osmid,oneway,highway,reversed,length,geometry,lanes,name,maxspeed,bridge
879034968,False,primary,True,72.604,"LINESTRING (-61.4091674 10.5140161, -61.4091218 10.5146675)",2,Southern Main Road,40,
346105065,False,tertiary,True,174.561,"LINESTRING (-61.4091674 10.5140161, -61.4093908 10.5140836, -61.4098011 10.5142313, -61.4100747 10.5143631, -61.4103724 10.5145556, -61.4105964 10.5146949)",,Eleanor Street,,
346105009,False,secondary,True,325.58,"LINESTRING (-61.4092076 10.5124073, -61.4096603 10.5124688, -61.4103993 10.5125593, -61.4108901 10.51262, -61.4112865 10.5127075, -61.4115356 10.5128198, -61.4116391 10.5128781, -61.4120495 10.5131267)",4,Ramsaran Street,,
96151293,True,secondary,False,228.711,"LINESTRING (-61.4091714 10.5176305, -61.4092139 10.5165861, -61.4092505 10.5158663, -61.4092617 10.5155756)",2,Endeavour Road,,
96151305,False,tertiary,False,110.854,"LINESTRING (-61.4118305 10.513518, -61.4108947 10.5131342)",,Manic Street,,
"[440829001, 100392865, 343187638]",True,"['unclassified', 'tertiary']",False,232.72500000000002,"LINESTRING (-61.4118305 10.513518, -61.4115562 10.5139647, -61.4112623 10.5144536, -61.4112409 10.5145748, -61.4112629 10.5147033, -61.4115533 10.5148885, -61.4115922 10.5149441, -61.4115848 10.5149993, -61.4114073 10.5152264)",,Bhim Street,,
"[440829006, 440829007]",False,tertiary,True,203.00900000000001,"LINESTRING (-61.4098274 10.5137102, -61.4098896 10.5129259, -61.4099245 10.5128995, -61.4099621 10.5128863, -61.410186 10.5129153, -61.4103215 10.5129364, -61.4104931 10.5129707, -61.4108947 10.5131342)",,Manic Street,,
292878008,False,tertiary,True,162.123,"LINESTRING (-61.4121306 10.5187695, -61.4121902 10.5184121, -61.4123097 10.5177591, -61.4123057 10.5177479, -61.4123003 10.5176919, -61.4122507 10.5176563, -61.4119418 10.5176654)",,Imamshan Street,,
"[434824147, 440262645, 292878005]",False,tertiary,False,244.177,"LINESTRING (-61.4121306 10.5187695, -61.41183 10.518772, -61.4114736 10.5187589, -61.4114412 10.518745, -61.4114195 10.5187162, -61.4114299 10.5177724, -61.4114393 10.51774, -61.4114688 10.5177248, -61.4119418 10.5176654)",,"['Max Murphy Street', 'Imamshan Street']",,
96151305,False,tertiary,True,110.854,"LINESTRING (-61.4108947 10.5131342, -61.4118305 10.513518)",,Manic Street,,
"[101192918, 101192967]",False,tertiary,True,270.216,"LINESTRING (-61.4108947 10.5131342, -61.4107551 10.5135801, -61.4106869 10.5137988, -61.4106024 10.513932, -61.4104643 10.5140862, -61.4103905 10.5141179, -61.4103294 10.5140983, -61.4099851 10.5138673, -61.4091905 10.5136177)",,Suresh Street,,
"[440829006, 440829007]",False,tertiary,False,203.009,"LINESTRING (-61.4108947 10.5131342, -61.4104931 10.5129707, -61.4103215 10.5129364, -61.410186 10.5129153, -61.4099621 10.5128863, -61.4099245 10.5128995, -61.4098896 10.5129259, -61.4098274 10.5137102)",,Manic Street,,
97122091,False,residential,True,87.238,"LINESTRING (-61.4063637 10.5107197, -61.4063143 10.5111418, -61.4062733 10.5114992)",,Andrew Street,,
97122091,False,residential,False,131.905,"LINESTRING (-61.4061296 10.512677, -61.4062733 10.5114992)",,Andrew Street,,
97122091,False,residential,True,130.863,"LINESTRING (-61.4061296 10.512677, -61.4059788 10.5138445)",,Andrew Street,,
100573296,False,residential,False,71.294,"LINESTRING (-61.4061296 10.512677, -61.4054807 10.5126135)",,Andrew Street,,
100573296,False,residential,True,71.208,"LINESTRING (-61.4061296 10.512677, -61.4067799 10.5127128)",,Andrew Street,,
434824140,False,residential,False,23.944,"LINESTRING (-61.4044704 10.5137366, -61.4046886 10.5137551)",,Algernon Street,,
97122125,False,residential,True,71.193,"LINESTRING (-61.4066287 10.5138847, -61.4059788 10.5138445)",,Algernon Street,,
340878095,False,tertiary,False,68.162,"LINESTRING (-61.4066287 10.5138847, -61.4065594 10.5144939)",2,Old Southern Main Road,,
340878095,False,tertiary,True,131.355,"LINESTRING (-61.4066287 10.5138847, -61.4066758 10.5135071, -61.4067799 10.5127128)",2,Old Southern Main Road,,
97122113,False,residential,False,132.803,"LINESTRING (-61.4054807 10.5126135, -61.4053455 10.5138004)",,Constance Street,,
97122113,False,residential,True,129.871,"LINESTRING (-61.4054807 10.5126135, -61.4056378 10.5114558)",,Constance Street,,
100573296,False,residential,True,71.294,"LINESTRING (-61.4054807 10.5126135, -61.4061296 10.512677)",,Andrew Street,,
100573296,False,residential,False,71.208,"LINESTRING (-61.4067799 10.5127128, -61.4061296 10.512677)",,Andrew Street,,
97122126,True,motorway_link,False,161.933,"LINESTRING (-61.4067799 10.5127128, -61.4069698 10.5126659, -61.4071093 10.5126079, -61.4072434 10.5125024, -61.4073077 10.5123521, -61.4073165 10.5115692)",,,,
122208450,False,tertiary,True,130.906,"LINESTRING (-61.4067799 10.5127128, -61.4068357 10.5122888, -61.4069322 10.5115451)",2,Old Southern Main Road,,
340878095,False,tertiary,False,131.355,"LINESTRING (-61.4067799 10.5127128, -61.4066758 10.5135071, -61.4066287 10.5138847)",2,Old Southern Main Road,,
97122113,False,residential,True,73.653,"LINESTRING (-61.4052537 10.5144566, -61.4053455 10.5138004)",,Constance Street,,
391112500,False,primary,False,19.255,"LINESTRING (-61.4052537 10.5144566, -61.4050781 10.5144433)",2,Southern Main Road,40,
391112500,False,primary,True,71.719,"LINESTRING (-61.4052537 10.5144566, -61.4059086 10.5144939)",2,Southern Main Road,40,
97122091,False,residential,True,131.905,"LINESTRING (-61.4062733 10.5114992, -61.4061296 10.512677)",,Andrew Street,,
97122111,False,residential,False,69.646,"LINESTRING (-61.4062733 10.5114992, -61.4056378 10.5114558)",,Eugene Street,,
97122111,False,residential,True,72.217,"LINESTRING (-61.4062733 10.5114992, -61.4069322 10.5115451)",,Eugene Street,,
97122091,False,residential,False,87.238,"LINESTRING (-61.4062733 10.5114992, -61.4063143 10.5111418, -61.4063637 10.5107197)",,Andrew Street,,
97122111,False,residential,True,69.646,"LINESTRING (-61.4056378 10.5114558, -61.4062733 10.5114992)",,Eugene Street,,
97122113,False,residential,False,129.871,"LINESTRING (-61.4056378 10.5114558, -61.4054807 10.5126135)",,Constance Street,,
97122113,False,residential,True,78.075,"LINESTRING (-61.4056378 10.5114558, -61.4057171 10.510758)",,Constance Street,,
97122113,False,residential,False,78.075,"LINESTRING (-61.4057171 10.510758, -61.4056378 10.5114558)",,Constance Street,,
97122111,False,residential,False,72.217,"LINESTRING (-61.4069322 10.5115451, -61.4062733 10.5114992)",,Eugene Street,,
122208450,False,tertiary,False,130.906,"LINESTRING (-61.4069322 10.5115451, -61.4068357 10.5122888, -61.4067799 10.5127128)",2,Old Southern Main Road,,
97122113,False,residential,False,73.653,"LINESTRING (-61.4053455 10.5138004, -61.4052537 10.5144566)",,Constance Street,,
97122113,False,residential,True,132.803,"LINESTRING (-61.4053455 10.5138004, -61.4054807 10.5126135)",,Constance Street,,
97122125,False,residential,False,69.411,"LINESTRING (-61.4053455 10.5138004, -61.4059788 10.5138445)",,Algernon Street,,
97122125,False,residential,True,21.163,"LINESTRING (-61.4053455 10.5138004, -61.4051525 10.5137858)",,Algernon Street,,
97122091,False,residential,False,130.863,"LINESTRING (-61.4059788 10.5138445, -61.4061296 10.512677)",,Andrew Street,,
97122125,False,residential,False,71.193,"LINESTRING (-61.4059788 10.5138445, -61.4066287 10.5138847)",,Algernon Street,,
97122125,False,residential,True,69.411,"LINESTRING (-61.4059788 10.5138445, -61.4053455 10.5138004)",,Algernon Street,,
96866590,True,tertiary,False,66.673,"LINESTRING (-61.4071315 10.5146134, -61.4071121 10.5152127)",2,De Verteuil Street,,
146589116,True,primary,False,119.92699999999999,"LINESTRING (-61.4071315 10.5146134, -61.4061742 10.5145495, -61.4060445 10.5145048)",2,Southern Main Road,40,
340878083,True,tertiary,False,131.728,"LINESTRING (-61.4058955 10.5151319, -61.404693 10.5150573)",,John Street,,
340878082,True,tertiary,False,71.152,"LINESTRING (-61.4058955 10.5151319, -61.405924 10.514628, -61.4059199 10.5145556, -61.4059086 10.5144939)",2,Gaston Street,,
372610899,False,residential,True,71.926,"LINESTRING (-61.4058955 10.5151319, -61.4058516 10.5156831, -61.4058481 10.515777)",,Gaston Street,,
391112500,False,primary,False,71.719,"LINESTRING (-61.4059086 10.5144939, -61.4052537 10.5144566)",2,Southern Main Road,40,
599938630,False,primary,True,14.907,"LINESTRING (-61.4059086 10.5144939, -61.4060445 10.5145048)",2,Southern Main Road,40,
164478039,True,residential,False,72.708,"LINESTRING (-61.4059086 10.5144939, -61.4059116 10.5143418, -61.4059273 10.5141938, -61.4059788 10.5138445)",,Andrew Street,,
440262647,False,tertiary,False,140.541,"LINESTRING (-61.4058481 10.515777, -61.4071316 10.5158475)",,Penco Street,,
440262647,False,tertiary,True,131.272,"LINESTRING (-61.4058481 10.515777, -61.4046495 10.5157068)",,Penco Street,,
97126056,False,tertiary,True,331.282,"LINESTRING (-61.4058481 10.515777, -61.4058027 10.5163174, -61.4058048 10.5165332, -61.4058089 10.5169657, -61.4058006 10.5172497, -61.4058056 10.5176856, -61.4057307 10.5185481, -61.4057131 10.5187504)",,Gaston Street,,
372610899,False,residential,False,71.926,"LINESTRING (-61.4058481 10.515777, -61.4058516 10.5156831, -61.4058955 10.5151319)",,Gaston Street,,
440829001,True,tertiary,False,49.663,"LINESTRING (-61.4120495 10.5131267, -61.4118305 10.513518)",,Bhim Street,,
346105009,False,secondary,False,325.58000000000004,"LINESTRING (-61.4120495 10.5131267, -61.4116391 10.5128781, -61.4115356 10.5128198, -61.4112865 10.5127075, -61.4108901 10.51262, -61.4103993 10.5125593, -61.4096603 10.5124688, -61.4092076 10.5124073)",4,Ramsaran Street,,
100573353,True,tertiary,False,229.809,"LINESTRING (-61.4110438 10.515766, -61.4110645 10.5162421, -61.4110678 10.5165047, -61.4110897 10.5165554, -61.4111546 10.516606, -61.4121545 10.5172784)",,Trial Street,,
100392865,True,unclassified,False,71.968,"LINESTRING (-61.4114073 10.5152264, -61.4110438 10.515766)",,,,
346105065,False,tertiary,False,106.547,"LINESTRING (-61.4114073 10.5152264, -61.4105964 10.5146949)",,Eleanor Street,,
100392807,False,residential,True,97.178,"LINESTRING (-61.410657 10.5174546, -61.4106902 10.5176883, -61.4106953 10.5177493, -61.4106912 10.5178143, -61.4106648 10.5178812, -61.4106273 10.5179452, -61.4104553 10.5182698)",,Orchard Boulevard,,
438131581,True,secondary,False,163.59,"LINESTRING (-61.410657 10.5174546, -61.4100479 10.517525, -61.4091714 10.5176305)",,Yard Street,,
100573320,False,residential,True,59.371,"LINESTRING (-61.4034226 10.5161469, -61.4034469 10.5156135)",,Smith Street,,
440262643,False,residential,True,99.596,"LINESTRING (-61.4045953 10.5166009, -61.4046495 10.5157068)",,Henry Street,,
100573288,False,residential,False,150.198,"LINESTRING (-61.407083 10.5188527, -61.4057131 10.5187504)",,,,
440262643,False,residential,False,99.596,"LINESTRING (-61.4046495 10.5157068, -61.4045953 10.5166009)",,Henry Street,,
440262647,False,tertiary,False,131.272,"LINESTRING (-61.4046495 10.5157068, -61.4058481 10.515777)",,Penco Street,,
440262647,False,tertiary,True,131.886,"LINESTRING (-61.4046495 10.5157068, -61.4034469 10.5156135)",,Penco Street,,
100573291,True,residential,False,72.378,"LINESTRING (-61.404693 10.5150573, -61.4046495 10.5157068)",,Henry Street,,
340878083,True,tertiary,False,131.313,"LINESTRING (-61.404693 10.5150573, -61.4034943 10.5149827)",,John Street,,
100573359,False,residential,True,32.428,"LINESTRING (-61.4104553 10.5182698, -61.4107113 10.5184171)",,Roselle Cr,,
100392807,False,residential,False,97.178,"LINESTRING (-61.4104553 10.5182698, -61.4106273 10.5179452, -61.4106648 10.5178812, -61.4106912 10.5178143, -61.4106953 10.5177493, -61.4106902 10.5176883, -61.410657 10.5174546)",,Orchard Boulevard,,
100573320,False,residential,False,73.863,"LINESTRING (-61.4035591 10.5143215, -61.4034943 10.5149827)",,Smith Street,,
391112500,False,primary,True,116.482,"LINESTRING (-61.4035591 10.5143215, -61.4046209 10.514408)",2,Southern Main Road,40,
100573320,False,residential,False,59.371,"LINESTRING (-61.4034469 10.5156135, -61.4034226 10.5161469)",,Smith Street,,
100573320,False,residential,True,70.333,"LINESTRING (-61.4034469 10.5156135, -61.4034943 10.5149827)",,Smith Street,,
440262647,False,tertiary,False,131.886,"LINESTRING (-61.4034469 10.5156135, -61.4046495 10.5157068)",,Penco Street,,
438131581,True,secondary,False,29.423,"LINESTRING (-61.4121545 10.5172784, -61.4118876 10.5173124)",,Yard Street,,
96151293,True,secondary,False,90.158,"LINESTRING (-61.4092617 10.5155756, -61.4092785 10.5153382, -61.4093134 10.5147664)",2,Endeavour Road,,
100573339,False,residential,True,98.514,"LINESTRING (-61.4092617 10.5155756, -61.4084729 10.5155306, -61.408362 10.5155269)",,Endeavour Road Lower W,,
97126056,False,tertiary,True,7.902,"LINESTRING (-61.4057131 10.5187504, -61.4057069 10.5188212)",,Gaston Street,,
100573288,False,residential,True,150.198,"LINESTRING (-61.4057131 10.5187504, -61.407083 10.5188527)",,,,
97126056,False,tertiary,False,331.282,"LINESTRING (-61.4057131 10.5187504, -61.4057307 10.5185481, -61.4058056 10.5176856, -61.4058006 10.5172497, -61.4058089 10.5169657, -61.4058048 10.5165332, -61.4058027 10.5163174, -61.4058481 10.515777)",,Gaston Street,,
100573311,True,motorway_link,False,158.081,"LINESTRING (-61.4077553 10.5171173, -61.4075446 10.5165094, -61.4073475 10.5161297, -61.4071316 10.5158475)",,,,
"[95779032, 39682675, 1044124148]",True,motorway,False,618.7909999999999,"LINESTRING (-61.4077553 10.5171173, -61.4075801 10.5148462, -61.4075312 10.5143224, -61.4073165 10.5115692)","['2', '3']","['Uriah Butler Highway', 'Sir Solomon Hochoy Highway']",100,yes
440262647,False,tertiary,True,140.541,"LINESTRING (-61.4071316 10.5158475, -61.4058481 10.515777)",,Penco Street,,
100573341,True,tertiary,False,70.624,"LINESTRING (-61.4071316 10.5158475, -61.4071248 10.5157222, -61.4071121 10.5152127)",2,De Verteuil Street,,
100573359,False,residential,False,32.428,"LINESTRING (-61.4107113 10.5184171, -61.4104553 10.5182698)",,Roselle Cr,,
100573320,False,residential,False,70.333,"LINESTRING (-61.4034943 10.5149827, -61.4034469 10.5156135)",,Smith Street,,
100573320,False,residential,True,73.863,"LINESTRING (-61.4034943 10.5149827, -61.4035591 10.5143215)",,Smith Street,,
100573291,True,residential,False,71.296,"LINESTRING (-61.4047388 10.5144177, -61.404693 10.5150573)",,Henry Street,,
391112500,False,primary,False,12.935,"LINESTRING (-61.4047388 10.5144177, -61.4046209 10.514408)",2,Southern Main Road,40,
391112500,False,primary,True,37.204,"LINESTRING (-61.4047388 10.5144177, -61.4050781 10.5144433)",2,Southern Main Road,40,
101192827,False,residential,False,93.673,"LINESTRING (-61.4048544 10.5187367, -61.4057069 10.5188212)",,,,
100573339,False,residential,False,98.514,"LINESTRING (-61.408362 10.5155269, -61.4084729 10.5155306, -61.4092617 10.5155756)",,Endeavour Road Lower W,,
"[101192918, 101192967]",False,tertiary,False,270.216,"LINESTRING (-61.4091905 10.5136177, -61.4099851 10.5138673, -61.4103294 10.5140983, -61.4103905 10.5141179, -61.4104643 10.5140862, -61.4106024 10.513932, -61.4106869 10.5137988, -61.4107551 10.5135801, -61.4108947 10.5131342)",,Suresh Street,,
282547748,True,primary,False,134.914,"LINESTRING (-61.4091905 10.5136177, -61.4092197 10.5132486, -61.4092229 10.513192, -61.4092374 10.5129408, -61.4092317 10.5126299, -61.4092076 10.5124073)",2,Southern Main Road,40,
391112500,False,primary,False,116.482,"LINESTRING (-61.4046209 10.514408, -61.4035591 10.5143215)",2,Southern Main Road,40,
391112500,False,primary,True,12.935,"LINESTRING (-61.4046209 10.514408, -61.4047388 10.5144177)",2,Southern Main Road,40,
434824146,False,residential,True,72.976,"LINESTRING (-61.4046209 10.514408, -61.4046886 10.5137551)",,Hugh Street,,
101206556,False,residential,False,21.228,"LINESTRING (-61.4047085 10.5135652, -61.4046886 10.5137551)",,Hugh Street,,
97122125,False,residential,False,50.832,"LINESTRING (-61.4046886 10.5137551, -61.4051525 10.5137858)",,Algernon Street,,
101206556,False,residential,True,21.228,"LINESTRING (-61.4046886 10.5137551, -61.4047085 10.5135652)",,Hugh Street,,
434824140,False,residential,True,23.944,"LINESTRING (-61.4046886 10.5137551, -61.4044704 10.5137366)",,Algernon Street,,
434824146,False,residential,False,72.976,"LINESTRING (-61.4046886 10.5137551, -61.4046209 10.514408)",,Hugh Street,,
343187879,True,motorway_link,False,9.301,"LINESTRING (-61.4079512 10.5145857, -61.4079609 10.5146688)",,,,
554994000,True,primary,False,128.302,"LINESTRING (-61.4079512 10.5145857, -61.4087352 10.5146405, -61.4091218 10.5146675)",2,Southern Main Road,,
879034968,False,primary,False,72.604,"LINESTRING (-61.4091218 10.5146675, -61.4091674 10.5140161)",2,Southern Main Road,40,
282547747,True,primary,False,43.245,"LINESTRING (-61.4091218 10.5146675, -61.409319 10.5147067, -61.4094982 10.5147807)",2,Chaguanas Main Road,,
292878006,False,tertiary,False,39.697,"LINESTRING (-61.4119418 10.5176654, -61.4118876 10.5173124)",,Access Street,,
292878008,False,tertiary,False,162.123,"LINESTRING (-61.4119418 10.5176654, -61.4122507 10.5176563, -61.4123003 10.5176919, -61.4123057 10.5177479, -61.4123097 10.5177591, -61.4121902 10.5184121, -61.4121306 10.5187695)",,Imamshan Street,,
"[440262645, 434824147, 292878005]",False,tertiary,True,244.17700000000002,"LINESTRING (-61.4119418 10.5176654, -61.4114688 10.5177248, -61.4114393 10.51774, -61.4114299 10.5177724, -61.4114195 10.5187162, -61.4114412 10.518745, -61.4114736 10.5187589, -61.41183 10.518772, -61.4121306 10.5187695)",,"['Max Murphy Street', 'Imamshan Street']",,
292878006,False,tertiary,True,39.697,"LINESTRING (-61.4118876 10.5173124, -61.4119418 10.5176654)",,Access Street,,
438131581,True,secondary,False,135.464,"LINESTRING (-61.4118876 10.5173124, -61.410657 10.5174546)",,Yard Street,,
340878095,False,tertiary,True,68.162,"LINESTRING (-61.4065594 10.5144939, -61.4066287 10.5138847)",2,Old Southern Main Road,,
293328858,True,primary,False,152.505,"LINESTRING (-61.4065594 10.5144939, -61.4073581 10.5145466, -61.4079512 10.5145857)",2,Southern Main Road,40,
346105065,False,tertiary,True,106.547,"LINESTRING (-61.4105964 10.5146949, -61.4114073 10.5152264)",,Eleanor Street,,
630751580,False,residential,True,73.241,"LINESTRING (-61.4105964 10.5146949, -61.4102295 10.515246)",,Smith Street,,
346105065,False,tertiary,False,174.56099999999998,"LINESTRING (-61.4105964 10.5146949, -61.4103724 10.5145556, -61.4100747 10.5143631, -61.4098011 10.5142313, -61.4093908 10.5140836, -61.4091674 10.5140161)",,Eleanor Street,,
630751580,False,residential,False,73.241,"LINESTRING (-61.4102295 10.515246, -61.4105964 10.5146949)",,Smith Street,,
146589159,True,primary,False,106.155,"LINESTRING (-61.4102295 10.515246, -61.4106725 10.5155279, -61.4110438 10.515766)",3,Chaguanas Main Road,,
391112500,False,primary,False,37.204,"LINESTRING (-61.4050781 10.5144433, -61.4047388 10.5144177)",2,Southern Main Road,40,
391112500,False,primary,True,19.255,"LINESTRING (-61.4050781 10.5144433, -61.4052537 10.5144566)",2,Southern Main Road,40,
1197035936,False,residential,True,73.562,"LINESTRING (-61.4050781 10.5144433, -61.4051525 10.5137858)",,,,
97122125,False,residential,False,21.163,"LINESTRING (-61.4051525 10.5137858, -61.4053455 10.5138004)",,Algernon Street,,
97122125,False,residential,True,50.832,"LINESTRING (-61.4051525 10.5137858, -61.4046886 10.5137551)",,Algernon Street,,
1197035936,False,residential,False,73.562,"LINESTRING (-61.4051525 10.5137858, -61.4050781 10.5144433)",,,,
