osmid,lanes,name,highway,oneway,reversed,length,ref,geometry,access,bridge
1128375329,,Kaytshel Zur Lam NW 2,residential,False,False,43.076,,"LINESTRING (90.4847618 26.8728095, 90.4846054 26.8724481)",,
1128375329,,Kaytshel Zur Lam NW 2,residential,False,True,47.83,,"LINESTRING (90.4847618 26.8728095, 90.4848104 26.8729218, 90.4848372 26.8730259, 90.484916 26.8732163)",,
1128376599,,Kaytshel Zur Lam 2A NW,residential,False,False,77.536,,"LINESTRING (90.4847618 26.8728095, 90.4845435 26.8729497, 90.4844662 26.8729787, 90.4844947 26.8731165, 90.4843158 26.8731746, 90.4843199 26.8732471)",,
1128376599,,Kaytshel Zur Lam 2A NW,residential,False,True,77.536,,"LINESTRING (90.4843199 26.8732471, 90.4843158 26.8731746, 90.4844947 26.8731165, 90.4844662 26.8729787, 90.4845435 26.8729497, 90.4847618 26.8728095)",,
1128376600,,Chhophel Zur Lam 3 NW,residential,False,True,139.537,,"LINESTRING (90.4864157 26.8738305, 90.4851609 26.8743979)",,
618922709,2,N Samdhen Zhung Lam,primary,False,True,136.658,PNH 4,"LINESTRING (90.4864157 26.8738305, 90.486411 26.8737529, 90.4861572 26.8726241)",,
1128405835,,Chhogyal Zur Lam 2A SE,residential,False,False,29.637,,"LINESTRING (90.4859922 26.8690285, 90.4862816 26.8689622)",,
440720064,,Chhogyal Zur Lam 2 SE,residential,False,False,83.54499999999999,,"LINESTRING (90.4859922 26.8690285, 90.4860547 26.8693001, 90.4860669 26.8693912, 90.4860204 26.8694383, 90.4858521 26.8695345, 90.4857285 26.8696228)",,
440720064,,Chhogyal Zur Lam 2 SE,residential,False,True,97.36200000000001,,"LINESTRING (90.4859922 26.8690285, 90.4859461 26.8689318, 90.4858638 26.8686894, 90.4857981 26.8686111, 90.485574 26.8685209, 90.4853637 26.8684512)",,
1128405835,,Chhogyal Zur Lam 2A SE,residential,False,True,29.637,,"LINESTRING (90.4862816 26.8689622, 90.4859922 26.8690285)",,
1136651147,2,Gelephu-Thimphu Highway,primary,False,True,219.256,,"LINESTRING (90.4826087 26.8721703, 90.4806981 26.873162)",,
1136651150,2,W Ngojang Zhung Lam,primary,False,False,184.048,,"LINESTRING (90.4826087 26.8721703, 90.483387 26.8714226, 90.4840337 26.8711575)",,
1136654638,,Kunzang Lam NW,residential,False,True,234.18699999999998,,"LINESTRING (90.4826087 26.8721703, 90.4824343 26.8724387, 90.481994 26.8728379, 90.4810528 26.8737448)",,
1198817956,,,residential,False,True,95.52000000000001,,"LINESTRING (90.4850465 26.8721687, 90.4854183 26.8720807, 90.4859802 26.8719585)",,
618922709,2,N Samdhen Zhung Lam,primary,False,False,76.065,PNH 4,"LINESTRING (90.4859802 26.8719585, 90.4861572 26.8726241)",,
618922709,2,N Samdhen Zhung Lam,primary,False,True,16.901,PNH 4,"LINESTRING (90.4859802 26.8719585, 90.4859409 26.8718106)",,
1198817956,,,residential,False,False,95.52000000000001,,"LINESTRING (90.4859802 26.8719585, 90.4854183 26.8720807, 90.4850465 26.8721687)",,
1198820026,,,residential,False,True,84.316,,"LINESTRING (90.4877906 26.8740906, 90.4879233 26.8740607, 90.4880548 26.8740834, 90.4881151 26.8741779, 90.4882934 26.8745536)",,
