osmid,name,highway,oneway,reversed,length,maxspeed,bridge,geometry
440276614,Kúnxoja kóshesi,residential,False,True,91.016,,,"LINESTRING (60.2951435 43.022611, 60.2943679 43.0220207)"
440276615,Shuǵla kóshesi,residential,False,True,185.516,,,"LINESTRING (60.2951435 43.022611, 60.2932147 43.0231626, 60.293015 43.0232123)"
440276617,Samarqand kóshesi,residential,False,True,96.13,,,"LINESTRING (60.2924011 43.021933, 60.2912241 43.0220163)"
440276618,,residential,False,True,60.195,,,"LINESTRING (60.2924011 43.021933, 60.2926927 43.0224306)"
440276617,Samarqand kóshesi,residential,False,False,111.893,,,"LINESTRING (60.2924011 43.021933, 60.2928244 43.0216646, 60.293125 43.021382, 60.2931713 43.0212907, 60.2931773 43.0211495)"
440276615,Shuǵla kóshesi,residential,False,True,271.467,,,"LINESTRING (60.293015 43.0232123, 60.2898532 43.0239979)"
440276618,,residential,False,False,90.784,,,"LINESTRING (60.293015 43.0232123, 60.2926927 43.0224306)"
440276615,Shuǵla kóshesi,residential,False,False,185.516,,,"LINESTRING (60.293015 43.0232123, 60.2932147 43.0231626, 60.2951435 43.022611)"
440276618,,residential,False,False,60.195,,,"LINESTRING (60.2926927 43.0224306, 60.2924011 43.021933)"
440276618,,residential,False,True,90.784,,,"LINESTRING (60.2926927 43.0224306, 60.293015 43.0232123)"
440276619,Pushkin kóshesi,residential,False,False,143.608,,,"LINESTRING (60.2926927 43.0224306, 60.2943679 43.0220207)"
440276619,Pushkin kóshesi,residential,False,True,280.712,,,"LINESTRING (60.2926927 43.0224306, 60.2893991 43.023189)"
440276614,Kúnxoja kóshesi,residential,False,False,91.016,,,"LINESTRING (60.2943679 43.0220207, 60.2951435 43.022611)"
440276614,Kúnxoja kóshesi,residential,False,True,136.94,,,"LINESTRING (60.2943679 43.0220207, 60.2931773 43.0211495)"
440276619,Pushkin kóshesi,residential,False,True,143.608,,,"LINESTRING (60.2943679 43.0220207, 60.2926927 43.0224306)"
440276617,Samarqand kóshesi,residential,False,False,96.13,,,"LINESTRING (60.2912241 43.0220163, 60.2924011 43.021933)"
440276617,Samarqand kóshesi,residential,False,True,182.409,,,"LINESTRING (60.2912241 43.0220163, 60.2890275 43.0223511)"
"[440276608, 440276630]",,residential,False,"[False, True]",414.84499999999997,,,"LINESTRING (60.2912241 43.0220163, 60.291022 43.0214343, 60.2909326 43.0205129, 60.2900105 43.0200156, 60.2886537 43.0209589)"
182976588,Doslıq gúzarı,primary,False,False,137.566,50,,"LINESTRING (60.2887329 43.0190882, 60.287187 43.0195913)"
"[182976585, 182976588, 168289070]",Doslıq gúzarı,primary,False,True,118.64399999999999,50,yes,"LINESTRING (60.2887329 43.0190882, 60.2890172 43.0190016, 60.2896408 43.0188233, 60.2900914 43.0186986)"
440241211,Aydos biy kóshesi,residential,False,True,426.374,,,"LINESTRING (60.2887329 43.0190882, 60.2886378 43.0189169, 60.2880801 43.0184071, 60.2872656 43.0179292, 60.2859942 43.0175018, 60.2844022 43.0171709)"
"[440276617, 528769234]","['Samarqand kóshesi', 'Qızıl qum kóshesi']",residential,False,True,166.178,,,"LINESTRING (60.2947482 43.0210169, 60.2946382 43.0209873, 60.2940997 43.0209144, 60.2939551 43.0208741, 60.2938459 43.0208024, 60.2935799 43.0207378, 60.2934017 43.0207539, 60.2932572 43.02088, 60.2931636 43.0210059, 60.2931773 43.0211495)"
440276603,Jaslıq kóshesi,residential,False,True,42.001999999999995,,,"LINESTRING (60.2918325 43.0173571, 60.2919239 43.0175, 60.2921965 43.0175931)"
"[440276608, 440276630]",,residential,False,"[False, True]",414.845,,,"LINESTRING (60.2886537 43.0209589, 60.2900105 43.0200156, 60.2909326 43.0205129, 60.291022 43.0214343, 60.2912241 43.0220163)"
697157717,Berdaq kóshesi,residential,False,False,193.462,,,"LINESTRING (60.2886537 43.0209589, 60.2885367 43.02081, 60.2872662 43.0196628, 60.287187 43.0195913)"
697157717,Berdaq kóshesi,residential,False,True,55.492999999999995,,,"LINESTRING (60.2886537 43.0209589, 60.2887563 43.0210894, 60.2888191 43.0214349)"
440276617,Samarqand kóshesi,residential,False,False,182.409,,,"LINESTRING (60.2890275 43.0223511, 60.2912241 43.0220163)"
697157717,Berdaq kóshesi,residential,False,False,103.276,,,"LINESTRING (60.2890275 43.0223511, 60.2888191 43.0214349)"
697157717,Berdaq kóshesi,residential,False,True,98.395,,,"LINESTRING (60.2890275 43.0223511, 60.2890619 43.0224983, 60.2890896 43.0226171, 60.2893991 43.023189)"
182976588,Doslıq gúzarı,primary,False,True,137.566,50,,"LINESTRING (60.287187 43.0195913, 60.2887329 43.0190882)"
182976588,Doslıq gúzarı,primary,False,False,273.86899999999997,50,,"LINESTRING (60.287187 43.0195913, 60.2857223 43.020421, 60.2846213 43.0211828)"
440241214,Berdaq kóshesi,residential,False,False,352.379,,,"LINESTRING (60.287187 43.0195913, 60.2860334 43.0184365, 60.2844022 43.0171709)"
697157717,Berdaq kóshesi,residential,False,True,193.462,,,"LINESTRING (60.287187 43.0195913, 60.2872662 43.0196628, 60.2885367 43.02081, 60.2886537 43.0209589)"
440276619,Pushkin kóshesi,residential,False,False,280.712,,,"LINESTRING (60.2893991 43.023189, 60.2926927 43.0224306)"
697157717,Berdaq kóshesi,residential,False,True,97.226,,,"LINESTRING (60.2893991 43.023189, 60.2898532 43.0239979)"
697157717,Berdaq kóshesi,residential,False,False,98.395,,,"LINESTRING (60.2893991 43.023189, 60.2890896 43.0226171, 60.2890619 43.0224983, 60.2890275 43.0223511)"
440276615,Shuǵla kóshesi,residential,False,False,271.467,,,"LINESTRING (60.2898532 43.0239979, 60.293015 43.0232123)"
697157717,Berdaq kóshesi,residential,False,False,97.226,,,"LINESTRING (60.2898532 43.0239979, 60.2893991 43.023189)"
697157717,Berdaq kóshesi,residential,False,True,85.249,,,"LINESTRING (60.2898532 43.0239979, 60.2900185 43.0242669, 60.2902731 43.0247004)"
440276613,Muqumiy kóshesi,residential,False,False,292.609,,,"LINESTRING (60.2902731 43.0247004, 60.2904918 43.0246549, 60.2937391 43.0239903)"
697157717,Berdaq kóshesi,residential,False,False,85.249,,,"LINESTRING (60.2902731 43.0247004, 60.2900185 43.0242669, 60.2898532 43.0239979)"
728839704,,residential,False,False,141.549,,,"LINESTRING (60.2871979 43.0218989, 60.2881951 43.0216233, 60.2888191 43.0214349)"
697157717,Berdaq kóshesi,residential,False,True,103.276,,,"LINESTRING (60.2888191 43.0214349, 60.2890275 43.0223511)"
697157717,Berdaq kóshesi,residential,False,False,55.492999999999995,,,"LINESTRING (60.2888191 43.0214349, 60.2887563 43.0210894, 60.2886537 43.0209589)"
728839704,,residential,False,True,141.549,,,"LINESTRING (60.2888191 43.0214349, 60.2881951 43.0216233, 60.2871979 43.0218989)"
440276613,Muqumiy kóshesi,residential,False,True,292.609,,,"LINESTRING (60.2937391 43.0239903, 60.2904918 43.0246549, 60.2902731 43.0247004)"
