osmid,ref,highway,oneway,reversed,length,maxspeed,geometry,bridge
"[213784227, 213784244]",,"['unclassified', 'residential']",False,False,464.964,,"LINESTRING (69.0469439 41.0118045, 69.0488927 41.0119828, 69.0501929 41.0144985)",
213784219,,residential,False,True,214.572,,"LINESTRING (69.0439002 41.0131044, 69.0425909 41.0114468)",
213784226,,residential,False,False,157.888,,"LINESTRING (69.0439002 41.0131044, 69.0452258 41.0120966)",
213784219,,residential,False,False,290.947,,"LINESTRING (69.0439002 41.0131044, 69.0439274 41.0131389, 69.0455409 41.0154095)",
263321440,4Р22,primary,False,False,101.104,100,"LINESTRING (69.0501929 41.0144985, 69.0490246 41.0147213)",
263321440,4Р22,primary,False,True,94.085,100,"LINESTRING (69.0501929 41.0144985, 69.0512801 41.0142912)",
"[213784227, 213784244]",,"['residential', 'unclassified']",False,True,464.964,,"LINESTRING (69.0501929 41.0144985, 69.0488927 41.0119828, 69.0469439 41.0118045)",
213784221,,residential,False,True,368.334,,"LINESTRING (69.0490246 41.0147213, 69.0469439 41.0118045)",
263321440,4Р22,primary,False,False,109.081,100,"LINESTRING (69.0490246 41.0147213, 69.0477641 41.0149616)",
263321440,4Р22,primary,False,True,101.104,100,"LINESTRING (69.0490246 41.0147213, 69.0501929 41.0144985)",
45171597,4Р255,secondary,False,False,329.478,,"LINESTRING (69.0470382 41.0147252, 69.0452258 41.0120966)",
45171597,4Р255,secondary,False,True,41.525,,"LINESTRING (69.0470382 41.0147252, 69.0472666 41.0150565)",
213784239,,secondary,True,False,66.745,,"LINESTRING (69.0470382 41.0147252, 69.0473331 41.0148487, 69.0475644 41.0149263, 69.0477641 41.0149616)",
263321440,4Р22,primary,False,False,43.054,100,"LINESTRING (69.0477641 41.0149616, 69.0472666 41.0150565)",
263321440,4Р22,primary,False,True,109.081,100,"LINESTRING (69.0477641 41.0149616, 69.0490246 41.0147213)",
213784236,,secondary,True,False,64.518,,"LINESTRING (69.0477641 41.0149616, 69.0475644 41.0150814, 69.047468 41.015176, 69.0474054 41.0154402)",
263321440,4Р22,primary,False,True,32.675,100,"LINESTRING (69.0468903 41.0151322, 69.0472666 41.0150565)",
213784237,,secondary,True,False,49.759,,"LINESTRING (69.0468903 41.0151322, 69.0469926 41.0150402, 69.0470568 41.0149481, 69.0470382 41.0147252)",
263321440,4Р22,primary,False,False,117.358,100,"LINESTRING (69.0468903 41.0151322, 69.0456538 41.0153808, 69.0455409 41.0154095)",
213777140,4Р255,secondary,False,False,44.226,,"LINESTRING (69.0474054 41.0154402, 69.0472666 41.0150565)",
213784233,,secondary,True,False,56.99,,"LINESTRING (69.0474054 41.0154402, 69.0472528 41.0152729, 69.0470954 41.0151929, 69.0468903 41.0151322)",
213784219,,residential,False,True,290.947,,"LINESTRING (69.0455409 41.0154095, 69.0439274 41.0131389, 69.0439002 41.0131044)",
263321440,4Р22,primary,False,True,117.358,100,"LINESTRING (69.0455409 41.0154095, 69.0456538 41.0153808, 69.0468903 41.0151322)",
213784229,,residential,False,False,484.279,,"LINESTRING (69.0502599 41.011596, 69.0500917 41.0115885, 69.0498418 41.0115268, 69.0483879 41.0113245, 69.0473975 41.0110605, 69.0464797 41.0107211, 69.0454211 41.0101657, 69.0449723 41.0099993)",
45171597,4Р255,secondary,False,True,10.432,,"LINESTRING (69.0451061 41.0115176, 69.0451084 41.0116114)",
45171597,4Р255,secondary,False,False,153.27,,"LINESTRING (69.0451061 41.0115176, 69.0450891 41.0108499, 69.0449651 41.0103039, 69.044817 41.0101942)",
1090773171,,unclassified,False,True,213.712,,"LINESTRING (69.0451061 41.0115176, 69.0427155 41.0113839, 69.0425909 41.0114468)",
