osmid,oneway,lanes,highway,width,reversed,length,geometry,name,ref,bridge
"[615044410, 912673436, 615044430]",False,,residential,,False,54.682,"LINESTRING (100.5077581 14.0281523, 100.5077302 14.0280004, 100.5076916 14.0277919, 100.5076767 14.0276671)",,,yes
615044392,False,,residential,,True,41.965,"LINESTRING (100.5081363 14.028064, 100.5077581 14.0281523)",,,
615044429,False,,residential,,False,51.993,"LINESTRING (100.5061351 14.0285348, 100.5062322 14.0289928)",,,
615044429,False,,residential,,True,40.337,"LINESTRING (100.5061351 14.0285348, 100.5060741 14.0281769)",,,
615044393,False,,residential,,True,82.107,"LINESTRING (100.5061351 14.0285348, 100.5062507 14.0284864, 100.5066914 14.0280426)",,,
"[615044409, 615044430]",False,,residential,,False,60.38399999999999,"LINESTRING (100.5082874 14.0287618, 100.5079424 14.0288226, 100.5078998 14.0288097, 100.5078757 14.0287811, 100.5078534 14.0286604)",,,
615044441,False,,residential,,False,41.257,"LINESTRING (100.5076767 14.0276671, 100.5073986 14.0279218)",,,
912673436,False,,residential,,False,19.581,"LINESTRING (100.5076767 14.0276671, 100.5076423 14.0274942)",,,
"[615044410, 912673436, 615044430]",False,,residential,,True,54.682,"LINESTRING (100.5076767 14.0276671, 100.5076916 14.0277919, 100.5077302 14.0280004, 100.5077581 14.0281523)",,,yes
615044442,False,,residential,,False,37.221,"LINESTRING (100.5075829 14.0271315, 100.5079244 14.0270838)",,,
912673436,False,,residential,,True,40.836,"LINESTRING (100.5075829 14.0271315, 100.5076423 14.0274942)",,,
"[615044442, 615044429]",False,,residential,,"[False, True]",220.831,"LINESTRING (100.5075829 14.0271315, 100.5059561 14.0274447, 100.5059338 14.0274618, 100.5059271 14.0274982, 100.5059961 14.0278033)",,,
912673436,False,,residential,,False,102.969,"LINESTRING (100.5075829 14.0271315, 100.5073505 14.0266511, 100.5071774 14.0262932)",,,
912672846,False,,residential,,True,24.274,"LINESTRING (100.5071774 14.0262932, 100.5069718 14.0263819)",,,
912673436,False,,residential,,False,27.219,"LINESTRING (100.5071774 14.0262932, 100.5070674 14.0260729)",,,
912673436,False,,residential,,True,102.969,"LINESTRING (100.5071774 14.0262932, 100.5073505 14.0266511, 100.5075829 14.0271315)",,,
615044429,False,,residential,,False,27.287,"LINESTRING (100.5062322 14.0289928, 100.5062735 14.0292349)",,,
615044429,False,,residential,,True,51.993,"LINESTRING (100.5062322 14.0289928, 100.5061351 14.0285348)",,,
615044441,False,,residential,,True,173.25,"LINESTRING (100.5062322 14.0289928, 100.5073986 14.0279218)",,,
615044429,False,,residential,,True,27.287,"LINESTRING (100.5062735 14.0292349, 100.5062322 14.0289928)",,,
615044430,False,,residential,,False,10.138,"LINESTRING (100.5077755 14.0282419, 100.5077581 14.0281523)",,,
615044430,False,,residential,,True,27.771,"LINESTRING (100.5077755 14.0282419, 100.5078211 14.0284877)",,,
"[635450721, 615044443]",False,,residential,,True,454.302,"LINESTRING (100.5077755 14.0282419, 100.5074187 14.0286014, 100.5066253 14.0293609, 100.5063416 14.0296712, 100.5063334 14.0297068, 100.5063447 14.0297439, 100.5065022 14.0298826, 100.5065471 14.0298826, 100.5066064 14.0298585, 100.5068972 14.0295864, 100.507337 14.029178, 100.5078534 14.0286604)",,,
615044442,False,,residential,,True,37.221,"LINESTRING (100.5079244 14.0270838, 100.5075829 14.0271315)",,,
378470651,False,,residential,,False,937.026,"LINESTRING (100.5051282 14.0264851, 100.5051694 14.0267664, 100.5055584 14.0294246, 100.5055654 14.0294725, 100.5056816 14.0298792, 100.5057082 14.0299247, 100.5057466 14.0299648, 100.5059043 14.0300718, 100.5062154 14.0302357, 100.5064702 14.0303086, 100.5066231 14.030332, 100.5067894 14.0302852, 100.5070281 14.0301655, 100.5071434 14.0301055, 100.5084041 14.0294499, 100.5092463 14.0290569, 100.5097157 14.0287941, 100.509772 14.0287837, 100.5098042 14.0288019, 100.5100241 14.0292261)",,,
664554763,True,4,primary,,False,129.36700000000002,"LINESTRING (100.5051282 14.0264851, 100.5055932 14.0262605, 100.505845 14.0261292, 100.5061937 14.0259515)",,346,
664554767,True,6,primary,,False,96.247,"LINESTRING (100.504652 14.0265378, 100.5038496 14.0269162)",,346,
659058278,True,2,primary_link,,False,106.125,"LINESTRING (100.5055009 14.0260588, 100.5050885 14.0262671, 100.5050091 14.0263068, 100.5049204 14.0263569, 100.504838 14.0264103, 100.504652 14.0265378)",,,
659449394,True,2,primary_link,,False,9.974,"LINESTRING (100.5119206 14.0256236, 100.5118893 14.0255392)",,,
664554760,True,5,primary,,False,120.36500000000001,"LINESTRING (100.5061937 14.0259515, 100.506284 14.0259053, 100.506752 14.0256654, 100.5069009 14.025589, 100.5071851 14.0254552)",,346,
665630734,True,1,primary_link,,False,74.481,"LINESTRING (100.5061937 14.0259515, 100.5062909 14.0259235, 100.5068468 14.0257346)",,,
665630734,True,1,primary_link,,False,544.217,"LINESTRING (100.5069356 14.0257026, 100.5072901 14.0255635, 100.5075447 14.025441, 100.5077825 14.0253421, 100.5079313 14.0252821, 100.5079677 14.0252674, 100.5081493 14.025224, 100.5083282 14.0251945, 100.5085227 14.0251756, 100.508593 14.0251765, 100.5087288 14.0251832, 100.5088521 14.0251951, 100.5089775 14.025223, 100.509094 14.0252629, 100.5092209 14.0253187, 100.5093318 14.0253744, 100.5097266 14.0256034, 100.5099909 14.0257568, 100.5100231 14.0257722, 100.5102604 14.0258859, 100.5105079 14.0259852, 100.5107543 14.0260664, 100.5108856 14.026104, 100.5110338 14.0261356, 100.511191 14.0261648, 100.511468 14.0262091, 100.5116449 14.0262514)",,,
907201726,False,,residential,,True,48.825,"LINESTRING (100.5117327 14.0266759, 100.5116589 14.0265016, 100.5116553 14.0264666, 100.5116522 14.0264365, 100.5116495 14.0263701, 100.5116449 14.0262514)",,,
907201726,False,,residential,,False,48.825,"LINESTRING (100.5116449 14.0262514, 100.5116495 14.0263701, 100.5116522 14.0264365, 100.5116553 14.0264666, 100.5116589 14.0265016, 100.5117327 14.0266759)",,,
659058272,True,1,primary_link,,False,478.6130000000001,"LINESTRING (100.5118893 14.0255392, 100.5118549 14.0254702, 100.5117828 14.025389, 100.5117431 14.0253548, 100.5116938 14.0253135, 100.5115794 14.0252183, 100.5114873 14.025149, 100.5113931 14.0250817, 100.511288 14.0250141, 100.5097257 14.0241296, 100.5096678 14.0241113, 100.5096034 14.0241057, 100.5095442 14.0241138, 100.5094757 14.0241437, 100.5094092 14.0241809, 100.5086004 14.0247342, 100.5085638 14.0247752, 100.5085448 14.024806, 100.5085316 14.0248381, 100.5085278 14.0248722, 100.5085303 14.0248988, 100.5085358 14.0249227, 100.5085457 14.0249449, 100.5085595 14.024963, 100.5085795 14.0249819, 100.5086032 14.0249988, 100.5087385 14.0250828)",,,
"[659058280, 659449394, 659058278]",True,2,primary_link,,False,1085.7279999999996,"LINESTRING (100.5118893 14.0255392, 100.5115707 14.0253493, 100.5106177 14.0248003, 100.5075688 14.0230457, 100.5074538 14.0229862, 100.5073365 14.0229317, 100.5072531 14.0229001, 100.5071732 14.0228753, 100.5070973 14.0228571, 100.5070247 14.0228435, 100.5069492 14.0228366, 100.5068736 14.0228336, 100.506799 14.0228346, 100.5067228 14.022842, 100.5066546 14.0228546, 100.506565 14.022878, 100.5064888 14.0229056, 100.5064162 14.0229393, 100.5063694 14.0229688, 100.506307 14.0230104, 100.5062587 14.0230503, 100.5062046 14.0231004, 100.5061456 14.023165, 100.5061072 14.0232173, 100.5060548 14.0233005, 100.5060262 14.0233569, 100.5060011 14.0234219, 100.5059796 14.0234877, 100.5059636 14.02355, 100.5059502 14.0236162, 100.5059409 14.0236805, 100.5059388 14.0237376, 100.5059367 14.0237987, 100.5059408 14.0238662, 100.5059487 14.0239298, 100.5059593 14.0239934, 100.5059759 14.02406, 100.5060007 14.024136, 100.5060281 14.0242145, 100.5061196 14.0244495, 100.5061979 14.0246325, 100.5062316 14.0247209, 100.5062546 14.024799, 100.5062742 14.0248721, 100.5062925 14.0249594, 100.5063073 14.0250553, 100.5063105 14.0251499, 100.506305 14.0252438, 100.5062858 14.0253335, 100.5062621 14.0254074, 100.5062304 14.02548, 100.5061846 14.0255616, 100.5061346 14.0256318, 100.5060659 14.0257088, 100.5059964 14.0257715, 100.5059409 14.0258155, 100.5058884 14.0258536, 100.5058161 14.0258999, 100.5057503 14.0259386, 100.5056834 14.0259734, 100.5055009 14.0260588)",,,yes
378470651,False,,residential,,True,937.0260000000001,"LINESTRING (100.5100241 14.0292261, 100.5098042 14.0288019, 100.509772 14.0287837, 100.5097157 14.0287941, 100.5092463 14.0290569, 100.5084041 14.0294499, 100.5071434 14.0301055, 100.5070281 14.0301655, 100.5067894 14.0302852, 100.5066231 14.030332, 100.5064702 14.0303086, 100.5062154 14.0302357, 100.5059043 14.0300718, 100.5057466 14.0299648, 100.5057082 14.0299247, 100.5056816 14.0298792, 100.5055654 14.0294725, 100.5055584 14.0294246, 100.5051694 14.0267664, 100.5051282 14.0264851)",,,
615044411,True,,residential,,False,12.481,"LINESTRING (100.5070674 14.0260729, 100.5070483 14.0259622)",,,
912673436,False,,residential,,True,27.219,"LINESTRING (100.5070674 14.0260729, 100.5071774 14.0262932)",,,
912672847,False,,residential,,False,8.936,"LINESTRING (100.5069725 14.0259946, 100.5070483 14.0259622)",,,
912672847,False,,residential,,True,19.999,"LINESTRING (100.5069725 14.0259946, 100.5068028 14.026067)",,,
912673437,True,,residential,,False,13.439,"LINESTRING (100.5069725 14.0259946, 100.5070674 14.0260729)",,,
665630734,True,1,primary_link,,False,10.219,"LINESTRING (100.5068468 14.0257346, 100.5069356 14.0257026)",,,
912673437,True,,residential,,False,31.933,"LINESTRING (100.5068468 14.0257346, 100.5069122 14.0258699, 100.5069725 14.0259946)",,,
912672846,False,,residential,,False,24.274,"LINESTRING (100.5069718 14.0263819, 100.5071774 14.0262932)",,,
912672847,False,,residential,,True,8.936,"LINESTRING (100.5070483 14.0259622, 100.5069725 14.0259946)",,,
615044411,True,,residential,,False,31.322,"LINESTRING (100.5070483 14.0259622, 100.5069965 14.025843, 100.5069356 14.0257026)",,,
912672847,False,,residential,,False,19.999,"LINESTRING (100.5068028 14.026067, 100.5069725 14.0259946)",,,
