osmid,oneway,name,highway,reversed,length,geometry,ref,lanes,access
188088750,False,,residential,False,128.559,"LINESTRING (75.3873951 12.5573337, 75.3872473 12.5577001, 75.3871322 12.5579651, 75.3869817 12.5582603, 75.3869404 12.5583994)",,,
188088750,False,,residential,True,372.8229999999999,"LINESTRING (75.3873951 12.5573337, 75.3874551 12.5571705, 75.3875128 12.5569932, 75.3876214 12.556559, 75.3877161 12.5562589, 75.3877915 12.5560248, 75.3879146 12.5557596, 75.387958 12.5556108, 75.38806 12.5555951, 75.3882096 12.5556705, 75.3883175 12.5557156, 75.3884778 12.5558067, 75.3885905 12.5558747, 75.3887573 12.5559774, 75.3888861 12.5560559, 75.3890095 12.556103, 75.3891114 12.5561816, 75.3891811 12.5562601, 75.3892909 12.5563657)",,,
188088750,False,,residential,False,92.01599999999999,"LINESTRING (75.3869404 12.5583994, 75.3868852 12.558585, 75.3869012 12.5588729, 75.3869066 12.5590353, 75.3869823 12.5592032)",,,
188088750,False,,residential,True,128.559,"LINESTRING (75.3869404 12.5583994, 75.3869817 12.5582603, 75.3871322 12.5579651, 75.3872473 12.5577001, 75.3873951 12.5573337)",,,
188185497,False,,residential,False,154.489,"LINESTRING (75.3869404 12.5583994, 75.3868745 12.5583443, 75.3867847 12.5582767, 75.386719 12.5582029, 75.3866868 12.5581034, 75.386719 12.5579515, 75.3867351 12.5578364, 75.3868048 12.5576845, 75.3868759 12.5575227, 75.386955 12.5573703, 75.3870571 12.5571886)",,,
159995254,False,,tertiary,True,244.57,"LINESTRING (75.3863228 12.5567992, 75.3864351 12.5566794, 75.3875938 12.5552342, 75.3877322 12.5550841)",,,
188185498,False,,unclassified,True,59.507999999999996,"LINESTRING (75.3863228 12.5567992, 75.3865366 12.55692, 75.3867985 12.5570653)",,,
26297382,False,,trunk,False,127.53,"LINESTRING (75.393884 12.5552848, 75.3935442 12.5554768, 75.393091 12.5557966, 75.3929817 12.5559865)",NH275,,
26297382,False,,trunk,True,151.67700000000002,"LINESTRING (75.393884 12.5552848, 75.3945355 12.5549189, 75.3950228 12.5545052)",NH275,,
188186241,False,,tertiary,True,946.6179999999998,"LINESTRING (75.393884 12.5552848, 75.3940732 12.5553684, 75.3942516 12.555437, 75.3945238 12.5555046, 75.3948041 12.5555889, 75.3950925 12.5557821, 75.3953339 12.5559444, 75.3956356 12.5561439, 75.3959079 12.5563476, 75.3961814 12.5566094, 75.3963115 12.5568351, 75.3965087 12.5572639, 75.3966388 12.5575, 75.3967407 12.5577095, 75.3967715 12.5578399, 75.3967769 12.5580598, 75.3967984 12.5582431, 75.3967943 12.5584164, 75.3967447 12.5584734, 75.3965999 12.5585101, 75.3963585 12.5585834, 75.3961546 12.55862, 75.3959025 12.5586776, 75.3956772 12.5587405, 75.3954854 12.5588405, 75.3952708 12.5589609, 75.3950563 12.5590761, 75.3949382 12.5592541, 75.3948363 12.5594007, 75.3943897 12.559772, 75.3941282 12.559961, 75.3939726 12.5602437, 75.3938157 12.5605207, 75.3937326 12.5606691)",,,
188167264,False,Jattipalla Road,unclassified,True,341.83600000000007,"LINESTRING (75.3937326 12.5606691, 75.3935478 12.5605427, 75.393301 12.5604427, 75.3931401 12.5603484, 75.3929684 12.5602809, 75.3927646 12.5602856, 75.3924427 12.5602647, 75.3922067 12.560239, 75.3919063 12.5602599, 75.3917024 12.5602751, 75.3914777 12.5602719, 75.3913308 12.5602292, 75.3912189 12.5601452, 75.391048 12.5600133, 75.3908004 12.5598914)",,,
188186241,False,,tertiary,False,946.618,"LINESTRING (75.3937326 12.5606691, 75.3938157 12.5605207, 75.3939726 12.5602437, 75.3941282 12.559961, 75.3943897 12.559772, 75.3948363 12.5594007, 75.3949382 12.5592541, 75.3950563 12.5590761, 75.3952708 12.5589609, 75.3954854 12.5588405, 75.3956772 12.5587405, 75.3959025 12.5586776, 75.3961546 12.55862, 75.3963585 12.5585834, 75.3965999 12.5585101, 75.3967447 12.5584734, 75.3967943 12.5584164, 75.3967984 12.5582431, 75.3967769 12.5580598, 75.3967715 12.5578399, 75.3967407 12.5577095, 75.3966388 12.5575, 75.3965087 12.5572639, 75.3963115 12.5568351, 75.3961814 12.5566094, 75.3959079 12.5563476, 75.3956356 12.5561439, 75.3953339 12.5559444, 75.3950925 12.5557821, 75.3948041 12.5555889, 75.3945238 12.5555046, 75.3942516 12.555437, 75.3940732 12.5553684, 75.393884 12.5552848)",,,
159995254,False,,tertiary,False,223.82399999999998,"LINESTRING (75.3896348 12.555233, 75.3894655 12.5551798, 75.3889457 12.5549724, 75.3884092 12.5548258, 75.3881276 12.554827, 75.3878883 12.5549284, 75.3877322 12.5550841)",,,
159995254,False,,tertiary,True,373.305,"LINESTRING (75.3896348 12.555233, 75.3903726 12.5554646, 75.3915898 12.5556824, 75.3923086 12.5558605, 75.3929817 12.5559865)",,,
188088750,False,,residential,False,135.576,"LINESTRING (75.3896348 12.555233, 75.3895674 12.5556004, 75.3895293 12.5557962, 75.3894762 12.556035, 75.3894113 12.5561994, 75.3893582 12.5563491, 75.3892909 12.5563657)",,,
