osmid,highway,oneway,reversed,length,geometry,name,lanes,ref,maxspeed,access,bridge
97246716,secondary,False,False,99.029,"LINESTRING (76.3346668 9.4947203, 76.3353316 9.4947594, 76.3354773 9.4947633, 76.3355656 9.4947859)",CCSB Road,2,,,,
97246716,secondary,False,True,102.744,"LINESTRING (76.3346668 9.4947203, 76.3338286 9.4946938, 76.3337305 9.4946893)",CCSB Road,2,,,,
398185991,residential,False,False,16.439,"LINESTRING (76.3339136 9.4970717, 76.3337652 9.4970925)",,,,,,
398185991,residential,False,True,50.133,"LINESTRING (76.3339136 9.4970717, 76.3340658 9.4970556, 76.3342487 9.4970516, 76.3343696 9.4970584)",,,,,,
634043162,residential,False,True,121.72999999999999,"LINESTRING (76.3339136 9.4970717, 76.3339305 9.4965245, 76.3339148 9.4962578, 76.3339287 9.495978)",,,,,,
398185991,residential,False,True,16.439,"LINESTRING (76.3337652 9.4970925, 76.3339136 9.4970717)",,,,,,
255974653,secondary,False,False,89.72399999999999,"LINESTRING (76.3337652 9.4970925, 76.3337821 9.4976161, 76.3338071 9.4978419, 76.3338072 9.4978978)",Vellakinar Road,,,,,
255974653,secondary,False,True,39.945,"LINESTRING (76.3337652 9.4970925, 76.3337644 9.4970701, 76.3337521 9.4967335)",Vellakinar Road,,,,,
398185991,residential,False,True,30.352,"LINESTRING (76.3343696 9.4970584, 76.3346463 9.4970638)",,,,,,
398185991,residential,False,False,50.132999999999996,"LINESTRING (76.3343696 9.4970584, 76.3342487 9.4970516, 76.3340658 9.4970556, 76.3339136 9.4970717)",,,,,,
398186073,residential,False,False,123.714,"LINESTRING (76.3343696 9.4970584, 76.3343529 9.4969345, 76.3343087 9.4967705, 76.3342778 9.4966197, 76.3342482 9.4964461, 76.3341995 9.4961857, 76.334174 9.4959639)",,,,,,
188012496,unclassified,False,False,26.948,"LINESTRING (76.334174 9.4959639, 76.3339287 9.495978)",,,,,,
188012496,unclassified,False,True,51.044000000000004,"LINESTRING (76.334174 9.4959639, 76.334217 9.4959634, 76.3346394 9.4959589)",,,,,,
398186073,residential,False,True,123.714,"LINESTRING (76.334174 9.4959639, 76.3341995 9.4961857, 76.3342482 9.4964461, 76.3342778 9.4966197, 76.3343087 9.4967705, 76.3343529 9.4969345, 76.3343696 9.4970584)",,,,,,
97246716,secondary,False,False,49.508,"LINESTRING (76.332582 9.4946617, 76.333033 9.4946809)",CCSB Road,2,,,,
97246716,secondary,False,True,170.502,"LINESTRING (76.332582 9.4946617, 76.332128 9.4947071, 76.3316104 9.4947494, 76.3314129 9.4947522, 76.3311801 9.4947556, 76.3310315 9.4947537)",CCSB Road,2,,,,
398683887,residential,False,False,46.317,"LINESTRING (76.332582 9.4946617, 76.3325376 9.4943009, 76.3325256 9.4942659, 76.3325201 9.4942507)",,,,,,
398683887,residential,False,False,86.72800000000001,"LINESTRING (76.3325201 9.4942507, 76.3323252 9.4941925, 76.332169 9.4941528, 76.3321153 9.494129, 76.3320134 9.4940417, 76.3319705 9.4940173, 76.3319101 9.4939961, 76.3317921 9.4939868)",,,,,,
398683887,residential,False,True,46.317,"LINESTRING (76.3325201 9.4942507, 76.3325256 9.4942659, 76.3325376 9.4943009, 76.332582 9.4946617)",,,,,,
1049605913,residential,False,True,71.09700000000001,"LINESTRING (76.3325201 9.4942507, 76.332578 9.494222, 76.3327198 9.4942076, 76.3327167 9.4941335, 76.3327187 9.4937728)",,,,,,
398683887,residential,False,True,86.72800000000001,"LINESTRING (76.3317921 9.4939868, 76.3319101 9.4939961, 76.3319705 9.4940173, 76.3320134 9.4940417, 76.3321153 9.494129, 76.332169 9.4941528, 76.3323252 9.4941925, 76.3325201 9.4942507)",,,,,,
97246716,secondary,False,False,76.502,"LINESTRING (76.333033 9.4946809, 76.3337305 9.4946893)",CCSB Road,2,,,,
97246716,secondary,False,True,49.508,"LINESTRING (76.333033 9.4946809, 76.332582 9.4946617)",CCSB Road,2,,,,
398695155,residential,False,False,31.770000000000003,"LINESTRING (76.333033 9.4946809, 76.3330358 9.4945832, 76.3330461 9.4943955)",,,,,,
398695155,residential,False,False,24.978,"LINESTRING (76.3330461 9.4943955, 76.3330498 9.4941709)",,,,,,
398695155,residential,False,True,31.770000000000003,"LINESTRING (76.3330461 9.4943955, 76.3330358 9.4945832, 76.333033 9.4946809)",,,,,,
398695215,residential,False,False,106.58500000000001,"LINESTRING (76.3330461 9.4943955, 76.3333061 9.4943895, 76.3333196 9.4943796, 76.3333211 9.4943588, 76.3332989 9.4941339, 76.3333049 9.4941145, 76.3333255 9.4941084, 76.3335299 9.4941276, 76.3337259 9.4941501)",,,,,,
398695155,residential,False,True,24.978,"LINESTRING (76.3330498 9.4941709, 76.3330461 9.4943955)",,,,,,
137859768,secondary,False,False,59.959,"LINESTRING (76.3337259 9.4941501, 76.3337305 9.4946893)",Vellakinar Road,,,,,
137859768,secondary,False,True,36.064,"LINESTRING (76.3337259 9.4941501, 76.3337215 9.4938258)",Vellakinar Road,,,,,
398695215,residential,False,True,106.58500000000001,"LINESTRING (76.3337259 9.4941501, 76.3335299 9.4941276, 76.3333255 9.4941084, 76.3333049 9.4941145, 76.3332989 9.4941339, 76.3333211 9.4943588, 76.3333196 9.4943796, 76.3333061 9.4943895, 76.3330461 9.4943955)",,,,,,
619770897,secondary,False,False,134.719,"LINESTRING (76.3327858 9.5000943, 76.3340026 9.5002604)",,,,,,
619770897,secondary,False,True,191.023,"LINESTRING (76.3327858 9.5000943, 76.3323746 9.5000618, 76.3318341 9.5000761, 76.3310458 9.500097)",,,,,,
1238902624,tertiary,False,True,134.587,"LINESTRING (76.3327858 9.5000943, 76.3327899 9.500798, 76.332814 9.5013041)",Vazhicherry Kommady Road,,,,,
1238902624,tertiary,False,True,50.528,"LINESTRING (76.332814 9.5013041, 76.3328923 9.5017519)",Vazhicherry Kommady Road,,,,,
633261414,residential,False,False,67.717,"LINESTRING (76.332814 9.5013041, 76.3324191 9.5013167, 76.3321968 9.5013219)",,,,,,
1238902624,tertiary,False,False,134.587,"LINESTRING (76.332814 9.5013041, 76.3327899 9.500798, 76.3327858 9.5000943)",Vazhicherry Kommady Road,,,,,
633261414,residential,False,True,67.717,"LINESTRING (76.3321968 9.5013219, 76.3324191 9.5013167, 76.332814 9.5013041)",,,,,,
749141765,secondary,False,True,116.635,"LINESTRING (76.3291608 9.4977325, 76.3297002 9.4977449, 76.3302237 9.4977662)",Cullan Road,2,,,,
802493205,residential,False,False,266.209,"LINESTRING (76.3291608 9.4977325, 76.3291624 9.4967155, 76.329174 9.4966192, 76.3297893 9.4966833, 76.3298191 9.4963665, 76.3301754 9.4963803)",,,,,,
633261453,residential,False,True,68.585,"LINESTRING (76.3318098 9.4984476, 76.3318116 9.4978308)",,,,,,
188012497,unclassified,False,False,42.06,"LINESTRING (76.335005 9.4966997, 76.3350275 9.4970773)",Market Road,,,,,
188012497,unclassified,False,True,82.884,"LINESTRING (76.335005 9.4966997, 76.3349605 9.4959556)",Market Road,,,,,
634043053,residential,False,False,60.142,"LINESTRING (76.335005 9.4966997, 76.3355522 9.4966642)",,,,,,
634043053,residential,False,True,60.142,"LINESTRING (76.3355522 9.4966642, 76.335005 9.4966997)",,,,,,
634043055,residential,False,False,118.037,"LINESTRING (76.3362567 9.4963737, 76.3373295 9.496459)",,,,,,
133882108,unclassified,False,False,83.468,"LINESTRING (76.3362567 9.4963737, 76.3362943 9.4970457, 76.3362927 9.4971233)",HeadPost Office Road,,,,,
133882108,unclassified,False,True,61.492,"LINESTRING (76.3362567 9.4963737, 76.3362286 9.4961594, 76.3362249 9.4958225)",HeadPost Office Road,,,,,
634043055,residential,False,True,118.037,"LINESTRING (76.3373295 9.496459, 76.3362567 9.4963737)",,,,,,
634043172,residential,False,False,179.37000000000003,"LINESTRING (76.3373295 9.496459, 76.3373416 9.4969001, 76.3373436 9.496959, 76.3373506 9.4969888, 76.3373544 9.4970432, 76.3373568 9.4970824, 76.3373573 9.4971065, 76.3373705 9.4973194, 76.3373718 9.4974623, 76.3373677 9.4975384, 76.3373939 9.4977567, 76.3374019 9.4980688)",,,,,,
619770897,secondary,False,True,191.18,"LINESTRING (76.3375796 9.5006818, 76.3358417 9.5005474)",,,,,,
634043069,residential,False,False,172.058,"LINESTRING (76.3375796 9.5006818, 76.3375649 9.5009662, 76.3375582 9.501027, 76.3375461 9.5010786, 76.3375099 9.5011739, 76.3374938 9.5012347, 76.3374925 9.5013074, 76.3375193 9.5015111, 76.3375112 9.5017095, 76.3374536 9.5022135)",,,,,,
634043069,residential,False,True,172.05800000000002,"LINESTRING (76.3374536 9.5022135, 76.3375112 9.5017095, 76.3375193 9.5015111, 76.3374925 9.5013074, 76.3374938 9.5012347, 76.3375099 9.5011739, 76.3375461 9.5010786, 76.3375582 9.501027, 76.3375649 9.5009662, 76.3375796 9.5006818)",,,,,,
634043071,residential,False,False,136.615,"LINESTRING (76.3360198 9.501757, 76.3359519 9.5013293, 76.3359176 9.5010421, 76.3359061 9.5009996, 76.3358929 9.5009602, 76.3358571 9.5008721, 76.3358412 9.5007859, 76.3358417 9.5005474)",,,,,,
619770897,secondary,False,False,191.18,"LINESTRING (76.3358417 9.5005474, 76.3375796 9.5006818)",,,,,,
619770897,secondary,False,True,204.203,"LINESTRING (76.3358417 9.5005474, 76.3340026 9.5002604)",,,,,,
634043071,residential,False,True,136.615,"LINESTRING (76.3358417 9.5005474, 76.3358412 9.5007859, 76.3358571 9.5008721, 76.3358929 9.5009602, 76.3359061 9.5009996, 76.3359176 9.5010421, 76.3359519 9.5013293, 76.3360198 9.501757)",,,,,,
634043114,residential,False,False,52.271,"LINESTRING (76.3346738 9.4965945, 76.3346463 9.4970638)",,,,,,
398185991,residential,False,False,30.352,"LINESTRING (76.3346463 9.4970638, 76.3343696 9.4970584)",,,,,,
634043114,residential,False,True,52.271,"LINESTRING (76.3346463 9.4970638, 76.3346738 9.4965945)",,,,,,
398185991,residential,False,True,41.835,"LINESTRING (76.3346463 9.4970638, 76.3348632 9.4970733, 76.3350275 9.4970773)",,,,,,
634043206,residential,False,False,156.304,"LINESTRING (76.3338795 9.5016884, 76.3338822 9.5021851, 76.3338775 9.5022056, 76.3338628 9.5022221, 76.3336254 9.5022598, 76.3330004 9.5023841)",,,,,,
634043128,residential,False,True,87.088,"LINESTRING (76.3350477 9.5000752, 76.3350499 9.499292)",YWCA Road,,,,,
801701730,primary,False,False,112.279,"LINESTRING (76.3350477 9.5000752, 76.3340309 9.4999574)",VCNS Road,,SH40,50,yes,
"[801701730, 801701731, 634073842, 1240073231]",primary,False,True,243.462,"LINESTRING (76.3350477 9.5000752, 76.3363583 9.5002459, 76.3365577 9.5002678, 76.3367991 9.5003022, 76.3372485 9.5003618)",VCNS Road,,SH40,50,yes,yes
97246716,secondary,False,True,99.029,"LINESTRING (76.3355656 9.4947859, 76.3354773 9.4947633, 76.3353316 9.4947594, 76.3346668 9.4947203)",CCSB Road,2,,,,
188012496,unclassified,False,True,26.948,"LINESTRING (76.3339287 9.495978, 76.334174 9.4959639)",,,,,,
188012496,unclassified,False,False,19.842,"LINESTRING (76.3339287 9.495978, 76.3337983 9.4959724, 76.3337479 9.4959723)",,,,,,
634043162,residential,False,False,121.72999999999999,"LINESTRING (76.3339287 9.495978, 76.3339148 9.4962578, 76.3339305 9.4965245, 76.3339136 9.4970717)",,,,,,
634043168,residential,False,False,115.426,"LINESTRING (76.332811 9.4966348, 76.3328174 9.4967414, 76.3328254 9.4967547, 76.3328408 9.4967613, 76.3337521 9.4967335)",,,,,,
255974653,secondary,False,False,39.945,"LINESTRING (76.3337521 9.4967335, 76.3337644 9.4970701, 76.3337652 9.4970925)",Vellakinar Road,,,,,
255974653,secondary,False,True,53.025,"LINESTRING (76.3337521 9.4967335, 76.3337536 9.4964135, 76.3337493 9.4962567)",Vellakinar Road,,,,,
634043168,residential,False,True,115.42599999999999,"LINESTRING (76.3337521 9.4967335, 76.3328408 9.4967613, 76.3328254 9.4967547, 76.3328174 9.4967414, 76.332811 9.4966348)",,,,,,
133882108,unclassified,False,False,103.937,"LINESTRING (76.3362927 9.4971233, 76.3363096 9.4976091, 76.3362979 9.4980576)",HeadPost Office Road,,,,,
133882108,unclassified,False,True,83.468,"LINESTRING (76.3362927 9.4971233, 76.3362943 9.4970457, 76.3362567 9.4963737)",HeadPost Office Road,,,,,
398185991,residential,False,False,138.913,"LINESTRING (76.3362927 9.4971233, 76.3358766 9.4970906, 76.3355944 9.4970859, 76.3350275 9.4970773)",,,,,,
749141765,secondary,False,False,7.118,"LINESTRING (76.3374019 9.4980688, 76.337337 9.4980689)",Cullan Road,2,,,,
634043172,residential,False,True,179.37000000000003,"LINESTRING (76.3374019 9.4980688, 76.3373939 9.4977567, 76.3373677 9.4975384, 76.3373718 9.4974623, 76.3373705 9.4973194, 76.3373573 9.4971065, 76.3373568 9.4970824, 76.3373544 9.4970432, 76.3373506 9.4969888, 76.3373436 9.496959, 76.3373416 9.4969001, 76.3373295 9.496459)",,,,,,
"[137885346, 749141765, 749141766]",secondary,False,True,67.132,"LINESTRING (76.3374019 9.4980688, 76.3376737 9.4980653, 76.3377634 9.4980642, 76.338014 9.4980643)",Cullan Road,2,,,,yes
133882108,unclassified,False,True,67.697,"LINESTRING (76.3362249 9.4958225, 76.3362291 9.4952137)",HeadPost Office Road,,,,,
133882108,unclassified,False,False,61.492,"LINESTRING (76.3362249 9.4958225, 76.3362286 9.4961594, 76.3362567 9.4963737)",HeadPost Office Road,,,,,
634043185,residential,False,False,247.47500000000002,"LINESTRING (76.3362249 9.4958225, 76.3366932 9.4957996, 76.3374207 9.495881, 76.3374871 9.4959088, 76.3375475 9.4959564, 76.3376192 9.4960377, 76.337644 9.4960523, 76.3376809 9.4960563, 76.3378398 9.4960576, 76.3378526 9.4960523, 76.3378606 9.4960391, 76.337874 9.4955043)",,,,,,
"[801440835, 1044749878, 1187274871]",residential,False,True,138.718,"LINESTRING (76.3362249 9.4958225, 76.3356518 9.4958097, 76.3354856 9.4957862, 76.3352634 9.4957588, 76.3352153 9.4957548, 76.3349645 9.4957363)",,,,,,
1238902624,tertiary,False,False,71.29,"LINESTRING (76.3330004 9.5023841, 76.3328923 9.5017519)",Vazhicherry Kommady Road,,,,,
634043206,residential,False,True,156.304,"LINESTRING (76.3330004 9.5023841, 76.3336254 9.5022598, 76.3338628 9.5022221, 76.3338775 9.5022056, 76.3338822 9.5021851, 76.3338795 9.5016884)",,,,,,
749141765,secondary,False,False,83.903,"LINESTRING (76.3358168 9.498024, 76.3354603 9.4979993, 76.3350536 9.4979717)",Cullan Road,2,,,,
749141765,secondary,False,True,52.912,"LINESTRING (76.3358168 9.498024, 76.3361082 9.4980385, 76.3362979 9.4980576)",Cullan Road,2,,,,
801454120,residential,False,True,88.564,"LINESTRING (76.3358168 9.498024, 76.3357859 9.4985132, 76.3357739 9.4985774, 76.3357306 9.4986386, 76.3356106 9.4987556)",,,,,,
255974653,secondary,False,False,230.986,"LINESTRING (76.3338072 9.4978978, 76.333842 9.4982811, 76.333893 9.4985629, 76.3339355 9.498883, 76.3339587 9.4990575, 76.3340338 9.4994424, 76.3340405 9.4995086, 76.3340309 9.4999574)",Vellakinar Road,,,,,
255974653,secondary,False,True,89.724,"LINESTRING (76.3338072 9.4978978, 76.3338071 9.4978419, 76.3337821 9.4976161, 76.3337652 9.4970925)",Vellakinar Road,,,,,
749141765,secondary,False,False,219.034,"LINESTRING (76.3338072 9.4978978, 76.3330512 9.497891, 76.3323599 9.4978512, 76.3318116 9.4978308)",Cullan Road,2,,,,
749141765,secondary,False,True,136.98000000000002,"LINESTRING (76.3338072 9.4978978, 76.3341802 9.4979071, 76.3345798 9.4979405, 76.3350536 9.4979717)",Cullan Road,2,,,,
97246716,secondary,False,True,76.502,"LINESTRING (76.3337305 9.4946893, 76.333033 9.4946809)",CCSB Road,2,,,,
137859768,secondary,False,True,59.959,"LINESTRING (76.3337305 9.4946893, 76.3337259 9.4941501)",Vellakinar Road,,,,,
97246716,secondary,False,False,102.744,"LINESTRING (76.3337305 9.4946893, 76.3338286 9.4946938, 76.3346668 9.4947203)",CCSB Road,2,,,,
"[137859768, 255974653, 632741077]",secondary,False,False,55.492,"LINESTRING (76.3337305 9.4946893, 76.3337307 9.4947877, 76.3337334 9.4951118, 76.3337355 9.4951883)",Vellakinar Road,,,,,yes
97246716,secondary,False,False,104.69399999999999,"LINESTRING (76.3292545 9.4946196, 76.3295226 9.4946342, 76.3295453 9.4946368, 76.330204 9.4947133)",CCSB Road,2,,,,
"[619825690, 857572707, 857572708]",unclassified,False,False,53.348,"LINESTRING (76.3292545 9.4946196, 76.3292471 9.4947229, 76.3292232 9.4950265, 76.3292165 9.4950979)",,,,,,yes
749141944,secondary,False,True,120.586,"LINESTRING (76.3292165 9.4950979, 76.3296935 9.495123, 76.3300499 9.4951374, 76.3303149 9.4951458)",CCSB Road,,,,,
"[619825690, 857572707, 857572708]",unclassified,False,True,53.348,"LINESTRING (76.3292165 9.4950979, 76.3292232 9.4950265, 76.3292471 9.4947229, 76.3292545 9.4946196)",,,,,,yes
749141944,secondary,False,True,136.003,"LINESTRING (76.3337355 9.4951883, 76.3349752 9.4951575)",CCSB Road,,,,,
255974653,secondary,False,False,87.193,"LINESTRING (76.3337355 9.4951883, 76.3337468 9.4956118, 76.3337479 9.4959723)",Vellakinar Road,,,,,
"[632741077, 255974653, 137859768]",secondary,False,True,55.492,"LINESTRING (76.3337355 9.4951883, 76.3337334 9.4951118, 76.3337307 9.4947877, 76.3337305 9.4946893)",Vellakinar Road,,,,,yes
749141944,secondary,False,False,375.21000000000004,"LINESTRING (76.3337355 9.4951883, 76.3327144 9.4951638, 76.3325868 9.4951607, 76.3320986 9.495149, 76.3313063 9.495157, 76.3312347 9.4951577, 76.330641 9.49515, 76.3303149 9.4951458)",CCSB Road,,,,,
140365038,tertiary,False,True,70.637,"LINESTRING (76.3305726 9.5018319, 76.3306291 9.5011991)",AS Canal West Bank Road,,MDR,,,
799360639,residential,False,True,103.75399999999999,"LINESTRING (76.3305726 9.5018319, 76.3297141 9.5016348, 76.3296504 9.5016242)",,,,,,
801454117,residential,False,True,85.063,"LINESTRING (76.3372485 9.5003618, 76.3373624 9.4996051)",,,,,,
"[634073842, 801701731, 801701730, 1240073231]",primary,False,False,243.462,"LINESTRING (76.3372485 9.5003618, 76.3367991 9.5003022, 76.3365577 9.5002678, 76.3363583 9.5002459, 76.3350477 9.5000752)",VCNS Road,,SH40,50,yes,yes
634073842,primary,False,True,76.34,"LINESTRING (76.3372485 9.5003618, 76.3374521 9.5003883, 76.3379419 9.500418)",VCNS Road,,SH40,50,yes,
801454117,residential,False,False,85.063,"LINESTRING (76.3373624 9.4996051, 76.3372485 9.5003618)",,,,,,
801454118,residential,False,True,88.077,"LINESTRING (76.3379419 9.500418, 76.3379672 9.4996263)",,,,,,
634073842,primary,False,False,76.34,"LINESTRING (76.3379419 9.500418, 76.3374521 9.5003883, 76.3372485 9.5003618)",VCNS Road,,SH40,50,yes,
801454118,residential,False,False,88.077,"LINESTRING (76.3379672 9.4996263, 76.3379419 9.500418)",,,,,,
801454119,residential,False,False,45.497,"LINESTRING (76.3362781 9.4984663, 76.3362979 9.4980576)",,,,,,
801454120,residential,False,False,88.564,"LINESTRING (76.3356106 9.4987556, 76.3357306 9.4986386, 76.3357739 9.4985774, 76.3357859 9.4985132, 76.3358168 9.498024)",,,,,,
649481292,secondary,False,False,136.266,"LINESTRING (76.3294098 9.5001121, 76.3297764 9.5001038, 76.3306522 9.5001)",,2,,,,
801502988,residential,False,False,67.59100000000001,"LINESTRING (76.3294098 9.5001121, 76.329424 9.5003379, 76.3294451 9.5004162, 76.3295455 9.500612, 76.3295917 9.5006792)",,,,,,
137859768,secondary,False,False,36.064,"LINESTRING (76.3337215 9.4938258, 76.3337259 9.4941501)",Vellakinar Road,,,,,
802493213,residential,False,True,110.137,"LINESTRING (76.3337215 9.4938258, 76.3330024 9.4937892, 76.3327187 9.4937728)",,,,,,
802493213,residential,False,False,76.837,"LINESTRING (76.3320193 9.4937323, 76.3327187 9.4937728)",,,,,,
"[1044762808, 801502988]",residential,False,False,105.314,"LINESTRING (76.3295917 9.5006792, 76.3296275 9.5010519, 76.3296504 9.5016242)",,,,,,
801502988,residential,False,True,67.59100000000001,"LINESTRING (76.3295917 9.5006792, 76.3295455 9.500612, 76.3294451 9.5004162, 76.329424 9.5003379, 76.3294098 9.5001121)",,,,,,
802557445,residential,False,False,162.492,"LINESTRING (76.3295917 9.5006792, 76.3300341 9.5007087, 76.3300638 9.5007221, 76.3300835 9.5007594, 76.3300588 9.5011302, 76.3300721 9.5011515, 76.3301009 9.5011638, 76.3306291 9.5011991)",,,,,,
140365038,tertiary,False,False,70.637,"LINESTRING (76.3306291 9.5011991, 76.3305726 9.5018319)",AS Canal West Bank Road,,MDR,,,
140365038,tertiary,False,True,69.29,"LINESTRING (76.3306291 9.5011991, 76.3306789 9.5005779)",AS Canal West Bank Road,,MDR,,,
802557445,residential,False,True,162.492,"LINESTRING (76.3306291 9.5011991, 76.3301009 9.5011638, 76.3300721 9.5011515, 76.3300588 9.5011302, 76.3300835 9.5007594, 76.3300638 9.5007221, 76.3300341 9.5007087, 76.3295917 9.5006792)",,,,,,
