osmid,oneway,lanes,ref,highway,maxspeed,access,reversed,length,name,geometry
35209567,False,,SH90,primary,,,False,245.27499999999998,,"LINESTRING (75.8036645 12.1946439, 75.8037216 12.1946509, 75.8038382 12.1946287, 75.8043143 12.1944409, 75.8045559 12.1943428, 75.8047624 12.194278, 75.8049699 12.194289, 75.8051503 12.1943644, 75.8053961 12.1944741, 75.805631 12.194521, 75.8058027 12.1944905)"
35209567,False,,SH90,primary,,,True,108.42299999999999,,"LINESTRING (75.8036645 12.1946439, 75.8035177 12.1945953, 75.8033424 12.1945444, 75.8032618 12.1945196, 75.8031745 12.1945037, 75.8029821 12.1945058, 75.802903 12.1945182, 75.802823 12.194537, 75.8027646 12.1945555, 75.8026962 12.194571)"
92290398,False,,,residential,,,True,119.337,,"LINESTRING (75.8036645 12.1946439, 75.803637 12.194771, 75.8034515 12.1948809, 75.8031985 12.1950293, 75.8029398 12.1951282, 75.8027684 12.1951643)"
22837779,False,,,tertiary,,,False,377.338,,"LINESTRING (75.8047767 12.1977156, 75.8048644 12.1975446, 75.8049098 12.1974489, 75.8049847 12.1972556, 75.805073 12.1970536, 75.8051585 12.1968603, 75.8052144 12.1967066, 75.8052851 12.1965427, 75.8053894 12.1962584, 75.8054948 12.1958901, 75.8055914 12.1955961, 75.8056659 12.1952644, 75.8057425 12.1949145, 75.8058027 12.1944905)"
22837779,False,,,tertiary,,,True,185.142,,"LINESTRING (75.8047767 12.1977156, 75.8046857 12.197877, 75.8043937 12.1982646, 75.8042801 12.1984599, 75.8042174 12.198629, 75.8041016 12.1989216, 75.8040005 12.1991848)"
376196134,False,,,residential,,,False,84.599,,"LINESTRING (75.8047767 12.1977156, 75.8049344 12.1978311, 75.8053206 12.1982558)"
70219207,False,2,SH91,primary,60,yes,False,203.41,,"LINESTRING (75.8040005 12.1991848, 75.8029046 12.1977019)"
22837779,False,,,tertiary,,,False,185.142,,"LINESTRING (75.8040005 12.1991848, 75.8041016 12.1989216, 75.8042174 12.198629, 75.8042801 12.1984599, 75.8043937 12.1982646, 75.8046857 12.197877, 75.8047767 12.1977156)"
70219207,False,2,SH91,primary,60,yes,True,188.158,,"LINESTRING (75.8040005 12.1991848, 75.80424 12.1995213, 75.8044463 12.1997463, 75.8046038 12.1998925, 75.8047562 12.2000049, 75.8051134 12.2002659, 75.8052334 12.2003516)"
232301606,False,,,tertiary,,,False,290.623,,"LINESTRING (75.8040005 12.1991848, 75.8038124 12.199603, 75.8035715 12.2000015, 75.8033832 12.2002322, 75.8032711 12.2004524, 75.8032711 12.2007041, 75.8033403 12.2009243, 75.8034321 12.2012913, 75.8033738 12.2015787)"
70219207,False,2,SH91,primary,60,yes,False,67.068,,"LINESTRING (75.8027684 12.1951643, 75.802778 12.1949997, 75.8027646 12.194811, 75.8026962 12.194571)"
70219207,False,2,SH91,primary,60,yes,True,210.259,,"LINESTRING (75.8027684 12.1951643, 75.8027512 12.1953222, 75.8027163 12.1954874, 75.8026386 12.1957915, 75.8024481 12.1964469, 75.8023864 12.1967799, 75.8023689 12.1970095)"
92290398,False,,,residential,,,False,119.33699999999999,,"LINESTRING (75.8027684 12.1951643, 75.8029398 12.1951282, 75.8031985 12.1950293, 75.8034515 12.1948809, 75.803637 12.194771, 75.8036645 12.1946439)"
232301594,False,,,residential,,,False,56.43,,"LINESTRING (75.8008848 12.1976957, 75.8003912 12.1978531)"
232301594,False,,,residential,,,True,190.22099999999998,,"LINESTRING (75.8008848 12.1976957, 75.8011016 12.1976266, 75.8017346 12.197485, 75.8020887 12.1973985, 75.802196 12.1973329, 75.8023023 12.1972147, 75.8023689 12.1970095)"
232301607,False,,,unclassified,,,True,105.992,,"LINESTRING (75.8008848 12.1976957, 75.8008539 12.1975791, 75.8008244 12.1973589, 75.8007681 12.1967507)"
232301594,False,,,residential,,,True,66.732,,"LINESTRING (75.7997944 12.1979933, 75.8003372 12.1978704, 75.8003912 12.1978531)"
232301599,False,,,residential,,,False,342.637,,"LINESTRING (75.7997944 12.1979933, 75.7997623 12.1976787, 75.7997623 12.1974454, 75.7997757 12.1969709, 75.7997623 12.1968634, 75.7997113 12.1967664, 75.7996469 12.1966904, 75.7995942 12.1965805, 75.7995835 12.1964442, 75.7995665 12.1961136, 75.7995137 12.1958097, 75.7994243 12.1955552, 75.7992482 12.1953352, 75.7990202 12.1951412)"
70219207,False,2,SH91,primary,60,yes,True,96.527,,"LINESTRING (75.8023689 12.1970095, 75.8029046 12.1977019)"
70219207,False,2,SH91,primary,60,yes,False,210.25900000000001,,"LINESTRING (75.8023689 12.1970095, 75.8023864 12.1967799, 75.8024481 12.1964469, 75.8026386 12.1957915, 75.8027163 12.1954874, 75.8027512 12.1953222, 75.8027684 12.1951643)"
232301594,False,,,residential,,,False,190.22099999999998,,"LINESTRING (75.8023689 12.1970095, 75.8023023 12.1972147, 75.802196 12.1973329, 75.8020887 12.1973985, 75.8017346 12.197485, 75.8011016 12.1976266, 75.8008848 12.1976957)"
232301606,False,,,tertiary,,,True,290.62300000000005,,"LINESTRING (75.8033738 12.2015787, 75.8034321 12.2012913, 75.8033403 12.2009243, 75.8032711 12.2007041, 75.8032711 12.2004524, 75.8033832 12.2002322, 75.8035715 12.2000015, 75.8038124 12.199603, 75.8040005 12.1991848)"
232301594,False,,,residential,,,True,56.43,,"LINESTRING (75.8003912 12.1978531, 75.8008848 12.1976957)"
232301594,False,,,residential,,,False,66.732,,"LINESTRING (75.8003912 12.1978531, 75.8003372 12.1978704, 75.7997944 12.1979933)"
232301602,False,,,residential,,,False,162.187,,"LINESTRING (75.8003912 12.1978531, 75.8001414 12.1981194, 75.7998624 12.1983921, 75.7995969 12.198649, 75.7995057 12.198725, 75.7994753 12.1987851, 75.7995095 12.1989439)"
70219185,False,,SH27,primary,,,True,21.479,Virajapet - Madikeri Road,"LINESTRING (75.7995095 12.1989439, 75.7993124 12.198958)"
70219185,False,,SH27,primary,,,False,407.812,Virajapet - Madikeri Road,"LINESTRING (75.7995095 12.1989439, 75.800547 12.19887, 75.800846 12.198722, 75.8012858 12.1982631, 75.8015055 12.1981772, 75.8018897 12.198027, 75.802761 12.197817, 75.8029046 12.1977019)"
232301602,False,,,residential,,,True,162.187,,"LINESTRING (75.7995095 12.1989439, 75.7994753 12.1987851, 75.7995057 12.198725, 75.7995969 12.198649, 75.7998624 12.1983921, 75.8001414 12.1981194, 75.8003912 12.1978531)"
70219207,False,2,SH91,primary,60,yes,False,188.15800000000002,,"LINESTRING (75.8052334 12.2003516, 75.8051134 12.2002659, 75.8047562 12.2000049, 75.8046038 12.1998925, 75.8044463 12.1997463, 75.80424 12.1995213, 75.8040005 12.1991848)"
70219207,False,2,SH91,primary,60,yes,True,107.86,,"LINESTRING (75.8052334 12.2003516, 75.8053844 12.2004594, 75.8056658 12.2006122, 75.8059368 12.2007752, 75.8060946 12.2008234)"
232301599,False,,,residential,,,True,342.637,,"LINESTRING (75.7990202 12.1951412, 75.7992482 12.1953352, 75.7994243 12.1955552, 75.7995137 12.1958097, 75.7995665 12.1961136, 75.7995835 12.1964442, 75.7995942 12.1965805, 75.7996469 12.1966904, 75.7997113 12.1967664, 75.7997623 12.1968634, 75.7997757 12.1969709, 75.7997623 12.1974454, 75.7997623 12.1976787, 75.7997944 12.1979933)"
232301604,False,,,residential,,,False,538.579,,"LINESTRING (75.7990202 12.1951412, 75.7994055 12.1951043, 75.7997381 12.1951541, 75.8002138 12.1952802, 75.8007395 12.1953719, 75.8010256 12.1954634, 75.8016103 12.1956758, 75.8017954 12.1957361, 75.8018821 12.1957363, 75.8018902 12.1956891, 75.8018526 12.1955843, 75.8016837 12.1952618, 75.8016541 12.1950652, 75.8016997 12.194879, 75.8017668 12.1948135, 75.8018875 12.1947585, 75.802177 12.1946855, 75.8024413 12.1946693, 75.8026962 12.194571)"
232301607,False,,,unclassified,,,False,105.992,,"LINESTRING (75.8007681 12.1967507, 75.8008244 12.1973589, 75.8008539 12.1975791, 75.8008848 12.1976957)"
70219185,False,,SH27,primary,,,False,21.479,Virajapet - Madikeri Road,"LINESTRING (75.7993124 12.198958, 75.7995095 12.1989439)"
70219207,False,2,SH91,primary,60,yes,False,107.86000000000001,,"LINESTRING (75.8060946 12.2008234, 75.8059368 12.2007752, 75.8056658 12.2006122, 75.8053844 12.2004594, 75.8052334 12.2003516)"
70219207,False,2,SH91,primary,60,yes,True,140.14400000000003,,"LINESTRING (75.8060946 12.2008234, 75.8062703 12.2008771, 75.8065101 12.2010096, 75.8067811 12.2011114, 75.8069999 12.2012133, 75.8071667 12.2013152, 75.8072028 12.2013423, 75.8072293 12.2013894)"
376196134,False,,,residential,,,True,421.81,,"LINESTRING (75.8060946 12.2008234, 75.8061843 12.2006205, 75.8063399 12.2003741, 75.8064793 12.2002063, 75.8068978 12.1999336, 75.8070265 12.199834, 75.8070801 12.1997082, 75.8070265 12.1996138, 75.8069031 12.1995561, 75.806703 12.1994699, 75.8063168 12.1991867, 75.8057803 12.1987568, 75.8053206 12.1982558)"
376196134,False,,,residential,,,False,421.81000000000006,,"LINESTRING (75.8053206 12.1982558, 75.8057803 12.1987568, 75.8063168 12.1991867, 75.806703 12.1994699, 75.8069031 12.1995561, 75.8070265 12.1996138, 75.8070801 12.1997082, 75.8070265 12.199834, 75.8068978 12.1999336, 75.8064793 12.2002063, 75.8063399 12.2003741, 75.8061843 12.2006205, 75.8060946 12.2008234)"
376196134,False,,,residential,,,True,84.599,,"LINESTRING (75.8053206 12.1982558, 75.8049344 12.1978311, 75.8047767 12.1977156)"
783222584,False,,,residential,,,True,272.047,,"LINESTRING (75.8045965 12.1932012, 75.8049935 12.1926873, 75.8050498 12.1926165, 75.8057928 12.19323, 75.8059081 12.1933034, 75.8059645 12.1933087, 75.806061 12.1932064, 75.8061227 12.193175, 75.8064317 12.1933804)"
35209567,False,,SH90,primary,,,True,145.239,,"LINESTRING (75.8064317 12.1933804, 75.8063266 12.1934728, 75.8061479 12.1936833, 75.8059102 12.1940075, 75.8058172 12.1943487, 75.8058027 12.1944905)"
783222584,False,,,residential,,,False,272.04699999999997,,"LINESTRING (75.8064317 12.1933804, 75.8061227 12.193175, 75.806061 12.1932064, 75.8059645 12.1933087, 75.8059081 12.1933034, 75.8057928 12.19323, 75.8050498 12.1926165, 75.8049935 12.1926873, 75.8045965 12.1932012)"
