osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,bridge,width
28571659,tertiary,False,True,72.332,"LINESTRING (132.4510308 34.3910534, 132.4508394 34.3911062, 132.4502832 34.3912597)",4,,平和大通り,,,
1124056190,tertiary,False,True,43.152,"LINESTRING (132.4510308 34.3910534, 132.450956 34.390951, 132.4507881 34.390721)",4,,吉島通り,,,
1124056191,tertiary,False,False,79.602,"LINESTRING (132.4510308 34.3910534, 132.4512611 34.3909888, 132.4518522 34.3908231)",4,,平和大通り,,,
28466624,tertiary,False,True,14.244,"LINESTRING (132.4468169 34.3919791, 132.446667 34.3920124)",4,,平和大通り,,,
23799821,tertiary,False,False,39.711,"LINESTRING (132.4468169 34.3919791, 132.4467732 34.3918417, 132.4467069 34.3916337)",,,,,,
28466624,tertiary,False,False,157.013,"LINESTRING (132.4468169 34.3919791, 132.4482193 34.3916959, 132.4484797 34.3916458)",4,,平和大通り,,,
24519982,tertiary,False,False,38.163,"LINESTRING (132.4500047 34.3939132, 132.4500751 34.3940165, 132.4502045 34.3942142)",2,,,40,,
24519982,tertiary,False,True,72.086,"LINESTRING (132.4500047 34.3939132, 132.449943 34.3938188, 132.4496318 34.3933426)",2,,,40,,
"[24565472, 28207018, 24565471]",tertiary,False,False,111.19200000000001,"LINESTRING (132.4500047 34.3939132, 132.450118 34.3939125, 132.4502328 34.3938621, 132.4509426 34.3935345, 132.4510863 34.3934861)",2,,本川橋,,yes,
28207018,tertiary,False,True,67.00800000000001,"LINESTRING (132.4500047 34.3939132, 132.4498989 34.3939169, 132.4494001 34.3940337, 132.4492982 34.3940575)",2,,,,,
28466624,tertiary,False,False,14.244,"LINESTRING (132.446667 34.3920124, 132.4468169 34.3919791)",4,,平和大通り,,,
28466624,tertiary,False,True,5.591,"LINESTRING (132.446667 34.3920124, 132.4466076 34.3920236)",4,,平和大通り,,,
172739637,tertiary,False,True,41.224,"LINESTRING (132.446667 34.3920124, 132.4467037 34.3921411, 132.4467771 34.3923718)",,,,,,
28207018,tertiary,False,False,126.60600000000001,"LINESTRING (132.447206 34.3945635, 132.4472913 34.3945429, 132.4484563 34.3942622, 132.4485305 34.3942443)",2,,,,,
28207018,tertiary,False,True,71.971,"LINESTRING (132.447206 34.3945635, 132.4471249 34.3945837, 132.4465375 34.3947301, 132.4464554 34.3947514)",2,,,,,
172739637,tertiary,False,False,70.566,"LINESTRING (132.447206 34.3945635, 132.4471941 34.3945056, 132.4470989 34.3939971, 132.4470865 34.3939366)",,,,,,
172739637,tertiary,False,True,39.866,"LINESTRING (132.447206 34.3945635, 132.4472304 34.3946474, 132.4473075 34.3949121)",,,,,,
"[24565472, 28207018, 24565471]",tertiary,False,True,111.19200000000001,"LINESTRING (132.4510863 34.3934861, 132.4509426 34.3935345, 132.4502328 34.3938621, 132.450118 34.3939125, 132.4500047 34.3939132)",2,,本川橋,,yes,
"[24565480, 169809889, 24565478]",tertiary,False,False,300.988,"LINESTRING (132.4510863 34.3934861, 132.4512596 34.3935067, 132.4521879 34.3936228, 132.4522353 34.3936287, 132.4522742 34.393636, 132.4523119 34.3936471, 132.4523477 34.3936618, 132.4523811 34.3936798, 132.4525607 34.3937863, 132.4525918 34.3938038, 132.4526249 34.3938187, 132.4526595 34.393831, 132.4526954 34.3938404, 132.4528509 34.3938841, 132.4532402 34.3939881, 132.4533641 34.3940163, 132.4539486 34.3941651, 132.4541298 34.3942133, 132.4542087 34.3942337)",2,,元安橋,30,yes,5
1163769789,tertiary,False,False,219.98600000000002,"LINESTRING (132.4510863 34.3934861, 132.4504345 34.3923631, 132.4502291 34.3920092, 132.4500507 34.3917018)",2,,,30,,
24565633,tertiary,False,False,65.837,"LINESTRING (132.4503511 34.3882131, 132.4504029 34.3882673, 132.4507957 34.3886778)",,,,,,
24565633,tertiary,False,True,64.405,"LINESTRING (132.4503511 34.3882131, 132.4500697 34.3878222, 132.4499974 34.3877129)",,,,,,
28274481,residential,False,True,96.619,"LINESTRING (132.4503511 34.3882131, 132.4502948 34.3882381, 132.4495291 34.3885776, 132.4494236 34.3886244)",,,,,,
24565633,tertiary,False,False,75.391,"LINESTRING (132.4520171 34.3897624, 132.4524959 34.3901724, 132.4525074 34.3902806)",,,,,,
24565633,tertiary,False,True,69.461,"LINESTRING (132.4520171 34.3897624, 132.4515741 34.3893709, 132.4515025 34.3893043)",,,,,,
186087156,residential,False,True,32.367000000000004,"LINESTRING (132.4520171 34.3897624, 132.451969 34.3897931, 132.4519463 34.3898074, 132.4516966 34.3898765)",,,,,,
24565633,tertiary,False,True,40.733999999999995,"LINESTRING (132.4525133 34.3906467, 132.452505 34.3905406, 132.4525074 34.3902806)",,,,,,
"[1163769776, 1124056201, 28571666]",tertiary,False,False,170.099,"LINESTRING (132.4525133 34.3906467, 132.4526713 34.3906091, 132.453247 34.3904716, 132.4541503 34.3902295, 132.4541842 34.3902198, 132.4542826 34.3901911)",4,,平和大通り,50,yes,
1124056201,tertiary,False,True,63.754000000000005,"LINESTRING (132.4525133 34.3906467, 132.4522297 34.3907224, 132.4518522 34.3908231)",4,,平和大通り,,,
161747399,tertiary,False,False,59.342,"LINESTRING (132.4463302 34.3881841, 132.4465054 34.3884113, 132.4466159 34.388528, 132.446699 34.3886219)",2,,,,,
1124056200,tertiary,False,False,28.565,"LINESTRING (132.4542826 34.3901911, 132.45458 34.3901152)",4,,平和大通り,50,,
24588394,tertiary,False,True,42.17,"LINESTRING (132.4542826 34.3901911, 132.4542188 34.3901056, 132.4540269 34.3898761)",,,,30,,
1163769775,tertiary,False,False,39.971000000000004,"LINESTRING (132.4542826 34.3901911, 132.4543141 34.3902906, 132.4543927 34.3905389)",,,,30,,
"[1163769776, 1124056201, 28571666]",tertiary,False,True,170.099,"LINESTRING (132.4542826 34.3901911, 132.4541842 34.3902198, 132.4541503 34.3902295, 132.453247 34.3904716, 132.4526713 34.3906091, 132.4525133 34.3906467)",4,,平和大通り,50,yes,
"[24565480, 169809889, 24565478]",tertiary,False,True,300.988,"LINESTRING (132.4542087 34.3942337, 132.4541298 34.3942133, 132.4539486 34.3941651, 132.4533641 34.3940163, 132.4532402 34.3939881, 132.4528509 34.3938841, 132.4526954 34.3938404, 132.4526595 34.393831, 132.4526249 34.3938187, 132.4525918 34.3938038, 132.4525607 34.3937863, 132.4523811 34.3936798, 132.4523477 34.3936618, 132.4523119 34.3936471, 132.4522742 34.393636, 132.4522353 34.3936287, 132.4521879 34.3936228, 132.4512596 34.3935067, 132.4510863 34.3934861)",2,,元安橋,30,yes,5
"[24562852, 169809885]","['unclassified', 'tertiary']",False,False,103.07000000000001,"LINESTRING (132.4542087 34.3942337, 132.4542903 34.3942581, 132.4544888 34.3943174, 132.4547202 34.3949712)",,,,,,
1163769775,tertiary,False,False,101.19,"LINESTRING (132.4542087 34.3942337, 132.4541665 34.3942933, 132.4541401 34.3943379, 132.4540892 34.3944909, 132.4540616 34.3946091, 132.4540631 34.3947361, 132.45411 34.3949389, 132.4541625 34.3950915, 132.4541695 34.3951109)",,,,30,,
1163769775,tertiary,False,True,88.461,"LINESTRING (132.4542087 34.3942337, 132.4542573 34.3941636, 132.4546873 34.3935431)",,,,30,,
28185604,trunk,True,False,53.37,"LINESTRING (132.4545272 34.3961095, 132.4550835 34.3959693)",3,183;261,相生通り,50,,
1163769775,tertiary,False,True,17.736,"LINESTRING (132.4545272 34.3961095, 132.454503 34.3960418, 132.4544922 34.3960115, 132.4544726 34.3959565)",,,,30,,
24588430,tertiary,False,True,17.662,"LINESTRING (132.4555397 34.3958678, 132.4555166 34.3958085, 132.4555049 34.3957785, 132.4554807 34.3957166)",2,,,,,
28185604,trunk,True,False,87.34700000000001,"LINESTRING (132.4555397 34.3958678, 132.4556336 34.3958456, 132.4563846 34.3956828, 132.4564594 34.3956651)",3,183;261,相生通り,50,,
24519982,tertiary,False,True,73.75,"LINESTRING (132.4496318 34.3933426, 132.4492439 34.3927617)",2,,,40,,
24519982,tertiary,False,False,72.086,"LINESTRING (132.4496318 34.3933426, 132.449943 34.3938188, 132.4500047 34.3939132)",2,,,40,,
24602111,residential,False,False,54.676,"LINESTRING (132.4496318 34.3933426, 132.4495753 34.3933652, 132.4490714 34.3935088)",,,,,,
24602111,residential,False,False,8.177,"LINESTRING (132.4490714 34.3935088, 132.4489864 34.3935309)",,,,,,
24602111,residential,False,True,54.676,"LINESTRING (132.4490714 34.3935088, 132.4495753 34.3933652, 132.4496318 34.3933426)",,,,,,
24602133,residential,False,True,64.464,"LINESTRING (132.4490714 34.3935088, 132.449269 34.3939869, 132.4492982 34.3940575)",,,,,,
24602111,residential,False,False,120.02700000000002,"LINESTRING (132.448362 34.3936982, 132.4479757 34.3937814, 132.4470865 34.3939366)",,,,,,
24602111,residential,False,True,60.236999999999995,"LINESTRING (132.448362 34.3936982, 132.4489143 34.3935502, 132.4489864 34.3935309)",,,,,,
24710470,residential,False,True,62.661,"LINESTRING (132.448362 34.3936982, 132.4485111 34.3941814, 132.4485305 34.3942443)",,,,,,
24602111,residential,False,False,64.617,"LINESTRING (132.4470865 34.3939366, 132.4464816 34.3940372, 132.446396 34.3940508)",,,,,,
24602111,residential,False,True,120.02700000000002,"LINESTRING (132.4470865 34.3939366, 132.4479757 34.3937814, 132.448362 34.3936982)",,,,,,
172739637,tertiary,False,False,62.221999999999994,"LINESTRING (132.4470865 34.3939366, 132.4470742 34.3938766, 132.4469905 34.3934363, 132.4469798 34.393384)",,,,,,
172739637,tertiary,False,True,70.566,"LINESTRING (132.4470865 34.3939366, 132.4470989 34.3939971, 132.4471941 34.3945056, 132.447206 34.3945635)",,,,,,
24602127,tertiary,False,False,52.845,"LINESTRING (132.4499498 34.3958212, 132.4498496 34.3953532)",,,,,,
28263870,residential,False,True,83.709,"LINESTRING (132.4499498 34.3958212, 132.4490693 34.3960183)",,,,,,
24602127,tertiary,False,False,43.844,"LINESTRING (132.4498496 34.3953532, 132.4496888 34.3949819)",,,,,,
24602127,tertiary,False,True,52.845,"LINESTRING (132.4498496 34.3953532, 132.4499498 34.3958212)",,,,,,
26988958,residential,False,False,87.428,"LINESTRING (132.4498496 34.3953532, 132.4489363 34.3955774)",,,,,,
24602127,tertiary,False,True,39.091,"LINESTRING (132.4492982 34.3940575, 132.4493235 34.3941184, 132.4494362 34.3943901)",,,,,,
24602133,residential,False,False,64.464,"LINESTRING (132.4492982 34.3940575, 132.449269 34.3939869, 132.4490714 34.3935088)",,,,,,
28207018,tertiary,False,False,67.008,"LINESTRING (132.4492982 34.3940575, 132.4494001 34.3940337, 132.4498989 34.3939169, 132.4500047 34.3939132)",2,,,,,
28207018,tertiary,False,True,73.43900000000001,"LINESTRING (132.4492982 34.3940575, 132.4492123 34.3940784, 132.4486259 34.3942211, 132.4485305 34.3942443)",2,,,,,
1163769775,tertiary,False,False,17.736,"LINESTRING (132.4544726 34.3959565, 132.4544922 34.3960115, 132.454503 34.3960418, 132.4545272 34.3961095)",,,,30,,
1163769775,tertiary,False,True,41.855,"LINESTRING (132.4544726 34.3959565, 132.4544409 34.3958714, 132.4543386 34.3955967)",,,,30,,
168121032,trunk,True,False,53.493,"LINESTRING (132.4550331 34.3958241, 132.4544726 34.3959565)",3,183;261,相生通り,50,,
24562852,unclassified,False,False,16.794,"LINESTRING (132.4550331 34.3958241, 132.4550533 34.3958824, 132.455064 34.3959131, 132.4550835 34.3959693)",,,,,,
24562852,unclassified,False,True,44.0,"LINESTRING (132.4550331 34.3958241, 132.4550023 34.3957424, 132.4548905 34.3954463)",,,,,,
24710470,residential,False,False,62.661,"LINESTRING (132.4485305 34.3942443, 132.4485111 34.3941814, 132.448362 34.3936982)",,,,,,
24710470,residential,False,True,39.827999999999996,"LINESTRING (132.4485305 34.3942443, 132.4485489 34.3943054, 132.4486352 34.3945919)",,,,,,
28207018,tertiary,False,False,73.439,"LINESTRING (132.4485305 34.3942443, 132.4486259 34.3942211, 132.4492123 34.3940784, 132.4492982 34.3940575)",2,,,,,
28207018,tertiary,False,True,126.60600000000001,"LINESTRING (132.4485305 34.3942443, 132.4484563 34.3942622, 132.4472913 34.3945429, 132.447206 34.3945635)",2,,,,,
28207018,tertiary,False,False,71.971,"LINESTRING (132.4464554 34.3947514, 132.4465375 34.3947301, 132.4471249 34.3945837, 132.447206 34.3945635)",2,,,,,
28847564,tertiary,True,False,78.094,"LINESTRING (132.4464554 34.3947514, 132.4464453 34.3946368, 132.446396 34.3940508)",3,,寺町通り,40,,
24602111,residential,False,True,64.617,"LINESTRING (132.446396 34.3940508, 132.4464816 34.3940372, 132.4470865 34.3939366)",,,,,,
28847564,tertiary,True,False,63.051,"LINESTRING (132.446396 34.3940508, 132.4463788 34.3938925, 132.446341 34.3934856)",3,,寺町通り,40,,
24853317,tertiary,False,False,29.344,"LINESTRING (132.4547996 34.391768, 132.4548586 34.3917535, 132.4551061 34.3916927)",,,,,,
1163769775,tertiary,False,False,128.751,"LINESTRING (132.4547996 34.391768, 132.4548117 34.3918614, 132.4549354 34.3928141, 132.4549465 34.3929195)",,,,30,,
1163769775,tertiary,False,True,141.679,"LINESTRING (132.4547996 34.391768, 132.4544937 34.3908534, 132.4543927 34.3905389)",,,,30,,
24853317,tertiary,False,False,17.774,"LINESTRING (132.4562302 34.3914126, 132.4563316 34.3913873, 132.4564156 34.3913663)",,,,,,
24853317,tertiary,False,True,55.958,"LINESTRING (132.4562302 34.3914126, 132.4561391 34.3914353, 132.4556464 34.3915581)",,,,,,
1124056199,trunk,True,False,128.387,"LINESTRING (132.4562302 34.3914126, 132.4562617 34.3915069, 132.456602 34.3925257)",2,54;183;191;261,鯉城通り,50,,
101311575,tertiary,False,False,103.71,"LINESTRING (132.4511262 34.391415, 132.4501335 34.3916797, 132.4500507 34.3917018)",,,,,,
101311608,tertiary,True,False,65.03999999999999,"LINESTRING (132.4511262 34.391415, 132.4512808 34.3913841, 132.4513264 34.3913465, 132.45132 34.3912924, 132.4511734 34.3911273, 132.4511533 34.3911046, 132.4510308 34.3910534)",,,,,,
101311575,tertiary,False,True,103.71,"LINESTRING (132.4500507 34.3917018, 132.4501335 34.3916797, 132.4511262 34.391415)",,,,,,
1163769789,tertiary,False,False,40.855000000000004,"LINESTRING (132.4500507 34.3917018, 132.4499093 34.3914587, 132.4498572 34.3913709)",2,,,30,,
1163769789,tertiary,False,True,219.98600000000002,"LINESTRING (132.4500507 34.3917018, 132.4502291 34.3920092, 132.4504345 34.3923631, 132.4510863 34.3934861)",2,,,30,,
24853317,tertiary,False,True,17.774,"LINESTRING (132.4564156 34.3913663, 132.4563316 34.3913873, 132.4562302 34.3914126)",,,,,,
168121035,trunk,True,False,117.85499999999999,"LINESTRING (132.4564156 34.3913663, 132.4563857 34.3912768, 132.4560739 34.3903446)",2,54;183;191;261,鯉城通り,50,,
161747399,tertiary,False,False,43.134,"LINESTRING (132.4473463 34.3895972, 132.447458 34.389974)",2,,,,,
25251673,residential,False,False,58.489999999999995,"LINESTRING (132.4473463 34.3895972, 132.4472701 34.3896231, 132.446757 34.3897977)",,,,,,
161747399,tertiary,False,True,124.366,"LINESTRING (132.4473463 34.3895972, 132.4473072 34.3894869, 132.4470882 34.3890937, 132.4467726 34.3887067, 132.446699 34.3886219)",2,,,,,
25465274,tertiary,False,True,61.202,"LINESTRING (132.4497831 34.3891725, 132.4496672 34.3892264, 132.4492021 34.3894428)",2,,,30,,
168852694,tertiary,False,False,129.556,"LINESTRING (132.4497831 34.3891725, 132.4498455 34.3892706, 132.4504508 34.3901991)",4,,吉島通り,,,
168852694,tertiary,False,True,69.301,"LINESTRING (132.4497831 34.3891725, 132.4497241 34.3890826, 132.4496028 34.3888964, 132.4494236 34.3886244)",4,,吉島通り,,,
169809887,residential,False,False,61.783,"LINESTRING (132.4497831 34.3891725, 132.4498862 34.3891245, 132.4503635 34.3888909)",,,,,,
24565633,tertiary,False,False,95.196,"LINESTRING (132.4507957 34.3886778, 132.4512641 34.3890825, 132.4515025 34.3893043)",,,,,,
24565633,tertiary,False,True,65.837,"LINESTRING (132.4507957 34.3886778, 132.4504029 34.3882673, 132.4503511 34.3882131)",,,,,,
169809887,residential,False,True,46.266999999999996,"LINESTRING (132.4507957 34.3886778, 132.4507536 34.3887067, 132.4503635 34.3888909)",,,,,,
23949891,unclassified,True,False,58.237,"LINESTRING (132.4570483 34.3885365, 132.4571968 34.3889795, 132.4572074 34.389043)",,,,,,
1134427517,trunk,True,False,52.596000000000004,"LINESTRING (132.4558771 34.3897844, 132.455821 34.3896268, 132.4557142 34.3893309)",2,54;183;191;261,鯉城通り,50,,
1134427521,tertiary,False,True,16.907,"LINESTRING (132.4558771 34.3897844, 132.4557988 34.3898044, 132.4557011 34.3898294)",4,,平和大通り,50,,
1134427526,tertiary,False,False,62.162,"LINESTRING (132.4558771 34.3897844, 132.4559879 34.389756, 132.4565235 34.3896171)",4,,平和大通り,50,,
26130826,unclassified,True,False,142.22799999999998,"LINESTRING (132.4555677 34.3889146, 132.4556569 34.3888923, 132.4570056 34.3885447, 132.4570483 34.3885365)",,,,,,
1124056193,trunk,True,False,73.80199999999999,"LINESTRING (132.4555677 34.3889146, 132.4553895 34.3883899, 132.4553507 34.3882755)",2,54;183;191;261,鯉城通り,50,,
100761423,residential,True,False,133.85399999999998,"LINESTRING (132.4572074 34.389043, 132.4570788 34.3890764, 132.4559177 34.3893781, 132.455816 34.3894045)",,,,,,
23949891,unclassified,True,False,53.078,"LINESTRING (132.4567589 34.3876938, 132.4569134 34.3881538)",,,,,,
23949891,unclassified,True,False,44.318999999999996,"LINESTRING (132.4569134 34.3881538, 132.4570265 34.3884726, 132.4570483 34.3885365)",,,,,,
26514111,residential,False,True,15.831,"LINESTRING (132.455015 34.3873162, 132.4548514 34.3873614)",,,,,,
26514111,residential,False,False,15.831,"LINESTRING (132.4548514 34.3873614, 132.455015 34.3873162)",,,,,,
26514111,residential,False,True,61.652,"LINESTRING (132.4548514 34.3873614, 132.4547426 34.387388, 132.4542082 34.3875216)",,,,,,
168121083,trunk,True,False,110.164,"LINESTRING (132.4548514 34.3873614, 132.454889 34.3874708, 132.4551791 34.3883145)",2,54;183;191;261,鯉城通り,50,,
24710470,residential,False,False,34.682,"LINESTRING (132.4487278 34.3948943, 132.4486352 34.3945919)",,,,,,
24710470,residential,False,True,35.256,"LINESTRING (132.4487278 34.3948943, 132.4488243 34.3952012)",,,,,,
26988734,residential,False,False,127.038,"LINESTRING (132.4487278 34.3948943, 132.4473956 34.3952055)",,,,,,
26988734,residential,False,True,79.668,"LINESTRING (132.4487278 34.3948943, 132.449561 34.3946927)",,,,,,
26988734,residential,False,True,127.038,"LINESTRING (132.4473956 34.3952055, 132.4487278 34.3948943)",,,,,,
172739637,tertiary,False,False,33.611,"LINESTRING (132.4473956 34.3952055, 132.4473075 34.3949121)",,,,,,
172739637,tertiary,False,True,35.558,"LINESTRING (132.4473956 34.3952055, 132.4474868 34.3955163)",,,,,,
24710470,residential,False,False,43.075,"LINESTRING (132.4489363 34.3955774, 132.4488243 34.3952012)",,,,,,
24710470,residential,False,True,50.522,"LINESTRING (132.4489363 34.3955774, 132.4490693 34.3960183)",,,,,,
26988958,residential,False,False,128.439,"LINESTRING (132.4489363 34.3955774, 132.4475962 34.3959112)",,,,,,
26988958,residential,False,True,87.428,"LINESTRING (132.4489363 34.3955774, 132.4498496 34.3953532)",,,,,,
26988958,residential,False,True,128.439,"LINESTRING (132.4475962 34.3959112, 132.4489363 34.3955774)",,,,,,
172739637,tertiary,False,False,45.044,"LINESTRING (132.4475962 34.3959112, 132.4474868 34.3955163)",,,,,,
26988958,residential,False,False,83.13300000000001,"LINESTRING (132.4475962 34.3959112, 132.4468256 34.3960978, 132.4467268 34.3961217)",,,,,,
23583103,secondary,True,False,154.98700000000002,"LINESTRING (132.4467268 34.3961217, 132.4466885 34.3960071, 132.4465848 34.3956961, 132.4464903 34.395257, 132.4464648 34.3948994, 132.4464554 34.3947514)",3,265,寺町通り,40,,
26988958,residential,False,False,17.32,"LINESTRING (132.4467268 34.3961217, 132.4466476 34.3961334, 132.4466098 34.396139, 132.446541 34.3961492)",,,,,,
26988958,residential,False,True,83.13300000000001,"LINESTRING (132.4467268 34.3961217, 132.4468256 34.3960978, 132.4475962 34.3959112)",,,,,,
26988958,residential,False,True,17.32,"LINESTRING (132.446541 34.3961492, 132.4466098 34.396139, 132.4466476 34.3961334, 132.4467268 34.3961217)",,,,,,
24602127,tertiary,False,False,35.543,"LINESTRING (132.449561 34.3946927, 132.4494362 34.3943901)",,,,,,
24602127,tertiary,False,True,34.229,"LINESTRING (132.449561 34.3946927, 132.4496888 34.3949819)",,,,,,
26988734,residential,False,False,79.668,"LINESTRING (132.449561 34.3946927, 132.4487278 34.3948943)",,,,,,
23799821,tertiary,False,True,45.994,"LINESTRING (132.4463246 34.3903768, 132.4464536 34.3907765)",,,,,,
27594204,residential,False,False,113.36999999999999,"LINESTRING (132.4463246 34.3903768, 132.4463864 34.3903541, 132.447386 34.3899868, 132.447458 34.389974)",,,,,,
23799821,tertiary,False,False,45.994,"LINESTRING (132.4464536 34.3907765, 132.4463246 34.3903768)",,,,,,
23799821,tertiary,False,True,40.285,"LINESTRING (132.4464536 34.3907765, 132.4465524 34.3911295)",,,,,,
27594203,residential,False,False,117.026,"LINESTRING (132.4464536 34.3907765, 132.4465292 34.3907579, 132.4476068 34.3905064, 132.4476781 34.3904833)",,,,,,
161747399,tertiary,False,True,43.134,"LINESTRING (132.447458 34.389974, 132.4473463 34.3895972)",2,,,,,
27594204,residential,False,True,113.36999999999999,"LINESTRING (132.447458 34.389974, 132.447386 34.3899868, 132.4463864 34.3903541, 132.4463246 34.3903768)",,,,,,
161747399,tertiary,False,False,60.241,"LINESTRING (132.447458 34.389974, 132.4475109 34.3901327, 132.4475936 34.3903295, 132.4476781 34.3904833)",2,,,,,
27594203,residential,False,True,117.026,"LINESTRING (132.4476781 34.3904833, 132.4476068 34.3905064, 132.4465292 34.3907579, 132.4464536 34.3907765)",,,,,,
161747399,tertiary,False,False,48.132,"LINESTRING (132.4476781 34.3904833, 132.4477276 34.3905563, 132.4479567 34.3908499)",2,,,,,
161747399,tertiary,False,True,60.241,"LINESTRING (132.4476781 34.3904833, 132.4475936 34.3903295, 132.4475109 34.3901327, 132.447458 34.389974)",2,,,,,
161747399,tertiary,False,False,58.868,"LINESTRING (132.4479567 34.3908499, 132.4482863 34.3913041)",2,,,,,
28119124,residential,False,True,132.645,"LINESTRING (132.4479567 34.3908499, 132.447873 34.390867, 132.4466255 34.3911249, 132.4465524 34.3911295)",,,,,,
161747399,tertiary,False,True,48.132,"LINESTRING (132.4479567 34.3908499, 132.4477276 34.3905563, 132.4476781 34.3904833)",2,,,,,
161747399,tertiary,False,True,58.868,"LINESTRING (132.4482863 34.3913041, 132.4479567 34.3908499)",2,,,,,
