osmid,highway,oneway,reversed,length,geometry,bridge,name,maxspeed,lanes,ref
124294424,tertiary,False,True,37.91,"LINESTRING (130.4000793 31.6304756, 130.4002491 31.6304954, 130.4004781 31.6304919)",,,,,
124292619,unclassified,False,True,53.725,"LINESTRING (130.4004781 31.6304919, 130.4010448 31.6305168)",,,,,
124287915,primary,False,True,99.711,"LINESTRING (130.4004781 31.6304919, 130.4004651 31.6306, 130.4004748 31.6309466, 130.4005367 31.6313848)",,伊集院日吉線,40,2,37
124294424,tertiary,False,False,37.91,"LINESTRING (130.4004781 31.6304919, 130.4002491 31.6304954, 130.4000793 31.6304756)",,,,,
124292619,unclassified,False,False,53.725,"LINESTRING (130.4010448 31.6305168, 130.4004781 31.6304919)",,,,,
124294841,unclassified,False,False,50.959,"LINESTRING (130.4010448 31.6305168, 130.4015827 31.6305332)",,,,,
585535711,unclassified,False,False,90.376,"LINESTRING (130.4010448 31.6305168, 130.4011837 31.6300853, 130.4016128 31.6300855)",,,,,
585535718,tertiary,False,False,97.823,"LINESTRING (130.404727 31.6304277, 130.4046485 31.6295505)",,,,,
"[243062355, 124296245]",unclassified,False,"[False, True]",167.35,"LINESTRING (130.404727 31.6304277, 130.4044685 31.6303848, 130.4043259 31.6303066, 130.4042531 31.6302149, 130.4041612 31.6301879, 130.4040883 31.630196, 130.4039046 31.6302823, 130.4038159 31.6302769, 130.4037589 31.6302392, 130.403705 31.6301367, 130.403708 31.630076, 130.4035435 31.6297105)",,,,,
124296245,unclassified,False,True,155.486,"LINESTRING (130.404727 31.6304277, 130.4047884 31.6304334, 130.4049088 31.6304657, 130.4050101 31.6304711, 130.4051717 31.6304361, 130.4053047 31.6304091, 130.4053997 31.6304226, 130.4055296 31.6304738, 130.405849 31.630561, 130.4063094 31.6306585)",,,,,
124293089,tertiary,False,True,67.843,"LINESTRING (130.397521 31.6305196, 130.3981626 31.6302479)",,,,,
124294510,tertiary,False,True,52.677,"LINESTRING (130.397521 31.6305196, 130.3977327 31.6309577)",,,40,,
585535695,unclassified,True,False,133.434,"LINESTRING (130.397521 31.6305196, 130.3974232 31.6302863, 130.3973669 31.6302155, 130.3972703 31.6301949, 130.3971175 31.6302337, 130.3970424 31.6302863, 130.3970531 31.6303548, 130.3971094 31.630421, 130.3972301 31.6304164, 130.3973347 31.630389, 130.3974286 31.6304119, 130.397521 31.6305196)",,,,,
124294841,unclassified,False,False,94.772,"LINESTRING (130.4015827 31.6305332, 130.4025837 31.6305359)",,,,,
124294841,unclassified,False,True,50.959,"LINESTRING (130.4015827 31.6305332, 130.4010448 31.6305168)",,,,,
243062360,unclassified,False,True,46.302,"LINESTRING (130.4015827 31.6305332, 130.4016341 31.6309473)",,,,,
124295208,residential,False,False,82.927,"LINESTRING (130.4063094 31.6306585, 130.4063282 31.6307684, 130.406488 31.631193, 130.406548 31.631278, 130.4066 31.631356)",,,,,
124296245,unclassified,False,False,155.486,"LINESTRING (130.4063094 31.6306585, 130.405849 31.630561, 130.4055296 31.6304738, 130.4053997 31.6304226, 130.4053047 31.6304091, 130.4051717 31.6304361, 130.4050101 31.6304711, 130.4049088 31.6304657, 130.4047884 31.6304334, 130.404727 31.6304277)",,,,,
592705859,unclassified,False,True,235.84199999999998,"LINESTRING (130.4063094 31.6306585, 130.4058165 31.6307047, 130.4056206 31.6308432, 130.405545 31.6307831, 130.4053624 31.6308788, 130.4049191 31.6309156, 130.404726 31.6309689, 130.4047854 31.6311116, 130.4046791 31.6311755, 130.4046034 31.6312132, 130.4044182 31.6310133, 130.4043386 31.6310133)",,,,,
124293623,unclassified,False,False,49.078,"LINESTRING (130.4025837 31.6305359, 130.4026197 31.6309762)",,,,,
124293623,unclassified,False,True,50.16,"LINESTRING (130.4025837 31.6305359, 130.4025468 31.6300859)",,,,,
124294841,unclassified,False,False,56.599,"LINESTRING (130.4025837 31.6305359, 130.4031811 31.6305549)",,,,,
124294841,unclassified,False,True,94.772,"LINESTRING (130.4025837 31.6305359, 130.4015827 31.6305332)",,,,,
124294510,tertiary,False,False,52.677,"LINESTRING (130.3977327 31.6309577, 130.397521 31.6305196)",,,40,,
124294510,tertiary,False,True,43.378,"LINESTRING (130.3977327 31.6309577, 130.3979158 31.6313153)",,,40,,
124294796,unclassified,False,True,53.543000000000006,"LINESTRING (130.3977327 31.6309577, 130.397407 31.6310742, 130.3972819 31.6312202)",,,,,
124287926,primary,False,False,50.579,"LINESTRING (130.4005367 31.6313848, 130.400613 31.631835)",,伊集院日吉線,40,2,37
124292703,tertiary,False,False,104.985,"LINESTRING (130.4005367 31.6313848, 130.3994286 31.6313493)",,,,,
243062358,tertiary,False,False,108.053,"LINESTRING (130.4005367 31.6313848, 130.4016777 31.631407)",,,,,
124287915,primary,False,False,99.711,"LINESTRING (130.4005367 31.6313848, 130.4004748 31.6309466, 130.4004651 31.6306, 130.4004781 31.6304919)",,伊集院日吉線,40,2,37
124292703,tertiary,False,True,104.985,"LINESTRING (130.3994286 31.6313493, 130.4005367 31.6313848)",,,,,
"[124293058, 124290723]",tertiary,False,"[False, True]",48.33,"LINESTRING (130.3994286 31.6313493, 130.3989975 31.6313394, 130.3989704 31.6313389, 130.3989183 31.6313379)",yes,樋脇橋,40,,
585535694,unclassified,False,False,53.266000000000005,"LINESTRING (130.3994286 31.6313493, 130.3993038 31.63163, 130.399271 31.6318067)",,,,,
585535694,unclassified,False,True,117.233,"LINESTRING (130.3994286 31.6313493, 130.399526 31.6309929, 130.3997581 31.6303335)",,,,,
124290839,unclassified,False,False,97.832,"LINESTRING (130.3989183 31.6313379, 130.3986943 31.6321968)",,,,,
124293058,tertiary,False,False,35.169,"LINESTRING (130.3989183 31.6313379, 130.3985469 31.6313321)",,,,,
"[124293058, 124290723]",tertiary,False,"[False, True]",48.33,"LINESTRING (130.3989183 31.6313379, 130.3989704 31.6313389, 130.3989975 31.6313394, 130.3994286 31.6313493)",yes,樋脇橋,40,,
124293058,tertiary,False,False,59.779,"LINESTRING (130.3985469 31.6313321, 130.3979158 31.6313153)",,,,,
124293058,tertiary,False,True,35.169,"LINESTRING (130.3985469 31.6313321, 130.3989183 31.6313379)",,,,,
124291093,unclassified,False,True,128.661,"LINESTRING (130.3985469 31.6313321, 130.3985534 31.6309716, 130.3981626 31.6302479)",,,,,
124293058,tertiary,False,True,59.779,"LINESTRING (130.3979158 31.6313153, 130.3985469 31.6313321)",,,,,
124294510,tertiary,False,False,43.378,"LINESTRING (130.3979158 31.6313153, 130.3977327 31.6309577)",,,40,,
124294510,tertiary,False,True,82.038,"LINESTRING (130.3979158 31.6313153, 130.3981497 31.6320257)",,,40,,
"[124294816, 124290521, 585536309, 124292969]",unclassified,False,"[False, True]",56.45,"LINESTRING (130.4066 31.631356, 130.4066472 31.6313623, 130.406689 31.6313557, 130.4067933 31.6312602, 130.4068362 31.6312247, 130.4069687 31.6310915, 130.4070398 31.6310701, 130.4070516 31.6310665)",yes,猪鹿倉橋,,,
124295208,residential,False,True,82.927,"LINESTRING (130.4066 31.631356, 130.406548 31.631278, 130.406488 31.631193, 130.4063282 31.6307684, 130.4063094 31.6306585)",,,,,
124295503,unclassified,False,True,11.209999999999997,"LINESTRING (130.4066 31.631356, 130.406592 31.631378, 130.406591 31.631396, 130.406594 31.631413, 130.406607 31.631433, 130.406622 31.631448)",,,,,
124295503,unclassified,False,False,11.209999999999999,"LINESTRING (130.406622 31.631448, 130.406607 31.631433, 130.406594 31.631413, 130.406591 31.631396, 130.406592 31.631378, 130.4066 31.631356)",,,,,
124295626,unclassified,False,True,110.06700000000001,"LINESTRING (130.406622 31.631448, 130.406725 31.631576, 130.406791 31.631688, 130.406798 31.631726, 130.406795 31.631763, 130.4072343 31.6322747)",,,,,
124295626,unclassified,False,False,110.067,"LINESTRING (130.4072343 31.6322747, 130.406795 31.631763, 130.406798 31.631726, 130.406791 31.631688, 130.406725 31.631576, 130.406622 31.631448)",,,,,
"[308573698, 243062357]",unclassified,False,True,300.466,"LINESTRING (130.4072343 31.6322747, 130.4066293 31.6319522, 130.4065992 31.6319361, 130.4062266 31.6316484, 130.4060581 31.6316449, 130.405689 31.631702, 130.4054175 31.6316526, 130.4052414 31.6315338, 130.4050418 31.6314394, 130.4048549 31.6313666, 130.4047472 31.6313369, 130.4046617 31.6313315, 130.4045698 31.6313396, 130.4044209 31.6313558)",,,,,
124293623,unclassified,False,False,45.358,"LINESTRING (130.4026946 31.6318898, 130.4027397 31.6322959)",,,,,
124293623,unclassified,False,True,50.795,"LINESTRING (130.4026946 31.6318898, 130.4026572 31.6314341)",,,,,
243062359,unclassified,False,False,92.968,"LINESTRING (130.4026946 31.6318898, 130.4017131 31.631864)",,,,,
124287900,primary,False,True,104.734,"LINESTRING (130.400613 31.631835, 130.4007559 31.632769)",,伊集院日吉線,40,2,37
124287926,primary,False,True,50.579,"LINESTRING (130.400613 31.631835, 130.4005367 31.6313848)",,伊集院日吉線,40,2,37
243062359,unclassified,False,True,104.202,"LINESTRING (130.400613 31.631835, 130.4017131 31.631864)",,,,,
585535708,unclassified,False,False,44.433,"LINESTRING (130.400613 31.631835, 130.4001437 31.6318312)",,,,,
124294448,unclassified,False,False,49.822,"LINESTRING (130.3981497 31.6320257, 130.3976402 31.6321378)",,,,,
124294510,tertiary,False,False,82.038,"LINESTRING (130.3981497 31.6320257, 130.3979158 31.6313153)",,,40,,
124294510,tertiary,False,True,29.179,"LINESTRING (130.3981497 31.6320257, 130.3982302 31.632279)",,,40,,
124294448,unclassified,False,True,49.822,"LINESTRING (130.3976402 31.6321378, 130.3981497 31.6320257)",,,,,
585535710,unclassified,False,True,107.524,"LINESTRING (130.3976402 31.6321378, 130.3972819 31.6312202)",,,,,
585535710,unclassified,False,False,123.31299999999999,"LINESTRING (130.3976402 31.6321378, 130.3978846 31.6328943, 130.397512 31.632962)",,,,,
124290839,unclassified,False,True,97.832,"LINESTRING (130.3986943 31.6321968, 130.3989183 31.6313379)",,,,,
124293022,unclassified,False,True,44.879,"LINESTRING (130.3986943 31.6321968, 130.3982302 31.632279)",,,,,
"[124291497, 124290926]","['unclassified', 'residential']",False,False,35.919,"LINESTRING (130.3986943 31.6321968, 130.3987264 31.6321983, 130.398746 31.6321992, 130.3990685 31.6322483)",yes,東川橋,,,
585535694,unclassified,False,True,52.714,"LINESTRING (130.3990685 31.6322483, 130.399271 31.6318067)",,,,,
"[124291497, 124290926]","['residential', 'unclassified']",False,True,35.919,"LINESTRING (130.3990685 31.6322483, 130.398746 31.6321992, 130.3987264 31.6321983, 130.3986943 31.6321968)",yes,東川橋,,,
585535694,unclassified,False,False,145.387,"LINESTRING (130.3990685 31.6322483, 130.3990379 31.632401, 130.3991452 31.6325061, 130.399333 31.6326294, 130.3996656 31.6326979, 130.4002735 31.6327486)",,,,,
585535706,unclassified,False,True,109.95400000000001,"LINESTRING (130.3990685 31.6322483, 130.4000867 31.6324057, 130.4002132 31.6324083)",,,,,
124293022,unclassified,False,False,44.879,"LINESTRING (130.3982302 31.632279, 130.3986943 31.6321968)",,,,,
124294510,tertiary,False,False,29.179,"LINESTRING (130.3982302 31.632279, 130.3981497 31.6320257)",,,40,,
124294510,tertiary,False,True,61.461,"LINESTRING (130.3982302 31.632279, 130.3983915 31.6328144)",,,40,,
124288933,residential,False,False,99.874,"LINESTRING (130.4018108 31.6327744, 130.4007559 31.632769)",,,,,
243062360,unclassified,False,False,56.04,"LINESTRING (130.4018108 31.6327744, 130.4017704 31.6322716)",,,,,
124288933,residential,False,True,153.23000000000002,"LINESTRING (130.4018108 31.6327744, 130.4022194 31.6327636, 130.4025077 31.632796, 130.402948 31.632885, 130.4033938 31.6330016)",,,,,
124287900,primary,False,False,104.734,"LINESTRING (130.4007559 31.632769, 130.400613 31.631835)",,伊集院日吉線,40,2,37
124288933,residential,False,True,99.874,"LINESTRING (130.4007559 31.632769, 130.4018108 31.6327744)",,,,,
585535694,unclassified,False,True,45.727,"LINESTRING (130.4007559 31.632769, 130.4002735 31.6327486)",,,,,
"[792519449, 124287884]",primary,False,True,41.323,"LINESTRING (130.4007559 31.632769, 130.4007981 31.6330667, 130.4008005 31.633115, 130.4008017 31.6331384)",yes,伊集院日吉線,40,2,37
"[124292832, 124294673, 124291002]",residential,False,"[False, True]",371.09700000000004,"LINESTRING (130.4051028 31.6328441, 130.406482 31.634343, 130.406053 31.634698, 130.4057861 31.6349927, 130.4055329 31.6353086, 130.4054151 31.635445)",,,,,
124295832,residential,False,True,10.564,"LINESTRING (130.4051028 31.6328441, 130.4050502 31.6328937, 130.4050369 31.6329195)",,,,,
1009899183,residential,False,True,127.3,"LINESTRING (130.4051028 31.6328441, 130.4050811 31.6327843, 130.4052729 31.6325365, 130.4051763 31.6323379, 130.4051025 31.6323458, 130.4050476 31.6323173, 130.4048518 31.6321529, 130.404677 31.6319932)",,,,,
124294626,unclassified,False,False,59.825,"LINESTRING (130.3991543 31.6329644, 130.3994858 31.6330512, 130.3997692 31.6330775)",,,,,
124296408,unclassified,False,False,79.017,"LINESTRING (130.3991543 31.6329644, 130.398895 31.632832, 130.398774 31.632774, 130.398751 31.63276, 130.3983915 31.6328144)",,,,,
585535696,residential,False,False,35.929,"LINESTRING (130.3991543 31.6329644, 130.3991485 31.6330321, 130.3991931 31.6332845)",,,,,
585535692,tertiary,False,False,75.988,"LINESTRING (130.4033938 31.6330016, 130.403336 31.63232)",,文化通り,40,,
585535701,tertiary,False,True,55.182,"LINESTRING (130.4033938 31.6330016, 130.4034262 31.6334971)",yes,文化通り,40,,
124288933,residential,False,False,153.23000000000002,"LINESTRING (130.4033938 31.6330016, 130.402948 31.632885, 130.4025077 31.632796, 130.4022194 31.6327636, 130.4018108 31.6327744)",,,,,
124288933,residential,False,True,51.59100000000001,"LINESTRING (130.4033938 31.6330016, 130.4034833 31.6330657, 130.4036987 31.6332437, 130.4037872 31.6333222)",,,,,
124295983,unclassified,False,False,15.761000000000001,"LINESTRING (130.397512 31.632962, 130.397419 31.632872, 130.3974002 31.6328571)",,,,,
"[124296028, 124295983]",unclassified,False,True,197.424,"LINESTRING (130.397512 31.632962, 130.397577 31.633041, 130.397624 31.633122, 130.397656 31.63321, 130.3976879 31.6332729, 130.3978989 31.6336292, 130.3980259 31.6337984, 130.398236 31.633966, 130.3983285 31.6340474, 130.398493 31.634192, 130.3986259 31.6343195, 130.3987024 31.6343928)",,,,,
585535710,unclassified,False,True,123.31299999999999,"LINESTRING (130.397512 31.632962, 130.3978846 31.6328943, 130.3976402 31.6321378)",,,,,
124294626,unclassified,False,False,47.346,"LINESTRING (130.3997692 31.6330775, 130.4002679 31.6331093)",,,,,
585535703,residential,False,True,40.465,"LINESTRING (130.3997692 31.6330775, 130.3998193 31.6334389)",,,,,
124294626,unclassified,False,True,59.825,"LINESTRING (130.3997692 31.6330775, 130.3994858 31.6330512, 130.3991543 31.6329644)",,,,,
124290582,unclassified,False,False,122.582,"LINESTRING (130.4002679 31.6331093, 130.4004367 31.6342023)",,,,,
124294038,unclassified,False,True,50.641,"LINESTRING (130.4002679 31.6331093, 130.4008017 31.6331384)",,,,,
124294626,unclassified,False,True,47.346,"LINESTRING (130.4002679 31.6331093, 130.3997692 31.6330775)",,,,,
124294534,unclassified,False,False,30.178,"LINESTRING (130.4019603 31.6330499, 130.4019594 31.6333213)",,,,,
124290465,unclassified,False,False,110.85,"LINESTRING (130.4019603 31.6330499, 130.4012642 31.6330975, 130.4008994 31.6330998, 130.4008017 31.6331384)",,,,,
124295892,unclassified,False,False,149.513,"LINESTRING (130.4019603 31.6330499, 130.402055 31.633075, 130.4022674 31.6330997, 130.4026544 31.6331665, 130.4029361 31.6332425, 130.4031692 31.6333452, 130.4034262 31.6334971)",,,,,
124294038,unclassified,False,False,50.641,"LINESTRING (130.4008017 31.6331384, 130.4002679 31.6331093)",,,,,
124290465,unclassified,False,True,110.85,"LINESTRING (130.4008017 31.6331384, 130.4008994 31.6330998, 130.4012642 31.6330975, 130.4019603 31.6330499)",,,,,
"[792519449, 124287884]",primary,False,False,41.32300000000001,"LINESTRING (130.4008017 31.6331384, 130.4008005 31.633115, 130.4007981 31.6330667, 130.4007559 31.632769)",yes,伊集院日吉線,40,2,37
792519449,primary,False,True,111.313,"LINESTRING (130.4008017 31.6331384, 130.4009573 31.6340432, 130.400972 31.6341289)",,伊集院日吉線,40,2,37
585535701,tertiary,False,False,55.182,"LINESTRING (130.4034262 31.6334971, 130.4033938 31.6330016)",yes,文化通り,40,,
124293814,tertiary,False,True,178.65300000000002,"LINESTRING (130.4034262 31.6334971, 130.4035719 31.6349917, 130.4035854 31.635098)",,文化通り,40,,
124295892,unclassified,False,True,149.51299999999998,"LINESTRING (130.4034262 31.6334971, 130.4031692 31.6333452, 130.4029361 31.6332425, 130.4026544 31.6331665, 130.4022674 31.6330997, 130.402055 31.633075, 130.4019603 31.6330499)",,,,,
124296139,unclassified,False,False,203.99,"LINESTRING (130.4034262 31.6334971, 130.403477 31.633537, 130.4037826 31.6337792, 130.4040495 31.6341071, 130.404216 31.634439, 130.404479 31.634873, 130.404506 31.634901, 130.4045832 31.6350198)",,,,,
124288933,residential,False,False,80.954,"LINESTRING (130.404354 31.633864, 130.403991 31.633475, 130.4037872 31.6333222)",,,,,
124295832,residential,False,False,150.075,"LINESTRING (130.404354 31.633864, 130.4046435 31.6338015, 130.4047702 31.633788, 130.4048589 31.6337665, 130.4049223 31.6337044, 130.4048592 31.6336047, 130.4048462 31.6334467, 130.4048992 31.6332157, 130.4049512 31.6330857, 130.4050369 31.6329195)",,,,,
978119116,residential,False,False,204.066,"LINESTRING (130.404354 31.633864, 130.4044917 31.634022, 130.4046113 31.6342685, 130.40481 31.634613, 130.404964 31.6348863, 130.4050461 31.6350531, 130.4052088 31.635259, 130.4054151 31.635445)",,,,,
124291029,unclassified,False,True,42.243,"LINESTRING (130.3990264 31.6341316, 130.3987024 31.6343928)",,,,,
124294510,tertiary,False,False,97.975,"LINESTRING (130.3990264 31.6341316, 130.3988557 31.6339273, 130.398717 31.633718, 130.398625 31.633554, 130.398565 31.63339, 130.3985543 31.6333546)",,,40,,
124294510,tertiary,False,True,161.91500000000002,"LINESTRING (130.3990264 31.6341316, 130.3991281 31.6342008, 130.3992582 31.6342873, 130.3995468 31.6344604, 130.4005062 31.6348481)",,,40,,
124290558,tertiary,False,True,45.556,"LINESTRING (130.4019566 31.6340987, 130.4014759 31.6341173)",,,,,
124294534,unclassified,False,True,86.443,"LINESTRING (130.4019566 31.6340987, 130.4019594 31.6333213)",,,,,
124294534,unclassified,False,False,156.349,"LINESTRING (130.4019566 31.6340987, 130.4019627 31.6345026, 130.4024341 31.6344895, 130.4024229 31.63509)",,,,,
124290558,tertiary,False,False,47.723,"LINESTRING (130.400972 31.6341289, 130.4014759 31.6341173)",,,,,
792519449,primary,False,False,111.313,"LINESTRING (130.400972 31.6341289, 130.4009573 31.6340432, 130.4008017 31.6331384)",,伊集院日吉線,40,2,37
792519449,primary,False,True,104.194,"LINESTRING (130.400972 31.6341289, 130.4009807 31.6341963, 130.4010925 31.6350603)",,伊集院日吉線,40,2,37
124290582,unclassified,False,True,122.582,"LINESTRING (130.4004367 31.6342023, 130.4002679 31.6331093)",,,,,
124292871,unclassified,False,False,72.111,"LINESTRING (130.4004367 31.6342023, 130.4005062 31.6348481)",,,,,
585535696,residential,False,True,50.569,"LINESTRING (130.4004367 31.6342023, 130.4002235 31.6341732, 130.3999794 31.634132, 130.399913 31.6341149)",,,,,
124291029,unclassified,False,False,42.243,"LINESTRING (130.3987024 31.6343928, 130.3990264 31.6341316)",,,,,
124295977,unclassified,False,False,197.857,"LINESTRING (130.3987024 31.6343928, 130.3990256 31.6345823, 130.399632 31.634908, 130.4003843 31.6354434)",,,,,
"[124296028, 124295983]",unclassified,False,False,197.42399999999998,"LINESTRING (130.3987024 31.6343928, 130.3986259 31.6343195, 130.398493 31.634192, 130.3983285 31.6340474, 130.398236 31.633966, 130.3980259 31.6337984, 130.3978989 31.6336292, 130.3976879 31.6332729, 130.397656 31.63321, 130.397624 31.633122, 130.397577 31.633041, 130.397512 31.632962)",,,,,
124292871,unclassified,False,False,67.193,"LINESTRING (130.4005062 31.6348481, 130.4003843 31.6354434)",,,,,
124292871,unclassified,False,True,72.111,"LINESTRING (130.4005062 31.6348481, 130.4004367 31.6342023)",,,,,
124294510,tertiary,False,True,60.313,"LINESTRING (130.4005062 31.6348481, 130.4010925 31.6350603)",,,40,,
124294510,tertiary,False,False,161.91499999999996,"LINESTRING (130.4005062 31.6348481, 130.3995468 31.6344604, 130.3992582 31.6342873, 130.3991281 31.6342008, 130.3990264 31.6341316)",,,40,,
124290671,unclassified,False,True,37.917,"LINESTRING (130.4045832 31.6350198, 130.4041859 31.6350629)",,,,,
124294793,unclassified,False,True,61.498999999999995,"LINESTRING (130.4045832 31.6350198, 130.404677 31.635172, 130.4049221 31.635491)",,,,,
124296139,unclassified,False,True,203.99,"LINESTRING (130.4045832 31.6350198, 130.404506 31.634901, 130.404479 31.634873, 130.404216 31.634439, 130.4040495 31.6341071, 130.4037826 31.6337792, 130.403477 31.633537, 130.4034262 31.6334971)",,,,,
124290671,unclassified,False,False,56.984,"LINESTRING (130.4035854 31.635098, 130.4041859 31.6350629)",,,,,
124293814,tertiary,False,True,79.36,"LINESTRING (130.4035854 31.635098, 130.4036609 31.6358088)",,文化通り,40,,
124293859,tertiary,False,True,110.06,"LINESTRING (130.4035854 31.635098, 130.4024229 31.63509)",,,,,
124293814,tertiary,False,False,178.65300000000002,"LINESTRING (130.4035854 31.635098, 130.4035719 31.6349917, 130.4034262 31.6334971)",,文化通り,40,,
124293859,tertiary,False,False,110.06,"LINESTRING (130.4024229 31.63509, 130.4035854 31.635098)",,,,,
124293859,tertiary,False,True,28.493,"LINESTRING (130.4024229 31.63509, 130.402122 31.6350954)",,,,,
124294534,unclassified,False,True,156.349,"LINESTRING (130.4024229 31.63509, 130.4024341 31.6344895, 130.4019627 31.6345026, 130.4019566 31.6340987)",,,,,
124293553,unclassified,False,False,78.595,"LINESTRING (130.402122 31.6350954, 130.4022082 31.6357984)",,,,,
124293859,tertiary,False,False,28.493,"LINESTRING (130.402122 31.6350954, 130.4024229 31.63509)",,,,,
124293859,tertiary,False,True,47.114,"LINESTRING (130.402122 31.6350954, 130.4016246 31.6350819)",,,,,
124293859,tertiary,False,False,47.114,"LINESTRING (130.4016246 31.6350819, 130.402122 31.6350954)",,,,,
124293859,tertiary,False,True,50.432,"LINESTRING (130.4016246 31.6350819, 130.4010925 31.6350603)",,,,,
585535713,residential,False,False,108.179,"LINESTRING (130.4016246 31.6350819, 130.4014759 31.6341173)",,,,,
585535713,residential,False,True,92.34,"LINESTRING (130.4016246 31.6350819, 130.4017476 31.6359057)",,,,,
124287908,primary,False,True,97.006,"LINESTRING (130.4010925 31.6350603, 130.4012192 31.635926)",,伊集院日吉線,40,2,37
124293859,tertiary,False,False,50.432,"LINESTRING (130.4010925 31.6350603, 130.4016246 31.6350819)",,,,,
124294510,tertiary,False,False,60.313,"LINESTRING (130.4010925 31.6350603, 130.4005062 31.6348481)",,,40,,
792519449,primary,False,False,104.194,"LINESTRING (130.4010925 31.6350603, 130.4009807 31.6341963, 130.400972 31.6341289)",,伊集院日吉線,40,2,37
124292871,unclassified,False,True,67.193,"LINESTRING (130.4003843 31.6354434, 130.4005062 31.6348481)",,,,,
124295977,unclassified,False,False,103.43799999999999,"LINESTRING (130.4003843 31.6354434, 130.4009413 31.635838, 130.4009759 31.6358596, 130.4012382 31.6360231)",,,,,
124295977,unclassified,False,True,197.85699999999997,"LINESTRING (130.4003843 31.6354434, 130.399632 31.634908, 130.3990256 31.6345823, 130.3987024 31.6343928)",,,,,
124294793,unclassified,False,True,32.271,"LINESTRING (130.4049221 31.635491, 130.405153 31.6357045)",,,,,
585535716,residential,False,True,40.78,"LINESTRING (130.4049221 31.635491, 130.4048756 31.6358556)",,,,,
124294793,unclassified,False,False,61.498999999999995,"LINESTRING (130.4049221 31.635491, 130.404677 31.635172, 130.4045832 31.6350198)",,,,,
124294793,unclassified,False,False,32.271,"LINESTRING (130.405153 31.6357045, 130.4049221 31.635491)",,,,,
"[124292936, 124291002]","['unclassified', 'residential']",False,True,38.071,"LINESTRING (130.405153 31.6357045, 130.40539 31.6354741, 130.4054151 31.635445)",yes,原掛橋,,,
124295824,unclassified,False,False,232.614,"LINESTRING (130.405153 31.6357045, 130.4054852 31.6358962, 130.4063691 31.6362709, 130.4067066 31.6364396, 130.4069771 31.6366457, 130.4071506 31.6368685)",,,,,
585535717,residential,False,True,169.86499999999998,"LINESTRING (130.405153 31.6357045, 130.4050514 31.6363517, 130.4049951 31.6365755, 130.4049173 31.636724, 130.4047939 31.6368245, 130.4046464 31.6368975, 130.4044231 31.636928)",,,,,
585535713,residential,False,False,92.34,"LINESTRING (130.4017476 31.6359057, 130.4016246 31.6350819)",,,,,
124296057,unclassified,False,False,50.214999999999996,"LINESTRING (130.4017476 31.6359057, 130.401462 31.6359, 130.40135 31.635911, 130.4012192 31.635926)",,,,,
124296057,unclassified,False,True,56.242000000000004,"LINESTRING (130.4017476 31.6359057, 130.4018436 31.6359548, 130.4019749 31.636064, 130.4021055 31.6361295, 130.402251 31.6361471)",,,,,
124287908,primary,False,False,97.006,"LINESTRING (130.4012192 31.635926, 130.4010925 31.6350603)",,伊集院日吉線,40,2,37
124287908,primary,False,True,10.946,"LINESTRING (130.4012192 31.635926, 130.4012382 31.6360231)",,伊集院日吉線,40,2,37
