osmid,lanes,ref,name,highway,oneway,reversed,length,bridge,geometry,est_width
1261404723,,,,tertiary_link,True,False,31.479999999999997,,"LINESTRING (131.184076 34.370181, 131.1840835 34.3702289, 131.1840821 34.3702673, 131.1840675 34.370307, 131.1840398 34.3703383, 131.1840034 34.3703587, 131.1839582 34.3703683, 131.1839087 34.3703743)",
112857017,,,,tertiary,False,True,177.837,,"LINESTRING (131.1839087 34.3703743, 131.1819817 34.3702071)",
112857017,,,,tertiary,False,False,38.165,,"LINESTRING (131.1839087 34.3703743, 131.1839562 34.3703784, 131.1841739 34.3703913, 131.1843236 34.3703864)",
112857094,,56,仙崎港線,primary,False,False,132.459,,"LINESTRING (131.1821061 34.3690203, 131.1819817 34.3702071)",5.5m〜13.0m
112857094,,56,仙崎港線,primary,False,True,23.526,,"LINESTRING (131.1821061 34.3690203, 131.1821191 34.368809)",5.5m〜13.0m
1261404724,,,,primary_link,True,False,26.680000000000003,,"LINESTRING (131.1821061 34.3690203, 131.1821348 34.3689893, 131.1821826 34.368961, 131.1822259 34.3689474, 131.1822752 34.3689412, 131.1823156 34.3689437, 131.182363 34.3689494)",
708196539,2,191,国道191号,trunk,True,False,209.599,,"LINESTRING (131.182363 34.3689494, 131.1825872 34.3690471, 131.1828179 34.369177, 131.1830538 34.369341, 131.1834216 34.369638, 131.184076 34.370181)",
112857259,,,,unclassified,False,False,69.491,,"LINESTRING (131.186309 34.3706184, 131.1855565 34.3705493)",
112857259,,,,unclassified,False,True,53.986999999999995,,"LINESTRING (131.186309 34.3706184, 131.1867594 34.3706597, 131.1868934 34.3706736)",
1261404725,,,,unclassified,False,True,129.528,,"LINESTRING (131.186309 34.3706184, 131.1862325 34.3709228, 131.1860861 34.3709782, 131.1860607 34.3710078, 131.1860293 34.3712359, 131.1856394 34.3711755, 131.185617 34.371178, 131.1855856 34.3711965, 131.1855319 34.3712598)",
