osmid,highway,oneway,reversed,length,geometry,bridge,lanes,maxspeed,access
160105329,unclassified,False,True,36.162,"LINESTRING (135.6735421 34.7902946, 135.6736837 34.7900602, 135.6736637 34.7899988)",,,,
1107198392,unclassified,False,False,21.319,"LINESTRING (135.6765097 34.789577, 135.67631 34.7894777)",,,,
160214415,unclassified,False,True,44.709999999999994,"LINESTRING (135.6765097 34.789577, 135.6764668 34.7896746, 135.6767808 34.7898246)",,,,
"[1107198392, 1107198393, 160105322]",unclassified,False,True,17.327,"LINESTRING (135.6765097 34.789577, 135.676513 34.7895729, 135.6765544 34.7895205, 135.6766132 34.7894464)",yes,,,
160105332,unclassified,False,True,54.945,"LINESTRING (135.6757662 34.789741, 135.6752453 34.7894937)",,,,
160214441,unclassified,False,False,25.342,"LINESTRING (135.6757662 34.789741, 135.6756163 34.7899328)",,,,
928207674,unclassified,False,False,27.108,"LINESTRING (135.6757662 34.789741, 135.6760232 34.789863)",,,,
928207675,unclassified,False,True,25.948,"LINESTRING (135.6757662 34.789741, 135.6759154 34.7895424)",,,,
162096787,unclassified,False,False,12.848,"LINESTRING (135.6736637 34.7899988, 135.6737277 34.7898959)",,,,
160105329,unclassified,False,False,36.162,"LINESTRING (135.6736637 34.7899988, 135.6736837 34.7900602, 135.6735421 34.7902946)",,,,
160105329,unclassified,False,True,47.395,"LINESTRING (135.6736637 34.7899988, 135.6734993 34.7899225, 135.6734128 34.7900625, 135.6733499 34.7901643)",,,,
928207675,unclassified,False,False,24.899,"LINESTRING (135.6760585 34.7893518, 135.6759154 34.7895424)",,,,
1107198392,unclassified,False,False,4.957,"LINESTRING (135.6760585 34.7893518, 135.6760155 34.7893246)",,,,
1107198392,unclassified,False,True,26.897,"LINESTRING (135.6760585 34.7893518, 135.67631 34.7894777)",,,,
160586879,unclassified,False,False,47.738,"LINESTRING (135.6817921 34.7878983, 135.6817719 34.7883273)",,,,
160586879,unclassified,False,True,16.705,"LINESTRING (135.6817921 34.7878983, 135.6818362 34.7877525)",,,,
163322762,tertiary,False,False,88.086,"LINESTRING (135.6817921 34.7878983, 135.6808472 34.7880575)",,2,20,
163322762,tertiary,False,True,128.915,"LINESTRING (135.6817921 34.7878983, 135.6820295 34.7878944, 135.6831957 34.7877819)",,2,20,
160185177,unclassified,False,False,53.325,"LINESTRING (135.6791778 34.7881294, 135.6791885 34.7880989, 135.679284 34.7878545, 135.6793592 34.7876736)",,,,
163322762,tertiary,False,False,91.444,"LINESTRING (135.6791778 34.7881294, 135.6786444 34.7880631, 135.6782341 34.7879354, 135.6782123 34.7879291)",,2,20,
163322762,tertiary,False,True,112.08,"LINESTRING (135.6791778 34.7881294, 135.679808 34.7881522, 135.680404 34.7881726)",,2,20,
1108425900,tertiary,False,False,12.8,"LINESTRING (135.6791778 34.7881294, 135.6791727 34.7881661, 135.6791633 34.7882439)",,2,,
163322762,tertiary,False,False,42.449,"LINESTRING (135.6808472 34.7880575, 135.680404 34.7881726)",,2,20,
163322762,tertiary,False,True,88.086,"LINESTRING (135.6808472 34.7880575, 135.6817921 34.7878983)",,2,20,
168534947,unclassified,False,False,44.177,"LINESTRING (135.6808472 34.7880575, 135.6810045 34.7884332)",,,,
168534947,unclassified,False,True,37.683,"LINESTRING (135.6808472 34.7880575, 135.6809282 34.7877252)",,,,
163322762,tertiary,False,False,48.332,"LINESTRING (135.6837177 34.7877102, 135.6831957 34.7877819)",,2,20,
163322762,tertiary,False,True,42.449,"LINESTRING (135.680404 34.7881726, 135.6808472 34.7880575)",,2,20,
160586888,unclassified,False,True,47.492000000000004,"LINESTRING (135.680404 34.7881726, 135.6804117 34.7881389, 135.6804978 34.7877525)",,,,
163322762,tertiary,False,False,112.08,"LINESTRING (135.680404 34.7881726, 135.679808 34.7881522, 135.6791778 34.7881294)",,2,20,
160185161,tertiary,False,True,38.481,"LINESTRING (135.6729942 34.7942733, 135.6734138 34.7943054)",,2,,
478410028,residential,False,True,50.465,"LINESTRING (135.6729942 34.7942733, 135.6732236 34.7946862)",,,,
160185169,unclassified,False,False,37.724,"LINESTRING (135.6775887 34.7881008, 135.6777349 34.7877835)",,,,
160185169,unclassified,False,True,34.887,"LINESTRING (135.6775887 34.7881008, 135.6774279 34.7883854)",,,,
160185150,unclassified,False,False,107.833,"LINESTRING (135.6763998 34.7879084, 135.6774279 34.7883854)",,,,
160185171,unclassified,False,True,39.358999999999995,"LINESTRING (135.6763998 34.7879084, 135.6761896 34.7881676, 135.6761632 34.7882042)",,,,
160185161,tertiary,False,False,49.785,"LINESTRING (135.676388 34.794745, 135.6758517 34.7946644)",,2,,
167049480,unclassified,False,False,22.865,"LINESTRING (135.676388 34.794745, 135.6763719 34.7945398)",,,,
160185161,tertiary,False,True,59.757,"LINESTRING (135.676388 34.794745, 135.6768035 34.7948022, 135.6770334 34.7948339)",,2,,
160185161,tertiary,False,False,33.13,"LINESTRING (135.6757381 34.7946455, 135.6754072 34.7945233)",,2,,
160185161,tertiary,False,True,10.584,"LINESTRING (135.6757381 34.7946455, 135.6758517 34.7946644)",,2,,
160307398,residential,False,False,72.47200000000001,"LINESTRING (135.6757381 34.7946455, 135.6755893 34.7949532, 135.6755805 34.7952738)",,,,
160185161,tertiary,False,False,6.196,"LINESTRING (135.6746626 34.7944032, 135.6745952 34.7943968)",,2,,
160185161,tertiary,False,True,49.986,"LINESTRING (135.6746626 34.7944032, 135.6752071 34.7944495)",,2,,
467060144,residential,False,False,37.454,"LINESTRING (135.6746626 34.7944032, 135.6746235 34.7947385)",,,,
160185161,tertiary,False,False,20.029,"LINESTRING (135.674169 34.7943548, 135.6739499 34.7943464)",,2,,
160185161,tertiary,False,True,8.839,"LINESTRING (135.674169 34.7943548, 135.6742649 34.7943656)",,2,,
160200596,unclassified,False,True,39.951,"LINESTRING (135.674169 34.7943548, 135.6741091 34.7939989)",,,,
160185161,tertiary,False,True,119.532,"LINESTRING (135.6791766 34.7950075, 135.6790934 34.7939347)",,2,,
160217087,unclassified,False,False,35.678,"LINESTRING (135.6791766 34.7950075, 135.6791609 34.7953281)",,,,
160185161,tertiary,False,False,64.016,"LINESTRING (135.6791766 34.7950075, 135.6787276 34.795039, 135.6784789 34.7950149)",,2,,
160185174,tertiary,False,False,122.58699999999999,"LINESTRING (135.6791766 34.7950075, 135.6798112 34.7949252, 135.680461 34.7947114)",,,,
160185161,tertiary,False,False,19.027,"LINESTRING (135.6777942 34.7949289, 135.6775881 34.7949037)",,2,,
160185161,tertiary,False,True,6.003,"LINESTRING (135.6777942 34.7949289, 135.677859 34.794938)",,2,,
160200564,unclassified,False,False,45.753,"LINESTRING (135.6777942 34.7949289, 135.6777808 34.7945589, 135.6777813 34.7945176)",,,,
928207669,tertiary,False,False,44.348,"LINESTRING (135.6757332 34.7880078, 135.6753089 34.7878138)",,,,
160185149,unclassified,False,True,47.5,"LINESTRING (135.6757332 34.7880078, 135.6757586 34.7879747, 135.6760166 34.7876496)",,,,
928207669,tertiary,False,True,40.27,"LINESTRING (135.6757332 34.7880078, 135.6760437 34.7881496, 135.6761186 34.7881838)",,,,
164184191,unclassified,False,True,76.034,"LINESTRING (135.6835868 34.7949416, 135.6832289 34.795559)",,,,
160185174,tertiary,False,True,51.298,"LINESTRING (135.6835868 34.7949416, 135.6833675 34.7948814, 135.6831656 34.7948494, 135.6830416 34.7948369)",,,,
173581150,unclassified,False,False,94.293,"LINESTRING (135.6835868 34.7949416, 135.6835333 34.7949534, 135.6834254 34.7950376, 135.683176 34.7951107, 135.6830553 34.7951664, 135.6828192 34.795292, 135.6826962 34.7953532)",,,,
928207669,tertiary,False,True,44.348,"LINESTRING (135.6753089 34.7878138, 135.6757332 34.7880078)",,,,
160185159,unclassified,False,False,65.071,"LINESTRING (135.6790274 34.7931717, 135.6797398 34.7931578)",,,,
160185161,tertiary,False,False,27.912,"LINESTRING (135.6790274 34.7931717, 135.6790427 34.7934224)",,2,,
160185161,tertiary,False,True,23.351,"LINESTRING (135.6790274 34.7931717, 135.6790098 34.7929622)",,2,,
160185159,unclassified,False,True,27.067,"LINESTRING (135.6832528 34.7934213, 135.6829572 34.7934033)",,,,
160318561,unclassified,False,True,46.366,"LINESTRING (135.6832528 34.7934213, 135.6833034 34.7930064)",,,,
321469831,unclassified,False,False,22.895,"LINESTRING (135.6832528 34.7934213, 135.6835023 34.7934416)",,,,
160318561,unclassified,False,False,24.626,"LINESTRING (135.6832528 34.7934213, 135.6832328 34.793546, 135.6832278 34.7936416)",,,,
160185159,unclassified,False,False,48.903,"LINESTRING (135.681333 34.7932766, 135.6818669 34.793311)",,,,
160185159,unclassified,False,True,24.58,"LINESTRING (135.681333 34.7932766, 135.6810654 34.7932527)",,,,
160318560,unclassified,False,False,24.975,"LINESTRING (135.681333 34.7932766, 135.6813588 34.793053)",,,,
160318560,unclassified,False,True,28.129,"LINESTRING (135.681333 34.7932766, 135.6812998 34.7935281)",,,,
160307385,unclassified,False,True,15.02,"LINESTRING (135.6791684 34.7887544, 135.6791443 34.7887512, 135.6790044 34.7887455)",,,,
168534947,unclassified,False,True,157.49099999999999,"LINESTRING (135.6791684 34.7887544, 135.6792784 34.7887634, 135.6794978 34.7887681, 135.6797305 34.7887584, 135.6798548 34.7887212, 135.6803265 34.7887395, 135.6805705 34.7886877, 135.6808727 34.7886536)",,,,
1108425900,tertiary,False,False,27.48,"LINESTRING (135.6791684 34.7887544, 135.679168 34.7887685, 135.679163 34.7890015)",,2,,
1108425900,tertiary,False,True,56.772999999999996,"LINESTRING (135.6791684 34.7887544, 135.6791689 34.7884134, 135.6791633 34.7882439)",,2,,
160185159,unclassified,False,False,36.208,"LINESTRING (135.6818669 34.793311, 135.6822604 34.7933511)",,,,
160185159,unclassified,False,True,48.903,"LINESTRING (135.6818669 34.793311, 135.681333 34.7932766)",,,,
160318559,unclassified,False,False,24.797,"LINESTRING (135.6818669 34.793311, 135.6818962 34.7930893)",,,,
160318559,unclassified,False,True,28.487,"LINESTRING (135.6818669 34.793311, 135.6818301 34.7935654)",,,,
160185161,tertiary,False,False,49.986,"LINESTRING (135.6752071 34.7944495, 135.6746626 34.7944032)",,2,,
160185161,tertiary,False,True,20.03,"LINESTRING (135.6752071 34.7944495, 135.6754072 34.7945233)",,2,,
160200597,unclassified,False,True,60.155,"LINESTRING (135.6752071 34.7944495, 135.6753293 34.7939179)",,,,
160185174,tertiary,False,False,38.253,"LINESTRING (135.6807519 34.7946157, 135.6811682 34.7946541)",,,,
160185174,tertiary,False,True,28.615,"LINESTRING (135.6807519 34.7946157, 135.680461 34.7947114)",,,,
164184189,unclassified,False,True,137.878,"LINESTRING (135.6807519 34.7946157, 135.6807698 34.7946629, 135.6811174 34.7958187)",,,,
160185161,tertiary,False,False,49.165,"LINESTRING (135.6739499 34.7943464, 135.6734138 34.7943054)",,2,,
160185161,tertiary,False,True,20.029,"LINESTRING (135.6739499 34.7943464, 135.674169 34.7943548)",,2,,
160185150,unclassified,False,True,107.833,"LINESTRING (135.6774279 34.7883854, 135.6763998 34.7879084)",,,,
160185169,unclassified,False,False,34.887,"LINESTRING (135.6774279 34.7883854, 135.6775887 34.7881008)",,,,
160185169,unclassified,False,True,30.065,"LINESTRING (135.6774279 34.7883854, 135.6772801 34.788627)",,,,
30370684,tertiary,False,False,34.323,"LINESTRING (135.6791124 34.7902375, 135.6790405 34.7902137, 135.6787683 34.7901134)",,,,
30370684,tertiary,False,True,26.188,"LINESTRING (135.6791124 34.7902375, 135.6791782 34.7902664, 135.6793705 34.79034)",,,,
1108425900,tertiary,False,False,94.128,"LINESTRING (135.6791124 34.7902375, 135.6791092 34.7902957, 135.6790573 34.7910828)",,2,,
1108425900,tertiary,False,True,96.521,"LINESTRING (135.6791124 34.7902375, 135.6791176 34.7901916, 135.6791568 34.7893703)",,2,,
160185169,unclassified,False,True,37.724,"LINESTRING (135.6777349 34.7877835, 135.6775887 34.7881008)",,,,
163322762,tertiary,False,True,46.518,"LINESTRING (135.6777349 34.7877835, 135.6778988 34.7878384, 135.6781402 34.7879082, 135.6782123 34.7879291)",,2,20,
160185179,unclassified,False,True,24.166,"LINESTRING (135.6762577 34.7890164, 135.6761142 34.789199)",,,,
446765808,unclassified,False,False,53.283,"LINESTRING (135.6762577 34.7890164, 135.6767464 34.7892782)",,,,
446765808,unclassified,False,True,45.538,"LINESTRING (135.6762577 34.7890164, 135.67584 34.7887927)",,,,
160185161,tertiary,False,False,99.78,"LINESTRING (135.6790477 34.7914303, 135.6790311 34.7922678, 135.6790334 34.7923275)",,2,,
"[160185161, 1108425900, 1108425901]",tertiary,False,True,38.656,"LINESTRING (135.6790477 34.7914303, 135.6790514 34.7911843, 135.6790517 34.7911794, 135.679057 34.7910877, 135.6790573 34.7910828)",yes,2,,
168134596,unclassified,False,False,64.493,"LINESTRING (135.6790477 34.7914303, 135.6790898 34.7914318, 135.6792936 34.7914554, 135.6794009 34.7914929, 135.6796932 34.7916382)",,,,
160185165,unclassified,False,False,40.625,"LINESTRING (135.6760166 34.7876496, 135.6763892 34.7878492)",,,,
160185149,unclassified,False,False,47.5,"LINESTRING (135.6760166 34.7876496, 135.6757586 34.7879747, 135.6757332 34.7880078)",,,,
160185174,tertiary,False,False,12.586,"LINESTRING (135.6826965 34.7948022, 135.6828333 34.794816)",,,,
160185174,tertiary,False,True,140.52999999999997,"LINESTRING (135.6826965 34.7948022, 135.6826243 34.7947932, 135.68255 34.7947876, 135.6816941 34.7947026, 135.6811682 34.7946541)",,,,
164184189,unclassified,False,False,62.830000000000005,"LINESTRING (135.6826965 34.7948022, 135.6826913 34.7948407, 135.6826355 34.7952483, 135.6826962 34.7953532)",,,,
1107198392,unclassified,False,True,4.957,"LINESTRING (135.6760155 34.7893246, 135.6760585 34.7893518)",,,,
"[1107198392, 928207666]",unclassified,False,False,60.260999999999996,"LINESTRING (135.6760155 34.7893246, 135.6755522 34.7890879, 135.6754919 34.7891676)",,,,
"[160185179, 1107198396, 1107198397]",unclassified,False,False,16.622,"LINESTRING (135.6760155 34.7893246, 135.6760188 34.7893204, 135.6760532 34.7892767, 135.6761142 34.789199)",yes,,,
160185161,tertiary,False,False,3.779,"LINESTRING (135.6790069 34.7929283, 135.6790098 34.7929622)",,2,,
160185161,tertiary,False,True,31.05,"LINESTRING (135.6790069 34.7929283, 135.6790176 34.7926492)",,2,,
160318563,unclassified,False,False,25.863,"LINESTRING (135.6790069 34.7929283, 135.6787237 34.7929252)",,,,
160185161,tertiary,False,False,35.801,"LINESTRING (135.6790334 34.7923275, 135.6790176 34.7926492)",,2,,
160185161,tertiary,False,True,99.78,"LINESTRING (135.6790334 34.7923275, 135.6790311 34.7922678, 135.6790477 34.7914303)",,2,,
160200576,unclassified,False,False,117.964,"LINESTRING (135.6790334 34.7923275, 135.6789928 34.7923149, 135.6785504 34.7921835, 135.6783641 34.7921354, 135.6782001 34.7920997, 135.677798 34.7920222)",,,,
160200598,unclassified,False,False,195.863,"LINESTRING (135.6790334 34.7923275, 135.6790804 34.7923241, 135.6796663 34.7922812, 135.6798794 34.7923553, 135.6800807 34.7923806, 135.6806409 34.7923163, 135.6807704 34.7923022, 135.6809273 34.7922435, 135.6809656 34.7920775)",,,,
928207669,tertiary,False,False,4.662,"LINESTRING (135.6761632 34.7882042, 135.6761186 34.7881838)",,,,
30370684,tertiary,False,True,103.98100000000001,"LINESTRING (135.6761632 34.7882042, 135.6770547 34.7886402, 135.6771358 34.7886897)",,,,
160185171,unclassified,False,False,39.358999999999995,"LINESTRING (135.6761632 34.7882042, 135.6761896 34.7881676, 135.6763998 34.7879084)",,,,
160105322,unclassified,False,False,19.602,"LINESTRING (135.6767464 34.7892782, 135.6766294 34.789426)",,,,
160105322,unclassified,False,True,28.182,"LINESTRING (135.6767464 34.7892782, 135.6769125 34.7890646)",,,,
446765808,unclassified,False,True,53.283,"LINESTRING (135.6767464 34.7892782, 135.6762577 34.7890164)",,,,
160185159,unclassified,False,False,46.901,"LINESTRING (135.6797398 34.7931578, 135.6802507 34.7932011)",,,,
160185159,unclassified,False,True,65.071,"LINESTRING (135.6797398 34.7931578, 135.6790274 34.7931717)",,,,
164918641,unclassified,False,False,28.213,"LINESTRING (135.6797398 34.7931578, 135.6797662 34.792905)",,,,
164918641,unclassified,False,True,46.533,"LINESTRING (135.6797398 34.7931578, 135.6796999 34.793575)",,,,
30370684,tertiary,False,False,61.102000000000004,"LINESTRING (135.6836974 34.7921344, 135.6836739 34.79212, 135.6836263 34.7920871, 135.6834375 34.7919884, 135.6831283 34.7918472)",,,,
163391849,residential,False,False,30.8,"LINESTRING (135.6763685 34.7918541, 135.6762976 34.7921249)",,,,
160200576,unclassified,False,False,104.026,"LINESTRING (135.6763685 34.7918541, 135.6759205 34.7917842, 135.675455 34.7917024, 135.6752599 34.7916453)",,,,
160200576,unclassified,False,True,51.026,"LINESTRING (135.6763685 34.7918541, 135.6763779 34.7917966, 135.6765012 34.791779, 135.6765643 34.791801, 135.6766152 34.7918188, 135.676842 34.791881)",,,,
160200558,unclassified,False,False,13.538,"LINESTRING (135.6776089 34.7924861, 135.6776794 34.792379)",,,,
160200594,unclassified,False,False,12.026,"LINESTRING (135.6776089 34.7924861, 135.6775305 34.792573)",,,,
160200558,unclassified,False,True,46.864999999999995,"LINESTRING (135.6776089 34.7924861, 135.6778317 34.7925085, 135.6781202 34.7925185)",,,,
160200576,unclassified,False,True,11.108,"LINESTRING (135.6744248 34.7908453, 135.6745269 34.7908996)",,,,
160200583,unclassified,False,False,50.215,"LINESTRING (135.6760232 34.789863, 135.67631 34.7894777)",,,,
160200590,unclassified,False,True,58.242,"LINESTRING (135.6760232 34.789863, 135.6756474 34.7902862)",,,,
928207674,unclassified,False,True,27.108,"LINESTRING (135.6760232 34.789863, 135.6757662 34.789741)",,,,
160200539,unclassified,False,False,38.534,"LINESTRING (135.6832939 34.7902241, 135.6829895 34.7899841)",,,,
160447304,unclassified,False,True,73.368,"LINESTRING (135.6832939 34.7902241, 135.6833325 34.7903607, 135.6833617 34.7905195, 135.6833523 34.7908784)",,,,
160200576,unclassified,False,False,35.541,"LINESTRING (135.6749509 34.7915653, 135.6751592 34.7912953)",,,,
160200576,unclassified,False,True,29.586,"LINESTRING (135.6749509 34.7915653, 135.6752599 34.7916453)",,,,
160200596,unclassified,False,False,54.241,"LINESTRING (135.6749509 34.7915653, 135.6746049 34.7919618)",,,,
160200576,unclassified,False,False,11.108,"LINESTRING (135.6745269 34.7908996, 135.6744248 34.7908453)",,,,
160200576,unclassified,False,True,37.995000000000005,"LINESTRING (135.6745269 34.7908996, 135.6746546 34.7909083, 135.6749425 34.7909121)",,,,
163391866,residential,False,False,29.732,"LINESTRING (135.6745269 34.7908996, 135.6744325 34.7910201, 135.6745581 34.7910891)",,,,
160200590,unclassified,False,False,58.242,"LINESTRING (135.6756474 34.7902862, 135.6760232 34.789863)",,,,
160200590,unclassified,False,True,23.416,"LINESTRING (135.6756474 34.7902862, 135.6754384 34.7901642)",,,,
160214439,unclassified,False,False,32.972,"LINESTRING (135.6756474 34.7902862, 135.6754738 34.7905462)",,,,
160214415,unclassified,False,False,72.48299999999999,"LINESTRING (135.6756474 34.7902862, 135.6758376 34.7903795, 135.6759758 34.7904458, 135.6760333 34.7904641, 135.6760999 34.7904515, 135.6762644 34.7902894, 135.6762782 34.7902721)",,,,
160200558,unclassified,False,False,46.864999999999995,"LINESTRING (135.6781202 34.7925185, 135.6778317 34.7925085, 135.6776089 34.7924861)",,,,
160200558,unclassified,False,True,83.325,"LINESTRING (135.6781202 34.7925185, 135.6783472 34.7925368, 135.678982 34.7926461, 135.6790176 34.7926492)",,,,
160200592,unclassified,False,True,80.088,"LINESTRING (135.6781202 34.7925185, 135.6781185 34.7927556, 135.6781267 34.7929264, 135.6780919 34.7932373)",,,,
160200539,unclassified,False,False,62.804,"LINESTRING (135.6809778 34.7895247, 135.6805361 34.7894982, 135.6802919 34.7894834)",,,,
160200539,unclassified,False,True,142.805,"LINESTRING (135.6809778 34.7895247, 135.681043 34.7896668, 135.6811979 34.7898239, 135.6812432 34.7898765, 135.6813073 34.7899218, 135.6818241 34.7900038, 135.6819251 34.7900188, 135.6822646 34.7900428)",,,,
168537750,unclassified,False,True,78.702,"LINESTRING (135.6809778 34.7895247, 135.6810198 34.7894925, 135.6810316 34.7892282, 135.681028 34.7888321)",,,,
