osmid,highway,oneway,reversed,length,geometry,lanes,tunnel,ref,name,maxspeed
"[625776065, 625776066, 133799527]",unclassified,False,True,60.013999999999996,"LINESTRING (134.7595119 34.9489578, 134.7595489 34.9490919, 134.7596259 34.9493601, 134.7596635 34.949483)",,yes,,,
204798173,tertiary,False,True,76.78,"LINESTRING (134.7579722 34.9491088, 134.7581199 34.9497886)",2,,,,
133799558,residential,False,False,98.495,"LINESTRING (134.7579722 34.9491088, 134.7578976 34.9491192, 134.7569067 34.9492567)",,,,,
133799558,residential,False,True,139.95600000000002,"LINESTRING (134.7579722 34.9491088, 134.7580479 34.9490999, 134.7594498 34.9488811, 134.7594812 34.948876)",,,,,
204798173,tertiary,False,False,327.74,"LINESTRING (134.7579722 34.9491088, 134.7576655 34.9476078, 134.7573765 34.9462021)",2,,,,
133798488,unclassified,False,True,321.557,"LINESTRING (134.7569067 34.9492567, 134.7568196 34.9492748, 134.7567 34.949289, 134.7564179 34.9491985, 134.756155 34.949122, 134.755964 34.949066, 134.755791 34.9490214, 134.7556447 34.9489754, 134.755583 34.9489488, 134.7555163 34.9487369, 134.755362 34.9483114, 134.7552912 34.9479865, 134.755209 34.9476922, 134.7551705 34.9476108, 134.7549815 34.9476067, 134.7548785 34.9476148, 134.7548101 34.9476149, 134.7547323 34.9476174)",,,,,
"[133798706, 133798571]",unclassified,False,False,86.56700000000001,"LINESTRING (134.7569067 34.9492567, 134.7568895 34.9493286, 134.7569141 34.9495589, 134.7569337 34.9496483, 134.7569924 34.9500285)",,yes,,,
"[133799426, 133799500]",unclassified,False,"[False, True]",331.567,"LINESTRING (134.7569067 34.9492567, 134.7566992 34.948459, 134.7567597 34.9483127, 134.7567595 34.9481439, 134.7567249 34.9480838, 134.7566951 34.9480082, 134.756601 34.9478487, 134.7565899 34.9477958, 134.7566432 34.9477062, 134.7565769 34.9476079, 134.7565106 34.9474895, 134.7563991 34.9471132, 134.7562345 34.946389)",,,,,
133799558,residential,False,True,98.495,"LINESTRING (134.7569067 34.9492567, 134.7578976 34.9491192, 134.7579722 34.9491088)",,,,,
133798547,tertiary,False,False,42.149,"LINESTRING (134.7604289 34.9493239, 134.7605446 34.9496909)",,,,,
133799271,residential,False,True,71.968,"LINESTRING (134.7604289 34.9493239, 134.7596635 34.949483)",,,,,
"[133798547, 133798724, 133798646]",tertiary,False,True,60.282,"LINESTRING (134.7604289 34.9493239, 134.7604053 34.9492391, 134.7603168 34.9489202, 134.7602821 34.9487953)",,yes,,,
133798547,tertiary,False,True,42.149,"LINESTRING (134.7605446 34.9496909, 134.7604289 34.9493239)",,,,,
133798704,tertiary,False,True,113.114,"LINESTRING (134.7605446 34.9496909, 134.7608253 34.9506818)",,,,,
133798130,primary,False,False,253.483,"LINESTRING (134.7605446 34.9496909, 134.7612064 34.9496991, 134.7615491 34.9497276, 134.7618929 34.9497869, 134.7624947 34.9499324, 134.7632078 34.9502225)",,,23,三木宍粟線,50
133798130,primary,False,True,219.98399999999998,"LINESTRING (134.7605446 34.9496909, 134.7603074 34.949713, 134.7592957 34.9498831, 134.7581909 34.9501206)",,,23,三木宍粟線,50
133798717,unclassified,False,False,44.834,"LINESTRING (134.7569924 34.9500285, 134.7570837 34.9504247)",,,,,
"[133798706, 133798571]",unclassified,False,True,86.56700000000001,"LINESTRING (134.7569924 34.9500285, 134.7569337 34.9496483, 134.7569141 34.9495589, 134.7568895 34.9493286, 134.7569067 34.9492567)",,yes,,,
133799141,residential,False,False,175.59500000000003,"LINESTRING (134.7569924 34.9500285, 134.7558004 34.9503071, 134.7558752 34.9506093, 134.7559017 34.9508632)",,,,,
133799271,residential,False,False,106.168,"LINESTRING (134.7569924 34.9500285, 134.7580448 34.9498046, 134.7581199 34.9497886)",,,,,
133798130,primary,False,True,253.483,"LINESTRING (134.7632078 34.9502225, 134.7624947 34.9499324, 134.7618929 34.9497869, 134.7615491 34.9497276, 134.7612064 34.9496991, 134.7605446 34.9496909)",,,23,三木宍粟線,50
133798130,primary,False,True,118.249,"LINESTRING (134.7570837 34.9504247, 134.7559017 34.9508632)",,,23,三木宍粟線,50
133798717,unclassified,False,True,44.834,"LINESTRING (134.7570837 34.9504247, 134.7569924 34.9500285)",,,,,
133798130,primary,False,False,106.54400000000001,"LINESTRING (134.7570837 34.9504247, 134.7579291 34.9501725, 134.7581909 34.9501206)",,,23,三木宍粟線,50
133798430,unclassified,False,False,98.811,"LINESTRING (134.7570837 34.9504247, 134.7575175 34.9509206, 134.7576731 34.9511681)",,,,,
133798130,primary,False,False,118.249,"LINESTRING (134.7559017 34.9508632, 134.7570837 34.9504247)",,,23,三木宍粟線,50
133798130,primary,False,True,7.081,"LINESTRING (134.7559017 34.9508632, 134.7558321 34.9508915)",,,23,三木宍粟線,50
133799141,residential,False,True,175.595,"LINESTRING (134.7559017 34.9508632, 134.7558752 34.9506093, 134.7558004 34.9503071, 134.7569924 34.9500285)",,,,,
133798704,tertiary,False,False,113.114,"LINESTRING (134.7608253 34.9506818, 134.7605446 34.9496909)",,,,,
133798947,tertiary,False,True,114.44900000000001,"LINESTRING (134.7608253 34.9506818, 134.761014 34.951378, 134.761072 34.9516905)",,,,,
133799204,residential,False,False,226.552,"LINESTRING (134.7608253 34.9506818, 134.7596559 34.9509069, 134.7591152 34.9510197, 134.7588419 34.951055, 134.7586691 34.9510622, 134.7583922 34.9510635)",,,,,
133798130,primary,False,False,7.081,"LINESTRING (134.7558321 34.9508915, 134.7559017 34.9508632)",,,23,三木宍粟線,50
133798489,residential,False,True,62.132999999999996,"LINESTRING (134.7558321 34.9508915, 134.755944 34.951136, 134.756073 34.951338, 134.7561193 34.9513964)",,,,,
133798947,tertiary,False,False,114.44900000000001,"LINESTRING (134.761072 34.9516905, 134.761014 34.951378, 134.7608253 34.9506818)",,,,,
133799103,residential,False,True,227.143,"LINESTRING (134.761072 34.9516905, 134.7606741 34.9517365, 134.760192 34.951812, 134.759372 34.951947, 134.7586229 34.9520668)",,,,,
133799276,tertiary,False,True,124.41300000000001,"LINESTRING (134.761072 34.9516905, 134.761129 34.9519042, 134.76117 34.9522206, 134.7611609 34.9525807, 134.7611478 34.9528022)",,,,,
133798635,tertiary,False,False,111.192,"LINESTRING (134.7586229 34.9520668, 134.7588374 34.9530512)",,,,,
133798882,tertiary,False,True,113.526,"LINESTRING (134.7586229 34.9520668, 134.7583922 34.9510635)",,,,,
373594753,residential,False,False,51.792,"LINESTRING (134.7586229 34.9520668, 134.7580755 34.9521919)",,,,,
133799103,residential,False,False,227.143,"LINESTRING (134.7586229 34.9520668, 134.759372 34.951947, 134.760192 34.951812, 134.7606741 34.9517365, 134.761072 34.9516905)",,,,,
133799276,tertiary,False,False,124.413,"LINESTRING (134.7611478 34.9528022, 134.7611609 34.9525807, 134.76117 34.9522206, 134.761129 34.9519042, 134.761072 34.9516905)",,,,,
133799322,tertiary,False,True,202.067,"LINESTRING (134.7611478 34.9528022, 134.761144 34.952905, 134.761103 34.953362, 134.7610791 34.9536203, 134.7610347 34.9541465, 134.7609964 34.9546151)",,,,,
133799416,residential,False,True,213.76,"LINESTRING (134.7611478 34.9528022, 134.7607062 34.9528217, 134.7601139 34.9528716, 134.7597616 34.9528564, 134.759662 34.9528677, 134.7588374 34.9530512)",,,,,
133798635,tertiary,False,True,111.192,"LINESTRING (134.7588374 34.9530512, 134.7586229 34.9520668)",,,,,
133799162,tertiary,False,False,165.609,"LINESTRING (134.7588374 34.9530512, 134.7590614 34.9545292)",,,,,
133799416,residential,False,False,213.76000000000002,"LINESTRING (134.7588374 34.9530512, 134.759662 34.9528677, 134.7597616 34.9528564, 134.7601139 34.9528716, 134.7607062 34.9528217, 134.7611478 34.9528022)",,,,,
133798276,trunk,False,False,40.059,"LINESTRING (134.7590614 34.9545292, 134.7586227 34.9545068)",2,,312,国道312号,40
133799162,tertiary,False,True,165.609,"LINESTRING (134.7590614 34.9545292, 134.7588374 34.9530512)",,,,,
133798273,trunk,False,True,176.60899999999998,"LINESTRING (134.7590614 34.9545292, 134.760132 34.9545807, 134.7609964 34.9546151)",2,,312,国道312号,40
133798276,trunk,False,True,40.059,"LINESTRING (134.7586227 34.9545068, 134.7590614 34.9545292)",2,,312,国道312号,40
133798276,trunk,False,False,35.959,"LINESTRING (134.7586227 34.9545068, 134.7584255 34.9545057, 134.7582282 34.9545097)",2,,312,国道312号,40
133798430,unclassified,False,True,265.057,"LINESTRING (134.7586227 34.9545068, 134.7584249 34.9541329, 134.758375 34.9536239, 134.7582899 34.9534655, 134.758271 34.953322, 134.758252 34.9531637, 134.7582388 34.9530112, 134.7582298 34.9527235, 134.7581208 34.9524475, 134.7580755 34.9521919)",,,,,
133798276,trunk,False,True,35.959,"LINESTRING (134.7582282 34.9545097, 134.7584255 34.9545057, 134.7586227 34.9545068)",2,,312,国道312号,40
133798489,residential,False,False,417.79699999999997,"LINESTRING (134.7582282 34.9545097, 134.7578466 34.9541171, 134.7577935 34.9537806, 134.7576908 34.9531511, 134.7576342 34.9527769, 134.7575457 34.9525362, 134.757312 34.952279, 134.7571104 34.9521155, 134.756908 34.951924, 134.756757 34.951823, 134.756463 34.951676, 134.756299 34.951592, 134.756203 34.951502, 134.7561193 34.9513964)",,,,,
133798273,trunk,False,False,176.60899999999998,"LINESTRING (134.7609964 34.9546151, 134.760132 34.9545807, 134.7590614 34.9545292)",2,,312,国道312号,40
133799322,tertiary,False,False,202.067,"LINESTRING (134.7609964 34.9546151, 134.7610347 34.9541465, 134.7610791 34.9536203, 134.761103 34.953362, 134.761144 34.952905, 134.7611478 34.9528022)",,,,,
133798700,tertiary,False,False,106.439,"LINESTRING (134.7581909 34.9501206, 134.7583922 34.9510635)",,,,,
204798173,tertiary,False,False,37.48,"LINESTRING (134.7581909 34.9501206, 134.7581199 34.9497886)",2,,,,
133798130,primary,False,False,219.984,"LINESTRING (134.7581909 34.9501206, 134.7592957 34.9498831, 134.7603074 34.949713, 134.7605446 34.9496909)",,,23,三木宍粟線,50
133798130,primary,False,True,106.54400000000001,"LINESTRING (134.7581909 34.9501206, 134.7579291 34.9501725, 134.7570837 34.9504247)",,,23,三木宍粟線,50
133798489,residential,False,False,62.133,"LINESTRING (134.7561193 34.9513964, 134.756073 34.951338, 134.755944 34.951136, 134.7558321 34.9508915)",,,,,
133798489,residential,False,True,417.79699999999997,"LINESTRING (134.7561193 34.9513964, 134.756203 34.951502, 134.756299 34.951592, 134.756463 34.951676, 134.756757 34.951823, 134.756908 34.951924, 134.7571104 34.9521155, 134.757312 34.952279, 134.7575457 34.9525362, 134.7576342 34.9527769, 134.7576908 34.9531511, 134.7577935 34.9537806, 134.7578466 34.9541171, 134.7582282 34.9545097)",,,,,
373594751,residential,False,False,145.214,"LINESTRING (134.7561193 34.9513964, 134.7576337 34.9512066, 134.7576731 34.9511681)",,,,,
133798430,unclassified,False,False,119.79599999999999,"LINESTRING (134.7576731 34.9511681, 134.7577577 34.951314, 134.7580421 34.9520857, 134.7580755 34.9521919)",,,,,
133798430,unclassified,False,True,98.811,"LINESTRING (134.7576731 34.9511681, 134.7575175 34.9509206, 134.7570837 34.9504247)",,,,,
373594751,residential,False,True,145.214,"LINESTRING (134.7576731 34.9511681, 134.7576337 34.9512066, 134.7561193 34.9513964)",,,,,
373594752,residential,False,False,66.63900000000001,"LINESTRING (134.7576731 34.9511681, 134.7582928 34.951068, 134.7583922 34.9510635)",,,,,
133798700,tertiary,False,True,106.439,"LINESTRING (134.7583922 34.9510635, 134.7581909 34.9501206)",,,,,
133798882,tertiary,False,False,113.526,"LINESTRING (134.7583922 34.9510635, 134.7586229 34.9520668)",,,,,
133799204,residential,False,True,226.55200000000002,"LINESTRING (134.7583922 34.9510635, 134.7586691 34.9510622, 134.7588419 34.951055, 134.7591152 34.9510197, 134.7596559 34.9509069, 134.7608253 34.9506818)",,,,,
373594752,residential,False,True,66.63900000000001,"LINESTRING (134.7583922 34.9510635, 134.7582928 34.951068, 134.7576731 34.9511681)",,,,,
373594753,residential,False,True,51.792,"LINESTRING (134.7580755 34.9521919, 134.7586229 34.9520668)",,,,,
133798430,unclassified,False,False,265.057,"LINESTRING (134.7580755 34.9521919, 134.7581208 34.9524475, 134.7582298 34.9527235, 134.7582388 34.9530112, 134.758252 34.9531637, 134.758271 34.953322, 134.7582899 34.9534655, 134.758375 34.9536239, 134.7584249 34.9541329, 134.7586227 34.9545068)",,,,,
133798430,unclassified,False,True,119.796,"LINESTRING (134.7580755 34.9521919, 134.7580421 34.9520857, 134.7577577 34.951314, 134.7576731 34.9511681)",,,,,
204798173,tertiary,False,False,76.78,"LINESTRING (134.7581199 34.9497886, 134.7579722 34.9491088)",2,,,,
204798173,tertiary,False,True,37.48,"LINESTRING (134.7581199 34.9497886, 134.7581909 34.9501206)",2,,,,
133799271,residential,False,False,144.732,"LINESTRING (134.7581199 34.9497886, 134.7581903 34.9497747, 134.7596497 34.9494859, 134.7596635 34.949483)",,,,,
133799271,residential,False,True,106.168,"LINESTRING (134.7581199 34.9497886, 134.7580448 34.9498046, 134.7569924 34.9500285)",,,,,
513443251,residential,False,False,341.15000000000003,"LINESTRING (134.7614095 34.9462615, 134.7613832 34.9463132, 134.7612908 34.9466138, 134.7612938 34.9468966, 134.7613647 34.9474497, 134.7614294 34.9478639, 134.7614078 34.9480356, 134.7613462 34.9482048, 134.7612261 34.9483917, 134.7610504 34.948518, 134.7608656 34.9486265, 134.7604805 34.9487377, 134.7602821 34.9487953)",,,,,
"[625761352, 625761353]",unclassified,False,False,105.784,"LINESTRING (134.7614095 34.9462615, 134.7619831 34.9464233, 134.7620374 34.9464574, 134.7620826 34.9465004, 134.7621261 34.9467229, 134.7621351 34.9468386)",,yes,,,
"[625761352, 625761353]",unclassified,False,True,105.78399999999999,"LINESTRING (134.7621351 34.9468386, 134.7621261 34.9467229, 134.7620826 34.9465004, 134.7620374 34.9464574, 134.7619831 34.9464233, 134.7614095 34.9462615)",,yes,,,
625776066,unclassified,False,True,9.516,"LINESTRING (134.7594812 34.948876, 134.7595119 34.9489578)",,,,,
133799558,residential,False,False,139.95600000000002,"LINESTRING (134.7594812 34.948876, 134.7594498 34.9488811, 134.7580479 34.9490999, 134.7579722 34.9491088)",,,,,
"[133799104, 625776066]",unclassified,False,False,338.092,"LINESTRING (134.7594812 34.948876, 134.7594225 34.9486919, 134.759395 34.9482448, 134.7593502 34.9480279, 134.7593043 34.9479761, 134.7592146 34.9479342, 134.7591095 34.9478936, 134.7590635 34.9478308, 134.7590456 34.9477279, 134.7589584 34.947428, 134.7588733 34.9470232, 134.7588262 34.9468325, 134.7586345 34.9459993)",,,,,
133799271,residential,False,False,71.968,"LINESTRING (134.7596635 34.949483, 134.7604289 34.9493239)",,,,,
133799271,residential,False,True,144.732,"LINESTRING (134.7596635 34.949483, 134.7596497 34.9494859, 134.7581903 34.9497747, 134.7581199 34.9497886)",,,,,
"[625776065, 625776066, 133799527]",unclassified,False,False,60.013999999999996,"LINESTRING (134.7596635 34.949483, 134.7596259 34.9493601, 134.7595489 34.9490919, 134.7595119 34.9489578)",,yes,,,
