osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,width,access
38126378,False,,,Kesontie,residential,,False,162.829,"LINESTRING (23.6411683 61.2980557, 23.6424319 61.298625, 23.6425426 61.2986938, 23.6426013 61.2987783, 23.642725 61.2991036, 23.6428097 61.2992224)",,
"[96525794, 725273405, 49327517]",False,1,,Puotipolku,residential,20,False,322.227,"LINESTRING (23.6411683 61.2980557, 23.641748 61.2976959, 23.6421729 61.2975747, 23.6425216 61.2975348, 23.643519 61.297743, 23.6438779 61.2978179, 23.6440082 61.2978586, 23.6453863 61.2989173)",,
28199667,False,,,Kaustalantie,residential,,True,29.89,"LINESTRING (23.6453863 61.2989173, 23.6459357 61.2988659)",,yes
28199667,False,,,Kaustalantie,residential,,False,141.99099999999999,"LINESTRING (23.6453863 61.2989173, 23.6447635 61.2990169, 23.6441884 61.2990552, 23.6428097 61.2992224)",,yes
"[96525794, 725273405, 49327517]",False,1,,Puotipolku,residential,20,True,322.227,"LINESTRING (23.6453863 61.2989173, 23.6440082 61.2978586, 23.6438779 61.2978179, 23.643519 61.297743, 23.6425216 61.2975348, 23.6421729 61.2975747, 23.641748 61.2976959, 23.6411683 61.2980557)",,
62126611,False,,,Kytötie,residential,,True,60.655,"LINESTRING (23.6404062 61.2972736, 23.6401372 61.2977224, 23.6400806 61.297796)",,
62126613,False,,,Kokkotie,residential,,True,85.495,"LINESTRING (23.6392664 61.2983841, 23.6396832 61.2983216, 23.6400806 61.297796)",,
38126378,False,,,Kesontie,residential,,False,64.868,"LINESTRING (23.6400806 61.297796, 23.6411683 61.2980557)",,
38126378,False,,,Kesontie,residential,,True,182.57600000000002,"LINESTRING (23.6400806 61.297796, 23.6390645 61.2976177, 23.6389081 61.2974582, 23.6386476 61.2972236, 23.6383871 61.2969733, 23.6379289 61.2967586, 23.6377943 61.2966918)",,
62126611,False,,,Kytötie,residential,,False,60.655,"LINESTRING (23.6400806 61.297796, 23.6401372 61.2977224, 23.6404062 61.2972736)",,
62126613,False,,,Kokkotie,residential,,False,85.495,"LINESTRING (23.6400806 61.297796, 23.6396832 61.2983216, 23.6392664 61.2983841)",,
92292011,False,,,Koulutie,residential,,True,16.386,"LINESTRING (23.6297117 61.2999699, 23.6299888 61.3000332)",,
28199682,False,,,Kaustalantie,residential,,True,63.922,"LINESTRING (23.6387594 61.2996138, 23.63991 61.2994552)",,
28199682,False,,,Kaustalantie,residential,,False,206.777,"LINESTRING (23.6387594 61.2996138, 23.6385655 61.2996245, 23.6382883 61.2996334, 23.6379218 61.2996451, 23.6374541 61.2997452, 23.6365886 61.3000898, 23.6353303 61.3003798)",,
92292032,False,,,Ainontie,residential,,False,69.107,"LINESTRING (23.6387594 61.2996138, 23.6388871 61.299945, 23.6389951 61.3002249)",,yes
92292032,False,,,Ainontie,residential,,True,69.107,"LINESTRING (23.6389951 61.3002249, 23.6388871 61.299945, 23.6387594 61.2996138)",,yes
96189793,False,,,,residential,,False,50.853,"LINESTRING (23.6418339 61.2992968, 23.6419191 61.2997523)",,
"[28199682, 28199667]",False,,,Kaustalantie,residential,,False,104.618,"LINESTRING (23.6418339 61.2992968, 23.6411599 61.2993135, 23.63991 61.2994552)",,yes
28199667,False,,,Kaustalantie,residential,,True,52.855999999999995,"LINESTRING (23.6418339 61.2992968, 23.6422697 61.299278, 23.6428097 61.2992224)",,yes
96189958,False,,,,residential,,True,64.83,"LINESTRING (23.6397942 61.2999904, 23.6400395 61.2998504, 23.63991 61.2994552)",,
96189793,False,,,,residential,,True,50.853,"LINESTRING (23.6419191 61.2997523, 23.6418339 61.2992968)",,
28199690,False,,,Pappilantie,residential,,False,109.38300000000001,"LINESTRING (23.6343547 61.2990336, 23.634674 61.2992831, 23.6348151 61.2995437, 23.6348625 61.2996311, 23.6350361 61.2999517)",,
28199690,False,,,Pappilantie,residential,,True,112.71499999999999,"LINESTRING (23.6343547 61.2990336, 23.6337175 61.2986653, 23.6330651 61.2983444, 23.6329267 61.2982893)",,
92913398,False,,,Peiponkuja,residential,,False,109.545,"LINESTRING (23.6343547 61.2990336, 23.6336297 61.2992509, 23.6328905 61.2995032, 23.6327299 61.2995643, 23.6326633 61.2995897)",,
1183884892,False,,,,residential,,False,190.38899999999995,"LINESTRING (23.6343547 61.2990336, 23.6348098 61.2987966, 23.6351778 61.2986065, 23.6356574 61.2984726, 23.6362764 61.2983279, 23.6367895 61.2981906, 23.6370431 61.2981146, 23.6371377 61.2980802, 23.6372016 61.29804)",,
"[4410330, 967476429]",False,,2983,Valkkistentie,tertiary,50,True,274.661,"LINESTRING (23.6372886 61.2930005, 23.6374139 61.2930869, 23.6376994 61.2933874, 23.6378392 61.2936857, 23.6378458 61.2939915, 23.6378181 61.2941776, 23.637747 61.294396, 23.6374321 61.2948364, 23.6368358 61.2953055)",6,
28199667,False,,,Kaustalantie,residential,,False,29.89,"LINESTRING (23.6459357 61.2988659, 23.6453863 61.2989173)",,yes
28199667,False,,,Kaustalantie,residential,,True,47.03,"LINESTRING (23.6459357 61.2988659, 23.6468024 61.2987908)",,yes
189318456,False,,,,residential,,True,156.837,"LINESTRING (23.6459357 61.2988659, 23.6461899 61.2995404, 23.64634 61.299868, 23.6466156 61.3002344)",,
189318456,False,,,,residential,,False,156.837,"LINESTRING (23.6466156 61.3002344, 23.64634 61.299868, 23.6461899 61.2995404, 23.6459357 61.2988659)",,
189318459,False,,,Varpenmutka,residential,,False,56.365,"LINESTRING (23.6466156 61.3002344, 23.6461381 61.3003203, 23.6456067 61.3003798)",,
189318459,False,,,Varpenmutka,residential,,True,108.37899999999999,"LINESTRING (23.6466156 61.3002344, 23.6470903 61.300186, 23.6472149 61.3001917, 23.647304 61.3002544, 23.6476948 61.3008302)",,
189318459,False,,,Varpenmutka,residential,,True,56.365,"LINESTRING (23.6456067 61.3003798, 23.6461381 61.3003203, 23.6466156 61.3002344)",,
189318459,False,,,Varpenmutka,residential,,False,108.37899999999999,"LINESTRING (23.6476948 61.3008302, 23.647304 61.3002544, 23.6472149 61.3001917, 23.6470903 61.300186, 23.6466156 61.3002344)",,
28199667,False,,,Kaustalantie,residential,,False,52.855999999999995,"LINESTRING (23.6428097 61.2992224, 23.6422697 61.299278, 23.6418339 61.2992968)",,yes
28199667,False,,,Kaustalantie,residential,,True,141.99099999999999,"LINESTRING (23.6428097 61.2992224, 23.6441884 61.2990552, 23.6447635 61.2990169, 23.6453863 61.2989173)",,yes
38126378,False,,,Kesontie,residential,,True,162.829,"LINESTRING (23.6428097 61.2992224, 23.642725 61.2991036, 23.6426013 61.2987783, 23.6425426 61.2986938, 23.6424319 61.298625, 23.6411683 61.2980557)",,
286662753,False,,,Muuranpolku,residential,,False,72.818,"LINESTRING (23.6450165 61.2975562, 23.645097 61.2974834, 23.6451954 61.2974189, 23.6452626 61.2973808, 23.6453922 61.2973312, 23.6456467 61.2972517, 23.645858 61.2972056, 23.6460548 61.2971583)",,
378966337,False,2,301,Vesilahdentie,secondary,50,False,86.929,"LINESTRING (23.6450165 61.2975562, 23.6454527 61.2976714, 23.6456903 61.2977341, 23.6464773 61.2978993)",,
"[378966337, 783722683]",False,"['2', '3']",301,Vesilahdentie,secondary,50,True,374.98299999999995,"LINESTRING (23.6450165 61.2975562, 23.6449351 61.2975347, 23.6437573 61.2972159, 23.642919 61.2969823, 23.6422007 61.2967826, 23.6412266 61.2965229, 23.6397335 61.2961224, 23.6389012 61.2958992)",,
286662753,False,,,Muuranpolku,residential,,True,72.818,"LINESTRING (23.6460548 61.2971583, 23.645858 61.2972056, 23.6456467 61.2972517, 23.6453922 61.2973312, 23.6452626 61.2973808, 23.6451954 61.2974189, 23.645097 61.2974834, 23.6450165 61.2975562)",,
92913398,False,,,Peiponkuja,residential,,True,109.545,"LINESTRING (23.6326633 61.2995897, 23.6327299 61.2995643, 23.6328905 61.2995032, 23.6336297 61.2992509, 23.6343547 61.2990336)",,
524057480,False,,,Pappilanraitti,residential,,False,138.01999999999998,"LINESTRING (23.6330236 61.3005344, 23.6332597 61.3005411, 23.6334367 61.3005385, 23.6335225 61.3005006, 23.6335654 61.3004079, 23.6336459 61.3002765, 23.6337371 61.3002191, 23.6339459 61.300146, 23.6350361 61.2999517)",,
