osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,access,bridge,service
135765139,Huhtamäentie,residential,40,False,True,181.34699999999998,"LINESTRING (23.6176424 62.5854571, 23.6177567 62.585441, 23.6177868 62.5854338, 23.6179887 62.5854029, 23.6182667 62.58536, 23.6184024 62.5853462, 23.6186243 62.5853509, 23.6189588 62.5853744, 23.619134 62.5853891, 23.6192754 62.5854014, 23.6197721 62.5854579, 23.6199179 62.5854717, 23.6205361 62.5855443, 23.6208066 62.5855938, 23.6208873 62.5856088, 23.6209255 62.5856222, 23.6210293 62.5856631)",2,,,,
122990406,Kolistontie,secondary,40,False,False,65.909,"LINESTRING (23.6103156 62.5869426, 23.6103173 62.5870219, 23.6103845 62.5875344)",,,,,
123474995,Kasarmintie,residential,,False,True,67.123,"LINESTRING (23.6103156 62.5869426, 23.6103234 62.5868868, 23.610336 62.5863391)",,,,,
138307206,Kuulantie,secondary,40,False,False,78.305,"LINESTRING (23.6103156 62.5869426, 23.6101168 62.5869499, 23.6087926 62.5870076)",,17263,,,
138307206,Kuulantie,secondary,40,False,True,223.341,"LINESTRING (23.6103156 62.5869426, 23.6104971 62.5869358, 23.6111041 62.58691, 23.6125074 62.5868445, 23.6125815 62.586841, 23.6132027 62.5868121, 23.6146589 62.5867545)",,17263,,,
135652353,Patokuja,residential,,False,True,155.538,"LINESTRING (23.6247284 62.5885669, 23.6241332 62.5885994, 23.6236303 62.588636, 23.622996 62.5887183, 23.6225282 62.5887955, 23.622125 62.5888658, 23.621795 62.5889084)",,,,,
38299010,Koivutie,residential,,False,False,42.381,"LINESTRING (23.6140525 62.5847444, 23.6132248 62.5847388)",,,,,spur
37633274,Röysköntie,residential,,False,False,214.45000000000002,"LINESTRING (23.6140525 62.5847444, 23.6132053 62.5831187, 23.6132002 62.5830305, 23.6132214 62.5829859, 23.6132793 62.5829426, 23.6134049 62.5828997)",,,,,
38299010,Koivutie,residential,,False,True,129.767,"LINESTRING (23.6140525 62.5847444, 23.6142161 62.5847416, 23.6150602 62.5847452, 23.6152498 62.5847446, 23.6153799 62.5847386, 23.615638 62.5847084, 23.6161304 62.5846167, 23.6163128 62.5845736, 23.6164976 62.5845339)",,,,,spur
"[1231866467, 138307172]",Torikatu,residential,,False,True,225.943,"LINESTRING (23.6140525 62.5847444, 23.6140891 62.5848226, 23.6142662 62.5852014, 23.6143551 62.5855318, 23.6143844 62.5858064, 23.6144676 62.5861485, 23.6144769 62.5861779, 23.6145234 62.5863251, 23.6145361 62.5863656, 23.6145459 62.5863967, 23.6145687 62.5864687, 23.6146051 62.5865842, 23.6146358 62.5866813, 23.6146589 62.5867545)",,,,,
37278210,Järviluomantie,secondary,40,False,True,118.255,"LINESTRING (23.6164976 62.5845339, 23.6166142 62.5846362, 23.6169166 62.5849003, 23.6171939 62.5851141, 23.6174292 62.5852956, 23.617538 62.5853795, 23.6175736 62.5854069, 23.6176424 62.5854571)",2,,yes,,
38299010,Koivutie,residential,,False,False,129.767,"LINESTRING (23.6164976 62.5845339, 23.6163128 62.5845736, 23.6161304 62.5846167, 23.615638 62.5847084, 23.6153799 62.5847386, 23.6152498 62.5847446, 23.6150602 62.5847452, 23.6142161 62.5847416, 23.6140525 62.5847444)",,,,,spur
138307206,Kuulantie,secondary,40,False,True,78.305,"LINESTRING (23.6087926 62.5870076, 23.6101168 62.5869499, 23.6103156 62.5869426)",,17263,,,
122898376,Vähtärintie,secondary,40,False,False,50.236999999999995,"LINESTRING (23.6147986 62.587644, 23.614764 62.5874337, 23.6147601 62.5874104, 23.6147482 62.5873382, 23.6147244 62.5871935)",2,,yes,,
122898474,Louontie,tertiary,,False,True,251.16299999999995,"LINESTRING (23.6147986 62.587644, 23.6149632 62.5876363, 23.6150403 62.5876321, 23.615418 62.5876116, 23.6164023 62.5875807, 23.6167135 62.5875758, 23.6172794 62.5875647, 23.6174296 62.5875597, 23.6178024 62.5875474, 23.6181685 62.5875381, 23.6184627 62.587511, 23.6188908 62.5874601, 23.6191643 62.5874212, 23.6194435 62.587369, 23.6196281 62.5873366)",,,,,
122899425,Lähteentie,secondary,40,False,False,102.321,"LINESTRING (23.6147986 62.587644, 23.6148492 62.5878806, 23.6148559 62.5879326, 23.6148652 62.5880046, 23.6148928 62.5882381, 23.614878 62.5882734, 23.6148515 62.5883363, 23.6147756 62.5884205, 23.6146315 62.588536)",2,,yes,,
122898376,Vähtärintie,secondary,40,False,True,48.934999999999995,"LINESTRING (23.6146589 62.5867545, 23.6146651 62.5868337, 23.6147244 62.5871935)",2,,yes,,
136333873,Kuulantie,secondary,40,False,True,215.16499999999996,"LINESTRING (23.6146589 62.5867545, 23.6149086 62.5867466, 23.6156819 62.5867068, 23.6157898 62.5867024, 23.6159067 62.5866974, 23.6160353 62.5866923, 23.616357 62.586679, 23.616809 62.5866604, 23.6170741 62.5866495, 23.6172117 62.5866438, 23.6173653 62.5866328, 23.61749 62.5866238, 23.6180609 62.5865827, 23.6185509 62.586512, 23.6187998 62.5864694)",2,17263,,,
138307206,Kuulantie,secondary,40,False,False,223.34099999999998,"LINESTRING (23.6146589 62.5867545, 23.6132027 62.5868121, 23.6125815 62.586841, 23.6125074 62.5868445, 23.6111041 62.58691, 23.6104971 62.5869358, 23.6103156 62.5869426)",,17263,,,
"[1231866467, 138307172]",Torikatu,residential,,False,False,225.943,"LINESTRING (23.6146589 62.5867545, 23.6146358 62.5866813, 23.6146051 62.5865842, 23.6145687 62.5864687, 23.6145459 62.5863967, 23.6145361 62.5863656, 23.6145234 62.5863251, 23.6144769 62.5861779, 23.6144676 62.5861485, 23.6143844 62.5858064, 23.6143551 62.5855318, 23.6142662 62.5852014, 23.6140891 62.5848226, 23.6140525 62.5847444)",,,,,
122899425,Lähteentie,secondary,40,False,True,102.321,"LINESTRING (23.6146315 62.588536, 23.6147756 62.5884205, 23.6148515 62.5883363, 23.614878 62.5882734, 23.6148928 62.5882381, 23.6148652 62.5880046, 23.6148559 62.5879326, 23.6148492 62.5878806, 23.6147986 62.587644)",2,,yes,,
123214467,Pohjanramppi,secondary,40,False,True,40.851,"LINESTRING (23.6146315 62.588536, 23.6145038 62.5886131, 23.6143375 62.5886501, 23.6139499 62.5887004)",,,yes,,
143030468,Lähteentie,residential,40,False,False,113.195,"LINESTRING (23.6146315 62.588536, 23.6147244 62.5886564, 23.6148707 62.58876, 23.6149962 62.5889018, 23.6149974 62.5889091, 23.6150155 62.5890193, 23.6150823 62.5893341, 23.6150859 62.5894037, 23.6150997 62.5895133)",,,yes,,
143030468,Lähteentie,residential,40,False,True,147.614,"LINESTRING (23.616084 62.590603, 23.616098 62.5905339, 23.6161587 62.5903856, 23.6162225 62.5901578, 23.6161993 62.5900834, 23.616185 62.5900377, 23.6161603 62.5899588, 23.6160678 62.5898614, 23.6159275 62.589775, 23.615509 62.5896442, 23.6150997 62.5895133)",,,yes,,
138925322,Viistie,residential,,False,False,65.072,"LINESTRING (23.6089988 62.5888145, 23.6093113 62.5888914, 23.6100098 62.5889955, 23.6101817 62.5890239)",,,,,
123079622,Kolistontie,tertiary,40,False,False,74.818,"LINESTRING (23.6097204 62.589662, 23.609798 62.5895456, 23.6098184 62.5895065, 23.6099681 62.5892903, 23.6101817 62.5890239)",,,,,
122899802,Viispolku,residential,,False,False,88.4,"LINESTRING (23.6122636 62.5883981, 23.6114446 62.5884113, 23.6107278 62.5884625, 23.610548 62.5884754)",,,,,
122899802,Viispolku,residential,,False,True,88.4,"LINESTRING (23.610548 62.5884754, 23.6107278 62.5884625, 23.6114446 62.5884113, 23.6122636 62.5883981)",,,,,
123079622,Kolistontie,tertiary,40,False,False,104.97,"LINESTRING (23.610548 62.5884754, 23.6104613 62.5880043, 23.6103845 62.5875344)",,,,,
123079622,Kolistontie,tertiary,40,False,True,65.394,"LINESTRING (23.610548 62.5884754, 23.6105686 62.5885846, 23.6105366 62.5886793, 23.6104721 62.5887698, 23.61027 62.5889587, 23.6101817 62.5890239)",,,,,
123474995,Kasarmintie,residential,,False,False,105.80799999999999,"LINESTRING (23.6103578 62.5853876, 23.6103431 62.5860301, 23.610336 62.5863391)",,,,,
390862437,Kasarmintie,residential,,False,True,16.698,"LINESTRING (23.6103578 62.5853876, 23.6103589 62.5853405, 23.6103823 62.585238)",,,,,
138912059,Pohjanramppi,primary_link,40,True,False,10.13,"LINESTRING (23.6130242 62.5887109, 23.6131998 62.5886689)",,,yes,,
719922654,Virtaintie,primary,80,True,False,107.79499999999999,"LINESTRING (23.6130242 62.5887109, 23.6130215 62.5884924, 23.6130199 62.5883922, 23.6130111 62.5877415)",2,66,,,
122990134,Kirjapainonkuja,secondary,40,False,True,95.43,"LINESTRING (23.6122148 62.5876474, 23.6119741 62.5876118, 23.6119256 62.5876047, 23.6117655 62.587581, 23.6113986 62.587542, 23.6111666 62.5875297, 23.6105691 62.5875333, 23.6103845 62.5875344)",,,yes,,
138911911,Kirjapainonkuja,primary_link,50,True,False,41.074,"LINESTRING (23.6122148 62.5876474, 23.6124197 62.5876527, 23.612645 62.5876466, 23.6128899 62.5876456, 23.6130164 62.5876451)",,,yes,,
138911912,Kirjapainonkuja,primary_link,50,True,False,9.314,"LINESTRING (23.6131766 62.5877067, 23.6130111 62.5877415)",,,yes,,
719922650,Virtaintie,primary,80,True,False,106.99799999999999,"LINESTRING (23.6131766 62.5877067, 23.6131929 62.5884043, 23.6131998 62.5886689)",2,66,,,
122990134,Kirjapainonkuja,secondary,40,False,False,95.43,"LINESTRING (23.6103845 62.5875344, 23.6105691 62.5875333, 23.6111666 62.5875297, 23.6113986 62.587542, 23.6117655 62.587581, 23.6119256 62.5876047, 23.6119741 62.5876118, 23.6122148 62.5876474)",,,yes,,
122990406,Kolistontie,secondary,40,False,True,65.909,"LINESTRING (23.6103845 62.5875344, 23.6103173 62.5870219, 23.6103156 62.5869426)",,,,,
123079622,Kolistontie,tertiary,40,False,True,104.97,"LINESTRING (23.6103845 62.5875344, 23.6104613 62.5880043, 23.610548 62.5884754)",,,,,
123214467,Pohjanramppi,secondary,40,False,False,40.851,"LINESTRING (23.6139499 62.5887004, 23.6143375 62.5886501, 23.6145038 62.5886131, 23.6146315 62.588536)",,,yes,,
138912164,Pohjanramppi,primary_link,50,True,False,40.056,"LINESTRING (23.6139499 62.5887004, 23.6136691 62.5887427, 23.613449 62.5887653, 23.6131875 62.5887663)",,,yes,,
122991216,Ojakuja,residential,,False,False,40.989,"LINESTRING (23.6155198 62.5871522, 23.6148768 62.5871822, 23.6147244 62.5871935)",,,,,
122898376,Vähtärintie,secondary,40,False,False,48.934999999999995,"LINESTRING (23.6147244 62.5871935, 23.6146651 62.5868337, 23.6146589 62.5867545)",2,,yes,,
122898376,Vähtärintie,secondary,40,False,True,50.236999999999995,"LINESTRING (23.6147244 62.5871935, 23.6147482 62.5873382, 23.6147601 62.5874104, 23.614764 62.5874337, 23.6147986 62.587644)",2,,yes,,
122991216,Ojakuja,residential,,False,True,40.989,"LINESTRING (23.6147244 62.5871935, 23.6148768 62.5871822, 23.6155198 62.5871522)",,,,,
"[123455081, 122995325]",Ratikuja,residential,,False,True,132.909,"LINESTRING (23.6281741 62.5847831, 23.6279927 62.5847442, 23.6269552 62.5845469, 23.6274191 62.5840009)",,,,,
152977346,Tusantie,tertiary,,False,False,115.412,"LINESTRING (23.6281741 62.5847831, 23.6279896 62.5849951, 23.6275998 62.585472, 23.627407 62.5857023, 23.6273783 62.5857538)",,17267,,,
"[123455081, 122995325]",Ratikuja,residential,,False,False,132.909,"LINESTRING (23.6274191 62.5840009, 23.6269552 62.5845469, 23.6279927 62.5847442, 23.6281741 62.5847831)",,,,,
10209532,Karjalantie,residential,40,False,False,198.039,"LINESTRING (23.6220293 62.5906799, 23.6219759 62.5902231, 23.6219752 62.5902144, 23.6219349 62.58974, 23.6218866 62.5891718, 23.6218761 62.5890137, 23.6218407 62.5889412, 23.621795 62.5889084)",,,,,
37633274,Röysköntie,residential,,False,True,214.45000000000002,"LINESTRING (23.6134049 62.5828997, 23.6132793 62.5829426, 23.6132214 62.5829859, 23.6132002 62.5830305, 23.6132053 62.5831187, 23.6140525 62.5847444)",,,,,
10209535,Kirkkotie,tertiary,40,False,True,4.663,"LINESTRING (23.6196281 62.5873366, 23.6195814 62.5873006)",2,,,,
10209535,Kirkkotie,tertiary,40,False,False,186.36700000000002,"LINESTRING (23.6196281 62.5873366, 23.6196887 62.5873833, 23.6197324 62.5874096, 23.6199485 62.5875396, 23.6200443 62.5875972, 23.6200945 62.5876274, 23.620616 62.5879405, 23.6208102 62.5880485, 23.620925 62.5881262, 23.6210003 62.5881714, 23.6211684 62.5882944, 23.6212792 62.5883938, 23.6213197 62.5884585, 23.6213353 62.5885074, 23.6213496 62.588581, 23.6213283 62.5886761, 23.6212793 62.5887583)",2,,,,
122898474,Louontie,tertiary,,False,False,251.163,"LINESTRING (23.6196281 62.5873366, 23.6194435 62.587369, 23.6191643 62.5874212, 23.6188908 62.5874601, 23.6184627 62.587511, 23.6181685 62.5875381, 23.6178024 62.5875474, 23.6174296 62.5875597, 23.6172794 62.5875647, 23.6167135 62.5875758, 23.6164023 62.5875807, 23.615418 62.5876116, 23.6150403 62.5876321, 23.6149632 62.5876363, 23.6147986 62.587644)",,,,,
133027613,Potrettipolku,residential,,False,False,64.706,"LINESTRING (23.6205088 62.5869077, 23.6202298 62.5870534, 23.6198704 62.5871893, 23.6196769 62.5872603, 23.6195814 62.5873006)",,,,,
10209532,Karjalantie,residential,40,False,False,32.370000000000005,"LINESTRING (23.621795 62.5889084, 23.6217399 62.5888689, 23.6216524 62.5888276, 23.6215795 62.5888045, 23.6213834 62.5887753, 23.6212793 62.5887583)",,,,,
10209532,Karjalantie,residential,40,False,True,198.039,"LINESTRING (23.621795 62.5889084, 23.6218407 62.5889412, 23.6218761 62.5890137, 23.6218866 62.5891718, 23.6219349 62.58974, 23.6219752 62.5902144, 23.6219759 62.5902231, 23.6220293 62.5906799)",,,,,
135652353,Patokuja,residential,,False,False,155.53799999999998,"LINESTRING (23.621795 62.5889084, 23.622125 62.5888658, 23.6225282 62.5887955, 23.622996 62.5887183, 23.6236303 62.588636, 23.6241332 62.5885994, 23.6247284 62.5885669)",,,,,
10209533,Salmentie,secondary,40,False,False,145.888,"LINESTRING (23.6210293 62.5856631, 23.6208174 62.5857013, 23.6206403 62.5857494, 23.6204931 62.5858023, 23.6203961 62.5858371, 23.6202621 62.5858852, 23.6201204 62.5859414, 23.6198411 62.5860521, 23.6196211 62.5861437, 23.6195086 62.5861905, 23.6190074 62.586397, 23.6187998 62.5864694)",2,17263,,,
"[160337912, 10209533, 123693846]",Salmentie,secondary,40,False,"[False, True]",326.74,"LINESTRING (23.6210293 62.5856631, 23.6212327 62.5856377, 23.6214243 62.5856221, 23.6215147 62.5856148, 23.6218643 62.5856032, 23.6224104 62.5856126, 23.6232877 62.5856797, 23.623542 62.5857035, 23.6240859 62.5857222, 23.6249655 62.5857298, 23.6251765 62.5857347, 23.6258417 62.5857426, 23.6263668 62.5857488, 23.6266162 62.5857562, 23.6273783 62.5857538)",2,17263,,yes,
135765139,Huhtamäentie,residential,40,False,False,181.347,"LINESTRING (23.6210293 62.5856631, 23.6209255 62.5856222, 23.6208873 62.5856088, 23.6208066 62.5855938, 23.6205361 62.5855443, 23.6199179 62.5854717, 23.6197721 62.5854579, 23.6192754 62.5854014, 23.619134 62.5853891, 23.6189588 62.5853744, 23.6186243 62.5853509, 23.6184024 62.5853462, 23.6182667 62.58536, 23.6179887 62.5854029, 23.6177868 62.5854338, 23.6177567 62.585441, 23.6176424 62.5854571)",2,,,,
719922652,Virtaintie,primary,80,True,False,10.849,"LINESTRING (23.6131998 62.5886689, 23.6131875 62.5887663)",1,66,,,
719922653,Pohjanramppi,primary_link,40,True,False,38.702999999999996,"LINESTRING (23.6131998 62.5886689, 23.6134475 62.5886651, 23.6139499 62.5887004)",1,,yes,,
138911911,Kirjapainonkuja,primary_link,50,True,False,10.685,"LINESTRING (23.6130164 62.5876451, 23.6131766 62.5877067)",,,yes,,
719922655,Virtaintie,primary,80,True,False,67.447,"LINESTRING (23.6130164 62.5876451, 23.6130305 62.5874614, 23.6130336 62.5874139, 23.6130373 62.5873573, 23.6130479 62.5871963, 23.6130939 62.5870402)",1,66,,,
138912164,Pohjanramppi,primary_link,50,True,False,10.384,"LINESTRING (23.6131875 62.5887663, 23.6130242 62.5887109)",,,yes,,
38299010,Koivutie,residential,,False,True,42.381,"LINESTRING (23.6132248 62.5847388, 23.6140525 62.5847444)",,,,,spur
719922655,Virtaintie,primary,80,True,False,10.723,"LINESTRING (23.6130111 62.5877415, 23.6130164 62.5876451)",1,66,,,
138911912,Kirjapainonkuja,primary_link,50,True,False,42.637,"LINESTRING (23.6130111 62.5877415, 23.6128086 62.5877367, 23.6127188 62.5877342, 23.6126264 62.5877203, 23.6124626 62.5876972, 23.6123363 62.5876783, 23.6122148 62.5876474)",,,yes,,
390809430,Ruotukuja,residential,,False,False,86.395,"LINESTRING (23.6120178 62.586275, 23.610445 62.5863349, 23.610336 62.5863391)",,,,,
123474995,Kasarmintie,residential,,False,False,67.123,"LINESTRING (23.610336 62.5863391, 23.6103234 62.5868868, 23.6103156 62.5869426)",,,,,
123474995,Kasarmintie,residential,,False,True,105.80799999999999,"LINESTRING (23.610336 62.5863391, 23.6103431 62.5860301, 23.6103578 62.5853876)",,,,,
390809430,Ruotukuja,residential,,False,True,86.395,"LINESTRING (23.610336 62.5863391, 23.610445 62.5863349, 23.6120178 62.586275)",,,,,
390862437,Kasarmintie,residential,,False,False,16.698,"LINESTRING (23.6103823 62.585238, 23.6103589 62.5853405, 23.6103578 62.5853876)",,,,,
