osmid,highway,width,oneway,reversed,length,geometry,name
"[48016573, 655068006]",residential,,False,False,570.757,"LINESTRING (61.2390253 54.7885278, 61.2391618 54.7883377, 61.2391887 54.7882979, 61.2391456 54.7881207, 61.2389987 54.7879122, 61.2388536 54.7878206, 61.2378699 54.7875291, 61.2375818 54.7874139, 61.2374554 54.7873308, 61.2374166 54.787229, 61.2374379 54.7871164, 61.2374683 54.7869379, 61.2384687 54.7855728, 61.2392431 54.7844434, 61.239448 54.7841539)","['улица Нефтебазы', 'улица Калинина']"
48016573,residential,,False,True,125.478,"LINESTRING (61.2390253 54.7885278, 61.2388995 54.7886142, 61.2388106 54.7888757, 61.2387998 54.7894104, 61.2387159 54.7896193)",улица Нефтебазы
110175274,residential,,False,False,317.747,"LINESTRING (61.2390253 54.7885278, 61.2407874 54.7884772, 61.2411549 54.788587, 61.242614 54.7885716, 61.2432644 54.7885672, 61.2435943 54.7885154, 61.2439202 54.7885208)",
177515627,residential,3,False,False,185.00799999999998,"LINESTRING (61.2304912 54.7857595, 61.2306984 54.7861571, 61.2308093 54.7863571, 61.2308565 54.7864563, 61.2308783 54.786559, 61.2308676 54.7866514, 61.230794 54.7867246, 61.2306315 54.7868646, 61.230253 54.7870049, 61.2298795 54.7870773)",
"[110032848, 177515627]",residential,3,False,True,195.803,"LINESTRING (61.2304912 54.7857595, 61.230392 54.7855644, 61.2302169 54.7852469, 61.2301889 54.7851518, 61.2302194 54.7850628, 61.2302935 54.785008, 61.2303953 54.784962, 61.2318517 54.784658)",
349375978,residential,,False,False,146.734,"LINESTRING (61.2313609 54.7833691, 61.2318517 54.784658)",Гвардейская улица
177515636,residential,,False,True,130.1,"LINESTRING (61.2313609 54.7833691, 61.2321424 54.7833753, 61.2326985 54.7833263, 61.2333716 54.7832537)",
177515617,residential,4,False,False,389.03000000000003,"LINESTRING (61.232719 54.7901491, 61.2350652 54.7899104, 61.2366061 54.7897826, 61.2387159 54.7896193)",улица Заводская площадь
177515617,residential,4,False,True,156.285,"LINESTRING (61.232719 54.7901491, 61.2319454 54.7901785, 61.2303017 54.7903219)",улица Заводская площадь
177515626,residential,6,False,True,142.787,"LINESTRING (61.232719 54.7901491, 61.232286 54.7906212, 61.2323256 54.790944, 61.2323779 54.7913694)",улица Труда
177515617,residential,4,False,False,156.285,"LINESTRING (61.2303017 54.7903219, 61.2319454 54.7901785, 61.232719 54.7901491)",улица Заводская площадь
177515621,residential,4,False,True,132.636,"LINESTRING (61.2303017 54.7903219, 61.2304693 54.7910327, 61.2304365 54.7915078)",улица Пятилетки
177515622,residential,4,False,False,125.459,"LINESTRING (61.2323779 54.7913694, 61.2316534 54.7914068, 61.2307991 54.7914816, 61.2304365 54.7915078)",улица Пятилетки
177515626,residential,6,False,False,142.787,"LINESTRING (61.2323779 54.7913694, 61.2323256 54.790944, 61.232286 54.7906212, 61.232719 54.7901491)",улица Труда
177515621,residential,4,False,False,132.636,"LINESTRING (61.2304365 54.7915078, 61.2304693 54.7910327, 61.2303017 54.7903219)",улица Пятилетки
177515622,residential,4,False,False,54.82,"LINESTRING (61.2304365 54.7915078, 61.229934 54.791544, 61.229588 54.7915689)",улица Пятилетки
177515622,residential,4,False,True,125.459,"LINESTRING (61.2304365 54.7915078, 61.2307991 54.7914816, 61.2316534 54.7914068, 61.2323779 54.7913694)",улица Пятилетки
177515622,residential,4,False,True,54.82,"LINESTRING (61.229588 54.7915689, 61.229934 54.791544, 61.2304365 54.7915078)",улица Пятилетки
110175274,residential,,False,True,317.747,"LINESTRING (61.2439202 54.7885208, 61.2435943 54.7885154, 61.2432644 54.7885672, 61.242614 54.7885716, 61.2411549 54.788587, 61.2407874 54.7884772, 61.2390253 54.7885278)",
110032928,residential,,False,False,16.551,"LINESTRING (61.2430359 54.7841403, 61.2427778 54.7841382)",
110032928,residential,,False,True,51.626,"LINESTRING (61.2430359 54.7841403, 61.2438372 54.7840951)",
353392577,residential,,False,False,307.49,"LINESTRING (61.2430359 54.7841403, 61.2432265 54.7854029, 61.2431084 54.7858607, 61.2428509 54.7863556, 61.2426515 54.7868611)",Первомайская улица
110032863,residential,,False,True,5.895,"LINESTRING (61.239715 54.7830894, 61.2396244 54.7830804)",
655068006,residential,,False,True,72.221,"LINESTRING (61.239715 54.7830894, 61.2395525 54.7837321)",улица Калинина
110032863,residential,,False,False,55.538,"LINESTRING (61.239715 54.7830894, 61.2402067 54.783059, 61.2405689 54.7830111)",
