osmid,highway,maxspeed,oneway,reversed,length,name,geometry,access,lanes,ref,bridge
98600184,tertiary,60,False,True,194.99399999999997,Советская улица,"LINESTRING (58.2657024 55.9516595, 58.2656425 55.9515892, 58.2656143 55.9515555, 58.2654004 55.951303, 58.2650849 55.9509297, 58.2650765 55.9509206, 58.2643489 55.9500781)",,,,
98614332,residential,60,False,False,272.572,Набережная улица,"LINESTRING (58.2657024 55.9516595, 58.264872 55.9517843, 58.2645334 55.9518161, 58.2641907 55.9518043, 58.263848 55.9517585, 58.2635607 55.9516451, 58.2622652 55.9507)",yes,,,
98732894,residential,60,False,False,52.32,Октябрьская улица,"LINESTRING (58.2710675 55.955417, 58.2708865 55.9554689, 58.270342 55.9556541)",,,,
98732894,residential,60,False,True,173.02499999999998,Октябрьская улица,"LINESTRING (58.2710675 55.955417, 58.2712648 55.955375, 58.2736105 55.9547894)",,,,
"[155419976, 155419971, 98732893]",tertiary,40,False,True,206.17,Первомайская улица,"LINESTRING (58.2710675 55.955417, 58.2704206 55.9547038, 58.2703463 55.9546231, 58.2702912 55.9545644, 58.2699843 55.9542472, 58.2695368 55.9537729)",,2,80Н-399,yes
98732894,residential,60,False,True,52.32,Октябрьская улица,"LINESTRING (58.270342 55.9556541, 58.2708865 55.9554689, 58.2710675 55.955417)",,,,
98732894,residential,60,False,False,132.366,Октябрьская улица,"LINESTRING (58.2755834 55.9543455, 58.2736105 55.9547894)",,,,
119496162,residential,60,False,False,116.871,Мостовая улица,"LINESTRING (58.2755834 55.9543455, 58.2765432 55.9552488)",,,,
"[98722738, 119496162, 156192122]",residential,60,False,True,167.709,Мостовая улица,"LINESTRING (58.2755834 55.9543455, 58.2756341 55.9541381, 58.2756618 55.9539829, 58.2752538 55.9534321, 58.2751188 55.9528907)",,,,yes
98569363,residential,60,False,True,222.619,улица Ленина,"LINESTRING (58.2753179 55.9563954, 58.2741261 55.9556575, 58.2737495 55.9553887, 58.2734228 55.954975, 58.2736105 55.9547894)",,,,
98732894,residential,60,False,True,132.366,Октябрьская улица,"LINESTRING (58.2736105 55.9547894, 58.2755834 55.9543455)",,,,
98569363,residential,60,False,False,222.619,улица Ленина,"LINESTRING (58.2736105 55.9547894, 58.2734228 55.954975, 58.2737495 55.9553887, 58.2741261 55.9556575, 58.2753179 55.9563954)",,,,
98576433,residential,,False,True,169.921,улица Ленина,"LINESTRING (58.2736105 55.9547894, 58.2734925 55.9545782, 58.2732515 55.9542014, 58.272923 55.9537746, 58.2726731 55.9535048, 58.2725312 55.953392)",,,,
98732894,residential,60,False,False,173.02499999999998,Октябрьская улица,"LINESTRING (58.2736105 55.9547894, 58.2712648 55.955375, 58.2710675 55.955417)",,,,
156191033,residential,60,False,True,253.304,улица Память Коммуны,"LINESTRING (58.2749829 55.9514254, 58.2717337 55.9527965)",,,,
156192122,residential,60,False,False,163.154,Мостовая улица,"LINESTRING (58.2749829 55.9514254, 58.2751188 55.9528907)",,,,
156191033,residential,60,False,False,103.63,улица Память Коммуны,"LINESTRING (58.2749829 55.9514254, 58.2755065 55.9509208, 58.2756962 55.950589)",,,,
98576433,residential,,False,False,169.921,улица Ленина,"LINESTRING (58.2725312 55.953392, 58.2726731 55.9535048, 58.272923 55.9537746, 58.2732515 55.9542014, 58.2734925 55.9545782, 58.2736105 55.9547894)",,,,
98576433,residential,,False,True,82.923,улица Ленина,"LINESTRING (58.2725312 55.953392, 58.2722364 55.9531339, 58.2717337 55.9527965)",,,,
98733324,residential,60,False,True,173.893,Пролетарская улица,"LINESTRING (58.2725312 55.953392, 58.2742845 55.9529032, 58.2751188 55.9528907)",,,,
104966096,residential,60,False,False,13.634,,"LINESTRING (58.2652522 55.9563208, 58.2653857 55.9562236)",,2,,
98581287,residential,,False,True,69.874,,"LINESTRING (58.266564 55.9487797, 58.2667783 55.9489778, 58.267077 55.9492622, 58.2671379 55.9493197)",designated,,,
"[156191033, 98581300]",residential,60,False,False,414.394,улица Память Коммуны,"LINESTRING (58.2632603 55.9565165, 58.2646014 55.9563904, 58.2647623 55.9562702, 58.264816 55.9561021, 58.2647301 55.9557897, 58.2645156 55.9550509, 58.2647301 55.9548107, 58.2657172 55.9544623, 58.2668391 55.954266)",,2,,
98581286,residential,,False,False,140.894,Школьная улица,"LINESTRING (58.2691613 55.9487531, 58.2689752 55.9488019, 58.2685842 55.9489006, 58.2679909 55.9490703, 58.2673213 55.949264, 58.2671379 55.9493197)",,,,
"[98616409, 98581286]",residential,,False,"[False, True]",170.107,Школьная улица,"LINESTRING (58.2691613 55.9487531, 58.2704316 55.9484072, 58.2705603 55.9483736, 58.2708404 55.9482975, 58.2709431 55.9482701, 58.2713842 55.9481506, 58.2714678 55.9481279, 58.2716265 55.9480945)",,,,
98614328,residential,,False,True,65.731,улица Мира,"LINESTRING (58.2691613 55.9487531, 58.2691161 55.948698, 58.2689538 55.9484945, 58.2687286 55.9482139)",,,,
98616405,residential,,False,True,149.0,,"LINESTRING (58.2753924 55.949262, 58.2756905 55.95033, 58.2756962 55.950589)",,,,
119496162,residential,60,False,True,116.871,Мостовая улица,"LINESTRING (58.2765432 55.9552488, 58.2755834 55.9543455)",,,,
98576433,residential,,False,True,162.334,улица Ленина,"LINESTRING (58.2717337 55.9527965, 58.2702658 55.9515899)",,,,
156191033,residential,60,False,False,253.304,улица Память Коммуны,"LINESTRING (58.2717337 55.9527965, 58.2749829 55.9514254)",,,,
98576433,residential,,False,False,82.923,улица Ленина,"LINESTRING (58.2717337 55.9527965, 58.2722364 55.9531339, 58.2725312 55.953392)",,,,
156191033,residential,60,False,True,174.622,улица Память Коммуны,"LINESTRING (58.2717337 55.9527965, 58.2698693 55.9536251, 58.2695368 55.9537729)",,,,
156192122,residential,60,False,True,163.154,Мостовая улица,"LINESTRING (58.2751188 55.9528907, 58.2749829 55.9514254)",,,,
98733324,residential,60,False,False,173.893,Пролетарская улица,"LINESTRING (58.2751188 55.9528907, 58.2742845 55.9529032, 58.2725312 55.953392)",,,,
"[98722738, 119496162, 156192122]",residential,60,False,False,167.709,Мостовая улица,"LINESTRING (58.2751188 55.9528907, 58.2752538 55.9534321, 58.2756618 55.9539829, 58.2756341 55.9541381, 58.2755834 55.9543455)",,,,yes
98616405,residential,,False,False,149.0,,"LINESTRING (58.2756962 55.950589, 58.2756905 55.95033, 58.2753924 55.949262)",,,,
156191033,residential,60,False,True,103.63,улица Память Коммуны,"LINESTRING (58.2756962 55.950589, 58.2755065 55.9509208, 58.2749829 55.9514254)",,,,
156192123,secondary,60,False,True,356.86499999999995,Трактовая улица,"LINESTRING (58.2756962 55.950589, 58.2747768 55.9507641, 58.2746906 55.9507653, 58.2725307 55.9511367, 58.2720902 55.9512144, 58.2716485 55.9512923, 58.2714782 55.9513223, 58.2708082 55.9514281, 58.2707118 55.9514524, 58.2706507 55.9514726, 58.2704182 55.9515358, 58.2702658 55.9515899)",,,,
98709742,secondary,40,False,True,145.19400000000002,Трактовая улица,"LINESTRING (58.268375 55.9523911, 58.2681231 55.9524827, 58.2676196 55.9526857, 58.2669855 55.9529256, 58.2667276 55.9530043, 58.2665165 55.9530563, 58.266467 55.9530679, 58.2664042 55.9530826)",,,,
98732893,tertiary,40,False,False,169.84300000000002,Первомайская улица,"LINESTRING (58.268375 55.9523911, 58.2685864 55.952664, 58.2691922 55.9533631, 58.2695368 55.9537729)",,2,80Н-399,
156192123,secondary,60,False,False,147.631,Трактовая улица,"LINESTRING (58.268375 55.9523911, 58.2684295 55.9523687, 58.2685589 55.9523135, 58.2690426 55.9521079, 58.2693336 55.9519834, 58.2699578 55.9517164, 58.2702658 55.9515899)",,,,
98581286,residential,,False,True,140.89399999999998,Школьная улица,"LINESTRING (58.2671379 55.9493197, 58.2673213 55.949264, 58.2679909 55.9490703, 58.2685842 55.9489006, 58.2689752 55.9488019, 58.2691613 55.9487531)",,,,
98581287,residential,,False,False,69.874,,"LINESTRING (58.2671379 55.9493197, 58.267077 55.9492622, 58.2667783 55.9489778, 58.266564 55.9487797)",designated,,,
"[98741456, 98932736]",residential,,True,False,193.09099999999998,Школьная улица,"LINESTRING (58.2671379 55.9493197, 58.2669579 55.9493743, 58.2667688 55.9494303, 58.2662138 55.949573, 58.2652049 55.9498485, 58.2651811 55.949855, 58.2646996 55.9499917, 58.2643489 55.9500781)",,,,
98600184,tertiary,60,False,False,111.978,Советская улица,"LINESTRING (58.2637852 55.9491218, 58.2643489 55.9500781)",,,,
98581297,residential,,True,False,177.18099999999998,улица Тихона Онкина,"LINESTRING (58.2637852 55.9491218, 58.2655298 55.9489229, 58.266564 55.9487797)",,,,
98582757,residential,,False,True,147.88,Школьная улица,"LINESTRING (58.2622652 55.9507, 58.2625244 55.950567, 58.2630588 55.950406, 58.2643489 55.9500781)",,,,
98614332,residential,60,False,True,272.572,Набережная улица,"LINESTRING (58.2622652 55.9507, 58.2635607 55.9516451, 58.263848 55.9517585, 58.2641907 55.9518043, 58.2645334 55.9518161, 58.264872 55.9517843, 58.2657024 55.9516595)",yes,,,
98614328,residential,,False,False,65.73100000000001,улица Мира,"LINESTRING (58.2687286 55.9482139, 58.2689538 55.9484945, 58.2691161 55.948698, 58.2691613 55.9487531)",,,,
104966096,residential,60,False,True,13.634,,"LINESTRING (58.2653857 55.9562236, 58.2652522 55.9563208)",,2,,
"[156191032, 101373814]",residential,"['20', '60']",False,True,256.59799999999996,,"LINESTRING (58.2653857 55.9562236, 58.2655119 55.9560621, 58.2657329 55.955886, 58.2660566 55.9557408, 58.2664897 55.9556155, 58.2666817 55.9554603, 58.2667656 55.9553533, 58.2668385 55.9552131, 58.2669566 55.9549316, 58.2669531 55.9547796, 58.2669174 55.9546187, 58.2668977 55.9545218, 58.2668859 55.9544002, 58.2668391 55.954266)",,2,,
98927942,residential,,False,False,45.163,улица Ленина,"LINESTRING (58.2698409 55.9512607, 58.2702658 55.9515899)",,,,
101373814,residential,20,False,True,134.345,,"LINESTRING (58.2668391 55.954266, 58.2664042 55.9530826)",,,,
156191033,residential,60,False,False,176.665,улица Память Коммуны,"LINESTRING (58.2668391 55.954266, 58.2695368 55.9537729)",,,,
"[156191032, 101373814]",residential,"['20', '60']",False,False,256.59799999999996,,"LINESTRING (58.2668391 55.954266, 58.2668859 55.9544002, 58.2668977 55.9545218, 58.2669174 55.9546187, 58.2669531 55.9547796, 58.2669566 55.9549316, 58.2668385 55.9552131, 58.2667656 55.9553533, 58.2666817 55.9554603, 58.2664897 55.9556155, 58.2660566 55.9557408, 58.2657329 55.955886, 58.2655119 55.9560621, 58.2653857 55.9562236)",,2,,
"[156191033, 98581300]",residential,60,False,True,414.39399999999995,улица Память Коммуны,"LINESTRING (58.2668391 55.954266, 58.2657172 55.9544623, 58.2647301 55.9548107, 58.2645156 55.9550509, 58.2647301 55.9557897, 58.264816 55.9561021, 58.2647623 55.9562702, 58.2646014 55.9563904, 58.2632603 55.9565165)",,2,,
156191033,residential,60,False,True,176.665,улица Память Коммуны,"LINESTRING (58.2695368 55.9537729, 58.2668391 55.954266)",,,,
"[155419976, 155419971, 98732893]",tertiary,40,False,False,206.17000000000002,Первомайская улица,"LINESTRING (58.2695368 55.9537729, 58.2699843 55.9542472, 58.2702912 55.9545644, 58.2703463 55.9546231, 58.2704206 55.9547038, 58.2710675 55.955417)",,2,80Н-399,yes
98732893,tertiary,40,False,True,169.843,Первомайская улица,"LINESTRING (58.2695368 55.9537729, 58.2691922 55.9533631, 58.2685864 55.952664, 58.268375 55.9523911)",,2,80Н-399,
156191033,residential,60,False,False,174.622,улица Память Коммуны,"LINESTRING (58.2695368 55.9537729, 58.2698693 55.9536251, 58.2717337 55.9527965)",,,,
98616409,residential,,False,False,10.917,,"LINESTRING (58.2716265 55.9480945, 58.2716728 55.9480847, 58.2717271 55.9480723, 58.2717901 55.9480592)",,,,
"[98616409, 98581286]",residential,,False,"[False, True]",170.10699999999997,Школьная улица,"LINESTRING (58.2716265 55.9480945, 58.2714678 55.9481279, 58.2713842 55.9481506, 58.2709431 55.9482701, 58.2708404 55.9482975, 58.2705603 55.9483736, 58.2704316 55.9484072, 58.2691613 55.9487531)",,,,
98616409,residential,,False,True,10.917,,"LINESTRING (58.2717901 55.9480592, 58.2717271 55.9480723, 58.2716728 55.9480847, 58.2716265 55.9480945)",,,,
