osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,access,ref,bridge
204835452,True,1,Песоцкая улица,residential,RU:urban,False,151.998,"LINESTRING (39.4066264 51.6404905, 39.4066851 51.6404666, 39.4086288 51.6399223)",yes,,
204835469,False,2,улица Ленина,secondary,40,False,92.18,"LINESTRING (39.4066264 51.6404905, 39.4070175 51.6409029, 39.4073455 51.6411882)",,20К-В18-0,
987527326,False,1,Песоцкая улица,residential,RU:urban,False,3.893,"LINESTRING (39.4086288 51.6399223, 39.4086805 51.6399083)",,,
204835466,False,2,улица Ленина,secondary,60,False,184.395,"LINESTRING (39.4125292 51.644169, 39.4131764 51.6445361, 39.4140305 51.6450451, 39.4141224 51.6450996, 39.4143077 51.6452074, 39.4144815 51.6453011)",,20К-В18-0,
776304629,False,2,улица Ленина,secondary,40,True,101.151,"LINESTRING (39.4125292 51.644169, 39.4123928 51.6441054, 39.4116566 51.6436872, 39.4114373 51.6435627)",,20К-В18-0,
"[987527352, 987527333, 987527334]",False,2,улица Крупской,residential,"['20', 'RU:urban']",False,66.75200000000001,"LINESTRING (39.4125292 51.644169, 39.4126446 51.6441162, 39.4128723 51.6440276, 39.4129241 51.6440102, 39.4133379 51.6438716, 39.4133609 51.6438639)",,,
61564876,False,1,улица Крупской,residential,RU:urban,False,271.45,"LINESTRING (39.4133609 51.6438639, 39.4133334 51.6437143, 39.4133642 51.6434963, 39.4134181 51.643172, 39.413442 51.6430193, 39.4134433 51.6426908, 39.4134414 51.6426391, 39.4134529 51.6422986, 39.4134706 51.642112, 39.4134854 51.6419564, 39.4134854 51.6417366, 39.4134425 51.6415436, 39.4133964 51.6414331)",,,
"[223647484, 987527331, 987527332]",False,2,Юбилейная улица,residential,RU:urban,False,178.48799999999997,"LINESTRING (39.4133609 51.6438639, 39.413733 51.6437698, 39.4139438 51.6437164, 39.4141582 51.6436683, 39.4145202 51.643587, 39.4146398 51.6435611, 39.4155364 51.6433667, 39.4157898 51.6433129)",,,
"[987527352, 987527333, 987527334]",False,2,улица Крупской,residential,"['20', 'RU:urban']",True,66.75200000000001,"LINESTRING (39.4133609 51.6438639, 39.4133379 51.6438716, 39.4129241 51.6440102, 39.4128723 51.6440276, 39.4126446 51.6441162, 39.4125292 51.644169)",,,
216397708,False,1,Юбилейный переулок,residential,,False,130.755,"LINESTRING (39.4157898 51.6433129, 39.4161169 51.6433999, 39.416418 51.6434877, 39.4166764 51.6435686, 39.4167647 51.643608, 39.416825 51.6436523, 39.4168532 51.6436854, 39.4170047 51.6438361, 39.4172474 51.6440079)",,,
"[987527332, 987527331, 223647484]",False,2,Юбилейная улица,residential,RU:urban,True,178.488,"LINESTRING (39.4157898 51.6433129, 39.4155364 51.6433667, 39.4146398 51.6435611, 39.4145202 51.643587, 39.4141582 51.6436683, 39.4139438 51.6437164, 39.413733 51.6437698, 39.4133609 51.6438639)",,,
828749495,False,1,,residential,,False,38.459,"LINESTRING (39.4115318 51.6449069, 39.412052 51.6450311)",,,
1065463204,False,2,Советская улица,residential,40,False,123.48100000000001,"LINESTRING (39.4115318 51.6449069, 39.4114141 51.6452371, 39.4112529 51.645498, 39.4108567 51.6459252)",,,
1065463204,False,2,Советская улица,residential,40,True,143.716,"LINESTRING (39.4115318 51.6449069, 39.4115459 51.6448574, 39.4116504 51.6444911, 39.4116577 51.6443789, 39.4113533 51.6440327, 39.4112538 51.6438593, 39.4112471 51.6437823, 39.4112903 51.6436835)",,,
204835475,False,1,улица Строителей,residential,,True,239.54899999999998,"LINESTRING (39.4172474 51.6440079, 39.4168426 51.6441625, 39.4164848 51.6443087, 39.4156563 51.6446704, 39.4153102 51.6448451, 39.4150684 51.6449721, 39.4146251 51.6452051, 39.4144815 51.6453011)",,,
216397708,False,1,Юбилейный переулок,residential,,True,130.755,"LINESTRING (39.4172474 51.6440079, 39.4170047 51.6438361, 39.4168532 51.6436854, 39.416825 51.6436523, 39.4167647 51.643608, 39.4166764 51.6435686, 39.416418 51.6434877, 39.4161169 51.6433999, 39.4157898 51.6433129)",,,
204835465,False,2,улица Ленина,secondary,60,False,165.51099999999997,"LINESTRING (39.4144815 51.6453011, 39.4145331 51.6453357, 39.4147407 51.64545, 39.4153759 51.6458011, 39.4161552 51.6462625, 39.4162417 51.6463118)",,20К-В18-0,
204835466,False,2,улица Ленина,secondary,60,True,184.395,"LINESTRING (39.4144815 51.6453011, 39.4143077 51.6452074, 39.4141224 51.6450996, 39.4140305 51.6450451, 39.4131764 51.6445361, 39.4125292 51.644169)",,20К-В18-0,
204835475,False,1,улица Строителей,residential,,False,239.549,"LINESTRING (39.4144815 51.6453011, 39.4146251 51.6452051, 39.4150684 51.6449721, 39.4153102 51.6448451, 39.4156563 51.6446704, 39.4164848 51.6443087, 39.4168426 51.6441625, 39.4172474 51.6440079)",,,
375061335,False,2,улица Крупской,residential,RU:urban,False,92.298,"LINESTRING (39.4178951 51.6414602, 39.4176317 51.6406464)",,,
188857446,False,,улица 9 Января,residential,,False,39.599,"LINESTRING (39.4049789 51.6419477, 39.4053984 51.6417047)",,,
175022400,False,,Логовая улица,residential,,True,244.369,"LINESTRING (39.4049789 51.6419477, 39.4052471 51.6423072, 39.4055368 51.6427333, 39.4056573 51.6429114, 39.4057621 51.6430662, 39.4058909 51.6432793, 39.405966 51.643459, 39.4062359 51.6439983)",,,
52059697,False,,улица Степана Разина,residential,,False,197.88100000000003,"LINESTRING (39.4062359 51.6439983, 39.4047319 51.6442242, 39.4039211 51.6444838, 39.4036272 51.6446594)",,,
"[52059697, 207773691, 89416237]",False,,"['Логовая улица', 'улица Степана Разина']",residential,,True,43.031,"LINESTRING (39.4062359 51.6439983, 39.4063432 51.6440401, 39.4063375 51.6442357, 39.4063023 51.6443463)",,,yes
175022400,False,,Логовая улица,residential,,False,244.36899999999997,"LINESTRING (39.4062359 51.6439983, 39.405966 51.643459, 39.4058909 51.6432793, 39.4057621 51.6430662, 39.4056573 51.6429114, 39.4055368 51.6427333, 39.4052471 51.6423072, 39.4049789 51.6419477)",,,
52059691,False,,улица Максима Горького,residential,,False,17.927,"LINESTRING (39.4060296 51.6414249, 39.4057966 51.6413536)",,,
188857446,False,,улица 9 Января,residential,,False,97.53899999999999,"LINESTRING (39.4060296 51.6414249, 39.4063844 51.6414284, 39.4067277 51.6414084, 39.4069959 51.6413285, 39.4072144 51.6412408, 39.4073455 51.6411882)",,,
188857446,False,,улица 9 Января,residential,,True,54.467,"LINESTRING (39.4060296 51.6414249, 39.4057836 51.6414816, 39.4053984 51.6417047)",,,
203054871,False,1,Молодёжная улица,residential,,True,264.188,"LINESTRING (39.4162663 51.6401228, 39.4125253 51.6406276)",,,
178497986,False,1,Молодёжная улица,residential,,True,332.1890000000001,"LINESTRING (39.4162663 51.6401228, 39.4145493 51.6395176, 39.412674 51.6403038, 39.4124906 51.64049, 39.4125253 51.6406276)",,,
203054871,False,1,Молодёжная улица,residential,,False,94.51599999999999,"LINESTRING (39.4162663 51.6401228, 39.4168311 51.6402513, 39.4175843 51.6401579)",,,
178497981,False,1,улица Красная Поляна,residential,RU:urban,False,102.673,"LINESTRING (39.4107378 51.6401852, 39.4102423 51.6402035, 39.409747 51.6401911, 39.409603 51.6401768, 39.4092552 51.6401528)",,,
178497981,False,1,улица Красная Поляна,residential,RU:urban,True,181.524,"LINESTRING (39.4107378 51.6401852, 39.4111258 51.6404641, 39.4114552 51.640706, 39.4119953 51.6412604, 39.41194 51.6415579)",,,
178497986,False,1,Молодёжная улица,residential,,True,103.668,"LINESTRING (39.4125253 51.6406276, 39.4126883 51.6415544)",,,
203054871,False,1,Молодёжная улица,residential,,False,264.188,"LINESTRING (39.4125253 51.6406276, 39.4162663 51.6401228)",,,
178497986,False,1,Молодёжная улица,residential,,False,332.189,"LINESTRING (39.4125253 51.6406276, 39.4124906 51.64049, 39.412674 51.6403038, 39.4145493 51.6395176, 39.4162663 51.6401228)",,,
89416237,False,,Логовая улица,residential,,True,22.689,"LINESTRING (39.4063023 51.6443463, 39.4060092 51.6444388)",,,
"[52059697, 207773691, 89416237]",False,,"['улица Степана Разина', 'Логовая улица']",residential,,False,43.031000000000006,"LINESTRING (39.4063023 51.6443463, 39.4063375 51.6442357, 39.4063432 51.6440401, 39.4062359 51.6439983)",,,yes
207773965,False,,,residential,,False,20.842,"LINESTRING (39.4063023 51.6443463, 39.4064011 51.6443992, 39.4065517 51.6444502)",,,
89416237,False,,Логовая улица,residential,,False,22.689,"LINESTRING (39.4060092 51.6444388, 39.4063023 51.6443463)",,,
89416237,False,,Логовая улица,residential,,True,128.453,"LINESTRING (39.4060092 51.6444388, 39.4060217 51.6447543, 39.406575 51.6455205)",,,
178497977,False,,Логовая улица,residential,,False,167.99,"LINESTRING (39.408714 51.6452786, 39.4084802 51.6455591, 39.4082963 51.6456027, 39.4077285 51.6455485, 39.406575 51.6455205)",,,
370566101,False,,Логовая улица,residential,,False,51.097,"LINESTRING (39.408714 51.6452786, 39.4084243 51.6451651, 39.4081622 51.6449793)",,,
370566101,False,,Логовая улица,residential,,True,166.432,"LINESTRING (39.408714 51.6452786, 39.4094463 51.6456036, 39.4101412 51.6459489, 39.4103215 51.6461951, 39.4103779 51.6463049)",,,
178497977,False,,Логовая улица,residential,,False,116.886,"LINESTRING (39.4048682 51.6454817, 39.404432 51.6456499, 39.4036231 51.6461834)",,,
178497977,False,,Логовая улица,residential,,True,118.312,"LINESTRING (39.4048682 51.6454817, 39.4052159 51.6454634, 39.4062249 51.6455324, 39.406575 51.6455205)",,,
207773966,False,,,residential,,False,29.159999999999997,"LINESTRING (39.4048682 51.6454817, 39.4048683 51.6454159, 39.4048683 51.6453162, 39.4049071 51.6452225)",,,
178497977,False,,Логовая улица,residential,,True,116.886,"LINESTRING (39.4036231 51.6461834, 39.404432 51.6456499, 39.4048682 51.6454817)",,,
68879139,False,1,улица 20 лет ВЛКСМ,residential,RU:urban,False,227.285,"LINESTRING (39.4092552 51.6401528, 39.4094605 51.6402819, 39.4098539 51.6407086, 39.4104075 51.6409943, 39.410747 51.6412717, 39.4111643 51.6415869, 39.4112965 51.641635, 39.4114129 51.6416442)",yes,,
68879139,False,1,улица 20 лет ВЛКСМ,residential,RU:urban,True,48.703,"LINESTRING (39.4092552 51.6401528, 39.40905 51.6400239, 39.4086805 51.6399083)",yes,,
178497981,False,1,улица Красная Поляна,residential,RU:urban,True,102.673,"LINESTRING (39.4092552 51.6401528, 39.409603 51.6401768, 39.409747 51.6401911, 39.4102423 51.6402035, 39.4107378 51.6401852)",,,
95975380,False,2,улица Крупской,residential,RU:urban,True,51.638,"LINESTRING (39.41194 51.6415579, 39.4126883 51.6415544)",,,
95975380,False,2,улица Крупской,residential,RU:urban,False,38.702000000000005,"LINESTRING (39.41194 51.6415579, 39.4117128 51.6415571, 39.4115646 51.6415861, 39.4114129 51.6416442)",,,
178497981,False,1,улица Красная Поляна,residential,RU:urban,False,181.524,"LINESTRING (39.41194 51.6415579, 39.4119953 51.6412604, 39.4114552 51.640706, 39.4111258 51.6404641, 39.4107378 51.6401852)",,,
51999914,False,1,Больничный переулок,residential,,True,321.159,"LINESTRING (39.4142382 51.6478505, 39.4130939 51.6475678, 39.412628 51.647436, 39.4125143 51.647402, 39.4123578 51.6473397, 39.412162 51.6472433, 39.4118391 51.6470732, 39.410674 51.6461221)",,,
987527326,False,1,Песоцкая улица,residential,RU:urban,True,3.893,"LINESTRING (39.4086805 51.6399083, 39.4086288 51.6399223)",,,
68879139,False,1,улица 20 лет ВЛКСМ,residential,RU:urban,False,48.703,"LINESTRING (39.4086805 51.6399083, 39.40905 51.6400239, 39.4092552 51.6401528)",yes,,
207773965,False,,,residential,,True,20.842,"LINESTRING (39.4065517 51.6444502, 39.4064011 51.6443992, 39.4063023 51.6443463)",,,
207773966,False,,,residential,,True,29.16,"LINESTRING (39.4049071 51.6452225, 39.4048683 51.6453162, 39.4048683 51.6454159, 39.4048682 51.6454817)",,,
648152871,False,1,Советская улица,residential,,True,70.72200000000001,"LINESTRING (39.4084081 51.6482003, 39.4088864 51.6482283, 39.4094286 51.64826)",,,
1065463204,False,2,Советская улица,residential,40,True,70.214,"LINESTRING (39.4096744 51.6482067, 39.4097384 51.6475765)",,,
208006301,False,1,,residential,,True,18.252,"LINESTRING (39.4096744 51.6482067, 39.4096225 51.6482069, 39.4095232 51.6482283, 39.4094286 51.64826)",,,
1065463204,False,2,Советская улица,residential,40,False,18.492,"LINESTRING (39.4096744 51.6482067, 39.4096691 51.648258, 39.4096684 51.6483729)",,,
208006301,False,1,,residential,,False,18.252,"LINESTRING (39.4094286 51.64826, 39.4095232 51.6482283, 39.4096225 51.6482069, 39.4096744 51.6482067)",,,
648152871,False,1,Советская улица,residential,,False,70.72200000000001,"LINESTRING (39.4094286 51.64826, 39.4088864 51.6482283, 39.4084081 51.6482003)",,,
648152871,False,1,Советская улица,residential,,True,21.045,"LINESTRING (39.4094286 51.64826, 39.4095038 51.648314, 39.4096203 51.6483555, 39.4096684 51.6483729)",,,
648152871,False,1,Советская улица,residential,,False,21.045,"LINESTRING (39.4096684 51.6483729, 39.4096203 51.6483555, 39.4095038 51.648314, 39.4094286 51.64826)",,,
1065463204,False,2,Советская улица,residential,40,True,18.492,"LINESTRING (39.4096684 51.6483729, 39.4096691 51.648258, 39.4096744 51.6482067)",,,
204835465,False,2,улица Ленина,secondary,60,True,165.511,"LINESTRING (39.4162417 51.6463118, 39.4161552 51.6462625, 39.4153759 51.6458011, 39.4147407 51.64545, 39.4145331 51.6453357, 39.4144815 51.6453011)",,20К-В18-0,
1065463204,False,2,Советская улица,residential,40,False,70.214,"LINESTRING (39.4097384 51.6475765, 39.4096744 51.6482067)",,,
296799992,False,1,,residential,,False,116.91499999999999,"LINESTRING (39.4097384 51.6475765, 39.4093377 51.6476115, 39.4088387 51.647663, 39.4080824 51.6475348)",,,
1065463204,False,2,Советская улица,residential,40,True,150.605,"LINESTRING (39.4097384 51.6475765, 39.4097723 51.6472423, 39.4100623 51.6466173, 39.4102694 51.6463962, 39.4103779 51.6463049)",,,
296799992,False,1,,residential,,True,116.915,"LINESTRING (39.4080824 51.6475348, 39.4088387 51.647663, 39.4093377 51.6476115, 39.4097384 51.6475765)",,,
188857446,False,,улица 9 Января,residential,,True,39.599,"LINESTRING (39.4053984 51.6417047, 39.4049789 51.6419477)",,,
304935138,False,,улица 9 Января,residential,,False,46.302,"LINESTRING (39.4053984 51.6417047, 39.4056651 51.6420868)",,,
188857446,False,,улица 9 Января,residential,,False,54.467,"LINESTRING (39.4053984 51.6417047, 39.4057836 51.6414816, 39.4060296 51.6414249)",,,
304935138,False,,улица 9 Января,residential,,True,46.302,"LINESTRING (39.4056651 51.6420868, 39.4053984 51.6417047)",,,
1065463204,False,2,Советская улица,residential,40,True,28.82,"LINESTRING (39.4103779 51.6463049, 39.410674 51.6461221)",,,
370566101,False,,Логовая улица,residential,,False,166.43200000000002,"LINESTRING (39.4103779 51.6463049, 39.4103215 51.6461951, 39.4101412 51.6459489, 39.4094463 51.6456036, 39.408714 51.6452786)",,,
1065463204,False,2,Советская улица,residential,40,False,150.605,"LINESTRING (39.4103779 51.6463049, 39.4102694 51.6463962, 39.4100623 51.6466173, 39.4097723 51.6472423, 39.4097384 51.6475765)",,,
407490739,False,,,residential,,True,62.903000000000006,"LINESTRING (39.4063657 51.6409215, 39.4062316 51.6409881, 39.4060251 51.6411079, 39.4057966 51.6413536)",,,
52059691,False,,улица Максима Горького,residential,,True,17.927,"LINESTRING (39.4057966 51.6413536, 39.4060296 51.6414249)",,,
407490739,False,,,residential,,False,62.903000000000006,"LINESTRING (39.4057966 51.6413536, 39.4060251 51.6411079, 39.4062316 51.6409881, 39.4063657 51.6409215)",,,
453765003,False,1,,residential,40,True,17.856,"LINESTRING (39.4110447 51.6436414, 39.411156 51.643675, 39.4112903 51.6436835)",,,
653154317,True,1,,unclassified,40,False,61.512,"LINESTRING (39.4110447 51.6436414, 39.41101 51.6435449, 39.4107487 51.6432483, 39.4106949 51.6431369)",,,
"[592362637, 1062501494]",False,,"['Обдорская улица', 'Логовая улица']",residential,,False,350.385,"LINESTRING (39.4040993 51.6471015, 39.4046035 51.6472114, 39.4059843 51.6472167, 39.4060192 51.6471668, 39.4060433 51.6470969, 39.4060782 51.6469654, 39.4060863 51.6467907, 39.4061506 51.646769, 39.4063089 51.6467224, 39.4064537 51.6466908, 39.4065798 51.6466708, 39.4066844 51.6466359, 39.4067166 51.6466042, 39.4067084 51.6465793, 39.406575 51.6455205)",,,
204835472,False,2,улица Ленина,secondary,40,False,36.234,"LINESTRING (39.4110526 51.6433409, 39.4114373 51.6435627)",,20К-В18-0,
204835472,False,2,улица Ленина,secondary,40,True,33.527,"LINESTRING (39.4110526 51.6433409, 39.410795 51.6431911, 39.4106949 51.6431369)",,20К-В18-0,
653154316,True,1,,residential,RU:urban,False,40.349000000000004,"LINESTRING (39.4110526 51.6433409, 39.4112455 51.6433357, 39.4115243 51.643165)",,,
204835472,False,2,улица Ленина,secondary,40,False,33.527,"LINESTRING (39.4106949 51.6431369, 39.410795 51.6431911, 39.4110526 51.6433409)",,20К-В18-0,
"[204835472, 204835469]",False,2,улица Ленина,secondary,40,True,317.014,"LINESTRING (39.4106949 51.6431369, 39.4106217 51.6430959, 39.4101591 51.6428369, 39.4098197 51.6426375, 39.4083492 51.6418286, 39.4081929 51.6417368, 39.4080638 51.641661, 39.4073455 51.6411882)",,20К-В18-0,
828749495,False,1,,residential,,True,38.459,"LINESTRING (39.412052 51.6450311, 39.4115318 51.6449069)",,,
828749495,False,1,,residential,,False,101.18,"LINESTRING (39.412052 51.6450311, 39.4120842 51.6449087, 39.4122492 51.644823, 39.4123525 51.6448903, 39.4123878 51.6449134, 39.4125415 51.6450136, 39.4123591 51.6451401, 39.412052 51.6450311)",,,
828749495,False,1,,residential,,True,101.18,"LINESTRING (39.412052 51.6450311, 39.4123591 51.6451401, 39.4125415 51.6450136, 39.4123878 51.6449134, 39.4123525 51.6448903, 39.4122492 51.644823, 39.4120842 51.6449087, 39.412052 51.6450311)",,,
1030389209,False,,,residential,,True,221.577,"LINESTRING (39.4082299 51.6447814, 39.4091713 51.6452341, 39.4101557 51.6456469, 39.4108567 51.6459252)",,,
1065463204,False,2,Советская улица,residential,40,False,25.264,"LINESTRING (39.4108567 51.6459252, 39.410674 51.6461221)",,,
1030389209,False,,,residential,,False,221.577,"LINESTRING (39.4108567 51.6459252, 39.4101557 51.6456469, 39.4091713 51.6452341, 39.4082299 51.6447814)",,,
1065463204,False,2,Советская улица,residential,40,True,123.48100000000001,"LINESTRING (39.4108567 51.6459252, 39.4112529 51.645498, 39.4114141 51.6452371, 39.4115318 51.6449069)",,,
41578476,False,2,улица 20 лет ВЛКСМ,residential,RU:urban,False,44.869,"LINESTRING (39.4115243 51.643165, 39.4115262 51.6432277, 39.4114837 51.6434701, 39.4114373 51.6435627)",,,
41578476,False,2,улица 20 лет ВЛКСМ,residential,RU:urban,True,170.105,"LINESTRING (39.4115243 51.643165, 39.4115412 51.6427428, 39.411522 51.6423608, 39.4115062 51.6418351, 39.4114129 51.6416442)",,,
453765003,False,1,,residential,40,False,17.856,"LINESTRING (39.4112903 51.6436835, 39.411156 51.643675, 39.4110447 51.6436414)",,,
"[1065463203, 776304631]",False,2,Советская улица,residential,40,True,17.169,"LINESTRING (39.4112903 51.6436835, 39.4113474 51.6436591, 39.4114373 51.6435627)",,,
1065463204,False,2,Советская улица,residential,40,False,143.716,"LINESTRING (39.4112903 51.6436835, 39.4112471 51.6437823, 39.4112538 51.6438593, 39.4113533 51.6440327, 39.4116577 51.6443789, 39.4116504 51.6444911, 39.4115459 51.6448574, 39.4115318 51.6449069)",,,
