osmid,oneway,lanes,highway,maxspeed,reversed,length,geometry,name,ref,tunnel,bridge,access,junction
39996900,True,3,primary,50,False,31.209000000000003,"LINESTRING (6.128718 46.1845223, 6.1286966 46.184695, 6.1286925 46.1848023)",Route des Jeunes,,,,,
342341662,True,2,primary,50,False,34.662,"LINESTRING (6.1288774 46.1819, 6.1288724 46.1822117)",Route des Jeunes,,,,,
"[83376688, 1118138865]",True,3,primary_link,30,False,32.994,"LINESTRING (6.1288965 46.1868533, 6.1287529 46.1868741, 6.1285876 46.1868853, 6.1284725 46.1868765)",Avenue de la Praille,,,,,
76025262,True,1,primary,50,False,78.434,"LINESTRING (6.1284725 46.1868765, 6.1285047 46.1869495, 6.1285109 46.1870007, 6.1284411 46.1874269, 6.1284363 46.1874549, 6.1284367 46.187488, 6.1284461 46.187529, 6.1284736 46.1875708)",Route des Jeunes,,,,,
"[1037489946, 76025268]",True,3,primary,50,False,75.295,"LINESTRING (6.1284725 46.1868765, 6.1284132 46.1869927, 6.1283631 46.1872364, 6.1283237 46.1874281, 6.1283139 46.1874776, 6.1283042 46.1875414)",Route des Jeunes,,,,,
"[224482817, 224482818, 342120205]",True,2,primary_link,50,False,38.194,"LINESTRING (6.1284725 46.1868765, 6.1283881 46.1868711, 6.1280267 46.1868484, 6.1279784 46.1868453)",,,building_passage,,,
49336540,True,,motorway_link,50,False,110.729,"LINESTRING (6.1283737 46.1841841, 6.1284322 46.1838902, 6.1284479 46.1837407, 6.1284637 46.183603, 6.1285013 46.1834147, 6.128542 46.1831955)",Route des Jeunes,A1a,,,,
"[342341658, 342341661]",True,"['2', '3']",primary,50,False,284.69399999999996,"LINESTRING (6.1283737 46.1841841, 6.1283665 46.1839833, 6.1283939 46.1832918, 6.1284159 46.1830951, 6.1284933 46.18165, 6.128494 46.1816257)",Route des Jeunes,,,,,
"[448328707, 83499325, 343709048, 682582901]",False,2,tertiary,50,True,168.56199999999998,"LINESTRING (6.1164842 46.18194, 6.1167711 46.1820576, 6.1168239 46.1820782, 6.1168787 46.1820958, 6.1169429 46.1821132, 6.1171511 46.1821635, 6.1174559 46.1822425, 6.1175507 46.1822678, 6.1177171 46.1823121, 6.1178387 46.1823445, 6.118004 46.1823917, 6.1182297 46.1824561, 6.118433 46.1825141, 6.1184951 46.1825318)","['Pont des Briques', 'Route du Grand-Lancy']",,,yes,,
"[342120216, 342120217, 808475844]",True,2,primary,50,False,230.981,"LINESTRING (6.1279784 46.1868453, 6.1280555 46.1864991, 6.1281386 46.1860507, 6.1281646 46.1859412, 6.1281992 46.1857958, 6.1283395 46.1847839)",Route des Jeunes,,,,,
342341667,True,1,primary,50,False,33.731,"LINESTRING (6.1288012 46.183614, 6.128757 46.1839158)",Route des Jeunes,,,,,
342341667,True,1,primary,50,False,33.513,"LINESTRING (6.1288444 46.1827351, 6.1288338 46.1830364)",Route des Jeunes,,,,,
104950655,False,3,primary,60,True,25.598999999999997,"LINESTRING (6.1209433 46.1817114, 6.1209127 46.1817918, 6.1208523 46.1819328)",Avenue des Communes-Réunies,104,,,,
104950658,True,,residential,30,False,24.305999999999997,"LINESTRING (6.1209433 46.1817114, 6.1209889 46.1817809, 6.1210047 46.1818037, 6.1210235 46.181831, 6.1210881 46.1819053)",Chemin du 1er-Août,,,,,
"[182559539, 83512685]",True,,secondary,50,False,445.632,"LINESTRING (6.1245282 46.1874638, 6.1244664 46.1874765, 6.1243147 46.1875135, 6.1242381 46.187514, 6.1241247 46.1875071, 6.1239946 46.1874926, 6.1238433 46.1874691, 6.1237309 46.1874474, 6.1235865 46.1874125, 6.1234619 46.187376, 6.1233569 46.1873389, 6.1232532 46.1872964, 6.1231245 46.1872347, 6.1230209 46.1871754, 6.1229114 46.1871025, 6.122832 46.1870402, 6.1227967 46.1870089, 6.1227231 46.1869409, 6.1226529 46.1868592, 6.1225721 46.1867437, 6.1225076 46.1866289, 6.1224571 46.1865137, 6.1224125 46.1863984, 6.12236 46.1862228, 6.1223394 46.1861351, 6.1223279 46.1860309, 6.1223327 46.1859346, 6.1223469 46.1858458, 6.1223719 46.1857471, 6.1224337 46.185585, 6.1224696 46.1855031, 6.1225056 46.1854155, 6.1225255 46.1853612, 6.1225436 46.1852982, 6.1225508 46.1852616, 6.1225544 46.1852306, 6.1225552 46.1851921, 6.1225537 46.1851586, 6.122548 46.1851285, 6.1225335 46.1850757, 6.1225196 46.185045, 6.1225024 46.185016, 6.1224712 46.1849675, 6.1224468 46.1849368, 6.1224133 46.1849043, 6.122325 46.1848163, 6.1222329 46.1847326, 6.1221568 46.1846569, 6.1221152 46.18461, 6.1220582 46.1845443)",Route du Grand-Lancy,,,,,
148395153,False,2,tertiary,50,False,25.723999999999997,"LINESTRING (6.1245282 46.1874638, 6.1245272 46.1874795, 6.1245143 46.187592, 6.1245141 46.1876226, 6.1245094 46.1876947)",Rampe du Pont-Rouge,,,,,
991709044,False,,tertiary_link,,True,7.811,"LINESTRING (6.1245282 46.1874638, 6.1245113 46.1874472, 6.1244699 46.1874063)",,,,,,
991709049,True,,tertiary_link,,False,11.299999999999999,"LINESTRING (6.1245282 46.1874638, 6.1245709 46.1874491, 6.1246601 46.1874192)",,,,,,
148395153,False,2,tertiary,50,True,25.724,"LINESTRING (6.1245094 46.1876947, 6.1245141 46.1876226, 6.1245143 46.187592, 6.1245272 46.1874795, 6.1245282 46.1874638)",Rampe du Pont-Rouge,,,,,
59306064,False,,residential,30,True,8.569,"LINESTRING (6.1173575 46.1878886, 6.117301 46.1878222)",Chemin des Pâquerettes,,,,,
59306064,False,,residential,30,False,29.997,"LINESTRING (6.1173575 46.1878886, 6.1174777 46.1879829, 6.1176116 46.1880931)",Chemin des Pâquerettes,,,,,
"[320329499, 320329500, 84816997]",True,,residential,,False,82.5,"LINESTRING (6.1202939 46.1839151, 6.120357 46.1839448, 6.1203854 46.1839597, 6.1204392 46.1839888, 6.1205007 46.1840157, 6.1206079 46.1840907, 6.1208577 46.1842569, 6.1211048 46.1843975)",Chemin de Tressy-Cordy,,,,,
"[80062025, 177720857, 80062020]",True,1,primary,60,False,303.89599999999996,"LINESTRING (6.1202939 46.1839151, 6.1202589 46.1840412, 6.1202214 46.1841316, 6.1201788 46.1842019, 6.1201371 46.1842529, 6.1200888 46.184301, 6.1200332 46.1843495, 6.1199797 46.1843895, 6.1199258 46.1844251, 6.1198642 46.1844596, 6.1197846 46.184502, 6.1197045 46.184539, 6.1182127 46.185233, 6.1179661 46.185354, 6.1178679 46.1854056, 6.1177843 46.1854534, 6.1175785 46.1855843, 6.1174285 46.1856933)",Route du Pont-Butin,104,,yes,,
148395171,False,,residential,30,False,96.47099999999999,"LINESTRING (6.1170232 46.1866755, 6.1171864 46.1867756, 6.1172409 46.1868054, 6.1174686 46.1869299, 6.1175743 46.1869922, 6.1176338 46.1870246, 6.1176963 46.1870586, 6.117861 46.1871481, 6.1179411 46.1871923, 6.1179954 46.1872226)",Chemin du Gué,,,,,
59306064,False,,residential,30,False,8.569,"LINESTRING (6.117301 46.1878222, 6.1173575 46.1878886)",Chemin des Pâquerettes,,,,,
59306094,False,,residential,30,True,85.475,"LINESTRING (6.117301 46.1878222, 6.1173928 46.1877515, 6.1179954 46.1872226)",Chemin du Gué,,,,,
148395148,False,,residential,30,True,100.953,"LINESTRING (6.117301 46.1878222, 6.1172159 46.1877757, 6.1169976 46.187661, 6.1169603 46.1876418, 6.1167965 46.1875574, 6.1162643 46.1872663)",Chemin des Pâquerettes,,,,,
59306064,False,,residential,30,False,12.362,"LINESTRING (6.1176116 46.1880931, 6.1177151 46.1881781)",Chemin des Pâquerettes,,,,,
59306064,False,,residential,30,True,29.997,"LINESTRING (6.1176116 46.1880931, 6.1174777 46.1879829, 6.1173575 46.1878886)",Chemin des Pâquerettes,,,,,
448328708,False,,tertiary,50,True,23.681,"LINESTRING (6.118735 46.182598, 6.1190179 46.1826816)",Route du Grand-Lancy,,,,,
35921205,False,,tertiary,50,True,21.374000000000002,"LINESTRING (6.118735 46.182598, 6.1187669 46.1825416, 6.1187883 46.1825023, 6.1188155 46.1824677, 6.1188651 46.182431)",Chemin des Courtillets,,,,,
"[343709048, 448328708]",False,2,tertiary,50,False,19.883,"LINESTRING (6.118735 46.182598, 6.118609 46.182563, 6.1185951 46.1825592, 6.1184951 46.1825318)",Route du Grand-Lancy,,,,,
32045710,False,,residential,30,False,82.925,"LINESTRING (6.1173737 46.1856447, 6.1173287 46.1856166, 6.1172839 46.1855856, 6.1166548 46.1851738, 6.1165922 46.1851315)",Chemin du Pré-Monnard,,,,,
"[80062024, 80062021, 34326389]",True,2,primary,"['60', '50']",False,376.763,"LINESTRING (6.1173737 46.1856447, 6.1175319 46.1855362, 6.1177281 46.1854104, 6.1179146 46.1853088, 6.1180811 46.1852307, 6.1181664 46.1851881, 6.1196501 46.1844992, 6.1197505 46.1844512, 6.1198304 46.1844076, 6.119878 46.1843792, 6.1199291 46.1843422, 6.1199819 46.1842991, 6.1200587 46.1842217, 6.1201262 46.1841308, 6.1201706 46.1840329, 6.1201918 46.1839741, 6.1202081 46.1839047, 6.1202398 46.1836795, 6.1202781 46.1833365, 6.1202937 46.1832072)",Route du Pont-Butin,104,,yes,,
49582338,False,,residential,30,True,51.239,"LINESTRING (6.1187411 46.1865761, 6.1191875 46.1869179)",Chemin du Banc-Bénit,,,,,
49582338,False,,residential,30,False,18.337,"LINESTRING (6.1187411 46.1865761, 6.118676 46.1865277, 6.1185788 46.1864554)",Chemin du Banc-Bénit,,,,,
58827971,False,,residential,30,False,92.0,"LINESTRING (6.1187411 46.1865761, 6.1187178 46.186594, 6.1179954 46.1872226)",Chemin du Gué,,,,,
49582338,False,,residential,30,False,122.574,"LINESTRING (6.1185788 46.1864554, 6.1183912 46.1863259, 6.1178855 46.1859921, 6.1178218 46.1859506, 6.1177076 46.185876, 6.1175022 46.185742, 6.1174285 46.1856933)",Chemin du Banc-Bénit,,,,,
49582338,False,,residential,30,True,18.337,"LINESTRING (6.1185788 46.1864554, 6.118676 46.1865277, 6.1187411 46.1865761)",Chemin du Banc-Bénit,,,,,
148395150,False,,residential,30,False,163.284,"LINESTRING (6.1185788 46.1864554, 6.1186303 46.1864225, 6.1186679 46.1863988, 6.1186941 46.1863913, 6.1187256 46.1863895, 6.1187632 46.1863951, 6.1188342 46.1864206, 6.1188624 46.1864234, 6.1188933 46.1864197, 6.1189221 46.1864048, 6.119251 46.1862061, 6.1195423 46.186026, 6.1196483 46.1859726, 6.1200097 46.1858329, 6.1203213 46.1857168)",Chemin du Gué,,,,destination,
49582338,False,,residential,30,True,122.57400000000001,"LINESTRING (6.1174285 46.1856933, 6.1175022 46.185742, 6.1177076 46.185876, 6.1178218 46.1859506, 6.1178855 46.1859921, 6.1183912 46.1863259, 6.1185788 46.1864554)",Chemin du Banc-Bénit,,,,,
1214525660,True,2,primary,60,False,176.52700000000002,"LINESTRING (6.1174285 46.1856933, 6.117188 46.1858914, 6.1165596 46.186406, 6.1163743 46.1865577, 6.1159478 46.1869055)",Route du Pont-Butin,104,,,,
148395150,False,,residential,30,True,163.284,"LINESTRING (6.1203213 46.1857168, 6.1200097 46.1858329, 6.1196483 46.1859726, 6.1195423 46.186026, 6.119251 46.1862061, 6.1189221 46.1864048, 6.1188933 46.1864197, 6.1188624 46.1864234, 6.1188342 46.1864206, 6.1187632 46.1863951, 6.1187256 46.1863895, 6.1186941 46.1863913, 6.1186679 46.1863988, 6.1186303 46.1864225, 6.1185788 46.1864554)",Chemin du Gué,,,,destination,
58827971,False,,residential,30,True,92.0,"LINESTRING (6.1179954 46.1872226, 6.1187178 46.186594, 6.1187411 46.1865761)",Chemin du Gué,,,,,
59306094,False,,residential,30,False,85.475,"LINESTRING (6.1179954 46.1872226, 6.1173928 46.1877515, 6.117301 46.1878222)",Chemin du Gué,,,,,
148395171,False,,residential,30,True,96.471,"LINESTRING (6.1179954 46.1872226, 6.1179411 46.1871923, 6.117861 46.1871481, 6.1176963 46.1870586, 6.1176338 46.1870246, 6.1175743 46.1869922, 6.1174686 46.1869299, 6.1172409 46.1868054, 6.1171864 46.1867756, 6.1170232 46.1866755)",Chemin du Gué,,,,,
342120215,True,3,primary,50,False,66.747,"LINESTRING (6.1283395 46.1847839, 6.1283737 46.1841841)",Route des Jeunes,,,,,
59304712,False,,residential,30,False,56.509,"LINESTRING (6.1222218 46.1828814, 6.1221146 46.1828353, 6.1219992 46.1827494, 6.1217195 46.1825157)",Chemin du 1er-Août,,,,,
1001692776,False,,residential,30,False,49.153999999999996,"LINESTRING (6.1222218 46.1828814, 6.1222698 46.1828118, 6.1224821 46.1825291, 6.1225126 46.1824879)",Avenue Eugène-Lance,,,,,
1001692776,False,,residential,30,True,40.493,"LINESTRING (6.1222218 46.1828814, 6.1221586 46.1829665, 6.1219814 46.1832053)",Avenue Eugène-Lance,,,,,
"[342120218, 342120219]",True,"['2', '3']",primary,50,False,175.69400000000002,"LINESTRING (6.1286883 46.185006, 6.128633 46.1854225, 6.1286129 46.1855725, 6.1285804 46.1858235, 6.1285399 46.1861012, 6.1285267 46.1862845, 6.1285043 46.1865806)",Route des Jeunes,,,,,
342341664,True,4,primary,50,False,9.399,"LINESTRING (6.128757 46.1839158, 6.1287504 46.1840002)",Route des Jeunes,,,,,
808475845,True,2,primary,50,False,22.653,"LINESTRING (6.1286925 46.1848023, 6.1286883 46.185006)",Route des Jeunes,,,,,
49613856,True,,primary_link,50,False,82.38,"LINESTRING (6.1286925 46.1848023, 6.128654 46.1848294, 6.1286193 46.184879, 6.128598 46.184939, 6.1284882 46.18552)",,,,,,
342341667,True,1,primary,50,False,58.249,"LINESTRING (6.1288724 46.1822117, 6.1288644 46.1824856, 6.1288444 46.1827351)",Route des Jeunes,,,,,
342341667,True,1,primary,50,False,64.275,"LINESTRING (6.1288338 46.1830364, 6.1288163 46.1833746, 6.1288012 46.183614)",Route des Jeunes,,,,,
49613855,True,,motorway_link,80,False,259.002,"LINESTRING (6.1283683 46.1855193, 6.1284185 46.1853199, 6.1284621 46.1848621, 6.1284861 46.1845378, 6.1285158 46.1840463, 6.1285517 46.1834232, 6.128542 46.1831955)",Voie Centrale,A1a,,,,
241724444,True,,primary_link,50,False,81.86699999999999,"LINESTRING (6.1283683 46.1855193, 6.1283762 46.1853356, 6.1283677 46.1850573, 6.1283395 46.1847839)",,,,,,
"[342120208, 76025282]",True,1,primary_link,"['50', '30']",False,46.00000000000001,"LINESTRING (6.1285043 46.1865806, 6.1285469 46.1866905, 6.1286165 46.1867602, 6.1286879 46.1867871, 6.1287586 46.1868086, 6.1288965 46.1868533)",Avenue de la Praille,,,,,
799298446,True,3,primary,50,False,32.995,"LINESTRING (6.1285043 46.1865806, 6.1284792 46.186796, 6.1284725 46.1868765)",Route des Jeunes,,,,,
342341664,True,4,primary,50,False,58.109,"LINESTRING (6.1287504 46.1840002, 6.1287431 46.1840922, 6.1287321 46.1842877, 6.128718 46.1845223)",Route des Jeunes,,,,,
682863507,True,,secondary,50,False,12.96,"LINESTRING (6.1216704 46.1836128, 6.1216951 46.1836371, 6.121709 46.1836644, 6.1217118 46.1836933, 6.1217032 46.1837216)",Route du Grand-Lancy,,,,,roundabout
1001692776,False,,residential,30,False,51.354,"LINESTRING (6.1216704 46.1836128, 6.1216915 46.1835909, 6.1217284 46.1835525, 6.1217972 46.1834766, 6.1219814 46.1832053)",Avenue Eugène-Lance,,,,,
76559999,True,,secondary,50,False,19.34,"LINESTRING (6.1214042 46.1836772, 6.1214095 46.1836568, 6.1214204 46.1836376, 6.1214364 46.1836201, 6.1214499 46.1836096, 6.121471 46.1835976, 6.1215048 46.1835856, 6.1215419 46.1835797, 6.1215798 46.1835802)",Route du Grand-Lancy,,,,,roundabout
"[83361880, 83361882, 682863508]",True,2,secondary,50,False,90.35900000000001,"LINESTRING (6.1214042 46.1836772, 6.1213634 46.1836436, 6.1212602 46.1835893, 6.1211325 46.1835241, 6.1205733 46.1833297, 6.1205328 46.1833163, 6.1204003 46.1832656)",Route du Grand-Lancy,,,,,
76559996,False,,residential,30,False,40.91,"LINESTRING (6.121372 46.1822163, 6.1211465 46.1819696, 6.1210881 46.1819053)",Chemin du 1er-Août,,,,,
682863507,True,,secondary,50,False,7.982000000000001,"LINESTRING (6.1215798 46.1835802, 6.121614 46.1835867, 6.1216439 46.1835975, 6.1216704 46.1836128)",Route du Grand-Lancy,,,,,roundabout
104950650,False,,residential,,True,35.155,"LINESTRING (6.1199764 46.179779, 6.1200123 46.1799521, 6.1200184 46.180028, 6.120006 46.1800927)",Chemin des Semailles,,,,,
"[788936917, 83512690, 343645084, 83361885]",True,"['1', '2']",secondary,50,False,518.1290000000001,"LINESTRING (6.1217032 46.1837216, 6.1217898 46.1838652, 6.1219485 46.1840943, 6.1220891 46.1843068, 6.1221378 46.1844076, 6.1221882 46.1844977, 6.1222189 46.1845413, 6.1222477 46.1845767, 6.1222834 46.1846149, 6.1223202 46.1846505, 6.1223743 46.1847001, 6.1224314 46.1847489, 6.1225175 46.1848247, 6.122554 46.1848601, 6.122587 46.1848968, 6.1226093 46.1849259, 6.122628 46.1849539, 6.1226443 46.1849827, 6.1226571 46.185007, 6.1226705 46.1850401, 6.1226821 46.1850765, 6.1226907 46.1851139, 6.1226969 46.1851481, 6.1227006 46.1851981, 6.1226975 46.1852588, 6.1226931 46.1852904, 6.122686 46.1853214, 6.1226726 46.1853694, 6.1226562 46.1854122, 6.1225989 46.1855471, 6.1225507 46.1856477, 6.1225344 46.1856896, 6.1225169 46.185753, 6.1225097 46.1857905, 6.122505 46.1858371, 6.1225035 46.1858798, 6.1225044 46.1859396, 6.1225107 46.1859976, 6.1225236 46.1860669, 6.1225788 46.1862652, 6.1226206 46.1864121, 6.1226612 46.1865187, 6.1227001 46.1866012, 6.1227408 46.186676, 6.1228056 46.1867782, 6.1228771 46.1868674, 6.1229607 46.1869483, 6.1230125 46.1869976, 6.1230578 46.1870337, 6.1231129 46.1870711, 6.1232303 46.1871421, 6.1233363 46.1871957, 6.1234454 46.1872422, 6.1235789 46.1872895, 6.1237531 46.18733, 6.1239062 46.1873555, 6.124053 46.187367, 6.1240771 46.1873684, 6.1242584 46.187379, 6.1243386 46.187391, 6.1244699 46.1874063)",Route du Grand-Lancy,,,,,
"[1044571464, 1040940845]",True,,secondary,50,False,19.874000000000002,"LINESTRING (6.1217032 46.1837216, 6.1216871 46.1837442, 6.1216637 46.1837635, 6.1216333 46.1837789, 6.121613 46.1837856, 6.121591 46.1837899, 6.1215647 46.1837925, 6.1215395 46.1837918, 6.1215147 46.1837883, 6.1214911 46.1837821)",Route du Grand-Lancy,,,,,roundabout
1040940846,True,,secondary,50,False,14.24,"LINESTRING (6.1214911 46.1837821, 6.1214546 46.1837651, 6.1214265 46.1837417, 6.1214079 46.1837107, 6.1214042 46.1836772)",Route du Grand-Lancy,,,,,roundabout
80371730,True,1,primary_link,50,False,71.983,"LINESTRING (6.128494 46.1816257, 6.1285548 46.1814776, 6.1285772 46.1814505, 6.1286101 46.1814365, 6.1286452 46.1814314, 6.1286882 46.1814326, 6.1287241 46.1814348, 6.1287612 46.1814426, 6.1288054 46.1814578, 6.1288388 46.1814863, 6.1288645 46.1815259, 6.1288881 46.18174)",,,,,,
342341666,True,2,primary,50,False,59.415,"LINESTRING (6.128494 46.1816257, 6.1285284 46.1813214, 6.1285382 46.1810924)",Route des Jeunes,,,,,
342341666,True,2,primary,50,False,172.295,"LINESTRING (6.1285382 46.1810924, 6.128546 46.1809885, 6.1286145 46.1797363, 6.1286183 46.1796766, 6.1286285 46.1795442)",Route des Jeunes,,,,,
765359748,True,,residential,30,False,42.709,"LINESTRING (6.1217195 46.1825157, 6.121372 46.1822163)",Chemin du 1er-Août,,,,,
59304712,False,,residential,30,True,56.509,"LINESTRING (6.1217195 46.1825157, 6.1219992 46.1827494, 6.1221146 46.1828353, 6.1222218 46.1828814)",Chemin du 1er-Août,,,,,
1001692776,False,,residential,30,True,49.154,"LINESTRING (6.1225126 46.1824879, 6.1224821 46.1825291, 6.1222698 46.1828118, 6.1222218 46.1828814)",Avenue Eugène-Lance,,,,,
82565623,True,,residential,30,False,95.082,"LINESTRING (6.1219814 46.1832053, 6.1219314 46.1831544, 6.1215161 46.1827314, 6.1215032 46.1826758, 6.1215214 46.1826314, 6.1215823 46.1825914, 6.1216743 46.1825399, 6.121688 46.1825326, 6.1217195 46.1825157)",Passage du 1er-Août,,,,destination,
1001692776,False,,residential,30,False,40.493,"LINESTRING (6.1219814 46.1832053, 6.1221586 46.1829665, 6.1222218 46.1828814)",Avenue Eugène-Lance,,,,,
1001692776,False,,residential,30,True,51.354,"LINESTRING (6.1219814 46.1832053, 6.1217972 46.1834766, 6.1217284 46.1835525, 6.1216915 46.1835909, 6.1216704 46.1836128)",Avenue Eugène-Lance,,,,,
76559996,False,,residential,30,True,40.91,"LINESTRING (6.1210881 46.1819053, 6.1211465 46.1819696, 6.121372 46.1822163)",Chemin du 1er-Août,,,,,
104950651,True,,residential,30,False,19.204,"LINESTRING (6.1210881 46.1819053, 6.120969 46.1818974, 6.1209191 46.1819034, 6.1208523 46.1819328)",Chemin du 1er-Août,,,,,
"[83376689, 1037825530, 808475844]",True,2,primary,50,False,58.53399999999999,"LINESTRING (6.1278808 46.1873672, 6.1279135 46.1871794, 6.1279405 46.1870239, 6.1279609 46.1869065, 6.1279784 46.1868453)",Route des Jeunes,,,,,
177720852,False,3,tertiary,50,False,95.20899999999999,"LINESTRING (6.1201368 46.183046, 6.1198107 46.1829324, 6.1196454 46.1828791, 6.119528 46.1828411, 6.1191752 46.1827308, 6.1191245 46.182715, 6.1190179 46.1826816)",Route du Grand-Lancy,,,,,
814591739,True,1,tertiary,50,False,17.660000000000004,"LINESTRING (6.1201368 46.183046, 6.1202621 46.1830738, 6.120293 46.1830809, 6.1203246 46.1830885, 6.1203537 46.1830974)",Route du Grand-Lancy,,,,,
104950655,False,3,primary,60,False,25.598999999999997,"LINESTRING (6.1208523 46.1819328, 6.1209127 46.1817918, 6.1209433 46.1817114)",Avenue des Communes-Réunies,104,,,,
"[224551642, 224551638]",False,3,primary,50,True,74.804,"LINESTRING (6.1208523 46.1819328, 6.1208151 46.1820206, 6.1207266 46.1822294, 6.1206539 46.1824154, 6.1205894 46.1825804)",Avenue des Communes-Réunies,104,,,,
814591737,True,1,tertiary,50,False,21.615,"LINESTRING (6.1202937 46.1832072, 6.1201368 46.183046)",Route du Grand-Lancy,,,,,
"[814591734, 1214525175]",True,2,primary,50,False,13.062,"LINESTRING (6.1202937 46.1832072, 6.1203189 46.1831554, 6.1203287 46.183139, 6.1203435 46.1831147, 6.1203537 46.1830974)",Route du Pont-Butin,104,,,,
448328708,False,,tertiary,50,False,23.681,"LINESTRING (6.1190179 46.1826816, 6.118735 46.182598)",Route du Grand-Lancy,,,,,
177720852,False,3,tertiary,50,True,95.209,"LINESTRING (6.1190179 46.1826816, 6.1191245 46.182715, 6.1191752 46.1827308, 6.119528 46.1828411, 6.1196454 46.1828791, 6.1198107 46.1829324, 6.1201368 46.183046)",Route du Grand-Lancy,,,,,
814591738,True,3,primary,50,False,17.628,"LINESTRING (6.1204451 46.1829616, 6.1204247 46.1831195)",Avenue des Communes-Réunies,104,,,,
"[224551641, 83361883]",False,4,primary,50,False,43.82,"LINESTRING (6.1204451 46.1829616, 6.1205316 46.1827361, 6.1205894 46.1825804)",Avenue des Communes-Réunies,104,,,,
85388881,True,,residential,,False,95.88,"LINESTRING (6.120006 46.1800927, 6.1199127 46.1801055, 6.1189737 46.1804079, 6.1189437 46.1804132, 6.1188616 46.1804244)",Chemin Emile-Paquin,,,,,
104950650,False,,residential,,False,35.155,"LINESTRING (6.120006 46.1800927, 6.1200184 46.180028, 6.1200123 46.1799521, 6.1199764 46.179779)",Chemin des Semailles,,,,,
104950650,False,,residential,,True,147.56,"LINESTRING (6.120006 46.1800927, 6.1200187 46.1801266, 6.120087 46.1802815, 6.120152 46.1804314, 6.1202202 46.1805753, 6.1203057 46.1807236, 6.120427 46.180945, 6.1204847 46.1810397, 6.1206142 46.1812435, 6.1206643 46.1813375)",Chemin des Semailles,,,,,
83361886,False,,residential,,True,34.744,"LINESTRING (6.1216764 46.1847039, 6.1217676 46.1846435, 6.1218011 46.1846258, 6.1218765 46.1845998, 6.1220106 46.1845613, 6.1220582 46.1845443)",Place du Château,,,,,
84817142,False,,residential,,False,16.573,"LINESTRING (6.1216764 46.1847039, 6.1215666 46.1847925, 6.1215374 46.1848177)",Chemin du Gué,,,,,
