osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,geometry,bridge
71076011,,,residential,30,False,False,12.796,"LINESTRING (14.4533062 48.9437072, 14.4533158 48.9438221)",
333256268,,,residential,30,False,False,224.34799999999998,"LINESTRING (14.4533062 48.9437072, 14.4536061 48.9437002, 14.4538639 48.9436945, 14.454209 48.9436858, 14.4546943 48.943675, 14.4548252 48.9436529, 14.455013 48.9436253, 14.45524 48.9435848, 14.4554646 48.9435447, 14.4559166 48.9434928, 14.4561185 48.943471, 14.4563394 48.9434471)",
333256270,,,residential,30,False,True,46.099000000000004,"LINESTRING (14.4533062 48.9437072, 14.4531295 48.9436439, 14.4529377 48.9436088, 14.4527245 48.9435507)",
71076011,,,residential,30,False,True,12.796,"LINESTRING (14.4533158 48.9438221, 14.4533062 48.9437072)",
25754341,,,residential,30,False,True,229.96800000000002,"LINESTRING (14.4533158 48.9438221, 14.4535339 48.943876, 14.4537083 48.9438762, 14.4540319 48.9438766, 14.4541102 48.9438767, 14.4543257 48.943877, 14.4545807 48.9438773, 14.4548575 48.9438777, 14.4553753 48.9438783, 14.4556229 48.9438786, 14.4558065 48.9438788, 14.4558675 48.9438789, 14.4562003 48.9438795, 14.4564291 48.9438143)",
"[841482925, 333256271]",,,residential,"['30', '50']",False,False,53.906,"LINESTRING (14.4533158 48.9438221, 14.453149 48.9438379, 14.4528873 48.9438788, 14.4527333 48.9439029, 14.4525943 48.9439228)",
229590080,2,143,secondary,90,False,False,29.415,"LINESTRING (14.4488403 48.9418967, 14.4492262 48.941821)",
22779938,1,,primary_link,90,True,False,46.206,"LINESTRING (14.4488403 48.9418967, 14.449001 48.9417882, 14.4491155 48.9416796, 14.4491619 48.9415511)",
229590079,2,143,secondary,90,False,True,45.907,"LINESTRING (14.4488403 48.9418967, 14.4483837 48.9419663, 14.4483158 48.9419766, 14.448228 48.94199)",
37690617,,,residential,,False,False,104.384,"LINESTRING (14.4510736 48.9407731, 14.4505901 48.9416565)",
229590077,2,143,secondary,90,False,True,11.599,"LINESTRING (14.4493788 48.9417921, 14.4492262 48.941821)",
22779943,1,,primary_link,90,True,False,32.644999999999996,"LINESTRING (14.4493788 48.9417921, 14.4492872 48.9417542, 14.449228 48.9417042, 14.4491619 48.9415511)",
"[815082946, 22779944, 22779945, 1018330696, 229590078]",2,143,secondary,"['90', '30']",False,False,90.944,"LINESTRING (14.4493788 48.9417921, 14.4494659 48.9417759, 14.4496032 48.9417509, 14.4498823 48.9416957, 14.4500112 48.9416726, 14.4503 48.9416401, 14.4504935 48.9416381, 14.4505901 48.9416565)",yes
229590077,2,143,secondary,90,False,False,11.599,"LINESTRING (14.4492262 48.941821, 14.4493788 48.9417921)",
229590080,2,143,secondary,90,False,True,29.415,"LINESTRING (14.4492262 48.941821, 14.4488403 48.9418967)",
70949826,,,residential,,False,False,259.093,"LINESTRING (14.4477003 48.9419846, 14.447756 48.9418667, 14.4478529 48.9418229, 14.4481285 48.9418172, 14.4485139 48.941813, 14.4487551 48.9417494, 14.4489066 48.9416279, 14.4489712 48.9414547, 14.4489577 48.9412407, 14.448718 48.9402787)",
70949826,,,residential,,False,True,63.709999999999994,"LINESTRING (14.4477003 48.9419846, 14.4476616 48.9421828, 14.4476065 48.942336, 14.4475378 48.9424034, 14.4474966 48.9424551, 14.4474303 48.9425177)",
673049796,,143,secondary,90,False,False,38.572,"LINESTRING (14.4477003 48.9419846, 14.4479846 48.9419939, 14.448228 48.94199)",
70949832,,,residential,,False,True,204.37,"LINESTRING (14.4491538 48.9437181, 14.4491753 48.9432905, 14.4490785 48.9431598, 14.4487987 48.9429937, 14.447901 48.9426814, 14.4474303 48.9425177)",
70949826,,,residential,,False,True,259.093,"LINESTRING (14.448718 48.9402787, 14.4489577 48.9412407, 14.4489712 48.9414547, 14.4489066 48.9416279, 14.4487551 48.9417494, 14.4485139 48.941813, 14.4481285 48.9418172, 14.4478529 48.9418229, 14.447756 48.9418667, 14.4477003 48.9419846)",
70949826,,,residential,,False,False,63.71,"LINESTRING (14.4474303 48.9425177, 14.4474966 48.9424551, 14.4475378 48.9424034, 14.4476065 48.942336, 14.4476616 48.9421828, 14.4477003 48.9419846)",
70949832,,,residential,,False,False,204.37,"LINESTRING (14.4474303 48.9425177, 14.447901 48.9426814, 14.4487987 48.9429937, 14.4490785 48.9431598, 14.4491753 48.9432905, 14.4491538 48.9437181)",
"[25754344, 72500745, 815082948]",,,"['unclassified', 'residential']","['20', '30']",False,"[False, True]",263.91,"LINESTRING (14.4584598 48.9456608, 14.4580165 48.9452882, 14.4577937 48.9450985, 14.4577008 48.944968, 14.4575428 48.9446155, 14.4573686 48.9442359, 14.4572001 48.9440301, 14.4570428 48.943891, 14.4568869 48.9438102, 14.4566994 48.9437602, 14.4565751 48.9437471)",
"[841482912, 552387742]",,,"['unclassified', 'residential']","['20', '50']",False,False,419.301,"LINESTRING (14.4584598 48.9456608, 14.4575041 48.9455928, 14.456982 48.9456455, 14.4565984 48.945601, 14.4560069 48.9456639, 14.455291 48.9455131, 14.4550565 48.9454953, 14.4539538 48.9454117, 14.4535172 48.9454076, 14.4534255 48.9454067, 14.4531511 48.94542, 14.4528432 48.9454333, 14.4527901 48.9454357)",
71076013,,,residential,50,False,True,164.33100000000002,"LINESTRING (14.4524628 48.9431205, 14.4512776 48.9431646, 14.4512286 48.9431349, 14.451206 48.9424807)",
71076010,,,residential,50,False,False,52.257999999999996,"LINESTRING (14.4519153 48.9424295, 14.4517434 48.942456, 14.4515539 48.9424697, 14.451206 48.9424807)",
1047723353,,,tertiary,,False,True,88.41399999999999,"LINESTRING (14.4519153 48.9424295, 14.451636 48.9423456, 14.451056 48.9421668, 14.450818 48.9420937)",
"[333256267, 1047723355, 1047723356]",,,tertiary,50,False,False,148.124,"LINESTRING (14.4519153 48.9424295, 14.4522778 48.9425421, 14.4523865 48.9426179, 14.4524784 48.9427406, 14.4526226 48.943111, 14.4526556 48.9431956, 14.4526657 48.9432363, 14.4527018 48.9433816, 14.4527245 48.9435507)",
71076010,,,residential,50,False,False,34.725,"LINESTRING (14.451206 48.9424807, 14.4507306 48.9424758)",
71076010,,,residential,50,False,True,52.257999999999996,"LINESTRING (14.451206 48.9424807, 14.4515539 48.9424697, 14.4517434 48.942456, 14.4519153 48.9424295)",
71076013,,,residential,50,False,False,164.33100000000002,"LINESTRING (14.451206 48.9424807, 14.4512286 48.9431349, 14.4512776 48.9431646, 14.4524628 48.9431205)",
25754342,,,residential,50,False,False,91.209,"LINESTRING (14.4514776 48.9435686, 14.4523571 48.9435366, 14.4527245 48.9435507)",
71076010,,,residential,50,False,True,34.725,"LINESTRING (14.4507306 48.9424758, 14.451206 48.9424807)",
"[25754344, 72500745, 815082948]",,,"['residential', 'unclassified']","['20', '30']",False,"[False, True]",263.91,"LINESTRING (14.4565751 48.9437471, 14.4566994 48.9437602, 14.4568869 48.9438102, 14.4570428 48.943891, 14.4572001 48.9440301, 14.4573686 48.9442359, 14.4575428 48.9446155, 14.4577008 48.944968, 14.4577937 48.9450985, 14.4580165 48.9452882, 14.4584598 48.9456608)",
25754344,,,residential,30,False,True,13.395,"LINESTRING (14.4565751 48.9437471, 14.4565164 48.9437914, 14.4564291 48.9438143)",
71187533,,,residential,30,False,True,51.955,"LINESTRING (14.4565751 48.9437471, 14.4565837 48.9434405, 14.4563394 48.9434471)",
"[672861112, 838362710]",,,tertiary,"['90', '50']",False,False,228.70600000000002,"LINESTRING (14.4527901 48.9454357, 14.4527982 48.9454714, 14.4528132 48.9455371, 14.4528388 48.9456491, 14.4530438 48.9464793, 14.4530487 48.9465154, 14.4531539 48.9471673, 14.4531536 48.9472961, 14.453149 48.9473441, 14.4531356 48.9473873, 14.4531155 48.9474261, 14.453094 48.9474498, 14.4530746 48.9474634)",
838362710,,,tertiary,50,False,True,171.03,"LINESTRING (14.4527901 48.9454357, 14.4526523 48.9448517, 14.4525238 48.9440665, 14.4525229 48.9439961, 14.4525943 48.9439228)",
"[841482912, 552387742]",,,"['residential', 'unclassified']","['20', '50']",False,True,419.30100000000004,"LINESTRING (14.4527901 48.9454357, 14.4528432 48.9454333, 14.4531511 48.94542, 14.4534255 48.9454067, 14.4535172 48.9454076, 14.4539538 48.9454117, 14.4550565 48.9454953, 14.455291 48.9455131, 14.4560069 48.9456639, 14.4565984 48.945601, 14.456982 48.9456455, 14.4575041 48.9455928, 14.4584598 48.9456608)",
37690617,,,residential,,False,True,104.384,"LINESTRING (14.4505901 48.9416565, 14.4510736 48.9407731)",
22779945,2,143,secondary,30,False,False,58.426,"LINESTRING (14.4505901 48.9416565, 14.4506465 48.9416673, 14.450737 48.941707, 14.450829 48.941786, 14.4508665 48.9418718, 14.4508664 48.9419894, 14.450818 48.9420937)",
"[815082946, 1018330696, 22779945, 22779944, 229590078]",2,143,secondary,"['90', '30']",False,True,90.94399999999999,"LINESTRING (14.4505901 48.9416565, 14.4504935 48.9416381, 14.4503 48.9416401, 14.4500112 48.9416726, 14.4498823 48.9416957, 14.4496032 48.9417509, 14.4494659 48.9417759, 14.4493788 48.9417921)",yes
