osmid,name,highway,oneway,reversed,length,geometry,ref,bridge,maxspeed,lanes,access,junction
36932456,Na Kopečku,residential,False,False,129.40800000000002,"LINESTRING (16.56905 49.5479698, 16.5690674 49.5480424, 16.5690684 49.5480862, 16.5690184 49.5484403, 16.5690085 49.5491312)",,,,,,
356585022,Česká,secondary,False,False,171.266,"LINESTRING (16.56905 49.5479698, 16.5693896 49.5478183, 16.5695728 49.5477538, 16.569756 49.547708, 16.570434 49.547572, 16.5706694 49.5475066, 16.5707647 49.5474723, 16.57086 49.547432, 16.5709938 49.5473593, 16.5711393 49.547276)",365,,,,,
"[670305210, 113989420, 113989989]",,primary,False,False,257.47799999999995,"LINESTRING (16.5729073 49.5429971, 16.5731785 49.5432777, 16.5734909 49.5435399, 16.5737838 49.5437352, 16.5743371 49.544047, 16.5754551 49.5445879)",43,yes,50,"['2', '3']",,
"[784328450, 9586670]",Tyršova,tertiary,False,True,123.72299999999998,"LINESTRING (16.5729073 49.5429971, 16.5728313 49.5430412, 16.5723406 49.5433256, 16.5722064 49.5434071, 16.5720623 49.5434994, 16.5719756 49.5435736, 16.571921 49.5436374, 16.5718805 49.5436941, 16.5718454 49.5437611, 16.5718234 49.5438292)",3658,,,,,
"[784328450, 9586670]",Tyršova,tertiary,False,False,123.72300000000001,"LINESTRING (16.5718234 49.5438292, 16.5718454 49.5437611, 16.5718805 49.5436941, 16.571921 49.5436374, 16.5719756 49.5435736, 16.5720623 49.5434994, 16.5722064 49.5434071, 16.5723406 49.5433256, 16.5728313 49.5430412, 16.5729073 49.5429971)",3658,,,,,
"[1168439643, 784328451, 784328454, 452210199]",Tyršova,tertiary,False,False,359.24300000000005,"LINESTRING (16.5718234 49.5438292, 16.5718252 49.5439272, 16.5721196 49.5449803, 16.5722912 49.5456601, 16.5724859 49.5463831, 16.5725872 49.5467699, 16.5726074 49.5468535, 16.5726336 49.5469613, 16.5726464 49.5470142)",3657,,50,,,
"[338711208, 360005753, 784328452]","['Tyršova', 'Halasova']",tertiary,False,True,211.60999999999999,"LINESTRING (16.5718234 49.5438292, 16.5717438 49.5438108, 16.5716696 49.5437889, 16.5715865 49.5437537, 16.5715088 49.5437115, 16.5713856 49.5436272, 16.5712066 49.5434865, 16.5705613 49.5429798, 16.5704063 49.5427774, 16.5703513 49.5427325, 16.5703044 49.5427094, 16.5702513 49.5426832, 16.5701447 49.5426471, 16.5697514 49.5425708)",3657,,50,,yes,
36932431,Českobratrská,residential,False,True,91.91,"LINESTRING (16.5752783 49.548643, 16.5751951 49.5485093, 16.575187 49.5478982, 16.5751827 49.547827)",,,,,,
36932431,Českobratrská,residential,False,False,91.91,"LINESTRING (16.5751827 49.547827, 16.575187 49.5478982, 16.5751951 49.5485093, 16.5752783 49.548643)",,,,,,
36932431,Českobratrská,residential,False,True,115.95299999999999,"LINESTRING (16.5751827 49.547827, 16.5751795 49.5475617, 16.5751778 49.5473168, 16.5750681 49.5468993, 16.5750539 49.5468456, 16.5750398 49.5467918)",,,,,,
36932432,,residential,False,False,104.03200000000001,"LINESTRING (16.5751827 49.547827, 16.5758172 49.5478769, 16.5759678 49.5478435, 16.5760035 49.5477715, 16.5760035 49.5474295)",,,,,,
36932432,,residential,False,True,104.03200000000001,"LINESTRING (16.5760035 49.5474295, 16.5760035 49.5477715, 16.5759678 49.5478435, 16.5758172 49.5478769, 16.5751827 49.547827)",,,,,,
503949238,Nové Město,residential,False,True,48.675999999999995,"LINESTRING (16.5762945 49.5454499, 16.576194 49.5454212, 16.5760839 49.5454009, 16.5757965 49.5453478, 16.575645 49.5453508)",,,,,,
36932456,Na Kopečku,residential,False,True,129.408,"LINESTRING (16.5690085 49.5491312, 16.5690184 49.5484403, 16.5690684 49.5480862, 16.5690674 49.5480424, 16.56905 49.5479698)",,,,,,
37200905,Podkostelní náměstí,primary,True,False,22.555999999999997,"LINESTRING (16.5766483 49.5469454, 16.576666 49.5469228, 16.5766895 49.5469025, 16.576718 49.5468852, 16.5767507 49.5468713, 16.5767866 49.5468613, 16.5768246 49.5468555, 16.5768637 49.5468541, 16.5769025 49.546857)",,,50,1,,roundabout
"[69728072, 784328458]",Masarykovo náměstí,secondary,False,True,62.384,"LINESTRING (16.5766483 49.5469454, 16.5766075 49.5469366, 16.576381 49.546888, 16.5761596 49.5468468, 16.575813 49.5468041)",365,,,,,
37200905,Podkostelní náměstí,primary,True,False,27.391000000000002,"LINESTRING (16.5767984 49.5471408, 16.5767588 49.5471312, 16.5767228 49.5471171, 16.5766914 49.5470987, 16.5766659 49.547077, 16.5766471 49.5470525, 16.5766356 49.5470261, 16.576632 49.5469988, 16.5766363 49.5469716, 16.5766483 49.5469454)",,,50,1,,roundabout
37200905,Podkostelní náměstí,primary,True,False,24.426,"LINESTRING (16.5770699 49.5470468, 16.5770548 49.5470692, 16.5770343 49.5470896, 16.5770088 49.5471076, 16.576979 49.5471225, 16.5769458 49.547134, 16.5769101 49.5471417, 16.576873 49.5471455, 16.5768354 49.5471452, 16.5767984 49.5471408)",,,50,1,,roundabout
37200905,Podkostelní náměstí,primary,True,False,27.447000000000003,"LINESTRING (16.5769025 49.546857, 16.5769389 49.5468641, 16.5769731 49.546875, 16.5770039 49.5468895, 16.5770305 49.5469071, 16.5770521 49.5469274, 16.5770681 49.5469498, 16.5770781 49.5469737, 16.5770818 49.5469982, 16.577079 49.5470229, 16.5770699 49.5470468)",,,50,1,,roundabout
"[784325667, 784328455]",,primary,False,True,157.49,"LINESTRING (16.5769025 49.546857, 16.576911 49.5468357, 16.5769557 49.5467247, 16.5769765 49.5466337, 16.5769796 49.5465424, 16.5769788 49.5464142, 16.5769641 49.5462496, 16.5769164 49.5460458, 16.5768073 49.5457593, 16.5766188 49.5454832)",43,,50,2,,
113989568,U Královce,residential,False,False,341.245,"LINESTRING (16.5687123 49.5454097, 16.5686719 49.5450403, 16.5687379 49.5445574, 16.568944 49.5443512, 16.569024 49.5442013, 16.5690096 49.5440243, 16.5690534 49.5436189, 16.5690487 49.543537, 16.569036 49.5433133, 16.5690938 49.5432289, 16.5692903 49.5431764, 16.5694695 49.5430714, 16.5695562 49.542912, 16.5696647 49.5427223, 16.5697514 49.5425708)",,,,,,
113989568,U Královce,residential,False,True,341.245,"LINESTRING (16.5697514 49.5425708, 16.5696647 49.5427223, 16.5695562 49.542912, 16.5694695 49.5430714, 16.5692903 49.5431764, 16.5690938 49.5432289, 16.569036 49.5433133, 16.5690487 49.543537, 16.5690534 49.5436189, 16.5690096 49.5440243, 16.569024 49.5442013, 16.568944 49.5443512, 16.5687379 49.5445574, 16.5686719 49.5450403, 16.5687123 49.5454097)",,,,,,
"[338711208, 360005753, 784328452]","['Halasova', 'Tyršova']",tertiary,False,False,211.61000000000004,"LINESTRING (16.5697514 49.5425708, 16.5701447 49.5426471, 16.5702513 49.5426832, 16.5703044 49.5427094, 16.5703513 49.5427325, 16.5704063 49.5427774, 16.5705613 49.5429798, 16.5712066 49.5434865, 16.5713856 49.5436272, 16.5715088 49.5437115, 16.5715865 49.5437537, 16.5716696 49.5437889, 16.5717438 49.5438108, 16.5718234 49.5438292)",3657,,50,,yes,
"[784325666, 282550063]","['Na Plese', 'Nové Město']",residential,False,False,221.74600000000004,"LINESTRING (16.5756085 49.5444105, 16.5757253 49.5444192, 16.5761336 49.5444974, 16.5763545 49.5445799, 16.5769667 49.5447842, 16.5770706 49.5448948, 16.5771342 49.5449643, 16.5771409 49.5450793, 16.5770573 49.5450945, 16.5770372 49.5451445, 16.5771019 49.5454166, 16.5769672 49.5454329, 16.5767456 49.5454584, 16.5766863 49.54547, 16.5766188 49.5454832)",,,,,,
282550063,Na Plese,residential,False,True,22.619,"LINESTRING (16.5756085 49.5444105, 16.5754957 49.5445402, 16.5754551 49.5445879)",,,,,,
282567254,Na Plese,residential,False,True,44.962,"LINESTRING (16.5756085 49.5444105, 16.5752862 49.5443138, 16.5750784 49.5442039)",,,,,,
113989420,,primary,False,False,131.29500000000002,"LINESTRING (16.5754551 49.5445879, 16.5756937 49.5447217, 16.5759464 49.5448749, 16.5761494 49.5450146, 16.5763544 49.5451959, 16.576459 49.5452985, 16.5765549 49.5454048, 16.5766188 49.5454832)",43,,50,2,,
"[670305210, 113989420, 113989989]",,primary,False,True,257.478,"LINESTRING (16.5754551 49.5445879, 16.5743371 49.544047, 16.5737838 49.5437352, 16.5734909 49.5435399, 16.5731785 49.5432777, 16.5729073 49.5429971)",43,yes,50,"['2', '3']",,
282550063,Na Plese,residential,False,False,22.619,"LINESTRING (16.5754551 49.5445879, 16.5754957 49.5445402, 16.5756085 49.5444105)",,,,,,
113989420,,primary,False,True,131.29500000000002,"LINESTRING (16.5766188 49.5454832, 16.5765549 49.5454048, 16.576459 49.5452985, 16.5763544 49.5451959, 16.5761494 49.5450146, 16.5759464 49.5448749, 16.5756937 49.5447217, 16.5754551 49.5445879)",43,,50,2,,
"[784325666, 282550063]","['Na Plese', 'Nové Město']",residential,False,True,221.746,"LINESTRING (16.5766188 49.5454832, 16.5766863 49.54547, 16.5767456 49.5454584, 16.5769672 49.5454329, 16.5771019 49.5454166, 16.5770372 49.5451445, 16.5770573 49.5450945, 16.5771409 49.5450793, 16.5771342 49.5449643, 16.5770706 49.5448948, 16.5769667 49.5447842, 16.5763545 49.5445799, 16.5761336 49.5444974, 16.5757253 49.5444192, 16.5756085 49.5444105)",,,,,,
"[784325667, 784328455]",,primary,False,False,157.49,"LINESTRING (16.5766188 49.5454832, 16.5768073 49.5457593, 16.5769164 49.5460458, 16.5769641 49.5462496, 16.5769788 49.5464142, 16.5769796 49.5465424, 16.5769765 49.5466337, 16.5769557 49.5467247, 16.576911 49.5468357, 16.5769025 49.546857)",43,,50,2,,
282567254,Na Plese,residential,False,False,44.962,"LINESTRING (16.5750784 49.5442039, 16.5752862 49.5443138, 16.5756085 49.5444105)",,,,,,
282567270,Nové Město,residential,False,True,38.908,"LINESTRING (16.5754977 49.5450142, 16.575645 49.5453508)",,,,,,
282567270,Nové Město,residential,False,False,38.908,"LINESTRING (16.575645 49.5453508, 16.5754977 49.5450142)",,,,,,
503949238,Nové Město,residential,False,False,48.67599999999999,"LINESTRING (16.575645 49.5453508, 16.5757965 49.5453478, 16.5760839 49.5454009, 16.576194 49.5454212, 16.5762945 49.5454499)",,,,,,
"[36932433, 503949245, 503949238]","['Čapkova', 'Nové Město', 'Masarykovo náměstí']",residential,False,True,191.093,"LINESTRING (16.575645 49.5453508, 16.5752402 49.5454682, 16.5750287 49.5455296, 16.5749585 49.5456383, 16.5749232 49.5464454, 16.5749336 49.5465155, 16.5749706 49.5466045, 16.5750097 49.5467154, 16.5750247 49.5467536, 16.5750398 49.5467918)",,,,,,
133610016,,secondary,False,True,27.992,"LINESTRING (16.5714664 49.5471431, 16.5714129 49.5471675, 16.571269 49.5472136, 16.571173 49.5472545, 16.5711393 49.547276)",365,,,,,
"[9587611, 1168439645, 1168439647]",Masarykovo náměstí,secondary,False,False,87.75399999999999,"LINESTRING (16.5714664 49.5471431, 16.5715447 49.5471065, 16.5716088 49.5470856, 16.5716756 49.5470738, 16.5717502 49.5470707, 16.5718843 49.5470744, 16.5719839 49.5470757, 16.5721028 49.5470739, 16.57225 49.5470577, 16.5726464 49.5470142)",365,,,,,
36932457,Česká,residential,False,True,67.598,"LINESTRING (16.5675685 49.5481538, 16.5683269 49.5481858, 16.5684958 49.5482201)",,,,,,
503949243,Na Požáru,residential,False,True,84.681,"LINESTRING (16.5704765 49.5488193, 16.5708225 49.5485731, 16.5709495 49.54852, 16.5710715 49.5485016, 16.571252 49.5484842, 16.5714534 49.548482)",,,,,,
503949244,Na Požáru,residential,False,True,86.871,"LINESTRING (16.5710815 49.5492004, 16.571069 49.5491478, 16.5710606 49.5490204, 16.5710916 49.5489136, 16.5711593 49.5488128, 16.5714534 49.548482)",,,,,,
503949243,Na Požáru,residential,False,False,84.681,"LINESTRING (16.5714534 49.548482, 16.571252 49.5484842, 16.5710715 49.5485016, 16.5709495 49.54852, 16.5708225 49.5485731, 16.5704765 49.5488193)",,,,,,
503949244,Na Požáru,residential,False,False,86.87100000000001,"LINESTRING (16.5714534 49.548482, 16.5711593 49.5488128, 16.5710916 49.5489136, 16.5710606 49.5490204, 16.571069 49.5491478, 16.5710815 49.5492004)",,,,,,
503949244,Na Požáru,residential,False,True,138.001,"LINESTRING (16.5714534 49.548482, 16.5715069 49.5484099, 16.5715069 49.5483275, 16.5711898 49.5473791, 16.5711657 49.5473268, 16.5711393 49.547276)",,,,,,
133610016,,secondary,False,False,27.992,"LINESTRING (16.5711393 49.547276, 16.571173 49.5472545, 16.571269 49.5472136, 16.5714129 49.5471675, 16.5714664 49.5471431)",365,,,,,
356585022,Česká,secondary,False,True,171.266,"LINESTRING (16.5711393 49.547276, 16.5709938 49.5473593, 16.57086 49.547432, 16.5707647 49.5474723, 16.5706694 49.5475066, 16.570434 49.547572, 16.569756 49.547708, 16.5695728 49.5477538, 16.5693896 49.5478183, 16.56905 49.5479698)",365,,,,,
503949244,Na Požáru,residential,False,False,138.001,"LINESTRING (16.5711393 49.547276, 16.5711657 49.5473268, 16.5711898 49.5473791, 16.5715069 49.5483275, 16.5715069 49.5484099, 16.5714534 49.548482)",,,,,,
"[69728072, 784328458]",Masarykovo náměstí,secondary,False,False,62.38399999999999,"LINESTRING (16.575813 49.5468041, 16.5761596 49.5468468, 16.576381 49.546888, 16.5766075 49.5469366, 16.5766483 49.5469454)",365,,,,,
69728072,Masarykovo náměstí,secondary,False,True,55.855999999999995,"LINESTRING (16.575813 49.5468041, 16.57554 49.546789, 16.5750398 49.5467918)",365,,,,,
"[636800036, 708040670]",Masarykovo náměstí,residential,False,False,71.882,"LINESTRING (16.575813 49.5468041, 16.57585 49.5467228, 16.5759275 49.5463919, 16.5759387 49.546379, 16.5759598 49.5463673, 16.5759798 49.5463625, 16.5760085 49.5463619, 16.5762536 49.5463912)",,,,,,
"[636800036, 708040670]",Masarykovo náměstí,residential,False,True,71.882,"LINESTRING (16.5762536 49.5463912, 16.5760085 49.5463619, 16.5759798 49.5463625, 16.5759598 49.5463673, 16.5759387 49.546379, 16.5759275 49.5463919, 16.57585 49.5467228, 16.575813 49.5468041)",,,,,,
