osmid,ref,name,highway,junction,oneway,reversed,length,geometry,lanes,maxspeed,access,bridge,tunnel
"[28550504, 1054178817, 1054178722]",,Městské sady,residential,,False,False,87.12700000000001,"LINESTRING (15.2725646 49.9471465, 15.2731589 49.9471137, 15.273545 49.9470924, 15.2737778 49.9470795)",,,,,
28550509,,Jungmannovo náměstí,residential,,False,True,38.776,"LINESTRING (15.2741106 49.9479034, 15.2741161 49.9475547)",,,,,
28550511,,Jungmannovo náměstí,residential,,False,True,45.935,"LINESTRING (15.2741106 49.9479034, 15.2747438 49.9478353)",,,,,
28550511,,Jungmannovo náměstí,residential,,False,False,76.13,"LINESTRING (15.2741106 49.9479034, 15.2737432 49.9479739, 15.2730701 49.9480387)",,,,,
28550513,,Jungmannovo náměstí,residential,,False,True,18.916,"LINESTRING (15.2723461 49.9481917, 15.2722689 49.948029)",,,,,
28550513,,Jungmannovo náměstí,residential,,False,False,18.916,"LINESTRING (15.2722689 49.948029, 15.2723461 49.9481917)",,,,,
28550513,,Jungmannovo náměstí,residential,,False,True,17.274,"LINESTRING (15.2722689 49.948029, 15.2720339 49.9479934)",,,,,
578200165,,Jungmannovo náměstí,residential,,True,False,57.338,"LINESTRING (15.2722689 49.948029, 15.2730701 49.9480387)",,,,,
28550517,,Pobřežní,residential,,False,False,71.519,"LINESTRING (15.2748357 49.9456403, 15.2748359 49.9455829, 15.2747908 49.9454905, 15.2747635 49.9454413, 15.2747045 49.9453293, 15.2746514 49.9452412, 15.2745808 49.9451384, 15.2745009 49.9450394)",,,,,
"[106647789, 533739663, 533739666, 265998298, 1199614238]",,Pobřežní,residential,,False,"[False, True]",459.9530000000001,"LINESTRING (15.2748357 49.9456403, 15.2747796 49.9455949, 15.2747528 49.9455701, 15.2747234 49.9455487, 15.2746723 49.9455216, 15.2746135 49.9454994, 15.2745678 49.9454903, 15.2739773 49.9455371, 15.2723578 49.945667, 15.2721893 49.9456992, 15.271105 49.9459017, 15.2710357 49.9459147, 15.2702328 49.9460651, 15.2701899 49.9460776, 15.270042 49.9461255, 15.2699409 49.9461719, 15.2694919 49.9463829, 15.2689081 49.9466662)",,,,,building_passage
28550517,,Pobřežní,residential,,False,True,71.51899999999999,"LINESTRING (15.2745009 49.9450394, 15.2745808 49.9451384, 15.2746514 49.9452412, 15.2747045 49.9453293, 15.2747635 49.9454413, 15.2747908 49.9454905, 15.2748359 49.9455829, 15.2748357 49.9456403)",,,,,
"[28550530, 1250806599]",,Pod Valy,residential,,False,True,63.75,"LINESTRING (15.2687961 49.9527974, 15.2688437 49.9527973, 15.2694151 49.9527999, 15.2695419 49.9528005, 15.2696192 49.9528031, 15.2696866 49.9528079)",,,,,
"[1250807024, 1250807025]",,Pod Valy,residential,,False,False,64.24000000000001,"LINESTRING (15.2687961 49.9527974, 15.2686488 49.9527961, 15.2678983 49.9527892)",,,,,
568050655,,Pod Valy,residential,,False,False,63.472,"LINESTRING (15.2678983 49.9527892, 15.2670112 49.9527826)",,,,,
"[1250807024, 1250807025]",,Pod Valy,residential,,False,True,64.24000000000001,"LINESTRING (15.2678983 49.9527892, 15.2686488 49.9527961, 15.2687961 49.9527974)",,,,,
568050655,,Pod Valy,residential,,False,True,63.472,"LINESTRING (15.2670112 49.9527826, 15.2678983 49.9527892)",,,,,
568050655,,Pod Valy,residential,,False,False,80.773,"LINESTRING (15.2670112 49.9527826, 15.2659563 49.9527666, 15.2658826 49.9527644)",,,,,
191922269,,Hloušecká,residential,,False,True,33.286,"LINESTRING (15.2658826 49.9527644, 15.2660696 49.9524903)",,,,,
568050655,,Pod Valy,residential,,False,True,80.773,"LINESTRING (15.2658826 49.9527644, 15.2659563 49.9527666, 15.2670112 49.9527826)",,,,,
297693068,03321,Štefánikova,tertiary,,False,True,24.24,"LINESTRING (15.2744862 49.9501302, 15.2743536 49.9503308)",2,50,,,
"[26709217, 548854855]",,Hašplířská,residential,,False,False,23.212000000000003,"LINESTRING (15.2744862 49.9501302, 15.2745535 49.9501604, 15.2746385 49.9501985, 15.2747297 49.9502658)",,,,,
191509787,,Ruthardská,residential,,False,False,38.887,"LINESTRING (15.2665914 49.9478389, 15.2669254 49.948027, 15.2669351 49.9480908)",,,delivery,,
117492151,,Jakubská,residential,,False,False,54.031000000000006,"LINESTRING (15.2672118 49.9481752, 15.2672068 49.9483592, 15.2672135 49.9484111, 15.2672401 49.9484685, 15.2673107 49.9485387, 15.2674131 49.9486221)",,,delivery,,
191509788,,Jakubská,residential,,False,True,24.547,"LINESTRING (15.2672118 49.9481752, 15.2673428 49.948162, 15.267421 49.9481629, 15.2674992 49.9481855, 15.2675454 49.948189)",,,delivery,,
1108150308,,Ruthardská,residential,,False,True,22.409,"LINESTRING (15.2672118 49.9481752, 15.2670852 49.9481596, 15.2669351 49.9480908)",,,delivery,,
"[117492152, 1108151294]",,"['Jakubská', 'Havlíčkovo náměstí']",residential,,False,False,76.96,"LINESTRING (15.2685411 49.9486514, 15.2684886 49.9486072, 15.2682183 49.9483793, 15.2680375 49.9482257, 15.267979 49.9482194, 15.267795 49.948208)",,,delivery,,
128048822,,Havlíčkovo náměstí,residential,,False,False,68.681,"LINESTRING (15.2685411 49.9486514, 15.2686744 49.9486742, 15.268781 49.9486904, 15.2694743 49.9487959)",,,,,
28550444,,Kollárova,residential,,True,False,33.532,"LINESTRING (15.2683486 49.9493849, 15.2681528 49.9495584, 15.2680732 49.9496289)",,50,,,
"[28550473, 418783850, 128048827, 888726836]",,"['Tylova', 'Palackého náměstí']",residential,,True,False,80.333,"LINESTRING (15.2683486 49.9493849, 15.2689343 49.9495016, 15.2690894 49.9495296, 15.2691315 49.9495372, 15.2692389 49.9495373, 15.2694363 49.9495375)",,30,,,
167188891,,Na Sioně,residential,,False,True,11.6,"LINESTRING (15.268406 49.9507112, 15.2684317 49.9506082)",,,,,
"[291503321, 1108153420]",,Na Sioně,residential,,True,False,48.489999999999995,"LINESTRING (15.268406 49.9507112, 15.2683026 49.9508403, 15.2682811 49.9508671, 15.2680493 49.9510809)",,,,,
1209761494,,Komenského náměstí,residential,,False,True,36.845,"LINESTRING (15.2663889 49.9486937, 15.2658825 49.9486336)",,,,,
"[1108150314, 295871271, 119086959]",,Dačického náměstí,residential,,False,False,92.74700000000001,"LINESTRING (15.2663889 49.9486937, 15.2663992 49.9485144, 15.2664093 49.9483427, 15.2664283 49.9482997, 15.2664541 49.9482792, 15.2665584 49.9482507, 15.2666472 49.948221, 15.2667046 49.9481711, 15.2667523 49.9480978, 15.2667718 49.9480744, 15.2669351 49.9480908)",,,delivery,,
128048824,,Komenského náměstí,residential,,False,False,47.393,"LINESTRING (15.2663889 49.9486937, 15.2665696 49.9487118, 15.2670481 49.9487316)",,,,,
191509787,,Ruthardská,residential,,False,True,38.887,"LINESTRING (15.2669351 49.9480908, 15.2669254 49.948027, 15.2665914 49.9478389)",,,delivery,,
1108150308,,Ruthardská,residential,,False,False,22.409,"LINESTRING (15.2669351 49.9480908, 15.2670852 49.9481596, 15.2672118 49.9481752)",,,delivery,,
"[1108150314, 119086959, 295871271]",,Dačického náměstí,residential,,False,True,92.74699999999999,"LINESTRING (15.2669351 49.9480908, 15.2667718 49.9480744, 15.2667523 49.9480978, 15.2667046 49.9481711, 15.2666472 49.948221, 15.2665584 49.9482507, 15.2664541 49.9482792, 15.2664283 49.9482997, 15.2664093 49.9483427, 15.2663992 49.9485144, 15.2663889 49.9486937)",,,delivery,,
119086956,,Veselského,residential,,True,False,91.03800000000001,"LINESTRING (15.2708573 49.9498443, 15.270523 49.9499183, 15.2704109 49.9498627, 15.2701131 49.9494007)",,,,,
1021663569,,Havířská,residential,,True,False,69.622,"LINESTRING (15.2708573 49.9498443, 15.2708463 49.9495994, 15.270728 49.9492953, 15.2707024 49.9492297)",,,,,
128048824,,Komenského náměstí,residential,,False,True,47.393,"LINESTRING (15.2670481 49.9487316, 15.2665696 49.9487118, 15.2663889 49.9486937)",,,,,
191513793,,Komenského náměstí,residential,,True,False,28.913,"LINESTRING (15.2670481 49.9487316, 15.2671059 49.9487226, 15.2674131 49.9486221)",,,,,
28550436,,Jiřího z Poděbrad,residential,,True,False,8.764,"LINESTRING (15.2680493 49.9510809, 15.268145 49.9511301)",,,,,
28550436,,Jiřího z Poděbrad,residential,,True,False,35.839,"LINESTRING (15.2676606 49.9508776, 15.2680493 49.9510809)",,,,,
"[119086945, 1108153654]",,Na Sioně,residential,,True,False,77.10000000000001,"LINESTRING (15.2676606 49.9508776, 15.2680834 49.9505466, 15.268243 49.950627, 15.268406 49.9507112)",,,,,
167188891,,Na Sioně,residential,,False,False,11.6,"LINESTRING (15.2684317 49.9506082, 15.268406 49.9507112)",,,,,
908825298,,Na Sioně,residential,,False,True,41.222,"LINESTRING (15.2684317 49.9506082, 15.2688838 49.950838)",,,,,
"[28550441, 903115377, 1108153180, 1108153181]",,Na Sioně,residential,,False,False,70.42599999999999,"LINESTRING (15.2684317 49.9506082, 15.2684995 49.9504517, 15.2685097 49.9504292, 15.2685435 49.9503542, 15.2686038 49.9502207, 15.2687667 49.9500156)",,,,,
175118047,,Kremnická,tertiary,,False,False,168.833,"LINESTRING (15.2619137 49.9443564, 15.2619436 49.9444356, 15.2619959 49.9445755, 15.2620495 49.9447363, 15.2620865 49.9448819, 15.2621315 49.9451628, 15.2621254 49.9452493, 15.262117 49.9453699, 15.2621004 49.9455648, 15.2620704 49.9457903, 15.2620677 49.9458104, 15.2620612 49.9458598)",2,50,,,
172265062,,Vocelova,residential,,False,True,16.294,"LINESTRING (15.2706105 49.9525732, 15.2705601 49.9524303)",,,,,
540436470,,Kremnická,tertiary,,False,False,14.558,"LINESTRING (15.2612847 49.9481071, 15.2612242 49.9482321)",2,50,,,
540436473,,,residential,,True,False,29.560000000000002,"LINESTRING (15.2612847 49.9481071, 15.2613282 49.9482128, 15.2614372 49.9483527)",,,,,
"[179300501, 1108148935]",,Kremnická,tertiary,,False,True,161.54999999999998,"LINESTRING (15.2612847 49.9481071, 15.2612943 49.948077, 15.2613984 49.9476063, 15.2614167 49.9475091, 15.2614489 49.947294, 15.2614673 49.9472082, 15.2615413 49.946862, 15.2615777 49.9466668)",2,50,,,
189657119,,Pod Valy,residential,,False,True,62.568,"LINESTRING (15.2705598 49.9528211, 15.2697415 49.9528156, 15.2696866 49.9528079)",,,,,
191922268,,Rudní,residential,,False,False,28.353,"LINESTRING (15.2727938 49.9489186, 15.2725668 49.9487096)",,,,,
191922269,,Hloušecká,residential,,False,False,33.286,"LINESTRING (15.2660696 49.9524903, 15.2658826 49.9527644)",,,,,
28550459,,Smíškova,residential,,False,False,30.247,"LINESTRING (15.2637916 49.9474406, 15.2635743 49.9474993, 15.2634187 49.9475661)",,,,,
28550443,,Hloušecká,residential,,False,False,86.95400000000001,"LINESTRING (15.2666407 49.95135, 15.2671284 49.9508947, 15.2673046 49.9506957)",,,,,
28550443,,Hloušecká,residential,,False,True,45.1,"LINESTRING (15.2666407 49.95135, 15.2663982 49.9515765, 15.2662982 49.951591, 15.2661989 49.9515815)",,,,,
241077148,,,residential,,False,False,33.897,"LINESTRING (15.2666407 49.95135, 15.2667713 49.951425, 15.2668657 49.9515075, 15.2669245 49.9515889)",,,delivery,,
28550433,,Hradební,residential,,False,False,88.54899999999999,"LINESTRING (15.2658526 49.9514101, 15.2658877 49.9513755, 15.2659052 49.9513582, 15.2662107 49.9509835, 15.2663312 49.9507351, 15.2663178 49.9506848)",,,delivery,,
28550433,,Hradební,residential,,False,True,199.74,"LINESTRING (15.2658526 49.9514101, 15.2653829 49.9518737, 15.2652495 49.9519992, 15.2650928 49.9521192, 15.2649495 49.9522046, 15.2648727 49.9522264, 15.26476 49.9522342, 15.2646449 49.9522365, 15.2645005 49.9522287, 15.2642939 49.9521881, 15.2641916 49.9521437, 15.2641118 49.9520749, 15.2639861 49.9518812)",,,delivery,,
241077150,,Hloušecká,residential,,False,False,31.271,"LINESTRING (15.2658526 49.9514101, 15.2659803 49.9514685, 15.2661989 49.9515815)",,,,,
540436474,,Husova,residential,,False,True,20.3,"LINESTRING (15.2614372 49.9483527, 15.2612242 49.9482321)",,,,,
540436472,,,residential,,True,False,17.979,"LINESTRING (15.2614372 49.9483527, 15.2612817 49.9483429, 15.2611874 49.9483504)",,,,,
"[1160478273, 175118813]",,Husova,residential,,False,False,57.414,"LINESTRING (15.2614372 49.9483527, 15.2615607 49.9484066, 15.2618321 49.9485012, 15.2621578 49.9485735)",,,,,
28550468,,Jakubská,residential,,False,True,50.201,"LINESTRING (15.267524 49.9490669, 15.2675229 49.949034, 15.2674339 49.9486598, 15.2674131 49.9486221)",,,,,
546129459,,Radnická,residential,,True,False,40.567,"LINESTRING (15.2630801 49.9502023, 15.2631352 49.9505654)",,,,,
"[991675960, 908489154]",,Radnická,residential,,False,False,39.468,"LINESTRING (15.2630801 49.9502023, 15.2630957 49.9500959, 15.2631091 49.950051, 15.26313 49.9500074, 15.2632658 49.9498773)",,,,,
26709217,,Hašplířská,residential,,False,True,24.888,"LINESTRING (15.2749095 49.9504574, 15.2747297 49.9502658)",,,,,
26709217,,Hašplířská,residential,,False,False,24.888,"LINESTRING (15.2747297 49.9502658, 15.2749095 49.9504574)",,,,,
"[26709217, 548854855]",,Hašplířská,residential,,False,True,23.212000000000003,"LINESTRING (15.2747297 49.9502658, 15.2746385 49.9501985, 15.2745535 49.9501604, 15.2744862 49.9501302)",,,,,
"[577309699, 721610141]",,,residential,,False,True,39.512,"LINESTRING (15.2737293 49.9467256, 15.2737309 49.9467618, 15.2737337 49.9467811, 15.2737778 49.9470795)",,,,,
"[578200156, 28550495]",,U Jelena,residential,,False,"[False, True]",50.101,"LINESTRING (15.2713904 49.9480198, 15.2714936 49.9480477, 15.2716702 49.9480954, 15.2718108 49.948056, 15.2720339 49.9479934)",,,,,
578200159,,Jungmannovo náměstí,residential,,True,False,54.526,"LINESTRING (15.2730701 49.9480387, 15.2723461 49.9481917)",,,,,
28550511,,Jungmannovo náměstí,residential,,False,True,76.13,"LINESTRING (15.2730701 49.9480387, 15.2737432 49.9479739, 15.2741106 49.9479034)",,,,,
579701922,,Barborská,residential,,True,False,32.648,"LINESTRING (15.2658515 49.948343, 15.2658905 49.9485131, 15.265899 49.9485727, 15.2658825 49.9486336)",,,,,
1054176819,,Mezibranská,residential,,True,False,26.517,"LINESTRING (15.2713455 49.9519827, 15.2715509 49.9517842)",,,,,
"[604229849, 1101472401]",,Mezibranská,residential,,False,False,127.974,"LINESTRING (15.2713455 49.9519827, 15.2718069 49.9521382, 15.271682 49.9523341, 15.271608 49.9524682, 15.2714447 49.9527641, 15.2714026 49.9528444, 15.2713802 49.9529057)",,,,,
9584067,2,Štefánikova,primary,,False,False,59.003,"LINESTRING (15.2713802 49.9529057, 15.2715516 49.9529428, 15.2716054 49.9529547, 15.2716718 49.9529638, 15.2717482 49.9529661, 15.2721902 49.9529512)",2,50,,,
"[1101472401, 604229849]",,Mezibranská,residential,,False,True,127.97400000000002,"LINESTRING (15.2713802 49.9529057, 15.2714026 49.9528444, 15.2714447 49.9527641, 15.271608 49.9524682, 15.271682 49.9523341, 15.2718069 49.9521382, 15.2713455 49.9519827)",,,,,
"[1146548970, 382269301]",2,Štefánikova,primary,,False,True,36.222,"LINESTRING (15.2713802 49.9529057, 15.2711957 49.9528657, 15.2710103 49.9528255, 15.2709004 49.9528017)","['2', '3']",50,,,
161972923,,Rejskova,residential,,True,False,33.414,"LINESTRING (15.264381 49.9486347, 15.2646651 49.9485535, 15.2648212 49.9485551)",,,,,
"[119086958, 942951287]",,"['Rejskova', 'Rejskovo náměstí']",residential,,False,True,53.201,"LINESTRING (15.264381 49.9486347, 15.2640969 49.9487159, 15.2639838 49.948753, 15.2640021 49.9489136, 15.2640062 49.9489492)",,,,,
191509788,,Jakubská,residential,,False,False,17.984,"LINESTRING (15.267795 49.948208, 15.2675454 49.948189)",,,delivery,,
1199510043,,Jakubská,residential,,False,False,34.21,"LINESTRING (15.267795 49.948208, 15.2677898 49.9481748, 15.2677798 49.9481105, 15.2677639 49.948098, 15.2677417 49.94809, 15.2677106 49.9480888, 15.2676512 49.9480934, 15.267621 49.9481088, 15.2675454 49.948189)",,,delivery,,
"[117492152, 1108151294]",,"['Jakubská', 'Havlíčkovo náměstí']",residential,,False,True,76.96000000000001,"LINESTRING (15.267795 49.948208, 15.267979 49.9482194, 15.2680375 49.9482257, 15.2682183 49.9483793, 15.2684886 49.9486072, 15.2685411 49.9486514)",,,delivery,,
191509788,,Jakubská,residential,,False,True,17.984,"LINESTRING (15.2675454 49.948189, 15.267795 49.948208)",,,delivery,,
1199510043,,Jakubská,residential,,False,True,34.21,"LINESTRING (15.2675454 49.948189, 15.267621 49.9481088, 15.2676512 49.9480934, 15.2677106 49.9480888, 15.2677417 49.94809, 15.2677639 49.948098, 15.2677798 49.9481105, 15.2677898 49.9481748, 15.267795 49.948208)",,,delivery,,
191509788,,Jakubská,residential,,False,False,24.547,"LINESTRING (15.2675454 49.948189, 15.2674992 49.9481855, 15.267421 49.9481629, 15.2673428 49.948162, 15.2672118 49.9481752)",,,delivery,,
