osmid,oneway,lanes,name,highway,maxspeed,reversed,length,tunnel,geometry,width,access
4353696,True,,Kaprova,residential,,False,112.308,,"LINESTRING (14.4191543 50.087843, 14.4189511 50.087896, 14.4188254 50.0879246, 14.4178488 50.0881553, 14.4176803 50.0881973)",,
39469131,True,1,Maiselova,residential,,False,68.868,,"LINESTRING (14.4191543 50.087843, 14.4191325 50.0878707, 14.4190821 50.0879267, 14.418976 50.0880444, 14.418695 50.0883876)",,
"[4340677, 993326591]",True,1,Seminářská,"['living_street', 'residential']",20,False,101.89500000000001,,"LINESTRING (14.416717 50.0861052, 14.4167802 50.0861034, 14.4168142 50.0861068, 14.4168563 50.0861163, 14.4169119 50.0861368, 14.416973 50.0861633, 14.4170183 50.0861936, 14.4170421 50.086215, 14.4170516 50.0862357, 14.4170555 50.0862606, 14.4170669 50.0866254, 14.4170864 50.0866685, 14.4171114 50.0866938, 14.4171547 50.0867182, 14.417216 50.0867413, 14.4173606 50.086777)",,
128851986,False,1,Karlova,living_street,20,False,94.347,,"LINESTRING (14.416717 50.0861052, 14.4167842 50.0860535, 14.4168389 50.0860367, 14.4169522 50.0860152, 14.4170589 50.086007, 14.4171828 50.0860041, 14.4173742 50.0860129, 14.417598 50.0860509, 14.4178913 50.0861302, 14.4179517 50.0861465)",,
299273174,True,1,Národní,residential,,False,166.901,,"LINESTRING (14.4133375 50.0814035, 14.4134685 50.0813929, 14.413969 50.0813512, 14.4150076 50.0813773, 14.4153666 50.0814292, 14.4155153 50.08146, 14.4156473 50.0814873)",,
425860932,False,2,Národní,residential,,True,23.139000000000003,,"LINESTRING (14.4133375 50.0814035, 14.4131957 50.0813969, 14.4130388 50.0813955, 14.4130136 50.0813952)",,
299273175,False,2,Národní,residential,50,False,54.666,,"LINESTRING (14.4156473 50.0814873, 14.4163792 50.0816326)",,
299273172,True,1,Národní,residential,50,False,165.55300000000003,,"LINESTRING (14.4156473 50.0814873, 14.4155317 50.0814857, 14.4153561 50.0814869, 14.4149994 50.0814961, 14.4139647 50.0814737, 14.4135405 50.0814261, 14.4134188 50.0814124, 14.413373 50.0814073, 14.4133375 50.0814035)",,
"[4690283, 27247644]",True,,Anenská,residential,,False,46.872,,"LINESTRING (14.4146034 50.0853386, 14.4145322 50.085327, 14.4140137 50.0853475, 14.4139896 50.085349, 14.4139499 50.0853507)",,
126243159,True,1,Anenská,residential,,False,129.93200000000002,,"LINESTRING (14.4146034 50.0853386, 14.4147242 50.0853583, 14.4148241 50.0853746, 14.4149143 50.0853893, 14.4153492 50.0854401, 14.4154047 50.0854385, 14.4156564 50.0854314, 14.4163815 50.0853065)",,
39469127,False,,U Radnice,residential,,True,37.483000000000004,,"LINESTRING (14.4191642 50.0874378, 14.419139 50.0873578, 14.4192195 50.0871076)",,
727213478,True,,U Radnice,residential,,False,20.066000000000003,,"LINESTRING (14.4191642 50.0874378, 14.4191863 50.0874956, 14.419229 50.0876134)",,
"[4340683, 1075607358]",True,1,Bartolomějská,residential,50,False,251.628,,"LINESTRING (14.4156837 50.0821473, 14.4157782 50.0822097, 14.4157867 50.0822152, 14.4157943 50.0822201, 14.4161 50.0824162, 14.4167128 50.0826421, 14.4171511 50.0827742, 14.4173412 50.0828315, 14.4179838 50.0832467, 14.4182881 50.083432, 14.4183757 50.0834753, 14.4184665 50.0834879)",3.5,
27247663,True,,Karoliny Světlé,residential,,False,55.936,,"LINESTRING (14.4156837 50.0821473, 14.4155527 50.0820747, 14.4155046 50.0820654, 14.4150733 50.0821287, 14.4149581 50.0821456)",,
140155834,True,1,Veleslavínova,living_street,20,False,46.205,,"LINESTRING (14.4145849 50.0878451, 14.4142088 50.0879073, 14.4141776 50.0879315, 14.4141786 50.087983, 14.4141998 50.0880653)",,
140156429,True,,Veleslavínova,residential,,False,32.294,,"LINESTRING (14.4145849 50.0878451, 14.4145694 50.0877961, 14.4146028 50.0877755, 14.4147832 50.0877425, 14.4148563 50.0877504, 14.4149185 50.0877658)",,
140155833,True,,Veleslavínova,residential,,False,25.785,,"LINESTRING (14.4149185 50.0877658, 14.4148706 50.0877937, 14.4145849 50.0878451)",,
140156428,False,,Veleslavínova,residential,,False,23.949,,"LINESTRING (14.4149185 50.0877658, 14.4151146 50.0877349, 14.415224 50.0877205, 14.4152457 50.0877179)",,
"[1072183643, 1072183645, 151364030]",False,2,Smetanovo nábřeží,secondary,50,False,162.88,,"LINESTRING (14.4137167 50.0848925, 14.4134806 50.0844436, 14.4134242 50.0842861, 14.4133836 50.0841131, 14.4133131 50.0837638, 14.4132776 50.0835244, 14.4132684 50.0834629)",,
"[403367715, 1072183645]",False,2,Smetanovo nábřeží,secondary,,True,53.603,,"LINESTRING (14.4137167 50.0848925, 14.4137738 50.0849956, 14.4139499 50.0853507)",,
1082349937,False,,Na Zábradlí,residential,,False,12.573,,"LINESTRING (14.4137167 50.0848925, 14.4137423 50.0848866, 14.4138814 50.0848523)",,
4323229,False,3,Křižovnická,secondary,,True,14.526,,"LINESTRING (14.4152457 50.0877179, 14.4152666 50.087783, 14.4152839 50.0878462)",,
133325746,False,,Křižovnická,secondary,,False,53.431,,"LINESTRING (14.4152457 50.0877179, 14.4152371 50.0876968, 14.4150563 50.087253)",,
140156428,False,,Veleslavínova,residential,,True,23.948999999999998,,"LINESTRING (14.4152457 50.0877179, 14.415224 50.0877205, 14.4151146 50.0877349, 14.4149185 50.0877658)",,
476507489,False,2,Smetanovo nábřeží,secondary,,False,38.206,,"LINESTRING (14.4141473 50.0856701, 14.4139499 50.0853507)",,
"[476507496, 476507490, 476507488]",True,1,Smetanovo nábřeží,secondary,30,False,47.181,building_passage,"LINESTRING (14.4141473 50.0856701, 14.4142613 50.0858235, 14.4143481 50.0859294, 14.4143858 50.0860025, 14.4143902 50.086011, 14.4143866 50.0860597)",,
"[926696993, 127885987]",False,,U Radnice,residential,,False,11.543,,"LINESTRING (14.4193088 50.0870216, 14.4192713 50.0870666, 14.4192195 50.0871076)",,
"[109269613, 4340686]",True,1,"['Jilská', 'Zlatá']",living_street,20,False,29.592,,"LINESTRING (14.4188614 50.0846267, 14.4189151 50.0848155, 14.4188599 50.0848211, 14.4188007 50.0848264)",2.5,
514243517,False,,Zlatá,living_street,20,False,28.759999999999998,,"LINESTRING (14.4188614 50.0846267, 14.4188416 50.08463, 14.4187544 50.0846401, 14.4187816 50.0847495, 14.4188007 50.0848264)",,
4340686,True,1,Zlatá,living_street,20,False,40.04,,"LINESTRING (14.4188007 50.0848264, 14.4187378 50.084832, 14.4187023 50.0848351, 14.4184494 50.0848661, 14.4182499 50.0848946)",,
514243517,False,,Zlatá,living_street,20,True,28.76,,"LINESTRING (14.4188007 50.0848264, 14.4187816 50.0847495, 14.4187544 50.0846401, 14.4188416 50.08463, 14.4188614 50.0846267)",,
"[435141690, 27622831]",False,,Charvátova,residential,50,False,80.449,,"LINESTRING (14.4206151 50.0822767, 14.4206305 50.082226, 14.4207328 50.081899, 14.4207806 50.081852, 14.4208964 50.0818333, 14.4210016 50.0818053, 14.4210706 50.0817869, 14.4211512 50.0817631, 14.4211903 50.0817516)",,
4643645,True,1,Perlová,residential,50,False,129.024,,"LINESTRING (14.4218393 50.0830175, 14.421798 50.0830984, 14.4217894 50.0831171, 14.4217595 50.0831508, 14.4214001 50.0834076, 14.4207918 50.0838458, 14.4207003 50.0839072)",,
7654224,False,2,Národní,residential,50,True,205.88499999999996,,"LINESTRING (14.4218393 50.0830175, 14.4217293 50.0829757, 14.4214256 50.0828746, 14.4211624 50.0827887, 14.420896 50.0827193, 14.4205419 50.0826582, 14.4198383 50.0825343, 14.4195295 50.0824698, 14.4192875 50.082414, 14.4192503 50.0824044, 14.4191442 50.0823769)",,
"[1078298617, 4643652]",False,1,Vejvodova,living_street,20,True,75.428,,"LINESTRING (14.4197194 50.0847336, 14.4196705 50.0847077, 14.4195813 50.0846531, 14.4195475 50.0846324, 14.4192233 50.0844884, 14.4188946 50.0844032, 14.4188251 50.0843852)",,
