osmid,highway,oneway,reversed,length,lanes,ref,name,geometry,maxspeed,width,bridge
722314529,primary,False,True,44.182,2,19,Plzeňská,"LINESTRING (13.5978812 49.6144765, 13.5982808 49.61438, 13.5984547 49.6143358)",50,,
9570757,secondary,False,True,15.798,2,117,Náměstí Svobody,"LINESTRING (13.6054435 49.6143411, 13.6054375 49.6142745, 13.6054247 49.6142421, 13.6054086 49.6142015)",,,
"[87179912, 35080442, 722311911]",residential,False,False,224.10700000000003,,,Ostrovní,"LINESTRING (13.6054435 49.6143411, 13.605506 49.6143241, 13.6055697 49.6143067, 13.6063573 49.6142609, 13.6064431 49.6142428, 13.6065018 49.614207, 13.6067271 49.6139249, 13.6067443 49.6138709, 13.6067307 49.6138209, 13.6064646 49.6136269, 13.6061923 49.6133091, 13.6058869 49.6133236, 13.6058057 49.6132976)",,,
722314526,secondary,False,False,41.782,2,117,Náměstí Svobody,"LINESTRING (13.6054435 49.6143411, 13.6054242 49.614474, 13.6054053 49.6146055, 13.6054216 49.6146594, 13.6054526 49.6147109)",,,
407687021,tertiary,False,True,98.188,,17715,Republikánská,"LINESTRING (13.6058716 49.611958, 13.6062687 49.6111133)",,5,
42774634,residential,False,False,176.051,,,Riegrova,"LINESTRING (13.6058716 49.611958, 13.6059444 49.6119969, 13.6060732 49.6120101, 13.6063131 49.611972, 13.6067122 49.6119934, 13.6074548 49.6119628, 13.6079969 49.6120061, 13.6082441 49.6120926)",,,
377587448,tertiary,False,False,64.16300000000001,2,17715,Republikánská,"LINESTRING (13.6058716 49.611958, 13.6058466 49.6123233, 13.6058537 49.6124287, 13.6058574 49.6124813, 13.6058594 49.612495, 13.6058624 49.6125083, 13.6058663 49.6125212, 13.605871 49.6125337)",,6.2,
42774634,residential,False,True,176.05100000000002,,,Riegrova,"LINESTRING (13.6082441 49.6120926, 13.6079969 49.6120061, 13.6074548 49.6119628, 13.6067122 49.6119934, 13.6063131 49.611972, 13.6060732 49.6120101, 13.6059444 49.6119969, 13.6058716 49.611958)",,,
42774635,residential,False,False,111.167,,,Riegrova,"LINESTRING (13.6082441 49.6120926, 13.6081185 49.6121395, 13.6073487 49.6126756, 13.6073536 49.612796, 13.6073557 49.6128491)",,,
259121697,residential,False,False,168.60899999999998,,,Riegrova,"LINESTRING (13.6082441 49.6120926, 13.6083713 49.6121048, 13.6084772 49.6121012, 13.6085832 49.6120975, 13.608652 49.6120871, 13.6087275 49.6120649, 13.6087736 49.6120145, 13.6094294 49.6113055, 13.6097469 49.6110725)",,,
42774635,residential,False,True,111.167,,,Riegrova,"LINESTRING (13.6073557 49.6128491, 13.6073536 49.612796, 13.6073487 49.6126756, 13.6081185 49.6121395, 13.6082441 49.6120926)",,,
1212216089,primary,False,False,96.92999999999999,2,19,Jiráskova,"LINESTRING (13.6073557 49.6128491, 13.6072386 49.612855, 13.6071484 49.6128572, 13.6070753 49.6128543, 13.6065575 49.6127566, 13.6061995 49.6126891, 13.6061514 49.6126918, 13.6060532 49.6127139)",50,,
42774633,living_street,False,False,55.968,,,Pražská,"LINESTRING (13.6009923 49.6156737, 13.6012307 49.6154618, 13.601439 49.615262)",,,
42774831,residential,False,False,118.18400000000001,,,Čechova,"LINESTRING (13.607893 49.6111079, 13.6073744 49.6111731, 13.6068418 49.6111601, 13.6067549 49.6111623, 13.6062687 49.6111133)",,,
111264281,secondary,False,False,50.408,2,117,Zámecká,"LINESTRING (13.6054526 49.6147109, 13.6055266 49.6147807, 13.6055714 49.6148043, 13.6056089 49.614827, 13.606 49.6149838)",,10.1,
283562126,residential,False,True,135.391,,,Náměstí Svobody,"LINESTRING (13.6054526 49.6147109, 13.6053088 49.6147301, 13.6050335 49.6147055, 13.604674 49.6146771, 13.6046315 49.6146737, 13.6040863 49.6146064, 13.6039385 49.6145875, 13.6038624 49.6145777, 13.6037055 49.614536, 13.6036518 49.6144839)",,,
722314526,secondary,False,True,41.782,2,117,Náměstí Svobody,"LINESTRING (13.6054526 49.6147109, 13.6054216 49.6146594, 13.6054053 49.6146055, 13.6054242 49.614474, 13.6054435 49.6143411)",,,
9571330,secondary,False,True,21.927,2,117,Lipnická,"LINESTRING (13.6053984 49.6163483, 13.6055163 49.6161665)",,,
111264277,residential,False,True,174.845,,,Lipnická,"LINESTRING (13.6053984 49.6163483, 13.6047838 49.616285, 13.6045833 49.6162336, 13.6040298 49.6160249, 13.6038533 49.6159744, 13.6031292 49.6158344)",,,
111264277,residential,False,False,9.168,,,Lipnická,"LINESTRING (13.6030087 49.6158079, 13.6031292 49.6158344)",,,
111650477,tertiary,False,True,24.216,2,17715,Republikánská,"LINESTRING (13.605871 49.6125337, 13.6058791 49.6125508, 13.6058891 49.6125677, 13.6059009 49.6125844, 13.6059143 49.6126005, 13.6059537 49.6126404, 13.6060532 49.6127139)",,,
377587448,tertiary,False,True,64.163,2,17715,Republikánská,"LINESTRING (13.605871 49.6125337, 13.6058663 49.6125212, 13.6058624 49.6125083, 13.6058594 49.612495, 13.6058574 49.6124813, 13.6058537 49.6124287, 13.6058466 49.6123233, 13.6058716 49.611958)",,6.2,
784293437,residential,False,True,141.817,,,,"LINESTRING (13.605871 49.6125337, 13.6058113 49.6125367, 13.6057132 49.6125415, 13.6054609 49.6124765, 13.6044721 49.612129, 13.6040993 49.6120128)",,,
111264277,residential,False,True,9.168,,,Lipnická,"LINESTRING (13.6031292 49.6158344, 13.6030087 49.6158079)",,,
111264277,residential,False,False,174.845,,,Lipnická,"LINESTRING (13.6031292 49.6158344, 13.6038533 49.6159744, 13.6040298 49.6160249, 13.6045833 49.6162336, 13.6047838 49.616285, 13.6053984 49.6163483)",,,
111650464,residential,False,False,64.544,,,,"LINESTRING (13.6031292 49.6158344, 13.6032372 49.6157121, 13.6033498 49.6156246, 13.6034335 49.61561, 13.603604 49.6156371, 13.6036504 49.6156519, 13.6038196 49.6157059)",,,
111650464,residential,False,True,64.544,,,,"LINESTRING (13.6038196 49.6157059, 13.6036504 49.6156519, 13.603604 49.6156371, 13.6034335 49.61561, 13.6033498 49.6156246, 13.6032372 49.6157121, 13.6031292 49.6158344)",,,
784293437,residential,False,False,141.81699999999998,,,,"LINESTRING (13.6040993 49.6120128, 13.6044721 49.612129, 13.6054609 49.6124765, 13.6057132 49.6125415, 13.6058113 49.6125367, 13.605871 49.6125337)",,,
42774633,living_street,False,True,55.968,,,Pražská,"LINESTRING (13.601439 49.615262, 13.6012307 49.6154618, 13.6009923 49.6156737)",,,
"[1212216098, 722314527]",living_street,False,False,145.101,,,Pražská,"LINESTRING (13.601439 49.615262, 13.6014833 49.615217, 13.601699 49.6150729, 13.601875 49.6148855, 13.6020888 49.6147837, 13.6023842 49.6147104, 13.6025916 49.6146778, 13.6027529 49.6145759, 13.6029544 49.6144665)",,,
"[722314528, 544405059]",living_street,False,True,276.803,,,Sluneční,"LINESTRING (13.601439 49.615262, 13.6007031 49.6150657, 13.5995703 49.615039, 13.5987609 49.6150029, 13.5987206 49.6149357, 13.5987105 49.6146588, 13.5986864 49.6146038, 13.598651 49.6145553, 13.5984547 49.6143358)",,,
111676155,residential,False,False,44.46,,,,"LINESTRING (13.6052258 49.6154699, 13.6058354 49.6155321)",,,
722317007,tertiary,False,False,64.395,,11739,Zámecká,"LINESTRING (13.6093785 49.6158538, 13.6102175 49.6160535)",,,
111676290,residential,False,True,70.833,,,,"LINESTRING (13.6093785 49.6158538, 13.6094221 49.6157731, 13.60952 49.6156903, 13.6101972 49.6156038)",,,
"[28596667, 722317007]",tertiary,False,True,262.3,2,11739,Zámecká,"LINESTRING (13.6093785 49.6158538, 13.6089147 49.6157329, 13.6087201 49.6156859, 13.6081125 49.6155393, 13.6067264 49.6152173, 13.6066287 49.6151916, 13.6064528 49.6151454, 13.6062234 49.6150678, 13.606 49.6149838)",,,
722317007,tertiary,False,True,64.395,,11739,Zámecká,"LINESTRING (13.6102175 49.6160535, 13.6093785 49.6158538)",,,
111676289,residential,False,True,79.47200000000001,,,,"LINESTRING (13.6102175 49.6160535, 13.6103175 49.6159174, 13.6104217 49.6158714, 13.611156 49.6157924)",,,
111676295,residential,False,False,47.219,,,,"LINESTRING (13.6050428 49.6157807, 13.6056878 49.6158561)",,,
111676310,residential,False,False,39.257,,,,"LINESTRING (13.604979 49.6161077, 13.6055163 49.6161665)",,,
9571330,secondary,False,False,36.66,2,117,Lipnická,"LINESTRING (13.6056878 49.6158561, 13.6055163 49.6161665)",,,
111676295,residential,False,True,47.219,,,,"LINESTRING (13.6056878 49.6158561, 13.6050428 49.6157807)",,,
9571330,secondary,False,True,37.605000000000004,2,117,Lipnická,"LINESTRING (13.6056878 49.6158561, 13.6057804 49.615681, 13.6058354 49.6155321)",,,
111676289,residential,False,False,79.472,,,,"LINESTRING (13.611156 49.6157924, 13.6104217 49.6158714, 13.6103175 49.6159174, 13.6102175 49.6160535)",,,
9571330,secondary,False,False,21.927,2,117,Lipnická,"LINESTRING (13.6055163 49.6161665, 13.6053984 49.6163483)",,,
9571330,secondary,False,True,36.66,2,117,Lipnická,"LINESTRING (13.6055163 49.6161665, 13.6056878 49.6158561)",,,
111676310,residential,False,True,39.257,,,,"LINESTRING (13.6055163 49.6161665, 13.604979 49.6161077)",,,
111676290,residential,False,False,70.833,,,,"LINESTRING (13.6101972 49.6156038, 13.60952 49.6156903, 13.6094221 49.6157731, 13.6093785 49.6158538)",,,
"[111264276, 284443023]",residential,False,False,22.682000000000002,,,Náměstí Svobody,"LINESTRING (13.6029544 49.6144665, 13.6029914 49.6143609, 13.603003 49.6142655)",,,
284443025,residential,False,True,50.283,,,Náměstí Svobody,"LINESTRING (13.6029544 49.6144665, 13.6034648 49.6144792, 13.6036518 49.6144839)",,,
"[1212216098, 722314527]",living_street,False,True,145.101,,,Pražská,"LINESTRING (13.6029544 49.6144665, 13.6027529 49.6145759, 13.6025916 49.6146778, 13.6023842 49.6147104, 13.6020888 49.6147837, 13.601875 49.6148855, 13.601699 49.6150729, 13.6014833 49.615217, 13.601439 49.615262)",,,
259121697,residential,False,True,168.60899999999998,,,Riegrova,"LINESTRING (13.6097469 49.6110725, 13.6094294 49.6113055, 13.6087736 49.6120145, 13.6087275 49.6120649, 13.608652 49.6120871, 13.6085832 49.6120975, 13.6084772 49.6121012, 13.6083713 49.6121048, 13.6082441 49.6120926)",,,
"[35101131, 968187291]",primary,False,True,70.279,2,19,Tyršova,"LINESTRING (13.6058057 49.6132976, 13.6058415 49.6132051, 13.6058464 49.6131725, 13.6058476 49.6131285, 13.6058492 49.6130713, 13.6058527 49.6129372, 13.6058583 49.6129075, 13.6058652 49.6128875, 13.6058741 49.6128675, 13.6059605 49.6127612, 13.605986 49.6127421, 13.6060068 49.6127325, 13.6060296 49.6127221, 13.6060532 49.6127139)",50,7.5,yes
"[87179912, 35080442, 722311911]",residential,False,True,224.10700000000003,,,Ostrovní,"LINESTRING (13.6058057 49.6132976, 13.6058869 49.6133236, 13.6061923 49.6133091, 13.6064646 49.6136269, 13.6067307 49.6138209, 13.6067443 49.6138709, 13.6067271 49.6139249, 13.6065018 49.614207, 13.6064431 49.6142428, 13.6063573 49.6142609, 13.6055697 49.6143067, 13.605506 49.6143241, 13.6054435 49.6143411)",,,
"[436243992, 1082160817]",primary,False,False,106.32600000000001,2,19,Tyršova,"LINESTRING (13.6058057 49.6132976, 13.6056034 49.6136017, 13.6055297 49.6138667, 13.605502 49.6140174, 13.6054849 49.6141328, 13.605467 49.6141677, 13.6054419 49.6141874, 13.6054086 49.6142015)",50,,
87179889,primary,False,False,47.111000000000004,2,19,Plzeňská,"LINESTRING (13.6036566 49.614255, 13.6031918 49.6142659, 13.603003 49.6142655)",50,,
"[428010209, 283562118]",residential,False,True,25.49,,,Náměstí Svobody,"LINESTRING (13.6036566 49.614255, 13.6036637 49.6143577, 13.6036518 49.6144839)",,,
"[428010210, 9571629]",primary,False,True,126.373,2,19,Plzeňská,"LINESTRING (13.6036566 49.614255, 13.6040717 49.6142424, 13.6047274 49.6142215, 13.605198 49.6142098, 13.6053216 49.6142065, 13.6054086 49.6142015)",50,,
283562126,residential,False,False,135.391,,,Náměstí Svobody,"LINESTRING (13.6036518 49.6144839, 13.6037055 49.614536, 13.6038624 49.6145777, 13.6039385 49.6145875, 13.6040863 49.6146064, 13.6046315 49.6146737, 13.604674 49.6146771, 13.6050335 49.6147055, 13.6053088 49.6147301, 13.6054526 49.6147109)",,,
284443025,residential,False,False,50.283,,,Náměstí Svobody,"LINESTRING (13.6036518 49.6144839, 13.6034648 49.6144792, 13.6029544 49.6144665)",,,
"[428010209, 283562118]",residential,False,False,25.49,,,Náměstí Svobody,"LINESTRING (13.6036518 49.6144839, 13.6036637 49.6143577, 13.6036566 49.614255)",,,
111650477,tertiary,False,False,24.215999999999998,2,17715,Republikánská,"LINESTRING (13.6060532 49.6127139, 13.6059537 49.6126404, 13.6059143 49.6126005, 13.6059009 49.6125844, 13.6058891 49.6125677, 13.6058791 49.6125508, 13.605871 49.6125337)",,,
"[968187291, 35101131]",primary,False,False,70.279,2,19,Tyršova,"LINESTRING (13.6060532 49.6127139, 13.6060296 49.6127221, 13.6060068 49.6127325, 13.605986 49.6127421, 13.6059605 49.6127612, 13.6058741 49.6128675, 13.6058652 49.6128875, 13.6058583 49.6129075, 13.6058527 49.6129372, 13.6058492 49.6130713, 13.6058476 49.6131285, 13.6058464 49.6131725, 13.6058415 49.6132051, 13.6058057 49.6132976)",50,7.5,yes
1212216089,primary,False,True,96.93,2,19,Jiráskova,"LINESTRING (13.6060532 49.6127139, 13.6061514 49.6126918, 13.6061995 49.6126891, 13.6065575 49.6127566, 13.6070753 49.6128543, 13.6071484 49.6128572, 13.6072386 49.612855, 13.6073557 49.6128491)",50,,
