osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,junction,bridge,access,tunnel
"[697573147, 697573148, 171813454]",1,,Komenského,residential,30,True,False,85.92699999999999,"LINESTRING (18.0147344 49.5979147, 18.0148129 49.597819, 18.0152175 49.5973329, 18.0152996 49.5972343)",,,,,
"[697573146, 36845243, 699042254]",1,,Komenského,residential,30,True,False,173.61699999999996,"LINESTRING (18.0147344 49.5979147, 18.0146764 49.5979823, 18.0139723 49.5988024, 18.0138608 49.5989325, 18.0136234 49.5992092, 18.0135634 49.5992792)",,,,,
"[699042256, 699042257, 699042258]",,,Msgr. Šrámka,residential,30,False,False,115.046,"LINESTRING (18.0147344 49.5979147, 18.0148475 49.5979588, 18.0148784 49.5979706, 18.0154062 49.5981724, 18.0160252 49.5984087, 18.016109 49.5984407)",,,,,
"[699042256, 36845242, 587759824]",,,Msgr. Šrámka,residential,"['30', '50']",False,True,240.686,"LINESTRING (18.0147344 49.5979147, 18.0145525 49.597843, 18.0145241 49.597832, 18.0131798 49.5973107, 18.0128686 49.5971901, 18.0127859 49.597158, 18.0123888 49.597004, 18.0119512 49.5969051, 18.0118137 49.5968825)",,,,,
252374336,,,Nábřežní,residential,30,False,True,229.505,"LINESTRING (18.016109 49.5984407, 18.0155503 49.5986386, 18.0152997 49.5987274, 18.0151852 49.598768, 18.014562 49.5989888, 18.0142946 49.599145, 18.0140209 49.5994448, 18.0135634 49.5992792)",,,,,
"[699042256, 699042257, 699042258]",,,Msgr. Šrámka,residential,30,False,True,115.046,"LINESTRING (18.016109 49.5984407, 18.0160252 49.5984087, 18.0154062 49.5981724, 18.0148784 49.5979706, 18.0148475 49.5979588, 18.0147344 49.5979147)",,,,,
252374336,,,Nábřežní,residential,30,False,False,229.505,"LINESTRING (18.0135634 49.5992792, 18.0140209 49.5994448, 18.0142946 49.599145, 18.014562 49.5989888, 18.0151852 49.598768, 18.0152997 49.5987274, 18.0155503 49.5986386, 18.016109 49.5984407)",,,,,
"[361332512, 171941076, 699963527]",,,Novosady,residential,30,False,False,207.20100000000002,"LINESTRING (18.0135634 49.5992792, 18.0131915 49.5990938, 18.0119535 49.598477, 18.011537 49.5982662, 18.0116131 49.5982103, 18.0116276 49.598195, 18.0116608 49.5981602, 18.0117185 49.5980995)",,,,delivery,
223647156,2,4832,Bezručova,tertiary,50,False,False,255.62099999999998,"LINESTRING (18.0170345 49.5952007, 18.0168758 49.5951696, 18.0162802 49.5950538, 18.0158947 49.5949788, 18.0157609 49.5949432, 18.015562 49.5948903, 18.015188 49.5947908, 18.0151273 49.5947716, 18.0145709 49.5945957, 18.0140587 49.5944337, 18.0137582 49.5943362)",,,,,
"[697573152, 697573153, 346657220, 697573151]",,,Komenského,residential,"['50', '30']",False,True,158.32600000000002,"LINESTRING (18.0170345 49.5952007, 18.0169622 49.5952938, 18.0164524 49.5959183, 18.0164222 49.5959553, 18.0163489 49.5960451, 18.0162894 49.596118, 18.0162497 49.5961667, 18.0159842 49.5964507)",,,,,
36845244,,,Žižkova,residential,50,False,False,46.577,"LINESTRING (18.0158521 49.5974516, 18.0153883 49.5972692, 18.0152996 49.5972343)",,,,,
36845244,,,Žižkova,residential,50,False,True,46.577,"LINESTRING (18.0152996 49.5972343, 18.0153883 49.5972692, 18.0158521 49.5974516)",,,,,
171941048,1,,Žižkova,residential,30,True,False,260.728,"LINESTRING (18.0152996 49.5972343, 18.0151955 49.5971935, 18.014968 49.5971043, 18.0123433 49.596075, 18.0122061 49.5960188)",,,,,
"[697573148, 697573149, 697573150]",1,,Komenského,residential,30,True,False,100.298,"LINESTRING (18.0152996 49.5972343, 18.0153246 49.5971805, 18.0157708 49.5966841, 18.0159842 49.5964507)",,,,,
"[697573152, 697573153, 346657220, 697573151]",,,Komenského,residential,"['30', '50']",False,False,158.326,"LINESTRING (18.0159842 49.5964507, 18.0162497 49.5961667, 18.0162894 49.596118, 18.0163489 49.5960451, 18.0164222 49.5959553, 18.0164524 49.5959183, 18.0169622 49.5952938, 18.0170345 49.5952007)",,,,,
"[223647193, 142682291]",1,,5. května,living_street,50,False,False,101.173,"LINESTRING (18.0092285 49.5965319, 18.0095325 49.5963433, 18.0098278 49.5961103, 18.010031 49.5959242, 18.0101349 49.5958403)",,,,,
"[688684225, 688684227, 688684229, 688684211, 223647158, 688684219]",1,,Dolní brána,residential,50,True,False,136.761,"LINESTRING (18.0092285 49.5965319, 18.009086 49.5966364, 18.0089211 49.5967574, 18.0086781 49.5969356, 18.0084237 49.5971431, 18.0083142 49.597219, 18.0082197 49.5972844, 18.0081107 49.59736, 18.007971 49.5974521)",,,,,
"[705952128, 705952129, 705952130]",,,Štefánikova,residential,50,False,False,95.571,"LINESTRING (18.0092285 49.5965319, 18.0090645 49.596439, 18.0086186 49.5961908, 18.0083481 49.5960402, 18.0082238 49.595971)",,,,,
"[705952131, 432415301, 587759819, 587759826, 171941052, 36845247]","['1', '2']",,Štefánikova,residential,50,False,"[False, True]",184.20900000000003,"LINESTRING (18.0092285 49.5965319, 18.0095934 49.5966528, 18.0098095 49.5967157, 18.0099371 49.5967462, 18.0100413 49.5967604, 18.0102264 49.5967806, 18.010316 49.5967888, 18.0105142 49.5967985, 18.0105589 49.5968017, 18.0106007 49.5968133, 18.0106618 49.5968525, 18.0108429 49.5970082, 18.0109252 49.5970507, 18.0110242 49.5970717, 18.0110741 49.5969853, 18.0110998 49.596956, 18.0111362 49.5969313, 18.0111937 49.5969097, 18.0112971 49.5968854, 18.0113756 49.5968767)",7,,,,
"[699963521, 699963523, 36845261]",,,Poděbradova,residential,50,False,True,126.75600000000001,"LINESTRING (18.0070491 49.5949857, 18.007028 49.5949351, 18.0069447 49.5948919, 18.0069036 49.5948751, 18.0068556 49.5948611, 18.0063314 49.5948285, 18.006135 49.5946976, 18.0057474 49.5944393, 18.0056737 49.5943902)",,,,,
"[682368883, 208047374, 208047367]",,,Tyršova,residential,50,False,True,130.115,"LINESTRING (18.0070491 49.5949857, 18.0069285 49.5950669, 18.006001 49.595496, 18.0058793 49.5955509, 18.0057786 49.5956006, 18.0056065 49.5956863)",,,yes,,
"[705952122, 705952123, 705952124]",,,Tyršova,residential,50,False,False,78.981,"LINESTRING (18.0070491 49.5949857, 18.0071759 49.5948961, 18.007549 49.5946324, 18.0077937 49.5944646)",,,,,
705952126,,,Štefánikova,residential,50,False,True,39.81999999999999,"LINESTRING (18.0070491 49.5949857, 18.0070702 49.5950361, 18.0071905 49.5951546, 18.0073234 49.5952942)",,,,,
"[705952121, 142682190]",,,Tyršova,residential,50,False,True,146.293,"LINESTRING (18.0090407 49.5934328, 18.008983 49.5934684, 18.0089383 49.5935067, 18.0086949 49.5937677, 18.0086122 49.5938426, 18.0082671 49.594141, 18.0077937 49.5944646)",,,,,
"[688671796, 171941077]",,,Divadelní,residential,50,False,False,84.72,"LINESTRING (18.0090407 49.5934328, 18.0089349 49.5933793, 18.0085969 49.5932431, 18.0080506 49.593023)",,,,,
"[171941064, 401016622]",1,,Lidická,living_street,,True,False,87.00300000000001,"LINESTRING (18.0090407 49.5934328, 18.0091064 49.5934906, 18.0091851 49.5935993, 18.0098753 49.5939848)",,,,,
"[705952120, 682368867, 705952119]",,,Tyršova,residential,50,False,False,111.0,"LINESTRING (18.0090407 49.5934328, 18.0091097 49.5933941, 18.0091647 49.5933593, 18.0093645 49.5931433, 18.0094738 49.5930123, 18.0098653 49.5925949)",,,,,
142682202,,,Gen. Hlaďo,residential,50,False,False,42.527,"LINESTRING (18.0098653 49.5925949, 18.0100981 49.5926078, 18.0102919 49.5926378, 18.0104063 49.5927076)",,,,,
171813455,1,,Slovanská,residential,50,True,False,146.314,"LINESTRING (18.0098653 49.5925949, 18.0098231 49.592493, 18.0089788 49.5919686, 18.0085414 49.5917, 18.0084722 49.5916575)",,,,,
"[705952120, 682368867, 705952119]",,,Tyršova,residential,50,False,True,111.0,"LINESTRING (18.0098653 49.5925949, 18.0094738 49.5930123, 18.0093645 49.5931433, 18.0091647 49.5933593, 18.0091097 49.5933941, 18.0090407 49.5934328)",,,,,
142682202,,,Gen. Hlaďo,residential,50,False,False,112.612,"LINESTRING (18.0104063 49.5927076, 18.0105619 49.5928025, 18.0113765 49.5932537, 18.0115217 49.5933135, 18.0116079 49.5933526)",,,,,
142682202,,,Gen. Hlaďo,residential,50,False,True,42.527,"LINESTRING (18.0104063 49.5927076, 18.0102919 49.5926378, 18.0100981 49.5926078, 18.0098653 49.5925949)",,,,,
171941042,1,,Masarykovo nám.,living_street,50,True,False,75.364,"LINESTRING (18.0105017 49.5943703, 18.0113237 49.5947892)",,,,,
"[36845248, 400878171]",1,,28. října,living_street,50,True,False,63.152,"LINESTRING (18.0105017 49.5943703, 18.010503 49.5943005, 18.0105101 49.5942948, 18.0105327 49.5942769, 18.0108948 49.5939912, 18.0109265 49.5939662, 18.0109415 49.593953, 18.0109711 49.5939272, 18.0109867 49.5939135)",,,,,
307871054,1,,Masarykovo nám.,living_street,50,True,False,75.154,"LINESTRING (18.0098572 49.5949016, 18.0105017 49.5943703)",,,,,
142682164,1,,Havlíčkova,living_street,50,True,False,12.734,"LINESTRING (18.0098572 49.5949016, 18.0097384 49.5949433, 18.0097097 49.5949628)",,,,,
"[705952128, 172419393, 705952127]",,,Štefánikova,residential,50,False,False,100.588,"LINESTRING (18.0082238 49.595971, 18.0081462 49.5959282, 18.007891 49.5957874, 18.007706 49.5956815, 18.0076409 49.5956385, 18.0074467 49.5954279, 18.0073234 49.5952942)",,,,,
"[705952128, 705952129, 705952130]",,,Štefánikova,residential,50,False,True,95.571,"LINESTRING (18.0082238 49.595971, 18.0083481 49.5960402, 18.0086186 49.5961908, 18.0090645 49.596439, 18.0092285 49.5965319)",,,,,
171941040,1,,Havlíčkova,living_street,50,True,False,107.271,"LINESTRING (18.0092394 49.5952658, 18.0091151 49.5953521, 18.0082591 49.5959465, 18.0082238 49.595971)",,,,,
223647193,1,,5. května,living_street,50,False,False,52.457,"LINESTRING (18.0101349 49.5958403, 18.0105905 49.5954724)",,,,,
171941066,1,,Resslova,living_street,50,True,False,90.81099999999998,"LINESTRING (18.0101349 49.5958403, 18.0100793 49.5958046, 18.0096666 49.5955399, 18.0093841 49.5953586, 18.0092394 49.5952658)",,,,,
"[223647193, 142682291]",1,,5. května,living_street,50,False,True,101.173,"LINESTRING (18.0101349 49.5958403, 18.010031 49.5959242, 18.0098278 49.5961103, 18.0095325 49.5963433, 18.0092285 49.5965319)",,,,,
"[36845250, 688684203]",2,,Dolní brána,residential,50,True,False,51.537000000000006,"LINESTRING (18.007971 49.5974521, 18.0078127 49.5974954, 18.0075233 49.5975634, 18.0073019 49.5976153)",,,,,
36845251,1,,Masarykovo nám.,living_street,50,True,False,75.369,"LINESTRING (18.0106793 49.5953205, 18.0098572 49.5949016)",,,,,
223647193,1,,5. května,living_street,50,False,True,18.246000000000002,"LINESTRING (18.0106793 49.5953205, 18.0106176 49.5954505, 18.0105905 49.5954724)",,,,,
171941042,1,,Masarykovo nám.,living_street,50,True,False,75.149,"LINESTRING (18.0113237 49.5947892, 18.0106793 49.5953205)",,,,,
307871055,1,,Kostelní,living_street,50,False,False,15.705,"LINESTRING (18.012053 49.5950329, 18.0121101 49.5948966)",,,,,
142682173,1,,K Šatlavě,living_street,50,True,False,53.045,"LINESTRING (18.012053 49.5950329, 18.0120007 49.5950067, 18.0117712 49.5949163, 18.0114991 49.5947965, 18.0114627 49.5947805, 18.0114397 49.5947697)",,,,,
171813453,1,,Jiráskova,residential,50,True,False,129.954,"LINESTRING (18.0058512 49.5921331, 18.0057961 49.5921883, 18.0048715 49.5931142)",,,,,
"[36845255, 688671786, 688671787, 223028793, 223028794]",,,"['Divadelní', 'Purkyňova']",residential,50,False,False,193.43599999999998,"LINESTRING (18.0058512 49.5921331, 18.005816 49.5921156, 18.0057315 49.5920735, 18.0056655 49.592041, 18.0043554 49.5913951, 18.0043443 49.5913896, 18.0042679 49.5913519, 18.0043647 49.5912733, 18.0047321 49.5910179)",,,,,
"[223028798, 688671789, 688671790]",,,Divadelní,residential,50,False,True,120.262,"LINESTRING (18.0058512 49.5921331, 18.0059305 49.5921653, 18.006002 49.5921943, 18.0070917 49.5926361, 18.0071952 49.5926781, 18.0072657 49.5927067)",,,,,
"[36845255, 688671786, 688671787, 223028793, 223028794]",,,"['Divadelní', 'Purkyňova']",residential,50,False,True,193.43599999999998,"LINESTRING (18.0047321 49.5910179, 18.0043647 49.5912733, 18.0042679 49.5913519, 18.0043443 49.5913896, 18.0043554 49.5913951, 18.0056655 49.592041, 18.0057315 49.5920735, 18.005816 49.5921156, 18.0058512 49.5921331)",,,,,
"[36845260, 691735540]",1,,Husova,residential,50,True,False,147.419,"LINESTRING (18.0084722 49.5916575, 18.0085398 49.5916064, 18.009181 49.5911215, 18.0097418 49.5906974, 18.0098058 49.5906524)",,,,,
171813455,1,,Slovanská,residential,50,True,False,117.35799999999999,"LINESTRING (18.0084722 49.5916575, 18.0083762 49.5916034, 18.0072949 49.5909946, 18.007243 49.5909654)",,,,,
682368882,2,04816,K Nemocnici,tertiary,50,False,False,84.813,"LINESTRING (18.0102864 49.59092, 18.0109575 49.5911788, 18.0112976 49.59131)",,,,,
682368882,2,04816,K Nemocnici,tertiary,50,False,True,45.748999999999995,"LINESTRING (18.0102864 49.59092, 18.0101666 49.5908656, 18.0098781 49.5907003, 18.0098058 49.5906524)",,,,,
"[688442056, 36845259, 688442055]",1,,Derkova,residential,50,True,False,202.65099999999998,"LINESTRING (18.0102864 49.59092, 18.0102675 49.5909867, 18.0102313 49.5911139, 18.0102848 49.5916495, 18.0105132 49.5924863, 18.0104929 49.5926226, 18.0104063 49.5927076)",,,,,
688671794,,,Divadelní,residential,50,False,True,66.616,"LINESTRING (18.0072657 49.5927067, 18.0080506 49.593023)",,,,,
"[688671790, 688671789, 223028798]",,,Divadelní,residential,50,False,False,120.26199999999999,"LINESTRING (18.0072657 49.5927067, 18.0071952 49.5926781, 18.0070917 49.5926361, 18.006002 49.5921943, 18.0059305 49.5921653, 18.0058512 49.5921331)",,,,,
691735542,1,,Husova,residential,50,True,False,79.50999999999999,"LINESTRING (18.0072657 49.5927067, 18.0073319 49.5926367, 18.0077403 49.5922053, 18.007855 49.5921026)",,,,,
223028797,1,,Husova,residential,50,True,False,92.406,"LINESTRING (18.0056737 49.5943902, 18.0057329 49.5943535, 18.0063247 49.5937243, 18.0063572 49.5936891)",,,,,
"[699963521, 699963523, 36845261]",,,Poděbradova,residential,50,False,False,126.756,"LINESTRING (18.0056737 49.5943902, 18.0057474 49.5944393, 18.006135 49.5946976, 18.0063314 49.5948285, 18.0068556 49.5948611, 18.0069036 49.5948751, 18.0069447 49.5948919, 18.007028 49.5949351, 18.0070491 49.5949857)",,,,,
"[36845296, 142682166, 142682167]",,,Jiráskova,residential,50,False,True,75.298,"LINESTRING (18.0044275 49.5935456, 18.0041469 49.59381, 18.0040854 49.5938698, 18.0039271 49.5940243, 18.0038427 49.5941067)",,,yes,,
"[539493544, 699963522, 699963524]",1,,Poděbradova,residential,50,True,False,129.95499999999998,"LINESTRING (18.0044275 49.5935456, 18.0044856 49.593585, 18.0051319 49.594023, 18.0053455 49.5941678, 18.0055141 49.594282, 18.0056737 49.5943902)",,,,,
"[691261958, 691261959]",2,,Dostála Bystřiny,residential,50,False,True,91.2,"LINESTRING (18.0077937 49.5944646, 18.0077406 49.5944305, 18.0072416 49.5941106, 18.0069848 49.5939839, 18.0068527 49.5939187)",,,,,
