osmid,name,highway,oneway,reversed,length,geometry,lanes,maxspeed,ref,bridge,junction,access
1266632145,Humpolecká,primary,False,True,44.475,"LINESTRING (15.5767072 49.6027116, 15.5770575 49.6027614, 15.5771133 49.6027726, 15.5771539 49.6027807, 15.5773043 49.6028113)",2,50,19;34,,,
1266632259,Humpolecká,primary,False,False,54.266000000000005,"LINESTRING (15.5767072 49.6027116, 15.5762193 49.6026804, 15.5759574 49.6026667)",2,50,19;34,,,
30909230,Na Bojišti,residential,False,True,15.314,"LINESTRING (15.5730784 49.6035666, 15.5731833 49.6035203, 15.5732455 49.6034822)",,,,,,
301754485,Na Losích,residential,False,True,71.592,"LINESTRING (15.5747154 49.6039907, 15.5747552 49.6037166, 15.5747827 49.6033485)",,,,,,
"[41815215, 1147460020, 30904607]",U Stadionu,residential,False,True,295.656,"LINESTRING (15.5820947 49.6095589, 15.5822684 49.6097816, 15.5825262 49.6099234, 15.5826051 49.6099538, 15.5833286 49.6100374, 15.5836376 49.6101193, 15.5836992 49.6101528, 15.5836996 49.6102143, 15.5835102 49.6103773, 15.5827927 49.6108707, 15.5826315 49.6110274, 15.5825026 49.6112676)",,,,,,
"[998116401, 293137770]",U Trojice,residential,False,False,221.428,"LINESTRING (15.5820947 49.6095589, 15.5825898 49.609564, 15.5834623 49.6095729, 15.5836286 49.6096008, 15.5837681 49.6096529, 15.5838241 49.6096958, 15.5838861 49.6097433, 15.5839344 49.6098754, 15.5839928 49.6105095)",,,,,,
"[40528933, 1147460021, 1147460022]",U Trojice,residential,False,"[False, True]",129.58999999999997,"LINESTRING (15.5820947 49.6095589, 15.5817584 49.6095306, 15.5810924 49.6092259, 15.5809441 49.6092113, 15.5804556 49.6091631)",,,,,,
30904597,Kozí,residential,False,False,141.949,"LINESTRING (15.5803294 49.6086607, 15.579604 49.608724, 15.5789471 49.6087814, 15.5785427 49.6087852, 15.5783723 49.6087777)",,,,,,
310914174,Boženy Němcové,residential,True,False,67.564,"LINESTRING (15.5803294 49.6086607, 15.5801721 49.608109, 15.580159 49.6080632)",,,,,,
30904603,Klášterská,residential,False,True,153.464,"LINESTRING (15.5818549 49.6109026, 15.5817672 49.6106925, 15.5816242 49.610654, 15.5799965 49.6107794)",,,,,,
30904565,Svatovojtěšská,residential,False,False,31.653,"LINESTRING (15.5783155 49.6056826, 15.5784346 49.6059566)",,,,,,
98600442,,residential,False,True,30.506,"LINESTRING (15.576706 49.6076737, 15.5764644 49.6077183, 15.5762988 49.6077488)",,,,,,
30904592,Trčkova,residential,False,False,72.883,"LINESTRING (15.5774719 49.6061576, 15.5784346 49.6059566)",,,,,,
98600445,Smetanovo náměstí,residential,True,False,32.236,"LINESTRING (15.5774719 49.6061576, 15.5775907 49.6064371)",,,,,,
30904592,Trčkova,residential,False,True,60.693,"LINESTRING (15.5774719 49.6061576, 15.5770345 49.6062373, 15.5766571 49.6062954)",,,,,,
30904565,Svatovojtěšská,residential,False,True,31.653,"LINESTRING (15.5784346 49.6059566, 15.5783155 49.6056826)",,,,,,
30904592,Trčkova,residential,False,True,72.883,"LINESTRING (15.5784346 49.6059566, 15.5774719 49.6061576)",,,,,,
"[130694753, 130694723, 40323716, 130694724, 98600427]","['Pod Radnicí', 'V Rámech']",residential,False,"[False, True]",197.32500000000002,"LINESTRING (15.5784346 49.6059566, 15.5787808 49.6058769, 15.5790909 49.6058093, 15.5791762 49.6057963, 15.5789603 49.6052982, 15.5789445 49.6052593, 15.5789178 49.6051974, 15.5784989 49.6052794, 15.5779638 49.6053841)",,,,,,
98600435,Smetanovo náměstí,residential,False,True,39.149,"LINESTRING (15.5775593 49.607526, 15.5777021 49.6078657)",,,,,,
105334159,,residential,True,False,63.641,"LINESTRING (15.5775593 49.607526, 15.576706 49.6076737)",,,,,,
172204518,,residential,False,False,58.142,"LINESTRING (15.5799387 49.6032864, 15.5801214 49.6037957)",,,,,,
496850185,Nádražní,tertiary,False,False,12.600999999999999,"LINESTRING (15.5799387 49.6032864, 15.5798657 49.6032932, 15.5797656 49.6033024)",,50,03811,,,
496850185,Nádražní,tertiary,False,True,115.91,"LINESTRING (15.5799387 49.6032864, 15.5807178 49.6031403, 15.5812097 49.6029717, 15.5814324 49.6029121)",,50,03811,,,
172204518,,residential,False,True,58.142,"LINESTRING (15.5801214 49.6037957, 15.5799387 49.6032864)",,,,,,
797519681,Žižkova,secondary,False,True,3.402,"LINESTRING (15.5814898 49.6053257, 15.5814429 49.6053222)",2,50,150,,,
"[302954969, 291533563, 1147460023]",V Sadech,residential,False,False,179.269,"LINESTRING (15.5814898 49.6053257, 15.5815569 49.6054851, 15.5817638 49.6059764, 15.5813454 49.6060008, 15.581259 49.6059669, 15.5809503 49.6054012)",,,,,,
797519681,Žižkova,secondary,False,False,81.387,"LINESTRING (15.5814898 49.6053257, 15.5815915 49.6053348, 15.5817515 49.6053492, 15.5819781 49.6053426, 15.5823827 49.6053053, 15.5826014 49.6052597)",2,50,150,,,
1147460025,Žižkova,secondary,True,False,25.241,"LINESTRING (15.5809503 49.6054012, 15.5806174 49.6054718)",,50,150,,,
"[302954969, 291533563, 1147460023]",V Sadech,residential,False,True,179.269,"LINESTRING (15.5809503 49.6054012, 15.581259 49.6059669, 15.5813454 49.6060008, 15.5817638 49.6059764, 15.5815569 49.6054851, 15.5814898 49.6053257)",,,,,,
"[998116401, 293137770]",U Trojice,residential,False,True,221.428,"LINESTRING (15.5839928 49.6105095, 15.5839344 49.6098754, 15.5838861 49.6097433, 15.5838241 49.6096958, 15.5837681 49.6096529, 15.5836286 49.6096008, 15.5834623 49.6095729, 15.5825898 49.609564, 15.5820947 49.6095589)",,,,,,
853526700,,residential,False,True,12.436,"LINESTRING (15.5732678 49.6035931, 15.5732455 49.6034822)",,,,,,
98600434,Svatovojtěšská,residential,True,False,95.99000000000001,"LINESTRING (15.5775907 49.6064371, 15.5785773 49.6064083, 15.5786424 49.6064218, 15.5788322 49.6065518)",,,,,,no
"[332142233, 391298379, 98600445]",Smetanovo náměstí,residential,True,False,146.4,"LINESTRING (15.5775907 49.6064371, 15.5777836 49.6068554, 15.5779849 49.6073145, 15.5780078 49.6073936, 15.577912 49.6074422, 15.5775593 49.607526)",,,,,,
41987936,Horní,residential,False,True,10.138,"LINESTRING (15.5783307 49.6088648, 15.5783723 49.6087777)",,30,,,,
41814950,Smetanovo náměstí,residential,False,False,123.811,"LINESTRING (15.5783307 49.6088648, 15.5782541 49.608836, 15.5781066 49.6087647, 15.5779657 49.608404, 15.5778641 49.6081975, 15.5777204 49.6079033, 15.5777021 49.6078657)",,,,,,
41987936,Horní,residential,False,False,60.266,"LINESTRING (15.5783307 49.6088648, 15.5782022 49.6092644, 15.5781746 49.609397)",,30,,,,
"[1165404336, 5383212, 326798391, 51896791]",,secondary,False,True,148.314,"LINESTRING (15.5792089 49.6033074, 15.579092 49.6032883, 15.5788191 49.6032437, 15.577802 49.6029366, 15.5777645 49.6029253, 15.577527 49.6028654, 15.5774945 49.6028572, 15.577453 49.6028468, 15.5773043 49.6028113)",,50,150,yes,,
1243986287,,secondary,True,False,26.889000000000003,"LINESTRING (15.5792089 49.6033074, 15.5792248 49.6032745, 15.5792498 49.6032441, 15.5792831 49.6032173, 15.5793233 49.603195, 15.5793692 49.6031778, 15.5794191 49.6031665, 15.5794734 49.6031613)",,50,150,,roundabout,
496850185,Nádražní,tertiary,False,True,12.600999999999999,"LINESTRING (15.5797656 49.6033024, 15.5798657 49.6032932, 15.5799387 49.6032864)",,50,03811,,,
1243986286,,secondary,True,False,38.096000000000004,"LINESTRING (15.5797656 49.6033024, 15.5797736 49.6033488, 15.5797698 49.6033761, 15.5797548 49.6034122, 15.5797288 49.6034456, 15.5796929 49.603475, 15.5796486 49.6034991, 15.5795975 49.603517, 15.5795358 49.6035285, 15.579475 49.6035309)",,50,150,,roundabout,
30776341,Želivského,residential,False,True,46.987,"LINESTRING (15.5851269 49.6086064, 15.5851384 49.6081839)",,,,,,
30776335,Jeronýmova,residential,False,True,29.282,"LINESTRING (15.5851384 49.6081839, 15.5847836 49.6083123)",,,,,,
30776341,Želivského,residential,False,False,46.987,"LINESTRING (15.5851384 49.6081839, 15.5851269 49.6086064)",,,,,,
