osmid,bridge,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,access,tunnel
289142777,,,Politických vězňů,tertiary,,False,False,42.726,"LINESTRING (15.1978062 50.0273694, 15.1979052 50.0272617, 15.197993 50.0271993, 15.1982116 50.0270948)",,,,
289142777,,,Politických vězňů,tertiary,,False,True,27.165,"LINESTRING (15.1978062 50.0273694, 15.1977726 50.0274296, 15.1977041 50.0276045)",,,,
40868021,,,Kouřimská,residential,,True,False,108.16,"LINESTRING (15.2008765 50.0270782, 15.2004356 50.0262365, 15.200374 50.0261617)",,,,
201345006,,,Brandlova,residential,,False,True,48.246,"LINESTRING (15.2008765 50.0270782, 15.2009453 50.0270325, 15.2014145 50.0269229, 15.201487 50.0269059)",,,,
203179479,,,Kutnohorská,tertiary,,False,False,12.848,"LINESTRING (15.2059618 50.0264174, 15.2057912 50.026454)",,,,
28534492,,,Příkrá,residential,,False,False,64.375,"LINESTRING (15.2059618 50.0264174, 15.2059987 50.0264756, 15.206138 50.0266952, 15.2062141 50.0269098, 15.2062437 50.0269655)",,,no,
203179479,,,Kutnohorská,tertiary,,False,True,104.73400000000001,"LINESTRING (15.2059618 50.0264174, 15.2062826 50.0263199, 15.2069194 50.0261264, 15.2070081 50.0260995, 15.207297 50.0260296)",,,,
203179479,,,Kutnohorská,tertiary,,False,True,12.848,"LINESTRING (15.2057912 50.026454, 15.2059618 50.0264174)",,,,
"[181173673, 203179479]",,,Kutnohorská,tertiary,,False,False,157.64,"LINESTRING (15.2057912 50.026454, 15.2049904 50.0266648, 15.2041226 50.0268932, 15.203929 50.0269484, 15.2037547 50.0269997)",3,,,
28534479,,,Na Pršíně,residential,,True,False,66.487,"LINESTRING (15.2026654 50.0256308, 15.2028941 50.0262104)",,,,
82745828,,,Zahradní,residential,,False,True,3.323,"LINESTRING (15.2026654 50.0256308, 15.2026213 50.0256403)",,,,
"[181173675, 82745828]",,,Zahradní,residential,,False,False,174.691,"LINESTRING (15.2026654 50.0256308, 15.2035281 50.0254115, 15.2046526 50.0251255, 15.2047721 50.0250951, 15.2048699 50.0250765, 15.2049444 50.0250624)",,,,
28534477,,,Smetanova,residential,,True,False,166.236,"LINESTRING (15.2049444 50.0250624, 15.2049766 50.0251308, 15.2050391 50.0252638, 15.2051113 50.025378, 15.2051861 50.0255057, 15.2054175 50.0258626, 15.2055045 50.0260004, 15.2057912 50.026454)",,,,
82745827,,,Smetanova,residential,,False,False,66.725,"LINESTRING (15.2049444 50.0250624, 15.2049148 50.0250045, 15.2046529 50.0244923)",,,,
"[181173675, 82745828]",,,Zahradní,residential,,False,True,174.69100000000003,"LINESTRING (15.2049444 50.0250624, 15.2048699 50.0250765, 15.2047721 50.0250951, 15.2046526 50.0251255, 15.2035281 50.0254115, 15.2026654 50.0256308)",,,,
181173676,,,Zahradní,residential,,False,False,53.356,"LINESTRING (15.2049444 50.0250624, 15.2050306 50.0250406, 15.2056393 50.0248865)",,,,
28534490,,,Zahradní,residential,,False,False,63.913,"LINESTRING (15.2056393 50.0248865, 15.2057634 50.0249489, 15.2061431 50.0250409, 15.2063461 50.0250905, 15.2064527 50.0251166)",,,,
181173676,,,Zahradní,residential,,False,True,53.356,"LINESTRING (15.2056393 50.0248865, 15.2050306 50.0250406, 15.2049444 50.0250624)",,,,
28534478,,,Dobrovského,residential,,True,False,189.857,"LINESTRING (15.2046529 50.0244923, 15.2045835 50.024503, 15.2030858 50.0247845, 15.2021372 50.0250353)",,,,
82745827,,,Smetanova,residential,,False,True,66.725,"LINESTRING (15.2046529 50.0244923, 15.2049148 50.0250045, 15.2049444 50.0250624)",,,,
28534480,,,Na Pršíně,residential,,True,False,45.356,"LINESTRING (15.2021372 50.0250353, 15.2020694 50.0248708, 15.2020033 50.0246369)",,,,
82745828,,,Zahradní,residential,,False,False,3.323,"LINESTRING (15.2026213 50.0256403, 15.2026654 50.0256308)",,,,
28534480,,,Na Pršíně,residential,,True,False,75.668,"LINESTRING (15.2026213 50.0256403, 15.2025914 50.0256047, 15.2022847 50.0252383, 15.2021372 50.0250353)",,,,
120066503,,,Havelcova,residential,,True,False,48.813,"LINESTRING (15.2016368 50.0250074, 15.2020033 50.0246369)",,,,
82745826,,,Havelcova,residential,,True,False,68.853,"LINESTRING (15.2011593 50.0254789, 15.2008682 50.0256799, 15.2004891 50.0257706, 15.200365 50.0257994)",,,,
120066503,,,Havelcova,residential,,True,False,62.822,"LINESTRING (15.2011593 50.0254789, 15.2013419 50.0253435, 15.2016368 50.0250074)",,,,
562606399,,,Legerova,tertiary,,False,False,20.772,"LINESTRING (15.200365 50.0257994, 15.2004178 50.0259831)",,,,
562606399,,,Legerova,tertiary,,False,True,16.313,"LINESTRING (15.200365 50.0257994, 15.2002943 50.0256599)",,,,
562606399,,,Legerova,tertiary,,False,False,16.313,"LINESTRING (15.2002943 50.0256599, 15.200365 50.0257994)",,,,
28534482,,,Legerova,residential,,True,False,65.003,"LINESTRING (15.2002943 50.0256599, 15.2004315 50.025636, 15.2011593 50.0254789)",,,,
28534484,,,Legerova,tertiary,,False,True,64.566,"LINESTRING (15.2002943 50.0256599, 15.2001471 50.0251573, 15.2001285 50.0250891)",,,,
"[506101660, 562606397]",,,Legerova,tertiary,,False,True,40.376000000000005,"LINESTRING (15.2002943 50.0256599, 15.2002808 50.0257539, 15.2002769 50.0260226)",,,,
371239710,,,Karlovo náměstí,residential,,True,False,29.925,"LINESTRING (15.2012847 50.0277894, 15.2016735 50.0276892)",,,,
28534485,,,Kouřimská,residential,,True,False,84.28699999999999,"LINESTRING (15.2012847 50.0277894, 15.2012645 50.0277542, 15.2008765 50.0270782)",,,,
83076034,,,Na Hradbách,residential,,False,False,51.842,"LINESTRING (15.1990213 50.0275376, 15.198761 50.0271024)",,,,
"[562606392, 28534487]",,,Karoliny Světlé,residential,,True,False,142.03,"LINESTRING (15.1990213 50.0275376, 15.1998598 50.0273319, 15.2008155 50.0270934, 15.2008765 50.0270782)",,,,
"[120066504, 32668287]",,,"['Na Pobřeží', 'Příkrá']",residential,,False,"[False, True]",118.68,"LINESTRING (15.2068422 50.0275446, 15.2066685 50.0273586, 15.2070247 50.027139, 15.2076291 50.0267735)",,,,
"[199101808, 199101851, 120066508]",,,,residential,,False,True,47.907000000000004,"LINESTRING (15.2068422 50.0275446, 15.2069957 50.0276623, 15.2071392 50.027799, 15.2072249 50.027897)",,,,yes
28534492,,,Příkrá,residential,,False,False,6.628,"LINESTRING (15.2062437 50.0269655, 15.2062925 50.0270162)",,,no,
28534492,,,Příkrá,residential,,False,True,64.375,"LINESTRING (15.2062437 50.0269655, 15.2062141 50.0269098, 15.206138 50.0266952, 15.2059987 50.0264756, 15.2059618 50.0264174)",,,no,
28534493,,,Školská,residential,,False,False,188.88799999999998,"LINESTRING (15.2062437 50.0269655, 15.2059745 50.0270609, 15.205822 50.027115, 15.2048745 50.0274507, 15.2042423 50.0277115, 15.2039343 50.0277862)",,,,
28534493,,,Školská,residential,,False,True,106.35799999999999,"LINESTRING (15.2062437 50.0269655, 15.2064632 50.0269052, 15.2066335 50.0268437, 15.2068084 50.0267679, 15.2069743 50.0266956, 15.2070945 50.026622, 15.207217 50.0265512, 15.2073617 50.0264861, 15.2074837 50.0264477)",,,,
28534498,,,Na Hradbách,residential,,True,False,79.484,"LINESTRING (15.1993724 50.0282159, 15.1993478 50.0281683, 15.1990213 50.0275376)",,,,
28534499,,,Pražská,residential,,True,False,91.03300000000002,"LINESTRING (15.1993724 50.0282159, 15.1994705 50.0281954, 15.1997844 50.0281297, 15.2002671 50.0280287, 15.200451 50.0279944, 15.2005873 50.027969)",,,,
818297110,,,Kovářská,residential,,False,True,32.071000000000005,"LINESTRING (15.1993724 50.0282159, 15.1994097 50.0282779, 15.1994274 50.0283073, 15.1994965 50.0284327, 15.1995293 50.0284861)",,,,
83076034,,,Na Hradbách,residential,,False,True,51.842,"LINESTRING (15.198761 50.0271024, 15.1990213 50.0275376)",,,,
506097671,,,,residential,,False,False,23.087,"LINESTRING (15.1978267 50.0284284, 15.198089 50.0285497)",,,,
28534508,,,náměstí Republiky,tertiary,,False,False,53.983000000000004,"LINESTRING (15.1978267 50.0284284, 15.1978042 50.0284394, 15.1977787 50.02845, 15.1977026 50.0284688, 15.1973455 50.0285532, 15.1971249 50.0286053)",,,,
"[28534513, 289142777, 800608279]",,,"['Politických vězňů', 'náměstí Republiky']",tertiary,,False,False,94.91799999999999,"LINESTRING (15.1978267 50.0284284, 15.1978429 50.0284095, 15.1978576 50.0283823, 15.1978563 50.0283611, 15.1978504 50.0283411, 15.1977888 50.0282033, 15.197655 50.0279577, 15.1976418 50.0278855, 15.1976367 50.0278306, 15.197649 50.0277664, 15.1977041 50.0276045)",2,,,
40868028,,,Nad Zastávkou,residential,30,True,False,60.06399999999999,"LINESTRING (15.1960028 50.0301356, 15.1956401 50.0302081, 15.1952285 50.0303415)",,,,
172713030,,,Sokolská,residential,,False,False,56.694,"LINESTRING (15.1960028 50.0301356, 15.1956973 50.0303174, 15.1954355 50.0304919)",,,,
503018147,,,Sokolská,residential,30,True,False,47.897,"LINESTRING (15.1965556 50.0298918, 15.1960028 50.0301356)",,,,
663694735,,,Sokolská,residential,,True,False,100.82,"LINESTRING (15.1965556 50.0298918, 15.1967698 50.0296965, 15.1971694 50.0295254, 15.1976556 50.0293478)",,,,
28534507,,,Kmochova,residential,,True,False,129.358,"LINESTRING (15.195974 50.0287901, 15.1960235 50.0288887, 15.1965556 50.0298918)",,,,
28534511,,,Pražská,tertiary,,False,False,78.844,"LINESTRING (15.195974 50.0287901, 15.1958014 50.028784, 15.1951646 50.0287393, 15.1948756 50.0287216)",,,,
28534511,,,Pražská,tertiary,,False,True,85.271,"LINESTRING (15.195974 50.0287901, 15.1961216 50.0287905, 15.1962816 50.0287763, 15.1970189 50.028632, 15.1971249 50.0286053)",,,,
83076006,,,Kmochova,residential,,False,False,86.152,"LINESTRING (15.195974 50.0287901, 15.1959444 50.0286885, 15.1959153 50.0284257, 15.1958732 50.0280891, 15.1958658 50.028019)",,,,
82745824,,,Kmochova,residential,,True,False,76.363,"LINESTRING (15.1958658 50.028019, 15.1958526 50.0279477, 15.1958054 50.027468, 15.1957896 50.0273341)",,,,
83076006,,,Kmochova,residential,,False,True,86.152,"LINESTRING (15.1958658 50.028019, 15.1958732 50.0280891, 15.1959153 50.0284257, 15.1959444 50.0286885, 15.195974 50.0287901)",,,,
82745824,,,Kmochova,residential,,True,False,157.532,"LINESTRING (15.1957896 50.0273341, 15.1956702 50.0272566, 15.1952785 50.0269656, 15.195265 50.0269556, 15.1952501 50.0269348, 15.1952411 50.0269126, 15.1952384 50.0268898, 15.1952448 50.0268593, 15.1952516 50.0268446, 15.1952621 50.0268307, 15.1952824 50.0268136, 15.1953083 50.0268, 15.1962666 50.0265338, 15.1963636 50.0265129)",,,,
198231974,,,Krčínova,residential,,False,True,45.57600000000001,"LINESTRING (15.1957896 50.0273341, 15.1958836 50.0273373, 15.1963355 50.0273529, 15.1964267 50.027356)",,,,
28534518,,,Bezručova,residential,,False,False,105.744,"LINESTRING (15.1963636 50.0265129, 15.1963361 50.0264515, 15.1959639 50.0256906, 15.1958853 50.0256167)",,,,
82745825,,,Kmochova,residential,,False,False,142.73000000000002,"LINESTRING (15.1963636 50.0265129, 15.1964529 50.0265002, 15.1966782 50.0264913, 15.197248 50.0265073, 15.1974531 50.0265199, 15.1976812 50.026551, 15.1982455 50.0266263, 15.1983396 50.0266344)",,,,
82745825,,,Kmochova,residential,,False,True,142.73,"LINESTRING (15.1983396 50.0266344, 15.1982455 50.0266263, 15.1976812 50.026551, 15.1974531 50.0265199, 15.197248 50.0265073, 15.1966782 50.0264913, 15.1964529 50.0265002, 15.1963636 50.0265129)",,,,
156223664,,,Kmochova,residential,,False,True,69.406,"LINESTRING (15.1983396 50.0266344, 15.1986595 50.0266071, 15.1990091 50.0265741, 15.1992325 50.0265626, 15.1992993 50.0265788)",,,,
289142776,,,Politických vězňů,residential,,False,False,52.04599999999999,"LINESTRING (15.1983396 50.0266344, 15.1982896 50.0267791, 15.1982383 50.0270162, 15.1982116 50.0270948)",,,,
800608280,,,náměstí Republiky,residential,,False,False,13.997,"LINESTRING (15.1971249 50.0286053, 15.1970624 50.028486)",,,,
28534508,,,náměstí Republiky,tertiary,,False,True,53.983000000000004,"LINESTRING (15.1971249 50.0286053, 15.1973455 50.0285532, 15.1977026 50.0284688, 15.1977787 50.02845, 15.1978042 50.0284394, 15.1978267 50.0284284)",,,,
28534509,,,Úzká,residential,,True,False,90.95199999999998,"LINESTRING (15.1971249 50.0286053, 15.1971464 50.0286586, 15.1973152 50.0288871, 15.1976316 50.0293154, 15.1976556 50.0293478)",,,,
28534511,,,Pražská,tertiary,,False,False,85.27099999999999,"LINESTRING (15.1971249 50.0286053, 15.1970189 50.028632, 15.1962816 50.0287763, 15.1961216 50.0287905, 15.195974 50.0287901)",,,,
1050301401,,,Sokolská,residential,,True,False,24.756,"LINESTRING (15.1976556 50.0293478, 15.1978621 50.0292687, 15.1979387 50.0292215)",,,,
28534514,,,Politických vězňů,tertiary,,False,False,96.589,"LINESTRING (15.1982116 50.0270948, 15.1985483 50.0269363, 15.1992993 50.0265788)",,,,
40868027,,,Na Valech,residential,,True,False,60.496,"LINESTRING (15.1982116 50.0270948, 15.1981594 50.0272396, 15.1981522 50.0272567, 15.1980145 50.0276239)",1,,no,
197637602,,,Politických vězňů,residential,,False,True,62.484,"LINESTRING (15.1982116 50.0270948, 15.1978269 50.0270615, 15.1977753 50.0272783, 15.1978062 50.0273694)",,,,
289142777,,,Politických vězňů,tertiary,,False,True,42.726,"LINESTRING (15.1982116 50.0270948, 15.197993 50.0271993, 15.1979052 50.0272617, 15.1978062 50.0273694)",,,,
289142776,,,Politických vězňů,residential,,False,True,52.046,"LINESTRING (15.1982116 50.0270948, 15.1982383 50.0270162, 15.1982896 50.0267791, 15.1983396 50.0266344)",,,,
28986684,,,Václavská,residential,,True,False,171.195,"LINESTRING (15.1987724 50.0252258, 15.1986877 50.0252954, 15.198495 50.0253875, 15.1984056 50.0254399, 15.1982897 50.0255469, 15.1982924 50.0256527, 15.1983532 50.0265534, 15.1983396 50.0266344)",,,,
"[100137549, 204052653]",,,Obecní dvůr,residential,,False,"[False, True]",98.891,"LINESTRING (15.1987724 50.0252258, 15.199641 50.0250827, 15.2001285 50.0250891)",,,,
84210614,,,Fügnerova,residential,,False,False,68.953,"LINESTRING (15.1948473 50.0266462, 15.194288 50.0262522, 15.1941969 50.026188)",,,,
28534792,,,Riegrova,residential,,False,True,94.24100000000001,"LINESTRING (15.1941969 50.026188, 15.194985 50.0259474, 15.1950996 50.0259336, 15.1951853 50.0259405, 15.1952646 50.0259584, 15.195407 50.0260048)",,,,
84210614,,,Fügnerova,residential,,False,True,68.953,"LINESTRING (15.1941969 50.026188, 15.194288 50.0262522, 15.1948473 50.0266462)",,,,
28999749,,,Brankovická,residential,,False,True,13.198,"LINESTRING (15.2015223 50.0325126, 15.2016848 50.0324561)",,,,
28999750,,,Příčná,residential,,True,False,59.388,"LINESTRING (15.2015223 50.0325126, 15.2020375 50.0329318)",,,,
168316018,,,Brankovická,residential,,False,False,266.371,"LINESTRING (15.2015223 50.0325126, 15.2008452 50.0327505, 15.2001052 50.0327671, 15.1990661 50.0327904, 15.1988887 50.0328172, 15.1979187 50.0329599)",,,,
168316018,,,Brankovická,residential,,False,True,266.371,"LINESTRING (15.1979187 50.0329599, 15.1988887 50.0328172, 15.1990661 50.0327904, 15.2001052 50.0327671, 15.2008452 50.0327505, 15.2015223 50.0325126)",,,,
24046358,,12557,Veltrubská,tertiary,50,False,True,79.69,"LINESTRING (15.2036475 50.0324213, 15.2037756 50.0320445, 15.2038246 50.0319515, 15.2039067 50.0318523, 15.2040179 50.0317553)",,,,
28999758,,,Štítného,residential,,True,False,75.186,"LINESTRING (15.2046949 50.0324886, 15.2036475 50.0324213)",,,,
28999759,,,náměstí Svobody,residential,,True,False,117.739,"LINESTRING (15.2057912 50.0322809, 15.2059638 50.0322492, 15.2064293 50.0329351, 15.2061507 50.0330133)",,,,
152326245,,,Štítného,residential,,True,False,81.63999999999999,"LINESTRING (15.2057912 50.0322809, 15.2057468 50.0322893, 15.2052042 50.0323921, 15.2046949 50.0324886)",,,,
28999759,,,náměstí Svobody,residential,,True,False,85.391,"LINESTRING (15.2061507 50.0330133, 15.2057912 50.0322809)",,,,
28999766,,,U Kostelíčka,residential,,False,False,53.289,"LINESTRING (15.205913 50.0308447, 15.2060891 50.0313104)",,,,
173082926,,,Jiráskovo náměstí,residential,,False,True,33.396,"LINESTRING (15.205913 50.0308447, 15.2058668 50.0307069, 15.2058145 50.0305511)",,,,
316920690,,,Jiráskovo náměstí,residential,,False,True,63.67,"LINESTRING (15.205913 50.0308447, 15.2060526 50.0307777, 15.2064215 50.0305857, 15.2066262 50.0305024)",,,,
316920692,,,Jiráskovo náměstí,residential,,False,False,88.459,"LINESTRING (15.205913 50.0308447, 15.2056014 50.0310027, 15.2054279 50.0310669, 15.20495 50.0312435, 15.2048721 50.0312723)",,,,
