osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,bridge,lanes,access,width,junction
"[32278333, 261400550]",Kostelní,residential,False,False,111.91,"LINESTRING (13.5199303 49.2304544, 13.519873 49.2303634, 13.5198672 49.2303559, 13.5196397 49.2300626, 13.5194952 49.2298796, 13.5194514 49.2297909, 13.519412 49.229708, 13.5191798 49.2296021)",,,,,,,
25395919,T. G. Masaryka,residential,True,False,86.96100000000001,"LINESTRING (13.5204605 49.2319524, 13.5204876 49.2319848, 13.5205174 49.2320216, 13.5205198 49.2320245, 13.5205319 49.2320395, 13.5205884 49.232109, 13.5206078 49.2321329, 13.5206737 49.2322191, 13.5207968 49.2323803, 13.5208464 49.232444, 13.5209191 49.2325327, 13.5209601 49.2325814, 13.5209826 49.2326038, 13.5210217 49.2326428)",,,,,,,
27279625,náměstí Svobody,residential,True,False,72.976,"LINESTRING (13.5204605 49.2319524, 13.5202942 49.2318226, 13.5199593 49.2313874)",,,,1,,,
"[25395921, 549209010]",Žižkova,residential,True,False,68.184,"LINESTRING (13.5228364 49.2352944, 13.5227101 49.235311, 13.5222675 49.2353624, 13.5219117 49.2354012)",,,,,,,
549209005,T. G. Masaryka,secondary,False,True,96.67999999999999,"LINESTRING (13.5228364 49.2352944, 13.5228288 49.235271, 13.5228033 49.2351929, 13.5227473 49.2350246, 13.5227048 49.234874, 13.5226992 49.2348543, 13.5226816 49.2347798, 13.5226421 49.234586, 13.522612 49.2344379)",169,50,,2,,,
"[549209012, 876246230, 876246231]",T. G. Masaryka,secondary,False,False,56.68299999999999,"LINESTRING (13.5228364 49.2352944, 13.5228407 49.235307, 13.5228593 49.2353629, 13.5228692 49.2353926, 13.522912 49.2355222, 13.522967 49.2356866, 13.5230024 49.2357925)",169,50,,2,,,
217550648,Husovo náměstí,residential,False,False,35.079,"LINESTRING (13.5219117 49.2354012, 13.5217979 49.2350946)",,,,,,,
549209009,Žižkova,residential,True,False,31.766,"LINESTRING (13.5219117 49.2354012, 13.5214831 49.2354586)",,,,,,,
217286372,F. Procházky,residential,False,True,39.509,"LINESTRING (13.5214709 49.2342494, 13.5216065 49.2345935)",,,,,,,
217286340,F. Procházky,residential,False,True,57.427,"LINESTRING (13.5216065 49.2345935, 13.5217979 49.2350946)",,,,,,,
217286372,F. Procházky,residential,False,False,39.509,"LINESTRING (13.5216065 49.2345935, 13.5214709 49.2342494)",,,,,,,
25395926,Gabrielova,residential,True,False,75.02900000000001,"LINESTRING (13.5216065 49.2345935, 13.5224724 49.234458, 13.522612 49.2344379)",,,,,,,
71501063,T. G. Masaryka,secondary,False,True,76.457,"LINESTRING (13.522612 49.2344379, 13.5226081 49.2344178, 13.5226001 49.2343766, 13.5225989 49.2343707, 13.5225941 49.2343474, 13.5225562 49.2341635, 13.5225453 49.2341103, 13.5225412 49.2340906, 13.5225386 49.2340809, 13.522523 49.2340219, 13.5225157 49.2340017, 13.522512 49.2339914, 13.5225106 49.2339875, 13.5224952 49.2339496, 13.5224701 49.2338923, 13.522438 49.2338347, 13.5224181 49.2338016, 13.5224042 49.2337825, 13.5223942 49.2337686)",169,50,,,,,
549209005,T. G. Masaryka,secondary,False,False,96.67999999999999,"LINESTRING (13.522612 49.2344379, 13.5226421 49.234586, 13.5226816 49.2347798, 13.5226992 49.2348543, 13.5227048 49.234874, 13.5227473 49.2350246, 13.5228033 49.2351929, 13.5228288 49.235271, 13.5228364 49.2352944)",169,50,,2,,,
27279626,náměstí Svobody,residential,False,False,38.33,"LINESTRING (13.5194529 49.2306015, 13.5199303 49.2304544)",,,,2,,,
"[32278331, 261400548]",Americké armády,"['residential', 'living_street']",True,False,50.164,"LINESTRING (13.5194529 49.2306015, 13.5193936 49.2305544, 13.519321 49.2305178, 13.5192177 49.2305073, 13.5191989 49.2305074, 13.5188165 49.2305054)",,,,1,,"['4', '5']",
"[261400552, 546787450, 143092876]",Příkopy,residential,False,True,328.96400000000006,"LINESTRING (13.5214807 49.23306, 13.521419 49.2330774, 13.5208321 49.2332531, 13.520608 49.2333197, 13.5202269 49.2333932, 13.5199319 49.2334284, 13.5198438 49.2334361, 13.5197993 49.2334238, 13.5197559 49.2334062, 13.5195682 49.2333318, 13.5192337 49.233165, 13.5188596 49.2329724, 13.5184218 49.2326944, 13.5181846 49.2325157, 13.517802 49.232217)",,,,,,,
850125096,T. G. Masaryka,residential,True,False,20.832,"LINESTRING (13.5214807 49.23306, 13.5215249 49.233075, 13.5215486 49.2330817, 13.5215709 49.2330871, 13.5216716 49.2331029, 13.5217532 49.2331157)",,,,2,,,
850125097,,residential,True,False,28.814999999999998,"LINESTRING (13.5214807 49.23306, 13.5216206 49.2331669, 13.5216514 49.2331904, 13.5216644 49.2332007, 13.5216748 49.233212, 13.5216882 49.2332416, 13.5216883 49.2332718)",,,,1,,4,
217286308,Pravdova,residential,False,False,60.088,"LINESTRING (13.5204656 49.2358745, 13.5203256 49.2353419)",,,,2,,,
"[143092877, 549209006]",Pravdova,residential,False,False,68.83,"LINESTRING (13.5202251 49.2348832, 13.5201303 49.2344834, 13.5200897 49.2342706)",,,,,,,
217286391,Pravdova,residential,False,True,51.524,"LINESTRING (13.5202251 49.2348832, 13.5202418 49.2349595, 13.5203256 49.2353419)",,,,2,,,
217286382,Pravdova,residential,False,False,65.521,"LINESTRING (13.5200897 49.2342706, 13.519984 49.2337901, 13.5199606 49.2337428, 13.519942 49.2337224, 13.519912 49.2336992)",,,,,,,
"[143092877, 549209006]",Pravdova,residential,False,True,68.83,"LINESTRING (13.5200897 49.2342706, 13.5201303 49.2344834, 13.5202251 49.2348832)",,,,,,,
"[32278264, 549209007]",Studentská,residential,False,True,175.099,"LINESTRING (13.5200897 49.2342706, 13.5186052 49.2344342, 13.5177997 49.2346405, 13.5177615 49.23465)",,,,,,,
"[217286344, 143092871]",Lerchova,residential,False,True,241.582,"LINESTRING (13.519912 49.2336992, 13.5198402 49.2336708, 13.5197936 49.2336591, 13.5197389 49.2336497, 13.5195768 49.2336184, 13.5194696 49.2335948, 13.5192196 49.2335088, 13.5189004 49.2333989, 13.5185916 49.2332709, 13.5182174 49.2330615, 13.517861 49.2327629, 13.5175544 49.2324724, 13.5174224 49.2323474)",,50,,,,,
217286382,Pravdova,residential,False,True,65.521,"LINESTRING (13.519912 49.2336992, 13.519942 49.2337224, 13.5199606 49.2337428, 13.519984 49.2337901, 13.5200897 49.2342706)",,,,,,,
217550678,U Kapličky,residential,False,False,6.64,"LINESTRING (13.5183097 49.2354775, 13.5182253 49.2355005)",,,,,,,
32278257,U Kapličky,residential,True,False,154.312,"LINESTRING (13.5183097 49.2354775, 13.5194792 49.2351648, 13.5202251 49.2348832)",,,,,,,
32278268,Villaniho,residential,True,False,32.154,"LINESTRING (13.5182253 49.2355005, 13.5180484 49.2352354)",,50,,,,3,
217550678,U Kapličky,residential,False,True,6.64,"LINESTRING (13.5182253 49.2355005, 13.5183097 49.2354775)",,,,,,,
175406405,Smetanova,residential,True,False,134.915,"LINESTRING (13.5148991 49.2354197, 13.5146465 49.2349859, 13.5146375 49.2349703, 13.5146344 49.2349628, 13.5144603 49.234541, 13.5143455 49.234263)",,,,,,,
32278325,Pod Antonínem,residential,False,True,30.737,"LINESTRING (13.5143455 49.234263, 13.5147608 49.2342094)",,,,,,,
32278264,Studentská,residential,False,False,147.029,"LINESTRING (13.5158917 49.2351577, 13.5176936 49.2346679, 13.5177615 49.23465)",,,,,,,
894542072,Studentská,residential,True,False,77.734,"LINESTRING (13.5158917 49.2351577, 13.5156052 49.2352336, 13.5152332 49.2353317, 13.5148991 49.2354197)",,,,,,,
32278325,Pod Antonínem,residential,False,False,51.914,"LINESTRING (13.5154557 49.2341008, 13.5151347 49.2341555, 13.514927 49.2341909, 13.5147608 49.2342094)",,,,,,,
217550673,5. května,residential,True,False,121.71600000000001,"LINESTRING (13.5154557 49.2341008, 13.5155248 49.2342668, 13.5156422 49.2345487, 13.5158697 49.2350951, 13.5158917 49.2351577)",,,,,,,
217550646,Klostermannova,residential,False,False,53.249,"LINESTRING (13.5150756 49.2331972, 13.5143519 49.2332747)",,,,,,,
217550660,5. května,residential,False,False,132.168,"LINESTRING (13.5150756 49.2331972, 13.5145698 49.2320554)",,,,,,,
217550645,5. května,residential,True,False,104.19800000000001,"LINESTRING (13.5150756 49.2331972, 13.5151683 49.2334176, 13.5153808 49.2339226, 13.5154557 49.2341008)",,,,,,,
217550646,Klostermannova,residential,False,True,196.254,"LINESTRING (13.5150756 49.2331972, 13.5152013 49.2331803, 13.5153602 49.2331527, 13.5154335 49.2331365, 13.5155019 49.2331213, 13.5155809 49.2330977, 13.5156647 49.2330727, 13.5158363 49.2330043, 13.5159569 49.2329541, 13.5160516 49.2329147, 13.5171806 49.2324232, 13.5172983 49.2323863, 13.5174224 49.2323474)",,,,,,,
217550660,5. května,residential,False,True,132.168,"LINESTRING (13.5145698 49.2320554, 13.5150756 49.2331972)",,,,,,,
32278327,Nerudova,residential,False,False,67.499,"LINESTRING (13.5145698 49.2320554, 13.5148945 49.2319383, 13.5153007 49.2317919, 13.5153836 49.231762)",,,,,,,
32278327,Nerudova,residential,False,True,51.266000000000005,"LINESTRING (13.5145698 49.2320554, 13.5142618 49.2321649, 13.5141411 49.2321874, 13.5140205 49.232194, 13.5139122 49.2321871)",,,,,,,
32278325,Pod Antonínem,residential,False,False,30.737,"LINESTRING (13.5147608 49.2342094, 13.5143455 49.234263)",,,,,,,
32278325,Pod Antonínem,residential,False,True,51.914,"LINESTRING (13.5147608 49.2342094, 13.514927 49.2341909, 13.5151347 49.2341555, 13.5154557 49.2341008)",,,,,,,
32278326,Jana Palacha,residential,True,False,108.10400000000001,"LINESTRING (13.5147608 49.2342094, 13.5144636 49.2335448, 13.5143951 49.2333915, 13.5143519 49.2332747)",,,,,,,
217550646,Klostermannova,residential,False,True,53.249,"LINESTRING (13.5143519 49.2332747, 13.5150756 49.2331972)",,,,,,,
217550656,Jana Palacha,residential,False,False,125.938,"LINESTRING (13.5143519 49.2332747, 13.5143739 49.2332165, 13.5139122 49.2321871)",,,,,delivery,3,
32278327,Nerudova,residential,False,False,51.266000000000005,"LINESTRING (13.5139122 49.2321871, 13.5140205 49.232194, 13.5141411 49.2321874, 13.5142618 49.2321649, 13.5145698 49.2320554)",,,,,,,
217550656,Jana Palacha,residential,False,True,125.938,"LINESTRING (13.5139122 49.2321871, 13.5143739 49.2332165, 13.5143519 49.2332747)",,,,,delivery,3,
32278327,Nerudova,residential,False,False,90.616,"LINESTRING (13.5153836 49.231762, 13.515732 49.2316308, 13.5163742 49.2313889, 13.5164647 49.2313549)",,,,,,,
32278327,Nerudova,residential,False,True,67.499,"LINESTRING (13.5153836 49.231762, 13.5153007 49.2317919, 13.5148945 49.2319383, 13.5145698 49.2320554)",,,,,,,
32278327,Nerudova,residential,False,True,90.616,"LINESTRING (13.5164647 49.2313549, 13.5163742 49.2313889, 13.515732 49.2316308, 13.5153836 49.231762)",,,,,,,
217286311,Lerchova,residential,False,True,105.168,"LINESTRING (13.5164647 49.2313549, 13.5162732 49.2311379, 13.516048 49.2308569, 13.5160127 49.2307617, 13.5159906 49.2306451, 13.5159843 49.2304824)",,,,,,,
217286344,Lerchova,residential,False,False,130.444,"LINESTRING (13.5164647 49.2313549, 13.5165604 49.2314556, 13.516951 49.2318666, 13.5170174 49.2319343, 13.5174224 49.2323474)",,50,,,,,
32278328,Lerchova,residential,False,True,68.131,"LINESTRING (13.5159843 49.2304824, 13.5161815 49.2301513, 13.5162789 49.2299879, 13.5162933 49.229961, 13.5163308 49.2299133)",,,,,,,
32278344,Pod Svatoborem,residential,False,False,77.549,"LINESTRING (13.5159843 49.2304824, 13.5157117 49.2304879, 13.5154965 49.2304923, 13.515285 49.2304866, 13.514918 49.2304667)",,,,,,,
217286311,Lerchova,residential,False,False,105.16799999999999,"LINESTRING (13.5159843 49.2304824, 13.5159906 49.2306451, 13.5160127 49.2307617, 13.516048 49.2308569, 13.5162732 49.2311379, 13.5164647 49.2313549)",,,,,,,
"[217286344, 143092871]",Lerchova,residential,False,False,241.58199999999997,"LINESTRING (13.5174224 49.2323474, 13.5175544 49.2324724, 13.517861 49.2327629, 13.5182174 49.2330615, 13.5185916 49.2332709, 13.5189004 49.2333989, 13.5192196 49.2335088, 13.5194696 49.2335948, 13.5195768 49.2336184, 13.5197389 49.2336497, 13.5197936 49.2336591, 13.5198402 49.2336708, 13.519912 49.2336992)",,50,,,,,
217286344,Lerchova,residential,False,True,130.444,"LINESTRING (13.5174224 49.2323474, 13.5170174 49.2319343, 13.516951 49.2318666, 13.5165604 49.2314556, 13.5164647 49.2313549)",,50,,,,,
217550646,Klostermannova,residential,False,False,196.25400000000002,"LINESTRING (13.5174224 49.2323474, 13.5172983 49.2323863, 13.5171806 49.2324232, 13.5160516 49.2329147, 13.5159569 49.2329541, 13.5158363 49.2330043, 13.5156647 49.2330727, 13.5155809 49.2330977, 13.5155019 49.2331213, 13.5154335 49.2331365, 13.5153602 49.2331527, 13.5152013 49.2331803, 13.5150756 49.2331972)",,,,,,,
217550665,Klostermannova,residential,True,False,31.444000000000003,"LINESTRING (13.5174224 49.2323474, 13.5175332 49.2323287, 13.517802 49.232217)",,,,,,,
217550671,Klostermannova,residential,True,False,56.463,"LINESTRING (13.517802 49.232217, 13.5183853 49.2319791, 13.5184588 49.2319453)",,,,,,,
"[261400552, 546787450, 143092876]",Příkopy,residential,False,False,328.96400000000006,"LINESTRING (13.517802 49.232217, 13.5181846 49.2325157, 13.5184218 49.2326944, 13.5188596 49.2329724, 13.5192337 49.233165, 13.5195682 49.2333318, 13.5197559 49.2334062, 13.5197993 49.2334238, 13.5198438 49.2334361, 13.5199319 49.2334284, 13.5202269 49.2333932, 13.520608 49.2333197, 13.5208321 49.2332531, 13.521419 49.2330774, 13.5214807 49.23306)",,,,,,,
"[549202744, 32278329]",Příkopy,living_street,False,True,285.56399999999996,"LINESTRING (13.517802 49.232217, 13.5176403 49.2320689, 13.5172571 49.2317175, 13.516804 49.2312151, 13.5166311 49.2310326, 13.5165535 49.2309561, 13.5164909 49.2308691, 13.5164525 49.2307871, 13.5164321 49.2307033, 13.5164274 49.2306128, 13.5164426 49.2305175, 13.5164622 49.230454, 13.5164946 49.2303806, 13.5165259 49.2303261, 13.5165663 49.2302614, 13.5166745 49.2300971, 13.5167133 49.2300382, 13.5167218 49.230006, 13.5167393 49.2299395)",,,,,,,
"[893349234, 880334851, 25395919]",T. G. Masaryka,residential,True,False,57.182,"LINESTRING (13.5210217 49.2326428, 13.5210511 49.2326717, 13.5212389 49.2328563, 13.5213398 49.232949, 13.5213509 49.2329592, 13.5214807 49.23306)",,,,,,,
