osmid,highway,oneway,reversed,length,geometry,name,ref,maxspeed,lanes,junction,bridge
224452746,residential,False,False,122.63,"LINESTRING (17.573675 49.3376442, 17.5732746 49.3376434, 17.5719825 49.3376408)",,,,,,
410119856,tertiary,False,False,64.753,"LINESTRING (17.575859 49.3332322, 17.5766003 49.3335574)",nám. Svobody,43821,50,2,,
201277037,tertiary,False,True,45.742,"LINESTRING (17.575859 49.3332322, 17.5757341 49.3331626, 17.5756399 49.3330764, 17.5755289 49.3328916)",Dlažánky,43821,50,2,,
225069450,residential,True,False,74.744,"LINESTRING (17.575859 49.3332322, 17.5759476 49.3331764, 17.5761024 49.3330789, 17.5762512 49.3331506, 17.5765074 49.3332741, 17.5766596 49.3333474)",nám. Svobody,,,,,
201276388,residential,False,True,75.134,"LINESTRING (17.5722442 49.3323254, 17.5727803 49.332403, 17.5729773 49.3324311, 17.5730792 49.3324517, 17.5732442 49.3324975)",Novosady,,,,,
36891702,residential,False,True,12.985,"LINESTRING (17.5767791 49.3335652, 17.5766003 49.3335574)",nám. Svobody,,50,,,
"[410119854, 36891702]",residential,False,False,91.255,"LINESTRING (17.5767791 49.3335652, 17.5769322 49.3335477, 17.5770201 49.333533, 17.5771026 49.3335154, 17.5771765 49.3334864, 17.5772956 49.3334266, 17.5775845 49.3332529, 17.5777747 49.3331764, 17.5778425 49.3331585)","['nám. Dr. E. Beneše', 'nám. Svobody']",,50,,,
"[410119855, 201284774, 36891703]",residential,False,False,243.619,"LINESTRING (17.5767791 49.3335652, 17.5767996 49.3335977, 17.5768314 49.3336262, 17.5768865 49.3336539, 17.5772175 49.33379, 17.5772673 49.3338105, 17.5773458 49.333838, 17.5774549 49.3338688, 17.5776874 49.333919, 17.5780641 49.3339852, 17.5784375 49.334021, 17.5786333 49.3340267, 17.5787808 49.3340129, 17.578933 49.3339795, 17.579038 49.3339344, 17.5791583 49.3338847, 17.5795541 49.3336866, 17.5797134 49.3335689)","['nám. Sv. Anny', 'nám. Svobody']",,,,,
433016608,residential,False,False,27.34,"LINESTRING (17.5826774 49.3301608, 17.582411 49.3303349)",,,,,,
433016608,residential,False,True,62.504999999999995,"LINESTRING (17.5826774 49.3301608, 17.5830601 49.3299329, 17.5833173 49.3297839)",,,,,,
433016609,residential,False,False,71.743,"LINESTRING (17.5826774 49.3301608, 17.5825077 49.3300324, 17.5825004 49.329743, 17.5826184 49.3296521, 17.582615 49.3295849)",,,,,,
433016608,residential,False,True,27.34,"LINESTRING (17.582411 49.3303349, 17.5826774 49.3301608)",,,,,,
36891700,residential,False,False,61.238,"LINESTRING (17.5833173 49.3297839, 17.5834106 49.3298335, 17.583538 49.3299449, 17.5835708 49.3299733, 17.5836132 49.3300106, 17.5837247 49.3301078, 17.5837563 49.3301358, 17.5838755 49.3301909)",,,,,,
433016608,residential,False,False,62.504999999999995,"LINESTRING (17.5833173 49.3297839, 17.5830601 49.3299329, 17.5826774 49.3301608)",,,,,,
433016609,residential,False,True,71.743,"LINESTRING (17.582615 49.3295849, 17.5826184 49.3296521, 17.5825004 49.329743, 17.5825077 49.3300324, 17.5826774 49.3301608)",,,,,,
604664823,secondary,True,False,31.261,"LINESTRING (17.573481 49.3293493, 17.5734229 49.3293628, 17.5733614 49.3293643, 17.5733019 49.3293539, 17.5732498 49.3293324, 17.57321 49.3293017, 17.5731859 49.3292648, 17.5731798 49.3292248)",Palackého,438,50,,roundabout,
"[723492440, 1120687058, 113540234]",secondary,False,True,232.95,"LINESTRING (17.573481 49.3293493, 17.5735188 49.3293926, 17.5735396 49.3294168, 17.5735739 49.3294488, 17.5736185 49.3294799, 17.5736706 49.3295058, 17.5737372 49.3295343, 17.5738975 49.3295956, 17.574116 49.3296747, 17.5744233 49.3297783, 17.5749627 49.329954, 17.5755021 49.3301238, 17.5757455 49.3301991, 17.576139 49.3303193, 17.5762629 49.3303579)",Palackého,438,50,2,,
78495251,secondary,False,False,73.38499999999999,"LINESTRING (17.5805943 49.3323852, 17.5805457 49.332372, 17.5804666 49.3323401, 17.5803302 49.3322552, 17.5800443 49.3320195, 17.5800018 49.3319762, 17.5799713 49.3319359, 17.579944 49.3318942)",nám. Dr. E. Beneše,438,50,2,,
"[78495251, 78495252]",secondary,False,True,233.70100000000002,"LINESTRING (17.5805943 49.3323852, 17.5807064 49.3324096, 17.580767 49.3324178, 17.5808676 49.3324227, 17.5809246 49.332421, 17.5810263 49.3324113, 17.5811117 49.3324001, 17.5812307 49.3323738, 17.581676 49.3322701, 17.5819484 49.3322088, 17.5820625 49.3321809, 17.582186 49.3321502, 17.5822711 49.3321223, 17.5823758 49.3320839, 17.5825648 49.3320042, 17.5830643 49.3317536, 17.5831351 49.3317223, 17.5832129 49.3316979, 17.5832729 49.3316847, 17.5833226 49.3316785, 17.5833838 49.3316725, 17.5835215 49.3316692)","['nám. Dr. E. Beneše', 'nám. F. X. Richtra']",438,50,2,,
874222293,residential,True,False,179.64200000000002,"LINESTRING (17.5805943 49.3323852, 17.5805024 49.3324834, 17.5804502 49.332542, 17.5804306 49.3325657, 17.5803525 49.3326605, 17.5803139 49.3327205, 17.5802495 49.3328134, 17.5802273 49.3328671, 17.5802176 49.3329173, 17.5802176 49.3329752, 17.5802262 49.3330279, 17.5802524 49.3331324, 17.5802739 49.3331812, 17.5803413 49.3332756, 17.5804083 49.3333636, 17.5804586 49.3334083, 17.5805122 49.3334472, 17.5805753 49.3334832, 17.5808781 49.333636, 17.5810586 49.3337177)",nám. F. X. Richtra,,,,,
30727310,residential,True,False,108.00399999999999,"LINESTRING (17.5835934 49.3315137, 17.5836374 49.3314736, 17.5836892 49.3314407, 17.5838798 49.3313336, 17.5843217 49.3310842, 17.5847211 49.3308815)",Pivovarská,,,,,
1052536772,residential,False,True,18.266,"LINESTRING (17.5835934 49.3315137, 17.5835654 49.3315452, 17.5835421 49.3315855, 17.5835306 49.3316264, 17.5835215 49.3316692)",Pivovarská,,,,,
