osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed,access,junction,lanes,bridge
32321457,,residential,True,False,118.781,"LINESTRING (18.6680278 49.6774238, 18.6696157 49.6777159)",,,,,,
"[32319592, 298405710]",,residential,False,False,79.616,"LINESTRING (18.6680278 49.6774238, 18.6673618 49.6772423, 18.6671768 49.6772108, 18.6669906 49.6771791)",,,,,,
32321267,Revoluční,residential,False,False,167.389,"LINESTRING (18.6680278 49.6774238, 18.6686034 49.6767206, 18.6691166 49.6760935)",,,,,,
41443139,Revoluční,residential,False,True,129.385,"LINESTRING (18.6680278 49.6774238, 18.6676411 49.6778621, 18.6673031 49.6783118, 18.6672809 49.6783378, 18.6671936 49.6784539)",,,,,,
32319323,Staroměstská,residential,True,False,73.722,"LINESTRING (18.6689651 49.6804256, 18.668012 49.6801822)",,,delivery,,,
41291512,Žižkova,residential,False,True,83.302,"LINESTRING (18.6689651 49.6804256, 18.6693113 49.6805208, 18.6700393 49.6807049)",,,,,,
265386790,1. máje,secondary,False,False,142.756,"LINESTRING (18.6689651 49.6804256, 18.6692006 49.6801289, 18.6698686 49.6792826)",468,50,,,,
"[691178906, 691178909, 265386790]",1. máje,secondary,False,True,68.98100000000001,"LINESTRING (18.6689651 49.6804256, 18.6687794 49.6806696, 18.6687145 49.6807547, 18.6685997 49.6808923, 18.668516 49.6809729)",468,50,,,,
32321457,,residential,True,False,97.14699999999999,"LINESTRING (18.6696157 49.6777159, 18.6696981 49.677717, 18.6700367 49.6777215, 18.6707953 49.6776932, 18.6709165 49.6777696)",,,,,,
"[32321465, 47059724]","['Třanovského', 'Smetanova']",residential,False,False,187.363,"LINESTRING (18.6696157 49.6777159, 18.6694068 49.6779027, 18.6689169 49.6783175, 18.6702977 49.6785839)",,,,,,
32321460,Smetanova,residential,False,False,86.162,"LINESTRING (18.6714111 49.6788537, 18.6706732 49.6785842, 18.6703521 49.6784938)",,,,,,
298405714,1. máje,secondary,False,True,10.756,"LINESTRING (18.6703521 49.6784938, 18.6702977 49.6785839)",468,50,,,,
32321460,Smetanova,residential,False,True,86.162,"LINESTRING (18.6703521 49.6784938, 18.6706732 49.6785842, 18.6714111 49.6788537)",,,,,,
298405714,1. máje,secondary,False,False,91.222,"LINESTRING (18.6703521 49.6784938, 18.6703962 49.6784207, 18.6707147 49.6779205, 18.6708079 49.6778331, 18.6709165 49.6777696)",468,50,,,,
32884596,Husova,residential,False,True,39.992,"LINESTRING (18.6721259 49.6752488, 18.6720061 49.6756)",,,,,,
507495731,Reymontova,residential,False,False,141.583,"LINESTRING (18.6752583 49.6745141, 18.6740294 49.6739578, 18.6736461 49.6737842)",,,,,,
41292161,Komenského,residential,True,False,72.576,"LINESTRING (18.6736461 49.6737842, 18.6730949 49.6743308)",,,,,,
507495731,Reymontova,residential,False,True,141.583,"LINESTRING (18.6736461 49.6737842, 18.6740294 49.6739578, 18.6752583 49.6745141)",,,,,,
41292161,Komenského,residential,True,False,58.242999999999995,"LINESTRING (18.6730949 49.6743308, 18.6729197 49.6744971, 18.672639 49.6747636)",,,,,,
32882031,,residential,True,False,71.268,"LINESTRING (18.6747181 49.6750513, 18.6752583 49.6745141)",,,,,,
32882675,Čapkova,residential,True,False,141.637,"LINESTRING (18.6747181 49.6750513, 18.6734675 49.6744962, 18.6730949 49.6743308)",,,,,,
41292161,Komenského,residential,True,False,65.376,"LINESTRING (18.672639 49.6747636, 18.6721259 49.6752488)",,,,,,
32882676,Alešova,residential,False,False,140.902,"LINESTRING (18.672639 49.6747636, 18.6730137 49.674929, 18.6742568 49.6754775)",,,,,,
32882031,,residential,True,False,57.869,"LINESTRING (18.6742568 49.6754775, 18.6743305 49.6754153, 18.6745397 49.6752188, 18.6747181 49.6750513)",,,,,,
32882676,Alešova,residential,False,True,140.902,"LINESTRING (18.6742568 49.6754775, 18.6730137 49.674929, 18.672639 49.6747636)",,,,,,
32882031,,residential,True,False,69.381,"LINESTRING (18.6737024 49.675988, 18.6742568 49.6754775)",,,,,,
32882677,Mánesova,residential,False,False,131.684,"LINESTRING (18.6737024 49.675988, 18.673224 49.6757771, 18.6730078 49.6757236, 18.672456 49.6756543, 18.6720061 49.6756)",,,,,,
32882677,Mánesova,residential,False,True,31.055,"LINESTRING (18.6737024 49.675988, 18.6739324 49.6760942, 18.6740545 49.6761495)",,,,,,
32882677,Mánesova,residential,False,False,80.469,"LINESTRING (18.6720061 49.6756, 18.6709101 49.6754562)",,,,,,
32884596,Husova,residential,False,False,39.992,"LINESTRING (18.6720061 49.6756, 18.6721259 49.6752488)",,,,,,
32882677,Mánesova,residential,False,True,131.684,"LINESTRING (18.6720061 49.6756, 18.672456 49.6756543, 18.6730078 49.6757236, 18.673224 49.6757771, 18.6737024 49.675988)",,,,,,
32884596,Husova,residential,False,True,259.171,"LINESTRING (18.6720061 49.6756, 18.6714908 49.6770463, 18.6713284 49.6772177, 18.6711577 49.6773711, 18.6708899 49.6776057, 18.6709165 49.6777696)",,,,,,
32882677,Mánesova,residential,False,True,80.469,"LINESTRING (18.6709101 49.6754562, 18.6720061 49.6756)",,,,,,
32900800,Černá,residential,False,False,142.472,"LINESTRING (18.6709101 49.6754562, 18.6707822 49.6754386, 18.6705179 49.6753486, 18.6699984 49.6751717, 18.6698764 49.6751314, 18.6692452 49.6749443, 18.6691249 49.6749087)",,,,,,
44502491,Erbenova,residential,False,False,209.51800000000003,"LINESTRING (18.6709101 49.6754562, 18.670883 49.6749934, 18.6708114 49.6743932, 18.6707825 49.674206, 18.670697 49.6739038, 18.6705867 49.673588)",,,,,,
32900800,Černá,residential,False,True,142.47199999999998,"LINESTRING (18.6691249 49.6749087, 18.6692452 49.6749443, 18.6698764 49.6751314, 18.6699984 49.6751717, 18.6705179 49.6753486, 18.6707822 49.6754386, 18.6709101 49.6754562)",,,,,,
"[32900801, 242723036]",Lesní,residential,False,False,192.9,"LINESTRING (18.6691249 49.6749087, 18.6689657 49.6748374, 18.6680166 49.6744121, 18.6671304 49.6739996, 18.6669347 49.6739085)",,,,,,
"[699046669, 47376188, 699046668, 699046670]",Lidická,tertiary,False,True,224.555,"LINESTRING (18.6691249 49.6749087, 18.6690518 49.6749805, 18.6684771 49.6755542, 18.668157 49.6758737, 18.6677032 49.6763017, 18.6673973 49.6765903)",,,,,3,
"[32900801, 242723036]",Lesní,residential,False,True,192.9,"LINESTRING (18.6669347 49.6739085, 18.6671304 49.6739996, 18.6680166 49.6744121, 18.6689657 49.6748374, 18.6691249 49.6749087)",,,,,,
36838123,Růžová,residential,False,True,73.654,"LINESTRING (18.6779555 49.6758511, 18.6769605 49.6756956)",,,,,,
36838123,Růžová,residential,False,False,73.654,"LINESTRING (18.6769605 49.6756956, 18.6779555 49.6758511)",,,,,,
36838123,Růžová,residential,False,True,62.629,"LINESTRING (18.6769605 49.6756956, 18.6761082 49.6755814)",,,,,,
36838123,Růžová,residential,False,False,62.629,"LINESTRING (18.6761082 49.6755814, 18.6769605 49.6756956)",,,,,,
43121653,Polní,residential,False,False,228.492,"LINESTRING (18.6761082 49.6755814, 18.674302 49.6772715)",,,,,,
41291513,Žižkova,residential,False,True,229.42100000000002,"LINESTRING (18.67298 49.6803497, 18.6728934 49.6803984, 18.6725753 49.6805776, 18.671996 49.6810853, 18.6718493 49.6811233, 18.6707495 49.6809029, 18.6704002 49.680829)",,,,,,
43121651,Polní,unclassified,False,True,367.28299999999996,"LINESTRING (18.67298 49.6803497, 18.6733893 49.6795859, 18.6735219 49.6792254, 18.6736019 49.6788077, 18.6735433 49.678504, 18.6734406 49.678224, 18.6734919 49.6781006, 18.6736313 49.6779319, 18.674302 49.6772715)",,,,,,
139999115,Lípová,unclassified,False,False,90.363,"LINESTRING (18.67298 49.6803497, 18.6736111 49.6802217, 18.6739995 49.6801179, 18.6741533 49.6800648)",,,,,,
509640485,Frýdecká,secondary,False,True,21.629,"LINESTRING (18.6662518 49.6811288, 18.6661449 49.680947)",476,50,,,,
982247725,Nádražní,secondary,False,False,24.742,"LINESTRING (18.6662518 49.6811288, 18.6664114 49.6813259)",468;476,50,,,,
987284715,,secondary_link,True,False,15.293,"LINESTRING (18.6662518 49.6811288, 18.6663548 49.6810707, 18.6664178 49.6810433)",,,,,,
41291512,Žižkova,residential,False,False,83.302,"LINESTRING (18.6700393 49.6807049, 18.6693113 49.6805208, 18.6689651 49.6804256)",,,,,,
41291513,Žižkova,residential,False,False,229.421,"LINESTRING (18.6704002 49.680829, 18.6707495 49.6809029, 18.6718493 49.6811233, 18.671996 49.6810853, 18.6725753 49.6805776, 18.6728934 49.6803984, 18.67298 49.6803497)",,,,,,
"[41832049, 41832050, 9622980]",Nádražní,secondary,False,True,104.87400000000001,"LINESTRING (18.6671159 49.6821513, 18.6670087 49.6820339, 18.6666499 49.6816152, 18.6665463 49.6814798, 18.6664705 49.681395, 18.6664368 49.6813573, 18.6664114 49.6813259)",468;476,50,,,,yes
41747413,Závodní,tertiary_link,True,False,54.515,"LINESTRING (18.668516 49.6809729, 18.6683653 49.6811071, 18.6682732 49.6812232, 18.6682238 49.6813074, 18.6681489 49.6813992)",,50,,,,
510265096,1. máje,secondary,False,True,27.454,"LINESTRING (18.668516 49.6809729, 18.6683219 49.6810447, 18.6681709 49.6810748)",468,50,,,,
"[691178906, 691178909, 265386790]",1. máje,secondary,False,False,68.981,"LINESTRING (18.668516 49.6809729, 18.6685997 49.6808923, 18.6687145 49.6807547, 18.6687794 49.6806696, 18.6689651 49.6804256)",468,50,,,,
32320919,Závodní,tertiary_link,True,False,46.87,"LINESTRING (18.6681489 49.6813992, 18.6681215 49.6812859, 18.6680542 49.6812206, 18.6679205 49.6811537, 18.6677477 49.681113)",,50,,,,
41790141,Závodní,tertiary,False,False,36.111000000000004,"LINESTRING (18.6681489 49.6813992, 18.6681656 49.6812135, 18.6681709 49.6810748)",,50,,,,
32319593,Lidická,tertiary,True,False,63.388000000000005,"LINESTRING (18.6673973 49.6765903, 18.6672178 49.6768524, 18.6669867 49.6770931)",,,,,,
"[47376188, 699046668, 699046669, 699046670]",Lidická,tertiary,False,False,224.555,"LINESTRING (18.6673973 49.6765903, 18.6677032 49.6763017, 18.668157 49.6758737, 18.6684771 49.6755542, 18.6690518 49.6749805, 18.6691249 49.6749087)",,,,,3,
32882677,Mánesova,residential,False,True,13.008,"LINESTRING (18.6740545 49.6761495, 18.674199 49.6762198)",,,,,,
41863930,,residential,False,True,65.443,"LINESTRING (18.6740545 49.6761495, 18.6735671 49.6766464)",,,,,,
32882677,Mánesova,residential,False,False,31.055,"LINESTRING (18.6740545 49.6761495, 18.6739324 49.6760942, 18.6737024 49.675988)",,,,,,
41863930,,residential,False,False,65.443,"LINESTRING (18.6735671 49.6766464, 18.6740545 49.6761495)",,,,,,
32882031,,residential,True,False,98.63499999999999,"LINESTRING (18.6735671 49.6766464, 18.6734227 49.6765791, 18.6731891 49.6764704, 18.6737024 49.675988)",,,,,,
"[41863928, 41863930]",,residential,False,True,39.852000000000004,"LINESTRING (18.6735671 49.6766464, 18.6733423 49.6768536, 18.6734786 49.676911)",,,,,,
36838126,,residential,False,False,158.789,"LINESTRING (18.674302 49.6772715, 18.676127 49.6780744)",,,,,,
43121653,Polní,residential,False,True,228.492,"LINESTRING (18.674302 49.6772715, 18.6761082 49.6755814)",,,,,,
36838126,,residential,False,True,27.632,"LINESTRING (18.674302 49.6772715, 18.6742234 49.6772347, 18.6741783 49.6772165, 18.6739843 49.677132)",,,,,,
43121651,Polní,unclassified,False,False,367.283,"LINESTRING (18.674302 49.6772715, 18.6736313 49.6779319, 18.6734919 49.6781006, 18.6734406 49.678224, 18.6735433 49.678504, 18.6736019 49.6788077, 18.6735219 49.6792254, 18.6733893 49.6795859, 18.67298 49.6803497)",,,,,,
47378198,Lípová,residential,False,False,114.727,"LINESTRING (18.6741533 49.6800648, 18.674998 49.6809399)",,,,,,
139999115,Lípová,unclassified,False,False,116.715,"LINESTRING (18.6741533 49.6800648, 18.6748465 49.679707, 18.675199 49.679579, 18.675503 49.6794939)",,,,,,
139999115,Lípová,unclassified,False,True,90.363,"LINESTRING (18.6741533 49.6800648, 18.6739995 49.6801179, 18.6736111 49.6802217, 18.67298 49.6803497)",,,,,,
43121637,Lípová,residential,False,False,224.923,"LINESTRING (18.675503 49.6794939, 18.6752052 49.6792093, 18.6747717 49.6788173, 18.6747582 49.6787542, 18.6748036 49.6786824, 18.6759469 49.6782015, 18.676068 49.6781292, 18.676127 49.6780744)",,,,,,
"[394170767, 727465537, 139999115, 298405711]",Lípová,unclassified,False,False,208.099,"LINESTRING (18.675503 49.6794939, 18.6761106 49.6793191, 18.6763235 49.6792292, 18.6765884 49.679125, 18.6768615 49.6790241, 18.6776578 49.678816, 18.6778213 49.6787442, 18.6779215 49.6786733, 18.6780121 49.6786011)",,,,,,
139999115,Lípová,unclassified,False,True,116.715,"LINESTRING (18.675503 49.6794939, 18.675199 49.679579, 18.6748465 49.679707, 18.6741533 49.6800648)",,,,,,
44502491,Erbenova,residential,False,True,209.51799999999997,"LINESTRING (18.6705867 49.673588, 18.670697 49.6739038, 18.6707825 49.674206, 18.6708114 49.6743932, 18.670883 49.6749934, 18.6709101 49.6754562)",,,,,,
36838126,,residential,False,False,27.632000000000005,"LINESTRING (18.6739843 49.677132, 18.6741783 49.6772165, 18.6742234 49.6772347, 18.674302 49.6772715)",,,,,,
36838126,,residential,False,True,43.908,"LINESTRING (18.6739843 49.677132, 18.6738053 49.6770535, 18.6734786 49.676911)",,,,,,
47059720,Železniční,residential,False,False,187.53199999999998,"LINESTRING (18.6739843 49.677132, 18.6731905 49.6779522, 18.6728081 49.6783101, 18.6725588 49.6785434)",,,,,,
47059720,Železniční,residential,False,True,187.53199999999998,"LINESTRING (18.6725588 49.6785434, 18.6728081 49.6783101, 18.6731905 49.6779522, 18.6739843 49.677132)",,,,,,
"[47060160, 36838126]",,residential,False,"[False, True]",104.428,"LINESTRING (18.6769868 49.6773886, 18.676248 49.6780997, 18.676127 49.6780744)",,,,,,
499423801,Poštovní,residential,False,True,99.661,"LINESTRING (18.6674452 49.681, 18.668012 49.6801822)",,,,,,
32319590,Lidická,tertiary,False,True,74.71600000000001,"LINESTRING (18.6660899 49.6779005, 18.665802 49.6781913, 18.6655327 49.6784675)",,,,,,
"[687766417, 47376621]",Lidická,tertiary,True,False,92.391,"LINESTRING (18.6660899 49.6779005, 18.6662846 49.6776651, 18.6665179 49.6773939, 18.6666184 49.6772766, 18.6667079 49.6771722)",,,,,,
47378198,Lípová,residential,False,True,114.727,"LINESTRING (18.674998 49.6809399, 18.6741533 49.6800648)",,,,,,
36838126,,residential,False,True,158.789,"LINESTRING (18.676127 49.6780744, 18.674302 49.6772715)",,,,,,
"[47060160, 36838126]",,residential,False,"[False, True]",104.428,"LINESTRING (18.676127 49.6780744, 18.676248 49.6780997, 18.6769868 49.6773886)",,,,,,
43121637,Lípová,residential,False,True,224.923,"LINESTRING (18.676127 49.6780744, 18.676068 49.6781292, 18.6759469 49.6782015, 18.6748036 49.6786824, 18.6747582 49.6787542, 18.6747717 49.6788173, 18.6752052 49.6792093, 18.675503 49.6794939)",,,,,,
982247724,1. máje,secondary_link,True,False,30.466,"LINESTRING (18.6666711 49.6810909, 18.6664829 49.6811104, 18.6662518 49.6811288)",468,50,,,,
982247727,,secondary_link,True,False,33.661,"LINESTRING (18.6666711 49.6810909, 18.6665376 49.6811475, 18.666485 49.6811848, 18.6664514 49.6812447, 18.6664114 49.6813259)",,,,,1,
"[389191209, 32318674]","['Železniční', 'Dvořákova']",residential,False,True,135.822,"LINESTRING (18.670972 49.6799256, 18.6711928 49.6796968, 18.6704251 49.6794523, 18.6698686 49.6792826)",,,,,,
509640485,Frýdecká,secondary,False,False,21.629,"LINESTRING (18.6661449 49.680947, 18.6662518 49.6811288)",476,50,,,,
"[509640484, 509640485]",Frýdecká,secondary,False,True,188.95899999999997,"LINESTRING (18.6661449 49.680947, 18.6661332 49.6809271, 18.6660871 49.6807802, 18.666042 49.680581, 18.665984 49.6799267, 18.6659542 49.6796037, 18.6658711 49.67926)",476,50,,,,
982247726,,secondary_link,True,False,22.608,"LINESTRING (18.6661449 49.680947, 18.6662945 49.6810165, 18.6664178 49.6810433)",,,,,1,
982248241,1. máje,secondary_link,True,False,13.893,"LINESTRING (18.6668642 49.6810915, 18.6666711 49.6810909)",468,50,,,,
9622895,1. máje,secondary,False,False,63.617000000000004,"LINESTRING (18.6668642 49.6810915, 18.6669995 49.6810924, 18.667078 49.6810936, 18.6671418 49.6810956, 18.6676213 49.6811105, 18.6677477 49.681113)",468,50,,,,
987284714,,secondary_link,True,False,33.024,"LINESTRING (18.6664178 49.6810433, 18.6667715 49.6810606, 18.6668642 49.6810915)",,,,,1,
982247725,Nádražní,secondary,False,True,24.742,"LINESTRING (18.6664114 49.6813259, 18.6662518 49.6811288)",468;476,50,,,,
"[41832049, 41832050, 9622980]",Nádražní,secondary,False,False,104.87400000000001,"LINESTRING (18.6664114 49.6813259, 18.6664368 49.6813573, 18.6664705 49.681395, 18.6665463 49.6814798, 18.6666499 49.6816152, 18.6670087 49.6820339, 18.6671159 49.6821513)",468;476,50,,,,yes
1173057512,,unclassified,False,False,71.337,"LINESTRING (18.6780121 49.6786011, 18.6774532 49.6780712)",,,,,,
"[727465537, 139999115, 298405711, 394170767]",Lípová,unclassified,False,True,208.099,"LINESTRING (18.6780121 49.6786011, 18.6779215 49.6786733, 18.6778213 49.6787442, 18.6776578 49.678816, 18.6768615 49.6790241, 18.6765884 49.679125, 18.6763235 49.6792292, 18.6761106 49.6793191, 18.675503 49.6794939)",,,,,,
1173057512,,unclassified,False,True,71.337,"LINESTRING (18.6774532 49.6780712, 18.6780121 49.6786011)",,,,,,
