osmid,highway,oneway,reversed,length,maxspeed,junction,geometry,lanes,ref,name
40422887,primary,True,False,28.345,40,roundabout,"LINESTRING (3.4921151 34.154198, 3.4920826 34.1541651, 3.4920635 34.1541257, 3.4920597 34.1540833, 3.4920713 34.1540419, 3.4920975 34.1540054, 3.4921357 34.153977)",,,
"[207381709, 213574879]",primary,True,False,134.435,"['40', '50']",,"LINESTRING (3.4921151 34.154198, 3.4917493 34.1541841, 3.4913494 34.1542515, 3.4907603 34.1543606, 3.490679 34.1543745)",2,RN 1B,
40422887,primary,True,False,4.73,40,roundabout,"LINESTRING (3.4921581 34.1542213, 3.4921151 34.154198)",,,
40422889,primary,True,False,46.512,40,,"LINESTRING (3.4923924 34.1541268, 3.492577 34.1545162)",,,
40422887,primary,True,False,27.299999999999997,40,roundabout,"LINESTRING (3.4923924 34.1541268, 3.492374 34.1541647, 3.492343 34.1541966, 3.4923022 34.1542198, 3.4922551 34.1542321, 3.4922056 34.1542327, 3.4921581 34.1542213)",,,
204518425,residential,False,False,49.038,40,,"LINESTRING (3.4966081 34.15208, 3.4965296 34.1516438)",2,,قبر الصحبي
204518425,residential,False,True,34.991,40,,"LINESTRING (3.4966081 34.15208, 3.4966775 34.1523894)",2,,قبر الصحبي
268899204,secondary,False,True,50.647,40,,"LINESTRING (3.4966081 34.15208, 3.4961267 34.1523008)",2,,طريق دمد - السوق
204518425,residential,False,False,30.328,40,,"LINESTRING (3.4965147 34.151544, 3.4964424 34.1512779)",2,,قبر الصحبي
204518425,residential,False,True,11.182,40,,"LINESTRING (3.4965147 34.151544, 3.4965296 34.1516438)",2,,قبر الصحبي
204518425,residential,False,False,21.113,40,,"LINESTRING (3.4962469 34.1503854, 3.4962051 34.1501987)",2,,قبر الصحبي
204518425,residential,False,True,24.584,40,,"LINESTRING (3.4962469 34.1503854, 3.4962928 34.1506032)",2,,قبر الصحبي
204518545,residential,False,True,53.003,,,"LINESTRING (3.4962469 34.1503854, 3.4958426 34.1507249)",,,
204518545,residential,False,False,20.781,,,"LINESTRING (3.4945777 34.1517239, 3.494754 34.1516071)",,,
204550301,residential,False,True,203.544,,,"LINESTRING (3.4945777 34.1517239, 3.493529 34.1501122)",,,
207515908,residential,False,False,19.117,,,"LINESTRING (3.4945777 34.1517239, 3.4946734 34.1518765)",,,
268874846,residential,False,False,45.886,,,"LINESTRING (3.4938268 34.1524376, 3.4940583 34.1528031)",,,
268874846,residential,False,True,53.213,,,"LINESTRING (3.4938268 34.1524376, 3.4942329 34.1520969)",,,
729798139,residential,False,False,26.053,,,"LINESTRING (3.4938268 34.1524376, 3.4936497 34.1526204)",,,
207381519,residential,False,False,88.779,,,"LINESTRING (3.4942573 34.1531208, 3.4947021 34.1538293)",,,
268874846,residential,False,True,39.791,,,"LINESTRING (3.4942573 34.1531208, 3.4940583 34.1528031)",,,
268899204,secondary,False,False,52.841,40,,"LINESTRING (3.4942573 34.1531208, 3.494764 34.1528972)",2,,طريق دمد - السوق
268899204,secondary,False,True,24.596,40,,"LINESTRING (3.4942573 34.1531208, 3.4940223 34.1532262)",2,,طريق دمد - السوق
204550322,residential,False,False,30.475,,,"LINESTRING (3.4943618 34.1498303, 3.494149 34.1496203)",,,
204550322,residential,False,True,21.57,,,"LINESTRING (3.4943618 34.1498303, 3.4941593 34.149928)",,,
711233446,residential,False,False,75.548,,,"LINESTRING (3.4943618 34.1498303, 3.4944865 34.1497748, 3.4945817 34.1497848, 3.494622 34.1498236, 3.494681 34.1498958, 3.4947628 34.1500478, 3.4948459 34.1502121)",,,
711233453,residential,False,True,53.217,,,"LINESTRING (3.4928356 34.1506727, 3.4931422 34.1510785)",,,
204550327,residential,False,True,45.796,,,"LINESTRING (3.4928356 34.1506727, 3.4927283 34.150757, 3.4925969 34.1508669, 3.4924921 34.1509701)",,,
"[204550322, 711233453]",residential,False,False,95.48,,,"LINESTRING (3.4928356 34.1506727, 3.4927779 34.1505695, 3.4927779 34.1505006, 3.4927914 34.150454, 3.492845 34.1503963, 3.4932956 34.1501633, 3.4934257 34.1501211)",,,
204550322,residential,False,False,21.57,,,"LINESTRING (3.4941593 34.149928, 3.4943618 34.1498303)",,,
204550322,residential,False,True,40.327,,,"LINESTRING (3.4941593 34.149928, 3.4937596 34.1500767)",,,
207380543,residential,False,False,180.796,,,"LINESTRING (3.4941593 34.149928, 3.4950612 34.1513725)",,,
204550322,residential,False,True,30.475,,,"LINESTRING (3.494149 34.1496203, 3.4943618 34.1498303)",,,
204550301,residential,False,False,203.544,,,"LINESTRING (3.493529 34.1501122, 3.4945777 34.1517239)",,,
204550322,residential,False,False,21.584,,,"LINESTRING (3.493529 34.1501122, 3.4937596 34.1500767)",,,
204550322,residential,False,True,9.557,,,"LINESTRING (3.493529 34.1501122, 3.4934257 34.1501211)",,,
204550327,residential,False,False,8.611,,,"LINESTRING (3.4924346 34.1510312, 3.4924921 34.1509701)",,,
204550327,residential,False,True,14.493,,,"LINESTRING (3.4924346 34.1510312, 3.4923192 34.1511199)",,,
268899220,residential,False,True,120.656,,,"LINESTRING (3.4924346 34.1510312, 3.4932606 34.1518739)",,,
207381905,residential,False,False,65.206,,,"LINESTRING (3.4968039 34.1571551, 3.4961008 34.1570818)",,,حي الحاج أحمد بن دحمان
207964245,residential,False,True,26.767,,,"LINESTRING (3.4968039 34.1571551, 3.4967771 34.1573948)",,,
207381905,residential,False,True,68.408,,,"LINESTRING (3.4968039 34.1571551, 3.4969914 34.1571479, 3.4975314 34.1570392)",,,حي الحاج أحمد بن دحمان
207381905,residential,False,True,93.252,,,"LINESTRING (3.4950931 34.1569926, 3.4961008 34.1570818)",,,حي الحاج أحمد بن دحمان
729787982,residential,True,False,30.238,,,"LINESTRING (3.4950931 34.1569926, 3.494843 34.157169)",,,حي الحاج أحمد بن دحمان
207380543,residential,False,False,42.685,,,"LINESTRING (3.4960311 34.1514554, 3.4964424 34.1512779)",,,
207380543,residential,False,True,28.586,,,"LINESTRING (3.4960311 34.1514554, 3.4957459 34.1515573)",,,
729766772,residential,False,False,74.275,,,"LINESTRING (3.4960311 34.1514554, 3.4957431 34.1508314)",,,
204518425,residential,False,False,23.93,40,,"LINESTRING (3.4964424 34.1512779, 3.496395 34.1510663)",2,,قبر الصحبي
204518425,residential,False,True,30.328,40,,"LINESTRING (3.4964424 34.1512779, 3.4965147 34.151544)",2,,قبر الصحبي
207380543,residential,False,True,42.685,,,"LINESTRING (3.4964424 34.1512779, 3.4960311 34.1514554)",,,
207380543,residential,False,False,44.777,,,"LINESTRING (3.4953159 34.1517458, 3.4957459 34.1515573)",,,
207380543,residential,False,True,12.43,,,"LINESTRING (3.4953159 34.1517458, 3.4952467 34.1516498)",,,
207515941,residential,False,True,21.279,,,"LINESTRING (3.4953159 34.1517458, 3.4954216 34.151916)",,,
204518545,residential,False,False,53.003,,,"LINESTRING (3.4958426 34.1507249, 3.4962469 34.1503854)",,,
204518545,residential,False,True,14.969,,,"LINESTRING (3.4958426 34.1507249, 3.4957431 34.1508314)",,,
204518545,residential,False,False,31.278,,,"LINESTRING (3.4954859 34.1510153, 3.4957431 34.1508314)",,,
204518545,residential,False,True,55.722,,,"LINESTRING (3.4954859 34.1510153, 3.4950612 34.1513725)",,,
207381519,residential,False,False,40.181,,,"LINESTRING (3.4952413 34.154683, 3.4953598 34.1550308)",,,
207381519,residential,False,True,40.369,,,"LINESTRING (3.4952413 34.154683, 3.4950535 34.1543549)",,,
207515881,residential,False,False,73.666,,,"LINESTRING (3.4952413 34.154683, 3.4944654 34.1548462)",,,
207515881,residential,False,True,192.03,,,"LINESTRING (3.4952413 34.154683, 3.495933 34.1545414, 3.4966161 34.1544245, 3.4972808 34.1543191)",,,
207381519,residential,False,False,40.369,,,"LINESTRING (3.4950535 34.1543549, 3.4952413 34.154683)",,,
224794538,residential,False,True,65.41,,,"LINESTRING (3.4950535 34.1543549, 3.494362 34.1544912)",,,
207381519,residential,False,True,38.061,,,"LINESTRING (3.4950535 34.1543549, 3.4949167 34.1541378, 3.494855 34.1540548)",,,
224794538,residential,False,False,123.05300000000001,,,"LINESTRING (3.4950535 34.1543549, 3.4962319 34.1541303, 3.4963579 34.1541115)",,,
207381519,residential,False,False,28.752,,,"LINESTRING (3.4947021 34.1538293, 3.494855 34.1540548)",,,
207381519,residential,False,True,88.779,,,"LINESTRING (3.4947021 34.1538293, 3.4942573 34.1531208)",,,
268874844,residential,False,False,100.915,,,"LINESTRING (3.4947021 34.1538293, 3.4956746 34.1534098)",,,
729798140,residential,False,True,54.836,,,"LINESTRING (3.4947021 34.1538293, 3.4941834 34.1540721)",,,
207381519,residential,False,True,55.887,,,"LINESTRING (3.4961008 34.1570818, 3.4959146 34.1566034)",,,
207381905,residential,False,False,93.252,,,"LINESTRING (3.4961008 34.1570818, 3.4950931 34.1569926)",,,حي الحاج أحمد بن دحمان
207381905,residential,False,True,65.206,,,"LINESTRING (3.4961008 34.1570818, 3.4968039 34.1571551)",,,حي الحاج أحمد بن دحمان
207381672,residential,False,True,44.038,,,"LINESTRING (3.492149 34.1551908, 3.4921869 34.1555856)",,,
207381672,residential,False,False,85.975,,,"LINESTRING (3.492149 34.1551908, 3.4924521 34.1551774, 3.4925848 34.1551763, 3.4927015 34.1551608, 3.4927632 34.1551342, 3.4930006 34.1549688)",,,
207381707,residential,False,False,52.174,,,"LINESTRING (3.492149 34.1551908, 3.4920551 34.1551763, 3.4919746 34.1551397, 3.4918968 34.155092, 3.4918244 34.1550221, 3.4917158 34.1549122)",,,
701746244,primary,False,False,21.016,40,,"LINESTRING (3.4930006 34.1549688, 3.4931428 34.1551167)",2,RN 89,طريق مسعد - الفيض
207381672,residential,False,True,85.975,,,"LINESTRING (3.4930006 34.1549688, 3.4927632 34.1551342, 3.4927015 34.1551608, 3.4925848 34.1551763, 3.4924521 34.1551774, 3.492149 34.1551908)",,,
701746244,primary,False,True,63.657000000000004,40,,"LINESTRING (3.4930006 34.1549688, 3.4927244 34.154677, 3.492577 34.1545162)",2,RN 89,طريق مسعد - الفيض
207381716,residential,False,False,80.351,,,"LINESTRING (3.4967771 34.1573948, 3.4976502 34.1574082)",,,
207964245,residential,False,False,26.767,,,"LINESTRING (3.4967771 34.1573948, 3.4968039 34.1571551)",,,
207964245,residential,False,True,62.22699999999999,,,"LINESTRING (3.4967771 34.1573948, 3.4967369 34.1575746, 3.4967101 34.1576478, 3.4966859 34.1577077, 3.4966457 34.1577432, 3.4965947 34.1577787, 3.4965786 34.1578387, 3.4965652 34.1579097)",,,
204518425,residential,False,False,52.346,40,,"LINESTRING (3.496395 34.1510663, 3.4962928 34.1506032)",2,,قبر الصحبي
204518425,residential,False,True,23.93,40,,"LINESTRING (3.496395 34.1510663, 3.4964424 34.1512779)",2,,قبر الصحبي
204518425,residential,False,False,30.153,40,,"LINESTRING (3.4972808 34.1543191, 3.4971906 34.1540584)",2,,قبر الصحبي
204518425,residential,False,True,38.649,40,,"LINESTRING (3.4972808 34.1543191, 3.4973987 34.1546527)",2,,قبر الصحبي
207515881,residential,False,False,192.02999999999997,,,"LINESTRING (3.4972808 34.1543191, 3.4966161 34.1544245, 3.495933 34.1545414, 3.4952413 34.154683)",,,
268874845,residential,False,False,56.051,,,"LINESTRING (3.4963239 34.1537011, 3.4960811 34.1532388)",,,
268874845,residential,False,True,41.068,,,"LINESTRING (3.4963239 34.1537011, 3.4958942 34.1538009)",,,
268899216,residential,False,False,13.179,,,"LINESTRING (3.4963239 34.1537011, 3.4963386 34.153819)",,,
207515908,residential,False,False,99.705,,,"LINESTRING (3.4958942 34.1538009, 3.494855 34.1540548)",,,
207515908,residential,False,True,47.954,,,"LINESTRING (3.4958942 34.1538009, 3.4956746 34.1534098)",,,
268874845,residential,False,False,41.068,,,"LINESTRING (3.4958942 34.1538009, 3.4963239 34.1537011)",,,
268874843,residential,False,True,91.745,,,"LINESTRING (3.4961267 34.1523008, 3.4965291 34.1530557)",,,
268899204,secondary,False,False,50.647,40,,"LINESTRING (3.4961267 34.1523008, 3.4966081 34.15208)",2,,طريق دمد - السوق
268899204,secondary,False,True,37.762,40,,"LINESTRING (3.4961267 34.1523008, 3.4957632 34.1524584)",2,,طريق دمد - السوق
268874843,residential,False,False,91.745,,,"LINESTRING (3.4965291 34.1530557, 3.4961267 34.1523008)",,,
268874844,residential,False,True,45.978,,,"LINESTRING (3.4965291 34.1530557, 3.4960811 34.1532388)",,,
268874843,residential,False,True,100.81500000000001,,,"LINESTRING (3.4965291 34.1530557, 3.4966095 34.1532564, 3.4966537 34.1534406, 3.4966537 34.1535538, 3.496635 34.1536259, 3.4965827 34.153687, 3.4965263 34.1537325, 3.4964579 34.1537813, 3.4963386 34.153819)",,,
268874844,residential,False,False,45.978,,,"LINESTRING (3.4960811 34.1532388, 3.4965291 34.1530557)",,,
268874844,residential,False,True,41.961,,,"LINESTRING (3.4960811 34.1532388, 3.4956746 34.1534098)",,,
268874845,residential,False,False,90.813,,,"LINESTRING (3.4960811 34.1532388, 3.4956506 34.1525039)",,,
268874845,residential,False,True,56.051,,,"LINESTRING (3.4960811 34.1532388, 3.4963239 34.1537011)",,,
207515908,residential,False,False,90.24,,,"LINESTRING (3.4952107 34.1526948, 3.4956746 34.1534098)",,,
207515908,residential,False,True,66.501,,,"LINESTRING (3.4952107 34.1526948, 3.494858 34.1521728)",,,
268899204,secondary,False,False,45.707,40,,"LINESTRING (3.4952107 34.1526948, 3.4956506 34.1525039)",2,,طريق دمد - السوق
268899204,secondary,False,True,46.863,40,,"LINESTRING (3.4952107 34.1526948, 3.494764 34.1528972)",2,,طريق دمد - السوق
207515941,residential,False,False,51.589,,,"LINESTRING (3.4957632 34.1524584, 3.4955031 34.1520474)",,,
268899204,secondary,False,False,37.762,40,,"LINESTRING (3.4957632 34.1524584, 3.4961267 34.1523008)",2,,طريق دمد - السوق
268899204,secondary,False,True,11.531,40,,"LINESTRING (3.4957632 34.1524584, 3.4956506 34.1525039)",2,,طريق دمد - السوق
207516730,residential,False,False,42.462,,,"LINESTRING (3.4975314 34.1570392, 3.4976502 34.1574082)",,,
207516730,residential,False,True,83.758,,,"LINESTRING (3.4975314 34.1570392, 3.4972923 34.1563124)",,,
207381905,residential,False,False,68.408,,,"LINESTRING (3.4975314 34.1570392, 3.4969914 34.1571479, 3.4968039 34.1571551)",,,حي الحاج أحمد بن دحمان
207516857,residential,False,False,20.84,,,"LINESTRING (3.4916653 34.156579, 3.4916733 34.1567663)",,,
207516857,residential,False,True,56.628,,,"LINESTRING (3.4916653 34.156579, 3.4922802 34.1565579)",,,
207955384,residential,False,False,49.615,,,"LINESTRING (3.4916653 34.156579, 3.4911284 34.1566202)",,,
207516857,residential,False,False,11.111,,,"LINESTRING (3.4943904 34.1564454, 3.4942699 34.1564518)",,,
207516857,residential,False,True,129.007,,,"LINESTRING (3.4943904 34.1564454, 3.4957481 34.156156)",,,
701746244,primary,False,True,54.362,40,,"LINESTRING (3.4943904 34.1564454, 3.4940297 34.1560582)",2,RN 89,طريق مسعد - الفيض
701746244,primary,False,False,56.542,40,,"LINESTRING (3.4943904 34.1564454, 3.494562 34.1566525, 3.4947077 34.1568799)",2,RN 89,طريق مسعد - الفيض
207516857,residential,False,False,38.954,,,"LINESTRING (3.4965755 34.1547995, 3.496677 34.1551396)",,,
207516857,residential,False,True,77.487,,,"LINESTRING (3.4965755 34.1547995, 3.4973987 34.1546527)",,,
268899219,residential,False,True,114.783,,,"LINESTRING (3.4965755 34.1547995, 3.4953598 34.1550308)",,,
207516857,residential,False,False,107.12,,,"LINESTRING (3.4968822 34.1559385, 3.4957481 34.156156)",,,
207516857,residential,False,True,50.996,,,"LINESTRING (3.4968822 34.1559385, 3.4967784 34.155488)",,,
729770418,residential,False,False,49.357,,,"LINESTRING (3.4968822 34.1559385, 3.4970199 34.1563675)",,,
207381672,residential,False,False,41.963,,,"LINESTRING (3.4923784 34.1572804, 3.4923202 34.1569061)",,,
207381672,residential,False,True,30.204,,,"LINESTRING (3.4923784 34.1572804, 3.4924281 34.1575489)",,,
207516925,residential,False,True,51.842,,,"LINESTRING (3.4923784 34.1572804, 3.4929418 34.1572773)",,,
207516925,residential,False,True,36.739,,,"LINESTRING (3.4944821 34.1571998, 3.4944089 34.156875)",,,
207516933,residential,False,False,40.112,,,"LINESTRING (3.4944821 34.1571998, 3.4945758 34.1575521)",,,
207516925,residential,False,False,142.078,,,"LINESTRING (3.4944821 34.1571998, 3.4939903 34.1572039, 3.4936094 34.1572327, 3.4932581 34.1572572, 3.4929418 34.1572773)",,,
207516951,residential,False,True,39.669,,,"LINESTRING (3.4931817 34.1582864, 3.4930688 34.1579421)",,,
207516974,residential,False,False,57.161,,,"LINESTRING (3.4931817 34.1582864, 3.4925611 34.1583096)",,,
207516974,residential,False,True,143.74,,,"LINESTRING (3.4931817 34.1582864, 3.4947433 34.1582515)",,,
207516925,residential,False,False,51.842,,,"LINESTRING (3.4929418 34.1572773, 3.4923784 34.1572804)",,,
207516951,residential,False,False,30.207,,,"LINESTRING (3.4929418 34.1572773, 3.4929678 34.1575481)",,,
207516925,residential,False,True,142.078,,,"LINESTRING (3.4929418 34.1572773, 3.4932581 34.1572572, 3.4936094 34.1572327, 3.4939903 34.1572039, 3.4944821 34.1571998)",,,
207516951,residential,False,False,39.669,,,"LINESTRING (3.4930688 34.1579421, 3.4931817 34.1582864)",,,
207516951,residential,False,True,44.786,,,"LINESTRING (3.4930688 34.1579421, 3.4929678 34.1575481)",,,
207516977,residential,False,False,52.763,,,"LINESTRING (3.4930688 34.1579421, 3.4924954 34.1579465)",,,
207516977,residential,False,True,145.401,,,"LINESTRING (3.4930688 34.1579421, 3.4946476 34.1578867)",,,
207516857,residential,False,False,14.639,,,"LINESTRING (3.4917244 34.1583097, 3.4917198 34.1584413)",,,
207516857,residential,False,True,36.898,,,"LINESTRING (3.4917244 34.1583097, 3.4917131 34.157978)",,,
207516974,residential,False,True,76.987,,,"LINESTRING (3.4917244 34.1583097, 3.4925611 34.1583096)",,,
207516933,residential,False,True,41.509,,,"LINESTRING (3.4947433 34.1582515, 3.4946476 34.1578867)",,,
207516974,residential,False,False,143.74,,,"LINESTRING (3.4947433 34.1582515, 3.4931817 34.1582864)",,,
207516933,residential,False,False,41.509,,,"LINESTRING (3.4946476 34.1578867, 3.4947433 34.1582515)",,,
207516933,residential,False,True,37.788,,,"LINESTRING (3.4946476 34.1578867, 3.4945758 34.1575521)",,,
207516977,residential,False,False,145.401,,,"LINESTRING (3.4946476 34.1578867, 3.4930688 34.1579421)",,,
207516857,residential,False,False,36.898,,,"LINESTRING (3.4917131 34.157978, 3.4917244 34.1583097)",,,
207516857,residential,False,True,55.496,,,"LINESTRING (3.4917131 34.157978, 3.4916967 34.1574791)",,,
207516977,residential,False,True,72.067,,,"LINESTRING (3.4917131 34.157978, 3.4924954 34.1579465)",,,
207955912,residential,False,True,61.696,,,"LINESTRING (3.4917131 34.157978, 3.4910426 34.1579752)",,,
207516933,residential,False,False,37.788,,,"LINESTRING (3.4945758 34.1575521, 3.4946476 34.1578867)",,,
207516933,residential,False,True,40.112,,,"LINESTRING (3.4945758 34.1575521, 3.4944821 34.1571998)",,,
207516986,residential,False,False,147.958,,,"LINESTRING (3.4945758 34.1575521, 3.4929678 34.1575481)",,,
207381672,residential,False,False,30.204,,,"LINESTRING (3.4924281 34.1575489, 3.4923784 34.1572804)",,,
207381672,residential,False,True,44.643,,,"LINESTRING (3.4924281 34.1575489, 3.4924954 34.1579465)",,,
207516986,residential,False,True,49.66,,,"LINESTRING (3.4924281 34.1575489, 3.4929678 34.1575481)",,,
207630058,residential,False,True,149.284,,,"LINESTRING (3.4873466 34.1559591, 3.4874484 34.1546192)",,,
207955387,residential,False,True,44.311,,,"LINESTRING (3.4873466 34.1559591, 3.4878278 34.1559746)",,,
"[243588075, 207955387]",residential,False,"[False, True]",186.68099999999998,,,"LINESTRING (3.4873466 34.1559591, 3.4873116 34.1571351, 3.487321 34.1571584, 3.4873492 34.157175, 3.487388 34.1571806, 3.4878912 34.1571643)",,,
277863655,residential,False,False,98.375,,,"LINESTRING (3.4882048 34.1536415, 3.4882076 34.1545262)",,,
713552319,residential,False,False,24.001,,,"LINESTRING (3.4882048 34.1536415, 3.4879473 34.1536759)",,,
713552319,residential,False,True,14.968,,,"LINESTRING (3.4882048 34.1536415, 3.4883617 34.153606)",,,
207630231,residential,False,True,2.936,,,"LINESTRING (3.4870387 34.15206, 3.4870309 34.1520856)",,,
713557368,residential,True,False,52.198,,,"LINESTRING (3.4870387 34.15206, 3.4869958 34.1520161, 3.486985 34.1519629, 3.4869757 34.1518214, 3.4869529 34.1516049)",,,
268899211,residential,False,True,2.918,,,"LINESTRING (3.4888217 34.1534606, 3.4888292 34.1534861)",,,
713552319,residential,False,False,45.311,,,"LINESTRING (3.4888217 34.1534606, 3.4883617 34.153606)",,,
713552319,residential,False,True,61.03,,,"LINESTRING (3.4888217 34.1534606, 3.4888938 34.152915)",,,
207859260,residential,False,False,44.387,,,"LINESTRING (3.4878831 34.1515798, 3.4878735 34.1511807)",,,
713557370,residential,False,False,19.253,,,"LINESTRING (3.4878831 34.1515798, 3.4879167 34.1517507)",,,
713557370,residential,False,True,43.747,,,"LINESTRING (3.4878831 34.1515798, 3.4874077 34.1515815)",,,
277863655,residential,False,True,10.786,,,"LINESTRING (3.4882071 34.1546232, 3.4882076 34.1545262)",,,
207381709,primary,True,False,69.814,50,,"LINESTRING (3.4882071 34.1546232, 3.4878011 34.1546214, 3.4874484 34.1546192)",2,RN 1B,
713557370,residential,False,False,23.303,,,"LINESTRING (3.4879167 34.1517507, 3.4881689 34.1517317)",,,
713557370,residential,False,True,19.253,,,"LINESTRING (3.4879167 34.1517507, 3.4878831 34.1515798)",,,
331212711,residential,False,True,131.98,,,"LINESTRING (3.4879167 34.1517507, 3.4879601 34.152106, 3.4879857 34.1522214, 3.4879996 34.1527747, 3.4879964 34.1528118, 3.4879687 34.1528457, 3.4879272 34.152919)",,,
713557366,residential,False,False,11.179,,,"LINESTRING (3.4869529 34.1516049, 3.4870742 34.1515994)",,,
331212772,residential,False,False,47.76,,,"LINESTRING (3.4869529 34.1516049, 3.4869394 34.1515761, 3.4869334 34.1515495, 3.4869302 34.1515121, 3.4869308 34.1514296, 3.4869379 34.1511781)",,,حي الأطلس 2
207631582,residential,False,True,42.198,,,"LINESTRING (3.4893135 34.1514166, 3.4897605 34.1513319)",,,
"[207631582, 713552319]",residential,False,False,163.385,,,"LINESTRING (3.4893135 34.1514166, 3.4887774 34.1515772, 3.4887231 34.1515922, 3.4886654 34.1516227, 3.488646 34.1516527, 3.4886299 34.1516915, 3.4886259 34.1517492, 3.4886447 34.1518069, 3.4886809 34.1518757, 3.4888485 34.1521965, 3.4888782 34.1522656, 3.4889236 34.1524651)",,,
213577007,residential,False,False,150.184,,,"LINESTRING (3.4893135 34.1514166, 3.4892562 34.1509734, 3.4891932 34.15007)",,,حي الضاية
207631582,residential,False,False,33.701,,,"LINESTRING (3.4914394 34.1507867, 3.4910841 34.1508602)",,,
207631582,residential,False,True,10.089,,,"LINESTRING (3.4914394 34.1507867, 3.491549 34.1507892)",,,
268899200,primary,True,False,50.153000000000006,50,,"LINESTRING (3.4914394 34.1507867, 3.4914601 34.1506324, 3.491528 34.150342)",2,RN 1B,طريق تقرت
207631582,residential,False,True,19.458,,,"LINESTRING (3.4906888 34.1510525, 3.4908741 34.1509682)",,,
729798130,residential,False,True,59.571,,,"LINESTRING (3.4906888 34.1510525, 3.4903181 34.1506133)",,,
207631582,residential,False,False,87.973,,,"LINESTRING (3.4906888 34.1510525, 3.4903559 34.1511999, 3.4902258 34.1512415, 3.4900193 34.1512809, 3.489798 34.151323)",,,
713557370,residential,False,True,24.717,,,"LINESTRING (3.4884375 34.151733, 3.4881689 34.1517317)",,,
207859353,residential,False,False,186.57600000000002,,,"LINESTRING (3.4884375 34.151733, 3.48861 34.1513245, 3.4886312 34.1512176, 3.488642 34.1510755, 3.4886475 34.150936, 3.48865 34.1500811)",,,
246515148,residential,False,False,132.3,,,"LINESTRING (3.4884375 34.151733, 3.4884387 34.1525123, 3.4884409 34.1529228)",,,
214431449,residential,False,True,17.412,,,"LINESTRING (3.4901735 34.1532175, 3.489988 34.1532484)",,,
729798123,residential,False,True,13.022,,,"LINESTRING (3.4901735 34.1532175, 3.490311 34.1531898)",,,
729798126,residential,False,False,81.18299999999999,,,"LINESTRING (3.4901735 34.1532175, 3.4901836 34.153167, 3.4901936 34.1531132, 3.4901869 34.1530433, 3.4899982 34.1525114)",,,
"[334335376, 214431226]",residential,False,True,104.711,,,"LINESTRING (3.4899982 34.1525114, 3.4898543 34.1525727, 3.4897014 34.1526249, 3.489452 34.1526904, 3.4892005 34.1527438, 3.4889129 34.1527703)",,,
729798122,residential,False,False,20.061,,,"LINESTRING (3.4899982 34.1525114, 3.490085 34.1524717, 3.490148 34.1524556, 3.4901999 34.1524471)",,,
729798126,residential,False,True,81.18299999999999,,,"LINESTRING (3.4899982 34.1525114, 3.4901869 34.1530433, 3.4901936 34.1531132, 3.4901836 34.153167, 3.4901735 34.1532175)",,,
183759502,primary,False,False,82.16,50,,"LINESTRING (3.4919557 34.1528482, 3.4917237 34.1521347)",2,RN 1B,طريق تقرت
183759502,primary,False,True,28.07,50,,"LINESTRING (3.4919557 34.1528482, 3.492056 34.1530866)",2,RN 1B,طريق تقرت
729798127,residential,False,False,32.594,,,"LINESTRING (3.4919557 34.1528482, 3.4916093 34.1529094)",,,
207381519,residential,False,False,55.887,,,"LINESTRING (3.4959146 34.1566034, 3.4961008 34.1570818)",,,
207381519,residential,False,True,52.054,,,"LINESTRING (3.4959146 34.1566034, 3.4957481 34.156156)",,,
