osmid,oneway,highway,reversed,length,lanes,ref,maxspeed,geometry
206260575,False,residential,False,81.306,,,,"LINESTRING (0.7721907 35.9052098, 0.7716605 35.9058016)"
206260575,False,residential,True,40.654,,,,"LINESTRING (0.7721907 35.9052098, 0.7724565 35.9049143)"
206260562,False,residential,False,81.608,,,,"LINESTRING (0.7710276 35.9053876, 0.7715767 35.9048038)"
206260565,False,residential,False,43.737,,,,"LINESTRING (0.7710276 35.9053876, 0.770638 35.9051528)"
206260565,False,residential,True,33.791,,,,"LINESTRING (0.7710276 35.9053876, 0.7713175 35.9055805)"
206260568,False,residential,False,48.317,,,,"LINESTRING (0.7789781 35.9053988, 0.7785376 35.9051508)"
206263843,False,residential,True,36.259,,,,"LINESTRING (0.7789781 35.9053988, 0.7792161 35.9051358)"
206263845,False,residential,False,69.812,,,,"LINESTRING (0.7789781 35.9053988, 0.7785085 35.9058983)"
206260509,False,residential,True,91.614,,,,"LINESTRING (0.7776914 35.9054076, 0.7785085 35.9058983)"
206260553,False,residential,False,69.156,,,,"LINESTRING (0.7776914 35.9054076, 0.7772351 35.9059078)"
206260553,False,residential,True,66.981,,,,"LINESTRING (0.7776914 35.9054076, 0.7781333 35.9049231)"
206260557,False,residential,False,81.654,,,,"LINESTRING (0.7713175 35.9055805, 0.771893 35.9050131)"
206260557,False,residential,True,64.549,,,,"LINESTRING (0.7713175 35.9055805, 0.7708847 35.9060432)"
206260565,False,residential,False,33.791,,,,"LINESTRING (0.7713175 35.9055805, 0.7710276 35.9053876)"
206260565,False,residential,True,39.482,,,,"LINESTRING (0.7713175 35.9055805, 0.7716605 35.9058016)"
206260516,False,residential,False,167.716,,,,"LINESTRING (0.7789637 35.9056165, 0.7778401 35.9068193)"
206260565,False,residential,False,39.482,,,,"LINESTRING (0.7716605 35.9058016, 0.7713175 35.9055805)"
206260575,False,residential,False,64.141,,,,"LINESTRING (0.7716605 35.9058016, 0.7712423 35.9062685)"
206260575,False,residential,True,81.306,,,,"LINESTRING (0.7716605 35.9058016, 0.7721907 35.9052098)"
206260509,False,residential,False,91.614,,,,"LINESTRING (0.7785085 35.9058983, 0.7776914 35.9054076)"
206263845,False,residential,False,68.809,,,,"LINESTRING (0.7785085 35.9058983, 0.7780432 35.9063891)"
206263845,False,residential,True,69.812,,,,"LINESTRING (0.7785085 35.9058983, 0.7789781 35.9053988)"
206260525,False,residential,True,90.341,,,,"LINESTRING (0.7772351 35.9059078, 0.7780432 35.9063891)"
206260553,False,residential,False,64.209,,,,"LINESTRING (0.7772351 35.9059078, 0.7768114 35.9063722)"
206260553,False,residential,True,69.156,,,,"LINESTRING (0.7772351 35.9059078, 0.7776914 35.9054076)"
206260535,False,residential,True,131.994,,,,"LINESTRING (0.7727774 35.9059965, 0.7739342 35.9067253)"
206260558,False,residential,False,29.833,,,,"LINESTRING (0.7727774 35.9059965, 0.7725744 35.9062085)"
206260558,False,residential,True,78.513,,,,"LINESTRING (0.7727774 35.9059965, 0.7733035 35.9054335)"
206260557,False,residential,False,64.549,,,,"LINESTRING (0.7708847 35.9060432, 0.7713175 35.9055805)"
206260557,False,residential,True,29.184,,,,"LINESTRING (0.7708847 35.9060432, 0.7706855 35.9062502)"
206260569,False,residential,True,40.804,,,,"LINESTRING (0.7708847 35.9060432, 0.7712423 35.9062685)"
206260536,False,residential,False,29.493,,,,"LINESTRING (0.7791505 35.9060969, 0.7789516 35.9063076)"
206260557,False,residential,False,29.184,,,,"LINESTRING (0.7706855 35.9062502, 0.7708847 35.9060432)"
206263844,False,residential,True,41.783,,,,"LINESTRING (0.7706855 35.9062502, 0.7710577 35.9064745)"
206260569,False,residential,False,40.804,,,,"LINESTRING (0.7712423 35.9062685, 0.7708847 35.9060432)"
206260575,False,residential,False,28.304,,,,"LINESTRING (0.7712423 35.9062685, 0.7710577 35.9064745)"
206260575,False,residential,True,64.141,,,,"LINESTRING (0.7712423 35.9062685, 0.7716605 35.9058016)"
206260524,False,residential,True,41.63,,,,"LINESTRING (0.7789516 35.9063076, 0.7793187 35.9065351)"
206260536,False,residential,False,106.068,,,,"LINESTRING (0.7789516 35.9063076, 0.778225 35.9070583)"
206260536,False,residential,True,29.493,,,,"LINESTRING (0.7789516 35.9063076, 0.7791505 35.9060969)"
206260506,False,residential,False,29.508,,,,"LINESTRING (0.7795329 35.9063343, 0.7793187 35.9065351)"
206260525,False,residential,False,90.341,,,,"LINESTRING (0.7780432 35.9063891, 0.7772351 35.9059078)"
206263845,False,residential,False,49.143,,,,"LINESTRING (0.7780432 35.9063891, 0.7777316 35.9067519)"
206263845,False,residential,True,68.809,,,,"LINESTRING (0.7780432 35.9063891, 0.7785085 35.9058983)"
206260575,False,residential,True,28.304,,,,"LINESTRING (0.7710577 35.9064745, 0.7712423 35.9062685)"
206263842,False,residential,True,89.818,,,,"LINESTRING (0.7710577 35.9064745, 0.771847 35.9069682)"
206263844,False,residential,False,41.783,,,,"LINESTRING (0.7710577 35.9064745, 0.7706855 35.9062502)"
206260506,False,residential,False,12.789,,,,"LINESTRING (0.7793187 35.9065351, 0.779233 35.9066268)"
206260506,False,residential,True,29.508,,,,"LINESTRING (0.7793187 35.9065351, 0.7795329 35.9063343)"
206260524,False,residential,False,41.63,,,,"LINESTRING (0.7793187 35.9065351, 0.7789516 35.9063076)"
206260506,False,residential,False,42.68,,,,"LINESTRING (0.779233 35.9066268, 0.7789575 35.9069391)"
206260506,False,residential,True,12.789,,,,"LINESTRING (0.779233 35.9066268, 0.7793187 35.9065351)"
206260510,False,residential,False,67.949,,,,"LINESTRING (0.779233 35.9066268, 0.7798454 35.9069837)"
206260526,False,residential,True,48.572,,,,"LINESTRING (0.7739342 35.9067253, 0.7743702 35.9069824)"
206260535,False,residential,False,131.994,,,,"LINESTRING (0.7739342 35.9067253, 0.7727774 35.9059965)"
206260535,False,residential,True,78.456,,,,"LINESTRING (0.7739342 35.9067253, 0.7744599 35.9061627)"
206260541,False,residential,False,25.921,,,,"LINESTRING (0.7739342 35.9067253, 0.7737617 35.9069119)"
206260548,False,residential,True,12.315,,,,"LINESTRING (0.7777316 35.9067519, 0.7778401 35.9068193)"
206263845,False,residential,False,128.043,,,,"LINESTRING (0.7777316 35.9067519, 0.7768662 35.9076655)"
206263845,False,residential,True,49.143,,,,"LINESTRING (0.7777316 35.9067519, 0.7780432 35.9063891)"
206260516,False,residential,True,167.716,,,,"LINESTRING (0.7778401 35.9068193, 0.7789637 35.9056165)"
206260518,False,residential,True,38.212,,,,"LINESTRING (0.7778401 35.9068193, 0.7775957 35.9071002)"
206260548,False,residential,False,12.315,,,,"LINESTRING (0.7778401 35.9068193, 0.7777316 35.9067519)"
206260548,False,residential,True,43.681,,,,"LINESTRING (0.7778401 35.9068193, 0.778225 35.9070583)"
206260506,False,residential,False,41.288,,,,"LINESTRING (0.7789575 35.9069391, 0.7786791 35.9072341)"
206260506,False,residential,True,42.68,,,,"LINESTRING (0.7789575 35.9069391, 0.779233 35.9066268)"
206260527,False,residential,False,65.915,,,,"LINESTRING (0.7789575 35.9069391, 0.7795361 35.9073021)"
206260541,False,residential,True,50.651,,,,"LINESTRING (0.771847 35.9069682, 0.7722972 35.9072412)"
206260558,False,residential,True,106.902,,,,"LINESTRING (0.771847 35.9069682, 0.7725744 35.9062085)"
206263842,False,residential,False,89.818,,,,"LINESTRING (0.771847 35.9069682, 0.7710577 35.9064745)"
206260519,False,residential,True,135.179,,,,"LINESTRING (0.7743702 35.9069824, 0.7755576 35.907726)"
206260526,False,residential,False,48.572,,,,"LINESTRING (0.7743702 35.9069824, 0.7739342 35.9067253)"
206260556,False,residential,False,77.118,,,,"LINESTRING (0.7743702 35.9069824, 0.7748966 35.9064354)"
206260556,False,residential,True,135.499,,,,"LINESTRING (0.7743702 35.9069824, 0.7734704 35.907959)"
206260510,False,residential,True,67.949,,,,"LINESTRING (0.7798454 35.9069837, 0.779233 35.9066268)"
206260566,False,residential,False,45.05,,,,"LINESTRING (0.7798454 35.9069837, 0.7795361 35.9073021)"
294182395,False,unclassified,False,88.639,,,,"LINESTRING (0.7798454 35.9069837, 0.780805 35.9068067)"
206260536,False,residential,True,106.068,,,,"LINESTRING (0.778225 35.9070583, 0.7789516 35.9063076)"
206260548,False,residential,False,43.681,,,,"LINESTRING (0.778225 35.9070583, 0.7778401 35.9068193)"
206260548,False,residential,True,43.89,,,,"LINESTRING (0.778225 35.9070583, 0.7786117 35.9072985)"
206260513,False,residential,True,84.97,,,,"LINESTRING (0.7775957 35.9071002, 0.7783638 35.9075439)"
206260518,False,residential,False,38.212,,,,"LINESTRING (0.7775957 35.9071002, 0.7778401 35.9068193)"
206260552,False,residential,True,30.883,,,,"LINESTRING (0.7775957 35.9071002, 0.7773723 35.9073109)"
206260553,False,residential,True,79.719,,,,"LINESTRING (0.7760797 35.9071743, 0.7766057 35.9065977)"
206260564,False,residential,True,77.295,,,,"LINESTRING (0.7760797 35.9071743, 0.7755576 35.907726)"
294182413,False,primary,False,89.448,2,RN 4,80,"LINESTRING (0.7760797 35.9071743, 0.7768662 35.9076655)"
294182413,False,primary,True,134.553,2,RN 4,80,"LINESTRING (0.7760797 35.9071743, 0.7749347 35.9064592, 0.7748966 35.9064354)"
206260506,False,residential,False,9.388,,,,"LINESTRING (0.7786791 35.9072341, 0.7786117 35.9072985)"
206260506,False,residential,True,41.288,,,,"LINESTRING (0.7786791 35.9072341, 0.7789575 35.9069391)"
206260512,False,residential,False,65.354,,,,"LINESTRING (0.7786791 35.9072341, 0.7792427 35.9076043)"
206260506,False,residential,False,35.257,,,,"LINESTRING (0.7786117 35.9072985, 0.7783638 35.9075439)"
206260506,False,residential,True,9.388,,,,"LINESTRING (0.7786117 35.9072985, 0.7786791 35.9072341)"
206260548,False,residential,False,43.89,,,,"LINESTRING (0.7786117 35.9072985, 0.778225 35.9070583)"
206260527,False,residential,True,65.915,,,,"LINESTRING (0.7795361 35.9073021, 0.7789575 35.9069391)"
206260566,False,residential,False,42.749,,,,"LINESTRING (0.7795361 35.9073021, 0.7792427 35.9076043)"
206260566,False,residential,True,45.05,,,,"LINESTRING (0.7795361 35.9073021, 0.7798454 35.9069837)"
206260523,False,residential,True,85.373,,,,"LINESTRING (0.7773723 35.9073109, 0.7781037 35.9077993)"
206260552,False,residential,False,30.883,,,,"LINESTRING (0.7773723 35.9073109, 0.7775957 35.9071002)"
206260552,False,residential,True,44.061,,,,"LINESTRING (0.7773723 35.9073109, 0.7770877 35.9076332)"
206260506,False,residential,False,36.814,,,,"LINESTRING (0.7783638 35.9075439, 0.7781037 35.9077993)"
206260506,False,residential,True,35.257,,,,"LINESTRING (0.7783638 35.9075439, 0.7786117 35.9072985)"
206260513,False,residential,False,84.97,,,,"LINESTRING (0.7783638 35.9075439, 0.7775957 35.9071002)"
206260529,False,residential,True,66.36,,,,"LINESTRING (0.7783638 35.9075439, 0.7789454 35.9079103)"
206260512,False,residential,True,65.354,,,,"LINESTRING (0.7792427 35.9076043, 0.7786791 35.9072341)"
206260566,False,residential,False,43.298,,,,"LINESTRING (0.7792427 35.9076043, 0.7789454 35.9079103)"
206260566,False,residential,True,42.749,,,,"LINESTRING (0.7792427 35.9076043, 0.7795361 35.9073021)"
206260543,False,residential,True,84.287,,,,"LINESTRING (0.7770877 35.9076332, 0.7778375 35.9080868)"
206260552,False,residential,False,44.061,,,,"LINESTRING (0.7770877 35.9076332, 0.7773723 35.9073109)"
206260552,False,residential,True,14.994,,,,"LINESTRING (0.7770877 35.9076332, 0.7769848 35.9077392)"
206260570,False,residential,True,38.261,,,,"LINESTRING (0.7768662 35.9076655, 0.7766162 35.9079437)"
206263845,False,residential,True,128.043,,,,"LINESTRING (0.7768662 35.9076655, 0.7777316 35.9067519)"
294182413,False,primary,True,89.448,2,RN 4,80,"LINESTRING (0.7768662 35.9076655, 0.7760797 35.9071743)"
294182413,False,primary,False,13.463000000000001,2,RN 4,80,"LINESTRING (0.7768662 35.9076655, 0.7769102 35.907693, 0.7769848 35.9077392)"
206260541,False,residential,False,83.639,,,,"LINESTRING (0.7730406 35.907692, 0.7722972 35.9072412)"
206260541,False,residential,True,108.362,,,,"LINESTRING (0.7730406 35.907692, 0.7737617 35.9069119)"
206260556,False,residential,False,48.784,,,,"LINESTRING (0.7730406 35.907692, 0.7734704 35.907959)"
206260519,False,residential,False,135.179,,,,"LINESTRING (0.7755576 35.907726, 0.7743702 35.9069824)"
206260564,False,residential,False,77.295,,,,"LINESTRING (0.7755576 35.907726, 0.7760797 35.9071743)"
206260564,False,residential,True,27.721,,,,"LINESTRING (0.7755576 35.907726, 0.7753701 35.9079237)"
206260552,False,residential,False,14.994,,,,"LINESTRING (0.7769848 35.9077392, 0.7770877 35.9076332)"
294182413,False,primary,False,60.492,2,RN 4,80,"LINESTRING (0.7769848 35.9077392, 0.7775183 35.9080697)"
294182413,False,primary,True,13.463000000000001,2,RN 4,80,"LINESTRING (0.7769848 35.9077392, 0.7769102 35.907693, 0.7768662 35.9076655)"
206260506,False,residential,False,39.96,,,,"LINESTRING (0.7781037 35.9077993, 0.7778375 35.9080868)"
206260506,False,residential,True,36.814,,,,"LINESTRING (0.7781037 35.9077993, 0.7783638 35.9075439)"
206260517,False,residential,True,67.415,,,,"LINESTRING (0.7781037 35.9077993, 0.778655 35.9082094)"
206260523,False,residential,False,85.373,,,,"LINESTRING (0.7781037 35.9077993, 0.7773723 35.9073109)"
206260529,False,residential,False,66.36,,,,"LINESTRING (0.7789454 35.9079103, 0.7783638 35.9075439)"
206260566,False,residential,False,42.311,,,,"LINESTRING (0.7789454 35.9079103, 0.778655 35.9082094)"
206260566,False,residential,True,43.298,,,,"LINESTRING (0.7789454 35.9079103, 0.7792427 35.9076043)"
206260533,False,residential,True,53.207,,,,"LINESTRING (0.7753701 35.9079237, 0.7758429 35.9082106)"
206260564,False,residential,False,27.721,,,,"LINESTRING (0.7753701 35.9079237, 0.7755576 35.907726)"
206260564,False,residential,True,107.129,,,,"LINESTRING (0.7753701 35.9079237, 0.7746456 35.9086878)"
206260570,False,residential,False,38.261,,,,"LINESTRING (0.7766162 35.9079437, 0.7768662 35.9076655)"
206260570,False,residential,True,65.524,,,,"LINESTRING (0.7766162 35.9079437, 0.776188 35.9084201)"
206260572,False,residential,True,40.0,,,,"LINESTRING (0.7766162 35.9079437, 0.7769732 35.9081577)"
206260556,False,residential,False,135.499,,,,"LINESTRING (0.7734704 35.907959, 0.7743702 35.9069824)"
206260556,False,residential,True,48.784,,,,"LINESTRING (0.7734704 35.907959, 0.7730406 35.907692)"
206260564,False,residential,False,133.304,,,,"LINESTRING (0.7734704 35.907959, 0.7746456 35.9086878)"
206260559,False,residential,True,37.104,,,,"LINESTRING (0.7775183 35.9080697, 0.7772864 35.9083455)"
294182413,False,primary,False,23.678,2,RN 4,80,"LINESTRING (0.7775183 35.9080697, 0.7777271 35.9081991)"
294182413,False,primary,True,60.492,2,RN 4,80,"LINESTRING (0.7775183 35.9080697, 0.7769848 35.9077392)"
206260506,False,residential,False,15.962,,,,"LINESTRING (0.7778375 35.9080868, 0.7777271 35.9081991)"
206260506,False,residential,True,39.96,,,,"LINESTRING (0.7778375 35.9080868, 0.7781037 35.9077993)"
206260543,False,residential,False,84.287,,,,"LINESTRING (0.7778375 35.9080868, 0.7770877 35.9076332)"
206260543,False,residential,True,66.296,,,,"LINESTRING (0.7778375 35.9080868, 0.778415 35.9084565)"
206260546,False,residential,True,99.746,,,,"LINESTRING (0.7769732 35.9081577, 0.7763256 35.9088854)"
206260572,False,residential,False,40.0,,,,"LINESTRING (0.7769732 35.9081577, 0.7766162 35.9079437)"
206260572,False,residential,True,35.096,,,,"LINESTRING (0.7769732 35.9081577, 0.7772864 35.9083455)"
206260506,False,residential,True,15.962,,,,"LINESTRING (0.7777271 35.9081991, 0.7778375 35.9080868)"
294182413,False,primary,False,11.951,2,RN 4,80,"LINESTRING (0.7777271 35.9081991, 0.7778325 35.9082644)"
294182413,False,primary,True,23.678,2,RN 4,80,"LINESTRING (0.7777271 35.9081991, 0.7775183 35.9080697)"
206260517,False,residential,False,67.415,,,,"LINESTRING (0.778655 35.9082094, 0.7781037 35.9077993)"
206260566,False,residential,False,34.959,,,,"LINESTRING (0.778655 35.9082094, 0.778415 35.9084565)"
206260566,False,residential,True,42.311,,,,"LINESTRING (0.778655 35.9082094, 0.7789454 35.9079103)"
206260528,False,residential,True,105.55,,,,"LINESTRING (0.7758429 35.9082106, 0.7751386 35.9089693)"
206260533,False,residential,False,53.207,,,,"LINESTRING (0.7758429 35.9082106, 0.7753701 35.9079237)"
206260533,False,residential,True,38.842,,,,"LINESTRING (0.7758429 35.9082106, 0.776188 35.9084201)"
206260560,False,residential,True,37.117,,,,"LINESTRING (0.7778325 35.9082644, 0.777585 35.9085313)"
294182413,False,primary,False,47.077,2,RN 4,80,"LINESTRING (0.7778325 35.9082644, 0.7782477 35.9085216)"
294182413,False,primary,True,11.951,2,RN 4,80,"LINESTRING (0.7778325 35.9082644, 0.7777271 35.9081991)"
206260559,False,residential,False,37.104,,,,"LINESTRING (0.7772864 35.9083455, 0.7775183 35.9080697)"
