osmid,oneway,ref,highway,maxspeed,reversed,length,geometry,lanes,junction,name
325382751,True,,primary,,False,8.361,"LINESTRING (5.6103623 35.5558234, 5.6103593 35.5558382, 5.6103507 35.5558515, 5.6103374 35.5558619, 5.6103206 35.5558683, 5.6103022 35.55587)",,roundabout,
325382754,True,,primary,,False,60.617,"LINESTRING (5.6103623 35.5558234, 5.6104825 35.5559577, 5.6107514 35.5562672)",,,
325382751,True,,primary,,False,1.667,"LINESTRING (5.6103022 35.55587, 5.6102842 35.5558668)",,roundabout,
325383618,True,,residential,,False,18.26,"LINESTRING (5.6102842 35.5558668, 5.6100827 35.5558571)",,,
325382751,True,,primary,,False,6.59,"LINESTRING (5.6102842 35.5558668, 5.6102683 35.5558591, 5.6102563 35.5558477, 5.6102493 35.5558337, 5.6102474 35.5558197)",,roundabout,
325383619,False,RN 78,primary,80,True,36.416,"LINESTRING (5.6107514 35.5562672, 5.6110049 35.5565216)",,,
325382755,True,RN 78,primary,80,False,60.080999999999996,"LINESTRING (5.6107514 35.5562672, 5.6103581 35.5559079, 5.6103022 35.55587)",,,
325382756,False,,residential,,False,67.238,"LINESTRING (5.6107514 35.5562672, 5.6106258 35.5560527, 5.6106259 35.5560204, 5.610614 35.5559907, 5.6104825 35.5558282, 5.61044 35.555808, 5.6103958 35.5557979, 5.6103592 35.5558085)",,,
325382750,True,,residential,80,False,15.469000000000001,"LINESTRING (5.6100827 35.5558571, 5.6101769 35.5558357, 5.6102474 35.5558197)",,,
1011149299,False,,residential,,False,68.51,"LINESTRING (5.6100827 35.5558571, 5.609978 35.5558298, 5.6097524 35.5557556, 5.6095913 35.5557119, 5.6093894 35.5556153)",,,Rue Djenana
325816779,False,,residential,,True,146.728,"LINESTRING (5.6093894 35.5556153, 5.6093061 35.5557929, 5.6092632 35.555902, 5.6092713 35.5559566, 5.6093249 35.5560133, 5.6094912 35.5560766, 5.6096146 35.5561049, 5.6098399 35.556214, 5.6099847 35.5562839, 5.6101162 35.5563624, 5.6102369 35.5564781)",,,
1011149299,False,,residential,,False,158.69000000000003,"LINESTRING (5.6093894 35.5556153, 5.609313 35.5555624, 5.6091154 35.5554217, 5.6088457 35.5552958, 5.6086104 35.5552355, 5.6084237 35.555205, 5.608027 35.5552465, 5.6077851 35.5552672)",,,Rue Djenana
1011149299,False,,residential,,True,68.51,"LINESTRING (5.6093894 35.5556153, 5.6095913 35.5557119, 5.6097524 35.5557556, 5.609978 35.5558298, 5.6100827 35.5558571)",,,Rue Djenana
325816780,False,,residential,,True,45.346,"LINESTRING (5.6077851 35.5552672, 5.607733 35.5556728)",,,
332342688,False,,residential,,False,142.116,"LINESTRING (5.6077851 35.5552672, 5.6073994 35.5552717, 5.6062142 35.5552798)",,,
1011149299,False,,residential,,False,164.419,"LINESTRING (5.6077851 35.5552672, 5.6077779 35.5550983, 5.6078064 35.5549131, 5.6078511 35.5548105, 5.6078674 35.5547047, 5.6078958 35.5545558, 5.6079487 35.5543508, 5.6079701 35.5541238, 5.608005 35.5538991, 5.6079668 35.5538112)",,,Rue Djenana
1011149299,False,,residential,,True,158.69000000000003,"LINESTRING (5.6077851 35.5552672, 5.608027 35.5552465, 5.6084237 35.555205, 5.6086104 35.5552355, 5.6088457 35.5552958, 5.6091154 35.5554217, 5.609313 35.5555624, 5.6093894 35.5556153)",,,Rue Djenana
325383620,True,,residential,,False,3.995,"LINESTRING (5.6113786 35.5574682, 5.6113762 35.5574564, 5.6113784 35.5574445, 5.6113849 35.5574338)",,roundabout,
325383620,True,,residential,,False,8.512,"LINESTRING (5.6113849 35.5574338, 5.6113951 35.5574252, 5.611408 35.5574195, 5.611424 35.5574174, 5.6114399 35.5574197, 5.611454 35.5574262, 5.6114645 35.5574362)",,roundabout,
325383622,True,,residential,,False,22.46,"LINESTRING (5.6113849 35.5574338, 5.6114094 35.5573414, 5.6114216 35.5572344)",,,
325383620,True,,residential,,False,7.324,"LINESTRING (5.6114645 35.5574362, 5.6114704 35.5574485, 5.6114708 35.5574616, 5.6114657 35.5574741, 5.6114558 35.5574846, 5.6114421 35.5574916)",,roundabout,
325383620,True,,residential,,False,1.459,"LINESTRING (5.6114421 35.5574916, 5.6114264 35.5574946)",,roundabout,
325383620,True,,residential,,False,5.5920000000000005,"LINESTRING (5.6114264 35.5574946, 5.6114103 35.5574931, 5.6113958 35.5574873, 5.6113854 35.5574788, 5.6113786 35.5574682)",,roundabout,
325383619,False,RN 78,primary,80,False,0.226,"LINESTRING (5.6114225 35.5572363, 5.6114216 35.5572344)",,,
325383619,False,RN 78,primary,80,True,41.061,"LINESTRING (5.6114225 35.5572363, 5.6115894 35.5575797)",,,
325383623,True,,residential,,False,22.55,"LINESTRING (5.6114225 35.5572363, 5.6114645 35.5574362)",,,
325383624,False,,residential,,True,4.908,"LINESTRING (5.6113189 35.557564, 5.611284 35.5575978)",,,
325383625,True,,residential,,False,12.414,"LINESTRING (5.6113189 35.557564, 5.6114264 35.5574946)",,,
325790729,True,,residential,,False,11.943,"LINESTRING (5.6113189 35.557564, 5.6113786 35.5574682)",,,
325383624,False,,residential,,False,4.908,"LINESTRING (5.611284 35.5575978, 5.6113189 35.557564)",,,
"[325383624, 325383954]",False,,residential,,"[False, True]",96.965,"LINESTRING (5.611284 35.5575978, 5.6112358 35.5576131, 5.6111848 35.5576163, 5.6106553 35.5576107, 5.6102276 35.5576929)",,,
325798451,False,,residential,,False,81.2,"LINESTRING (5.6062066 35.5516041, 5.6058055 35.5517336, 5.6054649 35.5519924)",2,,
325810182,False,,residential,,True,285.682,"LINESTRING (5.6062066 35.5516041, 5.6062633 35.5518053, 5.606302 35.5519076, 5.6064325 35.5520139, 5.6065438 35.5521398, 5.6067808 35.5524349, 5.6070903 35.5528009, 5.6072596 35.5530488, 5.6075595 35.5533286, 5.6076223 35.5533872, 5.6076271 35.5535367, 5.6076707 35.5536705, 5.6077147 35.5537987)",,,
325798451,False,,residential,,True,81.2,"LINESTRING (5.6054649 35.5519924, 5.6058055 35.5517336, 5.6062066 35.5516041)",2,,
329254287,False,,residential,,True,67.694,"LINESTRING (5.6054649 35.5519924, 5.6055975 35.5521453, 5.6056264 35.552324, 5.6056206 35.5524956, 5.6055823 35.552558)",,,
329184259,True,RN 78,primary,,False,21.396,"LINESTRING (5.6120308 35.5506807, 5.6122016 35.5508138)",,,
325802950,False,,residential,,True,10.122,"LINESTRING (5.6124593 35.5505316, 5.61257 35.5505448)",,,
325802951,False,,residential,,True,14.88,"LINESTRING (5.6124593 35.5505316, 5.6124564 35.5503978)",,,
329184263,False,,residential,,False,25.923,"LINESTRING (5.6124593 35.5505316, 5.6123195 35.5507351)",,,
325382753,False,RN 78,primary,80,False,21.147,"LINESTRING (5.6118498 35.5521034, 5.6119089 35.5519194)",,,
325382753,False,RN 78,primary,80,True,40.832,"LINESTRING (5.6118498 35.5521034, 5.6116811 35.552444)",,,
325802643,True,,residential,,False,96.011,"LINESTRING (5.6118498 35.5521034, 5.6117842 35.5519234, 5.6119562 35.5514325, 5.6121179 35.5513325)",,,
325382753,False,RN 78,primary,80,True,12.664,"LINESTRING (5.6121179 35.5513325, 5.612079 35.5514419)",,,
325382753,False,RN 78,primary,80,False,42.879999999999995,"LINESTRING (5.6121179 35.5513325, 5.6121873 35.5510264, 5.6121934 35.5509522)",,,
325382753,False,RN 78,primary,80,False,55.281,"LINESTRING (5.6119089 35.5519194, 5.612079 35.5514419)",,,
325382753,False,RN 78,primary,80,True,21.147,"LINESTRING (5.6119089 35.5519194, 5.6118498 35.5521034)",,,
325802645,False,,residential,,False,60.867,"LINESTRING (5.6119089 35.5519194, 5.6123766 35.5515259)",,,
325802645,False,,residential,,False,19.308,"LINESTRING (5.61257 35.5505448, 5.6124564 35.5503978)",,,
325802950,False,,residential,,False,10.122,"LINESTRING (5.61257 35.5505448, 5.6124593 35.5505316)",,,
325802645,False,,residential,,True,141.698,"LINESTRING (5.61257 35.5505448, 5.6129315 35.5508863, 5.6129315 35.5509836, 5.6128732 35.5511425, 5.6127041 35.5513132, 5.6124068 35.5515005, 5.6123766 35.5515259)",,,
325802645,False,,residential,,True,19.308,"LINESTRING (5.6124564 35.5503978, 5.61257 35.5505448)",,,
325802951,False,,residential,,False,14.88,"LINESTRING (5.6124564 35.5503978, 5.6124593 35.5505316)",,,
325382753,False,RN 78,primary,80,False,12.664,"LINESTRING (5.612079 35.5514419, 5.6121179 35.5513325)",,,
325382753,False,RN 78,primary,80,True,55.281,"LINESTRING (5.612079 35.5514419, 5.6119089 35.5519194)",,,
325802949,False,,residential,,False,28.497,"LINESTRING (5.612079 35.5514419, 5.6123766 35.5515259)",,,
325802645,False,,residential,,True,60.867,"LINESTRING (5.6123766 35.5515259, 5.6119089 35.5519194)",,,
325802949,False,,residential,,True,28.497,"LINESTRING (5.6123766 35.5515259, 5.612079 35.5514419)",,,
325802645,False,,residential,,False,141.698,"LINESTRING (5.6123766 35.5515259, 5.6124068 35.5515005, 5.6127041 35.5513132, 5.6128732 35.5511425, 5.6129315 35.5509836, 5.6129315 35.5508863, 5.61257 35.5505448)",,,
325803192,False,,secondary,,False,34.201,"LINESTRING (5.6153312 35.5509533, 5.6156573 35.5507977)",,,
325803192,False,,secondary,,True,169.62599999999998,"LINESTRING (5.6153312 35.5509533, 5.6151852 35.551056, 5.6142017 35.5519903, 5.6141004 35.5521014)",,,
325382753,False,RN 78,primary,80,False,17.392,"LINESTRING (5.6114173 35.5530666, 5.6114509 35.5529126)",,,
325382753,False,RN 78,primary,80,True,20.397,"LINESTRING (5.6114173 35.5530666, 5.6113113 35.5532285)",,,
325803192,False,,secondary,,False,26.015,"LINESTRING (5.6114173 35.5530666, 5.6116678 35.5529517)",,,
325803192,False,,secondary,,True,2.193,"LINESTRING (5.6156784 35.550788, 5.6156573 35.5507977)",,,
840720434,False,,residential,,False,110.947,"LINESTRING (5.6156784 35.550788, 5.6161071 35.5514998, 5.6161326 35.5515794, 5.6160951 35.5516984)",,,
325803192,False,,secondary,,False,169.62599999999998,"LINESTRING (5.6141004 35.5521014, 5.6142017 35.5519903, 5.6151852 35.551056, 5.6153312 35.5509533)",,,
325803192,False,,secondary,,True,89.97800000000001,"LINESTRING (5.6141004 35.5521014, 5.6139192 35.5521969, 5.613753 35.5522669, 5.6136207 35.5522936, 5.6133992 35.552307, 5.613167 35.5523239)",,,
325810187,False,,residential,,True,127.65100000000001,"LINESTRING (5.6141004 35.5521014, 5.6147308 35.5525269, 5.6148702 35.5525465, 5.6151331 35.5527669, 5.6151072 35.5528224)",,,
325803192,False,,secondary,,False,89.978,"LINESTRING (5.613167 35.5523239, 5.6133992 35.552307, 5.6136207 35.5522936, 5.613753 35.5522669, 5.6139192 35.5521969, 5.6141004 35.5521014)",,,
325803192,False,,secondary,,True,110.49299999999998,"LINESTRING (5.613167 35.5523239, 5.6130034 35.5523414, 5.6128084 35.5523851, 5.6126257 35.55246, 5.6120893 35.5527207, 5.6120688 35.5527319)",,,
325810185,False,,residential,,True,67.47,"LINESTRING (5.613167 35.5523239, 5.6133159 35.5524385, 5.6133789 35.5524931, 5.6134343 35.5525287, 5.613665 35.5525909, 5.6137307 35.5526171, 5.6137786 35.5526491)",,,
325382753,False,RN 78,primary,80,False,40.832,"LINESTRING (5.6116811 35.552444, 5.6118498 35.5521034)",,,
325382753,False,RN 78,primary,80,True,19.342,"LINESTRING (5.6116811 35.552444, 5.6116462 35.552516, 5.6116087 35.5526076)",,,
325813816,False,,unclassified,,True,430.77500000000003,"LINESTRING (5.6116811 35.552444, 5.6112332 35.5523218, 5.6110561 35.5522847, 5.6108147 35.5522476, 5.6107074 35.5522127, 5.6106323 35.5521734, 5.6104982 35.5521123, 5.6104017 35.5520817, 5.6103561 35.5520708, 5.6102899 35.552043, 5.6101839 35.5521042, 5.6100742 35.5521935, 5.6099001 35.5523352, 5.6098591 35.5523806, 5.6097769 35.5524715, 5.6096949 35.5526329, 5.609582 35.5527887, 5.6094931 35.5528916, 5.6093905 35.5530141, 5.6093153 35.5530892, 5.6085902 35.5533257, 5.6081217 35.5536957, 5.6080074 35.553777, 5.6079668 35.5538112)",,,Rue Djenana
325382753,False,RN 78,primary,80,True,36.797,"LINESTRING (5.6116087 35.5526076, 5.6114509 35.5529126)",,,
325810183,False,,residential,,True,43.858,"LINESTRING (5.6116087 35.5526076, 5.6120688 35.5527319)",,,
325382753,False,RN 78,primary,80,False,19.342,"LINESTRING (5.6116087 35.5526076, 5.6116462 35.552516, 5.6116811 35.552444)",,,
325810185,False,,residential,,False,67.47,"LINESTRING (5.6137786 35.5526491, 5.6137307 35.5526171, 5.613665 35.5525909, 5.6134343 35.5525287, 5.6133789 35.5524931, 5.6133159 35.5524385, 5.613167 35.5523239)",,,
325810188,False,,residential,,False,100.632,"LINESTRING (5.6137786 35.5526491, 5.6138489 35.5527387, 5.6139088 35.5527982, 5.6139671 35.5528488, 5.6146346 35.5532104)",,,
325810191,False,,residential,,True,75.041,"LINESTRING (5.6137786 35.5526491, 5.6137302 35.5527189, 5.613716 35.5527614, 5.6137267 35.5527917, 5.6137437 35.5528263, 5.6137458 35.5528592, 5.6137309 35.5529112, 5.6136979 35.5529605, 5.6136277 35.5530047, 5.6133323 35.5531215)",,,
325803192,False,,secondary,,True,43.742,"LINESTRING (5.6120688 35.5527319, 5.6116678 35.5529517)",,,
325810183,False,,residential,,False,43.858,"LINESTRING (5.6120688 35.5527319, 5.6116087 35.5526076)",,,
325803192,False,,secondary,,False,110.493,"LINESTRING (5.6120688 35.5527319, 5.6120893 35.5527207, 5.6126257 35.55246, 5.6128084 35.5523851, 5.6130034 35.5523414, 5.613167 35.5523239)",,,
325810188,False,,residential,,True,60.74,"LINESTRING (5.6151072 35.5528224, 5.6146346 35.5532104)",,,
325810187,False,,residential,,False,127.65100000000001,"LINESTRING (5.6151072 35.5528224, 5.6151331 35.5527669, 5.6148702 35.5525465, 5.6147308 35.5525269, 5.6141004 35.5521014)",,,
325810191,False,,residential,,False,75.041,"LINESTRING (5.6133323 35.5531215, 5.6136277 35.5530047, 5.6136979 35.5529605, 5.6137309 35.5529112, 5.6137458 35.5528592, 5.6137437 35.5528263, 5.6137267 35.5527917, 5.613716 35.5527614, 5.6137302 35.5527189, 5.6137786 35.5526491)",,,
325810191,False,,residential,,True,127.16900000000001,"LINESTRING (5.6133323 35.5531215, 5.6130323 35.5532525, 5.6123672 35.5535265, 5.6120834 35.5536463)",,,
325816778,False,,residential,,True,271.227,"LINESTRING (5.6133323 35.5531215, 5.6135588 35.5533511, 5.6135973 35.5533918, 5.6136124 35.5534338, 5.6136127 35.553478, 5.6135982 35.5535145, 5.6135151 35.5536639, 5.6134437 35.5537442, 5.6133404 35.5538195, 5.6132452 35.5539198, 5.6131441 35.5540836, 5.6130843 35.5542308, 5.6130631 35.5543462, 5.6130712 35.5545201, 5.6131017 35.5546869, 5.6131427 35.5548277, 5.6132086 35.5549525, 5.6133073 35.5550804, 5.6134858 35.5552655)",,,
325382753,False,RN 78,primary,80,False,20.397,"LINESTRING (5.6113113 35.5532285, 5.6114173 35.5530666)",,,
325382753,False,RN 78,primary,80,True,111.563,"LINESTRING (5.6113113 35.5532285, 5.6109205 35.5541801)",,,
325810186,False,,residential,,False,84.696,"LINESTRING (5.6113113 35.5532285, 5.6116006 35.5533518, 5.6118822 35.5534958, 5.6119761 35.5535416, 5.6120834 35.5536463)",,,
325810188,False,,residential,,False,60.74,"LINESTRING (5.6146346 35.5532104, 5.6151072 35.5528224)",,,
325810188,False,,residential,,True,100.632,"LINESTRING (5.6146346 35.5532104, 5.6139671 35.5528488, 5.6139088 35.5527982, 5.6138489 35.5527387, 5.6137786 35.5526491)",,,
325811869,False,,residential,,True,163.28500000000003,"LINESTRING (5.6146346 35.5532104, 5.6151466 35.5535865, 5.6151722 35.5535979, 5.6152046 35.553604, 5.6152382 35.5535984, 5.615266 35.5535859, 5.6154131 35.5534835, 5.6154379 35.5534728, 5.6154651 35.5534698, 5.6154909 35.553473, 5.6155138 35.5534831, 5.6157959 35.5538577, 5.6158151 35.5539131, 5.6158197 35.5539737)",,,
325810181,False,,residential,,False,122.27599999999998,"LINESTRING (5.6120834 35.5536463, 5.6118952 35.5537519, 5.6117345 35.5538465, 5.6116404 35.5539314, 5.6115139 35.5539689, 5.6113566 35.5540288, 5.6112318 35.5540816, 5.6111069 35.5541331, 5.6109205 35.5541801)",,,
325810186,False,,residential,,True,84.696,"LINESTRING (5.6120834 35.5536463, 5.6119761 35.5535416, 5.6118822 35.5534958, 5.6116006 35.5533518, 5.6113113 35.5532285)",,,
325810191,False,,residential,,False,127.16899999999998,"LINESTRING (5.6120834 35.5536463, 5.6123672 35.5535265, 5.6130323 35.5532525, 5.6133323 35.5531215)",,,
325810182,False,,residential,,False,285.68199999999996,"LINESTRING (5.6077147 35.5537987, 5.6076707 35.5536705, 5.6076271 35.5535367, 5.6076223 35.5533872, 5.6075595 35.5533286, 5.6072596 35.5530488, 5.6070903 35.5528009, 5.6067808 35.5524349, 5.6065438 35.5521398, 5.6064325 35.5520139, 5.606302 35.5519076, 5.6062633 35.5518053, 5.6062066 35.5516041)",,,
325810184,False,,unclassified,,False,23.081,"LINESTRING (5.6077147 35.5537987, 5.6078857 35.5538209, 5.6079668 35.5538112)",,,
325810184,False,,unclassified,,True,57.686,"LINESTRING (5.6077147 35.5537987, 5.6075814 35.5538321, 5.6072633 35.5539851, 5.6071511 35.5540363)",,,
325810184,False,,unclassified,,True,23.081,"LINESTRING (5.6079668 35.5538112, 5.6078857 35.5538209, 5.6077147 35.5537987)",,,
325813816,False,,unclassified,,False,430.77500000000003,"LINESTRING (5.6079668 35.5538112, 5.6080074 35.553777, 5.6081217 35.5536957, 5.6085902 35.5533257, 5.6093153 35.5530892, 5.6093905 35.5530141, 5.6094931 35.5528916, 5.609582 35.5527887, 5.6096949 35.5526329, 5.6097769 35.5524715, 5.6098591 35.5523806, 5.6099001 35.5523352, 5.6100742 35.5521935, 5.6101839 35.5521042, 5.6102899 35.552043, 5.6103561 35.5520708, 5.6104017 35.5520817, 5.6104982 35.5521123, 5.6106323 35.5521734, 5.6107074 35.5522127, 5.6108147 35.5522476, 5.6110561 35.5522847, 5.6112332 35.5523218, 5.6116811 35.552444)",,,Rue Djenana
1011149299,False,,residential,,True,164.41899999999998,"LINESTRING (5.6079668 35.5538112, 5.608005 35.5538991, 5.6079701 35.5541238, 5.6079487 35.5543508, 5.6078958 35.5545558, 5.6078674 35.5547047, 5.6078511 35.5548105, 5.6078064 35.5549131, 5.6077779 35.5550983, 5.6077851 35.5552672)",,,Rue Djenana
325382753,False,RN 78,primary,80,False,111.563,"LINESTRING (5.6109205 35.5541801, 5.6113113 35.5532285)",,,
325382753,False,RN 78,primary,80,True,119.295,"LINESTRING (5.6109205 35.5541801, 5.6106201 35.5549252, 5.6105713 35.5550039, 5.61046 35.5551428, 5.6104434 35.5551748)",,,
325810181,False,,residential,,True,122.276,"LINESTRING (5.6109205 35.5541801, 5.6111069 35.5541331, 5.6112318 35.5540816, 5.6113566 35.5540288, 5.6115139 35.5539689, 5.6116404 35.5539314, 5.6117345 35.5538465, 5.6118952 35.5537519, 5.6120834 35.5536463)",,,
325810184,False,,unclassified,,False,103.43499999999999,"LINESTRING (5.6061329 35.554458, 5.6065007 35.5543245, 5.6069829 35.5541131, 5.6071511 35.5540363)",,,
"[332342689, 325810189]",False,,residential,,False,93.744,"LINESTRING (5.6061329 35.554458, 5.6061041 35.5545735, 5.6060972 35.554657, 5.6061656 35.5547989, 5.6062169 35.5549157, 5.6062306 35.5550381, 5.6062169 35.5551884, 5.6062142 35.5552798)",,,
325811864,False,,residential,,False,112.78699999999998,"LINESTRING (5.6158197 35.5539737, 5.6159887 35.5539802, 5.6160618 35.5540256, 5.616028 35.5540866, 5.6159167 35.5543207, 5.6159191 35.5543699, 5.615924 35.554427, 5.6162832 35.5546659)",,,
325811866,False,,residential,,True,273.291,"LINESTRING (5.6158197 35.5539737, 5.6154864 35.554211, 5.6153222 35.5543362, 5.6150965 35.554442, 5.6149255 35.5545171, 5.6144809 35.5550179, 5.6143202 35.5551487, 5.6142039 35.5552461, 5.6140842 35.5552934, 5.6139372 35.555324, 5.6137867 35.555324, 5.6134858 35.5552655)",,,
325811869,False,,residential,,False,163.28500000000003,"LINESTRING (5.6158197 35.5539737, 5.6158151 35.5539131, 5.6157959 35.5538577, 5.6155138 35.5534831, 5.6154909 35.553473, 5.6154651 35.5534698, 5.6154379 35.5534728, 5.6154131 35.5534835, 5.615266 35.5535859, 5.6152382 35.5535984, 5.6152046 35.553604, 5.6151722 35.5535979, 5.6151466 35.5535865, 5.6146346 35.5532104)",,,
325811864,False,,residential,,True,112.78699999999999,"LINESTRING (5.6162832 35.5546659, 5.615924 35.554427, 5.6159191 35.5543699, 5.6159167 35.5543207, 5.616028 35.5540866, 5.6160618 35.5540256, 5.6159887 35.5539802, 5.6158197 35.5539737)",,,
325811866,False,,residential,,False,273.291,"LINESTRING (5.6134858 35.5552655, 5.6137867 35.555324, 5.6139372 35.555324, 5.6140842 35.5552934, 5.6142039 35.5552461, 5.6143202 35.5551487, 5.6144809 35.5550179, 5.6149255 35.5545171, 5.6150965 35.554442, 5.6153222 35.5543362, 5.6154864 35.554211, 5.6158197 35.5539737)",,,
325811866,False,,residential,,True,248.67999999999998,"LINESTRING (5.6134858 35.5552655, 5.6132566 35.5555243, 5.6132361 35.5555994, 5.6132293 35.5557024, 5.6131985 35.5557858, 5.6131301 35.5558971, 5.6129728 35.5560557, 5.6124769 35.556384, 5.6123435 35.5567151, 5.6121691 35.5568904, 5.6119773 35.5570566)",,,
325816778,False,,residential,,False,271.22700000000003,"LINESTRING (5.6134858 35.5552655, 5.6133073 35.5550804, 5.6132086 35.5549525, 5.6131427 35.5548277, 5.6131017 35.5546869, 5.6130712 35.5545201, 5.6130631 35.5543462, 5.6130843 35.5542308, 5.6131441 35.5540836, 5.6132452 35.5539198, 5.6133404 35.5538195, 5.6134437 35.5537442, 5.6135151 35.5536639, 5.6135982 35.5535145, 5.6136127 35.553478, 5.6136124 35.5534338, 5.6135973 35.5533918, 5.6135588 35.5533511, 5.6133323 35.5531215)",,,
129767916,False,CW 40,secondary,,False,185.07299999999998,"LINESTRING (5.613787 35.5571876, 5.6144012 35.5571734, 5.6145085 35.5571701, 5.6147043 35.5571527, 5.6148733 35.5571254, 5.6149846 35.5571112, 5.6150866 35.5571057, 5.6151603 35.5571156, 5.6152166 35.5571428, 5.6152756 35.5571897, 5.6154446 35.557396, 5.6155492 35.5575465)",,,
129767916,False,CW 40,secondary,,True,165.582,"LINESTRING (5.613787 35.5571876, 5.6129046 35.5571876, 5.6127208 35.5571919, 5.6126578 35.5571897, 5.6125814 35.5571767, 5.6125143 35.5571647, 5.6123145 35.5571101, 5.6119773 35.5570566)",,,
129767916,False,CW 40,secondary,,True,185.073,"LINESTRING (5.6155492 35.5575465, 5.6154446 35.557396, 5.6152756 35.5571897, 5.6152166 35.5571428, 5.6151603 35.5571156, 5.6150866 35.5571057, 5.6149846 35.5571112, 5.6148733 35.5571254, 5.6147043 35.5571527, 5.6145085 35.5571701, 5.6144012 35.5571734, 5.613787 35.5571876)",,,
325382751,True,,primary,,False,2.054,"LINESTRING (5.6102474 35.5558197, 5.6102543 35.5558021)",,roundabout,
325816780,False,,residential,,False,45.346,"LINESTRING (5.607733 35.5556728, 5.6077851 35.5552672)",,,
