osmid,name,highway,oneway,reversed,length,bridge,geometry,lanes,ref,tunnel
125856632,解放路,trunk_link,False,True,9.997,,"LINESTRING (104.6284511 35.5814081, 104.6283508 35.5813703)",,,
398928951,交通路,trunk,True,False,224.644,,"LINESTRING (104.6284511 35.5814081, 104.6274029 35.5832397)",2,G310 (S209),
"[411761814, 411761806, 411761807]",,residential,False,False,38.574,,"LINESTRING (104.6177413 35.5819939, 104.6177378 35.582108, 104.6177341 35.5822279, 104.6177306 35.5823407)",,,building_passage
"[411761806, 411761814, 411761807]",,residential,False,True,38.574000000000005,,"LINESTRING (104.6177306 35.5823407, 104.6177341 35.5822279, 104.6177378 35.582108, 104.6177413 35.5819939)",,,building_passage
958601556,,residential,False,False,99.057,,"LINESTRING (104.6177306 35.5823407, 104.6176717 35.5824662, 104.617667 35.5832227)",,,
958601557,,residential,False,True,126.99199999999999,,"LINESTRING (104.6177306 35.5823407, 104.6184736 35.5823593, 104.6185756 35.5824204, 104.6186936 35.5824574, 104.6191013 35.5824509)",,,
416531827,,residential,False,True,154.202,,"LINESTRING (104.6267214 35.5768773, 104.6257907 35.5773747, 104.6256083 35.5774379, 104.6252236 35.577372)",,,
453543344,风羽街,tertiary,True,False,45.467,,"LINESTRING (104.6252236 35.577372, 104.625096 35.5777675)",,,
416531827,,residential,False,False,154.202,,"LINESTRING (104.6252236 35.577372, 104.6256083 35.5774379, 104.6257907 35.5773747, 104.6267214 35.5768773)",,,
150033840,解放路,secondary,False,True,164.424,,"LINESTRING (104.6175235 35.5777875, 104.6193364 35.5778991)",,,
407849924,,secondary,False,False,28.250999999999998,,"LINESTRING (104.6187811 35.5833119, 104.6189537 35.5833201, 104.6190932 35.5833215)",,,
407849924,,secondary,False,True,101.26400000000001,,"LINESTRING (104.6187811 35.5833119, 104.6185026 35.5832987, 104.6183564 35.5832854, 104.617667 35.5832227)",,,
407849926,永定路,primary,False,False,286.868,,"LINESTRING (104.6219983 35.5767885, 104.6249549 35.5777229)",,S311,
407849926,永定路,primary,False,False,13.691,,"LINESTRING (104.6249549 35.5777229, 104.625096 35.5777675)",,S311,
407849926,永定路,primary,False,True,286.868,,"LINESTRING (104.6249549 35.5777229, 104.6219983 35.5767885)",,S311,
407849926,永定路,primary,False,True,13.691,,"LINESTRING (104.625096 35.5777675, 104.6249549 35.5777229)",,S311,
150033867,中华路,tertiary,True,False,237.07899999999998,,"LINESTRING (104.625096 35.5777675, 104.6245032 35.5795234, 104.6243669 35.5798142)",,,
"[450471120, 450471121, 443765211]",,residential,False,False,244.15600000000003,,"LINESTRING (104.6191978 35.5800895, 104.6192515 35.5783945, 104.6192739 35.5782604, 104.6193086 35.5780613, 104.6193364 35.5778991)",,,building_passage
150033871,,tertiary,False,True,104.18,,"LINESTRING (104.6204922 35.5815017, 104.6204014 35.5824357)",,,
443765234,,residential,False,False,52.365,,"LINESTRING (104.6204922 35.5815017, 104.62107 35.5815325)",,,
150033871,,tertiary,False,False,357.214,,"LINESTRING (104.6204922 35.5815017, 104.6206827 35.5795436, 104.6211633 35.5783581)",,,
443765234,,residential,False,True,52.365,,"LINESTRING (104.62107 35.5815325, 104.6204922 35.5815017)",,,
443765221,,residential,False,True,199.755,,"LINESTRING (104.62107 35.5815325, 104.6210754 35.58232, 104.6210353 35.5833284)",,,
443765234,,residential,False,False,235.58,,"LINESTRING (104.62107 35.5815325, 104.621864 35.5816372, 104.6228376 35.581755, 104.6234648 35.5818646, 104.6236349 35.5818974)",,,
398928951,交通路,trunk,True,False,237.983,,"LINESTRING (104.6274029 35.5832397, 104.6266373 35.5845774, 104.6263072 35.5851855)",2,G310 (S209),
407849924,,secondary,False,False,25.195,,"LINESTRING (104.6210353 35.5833284, 104.6213139 35.5833263)",,,
407849924,,secondary,False,True,65.231,,"LINESTRING (104.6210353 35.5833284, 104.620314 35.5833338)",,,
443765221,,residential,False,False,199.755,,"LINESTRING (104.6210353 35.5833284, 104.6210754 35.58232, 104.62107 35.5815325)",,,
150033840,解放路,secondary,False,False,164.424,,"LINESTRING (104.6193364 35.5778991, 104.6175235 35.5777875)",,,
150033840,解放路,secondary,False,True,16.416,,"LINESTRING (104.6193364 35.5778991, 104.6195174 35.5779102)",,,
"[450471120, 450471121, 443765211]",,residential,False,True,244.156,,"LINESTRING (104.6193364 35.5778991, 104.6193086 35.5780613, 104.6192739 35.5782604, 104.6192515 35.5783945, 104.6191978 35.5800895)",,,building_passage
101826380,中华路,tertiary,False,False,199.357,,"LINESTRING (104.6236349 35.5818974, 104.6230116 35.5836171)",,,
101826380,中华路,tertiary,False,True,240.915,,"LINESTRING (104.6236349 35.5818974, 104.6243669 35.5798142)",,,
443765234,,residential,False,True,235.58000000000004,,"LINESTRING (104.6236349 35.5818974, 104.6234648 35.5818646, 104.6228376 35.581755, 104.621864 35.5816372, 104.62107 35.5815325)",,,
407849924,,secondary,False,False,101.26400000000001,,"LINESTRING (104.617667 35.5832227, 104.6183564 35.5832854, 104.6185026 35.5832987, 104.6187811 35.5833119)",,,
958601556,,residential,False,True,99.057,,"LINESTRING (104.617667 35.5832227, 104.6176717 35.5824662, 104.6177306 35.5823407)",,,
150033871,,tertiary,False,False,104.18,,"LINESTRING (104.6204014 35.5824357, 104.6204922 35.5815017)",,,
150033871,,tertiary,False,True,100.177,,"LINESTRING (104.6204014 35.5824357, 104.620314 35.5833338)",,,
958601559,,residential,False,True,117.584,,"LINESTRING (104.6204014 35.5824357, 104.6191013 35.5824509)",,,
958601559,,residential,False,False,117.584,,"LINESTRING (104.6191013 35.5824509, 104.6204014 35.5824357)",,,
958601560,,residential,False,True,96.809,,"LINESTRING (104.6191013 35.5824509, 104.6190932 35.5833215)",,,
958601557,,residential,False,False,126.99199999999999,,"LINESTRING (104.6191013 35.5824509, 104.6186936 35.5824574, 104.6185756 35.5824204, 104.6184736 35.5823593, 104.6177306 35.5823407)",,,
958601560,,residential,False,False,96.809,,"LINESTRING (104.6190932 35.5833215, 104.6191013 35.5824509)",,,
407849924,,secondary,False,False,110.407,,"LINESTRING (104.6190932 35.5833215, 104.6201019 35.5833317, 104.620314 35.5833338)",,,
407849924,,secondary,False,True,28.250999999999998,,"LINESTRING (104.6190932 35.5833215, 104.6189537 35.5833201, 104.6187811 35.5833119)",,,
1047421809,,residential,False,True,173.061,,"LINESTRING (104.6211022 35.5844861, 104.6212283 35.5840935, 104.6208313 35.5839909, 104.6208742 35.583884, 104.6211612 35.5836463, 104.62129 35.5835481, 104.6213139 35.5833263)",,,
407849924,,secondary,False,True,25.195,,"LINESTRING (104.6213139 35.5833263, 104.6210353 35.5833284)",,,
407849924,,secondary,False,False,157.96499999999997,,"LINESTRING (104.6213139 35.5833263, 104.6215474 35.5833245, 104.6217002 35.5833264, 104.6218237 35.5833398, 104.6230116 35.5836171)",,,
1047421809,,residential,False,False,173.061,,"LINESTRING (104.6213139 35.5833263, 104.62129 35.5835481, 104.6211612 35.5836463, 104.6208742 35.583884, 104.6208313 35.5839909, 104.6212283 35.5840935, 104.6211022 35.5844861)",,,
