osmid,oneway,lanes,ref,name,highway,reversed,length,geometry,maxspeed,access,junction
122238015,False,,,Ulica Jure Petrekovića,residential,True,129.886,"LINESTRING (15.802259 45.8569869, 15.8020484 45.8565968, 15.801925 45.8559504, 15.8018889 45.8558544)",,,
122238030,False,,,Ulica kneza Domagoja,residential,True,108.023,"LINESTRING (15.802259 45.8569869, 15.8020416 45.8569624, 15.8018144 45.8569254, 15.801501 45.8569095, 15.8008756 45.8569417)",,,
122238015,False,,,Ulica Jure Petrekovića,residential,True,8.007,"LINESTRING (15.8032492 45.8574761, 15.8031755 45.8574256)",,,
122255265,False,2,2266,Trg žrtava fašizma,secondary,False,125.303,"LINESTRING (15.8032492 45.8574761, 15.8033475 45.8574507, 15.8035471 45.8574268, 15.8038953 45.8573831, 15.8040185 45.8573663, 15.8047962 45.8572685, 15.8048366 45.8572635)",,,
131120566,False,2,2266,Ulica Pavla Lončara,secondary,True,73.156,"LINESTRING (15.8032492 45.8574761, 15.8031218 45.8575148, 15.802964 45.8576035, 15.8028845 45.8576547, 15.8028011 45.857709, 15.8025202 45.8578877)",,,
122239085,False,,,Jakšina ulica,residential,False,74.779,"LINESTRING (15.8108792 45.8576992, 15.8109596 45.8574975, 15.8116007 45.8576207)",,,
122239084,False,,,Ivanečka ulica,residential,True,51.389,"LINESTRING (15.8118879 45.855658, 15.8125484 45.8557024)",,,
136488806,False,,,,residential,True,24.218,"LINESTRING (15.8118879 45.855658, 15.8115781 45.8556283)",,,
122239075,False,,,Ulica Franje Krajačića,residential,False,83.75999999999999,"LINESTRING (15.805413 45.8569416, 15.8059882 45.8569931, 15.8060606 45.8567278, 15.8061273 45.8566635)",,,
54607225,False,,,Jakšina ulica,residential,True,41.123,"LINESTRING (15.8116999 45.8567885, 15.8117375 45.8564196)",,,
122239083,False,,,Jakšina ulica,residential,True,121.054,"LINESTRING (15.8116999 45.8567885, 15.8130641 45.85732)",,,
54607225,False,,,Jakšina ulica,residential,False,58.053999999999995,"LINESTRING (15.8116999 45.8567885, 15.8116417 45.8572629, 15.8116382 45.8573088)",,,
122239086,False,,,Klanječka ulica,residential,False,105.142,"LINESTRING (15.8038668 45.8636834, 15.8033777 45.8635818, 15.8030303 45.8635567, 15.8028814 45.8635494, 15.8026281 45.8635064, 15.8025425 45.8634916)",,,
122239090,False,,,Ulica Baltazara Adama Krčelića,residential,True,318.261,"LINESTRING (15.8036441 45.8607268, 15.8035484 45.8607192, 15.8033309 45.8607012, 15.8031616 45.8606795, 15.8030514 45.8606712, 15.8029059 45.860672, 15.8028407 45.860692, 15.8027638 45.8607551, 15.8027245 45.860796, 15.8026366 45.8609366, 15.802549 45.8610885, 15.8025083 45.8612245, 15.8024212 45.8615747, 15.802375 45.8617672, 15.8023526 45.861851, 15.8023101 45.8620099, 15.8022406 45.8621612, 15.8021434 45.8623248, 15.8020777 45.8624204, 15.8019486 45.8626154, 15.8019312 45.8626442, 15.8019026 45.8626915, 15.8018503 45.8627781, 15.801808 45.8628482)",,,
131120560,False,2,2186,Ulica bana Josipa Jelačića,secondary,False,194.099,"LINESTRING (15.8036441 45.8607268, 15.8037359 45.8604235, 15.803785 45.8603196, 15.8038341 45.8602283, 15.804511 45.8590936)",,,
131120560,False,2,2186,Ulica bana Josipa Jelačića,secondary,True,38.516,"LINESTRING (15.8036441 45.8607268, 15.8035829 45.8610077, 15.8035698 45.8610693)",,,
122239086,False,,,Klanječka ulica,residential,True,105.14200000000001,"LINESTRING (15.8025425 45.8634916, 15.8026281 45.8635064, 15.8028814 45.8635494, 15.8030303 45.8635567, 15.8033777 45.8635818, 15.8038668 45.8636834)",,,
131357625,False,2,2186,Ulica bana Josipa Jelačića,secondary,True,45.018,"LINESTRING (15.8025425 45.8634916, 15.8026922 45.8631966, 15.8027363 45.8631099)",,,
54607225,False,,,Jakšina ulica,residential,False,46.405,"LINESTRING (15.8116007 45.8576207, 15.8115931 45.857829, 15.8115674 45.8580372)",,,
54607225,False,,,Jakšina ulica,residential,True,34.804,"LINESTRING (15.8116007 45.8576207, 15.811619 45.8574547, 15.8116382 45.8573088)",,,
122239085,False,,,Jakšina ulica,residential,True,74.779,"LINESTRING (15.8116007 45.8576207, 15.8109596 45.8574975, 15.8108792 45.8576992)",,,
122239078,False,,,Ulica Ivana Svrača,residential,True,83.655,"LINESTRING (15.8083451 45.8572415, 15.8072813 45.8571108)",,,
361069518,False,,,Ulica Matije Gupca,residential,False,36.62,"LINESTRING (15.8083451 45.8572415, 15.8085867 45.8569584)",30,yes,
361069518,False,,,Ulica Matije Gupca,residential,True,102.13,"LINESTRING (15.8083451 45.8572415, 15.8080176 45.8576479, 15.8078554 45.857771, 15.8075561 45.8579659)",30,yes,
122239088,False,,,Zabočka ulica,residential,False,96.408,"LINESTRING (15.8039377 45.8633371, 15.8033155 45.8632256, 15.8028692 45.8631365, 15.8027363 45.8631099)",,,
122239089,True,,,Oborovska ulica,residential,False,106.018,"LINESTRING (15.8066753 45.8561918, 15.8080215 45.856365)",,,
391695609,True,,,Ulica Dragutina Kodrmana,residential,False,56.486999999999995,"LINESTRING (15.8083972 45.8563511, 15.8086436 45.8566899, 15.808677 45.8567415, 15.8087192 45.8568068)",,,
122239087,False,,,Ulica bana Josipa Jelačića,residential,False,41.438,"LINESTRING (15.8051953 45.8622698, 15.8046672 45.8622096)",,,
122239083,False,,,Jakšina ulica,residential,False,121.054,"LINESTRING (15.8130641 45.85732, 15.8116999 45.8567885)",,,
361069518,False,,,Ulica Matije Gupca,residential,False,8.235,"LINESTRING (15.8105519 45.8561459, 15.8106445 45.8561095)",30,yes,
361069518,False,,,Ulica Matije Gupca,residential,True,165.156,"LINESTRING (15.8105519 45.8561459, 15.8103535 45.8562767, 15.8101228 45.8563953, 15.8098251 45.8565634, 15.8096458 45.8566256, 15.8095727 45.8566448, 15.8094384 45.856659, 15.8091672 45.8566777, 15.8089562 45.8566972, 15.8088664 45.8567172, 15.8087192 45.8568068)",30,yes,
136275835,False,,,Jakšina ulica,residential,False,104.842,"LINESTRING (15.8102711 45.857767, 15.8108065 45.8578944, 15.8115674 45.8580372)",,,
54607225,False,,,Jakšina ulica,residential,True,167.027,"LINESTRING (15.8099967 45.8582036, 15.8103653 45.8583144, 15.8108258 45.8584299, 15.8111762 45.8585063, 15.811293 45.858526, 15.8114664 45.858372, 15.8115142 45.8583103, 15.8115478 45.858213, 15.8115549 45.8581304, 15.8115674 45.8580372)",,,
175920994,False,,,Sljemenska ulica,residential,False,145.145,"LINESTRING (15.8099967 45.8582036, 15.8099028 45.8581718, 15.809876 45.8581027, 15.8098143 45.8580317, 15.8097178 45.8579981, 15.809589 45.8579906, 15.8091335 45.8580093, 15.8086428 45.8580243, 15.8083545 45.8580734, 15.8083177 45.858112)",,,
"[175920994, 122196670]",False,,,Sljemenska ulica,residential,True,180.182,"LINESTRING (15.8099967 45.8582036, 15.809876 45.8582839, 15.809817 45.8583418, 15.809758 45.8584016, 15.8094308 45.8586257, 15.8093138 45.858709, 15.8091277 45.8585902, 15.809015 45.8584632, 15.808779 45.8583493, 15.8083177 45.858112)",,,
54607225,False,,,Jakšina ulica,residential,False,34.804,"LINESTRING (15.8116382 45.8573088, 15.811619 45.8574547, 15.8116007 45.8576207)",,,
54607225,False,,,Jakšina ulica,residential,True,58.053999999999995,"LINESTRING (15.8116382 45.8573088, 15.8116417 45.8572629, 15.8116999 45.8567885)",,,
136277377,False,,,Jakšina ulica,residential,True,51.161,"LINESTRING (15.8116382 45.8573088, 15.8118957 45.8574087, 15.8122256 45.8575189)",,,
136277377,False,,,Jakšina ulica,residential,False,51.161,"LINESTRING (15.8122256 45.8575189, 15.8118957 45.8574087, 15.8116382 45.8573088)",,,
122239084,False,,,Ivanečka ulica,residential,False,53.057,"LINESTRING (15.8132297 45.8557526, 15.8125484 45.8557024)",,,
136488603,False,,,,residential,True,36.231,"LINESTRING (15.8131267 45.8565682, 15.8130892 45.8565964, 15.8130526 45.856631, 15.8130339 45.8566725, 15.8129984 45.8568719)",,,
136488806,False,,,,residential,False,24.218,"LINESTRING (15.8115781 45.8556283, 15.8118879 45.855658)",,,
136488807,False,,,Bistranska ulica,residential,True,58.129,"LINESTRING (15.811885 45.8559186, 15.8117916 45.8564373)",,,
54607216,False,,,Bistranska ulica,residential,False,52.412,"LINESTRING (15.8117916 45.8564373, 15.8123921 45.8566547)",,,
54607216,False,,,Bistranska ulica,residential,True,4.629,"LINESTRING (15.8117916 45.8564373, 15.8117375 45.8564196)",,,
136488807,False,,,Bistranska ulica,residential,False,58.129,"LINESTRING (15.8117916 45.8564373, 15.811885 45.8559186)",,,
122255265,False,2,2266,Trg žrtava fašizma,secondary,False,30.24,"LINESTRING (15.8048366 45.8572635, 15.8049731 45.857242, 15.8050368 45.8572242, 15.8050779 45.8572029, 15.805119 45.8571745, 15.8051582 45.8571318)",,,
122255265,False,2,2266,Trg žrtava fašizma,secondary,True,125.303,"LINESTRING (15.8048366 45.8572635, 15.8047962 45.8572685, 15.8040185 45.8573663, 15.8038953 45.8573831, 15.8035471 45.8574268, 15.8033475 45.8574507, 15.8032492 45.8574761)",,,
938550527,False,2,2186,Trg žrtava fašizma,secondary,False,33.385,"LINESTRING (15.8051068 45.8574299, 15.8051582 45.8571318)",,,
136523944,True,1,,Trg žrtava fašizma,secondary_link,False,29.232,"LINESTRING (15.8051068 45.8574299, 15.8050781 45.8573871, 15.8050495 45.8573568, 15.8050049 45.8573209, 15.8049462 45.8572915, 15.8048927 45.8572744, 15.8048366 45.8572635)",,,
627440319,False,3,2186,Trg žrtava fašizma,secondary,True,72.006,"LINESTRING (15.8051068 45.8574299, 15.8051004 45.8574568, 15.8049776 45.8579716, 15.8049544 45.8580687)",,,
136607866,True,,,,residential,False,57.468,"LINESTRING (15.8080215 45.856365, 15.8079183 45.8568768)",,,
122239089,True,,,Oborovska ulica,residential,False,29.73,"LINESTRING (15.8080215 45.856365, 15.8082019 45.8563849, 15.8083972 45.8563511)",,,
54607202,True,,,Ulica Matije Fistrića,residential,False,45.565,"LINESTRING (15.8079183 45.8568768, 15.8073373 45.8568121)",,,
122197011,False,,,Ulica Ivana Svrača,residential,True,33.496,"LINESTRING (15.8073373 45.8568121, 15.8072813 45.8571108)",,,
54607202,True,,,Ulica Matije Fistrića,residential,False,95.152,"LINESTRING (15.8073373 45.8568121, 15.8072842 45.8568066, 15.8061273 45.8566635)",,,
122197011,False,,,Ulica Ivana Svrača,residential,False,33.496,"LINESTRING (15.8072813 45.8571108, 15.8073373 45.8568121)",,,
122197011,False,,,Ulica Ivana Svrača,residential,True,50.165,"LINESTRING (15.8072813 45.8571108, 15.8071558 45.8575534)",,,
122239078,False,,,Ulica Ivana Svrača,residential,False,83.655,"LINESTRING (15.8072813 45.8571108, 15.8083451 45.8572415)",,,
122239087,False,,,Ulica bana Josipa Jelačića,residential,True,41.438,"LINESTRING (15.8046672 45.8622096, 15.8051953 45.8622698)",,,
122197456,False,,,Ulica Stjepana Fabeka,residential,False,224.51999999999998,"LINESTRING (15.8046672 45.8622096, 15.8046966 45.8620333, 15.8047068 45.8619681, 15.804715 45.8618855, 15.8047102 45.861709, 15.8046787 45.8615176, 15.8046406 45.8613677, 15.8046215 45.8612179, 15.8045991 45.861055, 15.8045933 45.8609705, 15.8045604 45.8609257, 15.8045222 45.8609083, 15.8044303 45.8609039, 15.8042806 45.8609049, 15.80415 45.8609349, 15.8039539 45.860988, 15.8036563 45.8610604, 15.8035698 45.8610693)",,,
122239087,False,,,Ulica bana Josipa Jelačića,residential,False,107.544,"LINESTRING (15.8046672 45.8622096, 15.8033736 45.8620938, 15.8032897 45.8620863)",,,
54607216,False,,,Bistranska ulica,residential,True,52.801,"LINESTRING (15.8129984 45.8568719, 15.8123921 45.8566547)",,,
136488603,False,,,,residential,False,36.230999999999995,"LINESTRING (15.8129984 45.8568719, 15.8130339 45.8566725, 15.8130526 45.856631, 15.8130892 45.8565964, 15.8131267 45.8565682)",,,
122238015,False,,,Ulica Jure Petrekovića,residential,False,8.007,"LINESTRING (15.8031755 45.8574256, 15.8032492 45.8574761)",,,
122238015,False,,,Ulica Jure Petrekovića,residential,True,86.629,"LINESTRING (15.8031755 45.8574256, 15.8028546 45.8572364, 15.8025811 45.857095, 15.8023661 45.8570214, 15.802259 45.8569869)",,,
131120560,False,2,2186,Ulica bana Josipa Jelačića,secondary,False,22.626,"LINESTRING (15.8032034 45.8622807, 15.8032897 45.8620863)",,,
131120560,False,2,2186,Ulica bana Josipa Jelačića,secondary,True,17.92,"LINESTRING (15.8032034 45.8622807, 15.8031233 45.8624319)",,,
463854694,False,,,Ulica bana Josipa Jelačića,residential,False,143.987,"LINESTRING (15.8032034 45.8622807, 15.8032838 45.8622898, 15.8038183 45.8623503, 15.8041887 45.8623902, 15.8047549 45.862452, 15.8050392 45.8624865)",,,
463854694,False,,,Ulica bana Josipa Jelačića,residential,True,143.987,"LINESTRING (15.8050392 45.8624865, 15.8047549 45.862452, 15.8041887 45.8623902, 15.8038183 45.8623503, 15.8032838 45.8622898, 15.8032034 45.8622807)",,,
131120560,False,2,2186,Ulica bana Josipa Jelačića,secondary,False,17.92,"LINESTRING (15.8031233 45.8624319, 15.8032034 45.8622807)",,,
131120560,False,2,2186,Ulica bana Josipa Jelačića,secondary,True,18.074,"LINESTRING (15.8031233 45.8624319, 15.8030369 45.8625829)",,,
