osmid,oneway,lanes,ref,highway,reversed,length,geometry,name,junction,width,maxspeed,tunnel
768286484,True,1,5206,secondary,False,34.167,"LINESTRING (14.3457772 45.3710307, 14.3457048 45.3710722, 14.3456561 45.3710883, 14.3456165 45.3710932, 14.345528 45.3710996, 14.3455017 45.3711015, 14.3453697 45.3711197)",,,,,
984492682,False,,,residential,False,29.834,"LINESTRING (14.3440131 45.3748818, 14.344129 45.3748461, 14.3442164 45.3748161, 14.3442672 45.3747718, 14.3442852 45.3747191)",,,,,
"[984892034, 254526811, 1172687645]",False,,,residential,False,471.01,"LINESTRING (14.3442852 45.3747191, 14.3444341 45.3747399, 14.3448907 45.3746923, 14.3451756 45.3746451, 14.345283 45.3746183, 14.3456691 45.3745189, 14.3459078 45.3745062, 14.346017 45.3745004, 14.3462664 45.3744261, 14.3463954 45.3743477, 14.3466444 45.3741543, 14.3467021 45.3741095, 14.3468033 45.3739911, 14.3468728 45.3739098, 14.3470649 45.3735397, 14.3471508 45.373437, 14.3472717 45.3733683, 14.3473888 45.3731759, 14.3474418 45.3730795, 14.3475132 45.3729935, 14.3476901 45.3728828, 14.3482842 45.3727785, 14.3484948 45.3727446, 14.3485583 45.3727059, 14.3486993 45.3725981, 14.3488075 45.3725698, 14.3488795 45.372559)","['Brnini', 'Put Vladimira Nazora']",,2.5,,
984492682,False,,,residential,False,12.977,"LINESTRING (14.3442852 45.3747191, 14.3443058 45.3746476, 14.344318 45.3746047)",,,,,
984492682,False,,,residential,True,29.833999999999996,"LINESTRING (14.3442852 45.3747191, 14.3442672 45.3747718, 14.3442164 45.3748161, 14.344129 45.3748461, 14.3440131 45.3748818)",,,,,
984492682,False,,,residential,True,12.977,"LINESTRING (14.344318 45.3746047, 14.3443058 45.3746476, 14.3442852 45.3747191)",,,,,
417941333,True,1,5019,secondary,False,9.946,"LINESTRING (14.3454252 45.3710408, 14.3454195 45.3710603, 14.3454002 45.3710923, 14.3453697 45.3711197)",,roundabout,,,
974782555,True,1,5206,secondary,False,27.628,"LINESTRING (14.3454252 45.3710408, 14.3455389 45.3710465, 14.3456265 45.371045, 14.3457772 45.3710307)",,,,,
48486267,False,,5047,secondary,False,55.474000000000004,"LINESTRING (14.3427598 45.3708732, 14.3431455 45.3709058, 14.3432426 45.3709204, 14.3434597 45.3709542)",Kastavska cesta,,,,
"[150793026, 1170386311]",False,,,residential,True,56.223,"LINESTRING (14.3549317 45.3690111, 14.3548915 45.3689833, 14.3546747 45.3688328, 14.3545015 45.3687346, 14.3543701 45.3687101)",Jurčići,,,,
