osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,bridge,lanes
48531799,False,Charlotte Street,residential,50,True,94.23,"LINESTRING (150.5888242 -34.5927713, 150.5898395 -34.5929112)",,,
48531801,False,Arney Street,residential,50,True,116.967,"LINESTRING (150.5888242 -34.5927713, 150.5890421 -34.5917348)",,,
48531799,False,Charlotte Street,residential,50,False,94.23,"LINESTRING (150.5898395 -34.5929112, 150.5888242 -34.5927713)",,,
158493223,False,South Street,tertiary,50,False,203.809,"LINESTRING (150.5910216 -34.5909523, 150.5932191 -34.5912471)",,,
48531800,False,Armstrong Crescent,residential,50,True,264.951,"LINESTRING (150.5910216 -34.5909523, 150.5908592 -34.5917015, 150.5908356 -34.5917572, 150.5908049 -34.5918027, 150.5907692 -34.5918393, 150.5907218 -34.5918759, 150.5906822 -34.5918966, 150.5906425 -34.5919133, 150.5905884 -34.5919253, 150.5905302 -34.5919307, 150.5890421 -34.5917348)",,,
158493223,False,South Street,tertiary,50,True,164.416,"LINESTRING (150.5910216 -34.5909523, 150.5901814 -34.5908312, 150.5892524 -34.5906972)",,,
51801391,False,Charlotte Street,residential,50,True,143.852,"LINESTRING (150.591214 -34.5930775, 150.5923406 -34.5932355, 150.5927632 -34.5932948)",,,
51801391,False,Charlotte Street,residential,50,False,143.852,"LINESTRING (150.5927632 -34.5932948, 150.5923406 -34.5932355, 150.591214 -34.5930775)",,,
51801392,False,Belmore Falls Road,tertiary,50,False,114.33500000000001,"LINESTRING (150.5927632 -34.5932948, 150.5929065 -34.5928075, 150.5930095 -34.5922875)",,,
51801393,False,Victor Crescent,residential,50,True,263.417,"LINESTRING (150.5907535 -34.5926618, 150.5908255 -34.5922209, 150.5908359 -34.5921743, 150.5908543 -34.592133, 150.5908783 -34.592096, 150.5909132 -34.5920669, 150.5909558 -34.5920513, 150.5910128 -34.5920398, 150.5910998 -34.5920417, 150.5913501 -34.5920634, 150.5917004 -34.5921089, 150.5922719 -34.592187, 150.5925458 -34.5922282, 150.592941 -34.5922784, 150.5930095 -34.5922875)",,,
51801392,False,Belmore Falls Road,tertiary,50,False,117.267,"LINESTRING (150.5930095 -34.5922875, 150.5932101 -34.5912918, 150.5932191 -34.5912471)",,,
51801392,False,Belmore Falls Road,tertiary,50,True,114.33500000000001,"LINESTRING (150.5930095 -34.5922875, 150.5929065 -34.5928075, 150.5927632 -34.5932948)",,,
51801393,False,Victor Crescent,residential,50,False,263.417,"LINESTRING (150.5930095 -34.5922875, 150.592941 -34.5922784, 150.5925458 -34.5922282, 150.5922719 -34.592187, 150.5917004 -34.5921089, 150.5913501 -34.5920634, 150.5910998 -34.5920417, 150.5910128 -34.5920398, 150.5909558 -34.5920513, 150.5909132 -34.5920669, 150.5908783 -34.592096, 150.5908543 -34.592133, 150.5908359 -34.5921743, 150.5908255 -34.5922209, 150.5907535 -34.5926618)",,,
158483728,False,Meryla Street,residential,,True,137.98000000000002,"LINESTRING (150.5969716 -34.586766, 150.5969581 -34.5868421, 150.5969425 -34.5869155, 150.5968563 -34.5873217, 150.5967148 -34.5879887)",,,
297871183,False,North Street,residential,,False,101.866,"LINESTRING (150.5969716 -34.586766, 150.5965865 -34.5867098, 150.5958759 -34.5866062)",,,
158483728,False,Meryla Street,residential,,False,138.615,"LINESTRING (150.596468 -34.5892168, 150.5964636 -34.5891472, 150.5965903 -34.5886027, 150.5967148 -34.5879887)",,,
158483729,False,Meryla Street,tertiary,50,True,271.181,"LINESTRING (150.596468 -34.5892168, 150.5964585 -34.5892772, 150.5964275 -34.5894522, 150.5963501 -34.5898245, 150.5962301 -34.5904288, 150.5962073 -34.590526, 150.5961821 -34.5906337, 150.5961702 -34.5906846, 150.5961345 -34.5908371, 150.5960971 -34.5910379, 150.5960826 -34.5911156, 150.5960678 -34.5911949, 150.5959947 -34.5915878, 150.5959881 -34.5916231)",,,
"[766900659, 635172213]",False,Hoddle Street,trunk,50,False,462.53200000000004,"LINESTRING (150.596468 -34.5892168, 150.5948021 -34.5889867, 150.5945942 -34.588958, 150.5943853 -34.58893, 150.5943562 -34.5889259, 150.5940946 -34.5888894, 150.5939772 -34.588873, 150.5925019 -34.5886679, 150.592031 -34.5886009, 150.5915606 -34.588534, 150.591486 -34.5885234)",A48;8,,2
158483729,False,Meryla Street,tertiary,50,False,271.181,"LINESTRING (150.5959881 -34.5916231, 150.5959947 -34.5915878, 150.5960678 -34.5911949, 150.5960826 -34.5911156, 150.5960971 -34.5910379, 150.5961345 -34.5908371, 150.5961702 -34.5906846, 150.5961821 -34.5906337, 150.5962073 -34.590526, 150.5962301 -34.5904288, 150.5963501 -34.5898245, 150.5964275 -34.5894522, 150.5964585 -34.5892772, 150.596468 -34.5892168)",,,
158493223,False,South Street,tertiary,50,True,256.93899999999996,"LINESTRING (150.5959881 -34.5916231, 150.5956586 -34.5915894, 150.5949577 -34.5915025, 150.5937895 -34.5913309, 150.5932191 -34.5912471)",,,
158493213,False,Caalong Street,residential,50,False,66.03399999999999,"LINESTRING (150.5913767 -34.5891104, 150.5914729 -34.5885985, 150.591486 -34.5885234)",,,
158493213,False,Caalong Street,residential,50,True,74.556,"LINESTRING (150.5913767 -34.5891104, 150.5912764 -34.5896401, 150.5912345 -34.58977)",,,
635485767,False,Alcorn Lane,residential,,False,232.03899999999996,"LINESTRING (150.5913767 -34.5891104, 150.59126 -34.5890997, 150.5905465 -34.5890103, 150.5898679 -34.5889208, 150.5891572 -34.5888148, 150.5888741 -34.5887805)",,,
158493213,False,Caalong Street,residential,50,False,74.556,"LINESTRING (150.5912345 -34.58977, 150.5912764 -34.5896401, 150.5913767 -34.5891104)",,,
297871183,False,North Street,residential,,True,101.866,"LINESTRING (150.5958759 -34.5866062, 150.5965865 -34.5867098, 150.5969716 -34.586766)",,,
567085967,False,North Street,residential,,True,131.827,"LINESTRING (150.5931576 -34.585882, 150.5931421 -34.586009, 150.5931167 -34.5860769, 150.5931011 -34.5861063, 150.5930898 -34.5861277, 150.5930664 -34.5861415, 150.5929785 -34.5861619, 150.5928867 -34.5861547, 150.5925514 -34.5860885, 150.5919908 -34.585986)",,,1
"[374406869, 374406870, 158493215]",False,Caalong Street,tertiary,50,True,285.92900000000003,"LINESTRING (150.5919908 -34.585986, 150.5919481 -34.5861894, 150.5918472 -34.5866695, 150.5917155 -34.5872963, 150.5917035 -34.5873535, 150.5916913 -34.5874113, 150.5916704 -34.5875107, 150.5915913 -34.5879078, 150.5915446 -34.5881743, 150.5915096 -34.5883879, 150.5915014 -34.5884347, 150.591486 -34.5885234)",15,yes,
567085967,False,North Street,residential,,False,131.82700000000003,"LINESTRING (150.5919908 -34.585986, 150.5925514 -34.5860885, 150.5928867 -34.5861547, 150.5929785 -34.5861619, 150.5930664 -34.5861415, 150.5930898 -34.5861277, 150.5931011 -34.5861063, 150.5931167 -34.5860769, 150.5931421 -34.586009, 150.5931576 -34.585882)",,,1
46973761,False,Wallangunda Street,residential,,True,45.61,"LINESTRING (150.5888741 -34.5887805, 150.5887893 -34.5891847)",,,
1108402233,False,Alcorn Lane,residential,,False,53.293,"LINESTRING (150.5888741 -34.5887805, 150.5883002 -34.5887)",,,
46973761,False,Wallangunda Street,residential,,False,69.115,"LINESTRING (150.5888741 -34.5887805, 150.588878 -34.5887568, 150.5889859 -34.5882254, 150.588994 -34.5881669)",,,
635485767,False,Alcorn Lane,residential,,True,232.03900000000002,"LINESTRING (150.5888741 -34.5887805, 150.5891572 -34.5888148, 150.5898679 -34.5889208, 150.5905465 -34.5890103, 150.59126 -34.5890997, 150.5913767 -34.5891104)",,,
1108402233,False,Alcorn Lane,residential,,True,53.293,"LINESTRING (150.5883002 -34.5887, 150.5888741 -34.5887805)",,,
