osmid,oneway,lanes,highway,reversed,length,ref,name,geometry,junction,maxspeed
52507280,True,,tertiary,False,2.965,,,"LINESTRING (146.3266807 -36.3524077, 146.3267131 -36.3524132)",roundabout,
52507280,True,,tertiary,False,17.52,,,"LINESTRING (146.3267131 -36.3524132, 146.3267408 -36.352427, 146.3267612 -36.3524475, 146.3267718 -36.3524723, 146.3267714 -36.3524986, 146.32676 -36.3525232, 146.326739 -36.3525433)",roundabout,
300176707,True,,tertiary,False,45.06400000000001,,Faithfull Street,"LINESTRING (146.3267131 -36.3524132, 146.326754 -36.3523869, 146.3267996 -36.3523739, 146.3268479 -36.3523739, 146.3268731 -36.3523793, 146.3268988 -36.3523847, 146.3269659 -36.3524042, 146.3270118 -36.35243, 146.3270464 -36.3524495, 146.3271228 -36.3525362)",,
52507280,True,,tertiary,False,5.9350000000000005,,,"LINESTRING (146.326739 -36.3525433, 146.3267103 -36.3525567, 146.3266777 -36.3525613)",roundabout,
30253125,True,1,tertiary,False,192.375,,Ovens Street,"LINESTRING (146.3266777 -36.3525613, 146.3265845 -36.3526406, 146.3261064 -36.3529789, 146.325232 -36.3535864, 146.325166 -36.3536439, 146.3250972 -36.3537271)",,40
52507280,True,,tertiary,False,8.821,,,"LINESTRING (146.3266777 -36.3525613, 146.3266453 -36.3525568, 146.3266168 -36.3525437, 146.3265955 -36.3525236)",roundabout,
439473511,False,,tertiary,True,16.081,,Ovens Street,"LINESTRING (146.3204272 -36.3568, 146.3205644 -36.3567067)",,
1039571245,False,,tertiary,False,35.172,,Ovens Street,"LINESTRING (146.3204272 -36.3568, 146.3201261 -36.3570031)",,
414211343,True,,residential,False,41.087,,Cusack Street,"LINESTRING (146.3204272 -36.3568, 146.3203929 -36.3567435, 146.3203732 -36.3567186, 146.3203431 -36.3566903, 146.320314 -36.3566677, 146.3202715 -36.3566441, 146.3202259 -36.3566258, 146.3201613 -36.3566036, 146.3200807 -36.356583)",,
31976762,False,,unclassified,False,44.263000000000005,,Docker Street,"LINESTRING (146.3228677 -36.3550288, 146.3227669 -36.3549928, 146.3227505 -36.3549869, 146.322395 -36.3549167)",,
52507282,True,,tertiary,False,20.630000000000003,,,"LINESTRING (146.3228677 -36.3550288, 146.3228949 -36.3550013, 146.3229226 -36.3549863, 146.3229645 -36.3549765, 146.3229889 -36.3549762, 146.3230312 -36.3549852, 146.3230655 -36.3550041)",roundabout,
31976760,False,2,tertiary,True,214.272,,Ovens Street,"LINESTRING (146.3230655 -36.3550041, 146.3231928 -36.3549291, 146.323571 -36.3546747, 146.3242973 -36.3541862, 146.3249082 -36.3537753)",,
52507282,True,,tertiary,False,15.009999999999998,,,"LINESTRING (146.3230655 -36.3550041, 146.3230967 -36.3550429, 146.323104 -36.355083, 146.3230864 -36.3551291)",roundabout,
"[30253122, 771823671]",False,,residential,True,205.202,,Ford Street,"LINESTRING (146.3230864 -36.3551291, 146.3231961 -36.355194, 146.3233883 -36.3553877, 146.3234615 -36.3554615, 146.3236969 -36.3556988, 146.3240518 -36.3560566, 146.3241273 -36.3561374, 146.3241921 -36.3562067, 146.3245234 -36.3565614)",,
52507282,True,,tertiary,False,21.610000000000003,,,"LINESTRING (146.3230864 -36.3551291, 146.3230579 -36.3551557, 146.3230353 -36.3551676, 146.3229934 -36.3551779, 146.3229636 -36.3551779, 146.3229218 -36.3551678, 146.3228802 -36.3551408)",roundabout,
52507283,True,1,secondary,False,97.614,C314,Murphy Street,"LINESTRING (146.3246175 -36.3565718, 146.3248695 -36.3564837, 146.3254821 -36.3560504)",,
719025675,True,,secondary,False,14.930000000000001,C314,,"LINESTRING (146.3246175 -36.3565718, 146.3246504 -36.3565943, 146.3246717 -36.3566244, 146.3246789 -36.356654, 146.3246732 -36.3566884)",roundabout,
52507295,True,,secondary,False,4.786,C374,,"LINESTRING (146.3229031 -36.3527834, 146.3229508 -36.352764)",roundabout,
52507295,True,,secondary,False,12.709,C374,,"LINESTRING (146.3229508 -36.352764, 146.3230038 -36.3527589, 146.3230305 -36.3527621, 146.3230795 -36.3527791, 146.3230855 -36.3527836)",roundabout,
394231615,True,1,residential,False,17.219,,Baker Street,"LINESTRING (146.3229508 -36.352764, 146.3229914 -36.3527152, 146.3230579 -36.3526354)",,
52507295,True,,secondary,False,21.018,C374,,"LINESTRING (146.3230815 -36.352985, 146.3230328 -36.3530026, 146.3229583 -36.3530028, 146.3229095 -36.3529853, 146.322871 -36.3529555)",roundabout,
300176703,True,,residential,False,67.81700000000001,,Baker Street,"LINESTRING (146.3230815 -36.352985, 146.3230177 -36.353048, 146.3229874 -36.3530949, 146.3229828 -36.353102, 146.3229401 -36.3531972, 146.3228275 -36.3535523)",,
52507295,True,,secondary,False,4.78,C374,,"LINESTRING (146.322871 -36.3529555, 146.3228475 -36.3529169)",roundabout,
52507295,True,,secondary,False,16.523,C374,,"LINESTRING (146.3228475 -36.3529169, 146.3228456 -36.3528543, 146.3228666 -36.3528148, 146.3228808 -36.3528026, 146.3229031 -36.3527834)",roundabout,
300402431,True,4,secondary,False,161.332,C374,Rowan Street,"LINESTRING (146.3228475 -36.3529169, 146.3227491 -36.3528732, 146.3219419 -36.3527086, 146.3211118 -36.3525388)",,
31976759,True,,secondary,False,3.787,C374,,"LINESTRING (146.3249572 -36.3536391, 146.3249992 -36.3536351)",roundabout,
48383446,False,,residential,False,130.451,,Meldrum Street,"LINESTRING (146.3183946 -36.359359, 146.3198297 -36.3595607)",,
286852670,True,1,tertiary,False,9.759,,Perry Street,"LINESTRING (146.3183946 -36.359359, 146.3184012 -36.3592714)",,
220566288,False,,tertiary,True,129.99099999999999,,Perry Street,"LINESTRING (146.3183946 -36.359359, 146.3182968 -36.3597959, 146.3181371 -36.3605095)",,
220566412,False,,residential,True,79.942,,Moore Street,"LINESTRING (146.3199791 -36.3588519, 146.3198297 -36.3595607)",,
286842441,True,1,residential,False,58.06999999999999,,Moore Street,"LINESTRING (146.3199791 -36.3588519, 146.3199809 -36.3587812, 146.3199762 -36.3587076, 146.3199678 -36.3586534, 146.3199574 -36.3586147, 146.319941 -36.3585778, 146.319921 -36.3585541, 146.3198893 -36.3585318, 146.3198632 -36.3585216, 146.3198313 -36.3585175, 146.3197648 -36.3585099, 146.3196682 -36.3585195)",,
54356012,True,1,secondary_link,False,1.58,,,"LINESTRING (146.3184185 -36.3588735, 146.3184269 -36.358861)",,
787455514,True,,secondary,False,28.285,C314,Ryley Street,"LINESTRING (146.3184185 -36.3588735, 146.3182882 -36.3588977, 146.3181103 -36.3589292)",,
220557709,True,,secondary,False,173.486,C314,Ryley Street,"LINESTRING (146.3190983 -36.3585739, 146.3200024 -36.3582734, 146.3207431 -36.358018, 146.3208829 -36.3579669)",,
897840013,True,,secondary,False,9.82,C314,,"LINESTRING (146.3244419 -36.3566167, 146.3244663 -36.3565881, 146.3245014 -36.3565679, 146.3245234 -36.3565614)",roundabout,
"[719025677, 897840014]",True,,secondary,False,13.909,C314,,"LINESTRING (146.3246732 -36.3566884, 146.3246532 -36.3567192, 146.3246353 -36.3567343, 146.3245981 -36.3567519, 146.3245557 -36.3567581)",roundabout,
52508027,True,,secondary,False,22.17,C314,,"LINESTRING (146.3245557 -36.3567581, 146.3245045 -36.3567495, 146.3244688 -36.3567302, 146.3244434 -36.3567021, 146.3244314 -36.3566687, 146.3244311 -36.3566503, 146.3244419 -36.3566167)",roundabout,
"[771823672, 286842451]",True,,secondary,False,288.978,C314,Ryley Street,"LINESTRING (146.3245557 -36.3567581, 146.324474 -36.356759, 146.3244203 -36.3567698, 146.3243561 -36.3567895, 146.3242847 -36.3568088, 146.3241442 -36.3568585, 146.3236296 -36.3570592, 146.3230572 -36.3572789, 146.3223699 -36.3575348, 146.3223016 -36.3575602, 146.3221725 -36.3576073, 146.3216147 -36.357811)",,
52535239,False,,residential,False,222.397,,Mackay Street,"LINESTRING (146.3198808 -36.3544021, 146.3199143 -36.35429, 146.3204506 -36.352496, 146.3204621 -36.3524576)",,
220534109,False,,unclassified,True,91.982,,Docker Street,"LINESTRING (146.3198808 -36.3544021, 146.3199668 -36.3544197, 146.3200367 -36.354434, 146.3201985 -36.3544671, 146.3204131 -36.354511, 146.3208763 -36.3546058)",,
"[621964520, 48200155]",False,,residential,False,132.92700000000002,,Chisholm Street,"LINESTRING (146.3269312 -36.3574036, 146.3270058 -36.3573464, 146.3275088 -36.3569884, 146.3280378 -36.3566069)",,
300176701,False,,residential,False,128.793,,Ely Street,"LINESTRING (146.3269312 -36.3574036, 146.3270248 -36.3575291, 146.327048 -36.3575978, 146.3270427 -36.3576497, 146.3269969 -36.3577212, 146.3268833 -36.3577925, 146.3266818 -36.3578948, 146.3265159 -36.357979, 146.3263174 -36.3580611, 146.3261189 -36.3580913)",,
300176701,False,,residential,True,191.209,,Ely Street,"LINESTRING (146.3269312 -36.3574036, 146.3260029 -36.3565102, 146.3255889 -36.3561192, 146.3255523 -36.356091)",,
300176701,False,,residential,True,128.793,,Ely Street,"LINESTRING (146.3261189 -36.3580913, 146.3263174 -36.3580611, 146.3265159 -36.357979, 146.3266818 -36.3578948, 146.3268833 -36.3577925, 146.3269969 -36.3577212, 146.3270427 -36.3576497, 146.327048 -36.3575978, 146.3270248 -36.3575291, 146.3269312 -36.3574036)",,
48383446,False,,residential,True,138.664,,Meldrum Street,"LINESTRING (146.3213503 -36.3597964, 146.3198297 -36.3595607)",,
48383446,False,,residential,False,65.933,,Meldrum Street,"LINESTRING (146.3213503 -36.3597964, 146.3219933 -36.3598951, 146.3220739 -36.359906)",,
50537341,False,,residential,True,38.24,,Allan Court,"LINESTRING (146.3213503 -36.3597964, 146.3213217 -36.359937, 146.3212814 -36.3601358)",,
52507281,False,,tertiary,False,141.78,,Ovens Street,"LINESTRING (146.3217743 -36.3558843, 146.3205644 -36.3567067)",,
52507281,False,,tertiary,True,129.024,,Ovens Street,"LINESTRING (146.3217743 -36.3558843, 146.3219414 -36.3557722, 146.3222185 -36.3555863, 146.322446 -36.3554366, 146.3227266 -36.355252, 146.3228802 -36.3551408)",,
54236610,False,,residential,True,215.931,,The Close,"LINESTRING (146.3217743 -36.3558843, 146.3215993 -36.3558467, 146.3209627 -36.35571, 146.3208279 -36.3556709, 146.3207605 -36.3556403, 146.3207159 -36.355602, 146.320667 -36.3555406, 146.3206462 -36.3554853, 146.3206321 -36.3554005, 146.3206454 -36.3553338, 146.3208258 -36.3547651, 146.3208763 -36.3546058)",,
54236610,False,,residential,False,215.93099999999998,,The Close,"LINESTRING (146.3208763 -36.3546058, 146.3208258 -36.3547651, 146.3206454 -36.3553338, 146.3206321 -36.3554005, 146.3206462 -36.3554853, 146.320667 -36.3555406, 146.3207159 -36.355602, 146.3207605 -36.3556403, 146.3208279 -36.3556709, 146.3209627 -36.35571, 146.3215993 -36.3558467, 146.3217743 -36.3558843)",,
220534109,False,,unclassified,False,91.982,,Docker Street,"LINESTRING (146.3208763 -36.3546058, 146.3204131 -36.354511, 146.3201985 -36.3544671, 146.3200367 -36.354434, 146.3199668 -36.3544197, 146.3198808 -36.3544021)",,
220534109,False,,unclassified,True,132.68599999999998,,Docker Street,"LINESTRING (146.3208763 -36.3546058, 146.3213927 -36.3547092, 146.3221402 -36.354864, 146.3223123 -36.3548997)",,
48383446,False,,residential,True,65.933,,Meldrum Street,"LINESTRING (146.3220739 -36.359906, 146.3219933 -36.3598951, 146.3213503 -36.3597964)",,
"[220566410, 239023475]",False,2,secondary,False,203.985,C521,"['Millard Street', 'Meldrum Street']","LINESTRING (146.3248516 -36.3608777, 146.3248528 -36.3608462, 146.3248504 -36.3607991, 146.324842 -36.3607418, 146.3248198 -36.3606807, 146.3248031 -36.360644, 146.324765 -36.3606033, 146.3247067 -36.3605838, 146.3246432 -36.3605378, 146.3245541 -36.3604858, 146.3244664 -36.360441, 146.3241121 -36.360287, 146.3239973 -36.3602455, 146.3238596 -36.3602028, 146.3237584 -36.3601764, 146.3236458 -36.3601535, 146.3230003 -36.3600556)",,
71183889,True,,secondary,False,16.336,C314,Ryley Street,"LINESTRING (146.317863 -36.3588033, 146.318043 -36.3587794)",,
"[439473512, 951695985]",True,1,tertiary,False,59.14600000000001,,Ovens Street,"LINESTRING (146.317863 -36.3588033, 146.3180485 -36.3587322, 146.3180916 -36.3587137, 146.3181323 -36.3586949, 146.3181784 -36.3586682, 146.3182154 -36.3586388, 146.3182448 -36.3586095, 146.3182664 -36.358582, 146.3182885 -36.3585439, 146.3183003 -36.35851, 146.3183137 -36.3584568)",,
54356011,True,1,secondary,False,37.272999999999996,,Wangaratta Road,"LINESTRING (146.318043 -36.3587794, 146.3181935 -36.3587818, 146.3182676 -36.3587839, 146.3183123 -36.3587897, 146.3183472 -36.3588029, 146.318372 -36.3588184, 146.3184078 -36.3588442, 146.3184269 -36.358861)",,
71183889,True,,secondary,False,61.524,C314,Ryley Street,"LINESTRING (146.318043 -36.3587794, 146.3183834 -36.3587216, 146.3185436 -36.3586925, 146.318714 -36.3586606)",,
220534504,True,2,secondary,False,163.806,C374,Rowan Street,"LINESTRING (146.3211293 -36.3524898, 146.3218766 -36.3526469, 146.3226341 -36.3527979, 146.3227612 -36.3528156, 146.3229031 -36.3527834)",,
52535239,False,,residential,True,222.397,,Mackay Street,"LINESTRING (146.3204621 -36.3524576, 146.3204506 -36.352496, 146.3199143 -36.35429, 146.3198808 -36.3544021)",,
300176708,True,1,residential,False,59.786,,,"LINESTRING (146.3211118 -36.3525388, 146.3209929 -36.35256, 146.3204621 -36.3524576)",,
787455514,True,,secondary,False,57.178,C314,Ryley Street,"LINESTRING (146.3181103 -36.3589292, 146.317483 -36.3590252)",,
239376627,True,1,tertiary,False,48.8,,Perry Street,"LINESTRING (146.3184012 -36.3592714, 146.3183768 -36.3591934, 146.3183489 -36.3591239, 146.3183201 -36.3590764, 146.3182957 -36.3590448, 146.318265 -36.3590111, 146.3182416 -36.3589875, 146.3182086 -36.358962, 146.3181811 -36.3589477, 146.3181503 -36.3589372, 146.3181103 -36.3589292)",,
286852670,True,1,tertiary,False,44.48900000000001,,Perry Street,"LINESTRING (146.3184012 -36.3592714, 146.3184029 -36.3591063, 146.3184012 -36.3590406, 146.3183987 -36.3590009, 146.3183986 -36.3589598, 146.3184 -36.3589311, 146.3184052 -36.358905, 146.3184185 -36.3588735)",,
52507281,False,,tertiary,True,141.78,,Ovens Street,"LINESTRING (146.3205644 -36.3567067, 146.3217743 -36.3558843)",,
439473511,False,,tertiary,False,16.081,,Ovens Street,"LINESTRING (146.3205644 -36.3567067, 146.3204272 -36.3568)",,
286838854,True,2,secondary,False,4.059,C521,Meldrum Street,"LINESTRING (146.32249 -36.3599319, 146.3224549 -36.3599088)",,
286838857,True,,tertiary,False,16.49,,Roger Street,"LINESTRING (146.32249 -36.3599319, 146.3224808 -36.3599524, 146.3224684 -36.3599768, 146.3224523 -36.3600028, 146.322425 -36.3600359, 146.3224017 -36.360061)",,
286838853,True,,secondary_link,False,3.544,,,"LINESTRING (146.3224549 -36.3599088, 146.322492 -36.3598977)",,
286838854,True,2,secondary,False,13.591000000000001,C521,Meldrum Street,"LINESTRING (146.3224549 -36.3599088, 146.3224199 -36.3598729, 146.3223692 -36.3598081)",,
286838856,False,,tertiary,True,13.165,,,"LINESTRING (146.3224549 -36.3599088, 146.3224289 -36.3599203, 146.3224014 -36.359938, 146.3223823 -36.3599544, 146.3223492 -36.359989)",,
286838854,True,2,secondary,False,31.591,C521,Meldrum Street,"LINESTRING (146.3228135 -36.3600367, 146.3227364 -36.3600236, 146.3226507 -36.3600046, 146.3225813 -36.3599795, 146.3225139 -36.3599476, 146.32249 -36.3599319)",,
286838855,True,,tertiary,False,38.94700000000001,,Roger Street,"LINESTRING (146.3228135 -36.3600367, 146.3225776 -36.3600119, 146.3225391 -36.3600111, 146.3225086 -36.3600114, 146.3224875 -36.3600127, 146.3224682 -36.3600175, 146.3224551 -36.3600219, 146.3224383 -36.360031, 146.3224017 -36.360061)",,
286842456,True,2,secondary,False,40.397,C521,Meldrum Street,"LINESTRING (146.3225862 -36.359914, 146.322642 -36.3599421, 146.3227096 -36.359968, 146.3227738 -36.3599896, 146.3228488 -36.3600122, 146.3230003 -36.3600556)",,
640049005,True,,secondary,False,55.117,C521,Warby Street,"LINESTRING (146.3223692 -36.3598081, 146.3220723 -36.3593739)",,
286842448,True,,tertiary,False,41.928999999999995,,Roger Street,"LINESTRING (146.3222733 -36.3603569, 146.3222851 -36.3602759, 146.3222887 -36.3602006, 146.3222898 -36.3601606, 146.3222934 -36.3601247, 146.322299 -36.3600936, 146.3223071 -36.3600645, 146.3223159 -36.3600445, 146.3223273 -36.3600231, 146.3223492 -36.359989)",,
286838857,True,,tertiary,False,34.922,,Roger Street,"LINESTRING (146.3224017 -36.360061, 146.3223841 -36.3600862, 146.3223689 -36.3601152, 146.3223549 -36.3601487, 146.3222733 -36.3603569)",,
286838851,True,,secondary,False,9.68,,,"LINESTRING (146.3224598 -36.3598156, 146.3224764 -36.3598406, 146.3224844 -36.359859, 146.3224886 -36.3598754, 146.322492 -36.3598977)",,
286842456,True,2,secondary,False,15.812000000000001,C521,Meldrum Street,"LINESTRING (146.3224598 -36.3598156, 146.3225001 -36.3598545, 146.3225399 -36.3598858, 146.3225862 -36.359914)",,
286838851,True,,secondary,False,3.818,,,"LINESTRING (146.322492 -36.3598977, 146.3224926 -36.3599153, 146.32249 -36.3599319)",,
286838853,True,,secondary_link,False,8.846,,,"LINESTRING (146.322492 -36.3598977, 146.3225199 -36.3598963, 146.322539 -36.3598975, 146.3225572 -36.3599019, 146.3225862 -36.359914)",,
220532860,True,,secondary,False,98.411,C314,Ryley Street,"LINESTRING (146.3196682 -36.3585195, 146.319455 -36.3585829, 146.3189696 -36.3587292, 146.3186335 -36.3588172)",,
