osmid,oneway,name,highway,maxspeed,access,reversed,length,geometry,lanes,ref,bridge,junction
183669360,False,Maple Street,tertiary,40,,False,142.756,"LINESTRING (152.9104847 -26.4170401, 152.9104792 -26.4170158, 152.9104497 -26.4169137, 152.9104188 -26.41679, 152.9103377 -26.4163712, 152.9103116 -26.4162552, 152.91028 -26.4161517, 152.9102213 -26.4159884, 152.9101553 -26.4158241, 152.9101428 -26.4157963)",,,,
1239387522,True,Maple Street,tertiary,40,,False,40.513999999999996,"LINESTRING (152.9104847 -26.4170401, 152.9105161 -26.4170915, 152.9105265 -26.4171281, 152.9105336 -26.4171819, 152.9105325 -26.4172275, 152.9105275 -26.4172909, 152.9105126 -26.4173947)",,,,
179426572,False,Oak Street,residential,,,False,213.678,"LINESTRING (152.9059536 -26.422068, 152.9061791 -26.4207047, 152.9062725 -26.4201677)",,,,
1242406393,False,Wattle Street,residential,,,False,191.946,"LINESTRING (152.9072981 -26.4220576, 152.9075893 -26.4203512)",,,,
991602916,False,Garnet Street,tertiary,40,,False,4.235,"LINESTRING (152.9079078 -26.4183026, 152.9079498 -26.4183086)",,,,
991602916,False,Garnet Street,tertiary,40,,True,3.776,"LINESTRING (152.9079078 -26.4183026, 152.9078705 -26.4182965)",,,,
1242406393,False,Wattle Street,residential,,,True,68.85,"LINESTRING (152.9079078 -26.4183026, 152.9078909 -26.4183598, 152.9078768 -26.4184472, 152.9078684 -26.4185023, 152.9078635 -26.4185482, 152.907857 -26.4187039, 152.9078516 -26.418773, 152.9078307 -26.4189167)",,,,
1242406393,False,Wattle Street,residential,,,True,161.311,"LINESTRING (152.9078307 -26.4189167, 152.9075893 -26.4203512)",,,,
179103649,False,Victory Lane,residential,,,False,65.422,"LINESTRING (152.9078307 -26.4189167, 152.9078955 -26.4189283, 152.9084789 -26.4190122)",,,,
1242406393,False,Wattle Street,residential,,,False,68.85000000000001,"LINESTRING (152.9078307 -26.4189167, 152.9078516 -26.418773, 152.907857 -26.4187039, 152.9078635 -26.4185482, 152.9078684 -26.4185023, 152.9078768 -26.4184472, 152.9078909 -26.4183598, 152.9079078 -26.4183026)",,,,
179103662,False,Garnet Street,residential,,,False,81.067,"LINESTRING (152.9108335 -26.418662, 152.9107044 -26.4186531, 152.910251 -26.4185883, 152.9101773 -26.418583, 152.9101127 -26.4185877, 152.9100292 -26.4186086)",,,,
179103647,False,Cedar Street,residential,50,yes,False,143.28,"LINESTRING (152.9116594 -26.420489, 152.9116476 -26.4204163, 152.9116376 -26.4203256, 152.9116332 -26.4202445, 152.9116369 -26.4201602, 152.9116721 -26.4200025, 152.9116969 -26.4199203, 152.9117556 -26.4197404, 152.911832 -26.4195263, 152.9118602 -26.4194104, 152.9118887 -26.4192306)",,,,
179103647,False,Cedar Street,residential,50,yes,True,306.96299999999997,"LINESTRING (152.9116594 -26.420489, 152.9116823 -26.4205924, 152.9117061 -26.4206669, 152.9117423 -26.4207506, 152.9117881 -26.4208308, 152.9118594 -26.420947, 152.911935 -26.4210444, 152.9135655 -26.4226179)",,,,
179103654,False,Topaz Street,residential,50,yes,True,149.76000000000002,"LINESTRING (152.9116594 -26.420489, 152.9118773 -26.4204827, 152.9131631 -26.4204959)",,,,
179103647,False,Cedar Street,residential,50,yes,False,91.30499999999999,"LINESTRING (152.9118887 -26.4192306, 152.9119081 -26.4187538, 152.9119071 -26.4186931, 152.9119021 -26.4186634, 152.9118746 -26.4186195, 152.9118325 -26.4185874, 152.9118213 -26.4185801, 152.9118069 -26.4185733, 152.91179 -26.418567, 152.9116723 -26.4185354)",,,,
179103647,False,Cedar Street,residential,50,yes,True,143.28000000000003,"LINESTRING (152.9118887 -26.4192306, 152.9118602 -26.4194104, 152.911832 -26.4195263, 152.9117556 -26.4197404, 152.9116969 -26.4199203, 152.9116721 -26.4200025, 152.9116369 -26.4201602, 152.9116332 -26.4202445, 152.9116376 -26.4203256, 152.9116476 -26.4204163, 152.9116594 -26.420489)",,,,
179103656,False,Ruby Street,residential,50,,True,207.285,"LINESTRING (152.9118887 -26.4192306, 152.912073 -26.4192382, 152.9133475 -26.4192552, 152.9138263 -26.4192638, 152.9139698 -26.4192653)",,,,
179103654,False,Topaz Street,residential,50,yes,False,149.76000000000002,"LINESTRING (152.9131631 -26.4204959, 152.9118773 -26.4204827, 152.9116594 -26.420489)",,,,
"[74120282, 79604173]",False,"['Kauri Street', 'Topaz Street']",residential,50,,True,146.686,"LINESTRING (152.9146247 -26.4208726, 152.9142673 -26.4207126, 152.9141071 -26.4206222, 152.913975 -26.4204811, 152.9139354 -26.4203334, 152.9139518 -26.4198779)",,,,
759948432,False,Kauri Lane,residential,,,False,177.675,"LINESTRING (152.9146247 -26.4208726, 152.9146262 -26.4208054, 152.9146302 -26.4206415, 152.9146437 -26.4196578, 152.9146554 -26.419275)",,,,
79604173,False,Kauri Street,residential,50,,False,137.674,"LINESTRING (152.9140252 -26.4168033, 152.9140241 -26.4169102, 152.9140188 -26.417416, 152.9140175 -26.4180414)",,,,
79604173,False,Kauri Street,residential,50,,True,69.061,"LINESTRING (152.9140252 -26.4168033, 152.9140257 -26.4163102, 152.9140232 -26.4162812, 152.9140199 -26.4162662, 152.9140053 -26.4162399, 152.9139681 -26.4161971)",,,,
179103664,False,Diamond Street,residential,,,False,97.373,"LINESTRING (152.9140252 -26.4168033, 152.9133683 -26.4168161, 152.9132588 -26.4168336, 152.9130494 -26.4168275)",,,,
179103664,False,Diamond Street,residential,,,True,30.262999999999998,"LINESTRING (152.9140252 -26.4168033, 152.9141203 -26.4167996, 152.9142108 -26.4167969, 152.9142527 -26.4167915, 152.9143282 -26.4167852)",,,,
79604173,False,Kauri Street,residential,50,,False,68.122,"LINESTRING (152.9140175 -26.4180414, 152.9139986 -26.4186538)",,,,
79604173,False,Kauri Street,residential,50,,True,137.674,"LINESTRING (152.9140175 -26.4180414, 152.9140188 -26.417416, 152.9140241 -26.4169102, 152.9140252 -26.4168033)",,,,
179103651,False,Opal Street,residential,,,True,232.804,"LINESTRING (152.9140175 -26.4180414, 152.913849 -26.4180371, 152.9118339 -26.4180016, 152.9116802 -26.4179994)",,,,
79604173,False,Kauri Street,residential,50,,True,68.122,"LINESTRING (152.9139986 -26.4186538, 152.9140175 -26.4180414)",,,,
79604173,False,Kauri Street,residential,50,,False,68.092,"LINESTRING (152.9139986 -26.4186538, 152.9139966 -26.4188703, 152.9139758 -26.4190967, 152.9139698 -26.4192653)",,,,
179755606,False,Opal Lane,residential,,,True,54.712,"LINESTRING (152.9139986 -26.4186538, 152.9138374 -26.4186529, 152.9134492 -26.4186501)",,,,
179103656,False,Ruby Street,residential,50,,False,68.282,"LINESTRING (152.9146554 -26.419275, 152.9141573 -26.4192677, 152.9139698 -26.4192653)",,,,
742790586,False,Kauri Lane,residential,,,True,276.838,"LINESTRING (152.9146554 -26.419275, 152.9147013 -26.4168646, 152.9147022 -26.4167857)",,,,
759948432,False,Kauri Lane,residential,,,True,177.675,"LINESTRING (152.9146554 -26.419275, 152.9146437 -26.4196578, 152.9146302 -26.4206415, 152.9146262 -26.4208054, 152.9146247 -26.4208726)",,,,
179103668,False,Lower Mill Road,unclassified,,yes,False,105.137,"LINESTRING (152.9091021 -26.413964, 152.9090675 -26.4138657, 152.9090338 -26.4136661, 152.9090383 -26.4136362, 152.9090528 -26.4136089, 152.909065 -26.4135972, 152.9090759 -26.4135868, 152.9091054 -26.413572, 152.9091384 -26.413566, 152.9091683 -26.4135685, 152.9091962 -26.413578, 152.9092203 -26.413594, 152.9092386 -26.4136152, 152.9092498 -26.4136401, 152.9092531 -26.4136668, 152.9092216 -26.4137688, 152.9091021 -26.413964)",,,,
179103668,False,Lower Mill Road,unclassified,,yes,True,105.137,"LINESTRING (152.9091021 -26.413964, 152.9092216 -26.4137688, 152.9092531 -26.4136668, 152.9092498 -26.4136401, 152.9092386 -26.4136152, 152.9092203 -26.413594, 152.9091962 -26.413578, 152.9091683 -26.4135685, 152.9091384 -26.413566, 152.9091054 -26.413572, 152.9090759 -26.4135868, 152.909065 -26.4135972, 152.9090528 -26.4136089, 152.9090383 -26.4136362, 152.9090338 -26.4136661, 152.9090675 -26.4138657, 152.9091021 -26.413964)",,,,
179103668,False,Lower Mill Road,unclassified,,yes,True,114.31899999999999,"LINESTRING (152.9091021 -26.413964, 152.9090742 -26.4140419, 152.9089854 -26.4142898, 152.9087579 -26.4145325, 152.9087009 -26.4146508, 152.9086413 -26.414885)",,,,
42103883,False,Kauri Street,residential,,,True,62.126000000000005,"LINESTRING (152.9141819 -26.416043, 152.9140987 -26.4159511, 152.9140609 -26.4159093, 152.9140234 -26.4158613, 152.9140113 -26.4158265, 152.914006 -26.4157832, 152.9140073 -26.4157028, 152.9140052 -26.4155352)",,,,
991609211,False,Tewantin Road,primary,50,,False,27.330000000000002,"LINESTRING (152.9141819 -26.416043, 152.9141225 -26.4160859, 152.9139681 -26.4161971)",2,6,,
82256377,False,Sapphire Street,residential,,yes,False,28.128,"LINESTRING (152.9117657 -26.4142953, 152.9118009 -26.4142979, 152.9120468 -26.41432)",,,,
82256378,True,Sapphire Street,residential,,,False,33.525999999999996,"LINESTRING (152.9117657 -26.4142953, 152.9117298 -26.4143671, 152.9116481 -26.4144191, 152.9114996 -26.4144149)",,,,
990227900,False,Elm Street,primary,60,,True,38.578,"LINESTRING (152.9114996 -26.4144149, 152.9115825 -26.414076)",2,,,
990227900,False,Elm Street,primary,60,,False,121.766,"LINESTRING (152.9114996 -26.4144149, 152.9114667 -26.4145329, 152.9114435 -26.4147059, 152.9114291 -26.4149033, 152.911424 -26.4151618, 152.9114096 -26.4155044)",2,,,
82256377,False,Sapphire Street,residential,,yes,True,28.128,"LINESTRING (152.9120468 -26.41432, 152.9118009 -26.4142979, 152.9117657 -26.4142953)",,,,
990227900,False,Elm Street,primary,60,,False,38.578,"LINESTRING (152.9115825 -26.414076, 152.9114996 -26.4144149)",2,,,
82256378,True,Sapphire Street,residential,,,False,32.67,"LINESTRING (152.9115825 -26.414076, 152.9116902 -26.4141263, 152.9117521 -26.414221, 152.9117657 -26.4142953)",,,,
42103883,False,Kauri Street,residential,,,False,87.975,"LINESTRING (152.9140293 -26.4144543, 152.914002 -26.4152451)",,,,
42103883,False,Kauri Street,residential,,,True,32.259,"LINESTRING (152.9140052 -26.4155352, 152.914002 -26.4152451)",,,,
42103883,False,Kauri Street,residential,,,False,62.126000000000005,"LINESTRING (152.9140052 -26.4155352, 152.9140073 -26.4157028, 152.914006 -26.4157832, 152.9140113 -26.4158265, 152.9140234 -26.4158613, 152.9140609 -26.4159093, 152.9140987 -26.4159511, 152.9141819 -26.416043)",,,,
42103899,False,Pearl Street,residential,,,False,258.511,"LINESTRING (152.9140052 -26.4155352, 152.9138719 -26.4155346, 152.913166 -26.4155287, 152.9124612 -26.4155151, 152.9115599 -26.4155048, 152.9114096 -26.4155044)",,,,
179103664,False,Diamond Street,residential,,,True,97.373,"LINESTRING (152.9130494 -26.4168275, 152.9132588 -26.4168336, 152.9133683 -26.4168161, 152.9140252 -26.4168033)",,,,
262484584,True,Diamond Street,residential,,,False,19.691,"LINESTRING (152.9130494 -26.4168275, 152.9129568 -26.4168145, 152.9128687 -26.416765)",,,,
"[29098507, 29098508, 1025104565, 23254943]",False,Elm Street,primary,50,,False,250.35500000000005,"LINESTRING (152.9116723 -26.4185354, 152.9116652 -26.4186074, 152.9116478 -26.4193241, 152.9116421 -26.4193753, 152.9116325 -26.4194233, 152.9116228 -26.4194582, 152.9116083 -26.4195004, 152.9115955 -26.419532, 152.9115658 -26.4195867, 152.9115264 -26.4196403, 152.911506 -26.4196635, 152.9114859 -26.4196847, 152.9114494 -26.4197193, 152.9114028 -26.4197565, 152.9113812 -26.4197715, 152.9113424 -26.4197954, 152.9113145 -26.4198103, 152.911255 -26.4198361, 152.9112069 -26.4198535, 152.9109816 -26.4199212, 152.910732 -26.4199937, 152.9104733 -26.4200755, 152.9104371 -26.420077, 152.9103979 -26.4200745)","['2', '3']",6,yes,
23254943,False,Elm Street,primary,50,,True,59.697,"LINESTRING (152.9116723 -26.4185354, 152.9116667 -26.4185185, 152.9116802 -26.4179994)",3,6,,
179103647,False,Cedar Street,residential,50,yes,True,91.305,"LINESTRING (152.9116723 -26.4185354, 152.91179 -26.418567, 152.9118069 -26.4185733, 152.9118213 -26.4185801, 152.9118325 -26.4185874, 152.9118746 -26.4186195, 152.9119021 -26.4186634, 152.9119071 -26.4186931, 152.9119081 -26.4187538, 152.9118887 -26.4192306)",,,,
33066504,True,Maple Street,tertiary,40,,False,51.385000000000005,"LINESTRING (152.9100292 -26.4186086, 152.9100421 -26.4186721, 152.9100356 -26.4187456, 152.9100009 -26.4188826, 152.9099661 -26.418968, 152.9099353 -26.4190049, 152.9098904 -26.419028)",1,,,roundabout
179103662,False,Garnet Street,residential,,,True,81.06700000000001,"LINESTRING (152.9100292 -26.4186086, 152.9101127 -26.4185877, 152.9101773 -26.418583, 152.910251 -26.4185883, 152.9107044 -26.4186531, 152.9108335 -26.418662)",,,,
29098503,False,Maple Street,tertiary,40,,False,34.05,"LINESTRING (152.9097705 -26.418966, 152.9096591 -26.4190565, 152.909584 -26.4191385, 152.9095435 -26.419193)",2,,,
33066504,True,Maple Street,tertiary,40,,False,40.145,"LINESTRING (152.9097705 -26.418966, 152.9097554 -26.4188993, 152.909777 -26.418776, 152.9098006 -26.4186955, 152.9098436 -26.4186198)",1,,,roundabout
29098503,False,Maple Street,tertiary,40,,False,344.716,"LINESTRING (152.9095435 -26.419193, 152.9095064 -26.419241, 152.9092904 -26.4195273, 152.9091592 -26.4196993, 152.9091155 -26.4197593, 152.9090707 -26.4198315, 152.909032 -26.419913, 152.9090195 -26.4199428, 152.9090098 -26.4199784, 152.9089618 -26.4202117, 152.9087758 -26.4212604, 152.9087583 -26.4213184, 152.9087389 -26.4213682, 152.9087088 -26.4214221, 152.9086694 -26.4214747, 152.90863 -26.4215145, 152.9085877 -26.4215495, 152.9085519 -26.4215755, 152.9084923 -26.4216155, 152.9083093 -26.4217266, 152.9080943 -26.4218531)",2,,,
29098503,False,Maple Street,tertiary,40,,True,34.05,"LINESTRING (152.9095435 -26.419193, 152.909584 -26.4191385, 152.9096591 -26.4190565, 152.9097705 -26.418966)",2,,,
179103649,False,Victory Lane,residential,,,True,108.882,"LINESTRING (152.9095435 -26.419193, 152.9094626 -26.4191454, 152.9094197 -26.4191287, 152.909328 -26.4191169, 152.9089356 -26.4190735, 152.9084789 -26.4190122)",,,,
79604173,False,Kauri Street,residential,50,,False,68.142,"LINESTRING (152.9139698 -26.4192653, 152.9139518 -26.4198779)",,,,
79604173,False,Kauri Street,residential,50,,True,68.092,"LINESTRING (152.9139698 -26.4192653, 152.9139758 -26.4190967, 152.9139966 -26.4188703, 152.9139986 -26.4186538)",,,,
179103656,False,Ruby Street,residential,50,,False,207.28500000000003,"LINESTRING (152.9139698 -26.4192653, 152.9138263 -26.4192638, 152.9133475 -26.4192552, 152.912073 -26.4192382, 152.9118887 -26.4192306)",,,,
179103656,False,Ruby Street,residential,50,,True,68.282,"LINESTRING (152.9139698 -26.4192653, 152.9141573 -26.4192677, 152.9146554 -26.419275)",,,,
179426572,False,Oak Street,residential,,,True,233.702,"LINESTRING (152.9066386 -26.4180917, 152.9066173 -26.4182076, 152.9064088 -26.4193921, 152.9062758 -26.4201491, 152.9062725 -26.4201677)",,,,
991602916,False,Garnet Street,tertiary,40,,False,124.773,"LINESTRING (152.9066386 -26.4180917, 152.9072046 -26.4181878, 152.9078705 -26.4182965)",,,,
179103649,False,Victory Lane,residential,,,False,108.88199999999999,"LINESTRING (152.9084789 -26.4190122, 152.9089356 -26.4190735, 152.909328 -26.4191169, 152.9094197 -26.4191287, 152.9094626 -26.4191454, 152.9095435 -26.419193)",,,,
179103649,False,Victory Lane,residential,,,True,65.422,"LINESTRING (152.9084789 -26.4190122, 152.9078955 -26.4189283, 152.9078307 -26.4189167)",,,,
179426578,False,Hospital Lane,residential,,,True,321.217,"LINESTRING (152.9084789 -26.4190122, 152.9082835 -26.4201257, 152.908027 -26.4216095, 152.9080185 -26.4216936, 152.9080374 -26.4217696, 152.9080943 -26.4218531)",,,,
179426570,False,Bonnell Lane,residential,,,True,132.707,"LINESTRING (152.9062725 -26.4201677, 152.9075893 -26.4203512)",,,,
179426572,False,Oak Street,residential,,,False,233.70199999999997,"LINESTRING (152.9062725 -26.4201677, 152.9062758 -26.4201491, 152.9064088 -26.4193921, 152.9066173 -26.4182076, 152.9066386 -26.4180917)",,,,
179426572,False,Oak Street,residential,,,True,213.678,"LINESTRING (152.9062725 -26.4201677, 152.9061791 -26.4207047, 152.9059536 -26.422068)",,,,
179426570,False,Bonnell Lane,residential,,,False,132.707,"LINESTRING (152.9075893 -26.4203512, 152.9062725 -26.4201677)",,,,
1242406393,False,Wattle Street,residential,,,False,161.311,"LINESTRING (152.9075893 -26.4203512, 152.9078307 -26.4189167)",,,,
1242406393,False,Wattle Street,residential,,,True,191.946,"LINESTRING (152.9075893 -26.4203512, 152.9072981 -26.4220576)",,,,
"[1025104566, 1025104559]",False,Myall Street,primary,50,,True,202.105,"LINESTRING (152.911186 -26.4217029, 152.9111275 -26.4215921, 152.9110373 -26.4214468, 152.9109764 -26.4213583, 152.9106507 -26.4209077, 152.9106022 -26.4208367, 152.9105741 -26.4207977, 152.9104569 -26.4205999, 152.9104294 -26.420535, 152.9104116 -26.420483, 152.9103997 -26.4204385, 152.9103919 -26.4203968, 152.9103877 -26.420352, 152.9103893 -26.4202655, 152.9103979 -26.4200745)","['2', '3']",6,,
"[179426584, 1242149305, 1242149306]",False,Crystal Street,residential,50,,True,357.18100000000004,"LINESTRING (152.911186 -26.4217029, 152.9110668 -26.4217493, 152.9109727 -26.4217862, 152.9096848 -26.4224922, 152.9096684 -26.4224964, 152.9094939 -26.4225415, 152.9093451 -26.4225501, 152.9081441 -26.4223947, 152.908084 -26.4223869, 152.9079663 -26.4223671, 152.9079174 -26.4223574, 152.9078668 -26.4223454)",2,,,
29098503,False,Maple Street,tertiary,40,,False,3.599,"LINESTRING (152.9080943 -26.4218531, 152.9080639 -26.4218706)",2,,,
29098503,False,Maple Street,tertiary,40,,True,344.7159999999999,"LINESTRING (152.9080943 -26.4218531, 152.9083093 -26.4217266, 152.9084923 -26.4216155, 152.9085519 -26.4215755, 152.9085877 -26.4215495, 152.90863 -26.4215145, 152.9086694 -26.4214747, 152.9087088 -26.4214221, 152.9087389 -26.4213682, 152.9087583 -26.4213184, 152.9087758 -26.4212604, 152.9089618 -26.4202117, 152.9090098 -26.4199784, 152.9090195 -26.4199428, 152.909032 -26.419913, 152.9090707 -26.4198315, 152.9091155 -26.4197593, 152.9091592 -26.4196993, 152.9092904 -26.4195273, 152.9095064 -26.419241, 152.9095435 -26.419193)",2,,,
179426578,False,Hospital Lane,residential,,,False,321.217,"LINESTRING (152.9080943 -26.4218531, 152.9080374 -26.4217696, 152.9080185 -26.4216936, 152.908027 -26.4216095, 152.9082835 -26.4201257, 152.9084789 -26.4190122)",,,,
179426562,True,,tertiary,,,False,14.697,"LINESTRING (152.9074453 -26.4222367, 152.9074632 -26.4222078, 152.9074906 -26.4221856, 152.9075244 -26.4221725, 152.9075612 -26.4221699)",,,,roundabout
179426562,True,,tertiary,,,False,2.864,"LINESTRING (152.9076389 -26.4223344, 152.907618 -26.4223521)",,,,roundabout
1025104561,True,Elm Street,primary,50,,False,87.35300000000001,"LINESTRING (152.9117271 -26.4172162, 152.9117324 -26.4173854, 152.9117299 -26.4175025, 152.9117278 -26.417602, 152.9116802 -26.4179994)",1,6,,
179754040,False,Emerald Street,tertiary,,,False,183.881,"LINESTRING (152.908212 -26.4171254, 152.9082221 -26.417123, 152.908254 -26.4171197, 152.9082976 -26.4171191, 152.908424 -26.417126, 152.908546 -26.4171374, 152.9087741 -26.4171669, 152.9097855 -26.4173089, 152.9100393 -26.417344)",2,,,
