osmid,oneway,name,highway,maxspeed,reversed,length,ref,geometry,lanes
178135660,False,Catherine Street,residential,50,False,146.746,,"LINESTRING (138.9146517 -34.3380787, 138.9154238 -34.337055, 138.9154617 -34.3370107, 138.9155248 -34.336982)",
105580171,False,Clare Road,secondary,50,True,18.99,,"LINESTRING (138.9148258 -34.3381709, 138.9146517 -34.3380787)",
177974023,False,Blyth Street,residential,,True,98.318,,"LINESTRING (138.9148258 -34.3381709, 138.9142612 -34.3389222)",
105580171,False,Clare Road,secondary,50,False,115.843,,"LINESTRING (138.9148258 -34.3381709, 138.9155671 -34.3385494, 138.9158989 -34.3387188)",
178135671,False,Crane Street,residential,,True,73.269,,"LINESTRING (138.9189476 -34.3403243, 138.919563 -34.3399048)",
641799942,False,Thiele Highway,primary,,False,60.438,B81,"LINESTRING (138.9189476 -34.3403243, 138.9194904 -34.3406318)",
641799942,False,Thiele Highway,primary,,True,30.818,B81,"LINESTRING (138.9189476 -34.3403243, 138.9186659 -34.3401736)",
641799942,False,Thiele Highway,primary,,False,73.309,B81,"LINESTRING (138.9179917 -34.3398204, 138.9186659 -34.3401736)",
641799942,False,Thiele Highway,primary,,True,104.214,B81,"LINESTRING (138.9179917 -34.3398204, 138.9170342 -34.3393171)",
177974172,False,Whittaker Street,residential,,False,98.66999999999999,,"LINESTRING (138.9179917 -34.3398204, 138.9176588 -34.3402578, 138.9174183 -34.3405709)",
177974172,False,Whittaker Street,residential,,True,69.78,,"LINESTRING (138.9179917 -34.3398204, 138.9183371 -34.3393681, 138.9183977 -34.3392899)",
178135740,False,White Street,residential,,False,210.732,,"LINESTRING (138.9186659 -34.3401736, 138.9174427 -34.3417772)",
641799942,False,Thiele Highway,primary,,False,30.818,B81,"LINESTRING (138.9186659 -34.3401736, 138.9189476 -34.3403243)",
641799942,False,Thiele Highway,primary,,True,73.309,B81,"LINESTRING (138.9186659 -34.3401736, 138.9179917 -34.3398204)",
641799942,False,Thiele Highway,primary,,False,58.954,B81,"LINESTRING (138.9194904 -34.3406318, 138.9200478 -34.340895)",
641799942,False,Thiele Highway,primary,,True,60.438,B81,"LINESTRING (138.9194904 -34.3406318, 138.9189476 -34.3403243)",
178135712,False,Oldham Street,residential,,False,208.089,,"LINESTRING (138.9194904 -34.3406318, 138.9186753 -34.3417063, 138.9182847 -34.3422164)",
641799942,False,Thiele Highway,primary,,False,99.4,B81,"LINESTRING (138.9200478 -34.340895, 138.920957 -34.3413803)",
641799942,False,Thiele Highway,primary,,True,58.954,B81,"LINESTRING (138.9200478 -34.340895, 138.9194904 -34.3406318)",
178135656,False,Blackwell Street,residential,,False,210.065,,"LINESTRING (138.9200478 -34.340895, 138.9195598 -34.341544, 138.9188116 -34.3424845)",
178135663,False,Christchurch Street,residential,,True,155.711,,"LINESTRING (138.920957 -34.3413803, 138.9200572 -34.3425673)",
641799942,False,Thiele Highway,primary,,True,99.4,B81,"LINESTRING (138.920957 -34.3413803, 138.9200478 -34.340895)",
"[177974061, 105580182]",False,Hill Street,residential,50,"[False, True]",105.49699999999999,,"LINESTRING (138.9120611 -34.3393116, 138.9121325 -34.3393486, 138.9129653 -34.3396909, 138.9130835 -34.3397438)",
177974173,False,Willow Drive,residential,,False,154.714,,"LINESTRING (138.9120611 -34.3393116, 138.9119732 -34.3393926, 138.9118512 -34.3395489, 138.9116942 -34.3397501, 138.9115092 -34.3399871, 138.9111317 -34.3404707)",
"[105580179, 191362550]",False,"['Hill Street', 'Baker Street']",residential,50,False,63.155,,"LINESTRING (138.9120611 -34.3393116, 138.9120224 -34.3392667, 138.9116627 -34.3388486)",
177974025,False,Brown Street,residential,,True,242.235,,"LINESTRING (138.9148967 -34.3414645, 138.9126704 -34.3402955)",
641681575,False,Main Street,primary,50,False,95.32,B81,"LINESTRING (138.9148967 -34.3414645, 138.9154435 -34.3407358)",
641681575,False,Main Street,primary,50,True,78.126,B81,"LINESTRING (138.9148967 -34.3414645, 138.9144159 -34.3420442)",
177974078,False,Lucas Street,residential,,False,142.26,,"LINESTRING (138.9148967 -34.3414645, 138.9155883 -34.3418298, 138.9162022 -34.3421536)",
105580167,False,Baker Street,residential,50,True,81.84899999999999,,"LINESTRING (138.9109136 -34.3384514, 138.9115238 -34.3387568, 138.9116627 -34.3388486)",
641799942,False,Thiele Highway,primary,,False,104.214,B81,"LINESTRING (138.9170342 -34.3393171, 138.9179917 -34.3398204)",
641799942,False,Thiele Highway,primary,,True,41.11,B81,"LINESTRING (138.9170342 -34.3393171, 138.9166504 -34.3391267)",
178135687,False,Jeffs Street,residential,,True,167.483,,"LINESTRING (138.9170342 -34.3393171, 138.9173888 -34.3388644, 138.9174201 -34.3388478, 138.917467 -34.3388385, 138.9175139 -34.3388422, 138.9175497 -34.3388496, 138.9176814 -34.338916, 138.9183977 -34.3392899)",
105580184,False,Havelock Street,residential,50,False,193.447,,"LINESTRING (138.9193094 -34.3365247, 138.9211564 -34.3373617)",
178135688,False,John Street,residential,50,False,53.382,,"LINESTRING (138.9193094 -34.3365247, 138.9195934 -34.3361058)",
178135688,False,John Street,residential,50,True,95.465,,"LINESTRING (138.9193094 -34.3365247, 138.918801 -34.3372736)",
105580184,False,Havelock Street,residential,50,True,81.599,,"LINESTRING (138.9193094 -34.3365247, 138.9187829 -34.3362949, 138.9185083 -34.3362101)",
105580184,False,Havelock Street,residential,50,True,193.447,,"LINESTRING (138.9211564 -34.3373617, 138.9193094 -34.3365247)",
178135729,False,Stirling Street,residential,50,True,97.43,,"LINESTRING (138.9211564 -34.3373617, 138.9206132 -34.3381144)",
178135659,False,Carey Street,residential,50,False,62.404,,"LINESTRING (138.9185083 -34.3362101, 138.9186955 -34.3356706)",
178135659,False,Carey Street,residential,50,True,91.619,,"LINESTRING (138.9185083 -34.3362101, 138.9182273 -34.3370007)",
105580184,False,Havelock Street,residential,50,False,81.599,,"LINESTRING (138.9185083 -34.3362101, 138.9187829 -34.3362949, 138.9193094 -34.3365247)",
177974029,False,Clare Road,secondary,50,True,67.242,,"LINESTRING (138.9119279 -34.3366508, 138.9123556 -34.3368733, 138.9125464 -34.3369746)",
177974167,False,Waterhouse Street,residential,50,True,105.17399999999999,,"LINESTRING (138.9119279 -34.3366508, 138.9117699 -34.3367598, 138.9110157 -34.3372225)",
177974052,False,Gawler Street,residential,50,True,186.195,,"LINESTRING (138.9110157 -34.3372225, 138.9127267 -34.3381213)",
177974167,False,Waterhouse Street,residential,50,False,105.17399999999999,,"LINESTRING (138.9110157 -34.3372225, 138.9117699 -34.3367598, 138.9119279 -34.3366508)",
177974052,False,Gawler Street,residential,50,False,186.195,,"LINESTRING (138.9127267 -34.3381213, 138.9110157 -34.3372225)",
177974088,False,Mill Lane,residential,50,False,103.169,,"LINESTRING (138.9127267 -34.3381213, 138.9135923 -34.3375297)",
177974088,False,Mill Lane,residential,50,True,126.823,,"LINESTRING (138.9127267 -34.3381213, 138.9116627 -34.3388486)",
261315361,False,Beck Street,residential,,True,100.155,,"LINESTRING (138.9133359 -34.3384452, 138.9142612 -34.3389222)",
177974028,False,Church Street,residential,,False,99.001,,"LINESTRING (138.9153224 -34.3394712, 138.9154157 -34.3393494, 138.9156103 -34.3390954, 138.9158989 -34.3387188)",
261315361,False,Beck Street,residential,,False,114.979,,"LINESTRING (138.9153224 -34.3394712, 138.9150959 -34.3393524, 138.9142612 -34.3389222)",
177974061,False,Hill Street,residential,,False,43.948,,"LINESTRING (138.9130835 -34.3397438, 138.9135141 -34.3399164)",
177974159,False,Stock Street,residential,50,True,72.124,,"LINESTRING (138.9130835 -34.3397438, 138.9126704 -34.3402955)",
"[177974061, 105580182]",False,Hill Street,residential,50,"[False, True]",105.49699999999999,,"LINESTRING (138.9130835 -34.3397438, 138.9129653 -34.3396909, 138.9121325 -34.3393486, 138.9120611 -34.3393116)",
177974143,False,Smedley Street,residential,,False,144.486,,"LINESTRING (138.9160901 -34.339874, 138.9174183 -34.3405709)",
397387095,False,Main Street,primary,50,True,109.679,B81,"LINESTRING (138.9160901 -34.339874, 138.915461 -34.3407125)",
177974018,True,Beck Street,residential,,False,83.513,,"LINESTRING (138.9160901 -34.339874, 138.9157175 -34.3396785, 138.9153224 -34.3394712)",
"[397387090, 397387095]",False,Main Street,primary,50,False,97.732,B81,"LINESTRING (138.9160901 -34.339874, 138.9162502 -34.3396606, 138.9165334 -34.3392794, 138.9166504 -34.3391267)",
177974023,False,Blyth Street,residential,,False,130.102,,"LINESTRING (138.9135141 -34.3399164, 138.9142612 -34.3389222)",
177974061,False,Hill Street,residential,,True,43.948,,"LINESTRING (138.9135141 -34.3399164, 138.9130835 -34.3397438)",
177974061,False,Hill Street,residential,,False,199.47899999999998,,"LINESTRING (138.9135141 -34.3399164, 138.9136149 -34.3399578, 138.9149502 -34.3405109, 138.915461 -34.3407125)",
177974025,False,Brown Street,residential,,False,242.235,,"LINESTRING (138.9126704 -34.3402955, 138.9148967 -34.3414645)",
177974159,False,Stock Street,residential,50,False,72.124,,"LINESTRING (138.9126704 -34.3402955, 138.9130835 -34.3397438)",
177974159,False,Stock Street,residential,50,True,93.769,,"LINESTRING (138.9126704 -34.3402955, 138.9121332 -34.3410127)",
177974161,False,Tod Street,residential,,True,109.942,,"LINESTRING (138.9111317 -34.3404707, 138.9121332 -34.3410127)",
177974173,False,Willow Drive,residential,,False,92.317,,"LINESTRING (138.9111317 -34.3404707, 138.9105871 -34.3411686)",
177974173,False,Willow Drive,residential,,True,154.714,,"LINESTRING (138.9111317 -34.3404707, 138.9115092 -34.3399871, 138.9116942 -34.3397501, 138.9118512 -34.3395489, 138.9119732 -34.3393926, 138.9120611 -34.3393116)",
177974143,False,Smedley Street,residential,,True,144.486,,"LINESTRING (138.9174183 -34.3405709, 138.9160901 -34.339874)",
177974172,False,Whittaker Street,residential,,False,112.232,,"LINESTRING (138.9174183 -34.3405709, 138.9167635 -34.3414232)",
177974172,False,Whittaker Street,residential,,True,98.66999999999999,,"LINESTRING (138.9174183 -34.3405709, 138.9176588 -34.3402578, 138.9179917 -34.3398204)",
397387095,False,Main Street,primary,50,False,109.679,B81,"LINESTRING (138.915461 -34.3407125, 138.9160901 -34.339874)",
641681571,False,Main Street,primary,,True,3.049,B81,"LINESTRING (138.915461 -34.3407125, 138.9154435 -34.3407358)",
177974061,False,Hill Street,residential,,True,199.47899999999998,,"LINESTRING (138.915461 -34.3407125, 138.9149502 -34.3405109, 138.9136149 -34.3399578, 138.9135141 -34.3399164)",
641681571,False,Main Street,primary,,False,3.049,B81,"LINESTRING (138.9154435 -34.3407358, 138.915461 -34.3407125)",
641681575,False,Main Street,primary,50,True,95.32,B81,"LINESTRING (138.9154435 -34.3407358, 138.9148967 -34.3414645)",
177974036,False,Crase Street,residential,,False,143.284,,"LINESTRING (138.9154435 -34.3407358, 138.9158232 -34.3409335, 138.9159674 -34.3410086, 138.916066 -34.3410599, 138.9167635 -34.3414232)",
177974159,False,Stock Street,residential,50,False,93.769,,"LINESTRING (138.9121332 -34.3410127, 138.9126704 -34.3402955)",
177974161,False,Tod Street,residential,,False,109.942,,"LINESTRING (138.9121332 -34.3410127, 138.9111317 -34.3404707)",
177974161,False,Tod Street,residential,,True,238.601,,"LINESTRING (138.9121332 -34.3410127, 138.9126218 -34.3412593, 138.91432 -34.3421718)",
177974033,False,Coghill Street,residential,50,False,8.947,,"LINESTRING (138.9105871 -34.3411686, 138.910669 -34.3412122)",
177974173,False,Willow Drive,residential,,True,92.317,,"LINESTRING (138.9105871 -34.3411686, 138.9111317 -34.3404707)",
177974033,False,Coghill Street,residential,50,False,69.857,,"LINESTRING (138.910669 -34.3412122, 138.9113085 -34.3415526)",
177974033,False,Coghill Street,residential,50,True,8.947,,"LINESTRING (138.910669 -34.3412122, 138.9105871 -34.3411686)",
177974172,False,Whittaker Street,residential,,False,96.187,,"LINESTRING (138.9167635 -34.3414232, 138.9162022 -34.3421536)",
177974172,False,Whittaker Street,residential,,True,112.232,,"LINESTRING (138.9167635 -34.3414232, 138.9174183 -34.3405709)",
177974036,False,Crase Street,residential,,False,73.744,,"LINESTRING (138.9167635 -34.3414232, 138.9171054 -34.3416012, 138.9174427 -34.3417772)",
177974036,False,Crase Street,residential,,True,143.284,,"LINESTRING (138.9167635 -34.3414232, 138.916066 -34.3410599, 138.9159674 -34.3410086, 138.9158232 -34.3409335, 138.9154435 -34.3407358)",
177974033,False,Coghill Street,residential,50,True,69.857,,"LINESTRING (138.9113085 -34.3415526, 138.910669 -34.3412122)",
177974033,False,Coghill Street,residential,50,False,148.35,,"LINESTRING (138.9113085 -34.3415526, 138.9123471 -34.3421054, 138.9126674 -34.3422744)",
177974172,False,Whittaker Street,residential,,False,35.195,,"LINESTRING (138.9162022 -34.3421536, 138.9159969 -34.3424209)",
177974172,False,Whittaker Street,residential,,True,96.187,,"LINESTRING (138.9162022 -34.3421536, 138.9167635 -34.3414232)",
177974078,False,Lucas Street,residential,,True,142.26,,"LINESTRING (138.9162022 -34.3421536, 138.9155883 -34.3418298, 138.9148967 -34.3414645)",
177974079,False,Main Street,primary,60,True,91.302,B81,"LINESTRING (138.91432 -34.3421718, 138.9137955 -34.3428694)",
991004134,False,Main Street,primary,50,False,16.698,B81,"LINESTRING (138.91432 -34.3421718, 138.9144159 -34.3420442)",
177974161,False,Tod Street,residential,,False,238.601,,"LINESTRING (138.91432 -34.3421718, 138.9126218 -34.3412593, 138.9121332 -34.3410127)",
177974033,False,Coghill Street,residential,50,False,122.901,,"LINESTRING (138.9126674 -34.3422744, 138.9137955 -34.3428694)",
177974033,False,Coghill Street,residential,50,True,148.35,,"LINESTRING (138.9126674 -34.3422744, 138.9123471 -34.3421054, 138.9113085 -34.3415526)",
177974138,False,Railway Road,residential,50,True,82.702,,"LINESTRING (138.9126674 -34.3422744, 138.9124633 -34.3423008, 138.911773 -34.3423614)",
177974026,False,Cambria Street,residential,50,True,58.899,,"LINESTRING (138.911773 -34.3423614, 138.9118313 -34.3428889)",
177974138,False,Railway Road,residential,50,False,82.702,,"LINESTRING (138.911773 -34.3423614, 138.9124633 -34.3423008, 138.9126674 -34.3422744)",
177974045,False,Ford Street,residential,,True,145.537,,"LINESTRING (138.9157429 -34.3427601, 138.9155651 -34.3426672, 138.9144159 -34.3420442)",
177974172,False,Whittaker Street,residential,,True,44.346000000000004,,"LINESTRING (138.9157429 -34.3427601, 138.9159136 -34.3425293, 138.9159969 -34.3424209)",
177974033,False,Coghill Street,residential,50,False,35.714,,"LINESTRING (138.9137955 -34.3428694, 138.914122 -34.343044)",
177974033,False,Coghill Street,residential,50,True,122.901,,"LINESTRING (138.9137955 -34.3428694, 138.9126674 -34.3422744)",
177974079,False,Main Street,primary,60,False,91.302,B81,"LINESTRING (138.9137955 -34.3428694, 138.91432 -34.3421718)",
177974079,False,Main Street,primary,60,True,96.709,B81,"LINESTRING (138.9137955 -34.3428694, 138.9132399 -34.3436083)",
177974026,False,Cambria Street,residential,50,False,58.899,,"LINESTRING (138.9118313 -34.3428889, 138.911773 -34.3423614)",
177974026,False,Cambria Street,residential,50,True,57.116,,"LINESTRING (138.9118313 -34.3428889, 138.9118756 -34.3432895, 138.911881 -34.3434008)",
177974076,False,Lewis Street,residential,50,False,85.955,,"LINESTRING (138.9118313 -34.3428889, 138.9123596 -34.342843, 138.9127182 -34.3429984)",
177974076,False,Lewis Street,residential,50,True,85.955,,"LINESTRING (138.9127182 -34.3429984, 138.9123596 -34.342843, 138.9118313 -34.3428889)",
177974033,False,Coghill Street,residential,50,True,35.714,,"LINESTRING (138.914122 -34.343044, 138.9137955 -34.3428694)",
177974027,False,Carrington Street,residential,50,True,131.279,,"LINESTRING (138.911881 -34.3434008, 138.9104587 -34.3435223)",
177974026,False,Cambria Street,residential,50,False,57.116,,"LINESTRING (138.911881 -34.3434008, 138.9118756 -34.3432895, 138.9118313 -34.3428889)",
177974027,False,Carrington Street,residential,50,False,133.743,,"LINESTRING (138.911881 -34.3434008, 138.9119732 -34.3433929, 138.9125965 -34.3433388, 138.9126577 -34.3433353, 138.912719 -34.3433406, 138.9127739 -34.3433615, 138.912943 -34.3434435, 138.9132399 -34.3436083)",
177974027,False,Carrington Street,residential,50,False,131.279,,"LINESTRING (138.9104587 -34.3435223, 138.911881 -34.3434008)",
177974079,False,Main Street,primary,60,False,96.709,B81,"LINESTRING (138.9132399 -34.3436083, 138.9137955 -34.3428694)",
177974027,False,Carrington Street,residential,50,True,133.743,,"LINESTRING (138.9132399 -34.3436083, 138.912943 -34.3434435, 138.9127739 -34.3433615, 138.912719 -34.3433406, 138.9126577 -34.3433353, 138.9125965 -34.3433388, 138.9119732 -34.3433929, 138.911881 -34.3434008)",
178135679,False,Hare Street,residential,50,True,28.604,,"LINESTRING (138.9135504 -34.3356405, 138.913386 -34.335859)",
178135659,False,Carey Street,residential,50,True,62.404,,"LINESTRING (138.9186955 -34.3356706, 138.9185083 -34.3362101)",
178135733,False,Triplett Street,residential,50,False,65.584,,"LINESTRING (138.9146189 -34.3358193, 138.9142517 -34.3363252)",
178135679,False,Hare Street,residential,50,False,28.604,,"LINESTRING (138.913386 -34.335859, 138.9135504 -34.3356405)",
178135679,False,Hare Street,residential,50,True,38.373,,"LINESTRING (138.913386 -34.335859, 138.9131654 -34.3361521)",
178135728,False,Solomon Street,residential,50,False,94.897,,"LINESTRING (138.913386 -34.335859, 138.9142517 -34.3363252)",
178135683,False,High Street,residential,50,False,144.05599999999998,,"LINESTRING (138.9162889 -34.3359418, 138.9167996 -34.3362339, 138.9174629 -34.3366095, 138.9175826 -34.3366747)",
178135688,False,John Street,residential,50,True,53.382,,"LINESTRING (138.9195934 -34.3361058, 138.9193094 -34.3365247)",
178135679,False,Hare Street,residential,50,False,38.373,,"LINESTRING (138.9131654 -34.3361521, 138.913386 -34.335859)",
178135679,False,Hare Street,residential,50,True,107.679,,"LINESTRING (138.9131654 -34.3361521, 138.9125464 -34.3369746)",
178135691,False,Kapunda Street,residential,50,True,82.374,,"LINESTRING (138.9163238 -34.3361956, 138.9163809 -34.3369349)",
178135728,False,Solomon Street,residential,50,False,61.646,,"LINESTRING (138.9142517 -34.3363252, 138.914817 -34.3366243)",
178135728,False,Solomon Street,residential,50,True,94.897,,"LINESTRING (138.9142517 -34.3363252, 138.913386 -34.335859)",
178135733,False,Triplett Street,residential,50,True,65.584,,"LINESTRING (138.9142517 -34.3363252, 138.9146189 -34.3358193)",
178135728,False,Solomon Street,residential,50,True,61.646,,"LINESTRING (138.914817 -34.3366243, 138.9142517 -34.3363252)",
177974087,False,Mildred Street,secondary,50,True,286.31500000000005,,"LINESTRING (138.9175826 -34.3366747, 138.9171961 -34.3377473, 138.9170708 -34.3381034, 138.9168482 -34.3387361, 138.9168137 -34.3388342, 138.9167609 -34.3389703, 138.9166504 -34.3391267)",
178135683,False,High Street,residential,50,False,69.43,,"LINESTRING (138.9175826 -34.3366747, 138.9177788 -34.3367816, 138.9182273 -34.3370007)",
178135683,False,High Street,residential,50,True,144.05599999999998,,"LINESTRING (138.9175826 -34.3366747, 138.9174629 -34.3366095, 138.9167996 -34.3362339, 138.9162889 -34.3359418)",
178135691,False,Kapunda Street,residential,50,False,82.374,,"LINESTRING (138.9163809 -34.3369349, 138.9163238 -34.3361956)",
178135651,False,Alfred Street,residential,50,True,78.922,,"LINESTRING (138.9163809 -34.3369349, 138.9155943 -34.3369664, 138.9155248 -34.336982)",
178135691,False,Kapunda Street,residential,50,True,234.09900000000002,,"LINESTRING (138.9163809 -34.3369349, 138.9164399 -34.3376968, 138.9165315 -34.3387517, 138.9165248 -34.3388292, 138.9165114 -34.3389011, 138.9164659 -34.3390295)",
177974029,False,Clare Road,secondary,50,True,114.158,,"LINESTRING (138.9125464 -34.3369746, 138.9135923 -34.3375297)",
178135679,False,Hare Street,residential,50,False,107.679,,"LINESTRING (138.9125464 -34.3369746, 138.9131654 -34.3361521)",
177974029,False,Clare Road,secondary,50,False,67.242,,"LINESTRING (138.9125464 -34.3369746, 138.9123556 -34.3368733, 138.9119279 -34.3366508)",
178135651,False,Alfred Street,residential,50,False,78.922,,"LINESTRING (138.9155248 -34.336982, 138.9155943 -34.3369664, 138.9163809 -34.3369349)",
178135660,False,Catherine Street,residential,50,True,146.746,,"LINESTRING (138.9155248 -34.336982, 138.9154617 -34.3370107, 138.9154238 -34.337055, 138.9146517 -34.3380787)",
287032061,False,Alfred Street,residential,,True,29.627000000000002,,"LINESTRING (138.9155248 -34.336982, 138.9154538 -34.3369308, 138.9153421 -34.3368802, 138.9152536 -34.33684)",
178135659,False,Carey Street,residential,50,False,91.619,,"LINESTRING (138.9182273 -34.3370007, 138.9185083 -34.3362101)",
178135683,False,High Street,residential,50,False,60.794,,"LINESTRING (138.9182273 -34.3370007, 138.9186442 -34.3372015, 138.918801 -34.3372736)",
178135683,False,High Street,residential,50,True,69.43,,"LINESTRING (138.9182273 -34.3370007, 138.9177788 -34.3367816, 138.9175826 -34.3366747)",
178135688,False,John Street,residential,50,False,95.465,,"LINESTRING (138.918801 -34.3372736, 138.9193094 -34.3365247)",
178135683,False,High Street,residential,50,False,190.865,,"LINESTRING (138.918801 -34.3372736, 138.9188972 -34.3373179, 138.9203341 -34.3379788, 138.9206132 -34.3381144)",
178135683,False,High Street,residential,50,True,60.794,,"LINESTRING (138.918801 -34.3372736, 138.9186442 -34.3372015, 138.9182273 -34.3370007)",
178135729,False,Stirling Street,residential,50,False,97.43,,"LINESTRING (138.9206132 -34.3381144, 138.9211564 -34.3373617)",
178135683,False,High Street,residential,50,True,190.865,,"LINESTRING (138.9206132 -34.3381144, 138.9203341 -34.3379788, 138.9188972 -34.3373179, 138.918801 -34.3372736)",
105580171,False,Clare Road,secondary,50,False,20.094,,"LINESTRING (138.9164659 -34.3390295, 138.9166504 -34.3391267)",
105580171,False,Clare Road,secondary,50,True,62.48,,"LINESTRING (138.9164659 -34.3390295, 138.9158989 -34.3387188)",
178135691,False,Kapunda Street,residential,50,False,234.099,,"LINESTRING (138.9164659 -34.3390295, 138.9165114 -34.3389011, 138.9165248 -34.3388292, 138.9165315 -34.3387517, 138.9164399 -34.3376968, 138.9163809 -34.3369349)",
177974172,False,Whittaker Street,residential,,False,69.78,,"LINESTRING (138.9183977 -34.3392899, 138.9183371 -34.3393681, 138.9179917 -34.3398204)",
178135687,False,Jeffs Street,residential,,False,167.483,,"LINESTRING (138.9183977 -34.3392899, 138.9176814 -34.338916, 138.9175497 -34.3388496, 138.9175139 -34.3388422, 138.917467 -34.3388385, 138.9174201 -34.3388478, 138.9173888 -34.3388644, 138.9170342 -34.3393171)",
178135687,False,Jeffs Street,residential,,True,126.991,,"LINESTRING (138.9183977 -34.3392899, 138.9194727 -34.339851, 138.919563 -34.3399048)",
178135671,False,Crane Street,residential,,False,73.269,,"LINESTRING (138.919563 -34.3399048, 138.9189476 -34.3403243)",
178135687,False,Jeffs Street,residential,,False,126.991,,"LINESTRING (138.919563 -34.3399048, 138.9194727 -34.339851, 138.9183977 -34.3392899)",
177974036,False,Crase Street,residential,,False,91.44,,"LINESTRING (138.9174427 -34.3417772, 138.9182847 -34.3422164)",
178135740,False,White Street,residential,,False,131.551,,"LINESTRING (138.9174427 -34.3417772, 138.9166811 -34.3427793)",
178135740,False,White Street,residential,,True,210.732,,"LINESTRING (138.9174427 -34.3417772, 138.9186659 -34.3401736)",
177974036,False,Crase Street,residential,,True,73.744,,"LINESTRING (138.9174427 -34.3417772, 138.9171054 -34.3416012, 138.9167635 -34.3414232)",
177974036,False,Crase Street,residential,,False,56.824,,"LINESTRING (138.9182847 -34.3422164, 138.9188116 -34.3424845)",
177974036,False,Crase Street,residential,,True,91.44,,"LINESTRING (138.9182847 -34.3422164, 138.9174427 -34.3417772)",
178135712,False,Oldham Street,residential,,False,131.205,,"LINESTRING (138.9182847 -34.3422164, 138.9175219 -34.3432142)",
178135712,False,Oldham Street,residential,,True,208.089,,"LINESTRING (138.9182847 -34.3422164, 138.9186753 -34.3417063, 138.9194904 -34.3406318)",
177974172,False,Whittaker Street,residential,,True,35.195,,"LINESTRING (138.9159969 -34.3424209, 138.9162022 -34.3421536)",
178135661,False,Chapel Street,residential,,False,74.392,,"LINESTRING (138.9159969 -34.3424209, 138.9166811 -34.3427793)",
177974172,False,Whittaker Street,residential,,False,44.346000000000004,,"LINESTRING (138.9159969 -34.3424209, 138.9159136 -34.3425293, 138.9157429 -34.3427601)",
177974036,False,Crase Street,residential,,True,56.824,,"LINESTRING (138.9188116 -34.3424845, 138.9182847 -34.3422164)",
178135655,False,Blackwell Street,residential,,False,131.315,,"LINESTRING (138.9188116 -34.3424845, 138.918069 -34.3434938)",
177974036,False,Crase Street,residential,,False,42.816,,"LINESTRING (138.9188116 -34.3424845, 138.9189816 -34.3425799, 138.9192063 -34.3426892)",
