osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,bridge,lanes,junction
"[23634906, 23634908]","['High Street', 'Mahratta Street']","['residential', 'unclassified']",False,True,645.419,,,"LINESTRING (149.2359409 -36.9084412, 149.2349351 -36.9091434, 149.2345524 -36.9094328, 149.2343564 -36.9096941, 149.234319 -36.9099275, 149.2344785 -36.9102201, 149.2346274 -36.9103403, 149.2348584 -36.9104206, 149.2351111 -36.9104542, 149.235407 -36.9103678, 149.2378483 -36.9087283, 149.2379182 -36.9086712)",,,
23635202,Plunkett Street,residential,False,False,230.744,,,"LINESTRING (149.2359409 -36.9084412, 149.2358726 -36.9083369, 149.2358002 -36.9082533, 149.2356634 -36.9081203, 149.2342945 -36.9068412)",,,
23634908,High Street,residential,False,True,235.574,,,"LINESTRING (149.2379428 -36.9070534, 149.2359409 -36.9084412)",,,
23635202,Plunkett Street,residential,False,True,230.744,,,"LINESTRING (149.2342945 -36.9068412, 149.2356634 -36.9081203, 149.2358002 -36.9082533, 149.2358726 -36.9083369, 149.2359409 -36.9084412)",,,
23636581,Maybe Street,primary,False,False,98.104,B23,50,"LINESTRING (149.2392752 -36.9115488, 149.2401168 -36.9109782)",,,
23636582,Maybe Street,primary,True,False,43.601,B23,50,"LINESTRING (149.2392752 -36.9115488, 149.2390751 -36.9117235, 149.2389074 -36.9118017)",,,
1210696234,Maybe Street,primary,False,True,78.397,B23,50,"LINESTRING (149.2389074 -36.9118017, 149.2382316 -36.9122546)",,,
23636583,Maybe Street,primary,True,False,43.628,B23,50,"LINESTRING (149.2389074 -36.9118017, 149.2390735 -36.9116485, 149.2392752 -36.9115488)",,,
"[1210696243, 23636695]",Forbes Street,primary,False,False,113.603,B23,"['60', '50']","LINESTRING (149.2401352 -36.910832, 149.2394037 -36.9101232, 149.2393224 -36.9100437)",,,
23636697,,primary,True,False,15.359,B23,50,"LINESTRING (149.2401352 -36.910832, 149.2401731 -36.9108155, 149.2402158 -36.91081, 149.2402583 -36.9108162, 149.2402957 -36.9108334)",,,roundabout
1210878756,Maybe Street,secondary,False,True,218.426,,50,"LINESTRING (149.2402957 -36.9108334, 149.242173 -36.9095663)",,,
23636697,,primary,True,False,20.555,B23,50,"LINESTRING (149.2402957 -36.9108334, 149.2403214 -36.9108563, 149.2403374 -36.9108844, 149.2403422 -36.9109149, 149.2403353 -36.9109453, 149.2403175 -36.9109726, 149.2402903 -36.9109944)",,,roundabout
23636696,Forbes Street,residential,False,False,220.368,,,"LINESTRING (149.2402903 -36.9109944, 149.2408221 -36.9115051, 149.2410236 -36.9116964, 149.2418833 -36.9125127)",,,
23636697,,primary,True,False,17.035,B23,50,"LINESTRING (149.2402903 -36.9109944, 149.2402564 -36.9110087, 149.2402188 -36.9110143, 149.2401807 -36.9110108, 149.2401457 -36.9109984, 149.2401168 -36.9109782)",,,roundabout
23636581,Maybe Street,primary,False,True,98.104,B23,50,"LINESTRING (149.2401168 -36.9109782, 149.2392752 -36.9115488)",,,
23636697,,primary,True,False,18.152,B23,50,"LINESTRING (149.2401168 -36.9109782, 149.2400958 -36.9109502, 149.2400868 -36.9109184, 149.2400909 -36.9108859, 149.2401076 -36.9108561, 149.2401352 -36.910832)",,,roundabout
23634667,Therry Street,residential,False,True,174.795,,,"LINESTRING (149.2408291 -36.9090339, 149.2393224 -36.9100437)",,,
23634334,Mahratta Street,primary,False,True,33.777,B23,60,"LINESTRING (149.2382217 -36.9084885, 149.2379182 -36.9086712)",,,
249650182,,primary_link,True,False,48.423,,60,"LINESTRING (149.2382217 -36.9084885, 149.2381473 -36.9086088, 149.2381298 -36.9087368, 149.2381601 -36.9089076)",,,
332459156,Mahratta Street,primary,False,False,258.398,B23,60,"LINESTRING (149.2382217 -36.9084885, 149.2386875 -36.9081841, 149.2395802 -36.9075742, 149.2404246 -36.9069732)",,,
"[104820401, 1210696243, 104820391]",Forbes Street,primary,False,True,163.211,B23,60,"LINESTRING (149.2381601 -36.9089076, 149.2382595 -36.9090048, 149.2391164 -36.9098423, 149.2393224 -36.9100437)",yes,,
332459154,Forbes Street,primary,False,False,33.964,B23,,"LINESTRING (149.2381601 -36.9089076, 149.2379827 -36.9087343, 149.2379182 -36.9086712)",,,
332459156,Mahratta Street,primary,False,True,258.398,B23,60,"LINESTRING (149.2404246 -36.9069732, 149.2395802 -36.9075742, 149.2386875 -36.9081841, 149.2382217 -36.9084885)",,,
1062769365,,unclassified,False,False,351.341,,,"LINESTRING (149.2404246 -36.9069732, 149.2402712 -36.9068376, 149.240132 -36.9067702, 149.2399415 -36.9067497, 149.2397364 -36.9068229, 149.2393665 -36.9070865, 149.2387768 -36.9074321, 149.2385669 -36.9075987, 149.2385569 -36.9076067, 149.2383708 -36.9077962, 149.238207 -36.907917, 149.238032 -36.9080391, 149.2378377 -36.9082102, 149.2374795 -36.9085558)",,,
1062769365,,unclassified,False,True,351.34099999999995,,,"LINESTRING (149.2374795 -36.9085558, 149.2378377 -36.9082102, 149.238032 -36.9080391, 149.238207 -36.907917, 149.2383708 -36.9077962, 149.2385569 -36.9076067, 149.2385669 -36.9075987, 149.2387768 -36.9074321, 149.2393665 -36.9070865, 149.2397364 -36.9068229, 149.2399415 -36.9067497, 149.240132 -36.9067702, 149.2402712 -36.9068376, 149.2404246 -36.9069732)",,,
