osmid,name,highway,maxspeed,oneway,reversed,length,ref,geometry,width
41414988,Wright Avenue,residential,,False,True,210.606,,"LINESTRING (138.6176209 -35.3488778, 138.6175575 -35.3487847, 138.6174899 -35.3487296, 138.6156158 -35.3479641)",4
41415003,Tay Road,residential,,False,False,116.188,,"LINESTRING (138.6162766 -35.3470087, 138.6168729 -35.3460839)",4
41414989,Clyde Terrace,residential,,False,False,143.959,,"LINESTRING (138.6162766 -35.3470087, 138.6175364 -35.3474924, 138.6175787 -35.3475199, 138.6176843 -35.3475958)",4
41414989,Clyde Terrace,residential,,False,True,168.578,,"LINESTRING (138.6162766 -35.3470087, 138.616003 -35.3468971, 138.6155792 -35.3467265, 138.6155363 -35.3467068, 138.6155041 -35.346674, 138.6151179 -35.3461839, 138.6150857 -35.3461314, 138.615083 -35.3460811, 138.6150803 -35.3459739)",4
41415003,Tay Road,residential,,False,True,122.011,,"LINESTRING (138.6162766 -35.3470087, 138.6156488 -35.3479036, 138.6156158 -35.3479641)",4
41414989,Clyde Terrace,residential,,False,True,143.959,,"LINESTRING (138.6176843 -35.3475958, 138.6175787 -35.3475199, 138.6175364 -35.3474924, 138.6162766 -35.3470087)",4
41414983,Slater Avenue,residential,,False,False,4.626,,"LINESTRING (138.6156114 -35.3491505, 138.6156114 -35.3491089)",4
41414983,Slater Avenue,residential,,False,True,218.459,,"LINESTRING (138.6156114 -35.3491505, 138.6156269 -35.3510461, 138.6156275 -35.3511151)",4
41414989,Clyde Terrace,residential,,False,True,125.054,,"LINESTRING (138.6150803 -35.3459739, 138.6150911 -35.3448493)",4
41414989,Clyde Terrace,residential,,False,False,168.578,,"LINESTRING (138.6150803 -35.3459739, 138.615083 -35.3460811, 138.6150857 -35.3461314, 138.6151179 -35.3461839, 138.6155041 -35.346674, 138.6155363 -35.3467068, 138.6155792 -35.3467265, 138.616003 -35.3468971, 138.6162766 -35.3470087)",4
41414989,Clyde Terrace,residential,,False,False,125.054,,"LINESTRING (138.6150911 -35.3448493, 138.6150803 -35.3459739)",4
144235513,Peters Terrace,residential,,False,True,213.68,,"LINESTRING (138.6150911 -35.3448493, 138.6160551 -35.3456577, 138.6161898 -35.345756, 138.6168376 -35.346067, 138.6168729 -35.3460839)",
41415003,Tay Road,residential,,False,False,26.145,,"LINESTRING (138.6168729 -35.3460839, 138.6170094 -35.3458768)",4
41415003,Tay Road,residential,,False,True,116.188,,"LINESTRING (138.6168729 -35.3460839, 138.6162766 -35.3470087)",4
144235513,Peters Terrace,residential,,False,False,213.68,,"LINESTRING (138.6168729 -35.3460839, 138.6168376 -35.346067, 138.6161898 -35.345756, 138.6160551 -35.3456577, 138.6150911 -35.3448493)",
"[144235513, 619243918]","['School Road', 'Peters Terrace']",residential,,False,True,743.509,,"LINESTRING (138.6168729 -35.3460839, 138.6169693 -35.3461606, 138.617278 -35.3462929, 138.6184929 -35.3468138, 138.6193575 -35.3471837, 138.6196339 -35.3473224, 138.6197048 -35.347386, 138.6207394 -35.3485883, 138.6208722 -35.3487883, 138.6209366 -35.3490092, 138.6214328 -35.3510722)",
23075232,Arthur Road,residential,50,False,True,36.119,,"LINESTRING (138.6214328 -35.3510722, 138.6217543 -35.3508805)",
23075232,Arthur Road,residential,50,False,False,526.528,,"LINESTRING (138.6214328 -35.3510722, 138.6212558 -35.351077, 138.6205553 -35.3510817, 138.6197986 -35.3510868, 138.6192122 -35.3510908, 138.6156275 -35.3511151)",
"[144235513, 619243918]","['School Road', 'Peters Terrace']",residential,,False,False,743.5090000000001,,"LINESTRING (138.6214328 -35.3510722, 138.6209366 -35.3490092, 138.6208722 -35.3487883, 138.6207394 -35.3485883, 138.6197048 -35.347386, 138.6196339 -35.3473224, 138.6193575 -35.3471837, 138.6184929 -35.3468138, 138.617278 -35.3462929, 138.6169693 -35.3461606, 138.6168729 -35.3460839)",
23075235,Nangkita Road,secondary,,False,False,109.032,,"LINESTRING (138.6205075 -35.3477116, 138.6214729 -35.3471273)",
"[23075224, 23075222]",Victor Harbor Road,trunk,"['60', '80']",False,False,380.835,A13,"LINESTRING (138.6205075 -35.3477116, 138.6200422 -35.3473077, 138.6199174 -35.3471994, 138.6194551 -35.3469116, 138.617974 -35.3463028, 138.6171432 -35.3459427, 138.6170094 -35.3458768)",
23075222,Victor Harbor Road,trunk,60,False,True,374.73300000000006,A13,"LINESTRING (138.6205075 -35.3477116, 138.6205316 -35.3477325, 138.6206464 -35.3478392, 138.6210169 -35.3483799, 138.6210538 -35.3484329, 138.6212225 -35.3488297, 138.6212774 -35.348953, 138.6213403 -35.3491192, 138.6214235 -35.3494759, 138.6217361 -35.3507403, 138.6217543 -35.3508805)",
23075235,Nangkita Road,secondary,,False,True,109.032,,"LINESTRING (138.6214729 -35.3471273, 138.6205075 -35.3477116)",
"[255972416, 637617329]",Sam Court,residential,,False,True,418.40100000000007,,"LINESTRING (138.6214729 -35.3471273, 138.6216402 -35.347327, 138.6220164 -35.3477759, 138.6223299 -35.34815, 138.6225701 -35.3484599, 138.6226059 -35.3485798, 138.6226669 -35.3491557, 138.6226454 -35.3492171, 138.6225916 -35.3492376, 138.6224088 -35.349299, 138.622355 -35.349375, 138.6223622 -35.3495007, 138.6224069 -35.3497097, 138.6225647 -35.3504553)",
"[255972416, 637617329]",Sam Court,residential,,False,False,418.401,,"LINESTRING (138.6225647 -35.3504553, 138.6224069 -35.3497097, 138.6223622 -35.3495007, 138.622355 -35.349375, 138.6224088 -35.349299, 138.6225916 -35.3492376, 138.6226454 -35.3492171, 138.6226669 -35.3491557, 138.6226059 -35.3485798, 138.6225701 -35.3484599, 138.6223299 -35.34815, 138.6220164 -35.3477759, 138.6216402 -35.347327, 138.6214729 -35.3471273)",
