osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge,tunnel,access
223669709,311,Farmosi út,primary,50,False,True,13.631,"LINESTRING (19.8698495 47.3351187, 19.8698426 47.3352412)",,,,
169277272,,Kolumbusz utca,residential,,False,True,73.406,"LINESTRING (19.8698495 47.3351187, 19.8697365 47.3350961, 19.8690515 47.3347479)",,,,
"[301795629, 223669709]",311,Farmosi út,primary,50,False,False,195.155,"LINESTRING (19.8698495 47.3351187, 19.8698538 47.3350254, 19.8698685 47.3347065, 19.869884 47.3344768, 19.8699101 47.3343171, 19.8699543 47.3341888, 19.8700329 47.3340504, 19.870602 47.3335001)",,,,
227632675,31319,Rákóczi út,tertiary,,False,False,7.406,"LINESTRING (19.8737699 47.3355441, 19.873771 47.3354775)",,,,
260949703,31319,Rákóczi út,tertiary,,False,True,83.89099999999999,"LINESTRING (19.8737699 47.3355441, 19.8737766 47.3357489, 19.8738289 47.3359928, 19.8739241 47.336289)",,,,
333914154,,Múzeum út,residential,,False,True,92.158,"LINESTRING (19.8737699 47.3355441, 19.8735875 47.3356128, 19.8729023 47.3360233, 19.8728362 47.3360739)",,,,
169237210,,József Attila utca,residential,,False,False,126.81700000000001,"LINESTRING (19.8712442 47.3357042, 19.87153 47.3357684, 19.8728362 47.3360739)",,,,
169237210,,József Attila utca,residential,,False,True,118.177,"LINESTRING (19.8712442 47.3357042, 19.8707371 47.3355902, 19.8702638 47.3354058, 19.8699829 47.3353007, 19.8698874 47.3352518, 19.8698426 47.3352412)",,,,
169277281,,Sport utca,residential,,False,False,294.488,"LINESTRING (19.8712442 47.3357042, 19.871948 47.3348536, 19.8720572 47.3347707, 19.8722027 47.3347012, 19.8729283 47.3344311, 19.8739713 47.3340729, 19.874101 47.3340703)",,,,
169237210,,József Attila utca,residential,,False,False,85.398,"LINESTRING (19.8728362 47.3360739, 19.8739241 47.336289)",,,,
169237210,,József Attila utca,residential,,False,True,126.81700000000001,"LINESTRING (19.8728362 47.3360739, 19.87153 47.3357684, 19.8712442 47.3357042)",,,,
333914154,,Múzeum út,residential,,False,False,92.158,"LINESTRING (19.8728362 47.3360739, 19.8729023 47.3360233, 19.8735875 47.3356128, 19.8737699 47.3355441)",,,,
1201680045,,,residential,,False,True,72.973,"LINESTRING (19.8813133 47.3322096, 19.8808342 47.3316393)",,,,
1201680045,,,residential,,False,False,72.973,"LINESTRING (19.8808342 47.3316393, 19.8813133 47.3322096)",,,,
169237209,,Arany János utca,residential,,False,True,80.574,"LINESTRING (19.8808342 47.3316393, 19.8802097 47.3317084, 19.8799207 47.3317323, 19.8797829 47.3317634)",,,,
