osmid,lanes,ref,name,highway,oneway,reversed,length,maxspeed,geometry,width,bridge,junction
225628619,,,Nyár utca,residential,False,True,121.787,30,"LINESTRING (18.9144567 47.4334485, 18.9145182 47.4334354, 18.9145797 47.4334371, 18.9146402 47.4334486, 18.9147396 47.4334858, 18.9149601 47.4335684, 18.9153577 47.4337174, 18.9156483 47.4337971, 18.9159091 47.4338925)",,,
34230257,,,Kossuth köz,living_street,False,False,48.821,20,"LINESTRING (18.919211 47.4365777, 18.9186509 47.4363558)",,,
23279973,,,Bartók Béla utca,tertiary,True,False,214.564,,"LINESTRING (18.9190043 47.4329128, 18.918911 47.4330003, 18.9175008 47.4343224, 18.9174382 47.4343742, 18.9173873 47.4344067, 18.9173718 47.4344166, 18.9172929 47.4344496)",,,
"[688434152, 159718764]",2,,Munkácsy Mihály utca,tertiary,False,True,135.881,50,"LINESTRING (18.9190043 47.4329128, 18.9186121 47.4327264, 18.9178019 47.4323415, 18.917566 47.4321786)",,,
"[50917723, 23279973]",,,Bartók Béla utca,tertiary,True,False,186.439,,"LINESTRING (18.9172929 47.4344496, 18.91702 47.4345387, 18.9168934 47.4345845, 18.9167678 47.4346446, 18.9166904 47.4346993, 18.9166373 47.4347368, 18.9165734 47.434796, 18.9165633 47.4348054, 18.9163922 47.4349639, 18.9163812 47.4349741, 18.9163103 47.4350459, 18.916185 47.4351728, 18.9160502 47.4353052, 18.9160371 47.4353181, 18.9159879 47.4353691, 18.9157946 47.4355643, 18.9157137 47.4355917, 18.9156146 47.4356289)",,,
225628619,,,Nyár utca,residential,False,False,121.12400000000001,30,"LINESTRING (18.9172929 47.4344496, 18.9169351 47.4343066, 18.9159586 47.4339125, 18.9159091 47.4338925)",,,
225628619,,,Nyár utca,residential,False,True,87.55300000000001,30,"LINESTRING (18.9172929 47.4344496, 18.9173994 47.4344918, 18.9182896 47.4348563)",,,
"[765276525, 330939283, 50917717, 50917719, 50917721, 336011452, 23279998]",2,,Munkácsy Mihály utca,tertiary,False,False,194.683,50,"LINESTRING (18.9159716 47.4308034, 18.9160237 47.4308341, 18.9160708 47.4308658, 18.9161751 47.4309575, 18.9162628 47.4310457, 18.9163298 47.431121, 18.9163606 47.4311567, 18.9164153 47.4312091, 18.9165478 47.4313283, 18.9167918 47.4315352, 18.9168969 47.4316177, 18.917094 47.4317784, 18.9172145 47.4318788, 18.9173952 47.4320349, 18.9174443 47.4320794, 18.9174883 47.4321206, 18.917566 47.4321786)",,,
26340612,2,,Szent István utca,tertiary,False,True,175.556,50,"LINESTRING (18.9159716 47.4308034, 18.9159154 47.4308281, 18.9158617 47.4308548, 18.915786 47.4309041, 18.9142537 47.4318707)",,,
26340665,,,Munkácsy Mihály utca,residential,False,False,16.264,,"LINESTRING (18.9159716 47.4308034, 18.915907 47.4307713, 18.9158114 47.4307058)",,,
1080966181,,,József Attila utca,residential,False,True,15.782,,"LINESTRING (18.917566 47.4321786, 18.9174056 47.4322701)",,,
"[688434152, 159718764]",2,,Munkácsy Mihály utca,tertiary,False,False,135.881,50,"LINESTRING (18.917566 47.4321786, 18.9178019 47.4323415, 18.9186121 47.4327264, 18.9190043 47.4329128)",,,
"[159718761, 308638172]",,,Alsóerdősor utca,residential,False,True,151.96200000000002,30,"LINESTRING (18.917566 47.4321786, 18.9176148 47.432155, 18.9176665 47.4321334, 18.9178443 47.4320705, 18.9182531 47.4320488, 18.9185311 47.432011, 18.9188081 47.431963, 18.9190629 47.4319049, 18.9193263 47.4318346, 18.9194783 47.4317874)",,,
"[765276525, 330939283, 50917717, 50917719, 50917721, 336011452, 23279998]",2,,Munkácsy Mihály utca,tertiary,False,True,194.683,50,"LINESTRING (18.917566 47.4321786, 18.9174883 47.4321206, 18.9174443 47.4320794, 18.9173952 47.4320349, 18.9172145 47.4318788, 18.917094 47.4317784, 18.9168969 47.4316177, 18.9167918 47.4315352, 18.9165478 47.4313283, 18.9164153 47.4312091, 18.9163606 47.4311567, 18.9163298 47.431121, 18.9162628 47.4310457, 18.9161751 47.4309575, 18.9160708 47.4308658, 18.9160237 47.4308341, 18.9159716 47.4308034)",,,
"[16068825, 16067499, 50917725]",2,8103,"['Bajcsy-Zsilinszky utca', 'Baross Gábor utca']",secondary,False,False,109.274,50,"LINESTRING (18.9151944 47.434695, 18.915246 47.434783, 18.9154399 47.4351134, 18.9155221 47.4352559, 18.9155827 47.435418, 18.9156017 47.4354958, 18.915616 47.4356059, 18.9156146 47.4356289)",,,
16067499,2,8103,Baross Gábor utca,secondary,False,True,149.299,50,"LINESTRING (18.9151944 47.434695, 18.9149869 47.4343423, 18.9144567 47.4334485)",,,
23280018,,,József Attila utca,residential,False,False,20.034,,"LINESTRING (18.9151944 47.434695, 18.9152359 47.4346499, 18.9152868 47.4345947, 18.9153353 47.4345421)",,,
23280428,,,József Attila utca,residential,False,False,75.22699999999999,30,"LINESTRING (18.9151944 47.434695, 18.9151449 47.4347332, 18.9151212 47.4347515, 18.9145357 47.4352041)",,,
23280428,,,József Attila utca,residential,False,False,120.299,30,"LINESTRING (18.9145357 47.4352041, 18.9134898 47.4360226)",,,
23280023,,,Temető köz,residential,False,False,250.484,30,"LINESTRING (18.9145357 47.4352041, 18.9144761 47.4351404, 18.9134219 47.434014, 18.9130293 47.4335931, 18.9129962 47.4335649, 18.9129628 47.4335459, 18.9129518 47.4335396, 18.9126825 47.4334299, 18.9126635 47.4334222, 18.9126084 47.4333997)",,,
23280428,,,József Attila utca,residential,False,True,75.22699999999999,30,"LINESTRING (18.9145357 47.4352041, 18.9151212 47.4347515, 18.9151449 47.4347332, 18.9151944 47.434695)",,,
23280428,,,József Attila utca,residential,False,False,77.061,30,"LINESTRING (18.9134898 47.4360226, 18.9128309 47.4365533)",,,
23280428,,,József Attila utca,residential,False,True,120.299,30,"LINESTRING (18.9134898 47.4360226, 18.9145357 47.4352041)",,,
23280102,,,Zrínyi Miklós utca,residential,False,True,261.461,30,"LINESTRING (18.9134898 47.4360226, 18.9134035 47.4359739, 18.9130127 47.4357454, 18.9127295 47.435952, 18.9126725 47.4359635, 18.912595 47.4359541, 18.91222 47.4357352, 18.911797 47.4354882, 18.9114891 47.4353085, 18.9108595 47.4349409)",,,
23280128,,,Szérűskert utca,residential,False,False,195.24300000000002,30,"LINESTRING (18.9134898 47.4360226, 18.9135643 47.4360653, 18.9142106 47.4364355, 18.9152157 47.4369856, 18.9152833 47.4370233, 18.9153701 47.4370717, 18.9153898 47.4370827, 18.9154386 47.4371101, 18.915492 47.43714)",,,
23280428,,,József Attila utca,residential,False,False,40.396,30,"LINESTRING (18.9128309 47.4365533, 18.9124696 47.4368221)",,,
23280428,,,József Attila utca,residential,False,True,77.061,30,"LINESTRING (18.9128309 47.4365533, 18.9134898 47.4360226)",,,
23280139,,,Bottyán János utca,residential,False,True,249.41199999999995,30,"LINESTRING (18.9128309 47.4365533, 18.9128851 47.4365833, 18.9152011 47.4378665, 18.9153281 47.4379123, 18.9153893 47.4379242, 18.9154339 47.4379261)",,,
23280428,,,József Attila utca,residential,False,True,40.396,30,"LINESTRING (18.9124696 47.4368221, 18.9128309 47.4365533)",,,
23280145,,,Hunyadi János utca,residential,False,False,227.366,30,"LINESTRING (18.9124696 47.4368221, 18.9123829 47.436771, 18.9102713 47.4355264, 18.9102441 47.4355104, 18.9101905 47.4354788)",,,
23280428,,,József Attila utca,residential,False,False,53.384,30,"LINESTRING (18.9124696 47.4368221, 18.9124281 47.4368544, 18.9120044 47.4371847)",,,
23280428,,,József Attila utca,residential,False,False,42.51,30,"LINESTRING (18.9120044 47.4371847, 18.9115506 47.4374126)",,,
23280428,,,József Attila utca,residential,False,True,53.384,30,"LINESTRING (18.9120044 47.4371847, 18.9124281 47.4368544, 18.9124696 47.4368221)",,,
313092439,,,Rákóczi Ferenc utca,residential,False,True,327.67600000000004,30,"LINESTRING (18.9120044 47.4371847, 18.9120641 47.4372191, 18.9152006 47.4390236, 18.9152759 47.4390469, 18.9153526 47.439056)",,,
23280428,,,József Attila utca,residential,False,False,93.04,30,"LINESTRING (18.9115506 47.4374126, 18.910545 47.4378999)",,,
23280428,,,József Attila utca,residential,False,True,42.51,30,"LINESTRING (18.9115506 47.4374126, 18.9120044 47.4371847)",,,
23280151,,,Ady Endre utca,residential,False,False,222.43,30,"LINESTRING (18.9115506 47.4374126, 18.9114896 47.4373569, 18.9098736 47.4358804, 18.9098302 47.4358408, 18.9097909 47.4358049)",,,
23280428,,,József Attila utca,residential,False,True,93.04,30,"LINESTRING (18.910545 47.4378999, 18.9115506 47.4374126)",,,
23280428,,,József Attila utca,residential,False,False,83.578,30,"LINESTRING (18.910545 47.4378999, 18.9104856 47.4379268, 18.9096968 47.4383096, 18.9096407 47.4383367)",,,
308638173,,,Deák Ferenc utca,residential,False,False,198.029,30,"LINESTRING (18.910545 47.4378999, 18.9104794 47.4378371, 18.9090181 47.4365014, 18.9089813 47.4364671)",,,
23280428,,,József Attila utca,residential,False,False,84.846,30,"LINESTRING (18.9096407 47.4383367, 18.9087243 47.4387817)",,,
23280169,,,Petőfi Sándor utca,residential,False,True,176.652,30,"LINESTRING (18.9096407 47.4383367, 18.9095771 47.438279, 18.9082919 47.4370968, 18.9082487 47.4370571)",,,
23280428,,,József Attila utca,residential,False,True,83.578,30,"LINESTRING (18.9096407 47.4383367, 18.9096968 47.4383096, 18.9104856 47.4379268, 18.910545 47.4378999)",,,
23280428,,,József Attila utca,residential,False,True,84.846,30,"LINESTRING (18.9087243 47.4387817, 18.9096407 47.4383367)",,,
23280182,,,Arany János utca,residential,False,True,156.755,30,"LINESTRING (18.9087243 47.4387817, 18.9086661 47.4387353, 18.9080504 47.4381606, 18.9075473 47.4377135, 18.9074781 47.437652)",,,
23280428,,,József Attila utca,residential,False,False,90.489,30,"LINESTRING (18.9087243 47.4387817, 18.9078366 47.4392352, 18.9077873 47.4392867)",,,
23280251,,,Katona József utca,residential,False,False,139.969,30,"LINESTRING (18.9077873 47.4392867, 18.9073681 47.4389077, 18.9067157 47.4383177, 18.9066726 47.4382787)",,,
23280428,,,József Attila utca,residential,False,True,90.489,30,"LINESTRING (18.9077873 47.4392867, 18.9078366 47.4392352, 18.9087243 47.4387817)",,,
23280022,,,Apponyi Albert utca,residential,False,False,402.95099999999996,30,"LINESTRING (18.9126084 47.4333997, 18.9125483 47.4333765, 18.9125221 47.4333664, 18.9117271 47.4330598, 18.9116933 47.4330867, 18.9089475 47.4352487, 18.9089028 47.435291)",3,,
23280023,,,Temető köz,residential,False,True,250.484,30,"LINESTRING (18.9126084 47.4333997, 18.9126635 47.4334222, 18.9126825 47.4334299, 18.9129518 47.4335396, 18.9129628 47.4335459, 18.9129962 47.4335649, 18.9130293 47.4335931, 18.9134219 47.434014, 18.9144761 47.4351404, 18.9145357 47.4352041)",,,
23283157,,,Kazinczy Ferenc utca,tertiary,False,False,146.32100000000003,,"LINESTRING (18.9126084 47.4333997, 18.9135015 47.4323902, 18.9135612 47.4323273, 18.9136061 47.4322702)",,,
23283157,,,Kazinczy Ferenc utca,tertiary,False,True,216.661,,"LINESTRING (18.9126084 47.4333997, 18.9122544 47.4338159, 18.9120066 47.4340158, 18.9108595 47.4349409)",,,
23280151,,,Ady Endre utca,residential,False,False,44.71,30,"LINESTRING (18.9089028 47.435291, 18.908451 47.4350297)",,,
23280022,,,Apponyi Albert utca,residential,False,True,402.9509999999999,30,"LINESTRING (18.9089028 47.435291, 18.9089475 47.4352487, 18.9116933 47.4330867, 18.9117271 47.4330598, 18.9125221 47.4333664, 18.9125483 47.4333765, 18.9126084 47.4333997)",3,,
23280151,,,Ady Endre utca,residential,False,True,87.90499999999999,30,"LINESTRING (18.9089028 47.435291, 18.9097193 47.4357635, 18.9097318 47.4357707, 18.9097909 47.4358049)",,,
23283157,,,Kazinczy Ferenc utca,tertiary,False,True,78.163,,"LINESTRING (18.9108595 47.4349409, 18.9101905 47.4354788)",,,
23280102,,,Zrínyi Miklós utca,residential,False,False,261.461,30,"LINESTRING (18.9108595 47.4349409, 18.9114891 47.4353085, 18.911797 47.4354882, 18.91222 47.4357352, 18.912595 47.4359541, 18.9126725 47.4359635, 18.9127295 47.435952, 18.9130127 47.4357454, 18.9134035 47.4359739, 18.9134898 47.4360226)",,,
23283157,,,Kazinczy Ferenc utca,tertiary,False,False,216.661,,"LINESTRING (18.9108595 47.4349409, 18.9120066 47.4340158, 18.9122544 47.4338159, 18.9126084 47.4333997)",,,
23283157,,,Kazinczy Ferenc utca,tertiary,False,False,78.163,,"LINESTRING (18.9101905 47.4354788, 18.9108595 47.4349409)",,,
23280145,,,Hunyadi János utca,residential,False,True,227.36599999999999,30,"LINESTRING (18.9101905 47.4354788, 18.9102441 47.4355104, 18.9102713 47.4355264, 18.9123829 47.436771, 18.9124696 47.4368221)",,,
23283157,,,Kazinczy Ferenc utca,tertiary,False,True,47.098,,"LINESTRING (18.9101905 47.4354788, 18.9101383 47.4355214, 18.9097909 47.4358049)",,,
23283157,,,Kazinczy Ferenc utca,tertiary,False,True,95.55,,"LINESTRING (18.9097909 47.4358049, 18.9089813 47.4364671)",,,
23280151,,,Ady Endre utca,residential,False,False,87.90499999999999,30,"LINESTRING (18.9097909 47.4358049, 18.9097318 47.4357707, 18.9097193 47.4357635, 18.9089028 47.435291)",,,
23280151,,,Ady Endre utca,residential,False,True,222.43,30,"LINESTRING (18.9097909 47.4358049, 18.9098302 47.4358408, 18.9098736 47.4358804, 18.9114896 47.4373569, 18.9115506 47.4374126)",,,
23283157,,,Kazinczy Ferenc utca,tertiary,False,False,47.098,,"LINESTRING (18.9097909 47.4358049, 18.9101383 47.4355214, 18.9101905 47.4354788)",,,
23283157,,,Kazinczy Ferenc utca,tertiary,False,False,95.55,,"LINESTRING (18.9089813 47.4364671, 18.9097909 47.4358049)",,,
23283157,,,Kazinczy Ferenc utca,tertiary,False,True,85.675,,"LINESTRING (18.9089813 47.4364671, 18.9082487 47.4370571)",,,
23280160,,,Deák Ferenc utca,residential,False,True,133.45000000000002,30,"LINESTRING (18.9089813 47.4364671, 18.9089199 47.4364321, 18.9088929 47.4364167, 18.9076643 47.4357153, 18.9076253 47.4356931)",,,
308638173,,,Deák Ferenc utca,residential,False,True,198.029,30,"LINESTRING (18.9089813 47.4364671, 18.9090181 47.4365014, 18.9104794 47.4378371, 18.910545 47.4378999)",,,
23283157,,,Kazinczy Ferenc utca,tertiary,False,False,85.675,,"LINESTRING (18.9082487 47.4370571, 18.9089813 47.4364671)",,,
23283157,,,Kazinczy Ferenc utca,tertiary,False,True,87.949,,"LINESTRING (18.9082487 47.4370571, 18.9074781 47.437652)",,,
23280169,,,Petőfi Sándor utca,residential,False,False,176.652,30,"LINESTRING (18.9082487 47.4370571, 18.9082919 47.4370968, 18.9095771 47.438279, 18.9096407 47.4383367)",,,
23283157,,,Kazinczy Ferenc utca,tertiary,False,False,87.949,,"LINESTRING (18.9074781 47.437652, 18.9082487 47.4370571)",,,
23283157,,,Kazinczy Ferenc utca,tertiary,False,True,50.571,,"LINESTRING (18.9074781 47.437652, 18.9070359 47.4379946)",,,
23280182,,,Arany János utca,residential,False,False,156.755,30,"LINESTRING (18.9074781 47.437652, 18.9075473 47.4377135, 18.9080504 47.4381606, 18.9086661 47.4387353, 18.9087243 47.4387817)",,,
23283157,,,Kazinczy Ferenc utca,tertiary,False,False,50.571,,"LINESTRING (18.9070359 47.4379946, 18.9074781 47.437652)",,,
23283157,,,Kazinczy Ferenc utca,tertiary,False,True,41.768,,"LINESTRING (18.9070359 47.4379946, 18.9066726 47.4382787)",,,
23283157,,,Kazinczy Ferenc utca,tertiary,False,False,41.768,,"LINESTRING (18.9066726 47.4382787, 18.9070359 47.4379946)",,,
23280251,,,Katona József utca,residential,False,True,139.969,30,"LINESTRING (18.9066726 47.4382787, 18.9067157 47.4383177, 18.9073681 47.4389077, 18.9077873 47.4392867)",,,
367911364,2,8103,Bajcsy-Zsilinszky utca,secondary,False,False,22.982,50,"LINESTRING (18.915492 47.43714, 18.915476 47.4373464)",,,
367911364,2,8103,Bajcsy-Zsilinszky utca,secondary,False,True,88.141,50,"LINESTRING (18.915492 47.43714, 18.9155556 47.4363485)",,,
23280128,,,Szérűskert utca,residential,False,True,195.243,30,"LINESTRING (18.915492 47.43714, 18.9154386 47.4371101, 18.9153898 47.4370827, 18.9153701 47.4370717, 18.9152833 47.4370233, 18.9152157 47.4369856, 18.9142106 47.4364355, 18.9135643 47.4360653, 18.9134898 47.4360226)",,,
367911364,2,8103,Bajcsy-Zsilinszky utca,secondary,False,True,64.538,50,"LINESTRING (18.9154339 47.4379261, 18.915476 47.4373464)",,,
23280139,,,Bottyán János utca,residential,False,False,249.41199999999998,30,"LINESTRING (18.9154339 47.4379261, 18.9153893 47.4379242, 18.9153281 47.4379123, 18.9152011 47.4378665, 18.9128851 47.4365833, 18.9128309 47.4365533)",,,
367911364,2,8103,Bajcsy-Zsilinszky utca,secondary,False,False,125.86500000000001,50,"LINESTRING (18.9154339 47.4379261, 18.9154195 47.4380935, 18.9153471 47.438915, 18.9153442 47.4389949, 18.9153526 47.439056)",,,
23280160,,,Deák Ferenc utca,residential,False,False,133.45000000000002,30,"LINESTRING (18.9076253 47.4356931, 18.9076643 47.4357153, 18.9088929 47.4364167, 18.9089199 47.4364321, 18.9089813 47.4364671)",,,
23280557,,,Árnyas utca,residential,False,True,96.429,30,"LINESTRING (18.9076253 47.4356931, 18.9084113 47.435062, 18.908451 47.4350297)",,,
367911366,2,8102,Géza fejedelem utca,secondary,False,False,68.347,50,"LINESTRING (18.917214 47.4371243, 18.9168004 47.4376716)",,,
367911366,2,8102,Géza fejedelem utca,secondary,False,True,128.992,50,"LINESTRING (18.917214 47.4371243, 18.9180401 47.4361077)",,,
23280300,,,Rózsa köz,residential,False,False,26.292,,"LINESTRING (18.917214 47.4371243, 18.9171554 47.437107, 18.9171394 47.4371023, 18.9168977 47.4370237)",,,
23280300,,,Rózsa köz,residential,False,False,53.589000000000006,,"LINESTRING (18.9168977 47.4370237, 18.9167997 47.436992, 18.9163016 47.4368309, 18.9162549 47.4368158)",,,
23280300,,,Rózsa köz,residential,False,True,26.292,,"LINESTRING (18.9168977 47.4370237, 18.9171394 47.4371023, 18.9171554 47.437107, 18.917214 47.4371243)",,,
23280389,,,Csokonai Vitéz Mihály utca,residential,False,False,131.803,,"LINESTRING (18.9168977 47.4370237, 18.9169204 47.4369931, 18.9176855 47.4359649)",,,
23280300,,,Rózsa köz,residential,False,True,53.589000000000006,,"LINESTRING (18.9162549 47.4368158, 18.9163016 47.4368309, 18.9167997 47.436992, 18.9168977 47.4370237)",,,
"[23280304, 23280314]",,,"['Szegfű utca', 'Diófa utca']",residential,False,False,151.19699999999997,,"LINESTRING (18.9162549 47.4368158, 18.9165728 47.436243, 18.9157271 47.4359335, 18.9156761 47.4359148, 18.9156003 47.4358871)",,,
23280304,,,Szegfű utca,residential,False,True,72.567,,"LINESTRING (18.9162549 47.4368158, 18.91595 47.4373079, 18.915882 47.4374177)",,,
23280304,,,Szegfű utca,residential,False,False,72.567,,"LINESTRING (18.915882 47.4374177, 18.91595 47.4373079, 18.9162549 47.4368158)",,,
23280361,,,Szegfű utca,residential,False,True,31.549,,"LINESTRING (18.915882 47.4374177, 18.9155854 47.4373656, 18.9155599 47.4373611, 18.915476 47.4373464)",,,
324258578,,,Szegfű utca,residential,True,False,74.61999999999999,,"LINESTRING (18.915882 47.4374177, 18.9159292 47.4374308, 18.9166455 47.4376288, 18.9167154 47.4376481, 18.9167378 47.4376543, 18.9168004 47.4376716)",,,
"[23280304, 23280314]",,,"['Szegfű utca', 'Diófa utca']",residential,False,True,151.197,,"LINESTRING (18.9156003 47.4358871, 18.9156761 47.4359148, 18.9157271 47.4359335, 18.9165728 47.436243, 18.9162549 47.4368158)",,,
"[367911363, 367911364, 50917709]",2,8103,Bajcsy-Zsilinszky utca,secondary,False,False,51.416000000000004,50,"LINESTRING (18.9156003 47.4358871, 18.9155776 47.4361213, 18.9155633 47.436269, 18.9155556 47.4363485)",,,
50917709,2,8103,Bajcsy-Zsilinszky utca,secondary,False,True,28.742,50,"LINESTRING (18.9156003 47.4358871, 18.915609 47.4358181, 18.9156146 47.4356289)",,,
367911364,2,8103,Bajcsy-Zsilinszky utca,secondary,False,False,64.538,50,"LINESTRING (18.915476 47.4373464, 18.9154339 47.4379261)",,,
367911364,2,8103,Bajcsy-Zsilinszky utca,secondary,False,True,22.982,50,"LINESTRING (18.915476 47.4373464, 18.915492 47.43714)",,,
23280361,,,Szegfű utca,residential,False,False,31.549,,"LINESTRING (18.915476 47.4373464, 18.9155599 47.4373611, 18.9155854 47.4373656, 18.915882 47.4374177)",,,
367911366,2,8102,Géza fejedelem utca,secondary,False,True,68.347,50,"LINESTRING (18.9168004 47.4376716, 18.917214 47.4371243)",,,
"[367911366, 324258574]","['2', '3']",8102,Géza fejedelem utca,secondary,False,False,175.579,50,"LINESTRING (18.9168004 47.4376716, 18.9165543 47.4379907, 18.9163609 47.4382415, 18.9158374 47.4389429, 18.9157093 47.439066)",,,
225628619,,,Nyár utca,residential,False,False,9.749,30,"LINESTRING (18.9184004 47.4349018, 18.9182896 47.4348563)",,,
559533934,,,Nyár utca,residential,False,True,39.746,,"LINESTRING (18.9184004 47.4349018, 18.9184326 47.4349131, 18.9187497 47.4350339, 18.9188111 47.4350573, 18.9188614 47.4350765)",,,
559533936,,,Csokonai Vitéz Mihály utca,residential,False,True,129.866,,"LINESTRING (18.9184004 47.4349018, 18.9183702 47.4349467, 18.9177056 47.4359351, 18.9176855 47.4359649)",,,
367911364,2,8103,Bajcsy-Zsilinszky utca,secondary,False,False,88.141,50,"LINESTRING (18.9155556 47.4363485, 18.915492 47.43714)",,,
23280409,,,Baross köz,residential,False,False,69.66300000000001,,"LINESTRING (18.9155556 47.4363485, 18.9154959 47.4363159, 18.9154487 47.4362901, 18.914835 47.4359549)",,,
"[367911363, 367911364, 50917709]",2,8103,Bajcsy-Zsilinszky utca,secondary,False,True,51.416,50,"LINESTRING (18.9155556 47.4363485, 18.9155633 47.436269, 18.9155776 47.4361213, 18.9156003 47.4358871)",,,
23280409,,,Baross köz,residential,False,True,69.663,,"LINESTRING (18.914835 47.4359549, 18.9154487 47.4362901, 18.9154959 47.4363159, 18.9155556 47.4363485)",,,
1080966181,,,József Attila utca,residential,False,False,15.782,,"LINESTRING (18.9174056 47.4322701, 18.917566 47.4321786)",,,
441586805,,,Dr. Grimm Ferenc tér,residential,False,True,31.959,,"LINESTRING (18.9174056 47.4322701, 18.9173542 47.4322409, 18.9170867 47.4324016)",,,
23280151,,,Ady Endre utca,residential,False,True,44.71,30,"LINESTRING (18.908451 47.4350297, 18.9089028 47.435291)",,,
23280557,,,Árnyas utca,residential,False,False,96.429,30,"LINESTRING (18.908451 47.4350297, 18.9084113 47.435062, 18.9076253 47.4356931)",,,
308638170,,,Ady Endre utca,residential,False,False,82.20500000000001,30,"LINESTRING (18.908451 47.4350297, 18.9076827 47.4346029, 18.9076064 47.4345605)",,,
323445979,2,8103,Szent István utca,secondary,False,True,33.412,40,"LINESTRING (18.9076064 47.4345605, 18.9072381 47.4347285)",,,
308638170,,,Ady Endre utca,residential,False,True,82.20500000000001,30,"LINESTRING (18.9076064 47.4345605, 18.9076827 47.4346029, 18.908451 47.4350297)",,,
323445980,2,8103,Szent István utca,secondary,False,False,433.216,50,"LINESTRING (18.9076064 47.4345605, 18.9092908 47.4337366, 18.9098325 47.4334791, 18.9101399 47.433333, 18.9110115 47.4329491, 18.9120133 47.432536, 18.9123946 47.4324019)",,,
26329027,,,Dózsa György utca,residential,False,True,18.84,30,"LINESTRING (18.9067515 47.4342915, 18.9065261 47.4343654)",,,
"[25892593, 911541630]",,,Tüskevár köz,residential,False,True,60.839999999999996,,"LINESTRING (18.9067515 47.4342915, 18.9067805 47.4343172, 18.907161 47.4346545, 18.9071712 47.4346645, 18.9072381 47.4347285)",,,
