osmid,highway,junction,oneway,reversed,length,geometry,name,maxspeed,lanes,ref,width,bridge,access
73694907,residential,,False,True,174.14400000000003,"LINESTRING (19.3526321 47.6026123, 19.3527215 47.6024319, 19.3529021 47.6020649, 19.3531144 47.6016147, 19.3531113 47.6015809, 19.3530983 47.6015586, 19.3530677 47.6015388, 19.3530258 47.601524, 19.3529195 47.6014894, 19.3528555 47.6014522, 19.3528279 47.6014246, 19.352814 47.6013987, 19.3528069 47.6013652, 19.3528641 47.6012464, 19.3528835 47.6012061)",Paál László köz,40,,,,,
73694932,residential,,False,False,93.167,"LINESTRING (19.3526321 47.6026123, 19.3527959 47.6026566, 19.3532246 47.602765, 19.3537108 47.6028843, 19.3537962 47.6029053)",Paál László köz,,,,,,
73694932,residential,,False,True,92.12,"LINESTRING (19.3526321 47.6026123, 19.3524477 47.6025641, 19.3522217 47.602493, 19.352168 47.6024423, 19.3521332 47.6023736, 19.3521064 47.602332, 19.35205 47.6022922, 19.3517339 47.6022211, 19.3516397 47.6021999)",Paál László köz,,,,,,
"[273729455, 272559325, 272559327]",residential,,False,True,135.673,"LINESTRING (19.3500415 47.603717, 19.3501378 47.6036538, 19.3502304 47.6036032, 19.3503879 47.6035112, 19.3505182 47.6034415, 19.3505688 47.6034134, 19.3506309 47.6033827, 19.3507295 47.6033312, 19.3510939 47.6030835, 19.3511973 47.6029395, 19.3512667 47.6028428)",Szent János utca,40,,,,yes,
"[273729457, 294791493, 294791494]",residential,,True,False,168.791,"LINESTRING (19.3500415 47.603717, 19.3506842 47.6042836, 19.3508607 47.6044312, 19.3509357 47.6044998, 19.3514203 47.6049169)",Lumniczer Sándor utca,,,,,yes,
273729462,residential,,False,False,84.519,"LINESTRING (19.3500415 47.603717, 19.349929 47.6037923, 19.3498747 47.6038342, 19.3497824 47.6039172, 19.3497393 47.603956, 19.3494597 47.6042074, 19.349343 47.6043123)",Deák Ferenc tér,40,,,,,
73695019,residential,,False,True,109.431,"LINESTRING (19.349343 47.6043123, 19.3494266 47.6043858, 19.349581 47.6045214, 19.3499381 47.6047775, 19.3500655 47.6048707, 19.3500875 47.6048999, 19.350095 47.6049392, 19.3500686 47.6049852, 19.3500191 47.6050201, 19.3499312 47.6050615)",Kör utca,,,,,,
273729462,residential,,False,True,84.519,"LINESTRING (19.349343 47.6043123, 19.3494597 47.6042074, 19.3497393 47.603956, 19.3497824 47.6039172, 19.3498747 47.6038342, 19.349929 47.6037923, 19.3500415 47.603717)",Deák Ferenc tér,40,,,,,
794305074,residential,,False,False,218.78199999999998,"LINESTRING (19.349343 47.6043123, 19.3485147 47.6048875, 19.3476742 47.6054734, 19.347448 47.6056122, 19.3473878 47.6056407, 19.3473019 47.605682, 19.3472732 47.6056958)",Szent János utca,40,,,,,
"[304762172, 304762079]",secondary,,False,False,157.49300000000002,"LINESTRING (19.3446094 47.6007526, 19.344973 47.6005008, 19.3451291 47.6003882, 19.3454906 47.6001265, 19.3459029 47.5998152, 19.3460346 47.5997125)",Dózsa György út,50,3,2104,,,
"[304762081, 304762172]",secondary,,False,True,116.298,"LINESTRING (19.3446094 47.6007526, 19.3439991 47.6011993, 19.3436381 47.6014559, 19.3435519 47.6015177)",Dózsa György út,50,3,2104,,,
311536222,residential,,False,True,60.83200000000001,"LINESTRING (19.3446094 47.6007526, 19.3445776 47.6007288, 19.344547 47.6007057, 19.3445289 47.6006889, 19.3441256 47.6003138)",Városmajor utca,,,,,,destination
41659004,residential,,False,True,35.534,"LINESTRING (19.3455725 47.5994014, 19.3453769 47.5992746, 19.3452309 47.5991799)",Kossuth Lajos utca,,,,,,
73694957,living_street,,False,True,94.159,"LINESTRING (19.3455725 47.5994014, 19.3457017 47.5993104, 19.3458742 47.5991889, 19.3459523 47.5991355, 19.3460099 47.5990873, 19.3461306 47.5989806, 19.3461738 47.5987006)",,,,,,,
304762130,residential,,False,False,49.0,"LINESTRING (19.3455725 47.5994014, 19.3459578 47.5996513, 19.3460346 47.5997125)",Kossuth Lajos utca,,3,,,,
73694959,residential,,False,False,162.162,"LINESTRING (19.3530091 47.5996895, 19.3528807 47.59993, 19.3526386 47.6003727, 19.352552 47.6005311, 19.3524975 47.6006308, 19.3523048 47.6009833, 19.3522637 47.6010585)",Szent János utca,40,,,,,
293162166,residential,,True,False,27.568,"LINESTRING (19.3428852 47.6041165, 19.3428734 47.6043643)",Kazinczy körút,,,,,,
293162159,residential,,False,False,84.965,"LINESTRING (19.3428852 47.6041165, 19.3429648 47.6041545, 19.3430499 47.6041809, 19.3432514 47.6042466, 19.3438125 47.6043949, 19.3439196 47.6044242)",Kazinczy körút,,,,,,
293162159,residential,,False,True,49.010000000000005,"LINESTRING (19.3428852 47.6041165, 19.3428335 47.6040888, 19.3427664 47.6040291, 19.3427369 47.6039672, 19.3426986 47.6037122)",Kazinczy körút,,,,,,
41659004,residential,,False,False,97.674,"LINESTRING (19.344292 47.598571, 19.3452309 47.5991799)",Kossuth Lajos utca,,,,,,
41659004,residential,,False,True,85.52,"LINESTRING (19.344292 47.598571, 19.3442453 47.5985408, 19.3441376 47.5984709, 19.3434699 47.5980379)",Kossuth Lajos utca,,,,,,
"[312197905, 73694926]",residential,,False,True,80.701,"LINESTRING (19.344292 47.598571, 19.3441266 47.598687, 19.3440361 47.5987505, 19.3435506 47.5990971)",Remsey Jenő körút,,,,,,
46972037,residential,,False,True,49.284,"LINESTRING (19.3528835 47.6012061, 19.3523481 47.6010786, 19.3522637 47.6010585)",Zombor utca,40,,,,,
73694907,residential,,False,False,174.144,"LINESTRING (19.3528835 47.6012061, 19.3528641 47.6012464, 19.3528069 47.6013652, 19.352814 47.6013987, 19.3528279 47.6014246, 19.3528555 47.6014522, 19.3529195 47.6014894, 19.3530258 47.601524, 19.3530677 47.6015388, 19.3530983 47.6015586, 19.3531113 47.6015809, 19.3531144 47.6016147, 19.3529021 47.6020649, 19.3527215 47.6024319, 19.3526321 47.6026123)",Paál László köz,40,,,,,
"[312197905, 73694926]",residential,,False,False,80.701,"LINESTRING (19.3435506 47.5990971, 19.3440361 47.5987505, 19.3441266 47.598687, 19.344292 47.598571)",Remsey Jenő körút,,,,,,
73695033,residential,,False,True,93.46300000000001,"LINESTRING (19.3435506 47.5990971, 19.3426686 47.5986942, 19.3425186 47.5986257)",Remsey Jenő körút,,,,,,
173451766,residential,,False,False,57.474000000000004,"LINESTRING (19.3449262 47.6030594, 19.3448071 47.6031107, 19.3443234 47.6033172, 19.3442788 47.6033362)",Kazinczy körút,,,,,,
"[293078891, 304762173]",residential,,False,False,200.096,"LINESTRING (19.3449262 47.6030594, 19.3439759 47.601959, 19.343813 47.6017764, 19.3436421 47.6015999, 19.3435519 47.6015177)",Szilhát utca,,3,,,,
293078891,residential,,False,True,212.228,"LINESTRING (19.3449262 47.6030594, 19.3461111 47.6045906, 19.3461889 47.604672, 19.3462442 47.6047138, 19.3462725 47.6047352)",Szilhát utca,,,,,,
46972027,residential,,False,True,61.111,"LINESTRING (19.3537962 47.6029053, 19.3535197 47.6034223)",Munkácsy Mihály út,,,,,,
73694932,residential,,False,True,93.167,"LINESTRING (19.3537962 47.6029053, 19.3537108 47.6028843, 19.3532246 47.602765, 19.3527959 47.6026566, 19.3526321 47.6026123)",Paál László köz,,,,,,
73694957,living_street,,False,False,74.933,"LINESTRING (19.3461031 47.5974591, 19.3460252 47.5975136, 19.3460009 47.5975306, 19.3457173 47.5977289, 19.3457662 47.5977626, 19.3460233 47.5979454)",,,,,,,
"[810315408, 189525893]",residential,,False,True,162.105,"LINESTRING (19.3461031 47.5974591, 19.346202 47.5975266, 19.3463221 47.5976178, 19.3464432 47.5977097, 19.3465378 47.5977814, 19.3466582 47.5978812, 19.3468553 47.5980445, 19.3469555 47.5981402, 19.3470988 47.5982788, 19.3472697 47.5984325, 19.3472902 47.5984509, 19.34741 47.5986136)",Szabadság tér,,2,,,,
73695004,residential,,False,False,41.166,"LINESTRING (19.3430709 47.5982922, 19.3433324 47.5981255, 19.3434699 47.5980379)",Szent Imre utca,,,,,,
73695004,residential,,False,True,55.589999999999996,"LINESTRING (19.3430709 47.5982922, 19.3426984 47.5985156, 19.3425186 47.5986257)",Szent Imre utca,,,,,,
73694977,residential,,False,False,30.399,"LINESTRING (19.3419439 47.6032504, 19.3420749 47.6032897, 19.3421205 47.6033021, 19.3423179 47.6033559)",Kazinczy körút,,,,,,
"[304762171, 304775646]",secondary,,False,False,230.279,"LINESTRING (19.3419439 47.6032504, 19.3420214 47.603128, 19.3420761 47.6030236, 19.3422396 47.6027649, 19.3424729 47.602394, 19.3426385 47.6022135, 19.3427289 47.6021252, 19.3428749 47.6019978, 19.3429331 47.6019567, 19.3434142 47.6016134, 19.3435519 47.6015177)",Dózsa György út,50,"['2', '3']",2104,,,
304775646,secondary,,False,True,43.097,"LINESTRING (19.3419439 47.6032504, 19.3418118 47.6034399, 19.3416838 47.6035958)",Dózsa György út,50,2,2104,,,
73695004,residential,,False,False,55.589999999999996,"LINESTRING (19.3425186 47.5986257, 19.3426984 47.5985156, 19.3430709 47.5982922)",Szent Imre utca,,,,,,
73695004,residential,,False,True,45.796,"LINESTRING (19.3425186 47.5986257, 19.3421663 47.59885, 19.342072 47.5989066)",Szent Imre utca,,,,,,
73695033,residential,,False,False,93.46300000000001,"LINESTRING (19.3425186 47.5986257, 19.3426686 47.5986942, 19.3435506 47.5990971)",Remsey Jenő körút,,,,,,
73695004,residential,,False,False,3.381,"LINESTRING (19.3420383 47.5989268, 19.342072 47.5989066)",Szent Imre utca,,,,,,
73695004,residential,,False,True,63.718,"LINESTRING (19.3420383 47.5989268, 19.3418667 47.5990279, 19.3415299 47.5991975, 19.3414391 47.599227, 19.3413483 47.5992565)",Szent Imre utca,,,,,,
173451774,residential,,False,False,5.973,"LINESTRING (19.3443192 47.6033825, 19.3442788 47.6033362)",Kazinczy körút,,,,,,
293162159,residential,,False,True,252.471,"LINESTRING (19.3443192 47.6033825, 19.3451438 47.6044329, 19.3451557 47.6044758, 19.3451616 47.6045255, 19.345149 47.6045682, 19.3451147 47.6046186, 19.3450693 47.6046533, 19.3450082 47.604684, 19.3449403 47.6046955, 19.3448672 47.6046942, 19.3447834 47.6046847, 19.3447107 47.604666, 19.3442934 47.6045389, 19.3439196 47.6044242)",Kazinczy körút,,,,,,
293162160,residential,,True,False,126.112,"LINESTRING (19.3443192 47.6033825, 19.3440854 47.6033996, 19.3433582 47.6034528, 19.3431708 47.6034664, 19.3427867 47.6034899, 19.3427164 47.6034942, 19.342646 47.6034985)",Kazinczy körút,,,,,,
73694957,living_street,,False,False,90.702,"LINESTRING (19.3460233 47.5979454, 19.346109 47.598002, 19.3462559 47.5981414, 19.3462679 47.5981919, 19.3462426 47.5983404, 19.3461738 47.5987006)",,,,,,,
107460351,living_street,,False,True,131.03199999999998,"LINESTRING (19.3460233 47.5979454, 19.3458277 47.5980845, 19.3455093 47.5983137, 19.3454916 47.5983499, 19.3454887 47.5983873, 19.3454969 47.5984198, 19.3455218 47.598454, 19.3455701 47.5984843, 19.3458729 47.5986681, 19.3459202 47.5986815, 19.3459675 47.5986854, 19.3460538 47.5986884, 19.3461738 47.5987006)",Szent István tér,,,,,,
73694957,living_street,,False,True,74.933,"LINESTRING (19.3460233 47.5979454, 19.3457662 47.5977626, 19.3457173 47.5977289, 19.3460009 47.5975306, 19.3460252 47.5975136, 19.3461031 47.5974591)",,,,,,,
46972037,residential,,False,False,49.284,"LINESTRING (19.3522637 47.6010585, 19.3523481 47.6010786, 19.3528835 47.6012061)",Zombor utca,40,,,,,
73694959,residential,,False,False,135.27499999999998,"LINESTRING (19.3522637 47.6010585, 19.3522397 47.6011023, 19.3521768 47.6012076, 19.3521392 47.6012793, 19.351986 47.6015683, 19.3516573 47.6021675, 19.3516397 47.6021999)",Szent János utca,40,,,,,
73694959,residential,,False,True,162.162,"LINESTRING (19.3522637 47.6010585, 19.3523048 47.6009833, 19.3524975 47.6006308, 19.352552 47.6005311, 19.3526386 47.6003727, 19.3528807 47.59993, 19.3530091 47.5996895)",Szent János utca,40,,,,,
73694929,residential,,True,False,447.055,"LINESTRING (19.3410925 47.6042423, 19.3411612 47.6042688, 19.341538 47.6043926, 19.3463554 47.6059961, 19.3464381 47.6060236)",Kazinczy Ferenc utca,30,,,,,
304775646,secondary,,False,False,84.458,"LINESTRING (19.3410925 47.6042423, 19.3413685 47.6039432, 19.3416838 47.6035958)",Dózsa György út,50,2,2104,,,
272181061,residential,,True,False,97.749,"LINESTRING (19.3444335 47.5997369, 19.3442175 47.5995401, 19.3441571 47.5994941, 19.3440762 47.5994344, 19.3438783 47.5992725, 19.3435506 47.5990971)",Remsey Jenő körút,,,,,,
1265086210,residential,,False,False,33.848,"LINESTRING (19.3444335 47.5997369, 19.3445591 47.5998541, 19.3447041 47.5999805)",Remsey Jenő körút,,,,,,
41659004,residential,,False,True,97.674,"LINESTRING (19.3452309 47.5991799, 19.344292 47.598571)",Kossuth Lajos utca,,,,,,
41659004,residential,,False,False,35.534,"LINESTRING (19.3452309 47.5991799, 19.3453769 47.5992746, 19.3455725 47.5994014)",Kossuth Lajos utca,,,,,,
312197908,residential,,True,False,86.126,"LINESTRING (19.3452309 47.5991799, 19.3447848 47.5995077, 19.3447444 47.599536, 19.3447177 47.5995532, 19.3444335 47.5997369)",Remsey Jenő körút,,,,,,
