osmid,ref,name,highway,maxspeed,oneway,reversed,length,bridge,lanes,geometry
"[998513746, 276110349, 1014595973]",,Mátrai utca,residential,,False,False,394.085,,,"LINESTRING (16.8706893 47.5883409, 16.8707534 47.588348, 16.8713714 47.5885578, 16.8716684 47.5886409, 16.8719115 47.5886662, 16.8721277 47.5886699, 16.8724165 47.5887104, 16.8726583 47.5888197, 16.8728844 47.588944, 16.873007 47.5890629, 16.8730902 47.5891943, 16.8732315 47.5895296, 16.8733137 47.5896892, 16.8733905 47.5898384, 16.8734417 47.5899546, 16.8735122 47.5900835, 16.8736404 47.5902405, 16.8738252 47.5904642, 16.8739628 47.5905933, 16.8740587 47.5906655)"
"[998513408, 1119210049]",,Bezerédi utca,residential,,False,True,100.596,,,"LINESTRING (16.8706893 47.5883409, 16.8706564 47.5883229, 16.8706422 47.5882733, 16.8710955 47.5875064)"
276110363,85,,primary,50,False,False,18.112,,,"LINESTRING (16.8710955 47.5875064, 16.8708645 47.5874589)"
"[225030938, 276110363]",85,,primary,50,False,True,427.71399999999994,,,"LINESTRING (16.8710955 47.5875064, 16.8716206 47.5876383, 16.8719324 47.5877354, 16.8721971 47.5878283, 16.8724818 47.587944, 16.8727002 47.5880486, 16.8729414 47.5881703, 16.8731192 47.5882678, 16.8734628 47.5884835, 16.8741869 47.5889772, 16.8753493 47.5897899, 16.8753743 47.5898088, 16.8754826 47.5898878)"
"[998513408, 1119210049]",,Bezerédi utca,residential,,False,False,100.59600000000002,,,"LINESTRING (16.8710955 47.5875064, 16.8706422 47.5882733, 16.8706564 47.5883229, 16.8706893 47.5883409)"
179338018,8521,Szerdahelyi utca,secondary,50,False,True,15.364,,,"LINESTRING (16.8742201 47.5905804, 16.8740587 47.5906655)"
179338018,8521,Szerdahelyi utca,secondary,50,False,False,122.11200000000001,,,"LINESTRING (16.8742201 47.5905804, 16.8748245 47.590267, 16.8753626 47.5899654, 16.8754826 47.5898878)"
"[276110331, 1014595971, 998145404, 998144227]",,"['József Attila utca', 'Szerdahelyi utca']",residential,,False,False,256.607,,,"LINESTRING (16.8742201 47.5905804, 16.8742857 47.5906304, 16.8750133 47.5910983, 16.8753549 47.5913327, 16.8757808 47.5916603, 16.8761722 47.5919577, 16.8764668 47.5921764, 16.8765014 47.5922216, 16.8765151 47.5922754)"
276138775,,Kossuth Lajos utca,residential,,False,True,225.134,,,"LINESTRING (16.8740771 47.5934528, 16.8763958 47.5923613, 16.8765151 47.5922754)"
276110365,,József Attila utca,residential,,False,False,111.966,,,"LINESTRING (16.8776409 47.591614, 16.8765151 47.5922754)"
276110363,85,,primary,50,False,True,18.112,,,"LINESTRING (16.8708645 47.5874589, 16.8710955 47.5875064)"
179338018,8521,Szerdahelyi utca,secondary,50,False,False,15.364,,,"LINESTRING (16.8740587 47.5906655, 16.8742201 47.5905804)"
"[998513746, 276110349, 1014595973]",,Mátrai utca,residential,,False,True,394.085,,,"LINESTRING (16.8740587 47.5906655, 16.8739628 47.5905933, 16.8738252 47.5904642, 16.8736404 47.5902405, 16.8735122 47.5900835, 16.8734417 47.5899546, 16.8733905 47.5898384, 16.8733137 47.5896892, 16.8732315 47.5895296, 16.8730902 47.5891943, 16.873007 47.5890629, 16.8728844 47.588944, 16.8726583 47.5888197, 16.8724165 47.5887104, 16.8721277 47.5886699, 16.8719115 47.5886662, 16.8716684 47.5886409, 16.8713714 47.5885578, 16.8707534 47.588348, 16.8706893 47.5883409)"
276126694,,Fürdő utca,residential,,False,False,171.482,,,"LINESTRING (16.8762176 47.5866975, 16.877182 47.5869739, 16.878091 47.5872047, 16.8781495 47.587218, 16.8783417 47.5872673)"
276126694,,Fürdő utca,residential,,False,True,171.48200000000003,,,"LINESTRING (16.8783417 47.5872673, 16.8781495 47.587218, 16.878091 47.5872047, 16.877182 47.5869739, 16.8762176 47.5866975)"
276134895,8627,Szent István utca,secondary,50,False,False,177.193,,,"LINESTRING (16.8783417 47.5872673, 16.8783208 47.587306, 16.8782163 47.5875151, 16.8780838 47.5877707, 16.8779654 47.5879979, 16.877847 47.58817, 16.8777097 47.5883186, 16.8775879 47.5884296, 16.8773371 47.5886255, 16.877273 47.5886647)"
"[993296849, 337242155, 1078320897, 276134895]",8627,Szent István utca,secondary,"['50', '30']",False,True,240.61400000000003,,2,"LINESTRING (16.8783417 47.5872673, 16.87873 47.5865216, 16.8787621 47.5864559, 16.878885 47.5862023, 16.878961 47.586037, 16.879002 47.5859346, 16.8791054 47.5857034, 16.8791491 47.5855679, 16.8792033 47.585254, 16.8792132 47.5851921)"
"[826842046, 276126695]",,Szent István utca,tertiary_link,,True,False,33.111,,,"LINESTRING (16.8796151 47.5851614, 16.8793565 47.5851246, 16.8793412 47.5851289, 16.8792729 47.5851521, 16.8792132 47.5851921)"
998172244,,Petőfi Sándor utca,tertiary,,False,False,34.495,,2,"LINESTRING (16.8796151 47.5851614, 16.879369 47.5850323, 16.8792492 47.5849735)"
"[998172244, 1035595615]",,Petőfi Sándor utca,tertiary,,False,True,82.062,,2,"LINESTRING (16.8796151 47.5851614, 16.8799309 47.5853341, 16.8801087 47.5854252, 16.8804106 47.5855662, 16.8804885 47.5856053)"
276134884,,Petőházi utca,residential,,False,False,31.807,,,"LINESTRING (16.8832928 47.5879512, 16.8835419 47.5880939, 16.8836334 47.5881162)"
"[276134884, 1083007679]",,Petőházi utca,residential,,False,True,199.518,,,"LINESTRING (16.8832928 47.5879512, 16.883179 47.5878831, 16.8829744 47.587762, 16.882659 47.5875316, 16.8823117 47.5872573, 16.882156 47.5871008, 16.8819878 47.5869027, 16.8818557 47.5866815, 16.8817916 47.5865534, 16.881771 47.5865123)"
826946344,,Petőházi utca,residential,,False,True,70.154,,,"LINESTRING (16.8832928 47.5879512, 16.883165 47.5880259, 16.8826103 47.5883825)"
276138774,,Ifjúság tér,residential,,False,False,78.219,,,"LINESTRING (16.8786065 47.5894545, 16.8792481 47.589732, 16.8793724 47.5897847, 16.8794872 47.5898313)"
276138774,,Ifjúság tér,residential,,False,True,87.46000000000001,,,"LINESTRING (16.8786065 47.5894545, 16.8777008 47.5890633, 16.8776257 47.589029)"
276571723,,Ifjúság tér,residential,,False,True,89.801,,,"LINESTRING (16.8786065 47.5894545, 16.8785135 47.5895511, 16.8780266 47.5900777, 16.8779771 47.5901413)"
1084233621,8627,Szent István utca,secondary,30,False,False,24.457,,2,"LINESTRING (16.8792492 47.5849735, 16.8792132 47.5851921)"
998172244,,Petőfi Sándor utca,tertiary,,False,True,34.495,,2,"LINESTRING (16.8792492 47.5849735, 16.879369 47.5850323, 16.8796151 47.5851614)"
"[1009673418, 276138774]",,"['Széchenyi István utca', 'Ifjúság tér']",residential,,False,False,135.358,,,"LINESTRING (16.8794872 47.5898313, 16.8799045 47.5900055, 16.8804573 47.5902363, 16.8806009 47.5902616, 16.8810834 47.5903842)"
276138774,,Ifjúság tér,residential,,False,True,78.219,,,"LINESTRING (16.8794872 47.5898313, 16.8793724 47.5897847, 16.8792481 47.589732, 16.8786065 47.5894545)"
"[997955446, 973285839]",,Ifjúság tér,residential,,False,False,93.75399999999999,,,"LINESTRING (16.8794872 47.5898313, 16.8798131 47.589499, 16.8801756 47.5891275)"
276134895,8627,Szent István utca,secondary,50,False,False,17.67,,,"LINESTRING (16.877273 47.5886647, 16.8771126 47.5887811)"
276134895,8627,Szent István utca,secondary,50,False,True,177.193,,,"LINESTRING (16.877273 47.5886647, 16.8773371 47.5886255, 16.8775879 47.5884296, 16.8777097 47.5883186, 16.877847 47.58817, 16.8779654 47.5879979, 16.8780838 47.5877707, 16.8782163 47.5875151, 16.8783208 47.587306, 16.8783417 47.5872673)"
"[372559440, 372559439]",,Szent István utca,residential,,False,False,194.21900000000002,,,"LINESTRING (16.877273 47.5886647, 16.8771661 47.5886103, 16.8767729 47.5884268, 16.8764379 47.5882946, 16.8762796 47.5882328, 16.8761776 47.5882383, 16.8760924 47.588272, 16.8759583 47.588518, 16.8758384 47.5887644, 16.8758177 47.5887953, 16.8757488 47.5888073, 16.8755038 47.5886781)"
"[372559440, 372559439]",,Szent István utca,residential,,False,True,194.21900000000002,,,"LINESTRING (16.8755038 47.5886781, 16.8757488 47.5888073, 16.8758177 47.5887953, 16.8758384 47.5887644, 16.8759583 47.588518, 16.8760924 47.588272, 16.8761776 47.5882383, 16.8762796 47.5882328, 16.8764379 47.5882946, 16.8767729 47.5884268, 16.8771661 47.5886103, 16.877273 47.5886647)"
406268582,,Fő tér,residential,,False,True,116.80799999999999,,,"LINESTRING (16.8808599 47.5874839, 16.8807354 47.5872711, 16.8805729 47.5870316, 16.8804023 47.5867816, 16.8802142 47.5865285)"
634809805,,Fő tér,residential,,False,False,156.744,,,"LINESTRING (16.8808599 47.5874839, 16.8807612 47.5874464, 16.8803279 47.5872913, 16.880012 47.5871947, 16.8798661 47.587131, 16.8798644 47.5870825, 16.8799297 47.5869689, 16.8799899 47.5868716, 16.8801241 47.5866447, 16.8802142 47.5865285)"
634809805,,Fő tér,residential,,False,True,50.741,,,"LINESTRING (16.8808599 47.5874839, 16.8812343 47.5877128, 16.881361 47.5877905)"
826946344,,Petőházi utca,residential,,False,True,14.723,,,"LINESTRING (16.8826103 47.5883825, 16.8824716 47.5884762)"
406268584,,Fő tér,residential,,False,True,30.698999999999998,,,"LINESTRING (16.8826103 47.5883825, 16.8825192 47.5883544, 16.8822712 47.5882299)"
826946344,,Petőházi utca,residential,,False,False,70.154,,,"LINESTRING (16.8826103 47.5883825, 16.883165 47.5880259, 16.8832928 47.5879512)"
406268589,,Vadvirág köz,residential,,False,False,114.236,,,"LINESTRING (16.8788866 47.5885801, 16.8801756 47.5891275)"
406268582,,Fő tér,residential,,False,False,116.808,,,"LINESTRING (16.8802142 47.5865285, 16.8804023 47.5867816, 16.8805729 47.5870316, 16.8807354 47.5872711, 16.8808599 47.5874839)"
634809805,,Fő tér,residential,,False,True,156.74400000000003,,,"LINESTRING (16.8802142 47.5865285, 16.8801241 47.5866447, 16.8799899 47.5868716, 16.8799297 47.5869689, 16.8798644 47.5870825, 16.8798661 47.587131, 16.880012 47.5871947, 16.8803279 47.5872913, 16.8807612 47.5874464, 16.8808599 47.5874839)"
"[998151274, 634809805]",,"['Petőfi Sándor utca', 'Fő tér']",residential,,False,False,59.176,,,"LINESTRING (16.8802142 47.5865285, 16.8801765 47.5862566, 16.8804783 47.5860963)"
998151274,,Petőfi Sándor utca,residential,,False,True,49.722,,,"LINESTRING (16.8810359 47.5858982, 16.8806539 47.5861021, 16.8804783 47.5860963)"
1035595615,,Petőfi Sándor utca,tertiary,,False,False,52.487,,2,"LINESTRING (16.8810359 47.5858982, 16.8809078 47.585815, 16.8804885 47.5856053)"
1035595615,,Petőfi Sándor utca,tertiary,,False,True,87.896,,2,"LINESTRING (16.8810359 47.5858982, 16.8812122 47.58602, 16.8814634 47.5862273, 16.881771 47.5865123)"
406268589,,Vadvirág köz,residential,,False,True,114.236,,,"LINESTRING (16.8801756 47.5891275, 16.8788866 47.5885801)"
997955446,,Ifjúság tér,residential,,False,False,35.254,,,"LINESTRING (16.8801756 47.5891275, 16.8804251 47.5888588)"
"[997955446, 973285839]",,Ifjúság tér,residential,,False,True,93.75399999999999,,,"LINESTRING (16.8801756 47.5891275, 16.8798131 47.589499, 16.8794872 47.5898313)"
372558155,,Liszt Ferenc utca,residential,,False,False,55.944,,,"LINESTRING (16.8804251 47.5888588, 16.8808022 47.5884247)"
997955446,,Ifjúság tér,residential,,False,True,35.254,,,"LINESTRING (16.8804251 47.5888588, 16.8801756 47.5891275)"
406268595,,Nádas utca,residential,,False,True,201.01399999999998,,,"LINESTRING (16.8804251 47.5888588, 16.8809028 47.5890693, 16.8810798 47.5891417, 16.8811607 47.5891683, 16.8813035 47.5891441, 16.8815328 47.5889306, 16.8822712 47.5882299)"
406268584,,Fő tér,residential,,False,False,30.698999999999998,,,"LINESTRING (16.8822712 47.5882299, 16.8825192 47.5883544, 16.8826103 47.5883825)"
406268584,,Fő tér,residential,,False,True,83.96900000000001,,,"LINESTRING (16.8822712 47.5882299, 16.881655 47.5879247, 16.8815186 47.5878585, 16.881361 47.5877905)"
406268595,,Nádas utca,residential,,False,False,201.014,,,"LINESTRING (16.8822712 47.5882299, 16.8815328 47.5889306, 16.8813035 47.5891441, 16.8811607 47.5891683, 16.8810798 47.5891417, 16.8809028 47.5890693, 16.8804251 47.5888588)"
372558155,,Liszt Ferenc utca,residential,,False,True,82.032,,,"LINESTRING (16.881361 47.5877905, 16.8808022 47.5884247)"
406268584,,Fő tér,residential,,False,False,83.969,,,"LINESTRING (16.881361 47.5877905, 16.8815186 47.5878585, 16.881655 47.5879247, 16.8822712 47.5882299)"
634809805,,Fő tér,residential,,False,False,50.741,,,"LINESTRING (16.881361 47.5877905, 16.8812343 47.5877128, 16.8808599 47.5874839)"
1084233621,8627,Szent István utca,secondary,30,False,True,24.457,,2,"LINESTRING (16.8792132 47.5851921, 16.8792492 47.5849735)"
"[1078320897, 337242155, 993296849, 276134895]",8627,Szent István utca,secondary,"['30', '50']",False,False,240.61399999999998,,2,"LINESTRING (16.8792132 47.5851921, 16.8792033 47.585254, 16.8791491 47.5855679, 16.8791054 47.5857034, 16.879002 47.5859346, 16.878961 47.586037, 16.878885 47.5862023, 16.8787621 47.5864559, 16.87873 47.5865216, 16.8783417 47.5872673)"
826946344,,Petőházi utca,residential,,False,False,14.723,,,"LINESTRING (16.8824716 47.5884762, 16.8826103 47.5883825)"
987509549,,,residential,,False,False,74.197,,,"LINESTRING (16.8804783 47.5860963, 16.8801689 47.5859691, 16.8804885 47.5856053)"
998151274,,Petőfi Sándor utca,residential,,False,False,49.722,,,"LINESTRING (16.8804783 47.5860963, 16.8806539 47.5861021, 16.8810359 47.5858982)"
"[998151274, 634809805]",,"['Petőfi Sándor utca', 'Fő tér']",residential,,False,True,59.176,,,"LINESTRING (16.8804783 47.5860963, 16.8801765 47.5862566, 16.8802142 47.5865285)"
987509549,,,residential,,False,True,74.197,,,"LINESTRING (16.8804885 47.5856053, 16.8801689 47.5859691, 16.8804783 47.5860963)"
"[998172244, 1035595615]",,Petőfi Sándor utca,tertiary,,False,False,82.062,,2,"LINESTRING (16.8804885 47.5856053, 16.8804106 47.5855662, 16.8801087 47.5854252, 16.8799309 47.5853341, 16.8796151 47.5851614)"
1035595615,,Petőfi Sándor utca,tertiary,,False,True,52.487,,2,"LINESTRING (16.8804885 47.5856053, 16.8809078 47.585815, 16.8810359 47.5858982)"
276138774,,Ifjúság tér,residential,,False,False,20.724,,,"LINESTRING (16.8773976 47.5889238, 16.8776257 47.589029)"
997964549,,Ifjúság tér,residential,,False,False,18.962,,,"LINESTRING (16.8773976 47.5889238, 16.8774022 47.5890943)"
276138774,,Ifjúság tér,residential,,False,True,26.624000000000002,,,"LINESTRING (16.8773976 47.5889238, 16.8771873 47.5888207, 16.8771126 47.5887811)"
997964549,,Ifjúság tér,residential,,False,True,18.962,,,"LINESTRING (16.8774022 47.5890943, 16.8773976 47.5889238)"
997964550,,Ifjúság tér,residential,,False,False,18.266,,,"LINESTRING (16.8774022 47.5890943, 16.8776257 47.589029)"
997964549,,Ifjúság tér,residential,,False,False,56.746,,,"LINESTRING (16.8774022 47.5890943, 16.8771067 47.5893184, 16.8768914 47.5894707)"
997964549,,Ifjúság tér,residential,,False,True,15.956,,,"LINESTRING (16.8767416 47.5895726, 16.8768914 47.5894707)"
276138774,,Ifjúság tér,residential,,False,True,20.724,,,"LINESTRING (16.8776257 47.589029, 16.8773976 47.5889238)"
997964550,,Ifjúság tér,residential,,False,True,18.266,,,"LINESTRING (16.8776257 47.589029, 16.8774022 47.5890943)"
276138774,,Ifjúság tér,residential,,False,False,87.46000000000001,,,"LINESTRING (16.8776257 47.589029, 16.8777008 47.5890633, 16.8786065 47.5894545)"
997964549,,Ifjúság tér,residential,,False,False,15.956,,,"LINESTRING (16.8768914 47.5894707, 16.8767416 47.5895726)"
997964551,,Ifjúság tér,residential,,False,False,110.407,,,"LINESTRING (16.8768914 47.5894707, 16.8779771 47.5901413)"
997964549,,Ifjúság tér,residential,,False,True,56.746,,,"LINESTRING (16.8768914 47.5894707, 16.8771067 47.5893184, 16.8774022 47.5890943)"
997964551,,Ifjúság tér,residential,,False,True,110.407,,,"LINESTRING (16.8779771 47.5901413, 16.8768914 47.5894707)"
276571723,,Ifjúság tér,residential,,False,False,89.801,,,"LINESTRING (16.8779771 47.5901413, 16.8780266 47.5900777, 16.8785135 47.5895511, 16.8786065 47.5894545)"
"[276571723, 998514799]",,Ifjúság tér,residential,,False,"[False, True]",67.017,,,"LINESTRING (16.8779771 47.5901413, 16.877939 47.5901894, 16.8779018 47.5902518, 16.8779301 47.5903387, 16.8780243 47.5904006, 16.8781717 47.5904314, 16.8782487 47.5903939, 16.8783524 47.5902783)"
"[276571723, 998514799]",,Ifjúság tér,residential,,False,"[False, True]",67.017,,,"LINESTRING (16.8783524 47.5902783, 16.8782487 47.5903939, 16.8781717 47.5904314, 16.8780243 47.5904006, 16.8779301 47.5903387, 16.8779018 47.5902518, 16.877939 47.5901894, 16.8779771 47.5901413)"
1009673417,,Ikva utca,residential,,False,False,135.103,,,"LINESTRING (16.8809209 47.5915799, 16.8821289 47.5906785)"
1009673417,,Ikva utca,residential,,False,True,88.921,,,"LINESTRING (16.8828951 47.5900682, 16.8821289 47.5906785)"
1009673417,,Ikva utca,residential,,False,False,88.921,,,"LINESTRING (16.8821289 47.5906785, 16.8828951 47.5900682)"
1009673417,,Ikva utca,residential,,False,True,135.103,,,"LINESTRING (16.8821289 47.5906785, 16.8809209 47.5915799)"
1009673418,,Széchenyi István utca,residential,,False,True,84.96,,,"LINESTRING (16.8821289 47.5906785, 16.8810834 47.5903842)"
1009673420,,Széchenyi István utca,residential,,False,False,80.402,,,"LINESTRING (16.8821289 47.5906785, 16.8821775 47.5907066, 16.8827646 47.5912593)"
1009673419,,Nyárfás utca,residential,,False,False,113.201,,,"LINESTRING (16.8815833 47.5918931, 16.8827646 47.5912593)"
1009673419,,Nyárfás utca,residential,,False,True,21.771,,,"LINESTRING (16.882994 47.5911393, 16.8827646 47.5912593)"
1009673419,,Nyárfás utca,residential,,False,False,21.771,,,"LINESTRING (16.8827646 47.5912593, 16.882994 47.5911393)"
1009673419,,Nyárfás utca,residential,,False,True,113.201,,,"LINESTRING (16.8827646 47.5912593, 16.8815833 47.5918931)"
1009673420,,Széchenyi István utca,residential,,False,True,80.402,,,"LINESTRING (16.8827646 47.5912593, 16.8821775 47.5907066, 16.8821289 47.5906785)"
1009673421,,Pipacs utca,residential,,False,False,148.821,,,"LINESTRING (16.8823774 47.5893695, 16.8810834 47.5903842)"
1009673418,,Széchenyi István utca,residential,,False,False,84.96,,,"LINESTRING (16.8810834 47.5903842, 16.8821289 47.5906785)"
1009673421,,Pipacs utca,residential,,False,True,148.821,,,"LINESTRING (16.8810834 47.5903842, 16.8823774 47.5893695)"
"[1009673418, 276138774]",,"['Széchenyi István utca', 'Ifjúság tér']",residential,,False,True,135.358,,,"LINESTRING (16.8810834 47.5903842, 16.8806009 47.5902616, 16.8804573 47.5902363, 16.8799045 47.5900055, 16.8794872 47.5898313)"
372558155,,Liszt Ferenc utca,residential,,False,False,82.032,,,"LINESTRING (16.8808022 47.5884247, 16.881361 47.5877905)"
372558155,,Liszt Ferenc utca,residential,,False,True,55.944,,,"LINESTRING (16.8808022 47.5884247, 16.8804251 47.5888588)"
1061144808,,Kis köz,residential,,False,False,45.195,,,"LINESTRING (16.8808022 47.5884247, 16.8802785 47.5882236)"
1061144808,,Kis köz,residential,,False,True,45.195,,,"LINESTRING (16.8802785 47.5882236, 16.8808022 47.5884247)"
