osmid,name,highway,oneway,reversed,length,lanes,geometry,access,maxspeed
310769948,Gróf Andrássy Gyula utca,residential,False,True,99.83,2,"LINESTRING (20.1593073 46.7109833, 20.1580358 46.710769)",,
332020594,,residential,False,False,55.235,,"LINESTRING (20.1593073 46.7109833, 20.159425 46.7105804, 20.1595493 46.7105702)",,
332020594,,residential,False,True,55.235,,"LINESTRING (20.1595493 46.7105702, 20.159425 46.7105804, 20.1593073 46.7109833)",,
212672081,Fő utca,residential,False,False,88.479,2,"LINESTRING (20.1470076 46.7104929, 20.1481519 46.7103606)",,
179641726,Fő utca,residential,False,True,17.084,2,"LINESTRING (20.1470076 46.7104929, 20.1468877 46.7105078, 20.1467871 46.7105202)",,
204120824,Dózsa György tér,residential,False,False,141.008,,"LINESTRING (20.1481519 46.7103606, 20.1478598 46.7091084)",,
212672081,Fő utca,residential,False,True,88.479,2,"LINESTRING (20.1481519 46.7103606, 20.1470076 46.7104929)",,
56127557,Jókai Mór utca,residential,False,True,37.011,,"LINESTRING (20.1481519 46.7103606, 20.1481601 46.7104352, 20.1482084 46.7106911)",,
212672081,Fő utca,residential,False,False,111.932,2,"LINESTRING (20.1481519 46.7103606, 20.1488607 46.7102772, 20.1496002 46.7101961)",,
"[157849148, 157849141]","['Justh Gyula utca', 'Szentháromság tér']",residential,False,False,311.50600000000003,2,"LINESTRING (20.1527862 46.7089058, 20.1525459 46.7089431, 20.1522635 46.708972, 20.15164 46.7089191, 20.151001 46.7087797, 20.1501921 46.7085158, 20.1501212 46.7084927, 20.1497709 46.7083005, 20.1495161 46.7081608, 20.1493165 46.7080513, 20.149077 46.7081004)",,
157849141,Justh Gyula utca,residential,False,True,107.723,2,"LINESTRING (20.1527862 46.7089058, 20.1531814 46.7088444, 20.1532969 46.7088312, 20.1535932 46.7087852, 20.153871 46.7087355, 20.1539514 46.7085376)",,
515270707,Justh Gyula utca,residential,False,False,77.27,,"LINESTRING (20.1527862 46.7089058, 20.1527754 46.708745, 20.1526917 46.7086738, 20.1520572 46.7085932)",,
515270707,Justh Gyula utca,residential,False,True,77.27,,"LINESTRING (20.1520572 46.7085932, 20.1526917 46.7086738, 20.1527754 46.708745, 20.1527862 46.7089058)",,
516654131,,residential,False,False,113.612,,"LINESTRING (20.1484544 46.7080033, 20.1487149 46.7090093)",destination,
516654131,,residential,False,True,78.334,,"LINESTRING (20.1484544 46.7080033, 20.1488522 46.7079479, 20.1489227 46.7082404, 20.1491087 46.7082171)",destination,
516654132,Dózsa György tér,residential,False,False,93.805,,"LINESTRING (20.1484544 46.7080033, 20.1481917 46.7080398, 20.1481103 46.7077294, 20.1476141 46.7077829)",destination,
227898109,Erkel Ferenc utca,residential,True,False,66.123,,"LINESTRING (20.1487149 46.7090093, 20.1478598 46.7091084)",,
516654131,,residential,False,True,113.612,,"LINESTRING (20.1487149 46.7090093, 20.1484544 46.7080033)",destination,
157849145,Nefelejcs utca,residential,False,False,41.629,,"LINESTRING (20.1580615 46.7073401, 20.1582353 46.7069852)",,
157849145,Nefelejcs utca,residential,False,True,41.001,,"LINESTRING (20.1580615 46.7073401, 20.157878 46.7076867)",,
157849145,Nefelejcs utca,residential,False,False,40.654,,"LINESTRING (20.1583875 46.7066399, 20.1585541 46.7062926)",,
157849145,Nefelejcs utca,residential,False,True,40.111,,"LINESTRING (20.1583875 46.7066399, 20.1582353 46.7069852)",,
713942313,Hunyadi tér,residential,False,False,39.103,,"LINESTRING (20.1479859 46.7060444, 20.1479101 46.7063922)",,
212672078,Szentesi út,tertiary,False,False,74.56299999999999,2,"LINESTRING (20.1479859 46.7060444, 20.148076 46.7063517, 20.1480874 46.7063906, 20.1481787 46.7067018)",,
713942313,Hunyadi tér,residential,False,False,34.531,,"LINESTRING (20.1479101 46.7063922, 20.1478458 46.7066996)",,
713942313,Hunyadi tér,residential,False,True,39.103,,"LINESTRING (20.1479101 46.7063922, 20.1479859 46.7060444)",,
516654132,Dózsa György tér,residential,False,True,93.80499999999999,,"LINESTRING (20.1476141 46.7077829, 20.1481103 46.7077294, 20.1481917 46.7080398, 20.1484544 46.7080033)",destination,
"[713942313, 56127551]","['Dózsa György tér', 'Hunyadi tér']",residential,False,False,102.134,,"LINESTRING (20.1476141 46.7077829, 20.1475324 46.7081648, 20.1475201 46.7082536, 20.1474876 46.7084632, 20.1474487 46.7086942)",,
713942313,Hunyadi tér,residential,False,True,121.747,,"LINESTRING (20.1476141 46.7077829, 20.1476974 46.7073932, 20.1477921 46.7069507, 20.1478458 46.7066996)",,
295603771,Szűk utca,residential,False,True,249.216,,"LINESTRING (20.1578629 46.7130068, 20.1578902 46.7128398, 20.1579935 46.7114151, 20.1580358 46.710769)",,
56127557,Jókai Mór utca,residential,False,True,4.361,,"LINESTRING (20.1482084 46.7106911, 20.1482157 46.71073)",,
56127557,Jókai Mór utca,residential,False,False,37.011,,"LINESTRING (20.1482084 46.7106911, 20.1481601 46.7104352, 20.1481519 46.7103606)",,
331841160,,residential,False,True,102.89500000000001,,"LINESTRING (20.1482084 46.7106911, 20.1476383 46.7107843, 20.1468856 46.7108719)",,
