osmid,name,highway,oneway,reversed,length,geometry,width,access,lanes,ref,maxspeed
167081979,,residential,False,True,37.785,"LINESTRING (14.4659775 44.5308047, 14.4661402 44.5304853)",,,,,
524471521,Ulica Stjepana Radića,residential,False,True,79.269,"LINESTRING (14.4735681 44.5276851, 14.4736657 44.5279971, 14.4737432 44.5283056, 14.4737716 44.5283828)",,,,,
"[1184010843, 708559845]",,secondary,False,True,281.82000000000005,"LINESTRING (14.4735681 44.5276851, 14.4732708 44.5277896, 14.4730387 44.5278358, 14.4728057 44.5278653, 14.4725173 44.527865, 14.4723321 44.5278471, 14.4721502 44.5278164, 14.4720208 44.5277537, 14.4718339 44.5275963, 14.4716807 44.5274876, 14.471536 44.5274299, 14.4713301 44.5273878, 14.4710759 44.5273458, 14.4708838 44.5273246, 14.4707044 44.5273089, 14.4704667 44.5272971, 14.4702993 44.5273023)",,,"['2', '3']",5159,40
166978892,Vresikovo,residential,True,False,76.76599999999999,"LINESTRING (14.4651805 44.5305501, 14.4655114 44.5305164, 14.4656285 44.5305073, 14.465803 44.530479, 14.4660191 44.5304858, 14.4661402 44.5304853)",,,,,
167081981,Vresikovo,residential,False,False,74.71000000000001,"LINESTRING (14.4651805 44.5305501, 14.4651803 44.5306626, 14.465238 44.5307507, 14.4653717 44.5308861, 14.4654803 44.5309922, 14.4656502 44.5311046)",,,,,
708559846,,residential,True,False,20.006,"LINESTRING (14.4665064 44.5279219, 14.4664664 44.5279796, 14.4664471 44.5280396, 14.4664516 44.5280935)",,,1,,
"[1184010842, 1049457239]",,secondary,False,False,314.39000000000004,"LINESTRING (14.4665064 44.5279219, 14.4666248 44.5278864, 14.4667437 44.5278702, 14.4669253 44.5278653, 14.4671834 44.5278863, 14.4674526 44.5279162, 14.4676788 44.5279232, 14.4679454 44.527892, 14.4681771 44.5278397, 14.4683909 44.5277688, 14.4689497 44.527574, 14.4691961 44.5275111, 14.4695742 44.5274233, 14.4700641 44.5273297, 14.4701745 44.5273134, 14.4702993 44.5273023)",,,"['2', '4']",5159,40
1049457239,,secondary,False,True,22.588,"LINESTRING (14.4665064 44.5279219, 14.4664015 44.5279705, 14.4662911 44.5280529)",,,2,5159,40
167081979,,residential,False,False,37.785,"LINESTRING (14.4661402 44.5304853, 14.4659775 44.5308047)",,,,,
166978892,Vresikovo,residential,True,False,35.022,"LINESTRING (14.4661402 44.5304853, 14.466304 44.5304799, 14.4664641 44.5304227, 14.4665425 44.5303799)",,,,,
708559844,,secondary,False,True,4.7,"LINESTRING (14.4662911 44.5280529, 14.4662502 44.5280835)",,,3,5159,40
301503443,,residential,True,False,13.781,"LINESTRING (14.4662911 44.5280529, 14.4663586 44.5280571, 14.4664516 44.5280935)",,yes,1,,
1049457239,,secondary,False,False,22.588,"LINESTRING (14.4662911 44.5280529, 14.4664015 44.5279705, 14.4665064 44.5279219)",,,2,5159,40
26813214,,secondary,True,False,45.229,"LINESTRING (14.4642974 44.5292326, 14.4644609 44.529247, 14.4646219 44.5292823, 14.4647352 44.5293198, 14.4648254 44.5293677)",,,1,5160,40
34488545,,secondary,False,False,48.214,"LINESTRING (14.4644817 44.5297911, 14.4646195 44.5295954, 14.4647786 44.5294132)",,,2,5159,30
34488545,,secondary,False,True,97.273,"LINESTRING (14.4644817 44.5297911, 14.4643773 44.5301329, 14.4643473 44.5303392, 14.4643159 44.530656)",,,2,5159,30
161795463,,secondary_link,True,False,53.394999999999996,"LINESTRING (14.4644817 44.5297911, 14.4645035 44.5296667, 14.4645029 44.5295776, 14.4644859 44.5294754, 14.4644591 44.5293955, 14.4644151 44.5293212)",,,1,,40
146974689,Omladinska ulica,residential,False,True,10.91,"LINESTRING (14.466571 44.5283112, 14.466639 44.5283965)",,yes,,,
301503443,,residential,True,False,18.905,"LINESTRING (14.466571 44.5283112, 14.4663912 44.5281995)",,yes,1,,
301503443,,residential,True,False,17.068,"LINESTRING (14.4663912 44.5281995, 14.4662502 44.5280835)",,yes,1,,
708559843,,residential,True,False,26.52,"LINESTRING (14.4663912 44.5281995, 14.4662979 44.5281891, 14.4662275 44.528194, 14.466159 44.5282086, 14.4660744 44.5282437)",,,1,,
708559844,,secondary,False,False,22.617,"LINESTRING (14.4660744 44.5282437, 14.4662502 44.5280835)",,,3,5159,40
"[708559840, 708559841, 708559844]",,secondary,False,True,159.55599999999998,"LINESTRING (14.4660744 44.5282437, 14.4659271 44.5283908, 14.4656732 44.5286373, 14.4654284 44.5288367, 14.4652645 44.5289702, 14.4649594 44.529245, 14.4648254 44.5293677)",,,"['2', '3']",5159,40
301503443,,residential,True,False,26.08,"LINESTRING (14.4664516 44.5280935, 14.4664977 44.5281535, 14.466571 44.5283112)",,yes,1,,
"[78085352, 1207574651, 1207544349]",Ulica Ambroza Haračića,residential,False,False,345.23799999999994,"LINESTRING (14.4642713 44.5328027, 14.4644947 44.5327212, 14.464686 44.5326131, 14.4650467 44.5323486, 14.4653399 44.5321449, 14.4655844 44.5319948, 14.4657835 44.5318678, 14.4659219 44.5317264, 14.4660079 44.5316222, 14.4661297 44.531481, 14.4661949 44.5314188, 14.4663773 44.5312974, 14.4665136 44.5311384, 14.4664952 44.5310162, 14.4665208 44.530887, 14.4665525 44.5308194, 14.4666135 44.5307501, 14.4666895 44.530673, 14.4667303 44.5306129, 14.466854 44.5304309)",,,,,
"[26797139, 868603399]",,residential,False,True,296.13700000000006,"LINESTRING (14.4702993 44.5273023, 14.4703265 44.5274332, 14.4703626 44.5277244, 14.4703671 44.5278371, 14.4703643 44.5279421, 14.4702262 44.5289029, 14.4698161 44.5293093, 14.4695685 44.5294925, 14.4694789 44.5295561, 14.4694014 44.5295978, 14.4692168 44.5296472)",2.4,,,,
"[1184010842, 1049457239]",,secondary,False,True,314.39000000000004,"LINESTRING (14.4702993 44.5273023, 14.4701745 44.5273134, 14.4700641 44.5273297, 14.4695742 44.5274233, 14.4691961 44.5275111, 14.4689497 44.527574, 14.4683909 44.5277688, 14.4681771 44.5278397, 14.4679454 44.527892, 14.4676788 44.5279232, 14.4674526 44.5279162, 14.4671834 44.5278863, 14.4669253 44.5278653, 14.4667437 44.5278702, 14.4666248 44.5278864, 14.4665064 44.5279219)",,,"['2', '4']",5159,40
"[1184010843, 708559845]",,secondary,False,False,281.82,"LINESTRING (14.4702993 44.5273023, 14.4704667 44.5272971, 14.4707044 44.5273089, 14.4708838 44.5273246, 14.4710759 44.5273458, 14.4713301 44.5273878, 14.471536 44.5274299, 14.4716807 44.5274876, 14.4718339 44.5275963, 14.4720208 44.5277537, 14.4721502 44.5278164, 14.4723321 44.5278471, 14.4725173 44.527865, 14.4728057 44.5278653, 14.4730387 44.5278358, 14.4732708 44.5277896, 14.4735681 44.5276851)",,,"['2', '3']",5159,40
26813214,,secondary,True,False,13.569,"LINESTRING (14.4644151 44.5293212, 14.4642974 44.5292326)",,,1,5160,40
166804463,Jamina,residential,False,True,232.381,"LINESTRING (14.4665425 44.5303799, 14.4665946 44.5302972, 14.4666487 44.5301498, 14.4666453 44.5300133, 14.4665765 44.5297428, 14.4664405 44.5293095, 14.4663851 44.5291538, 14.4663666 44.5290461, 14.4663582 44.52893, 14.4663834 44.5286343, 14.4664035 44.528566, 14.4664556 44.5285122, 14.466639 44.5283965)",,,,,
166804469,Omladinska ulica,residential,True,False,26.45,"LINESTRING (14.4665425 44.5303799, 14.4667783 44.5303869, 14.466854 44.5304309)",,,,,
166804469,Omladinska ulica,residential,True,False,71.202,"LINESTRING (14.466854 44.5304309, 14.4669973 44.5303536, 14.4671078 44.5303467, 14.4674774 44.5303609, 14.4677073 44.5304033)",,,,,
"[78085352, 1207574651, 1207544349]",Ulica Ambroza Haračića,residential,False,True,345.238,"LINESTRING (14.466854 44.5304309, 14.4667303 44.5306129, 14.4666895 44.530673, 14.4666135 44.5307501, 14.4665525 44.5308194, 14.4665208 44.530887, 14.4664952 44.5310162, 14.4665136 44.5311384, 14.4663773 44.5312974, 14.4661949 44.5314188, 14.4661297 44.531481, 14.4660079 44.5316222, 14.4659219 44.5317264, 14.4657835 44.5318678, 14.4655844 44.5319948, 14.4653399 44.5321449, 14.4650467 44.5323486, 14.464686 44.5326131, 14.4644947 44.5327212, 14.4642713 44.5328027)",,,,,
34488545,,secondary,False,False,70.244,"LINESTRING (14.4639438 44.5312246, 14.4640708 44.5310912, 14.4642388 44.5308396, 14.4642858 44.5307132, 14.4643159 44.530656)",,,2,5159,30
986141742,,residential,False,True,19.387,"LINESTRING (14.4679261 44.5304812, 14.4677073 44.5304033)",2.4,,,,
