osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed,tunnel
235615436,,Fehérhegy utca,residential,False,False,11.113,"LINESTRING (18.9540264 47.792432, 18.9541044 47.7923469)",,,
235615378,,Fehérhegy utca,residential,False,False,21.412,"LINESTRING (18.9544292 47.7921706, 18.9546667 47.7920628)",,,
235615378,,Fehérhegy utca,residential,False,True,31.193,"LINESTRING (18.9544292 47.7921706, 18.9541044 47.7923469)",,,
276651424,,Fehérhegy utca,residential,False,False,180.52099999999996,"LINESTRING (18.9544292 47.7921706, 18.9545475 47.7923073, 18.9545663 47.792385, 18.954533 47.7924656, 18.9544709 47.7925365, 18.9543422 47.7926307, 18.9541283 47.7929026, 18.9539187 47.7930356, 18.9538146 47.7931793, 18.9536632 47.7932871, 18.9532795 47.7934053)",,,
276651424,,Fehérhegy utca,residential,False,True,180.521,"LINESTRING (18.9532795 47.7934053, 18.9536632 47.7932871, 18.9538146 47.7931793, 18.9539187 47.7930356, 18.9541283 47.7929026, 18.9543422 47.7926307, 18.9544709 47.7925365, 18.954533 47.7924656, 18.9545663 47.792385, 18.9545475 47.7923073, 18.9544292 47.7921706)",,,
159385262,,Vasút utca,residential,False,True,29.955,"LINESTRING (18.9545738 47.7858457, 18.9547546 47.785893, 18.9549589 47.785915)",,,
375264136,,Vasút utca,residential,False,False,81.26899999999999,"LINESTRING (18.9545738 47.7858457, 18.9544277 47.7858018, 18.9542694 47.785741, 18.9540388 47.7856382, 18.9538551 47.7855386, 18.9536798 47.7854359)",,,
"[299002490, 235615429]",,Fő tér,residential,False,"[False, True]",163.153,"LINESTRING (18.9581639 47.7893741, 18.9581007 47.789267, 18.9580474 47.7891638, 18.9579856 47.7890475, 18.9589119 47.7888411, 18.9593275 47.7887427, 18.959484 47.7887071, 18.9595638 47.788689)",,,
338194386,,Fő tér,residential,False,False,130.191,"LINESTRING (18.9581639 47.7893741, 18.958191 47.7893674, 18.9582645 47.7893492, 18.9596122 47.7890158, 18.9596848 47.7889979, 18.9597141 47.7889901, 18.9597992 47.7889695)",,,
"[333541332, 338194389]",,Szent Imre herceg tér,residential,False,True,69.173,"LINESTRING (18.9581639 47.7893741, 18.9578912 47.7894582, 18.9573912 47.7895631, 18.9572899 47.7895547)",,,yes
"[1189946008, 541739143]",,Millennium sor,residential,False,False,132.70600000000002,"LINESTRING (18.9581639 47.7893741, 18.958436 47.7898936, 18.9587535 47.7904999)",,,
338194386,,Fő tér,residential,False,True,130.191,"LINESTRING (18.9597992 47.7889695, 18.9597141 47.7889901, 18.9596848 47.7889979, 18.9596122 47.7890158, 18.9582645 47.7893492, 18.958191 47.7893674, 18.9581639 47.7893741)",,,
"[523423696, 969472932]",2,Váci út,primary,False,True,127.44200000000001,"LINESTRING (18.9597992 47.7889695, 18.9598326 47.7890195, 18.960052 47.789424, 18.9601762 47.7896475, 18.9603671 47.7899908, 18.9603958 47.7900431)",12,"['30', '50']",
969474242,2,Váci út,primary,False,False,35.83,"LINESTRING (18.9597992 47.7889695, 18.9597198 47.7888846, 18.9596622 47.7888171, 18.9595638 47.788689)",12,30,
523423697,2,Váci út,primary,False,True,111.26899999999999,"LINESTRING (18.9589717 47.7877872, 18.9590388 47.7878142, 18.9590852 47.7878466, 18.9591198 47.7878804, 18.9591546 47.7879305, 18.9592118 47.7880311, 18.9593834 47.7883591, 18.9595638 47.788689)",12,30,
545846224,2,Molnár utca,primary,False,False,95.751,"LINESTRING (18.9589717 47.7877872, 18.9588797 47.7877669, 18.9588014 47.7877609, 18.9587316 47.787761, 18.958579 47.7877828, 18.9580297 47.7879082, 18.9579007 47.7879218, 18.9578153 47.7879199, 18.9577331 47.7879082)",12,30,
969472933,,Váci út,residential,False,True,11.979,"LINESTRING (18.9589717 47.7877872, 18.959005 47.7877346, 18.9590152 47.7876845)",,,
1115297220,,Német utca,tertiary,False,False,1.64,"LINESTRING (18.9587704 47.7866422, 18.9587495 47.7866467)",12128,,
544458322,,Német utca,residential,False,True,67.908,"LINESTRING (18.9587704 47.7866422, 18.9595398 47.7864705, 18.959633 47.7864497)",12128,,
"[235615433, 368703378]",,Millennium sor,residential,False,False,138.942,"LINESTRING (18.9579537 47.7889884, 18.9577188 47.7885288, 18.9574531 47.7880078, 18.9577331 47.7879082)",,,
76977734,,Duna utca,residential,False,True,104.115,"LINESTRING (18.958721 47.7849205, 18.9574328 47.7852776)",,,
"[544465321, 371166422]",,"['Zöldfa utca', 'Széchenyi sétány']",residential,True,False,133.621,"LINESTRING (18.958721 47.7849205, 18.9588563 47.7851792, 18.959025 47.785516, 18.9590731 47.7856261, 18.9590659 47.7856684, 18.9590304 47.7857108, 18.9587214 47.785796, 18.958523 47.7858441)",,,
368703375,,Visegrádi utca,residential,False,True,66.685,"LINESTRING (18.9549899 47.7846357, 18.9541885 47.7848997)",,,
"[460233048, 523423699, 76897196, 523423700]",,Fehérhegy utca,residential,False,True,534.427,"LINESTRING (18.9530412 47.7901323, 18.9533452 47.7901327, 18.9535743 47.7901179, 18.9537393 47.7900965, 18.9538956 47.7900736, 18.9541692 47.7900342, 18.9544004 47.7900539, 18.954523 47.7901292, 18.9545242 47.790218, 18.9545161 47.790355, 18.9545144 47.7903843, 18.9544491 47.7905388, 18.9543892 47.790613, 18.9543255 47.7906835, 18.9542189 47.7907616, 18.954121 47.7908098, 18.9540433 47.7908413, 18.9537965 47.7908846, 18.9536557 47.7909054, 18.9534885 47.7909076, 18.9532718 47.7909244, 18.9530666 47.7909612, 18.9529066 47.7909891, 18.9527706 47.791009, 18.9526344 47.7910425, 18.9525855 47.7910621, 18.9525586 47.7910808, 18.9525492 47.7911058, 18.9525646 47.7911353, 18.9526237 47.7911643, 18.9527442 47.791206, 18.9529731 47.7912609, 18.9531519 47.7913138, 18.9541154 47.7915697, 18.9549501 47.7918186, 18.9550578 47.7918906)",,,
121612502,,Mainzi utca,residential,False,False,15.876,"LINESTRING (18.9596711 47.7917647, 18.9595521 47.7917955, 18.9594729 47.7918162)",,,
525193306,,Mainzi utca,residential,False,True,119.069,"LINESTRING (18.9596711 47.7917647, 18.9610587 47.791409, 18.9611605 47.7913834)",,,
375264136,,Vasút utca,residential,False,True,81.269,"LINESTRING (18.9536798 47.7854359, 18.9538551 47.7855386, 18.9540388 47.7856382, 18.9542694 47.785741, 18.9544277 47.7858018, 18.9545738 47.7858457)",,,
76978012,,Magyar utca,residential,False,True,56.445,"LINESTRING (18.9577657 47.7907711, 18.9580886 47.7906842, 18.9583909 47.7906001, 18.9584656 47.7905799)",,,
122851281,,Rákóczi Ferenc utca,residential,False,False,139.92,"LINESTRING (18.9577657 47.7907711, 18.9577513 47.7907055, 18.9577071 47.7905676, 18.9572899 47.7895547)",,,
476727169,,Rákóczi Ferenc utca,residential,False,True,20.633,"LINESTRING (18.9577657 47.7907711, 18.9577588 47.7908283, 18.9577406 47.7908866, 18.9576939 47.7909476)",,,
235615378,,Fehérhegy utca,residential,False,False,34.932,"LINESTRING (18.9546667 47.7920628, 18.9550578 47.7918906)",,,
235615378,,Fehérhegy utca,residential,False,True,21.412,"LINESTRING (18.9546667 47.7920628, 18.9544292 47.7921706)",,,
376716363,,,residential,False,False,37.082,"LINESTRING (18.9546667 47.7920628, 18.954824 47.792191, 18.955013 47.7923)",,,
376716363,,,residential,False,True,37.082,"LINESTRING (18.955013 47.7923, 18.954824 47.792191, 18.9546667 47.7920628)",,,
76897220,,Hegy utca,residential,False,False,97.886,"LINESTRING (18.9566054 47.7924029, 18.956801 47.7921053, 18.9567971 47.7919882, 18.9567387 47.7915521)",,,
525193307,,Mainzi utca,residential,False,False,61.769999999999996,"LINESTRING (18.9619349 47.7911887, 18.9612686 47.7913573, 18.9611605 47.7913834)",,,
544458322,,Német utca,residential,False,False,67.908,"LINESTRING (18.959633 47.7864497, 18.9595398 47.7864705, 18.9587704 47.7866422)",12128,,
159385260,,Dózsa György út,tertiary,False,True,89.15299999999999,"LINESTRING (18.9554398 47.786494, 18.9555742 47.7865836, 18.9556378 47.7866281, 18.9557345 47.7867076, 18.9559599 47.7869495, 18.9560348 47.7870248, 18.9561063 47.7870741, 18.9561966 47.7870985)",12128,40,
539310257,,Vasút utca,tertiary,False,False,74.312,"LINESTRING (18.9554398 47.786494, 18.9554085 47.7864731, 18.9552876 47.786376, 18.9551084 47.7861594, 18.9549589 47.785915)",12128,,
680710982,,Szent Erzsébet tér,residential,False,True,26.743000000000002,"LINESTRING (18.9554398 47.786494, 18.9553676 47.7865263, 18.955305 47.7865436, 18.955202 47.7865389, 18.9551024 47.7865468)",,,
1115297221,,Váci út,residential,False,False,8.087,"LINESTRING (18.9587648 47.7867187, 18.9587495 47.7866467)",,,
76977743,,Váci út,residential,True,False,109.18700000000001,"LINESTRING (18.9587648 47.7867187, 18.9588275 47.7870496, 18.9588826 47.7873305, 18.9590152 47.7876845)",,,
"[121612497, 1082583371, 121612502]",,Mainzi utca,residential,False,"[False, True]",36.742,"LINESTRING (18.9590145 47.7919359, 18.9591042 47.7919116, 18.9591829 47.7918904, 18.9593865 47.7918388, 18.9594452 47.7918237, 18.9594729 47.7918162)",,,yes
1115297220,,Német utca,tertiary,False,False,7.294,"LINESTRING (18.9587495 47.7866467, 18.9586552 47.7866637)",12128,,
1115297220,,Német utca,tertiary,False,True,1.64,"LINESTRING (18.9587495 47.7866467, 18.9587704 47.7866422)",12128,,
1115297221,,Váci út,residential,False,True,8.087,"LINESTRING (18.9587495 47.7866467, 18.9587648 47.7867187)",,,
599042983,2,Béla király sétány,tertiary,False,False,32.251,"LINESTRING (18.9614365 47.7891847, 18.961349 47.7892071, 18.9610299 47.7892821)",,,
338206677,,Szent Imre herceg tér,residential,False,False,71.48,"LINESTRING (18.9563527 47.7896839, 18.9568049 47.789626, 18.9572071 47.7895669, 18.9572899 47.7895547)",,,
