osmid,lanes,ref,name,highway,maxspeed,access,junction,oneway,reversed,length,geometry,bridge,tunnel
1010767288,,R911,Mitchel Street,secondary,50,,,False,True,24.857000000000003,"LINESTRING (-7.6231078 52.0881548, -7.6232384 52.0881455, -7.6233809 52.0881216, -7.6234581 52.0881003)",,
"[46430121, 1211931523]",,,"['Old Chapel Lane', 'Western Terrace']",unclassified,,,,True,False,142.488,"LINESTRING (-7.6231078 52.0881548, -7.6230703 52.0882471, -7.6228873 52.0888054, -7.6228541 52.0889068, -7.6227921 52.0890959, -7.6227094 52.0894123)",,
46428956,,R911,Saint Mary Street,secondary,50,,,False,True,156.561,"LINESTRING (-7.6213693 52.0878791, -7.6213493 52.0879507, -7.6210083 52.0892695)",,
46491062,,R911,Mitchel Street,secondary,50,,,False,True,122.69000000000001,"LINESTRING (-7.6213693 52.0878791, -7.6214804 52.0878923, -7.6219184 52.0879606, -7.6222632 52.0880179, -7.6224275 52.0880447, -7.6231078 52.0881548)",,
46491064,,,Emmet Street,tertiary,,,,False,False,46.168,"LINESTRING (-7.6213693 52.0878791, -7.6212424 52.0878505, -7.6207198 52.0877656)",,
38499994,,,Saint Augustine Street,residential,,,,False,False,48.78,"LINESTRING (-7.6196882 52.0876538, -7.6196792 52.0876828, -7.6196318 52.0878344, -7.6195912 52.0879425, -7.6195395 52.0880828)",,
46427963,,,Convent Row,tertiary,,,,False,False,149.638,"LINESTRING (-7.6196882 52.0876538, -7.6195974 52.0876438, -7.6193129 52.0876427, -7.6190076 52.0876286, -7.6186353 52.0875962, -7.6185372 52.087587, -7.6176003 52.0874578, -7.6175822 52.0874553, -7.6175303 52.0874482)",,
46428336,,,Strand Street,residential,,,,False,False,88.026,"LINESTRING (-7.6196882 52.0876538, -7.6196982 52.0876227, -7.6197072 52.0875948, -7.6198361 52.087193, -7.619902 52.0868736)",,
46491064,,,Emmet Street,tertiary,,,,False,True,71.57300000000001,"LINESTRING (-7.6196882 52.0876538, -7.6202187 52.0877089, -7.6207198 52.0877656)",,
33792996,,R911,Sexton Street,secondary,50,,,False,True,50.160000000000004,"LINESTRING (-7.6159169 52.0919454, -7.6157967 52.0919801, -7.6157258 52.0920167, -7.6153361 52.0922177)",,
42233986,2,L3165,Strandside North,tertiary,,,,False,True,151.124,"LINESTRING (-7.6159169 52.0919454, -7.616045 52.092039, -7.6166748 52.0925882, -7.6169188 52.0927108, -7.6171961 52.0928309, -7.6174197 52.0929184)",,
71461319,,,Strandside South,residential,,,,False,False,74.29100000000001,"LINESTRING (-7.6159169 52.0919454, -7.6158182 52.0919021, -7.615725 52.0918382, -7.6156927 52.091816, -7.6155774 52.0917274, -7.6155377 52.0916969, -7.6152039 52.0914441)",,
"[159760688, 33792993, 775328979, 184358143]",,R911,Causeway,secondary,50,,,False,"[False, True]",336.62300000000005,"LINESTRING (-7.6159169 52.0919454, -7.6161165 52.0918949, -7.6164231 52.091858, -7.6168063 52.0918125, -7.6169296 52.0918014, -7.6170101 52.0917942, -7.6176686 52.0917608, -7.6179215 52.0917474, -7.6185025 52.0917159, -7.6188882 52.0916855, -7.6192961 52.0916341, -7.6195821 52.0915774, -7.6197878 52.0915258, -7.6202242 52.0913611, -7.6202487 52.0913472, -7.6203277 52.0913025, -7.6203723 52.0912715, -7.6204367 52.0912269, -7.6205263 52.0911457)",yes,
33792996,,R911,Sexton Street,secondary,50,,,False,False,50.160000000000004,"LINESTRING (-7.6153361 52.0922177, -7.6157258 52.0920167, -7.6157967 52.0919801, -7.6159169 52.0919454)",,
34426958,1,N25,Strandside Roundabout,trunk,60,yes,roundabout,True,False,19.515,"LINESTRING (-7.6182747 52.0933868, -7.6183667 52.0934019, -7.6184485 52.0934318, -7.618514 52.0934743)",,
34918288,1,N25,,trunk,60,,,True,False,30.192,"LINESTRING (-7.6233482 52.0936601, -7.6230227 52.0937014, -7.6229202 52.0937252)",,
34426956,1,N25,Shandon Roundabout,trunk,60,yes,roundabout,True,False,12.794,"LINESTRING (-7.6225122 52.0938534, -7.6224206 52.0938196, -7.6223673 52.0937826)",,
421093272,1,N25,Shandon Roundabout,trunk,60,yes,roundabout,True,False,8.532,"LINESTRING (-7.6223462 52.0935935, -7.6223793 52.093561, -7.6224224 52.0935332)",,
34918290,1,N25,,trunk,60,,,True,False,36.612,"LINESTRING (-7.6228453 52.0935463, -7.6233482 52.0936601)",,
159761382,1,N25,Shandon Roundabout,trunk,60,yes,roundabout,True,False,21.402,"LINESTRING (-7.6228453 52.0935463, -7.6228921 52.0935855, -7.6229211 52.0936307, -7.6229305 52.093678, -7.6229202 52.0937252)",,
"[42233953, 42233955, 1154583949, 34918287]",2,N25,Shandon Bridge,trunk,60,,,False,False,179.22400000000002,"LINESTRING (-7.6217388 52.0936684, -7.6216075 52.0936697, -7.6214108 52.0936717, -7.6208548 52.0936772, -7.620664 52.0936774, -7.6198915 52.0936829, -7.6194586 52.0936762, -7.6191164 52.0936619)",yes,
34918289,2,N25,,trunk,60,,,True,False,42.678000000000004,"LINESTRING (-7.6217388 52.0936684, -7.6220721 52.0936465, -7.6222445 52.0936243, -7.6223462 52.0935935)",,
34918293,2,N25,,trunk,60,yes,,True,False,40.15,"LINESTRING (-7.6191164 52.0936619, -7.6187182 52.0936669, -7.6185365 52.0936998)",,
"[42233953, 42233955, 1154583949, 34918287]",2,N25,Shandon Bridge,trunk,60,,,False,True,179.224,"LINESTRING (-7.6191164 52.0936619, -7.6194586 52.0936762, -7.6198915 52.0936829, -7.620664 52.0936774, -7.6208548 52.0936772, -7.6214108 52.0936717, -7.6216075 52.0936697, -7.6217388 52.0936684)",yes,
34426958,1,N25,Strandside Roundabout,trunk,60,yes,roundabout,True,False,12.161,"LINESTRING (-7.6181358 52.0938027, -7.6180542 52.0937809, -7.6179842 52.0937471)",,
34426958,1,N25,Strandside Roundabout,trunk,60,yes,roundabout,True,False,26.396,"LINESTRING (-7.618514 52.0934743, -7.6185587 52.0935269, -7.618578 52.0935851, -7.6185704 52.0936442, -7.6185365 52.0936998)",,
34918292,1,N25,,trunk,60,yes,,True,False,46.54,"LINESTRING (-7.618514 52.0934743, -7.6187392 52.0935747, -7.6191164 52.0936619)",,
34426958,1,N25,Strandside Roundabout,trunk,60,yes,roundabout,True,False,11.231000000000002,"LINESTRING (-7.6179002 52.0935365, -7.6179331 52.0934902, -7.6179828 52.09345)",,
34918291,2,N25,,trunk,60,yes,,True,False,46.340999999999994,"LINESTRING (-7.6172974 52.0936973, -7.6177244 52.0936371, -7.6179002 52.0935365)",,
"[1092214760, 46429140]",2,,Davitts Quay,tertiary,,,,False,True,109.159,"LINESTRING (-7.6205263 52.0911457, -7.6206186 52.0912147, -7.6206885 52.0912868, -7.6207739 52.0913818, -7.6208257 52.0914489, -7.6209034 52.0915892, -7.6210338 52.091671, -7.621179 52.0917271, -7.6213637 52.0917897, -7.62156 52.0918325)",,
"[159760688, 33792993, 775328979, 184358143]",,R911,Causeway,secondary,50,,,False,"[False, True]",336.623,"LINESTRING (-7.6205263 52.0911457, -7.6204367 52.0912269, -7.6203723 52.0912715, -7.6203277 52.0913025, -7.6202487 52.0913472, -7.6202242 52.0913611, -7.6197878 52.0915258, -7.6195821 52.0915774, -7.6192961 52.0916341, -7.6188882 52.0916855, -7.6185025 52.0917159, -7.6179215 52.0917474, -7.6176686 52.0917608, -7.6170101 52.0917942, -7.6169296 52.0918014, -7.6168063 52.0918125, -7.6164231 52.091858, -7.6161165 52.0918949, -7.6159169 52.0919454)",yes,
300991023,,R911,Bridge Street,secondary,50,,,False,True,77.244,"LINESTRING (-7.6205263 52.0911457, -7.6205546 52.090999, -7.6206006 52.0907317, -7.6206839 52.0904583)",,
1118104033,,,Davitts Quay,tertiary,,,,False,False,119.241,"LINESTRING (-7.6205263 52.0911457, -7.6203266 52.091061, -7.6201906 52.0910247, -7.6199936 52.0909788, -7.6198666 52.0909363, -7.6197829 52.0908879, -7.6196382 52.0907498, -7.6195443 52.0906504, -7.619334 52.0904201)",,
37933866,,,Richard A. Walsh Street,tertiary,,,,False,False,273.084,"LINESTRING (-7.62156 52.0918325, -7.6216288 52.0918057, -7.6216976 52.0917725, -7.621792 52.0916929, -7.6220443 52.0911994, -7.6220545 52.0911795, -7.6221065 52.0910693, -7.6221518 52.09101, -7.6222472 52.0909489, -7.6223329 52.0909195, -7.6224439 52.0909156, -7.6243562 52.0912521, -7.6245186 52.0912519)",,
"[46426793, 385864526, 385864527]",2,,Shandon,tertiary,,,,False,False,178.688,"LINESTRING (-7.62156 52.0918325, -7.621777 52.092049, -7.6218887 52.0921862, -7.6220027 52.09239, -7.6220435 52.0924639, -7.6222535 52.092841, -7.6222674 52.092869, -7.622306 52.092939, -7.6225065 52.0933238)",,
"[1092214760, 46429140]",2,,Davitts Quay,tertiary,,,,False,False,109.15899999999998,"LINESTRING (-7.62156 52.0918325, -7.6213637 52.0917897, -7.621179 52.0917271, -7.6210338 52.091671, -7.6209034 52.0915892, -7.6208257 52.0914489, -7.6207739 52.0913818, -7.6206885 52.0912868, -7.6206186 52.0912147, -7.6205263 52.0911457)",,
38499994,,,Saint Augustine Street,residential,,,,False,True,48.78,"LINESTRING (-7.6195395 52.0880828, -7.6195912 52.0879425, -7.6196318 52.0878344, -7.6196792 52.0876828, -7.6196882 52.0876538)",,
46427528,,,Saint Augustine Street,residential,,,,True,False,117.638,"LINESTRING (-7.6191457 52.0891127, -7.6195395 52.0880828)",,
184358151,1,,Main Street (Parnell Street),tertiary,,,,True,False,70.254,"LINESTRING (-7.6191457 52.0891127, -7.6189617 52.0890959, -7.6181286 52.0890198)",,
1010372971,,,Cunnigar View,residential,,,,False,False,64.057,"LINESTRING (-7.6259155 52.0856463, -7.6268378 52.0857496)",,
1010372971,,,Cunnigar View,residential,,,,False,True,37.524,"LINESTRING (-7.6259155 52.0856463, -7.6253734 52.0855923)",,
1010372971,,,Cunnigar View,residential,,,,False,True,64.057,"LINESTRING (-7.6268378 52.0857496, -7.6259155 52.0856463)",,
65730177,,,Ringnasilloge Place,residential,,,,False,True,21.792,"LINESTRING (-7.6253734 52.0855923, -7.6250599 52.0855563)",,
1010372971,,,Cunnigar View,residential,,,,False,False,37.524,"LINESTRING (-7.6253734 52.0855923, -7.6259155 52.0856463)",,
42233945,,,Ringnasilloge Place,residential,,,,False,True,61.419000000000004,"LINESTRING (-7.6253734 52.0855923, -7.6252674 52.0859622, -7.6252833 52.0860273, -7.6253539 52.0861294)",,
42233945,,,Ringnasilloge Place,residential,,,,False,True,7.66,"LINESTRING (-7.6253539 52.0861294, -7.6254144 52.0861874)",,
42233945,,,Ringnasilloge Place,residential,,,,False,False,61.419000000000004,"LINESTRING (-7.6253539 52.0861294, -7.6252833 52.0860273, -7.6252674 52.0859622, -7.6253734 52.0855923)",,
42233946,,,Ringnasilloge Place,residential,,,,False,False,42.329,"LINESTRING (-7.6253539 52.0861294, -7.625213 52.0861873, -7.6250694 52.0862127, -7.6249802 52.0862063, -7.624933 52.0861683, -7.6249332 52.0860866)",,
42233946,,,Ringnasilloge Place,residential,,,,False,True,42.329,"LINESTRING (-7.6249332 52.0860866, -7.624933 52.0861683, -7.6249802 52.0862063, -7.6250694 52.0862127, -7.625213 52.0861873, -7.6253539 52.0861294)",,
42233945,,,Ringnasilloge Place,residential,,,,False,False,7.66,"LINESTRING (-7.6254144 52.0861874, -7.6253539 52.0861294)",,
42233945,,,Ringnasilloge Place,residential,,,,False,True,87.197,"LINESTRING (-7.6254144 52.0861874, -7.6260089 52.0868813)",,
42233947,,,Ringnasilloge Avenue,residential,,,,False,False,86.863,"LINESTRING (-7.6254144 52.0861874, -7.626281 52.0862787, -7.6263504 52.0860416)",,
42233947,,,Ringnasilloge Avenue,residential,,,,False,True,86.863,"LINESTRING (-7.6263504 52.0860416, -7.626281 52.0862787, -7.6254144 52.0861874)",,
65730177,,,Ringnasilloge Place,residential,,,,False,False,21.792,"LINESTRING (-7.6250599 52.0855563, -7.6253734 52.0855923)",,
42233949,,,The Green,residential,,,,False,False,91.766,"LINESTRING (-7.6250599 52.0855563, -7.6251451 52.0851829, -7.6247762 52.0851418, -7.624729 52.0853577)",,
42233949,,,The Green,residential,,,,False,True,91.766,"LINESTRING (-7.624729 52.0853577, -7.6247762 52.0851418, -7.6251451 52.0851829, -7.6250599 52.0855563)",,
164389215,,,Fitzgerald Terrace,residential,,,,False,True,82.646,"LINESTRING (-7.6273218 52.0886548, -7.6271378 52.0893894)",,
385864528,,,Mitchel Street,tertiary,,,,False,False,152.637,"LINESTRING (-7.6273218 52.0886548, -7.6271364 52.0886442, -7.6263775 52.0885966, -7.6257682 52.0885577, -7.6251102 52.0884726)",,
46429014,,,Saint Brigid Terrace,residential,,,,False,True,60.589,"LINESTRING (-7.6251102 52.0884726, -7.6249552 52.0890091)",,
385864528,,,Mitchel Street,tertiary,,,,False,False,76.805,"LINESTRING (-7.6251102 52.0884726, -7.6240071 52.0883396)",,
385864528,,,Mitchel Street,tertiary,,,,False,True,152.637,"LINESTRING (-7.6251102 52.0884726, -7.6257682 52.0885577, -7.6263775 52.0885966, -7.6271364 52.0886442, -7.6273218 52.0886548)",,
385864513,,R672,O'Connell Street,secondary,50,,,False,False,10.245,"LINESTRING (-7.6279647 52.0904644, -7.6278252 52.0904306)",,
157615580,,,The Beeches,residential,,,,False,True,43.07299999999999,"LINESTRING (-7.6279647 52.0904644, -7.6279261 52.090549, -7.6277946 52.0908374)",,
385864513,,R672,O'Connell Street,secondary,50,,,False,False,59.649,"LINESTRING (-7.6278252 52.0904306, -7.6269996 52.0902561)",,
385864513,,R672,O'Connell Street,secondary,50,,,False,True,10.245,"LINESTRING (-7.6278252 52.0904306, -7.6279647 52.0904644)",,
157615578,,,Doire Beag,residential,,,,False,True,153.062,"LINESTRING (-7.6278252 52.0904306, -7.6279073 52.0903084, -7.6279288 52.0902144, -7.6279502 52.0900381, -7.6280146 52.0899672, -7.6281866 52.0898497, -7.6282098 52.0896421, -7.6281776 52.0895894, -7.628272 52.089124)",,
184358154,,R672,O'Connell Street,secondary,50,,,False,True,62.941,"LINESTRING (-7.6246797 52.0897203, -7.6255367 52.089928)",,
184358154,,R672,O'Connell Street,secondary,50,,,False,False,43.650999999999996,"LINESTRING (-7.6246797 52.0897203, -7.6244531 52.089675, -7.6242458 52.0896239, -7.6240775 52.0895897)",,
385864492,,,John Treacy Street,tertiary,,,,False,False,171.544,"LINESTRING (-7.6246797 52.0897203, -7.6245872 52.0899647, -7.624629 52.0901942, -7.6246367 52.0903981, -7.6245931 52.0907606, -7.6245571 52.0909977, -7.6245186 52.0912519)",,
"[46429014, 1014490527]",,,"['St Brigid Street', 'Saint Brigid Terrace']",residential,,,,False,False,39.921,"LINESTRING (-7.6246797 52.0897203, -7.6247893 52.0894384, -7.6248154 52.0893711)",,
385864512,,R672,O'Connell Street,secondary,50,,,False,False,64.211,"LINESTRING (-7.6269996 52.0902561, -7.6261114 52.0900673)",,
385864513,,R672,O'Connell Street,secondary,50,,,False,True,59.649,"LINESTRING (-7.6269996 52.0902561, -7.6278252 52.0904306)",,
"[157615593, 1014193135]",,,White's Orchard,residential,,,,False,True,63.60900000000001,"LINESTRING (-7.6269996 52.0902561, -7.6270259 52.0902143, -7.6271375 52.0900991, -7.6272394 52.0899178, -7.6272904 52.0898041, -7.6271607 52.0897794)",,
164389246,,,Stephens Street,residential,,,,False,False,109.971,"LINESTRING (-7.6261114 52.0900673, -7.6258855 52.0910465)",,
184358154,,R672,O'Connell Street,secondary,50,,,False,False,42.209,"LINESTRING (-7.6261114 52.0900673, -7.6255367 52.089928)",,
385864512,,R672,O'Connell Street,secondary,50,,,False,True,64.211,"LINESTRING (-7.6261114 52.0900673, -7.6269996 52.0902561)",,
37933866,,,Richard A. Walsh Street,tertiary,,,,False,True,273.08399999999995,"LINESTRING (-7.6245186 52.0912519, -7.6243562 52.0912521, -7.6224439 52.0909156, -7.6223329 52.0909195, -7.6222472 52.0909489, -7.6221518 52.09101, -7.6221065 52.0910693, -7.6220545 52.0911795, -7.6220443 52.0911994, -7.621792 52.0916929, -7.6216976 52.0917725, -7.6216288 52.0918057, -7.62156 52.0918325)",,
385864492,,,John Treacy Street,tertiary,,,,False,True,171.544,"LINESTRING (-7.6245186 52.0912519, -7.6245571 52.0909977, -7.6245931 52.0907606, -7.6246367 52.0903981, -7.624629 52.0901942, -7.6245872 52.0899647, -7.6246797 52.0897203)",,
42234851,,,,unclassified,,,,False,True,182.946,"LINESTRING (-7.621068 52.0861738, -7.6205302 52.0862686, -7.62025 52.0862941, -7.6190442 52.0862915, -7.6189174 52.0863063, -7.6184399 52.0863972)",,
46428383,2,,Boreenatra,residential,,,,False,False,48.443,"LINESTRING (-7.621068 52.0861738, -7.6210264 52.0863802, -7.6209697 52.0866052)",,
"[1010733323, 1010733318, 1010733319]",,,Cois Tra,residential,,,,False,False,131.957,"LINESTRING (-7.621068 52.0861738, -7.6211152 52.0859041, -7.6211746 52.0855467, -7.622076 52.0854961)",,
385864528,,,Mitchel Street,tertiary,,,,False,True,76.805,"LINESTRING (-7.6240071 52.0883396, -7.6251102 52.0884726)",,
385864528,,,Mitchel Street,tertiary,,,,False,False,48.497,"LINESTRING (-7.6240071 52.0883396, -7.6237745 52.0883052, -7.6236634 52.0882682, -7.6236303 52.0882492, -7.6236101 52.0882376, -7.6235445 52.0881906, -7.6234581 52.0881003)",,
46428335,2,,Boreenatra,residential,,,,False,False,37.705,"LINESTRING (-7.6208981 52.0869202, -7.6203512 52.0868749)",,
46428383,2,,Boreenatra,residential,,,,False,True,35.366,"LINESTRING (-7.6208981 52.0869202, -7.6209697 52.0866052)",,
"[385864476, 1010767286, 46428383]",2,,"['Chapel Street', 'Boreenatra']",residential,,,,False,False,94.791,"LINESTRING (-7.6208981 52.0869202, -7.6208724 52.087033, -7.6208338 52.0872185, -7.6207198 52.0877656)",,
46428383,2,,Boreenatra,residential,,,,False,False,35.366,"LINESTRING (-7.6209697 52.0866052, -7.6208981 52.0869202)",,
42234852,,,Boreenatra,residential,30,,,True,False,174.392,"LINESTRING (-7.6209697 52.0866052, -7.6188189 52.0864284, -7.6184399 52.0863972)",,
46428383,2,,Boreenatra,residential,,,,False,True,48.443,"LINESTRING (-7.6209697 52.0866052, -7.6210264 52.0863802, -7.621068 52.0861738)",,
46491064,,,Emmet Street,tertiary,,,,False,False,71.57300000000001,"LINESTRING (-7.6207198 52.0877656, -7.6202187 52.0877089, -7.6196882 52.0876538)",,
46491064,,,Emmet Street,tertiary,,,,False,True,46.168,"LINESTRING (-7.6207198 52.0877656, -7.6212424 52.0878505, -7.6213693 52.0878791)",,
"[385864476, 1010767286, 46428383]",2,,"['Chapel Street', 'Boreenatra']",residential,,,,False,True,94.791,"LINESTRING (-7.6207198 52.0877656, -7.6208338 52.0872185, -7.6208724 52.087033, -7.6208981 52.0869202)",,
46430057,2,,Grattan Square,tertiary,50,,,False,False,20.785,"LINESTRING (-7.6210083 52.0892695, -7.6207071 52.0892432)",,
45781799,2,R911,Grattan Square,secondary,50,,,False,False,70.69500000000001,"LINESTRING (-7.6210083 52.0892695, -7.6208583 52.0898353, -7.6208419 52.089897)",,
46428956,,R911,Saint Mary Street,secondary,50,,,False,False,156.561,"LINESTRING (-7.6210083 52.0892695, -7.6213493 52.0879507, -7.6213693 52.0878791)",,
"[300991024, 184358154]",2,R672,"['Grattan Square', ""O'Connell Street""]",secondary,50,,,False,True,117.32,"LINESTRING (-7.6210083 52.0892695, -7.6212506 52.0892933, -7.6220617 52.0893668, -7.6227094 52.0894123)",,
46427909,,,,tertiary,,,,True,False,18.69,"LINESTRING (-7.6173648 52.0889269, -7.6172936 52.088873, -7.6172492 52.0888291, -7.6172409 52.0887824)",,
94196497,,,Castle Street,residential,,,,True,False,121.643,"LINESTRING (-7.6173648 52.0889269, -7.6172309 52.0889676, -7.6170232 52.0889633, -7.6169177 52.0889687, -7.6168013 52.0889762, -7.616683 52.0889831, -7.6165797 52.0889891, -7.6163293 52.0889912, -7.6160722 52.0889812, -7.6158682 52.0889544, -7.6157731 52.0889368, -7.615612 52.088928)",,
"[37933864, 1118104031]",,,Harbour Bay,residential,,,,False,True,59.81,"LINESTRING (-7.615612 52.088928, -7.6156285 52.0888365, -7.6156836 52.0886872, -7.6156887 52.0886735, -7.6157881 52.0884828, -7.615827 52.0884081)",,building_passage
"[1118104032, 46427371]",,,Davitts Quay,unclassified,,,,True,False,156.142,"LINESTRING (-7.615612 52.088928, -7.6156263 52.0890274, -7.6156383 52.0891088, -7.6156781 52.0892437, -7.615698 52.0892865, -7.6157175 52.0893281, -7.6157591 52.0893718, -7.6158056 52.0894072, -7.6159446 52.0894669, -7.616094 52.089516, -7.6163722 52.0896103, -7.616562 52.0896353, -7.6171297 52.0896469, -7.6171783 52.0896479)",,
"[46427908, 1118104030]",1,,Quay Street,residential,,,,True,False,105.346,"LINESTRING (-7.615827 52.0884081, -7.6160147 52.088462, -7.6161236 52.0884932, -7.6167185 52.0886636, -7.6169396 52.0887239, -7.6169726 52.0887331, -7.6172409 52.0887824)",,
"[1010767289, 1010767290]",,,"['Abbey View', ""Coady's Quay""]",residential,,,,False,False,61.48100000000001,"LINESTRING (-7.615827 52.0884081, -7.6159222 52.0881932, -7.6159258 52.0880596, -7.6159857 52.0878665)",,
"[37933864, 1118104031]",,,Harbour Bay,residential,,,,False,False,59.809999999999995,"LINESTRING (-7.615827 52.0884081, -7.6157881 52.0884828, -7.6156887 52.0886735, -7.6156836 52.0886872, -7.6156285 52.0888365, -7.615612 52.088928)",,building_passage
46428177,,,Davitts Quay,unclassified,,,,False,False,60.271,"LINESTRING (-7.6187896 52.0899436, -7.6186118 52.0898827, -7.6185661 52.0898763, -7.6181217 52.0898138, -7.6179563 52.0897771)",,
46428177,,,Davitts Quay,unclassified,,,,False,True,64.91499999999999,"LINESTRING (-7.6187896 52.0899436, -7.6189622 52.0900617, -7.6190437 52.0901428, -7.6191589 52.0902502, -7.6192673 52.0903525, -7.619334 52.0904201)",,
"[183280697, 1118104034]",1,,Carberry's Lane,unclassified,,,,True,False,95.57000000000001,"LINESTRING (-7.6187896 52.0899436, -7.6189596 52.0895367, -7.6191149 52.0892059, -7.6191457 52.0891127)",,
42233986,2,L3165,Strandside North,tertiary,,,,False,False,25.326999999999998,"LINESTRING (-7.6177354 52.0930378, -7.6176794 52.0930166, -7.6174197 52.0929184)",,
42233987,,L3165,Strandside North,tertiary,,,,True,False,54.431,"LINESTRING (-7.6177354 52.0930378, -7.6179147 52.0931036, -7.6180487 52.0931827, -7.618124 52.0932536, -7.6182205 52.0933445, -7.6182747 52.0933868)",,
42234851,,,,unclassified,,,,False,False,182.94600000000003,"LINESTRING (-7.6184399 52.0863972, -7.6189174 52.0863063, -7.6190442 52.0862915, -7.62025 52.0862941, -7.6205302 52.0862686, -7.621068 52.0861738)",,
42234851,,,,unclassified,,,,False,True,201.02900000000002,"LINESTRING (-7.6184399 52.0863972, -7.6177809 52.0864947, -7.6176205 52.0865252, -7.6174521 52.0865625, -7.6172313 52.0866227, -7.6169217 52.0867002, -7.6167776 52.0867423, -7.6166751 52.0867883, -7.6165358 52.0868713, -7.6163972 52.0869652, -7.6163017 52.0870344, -7.6162141 52.0871358, -7.6161806 52.0872142, -7.616148 52.0873282)",,
42234851,,,,unclassified,,,,False,False,201.029,"LINESTRING (-7.616148 52.0873282, -7.6161806 52.0872142, -7.6162141 52.0871358, -7.6163017 52.0870344, -7.6163972 52.0869652, -7.6165358 52.0868713, -7.6166751 52.0867883, -7.6167776 52.0867423, -7.6169217 52.0867002, -7.6172313 52.0866227, -7.6174521 52.0865625, -7.6176205 52.0865252, -7.6177809 52.0864947, -7.6184399 52.0863972)",,
46427924,,,Jacknell Street,residential,,,,False,True,95.38399999999999,"LINESTRING (-7.616148 52.0873282, -7.6165192 52.0873604, -7.6170589 52.0874073, -7.6175303 52.0874482)",,
