osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,tunnel,geometry,width,access
"[34672800, 22762690, 195998279]",2,R336,"['Eyre Square', 'Victoria Place']",secondary,30,False,True,136.114,,"LINESTRING (-9.0486109 53.273313, -9.0489375 53.2735346, -9.0489615 53.2735594, -9.048969 53.273598, -9.0489627 53.2736167, -9.04894 53.2736456, -9.0485857 53.2738343, -9.04812 53.2740839, -9.0479189 53.2741777)",,
47088147,1,R336,Victoria Place,secondary,30,True,False,16.866,,"LINESTRING (-9.0486109 53.273313, -9.0485352 53.2732833, -9.0484353 53.2732062)",,
25035339,1,,Flood Street,unclassified,30,True,False,71.11999999999999,,"LINESTRING (-9.052825 53.2711456, -9.0528493 53.2710857, -9.0529614 53.270981, -9.0531058 53.2708757, -9.0532659 53.2707863, -9.053376 53.2707208, -9.0534003 53.2707028, -9.0534124 53.2706867, -9.0534129 53.2706339)",,
34334615,1,,Abbeygate Street Lower,unclassified,30,True,False,5.195,,"LINESTRING (-9.050958 53.2724339, -9.0509865 53.2724774)",3.1,
131495892,1,,Saint Augustine Street,unclassified,30,True,False,190.211,,"LINESTRING (-9.050958 53.2724339, -9.0516098 53.2720003, -9.0517887 53.2718665, -9.0520401 53.271684, -9.0522172 53.2715498, -9.0525416 53.271304, -9.0526601 53.2712092, -9.052825 53.2711456)",,
34334615,1,,Abbeygate Street Lower,unclassified,30,True,False,53.294,,"LINESTRING (-9.0503406 53.2721283, -9.050958 53.2724339)",3.1,
"[177698002, 910621186]",2,R336,Merchants Road,secondary,30,True,False,78.33600000000001,,"LINESTRING (-9.0503406 53.2721283, -9.0500115 53.2723408, -9.0495292 53.272639)",,
131850146,1,,Bowling Green,residential,30,True,False,61.266000000000005,,"LINESTRING (-9.0541699 53.2729497, -9.0548077 53.273132, -9.054945 53.2731848, -9.0549801 53.2732071)",,
"[131850144, 131850147]",1,,"['Market Street', 'Abbeygate Street Upper']","['residential', 'tertiary']",30,True,False,198.42700000000002,,"LINESTRING (-9.0541699 53.2729497, -9.0540747 53.2730178, -9.0538217 53.2731801, -9.0536877 53.273244, -9.0534221 53.2733708, -9.053301 53.2734278, -9.0528657 53.2736419, -9.0528547 53.2736583, -9.0528528 53.2736735, -9.0530372 53.2737915, -9.0532874 53.2739379, -9.0535875 53.2741134, -9.0537037 53.2741609)",,
"[1005065794, 131850085]",2,L5096,Mary Street,residential,30,True,False,88.836,,"LINESTRING (-9.0537037 53.2741609, -9.0536113 53.2742516, -9.0535129 53.2743704, -9.0533979 53.274482, -9.0531271 53.2747035, -9.0530383 53.2747797, -9.0529792 53.2748304)",,
131850148,2,L5097,Newtownsmith,residential,30,False,False,211.677,,"LINESTRING (-9.0537037 53.2741609, -9.0538421 53.2742023, -9.054007 53.274254, -9.0541805 53.2743277, -9.05428 53.2743757, -9.0544078 53.2744349, -9.054538 53.2745153, -9.0547214 53.274669, -9.0548338 53.2747599, -9.0550064 53.2749377, -9.0551027 53.2750563, -9.0551668 53.2751933, -9.055271 53.2754714, -9.0552997 53.2755575, -9.055298 53.2755844, -9.0552684 53.2756248, -9.0552137 53.2756776)",,
1003185291,2,,Waterside,residential,30,False,False,28.369,,"LINESTRING (-9.0541028 53.2769464, -9.0537785 53.2771122)",,
137588206,,,Corrib Terrace,residential,30,False,False,103.486,,"LINESTRING (-9.0541028 53.2769464, -9.0533482 53.2764023, -9.0532415 53.2763279, -9.0531671 53.2762653, -9.0531188 53.2762257)",,
"[131754280, 1006794404]",1,,Court Avenue,residential,30,True,False,77.203,,"LINESTRING (-9.0544466 53.2761801, -9.0543596 53.2762079, -9.0538765 53.2763449, -9.0536392 53.276063)",,
131838878,2,,Courthouse Square,residential,30,False,True,36.836999999999996,,"LINESTRING (-9.0544466 53.2761801, -9.0544428 53.2761637, -9.0544335 53.2761229, -9.0543596 53.276024, -9.054301 53.2759457, -9.0542421 53.2758745)",,
1107305513,2,,Waterside,unclassified,30,False,False,52.854000000000006,,"LINESTRING (-9.0544466 53.2761801, -9.0547677 53.2765832, -9.0547871 53.2766096)",,
186543377,1,,Waterside,residential,30,True,False,58.945,,"LINESTRING (-9.0547871 53.2766096, -9.054608 53.2767047, -9.0541028 53.2769464)",,
1107305513,2,,Waterside,unclassified,30,False,True,52.854000000000006,,"LINESTRING (-9.0547871 53.2766096, -9.0547677 53.2765832, -9.0544466 53.2761801)",,
137575289,2,,Courthouse Square,residential,30,True,False,65.529,,"LINESTRING (-9.0553613 53.2759607, -9.0544466 53.2761801)",,
186543377,1,,Waterside,residential,30,True,False,92.37299999999999,,"LINESTRING (-9.0553613 53.2759607, -9.055417 53.2760221, -9.0554435 53.2760844, -9.0554493 53.2761347, -9.0554434 53.2761674, -9.0554345 53.2762087, -9.0554162 53.2762463, -9.0553964 53.2762811, -9.0553541 53.2763175, -9.0553064 53.2763535, -9.0552043 53.2764197, -9.0550792 53.276494, -9.054965 53.2765481, -9.0547871 53.2766096)",,
25193845,,R866,Saint Vincent's Avenue,secondary,30,False,False,39.046,,"LINESTRING (-9.0536392 53.276063, -9.0531188 53.2762257)",,
25193845,,R866,Saint Vincent's Avenue,secondary,30,False,True,6.836,,"LINESTRING (-9.0536392 53.276063, -9.0537303 53.2760345)",,
131753520,2,R866,Headford Road,secondary,30,False,True,21.937,,"LINESTRING (-9.0528079 53.276384, -9.0530581 53.2762554)",,
131753520,2,R866,Headford Road,secondary,30,False,False,42.462,,"LINESTRING (-9.0528079 53.276384, -9.0526361 53.2764876, -9.0523578 53.2766549)",,
"[290091881, 632429671]",2,,"['Waterside', 'Riverside']",residential,30,False,False,103.54799999999999,,"LINESTRING (-9.0528079 53.276384, -9.0528603 53.2764225, -9.0529118 53.2764604, -9.0529414 53.2764821, -9.0530504 53.2765622, -9.0536786 53.2770395, -9.0537785 53.2771122)",,
1003185291,2,,Waterside,residential,30,False,True,28.369,,"LINESTRING (-9.0537785 53.2771122, -9.0541028 53.2769464)",,
632429670,2,,Waterside,residential,30,False,False,203.29000000000002,,"LINESTRING (-9.0537785 53.2771122, -9.0538411 53.2771699, -9.0539236 53.2772475, -9.0539969 53.2773224, -9.0540458 53.2773846, -9.0541119 53.2774815, -9.0542678 53.2777376, -9.0544258 53.2780054, -9.0545239 53.2781918, -9.0545252 53.2782316, -9.0545173 53.2782568, -9.0545001 53.2782717, -9.0544698 53.278283, -9.0544053 53.2782925, -9.0543303 53.2782916, -9.0542053 53.2782832, -9.0541609 53.2782841, -9.0541249 53.2782936, -9.0541028 53.2783106, -9.0540287 53.2786266)",,
"[290091881, 632429671]",2,,"['Waterside', 'Riverside']",residential,30,False,True,103.54799999999999,,"LINESTRING (-9.0537785 53.2771122, -9.0536786 53.2770395, -9.0530504 53.2765622, -9.0529414 53.2764821, -9.0529118 53.2764604, -9.0528603 53.2764225, -9.0528079 53.276384)",,
"[23488457, 24751817]",2,R863,"['Williamsgate Street', 'Eglinton Street']",secondary,30,False,False,226.58100000000005,,"LINESTRING (-9.0505051 53.2745085, -9.0505982 53.2743963, -9.0506537 53.2743386, -9.050687 53.274307, -9.0511989 53.2739989, -9.0512273 53.2739886, -9.0512587 53.2739842, -9.0512856 53.2739919, -9.0513132 53.2740032, -9.0517914 53.2742745, -9.0519179 53.2743462, -9.0520386 53.2744123, -9.0522688 53.2745214, -9.0528945 53.2747935, -9.0529792 53.2748304)",,
"[23488457, 25192078]",2,R863,"['Williamsgate Street', 'Eyre Square']",secondary,30,False,"[False, True]",84.993,,"LINESTRING (-9.0505051 53.2745085, -9.0504385 53.2745816, -9.0503819 53.2746261, -9.0503211 53.2746587, -9.0495428 53.2749987)",,
34335657,1,,,unclassified,30,True,False,100.573,,"LINESTRING (-9.0497512 53.2750844, -9.0504993 53.2747616, -9.0505795 53.2747248, -9.0506458 53.2746845, -9.0506693 53.2746505, -9.0506792 53.274611, -9.0506759 53.2745778, -9.0506424 53.2745512, -9.0505937 53.2745361, -9.0505051 53.2745085)",,
34335657,1,,,unclassified,30,True,False,92.814,,"LINESTRING (-9.0486121 53.275536, -9.0488213 53.2755234, -9.0494806 53.2752279, -9.0497512 53.2750844)",,
131754373,2,R336,Prospect Hill,secondary,30,True,False,48.329,,"LINESTRING (-9.0486121 53.275536, -9.0482647 53.2758353, -9.048198 53.2758932)",,
36786027,1,R336,Spanish Parade,secondary,50,True,False,43.718999999999994,,"LINESTRING (-9.053647 53.2701321, -9.0537493 53.2702195, -9.0539095 53.2703281, -9.0539355 53.2703538, -9.0539438 53.2703757, -9.0539424 53.2704005, -9.0539322 53.2704171, -9.0539003 53.2704597)",,
"[808866627, 1024349141]",1,R336,Spanish Parade,secondary,50,True,False,99.155,,"LINESTRING (-9.053647 53.2701321, -9.0538527 53.2702193, -9.0540322 53.270319, -9.0541642 53.2703872, -9.0542146 53.2704064, -9.0542545 53.2704147, -9.0544362 53.2704236, -9.0545981 53.2704199, -9.054789 53.2703986, -9.0549612 53.2703694)",,
34575160,,,Saint Nicholas Street,residential,30,False,False,22.49,,"LINESTRING (-9.0504539 53.2720366, -9.0501948 53.2719066)",,
910621186,2,R336,Merchants Road,secondary,30,True,False,12.678,,"LINESTRING (-9.0504539 53.2720366, -9.0504062 53.2720747, -9.0503406 53.2721283)",,
34575160,,,Saint Nicholas Street,residential,30,False,True,22.49,,"LINESTRING (-9.0501948 53.2719066, -9.0504539 53.2720366)",,
34575162,,,Saint Nicholas Street,residential,30,False,True,32.317,,"LINESTRING (-9.0500974 53.2718565, -9.0497687 53.2716856, -9.0497308 53.2716657)",,
34588326,,,Whitehall,residential,30,False,False,52.311,,"LINESTRING (-9.0509865 53.2724774, -9.0504364 53.2728137)",4.3,
"[131495857, 146302165, 34334615]",1,,"['Abbeygate Street Lower', 'Cross Street Lower', 'Middle Street']",unclassified,30,True,False,291.00100000000003,,"LINESTRING (-9.0509865 53.2724774, -9.0514167 53.2727417, -9.0514562 53.2727596, -9.0514886 53.2727629, -9.051511 53.2727611, -9.0515366 53.2727526, -9.0516202 53.2727117, -9.0516854 53.2726768, -9.0517894 53.2726098, -9.0520614 53.2724233, -9.0522355 53.2722945, -9.0523146 53.2722356, -9.052636 53.2720059, -9.0528256 53.2718619, -9.0528436 53.2718471, -9.0529369 53.2717702, -9.0530873 53.2716388, -9.0532772 53.2714793, -9.0533208 53.2714238, -9.0533304 53.2713849, -9.053334 53.2713291, -9.0529607 53.2712177, -9.0528756 53.2711917, -9.052845 53.2711755, -9.052825 53.2711456)",3.1,no
34588326,,,Whitehall,residential,30,False,True,52.311,,"LINESTRING (-9.0504364 53.2728137, -9.0509865 53.2724774)",4.3,
