osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,tunnel,geometry,width,access
1023468868,1,,Saint Bridgets Court,residential,30,False,False,35.909,,"LINESTRING (-9.049847 53.2773402, -9.049553 53.2776111)",,
35539575,1,,Eyre Street,residential,30,True,False,28.064,,"LINESTRING (-9.052532 53.2751399, -9.0524043 53.2751617, -9.0521262 53.2752093)",,
35539605,2,,Saint Anthony's Place,residential,30,False,True,5.262,,"LINESTRING (-9.0525742 53.2754262, -9.0526531 53.2754225)",,
131754283,1,,Woodquay,residential,30,True,False,32.150999999999996,,"LINESTRING (-9.0525742 53.2754262, -9.0525609 53.2751937, -9.052532 53.2751399)",,
131753520,2,R866,Headford Road,secondary,30,False,False,21.937,,"LINESTRING (-9.0530581 53.2762554, -9.0528079 53.276384)",,
131753520,2,R866,Headford Road,secondary,30,False,True,5.215,,"LINESTRING (-9.0530581 53.2762554, -9.0531188 53.2762257)",,
496703677,2,,Woodquay,residential,30,False,True,13.389,,"LINESTRING (-9.0530581 53.2762554, -9.0530084 53.2762181, -9.0529333 53.2761609)",,
24394271,3,R336,Bóthar Bhreandán Ui Eithir,secondary,30,True,False,108.71499999999997,,"LINESTRING (-9.0473603 53.2764264, -9.0470961 53.2763453, -9.0466429 53.2762052, -9.0465163 53.276159, -9.0464348 53.2761282, -9.0463463 53.2760836, -9.0462589 53.2760258, -9.0461996 53.2759785, -9.0461453 53.2759239, -9.0460852 53.2758536)",,
728843364,2,R336,Prospect Hill,secondary,30,False,True,20.198,,"LINESTRING (-9.0474369 53.2766305, -9.0474017 53.2766692, -9.047349 53.2767285, -9.0472947 53.276791)",,
1158974315,1,R336,Bóthar Bhreandán Ui Eithir,secondary,30,True,False,25.732000000000003,,"LINESTRING (-9.0474369 53.2766305, -9.0474741 53.2765487, -9.0474758 53.2765253, -9.0474666 53.2765007, -9.0474303 53.2764703, -9.0473603 53.2764264)",,
1158974316,1,R336,Prospect Hill,secondary,30,True,False,33.825,,"LINESTRING (-9.0476865 53.2763663, -9.0475813 53.2764993, -9.0474369 53.2766305)",,
1158974317,1,R336,Bóthar Bhreandán Ui Eithir,secondary,30,True,False,24.878,,"LINESTRING (-9.0476865 53.2763663, -9.0475684 53.2764308, -9.0475271 53.2764415, -9.0474641 53.2764396, -9.0473603 53.2764264)",,
1253791537,2,R336,Merchants Road,secondary,30,True,False,16.016,,"LINESTRING (-9.048629 53.2731765, -9.0485998 53.2732166, -9.0485861 53.2732425, -9.0485853 53.2732698, -9.0486109 53.273313)",,
1253791538,2,R336,Merchants Road,secondary,30,True,False,13.620000000000001,,"LINESTRING (-9.048629 53.2731765, -9.0485536 53.2732005, -9.0484996 53.273207, -9.0484353 53.2732062)",,
"[910621187, 47088147, 949074484]",1,R336,"['Queen Street', 'Victoria Place']",secondary,30,True,False,129.692,,"LINESTRING (-9.0484353 53.2732062, -9.0483879 53.2731644, -9.048048 53.2729421, -9.0481767 53.2728427, -9.0483591 53.2727057, -9.0487049 53.2724361, -9.0487921 53.2723477, -9.0488831 53.2723015)",,
