osmid,ref,name,highway,oneway,reversed,length,bridge,maxspeed,est_width,geometry,lanes,access
894150488,12,伊東修善寺線,primary,False,False,14.739,,40,,"LINESTRING (138.9492821 34.9790372, 138.9493292 34.9790083, 138.9494067 34.9789528)",,
"[998581787, 998581790]",,,unclassified,False,True,111.49400000000001,,30,,"LINESTRING (138.9521663 34.9793317, 138.9517652 34.9792138, 138.9513402 34.9790827, 138.9512469 34.9790377, 138.9511575 34.9789979, 138.9510848 34.9789808, 138.951027 34.9789828)",,
353672625,,,unclassified,False,True,28.07,,30,,"LINESTRING (138.9500941 34.9726201, 138.9499278 34.9728326)",,
672126737,349,修善寺天城湯ヶ島線,secondary,False,False,28.283,,40,,"LINESTRING (138.9500941 34.9726201, 138.9503554 34.9727574)",,
494971393,,,unclassified,False,True,27.359,,,,"LINESTRING (138.9494819 34.9761645, 138.9497816 34.9761493)",,
1201941413,12,伊東修善寺線,primary,False,False,123.23799999999999,,40,,"LINESTRING (138.9494819 34.9761645, 138.9498988 34.9754249, 138.9499726 34.9753288, 138.9500287 34.9752606, 138.9501093 34.9751884)",,
1201941413,12,伊東修善寺線,primary,False,True,73.281,,40,,"LINESTRING (138.9494819 34.9761645, 138.9494395 34.9762688, 138.9494219 34.9763802, 138.9494439 34.9768166)",,
353672582,,,unclassified,False,False,20.747,,,,"LINESTRING (138.9513451 34.9764841, 138.951323 34.9762984)",,
136521236,,,unclassified,False,True,125.669,,,3.0m〜5.5m,"LINESTRING (138.9513451 34.9764841, 138.9513747 34.9765911, 138.9515095 34.9770793, 138.9516217 34.9774855, 138.9516549 34.9775853)",,
353672626,,,residential,False,True,92.256,,,,"LINESTRING (138.9513451 34.9764841, 138.9512012 34.9765222, 138.9509845 34.9765902, 138.9507261 34.976659, 138.9503783 34.9767271)",,
35861554,,,unclassified,False,False,58.238,,30,,"LINESTRING (138.9516549 34.9775853, 138.9513641 34.9778622, 138.9513058 34.9779222, 138.9512808 34.9779603, 138.9512726 34.9779982)",,
136521236,,,unclassified,False,False,125.669,,,3.0m〜5.5m,"LINESTRING (138.9516549 34.9775853, 138.9516217 34.9774855, 138.9515095 34.9770793, 138.9513747 34.9765911, 138.9513451 34.9764841)",,
1201941413,12,伊東修善寺線,primary,False,True,3.77,,40,,"LINESTRING (138.9495543 34.9777679, 138.9495544 34.9778018)",,
136522334,,,unclassified,False,False,17.044999999999998,,30,3.0m〜5.5m,"LINESTRING (138.9495543 34.9777679, 138.949612 34.9777649, 138.9497403 34.977752)",,
1201941413,12,伊東修善寺線,primary,False,False,106.257,,40,,"LINESTRING (138.9495543 34.9777679, 138.9494553 34.9769136, 138.9494439 34.9768166)",,
136519413,,,unclassified,False,False,27.576999999999998,,30,3.0m〜5.5m,"LINESTRING (138.9497403 34.977752, 138.9497528 34.9778096, 138.9497865 34.9778373, 138.9499593 34.977888)",,
136522334,,,unclassified,False,False,143.785,,30,3.0m〜5.5m,"LINESTRING (138.9497403 34.977752, 138.9498051 34.9777577, 138.9501729 34.9778452, 138.9504175 34.9778993, 138.950722 34.9779608, 138.9509096 34.9780105, 138.9510169 34.9780228, 138.9511506 34.9780075, 138.9512726 34.9779982)",,
136522334,,,unclassified,False,True,17.044999999999998,,30,3.0m〜5.5m,"LINESTRING (138.9497403 34.977752, 138.949612 34.9777649, 138.9495543 34.9777679)",,
353672622,,,residential,False,False,112.14399999999999,,,,"LINESTRING (138.9497403 34.977752, 138.9497646 34.977704, 138.9498191 34.9776557, 138.9498455 34.9775902, 138.9498485 34.9774642, 138.9498563 34.9773678, 138.9498791 34.9772447, 138.9499104 34.9771227, 138.9500278 34.9768532, 138.9500604 34.9767952)",,
136521340,,,unclassified,False,True,24.693,,30,3.0m〜5.5m,"LINESTRING (138.9495536 34.9781615, 138.9498096 34.9782344)",,
1201941413,12,伊東修善寺線,primary,False,True,48.192,,40,,"LINESTRING (138.9495536 34.9781615, 138.9494957 34.9785923)",,
353672573,,,unclassified,False,False,86.66500000000002,,30,,"LINESTRING (138.9495536 34.9781615, 138.9490301 34.9780033, 138.9489984 34.9779804, 138.9489802 34.9779561, 138.9489686 34.9779187, 138.9489562 34.9778777, 138.9489038 34.9777047)",,
1201941413,12,伊東修善寺線,primary,False,False,40.029,,40,,"LINESTRING (138.9495536 34.9781615, 138.9495609 34.977863, 138.9495544 34.9778018)",,
136519651,,,unclassified,False,False,41.766,,30,3.0m〜5.5m,"LINESTRING (138.9511657 34.978245, 138.9510074 34.9785975)",,
136519413,,,unclassified,False,True,116.864,,30,3.0m〜5.5m,"LINESTRING (138.9511657 34.978245, 138.9511071 34.9782273, 138.9499593 34.977888)",,
136519651,,,unclassified,False,False,34.793,,30,3.0m〜5.5m,"LINESTRING (138.9510074 34.9785975, 138.9508655 34.978888)",,
136519651,,,unclassified,False,True,41.766,,30,3.0m〜5.5m,"LINESTRING (138.9510074 34.9785975, 138.9511657 34.978245)",,
136521340,,,unclassified,False,False,116.36,,30,3.0m〜5.5m,"LINESTRING (138.9510074 34.9785975, 138.9498096 34.9782344)",,
136522702,,,tertiary,False,False,23.041,,40,,"LINESTRING (138.9494762 34.9791644, 138.9493954 34.9791311, 138.9493633 34.9791135, 138.9493401 34.9790962, 138.9492821 34.9790372)",,
136522702,,,tertiary,False,True,161.524,,40,,"LINESTRING (138.9494762 34.9791644, 138.9500815 34.9794068, 138.9501659 34.9794454, 138.9502705 34.979501, 138.9503465 34.9795536, 138.9504421 34.979629, 138.9504918 34.9796824, 138.9508203 34.9800577)",,
353627508,,,residential,False,True,220.11,,30,,"LINESTRING (138.9494762 34.9791644, 138.9494533 34.9792058, 138.9494334 34.9792419, 138.9493975 34.9793315, 138.9493728 34.9794258, 138.9493619 34.9794909, 138.9493587 34.9796253, 138.9493776 34.9796855, 138.9493879 34.9797181, 138.9494824 34.979808, 138.9500497 34.9802963, 138.9501287 34.9803791, 138.950493 34.9807924)",,
136522702,,,tertiary,False,False,49.272000000000006,,40,,"LINESTRING (138.9511315 34.9804201, 138.9508494 34.9800915, 138.9508203 34.9800577)",,
353627509,,,unclassified,False,False,120.31899999999999,,30,,"LINESTRING (138.9511315 34.9804201, 138.9516325 34.9801225, 138.9516825 34.9801144, 138.9517265 34.9801334, 138.9520738 34.9805354)",,
353627510,,,residential,False,False,71.399,,30,,"LINESTRING (138.9511315 34.9804201, 138.9510702 34.9804558, 138.9507872 34.9806206, 138.950493 34.9807924)",,
353627509,,,unclassified,False,True,120.31899999999999,,30,,"LINESTRING (138.9520738 34.9805354, 138.9517265 34.9801334, 138.9516825 34.9801144, 138.9516325 34.9801225, 138.9511315 34.9804201)",,
353627508,,,residential,False,False,220.10999999999999,,30,,"LINESTRING (138.950493 34.9807924, 138.9501287 34.9803791, 138.9500497 34.9802963, 138.9494824 34.979808, 138.9493879 34.9797181, 138.9493776 34.9796855, 138.9493587 34.9796253, 138.9493619 34.9794909, 138.9493728 34.9794258, 138.9493975 34.9793315, 138.9494334 34.9792419, 138.9494533 34.9792058, 138.9494762 34.9791644)",,
353627510,,,residential,False,True,71.399,,30,,"LINESTRING (138.950493 34.9807924, 138.9507872 34.9806206, 138.9510702 34.9804558, 138.9511315 34.9804201)",,
353672588,,,residential,False,False,90.363,,,,"LINESTRING (138.9514353 34.9722807, 138.9514469 34.9723194, 138.9514575 34.9723957, 138.9514648 34.9725858, 138.951471 34.9726058, 138.9514938 34.972642, 138.9515206 34.9726678, 138.9515779 34.9727044, 138.9516516 34.972756, 138.9516813 34.9727975, 138.9517402 34.9730157)",,
353672588,,,residential,False,True,130.615,,,,"LINESTRING (138.9514353 34.9722807, 138.9514076 34.9722379, 138.9513678 34.9722027, 138.9513138 34.9721688, 138.9512681 34.9721625, 138.9512527 34.9721633, 138.9512183 34.9721652, 138.9511684 34.9721766, 138.9510314 34.9722209, 138.9509614 34.9722551, 138.9508494 34.9723505, 138.9507206 34.9724667, 138.9506085 34.972538, 138.9505161 34.972587, 138.950441 34.9726406, 138.9503554 34.9727574)",,
562022499,,,residential,False,True,103.432,,,,"LINESTRING (138.9514353 34.9722807, 138.9513896 34.9723113, 138.9513443 34.9723225, 138.9512739 34.9723371, 138.9511994 34.9723627, 138.9511239 34.9724069, 138.9510807 34.9724486, 138.9510222 34.972518, 138.9509529 34.9725988, 138.9508728 34.9726909, 138.9507526 34.9728247, 138.9506575 34.9729215)",1,
353672584,,,unclassified,False,True,9.585,,,,"LINESTRING (138.9469024 34.9723833, 138.9467992 34.9724)",,
353672584,,,unclassified,False,False,92.77000000000001,,,,"LINESTRING (138.9469024 34.9723833, 138.946939 34.9725202, 138.9469804 34.9725668, 138.947061 34.9725927, 138.9475731 34.9726384, 138.9477428 34.9726737)",,
353672616,,,residential,False,True,42.306,,,,"LINESTRING (138.9477428 34.9726737, 138.947683 34.973051)",,
353672584,,,unclassified,False,False,96.062,,,,"LINESTRING (138.9477428 34.9726737, 138.948115 34.9727002, 138.9483603 34.9727103, 138.9485591 34.9726903, 138.9487552 34.9726744, 138.9487929 34.9726754)",,
353672584,,,unclassified,False,True,92.77000000000001,,,,"LINESTRING (138.9477428 34.9726737, 138.9475731 34.9726384, 138.947061 34.9725927, 138.9469804 34.9725668, 138.946939 34.9725202, 138.9469024 34.9723833)",,
672126737,349,修善寺天城湯ヶ島線,secondary,False,False,31.473,,40,,"LINESTRING (138.9503554 34.9727574, 138.9506433 34.9729138)",,
672126737,349,修善寺天城湯ヶ島線,secondary,False,True,28.283,,40,,"LINESTRING (138.9503554 34.9727574, 138.9500941 34.9726201)",,
353672588,,,residential,False,False,130.61499999999998,,,,"LINESTRING (138.9503554 34.9727574, 138.950441 34.9726406, 138.9505161 34.972587, 138.9506085 34.972538, 138.9507206 34.9724667, 138.9508494 34.9723505, 138.9509614 34.9722551, 138.9510314 34.9722209, 138.9511684 34.9721766, 138.9512183 34.9721652, 138.9512527 34.9721633, 138.9512681 34.9721625, 138.9513138 34.9721688, 138.9513678 34.9722027, 138.9514076 34.9722379, 138.9514353 34.9722807)",,
353672625,,,unclassified,False,False,28.07,,30,,"LINESTRING (138.9499278 34.9728326, 138.9500941 34.9726201)",,
353672625,,,unclassified,False,True,3.324,,30,,"LINESTRING (138.9499278 34.9728326, 138.9499147 34.9728605)",,
353672584,,,unclassified,False,True,105.659,,,,"LINESTRING (138.9499278 34.9728326, 138.9498438 34.9727937, 138.9497235 34.9727775, 138.9497103 34.9727757, 138.9490975 34.9726833, 138.9487929 34.9726754)",,
353672616,,,residential,False,False,42.306,,,,"LINESTRING (138.947683 34.973051, 138.9477428 34.9726737)",,
353672614,,,residential,False,False,76.882,,,,"LINESTRING (138.947683 34.973051, 138.9472188 34.9731036, 138.9471813 34.9731254, 138.9471648 34.9731677, 138.9471704 34.973393)",,
353672616,,,residential,False,True,100.583,,,,"LINESTRING (138.947683 34.973051, 138.9476338 34.9732621, 138.947612 34.9733834, 138.9476215 34.9735499, 138.9476502 34.9737176, 138.9476971 34.9739454)",,
353672614,,,residential,False,True,76.882,,,,"LINESTRING (138.9471704 34.973393, 138.9471648 34.9731677, 138.9471813 34.9731254, 138.9472188 34.9731036, 138.947683 34.973051)",,
562006703,,,residential,False,False,46.941,,,,"LINESTRING (138.9518776 34.9734586, 138.9519765 34.9738729)",1,
353672588,,,residential,False,True,50.833,,,,"LINESTRING (138.9518776 34.9734586, 138.9517901 34.9732007, 138.9517402 34.9730157)",,
353672625,,,unclassified,False,False,37.361,,30,,"LINESTRING (138.9493957 34.9735973, 138.9496107 34.9733112)",,
353672615,,,residential,False,True,119.248,,,,"LINESTRING (138.9493957 34.9735973, 138.9493268 34.9736088, 138.9490717 34.9736535, 138.9488902 34.9737042, 138.9487933 34.9737355, 138.9487395 34.9737608, 138.9486956 34.9737771, 138.9485329 34.9738064, 138.9481815 34.9738624, 138.9481449 34.9738864)",,
"[353672625, 353672602, 353672573]",,,unclassified,False,True,194.943,yes,30,,"LINESTRING (138.9493957 34.9735973, 138.949285 34.9737457, 138.9490931 34.9740039, 138.948923 34.9742122, 138.9489007 34.9742666, 138.9489021 34.9743166, 138.9489264 34.974386, 138.9493323 34.9750596, 138.9493538 34.9751057, 138.949354 34.9751518)",,
353672615,,,residential,False,False,119.248,,,,"LINESTRING (138.9481449 34.9738864, 138.9481815 34.9738624, 138.9485329 34.9738064, 138.9486956 34.9737771, 138.9487395 34.9737608, 138.9487933 34.9737355, 138.9488902 34.9737042, 138.9490717 34.9736535, 138.9493268 34.9736088, 138.9493957 34.9735973)",,
353672615,,,residential,False,True,41.763999999999996,,,,"LINESTRING (138.9481449 34.9738864, 138.9480892 34.9739126, 138.9476971 34.9739454)",,
561948008,,,residential,False,False,52.242,,,,"LINESTRING (138.9481449 34.9738864, 138.9481198 34.973761, 138.9480836 34.9735467, 138.9480615 34.9734434, 138.9480521 34.9734233)",1,
353672616,,,residential,False,True,86.874,,,,"LINESTRING (138.9476971 34.9739454, 138.9478355 34.9747184)",,
353672615,,,residential,False,False,41.763999999999996,,,,"LINESTRING (138.9476971 34.9739454, 138.9480892 34.9739126, 138.9481449 34.9738864)",,
353672616,,,residential,False,False,100.583,,,,"LINESTRING (138.9476971 34.9739454, 138.9476502 34.9737176, 138.9476215 34.9735499, 138.947612 34.9733834, 138.9476338 34.9732621, 138.947683 34.973051)",,
353672616,,,residential,False,False,86.874,,,,"LINESTRING (138.9478355 34.9747184, 138.9476971 34.9739454)",,
"[353672625, 353672602, 353672573]",,,unclassified,False,False,194.943,yes,30,,"LINESTRING (138.949354 34.9751518, 138.9493538 34.9751057, 138.9493323 34.9750596, 138.9489264 34.974386, 138.9489021 34.9743166, 138.9489007 34.9742666, 138.948923 34.9742122, 138.9490931 34.9740039, 138.949285 34.9737457, 138.9493957 34.9735973)",,
353672573,,,unclassified,False,True,311.841,,30,,"LINESTRING (138.949354 34.9751518, 138.9493183 34.9752057, 138.9492268 34.9753036, 138.9489239 34.9755958, 138.9488298 34.975691, 138.9487855 34.9757496, 138.9487415 34.9758128, 138.9485112 34.9762373, 138.948506 34.9763781, 138.9485052 34.9763983, 138.9485327 34.9764886, 138.9485425 34.9765211, 138.9486943 34.9770206, 138.9487348 34.9771537, 138.9487656 34.9772551, 138.9488891 34.9776569, 138.9489038 34.9777047)",,
998621361,,,unclassified,False,False,69.775,,30,,"LINESTRING (138.949354 34.9751518, 138.9494065 34.9751508, 138.9494732 34.9751389, 138.9495904 34.9751268, 138.9498309 34.9751339, 138.9501093 34.9751884)",,
998621361,,,unclassified,False,True,69.77499999999999,,30,,"LINESTRING (138.9501093 34.9751884, 138.9498309 34.9751339, 138.9495904 34.9751268, 138.9494732 34.9751389, 138.9494065 34.9751508, 138.949354 34.9751518)",,
1201941413,12,伊東修善寺線,primary,False,False,154.393,,40,,"LINESTRING (138.9501093 34.9751884, 138.9501334 34.9751669, 138.9502807 34.9750732, 138.9504163 34.9750097, 138.9505989 34.9749368, 138.9508175 34.9748731, 138.9516913 34.9747804)",,
1201941413,12,伊東修善寺線,primary,False,True,123.238,,40,,"LINESTRING (138.9501093 34.9751884, 138.9500287 34.9752606, 138.9499726 34.9753288, 138.9498988 34.9754249, 138.9494819 34.9761645)",,
353672582,,,unclassified,False,True,39.637,,,,"LINESTRING (138.9509137 34.9756731, 138.951123 34.9759856)",,
353672582,,,unclassified,False,False,135.327,,,,"LINESTRING (138.9509137 34.9756731, 138.9507006 34.9752856, 138.9503977 34.9753939, 138.9502027 34.9754637, 138.9501547 34.9755178, 138.9499916 34.9757638)",,
353672598,,,residential,False,True,75.344,,,,"LINESTRING (138.9509137 34.9756731, 138.9505547 34.9757404, 138.9501076 34.9758242)",,
353672582,,,unclassified,False,False,46.942,,,,"LINESTRING (138.9499916 34.9757638, 138.9497816 34.9761493)",,
353672582,,,unclassified,False,True,135.327,,,,"LINESTRING (138.9499916 34.9757638, 138.9501547 34.9755178, 138.9502027 34.9754637, 138.9503977 34.9753939, 138.9507006 34.9752856, 138.9509137 34.9756731)",,
353672627,,,residential,False,True,15.495999999999999,,,,"LINESTRING (138.9499916 34.9757638, 138.9500948 34.9757707, 138.9501076 34.9758242)",,
353672627,,,residential,False,True,39.081,,,,"LINESTRING (138.9501076 34.9758242, 138.9501907 34.976169)",,
353672598,,,residential,False,False,75.344,,,,"LINESTRING (138.9501076 34.9758242, 138.9505547 34.9757404, 138.9509137 34.9756731)",,
353672627,,,residential,False,False,15.495999999999999,,,,"LINESTRING (138.9501076 34.9758242, 138.9500948 34.9757707, 138.9499916 34.9757638)",,
353672582,,,unclassified,False,False,39.637,,,,"LINESTRING (138.951123 34.9759856, 138.9509137 34.9756731)",,
353672593,,,residential,False,True,87.358,,,,"LINESTRING (138.951123 34.9759856, 138.9501907 34.976169)",,
353672582,,,unclassified,False,True,28.746000000000002,,,,"LINESTRING (138.951123 34.9759856, 138.9512174 34.9761119, 138.9512871 34.9762064)",,
353672593,,,residential,False,False,87.358,,,,"LINESTRING (138.9501907 34.976169, 138.951123 34.9759856)",,
353672627,,,residential,False,False,39.081,,,,"LINESTRING (138.9501907 34.976169, 138.9501076 34.9758242)",,
353672627,,,residential,False,True,26.147000000000002,,,,"LINESTRING (138.9501907 34.976169, 138.9502346 34.9763591, 138.9502497 34.9763989)",,
353672582,,,unclassified,False,True,46.942,,,,"LINESTRING (138.9497816 34.9761493, 138.9499916 34.9757638)",,
494971393,,,unclassified,False,False,27.359,,,,"LINESTRING (138.9497816 34.9761493, 138.9494819 34.9761645)",,
353672582,,,unclassified,False,False,73.548,,,,"LINESTRING (138.9497816 34.9761493, 138.9498454 34.9765769, 138.9499209 34.9767991)",,
353672603,,,residential,False,True,96.913,,,,"LINESTRING (138.9512871 34.9762064, 138.9502497 34.9763989)",,
353672582,,,unclassified,False,False,28.746000000000002,,,,"LINESTRING (138.9512871 34.9762064, 138.9512174 34.9761119, 138.951123 34.9759856)",,
353672582,,,unclassified,False,True,10.832,,,,"LINESTRING (138.9512871 34.9762064, 138.9513091 34.9762423, 138.951323 34.9762984)",,
353672582,,,unclassified,False,True,20.747,,,,"LINESTRING (138.951323 34.9762984, 138.9513451 34.9764841)",,
353672582,,,unclassified,False,False,10.832,,,,"LINESTRING (138.951323 34.9762984, 138.9513091 34.9762423, 138.9512871 34.9762064)",,
353672603,,,residential,False,False,96.913,,,,"LINESTRING (138.9502497 34.9763989, 138.9512871 34.9762064)",,
353672627,,,residential,False,False,26.147000000000002,,,,"LINESTRING (138.9502497 34.9763989, 138.9502346 34.9763591, 138.9501907 34.976169)",,
353672627,,,residential,False,True,38.354,,,,"LINESTRING (138.9502497 34.9763989, 138.9502969 34.9765395, 138.9503783 34.9767271)",,
353672626,,,residential,False,True,29.938,,,,"LINESTRING (138.9503783 34.9767271, 138.9500604 34.9767952)",,
353672626,,,residential,False,False,92.256,,,,"LINESTRING (138.9503783 34.9767271, 138.9507261 34.976659, 138.9509845 34.9765902, 138.9512012 34.9765222, 138.9513451 34.9764841)",,
353672627,,,residential,False,False,38.354,,,,"LINESTRING (138.9503783 34.9767271, 138.9502969 34.9765395, 138.9502497 34.9763989)",,
353672626,,,residential,False,False,29.938,,,,"LINESTRING (138.9500604 34.9767952, 138.9503783 34.9767271)",,
353672626,,,residential,False,True,12.717,,,,"LINESTRING (138.9500604 34.9767952, 138.9499209 34.9767991)",,
353672622,,,residential,False,True,112.14400000000002,,,,"LINESTRING (138.9500604 34.9767952, 138.9500278 34.9768532, 138.9499104 34.9771227, 138.9498791 34.9772447, 138.9498563 34.9773678, 138.9498485 34.9774642, 138.9498455 34.9775902, 138.9498191 34.9776557, 138.9497646 34.977704, 138.9497403 34.977752)",,
353672626,,,residential,False,False,12.717,,,,"LINESTRING (138.9499209 34.9767991, 138.9500604 34.9767952)",,
353672582,,,unclassified,False,True,73.548,,,,"LINESTRING (138.9499209 34.9767991, 138.9498454 34.9765769, 138.9497816 34.9761493)",,
353672626,,,residential,False,True,43.505,,,,"LINESTRING (138.9499209 34.9767991, 138.9497605 34.9768038, 138.9494439 34.9768166)",,
353672626,,,residential,False,False,43.505,,,,"LINESTRING (138.9494439 34.9768166, 138.9497605 34.9768038, 138.9499209 34.9767991)",,
1201941413,12,伊東修善寺線,primary,False,False,73.281,,40,,"LINESTRING (138.9494439 34.9768166, 138.9494219 34.9763802, 138.9494395 34.9762688, 138.9494819 34.9761645)",,
1201941413,12,伊東修善寺線,primary,False,True,106.257,,40,,"LINESTRING (138.9494439 34.9768166, 138.9494553 34.9769136, 138.9495543 34.9777679)",,
998621362,,,unclassified,True,False,44.095,,30,,"LINESTRING (138.9496501 34.9786088, 138.9498096 34.9782344)",,
35861556,,,tertiary,False,False,77.859,,,,"LINESTRING (138.9496501 34.9786088, 138.9497336 34.9786276, 138.9504598 34.9788323)",,
35861556,,,tertiary,False,True,14.256,,,,"LINESTRING (138.9496501 34.9786088, 138.9495724 34.9785941, 138.9494957 34.9785923)",,
894150488,12,伊東修善寺線,primary,False,False,9.87,,40,,"LINESTRING (138.9491876 34.9790806, 138.9492821 34.9790372)",,
"[894150488, 35577219, 136517981]",12,伊東修善寺線,primary,False,True,172.448,yes,40,5.5m〜13.0m,"LINESTRING (138.9491876 34.9790806, 138.9491437 34.9791028, 138.9487134 34.9793232, 138.9486772 34.9793408, 138.9477267 34.9798219, 138.9477015 34.979835, 138.9476538 34.9798605, 138.9476191 34.9798843, 138.9475884 34.9799082)",,
998409543,,,residential,False,False,52.295,,,,"LINESTRING (138.9491876 34.9790806, 138.9491133 34.9790385, 138.9490746 34.9790223, 138.9489162 34.9789718, 138.9486623 34.978896)",,
333230219,136;414,国道136号,trunk,False,False,50.695,,,,"LINESTRING (138.946857 34.9799282, 138.9463034 34.9799741)",,yes
333230219,136;414,国道136号,trunk,False,True,66.805,,,,"LINESTRING (138.946857 34.9799282, 138.9474124 34.9798977, 138.9475007 34.9799001, 138.9475884 34.9799082)",,yes
353672964,,,residential,False,True,101.41,,,,"LINESTRING (138.946857 34.9799282, 138.9468809 34.9801306, 138.9468735 34.9803353, 138.9468736 34.9803461, 138.9467686 34.9803492, 138.946664 34.9803468, 138.9465543 34.9806552)",,
322829982,136;414,国道136号,trunk,False,False,38.127,,,,"LINESTRING (138.9478631 34.9801642, 138.9476709 34.9799634, 138.9476298 34.9799304, 138.9475884 34.9799082)",2,yes
353672965,,,residential,False,False,61.57499999999999,,,,"LINESTRING (138.9478631 34.9801642, 138.9477006 34.9802465, 138.9476512 34.9802721, 138.9476154 34.9803045, 138.9476095 34.9803223, 138.9476009 34.980363, 138.9475979 34.9803881, 138.9475932 34.9804194, 138.9475815 34.9804862, 138.9475368 34.9806022)",,
353672965,,,residential,False,True,61.575,,,,"LINESTRING (138.9475368 34.9806022, 138.9475815 34.9804862, 138.9475932 34.9804194, 138.9475979 34.9803881, 138.9476009 34.980363, 138.9476095 34.9803223, 138.9476154 34.9803045, 138.9476512 34.9802721, 138.9477006 34.9802465, 138.9478631 34.9801642)",,
353672963,,,residential,False,True,136.301,,,,"LINESTRING (138.9465543 34.9806552, 138.9462334 34.9805042, 138.9461527 34.9804669, 138.9461021 34.9804533, 138.9460577 34.9804413, 138.9458108 34.9803999, 138.9457102 34.980383, 138.9456398 34.9803729, 138.9455911 34.9803658, 138.9455648 34.9803492, 138.945531 34.9802835, 138.9454856 34.9801895, 138.9454841 34.9801144, 138.9454882 34.9800911, 138.9455106 34.9800166)",,
