osmid,highway,oneway,reversed,length,geometry,lanes,bridge,maxspeed,ref,name,tunnel
60335624,unclassified,False,False,72.53,"LINESTRING (140.2025055 36.0768482, 140.2026093 36.0768133, 140.2028938 36.0767163, 140.2032516 36.0765996)",,,,,,
92711604,trunk,False,False,78.652,"LINESTRING (140.2025055 36.0768482, 140.2025473 36.0769204, 140.2028699 36.0774913)",2,,40,125,国道125号,
92711604,trunk,False,True,100.6,"LINESTRING (140.2025055 36.0768482, 140.2024718 36.0767879, 140.2023651 36.0765828, 140.2022621 36.0764387, 140.2021363 36.0762647, 140.2020099 36.0760966, 140.2019768 36.0760527)",2,,40,125,国道125号,
60335624,unclassified,False,True,69.785,"LINESTRING (140.2039709 36.0763632, 140.2032516 36.0765996)",,,,,,
293866102,unclassified,False,False,1.898,"LINESTRING (140.2039709 36.0763632, 140.2039626 36.0763475)",,,,,,
226020146,unclassified,False,True,132.427,"LINESTRING (140.2039709 36.0763632, 140.2042654 36.076946, 140.2045033 36.0774126, 140.2045314 36.0774646)",,,,,,
60335637,unclassified,False,True,81.781,"LINESTRING (140.2019768 36.0760527, 140.2020246 36.0760213, 140.2020862 36.0759654, 140.2021683 36.075901, 140.2022689 36.0758389, 140.2024036 36.0757662, 140.2024076 36.075764, 140.2027083 36.0756225)",,,,,,
92711604,trunk,False,False,100.6,"LINESTRING (140.2019768 36.0760527, 140.2020099 36.0760966, 140.2021363 36.0762647, 140.2022621 36.0764387, 140.2023651 36.0765828, 140.2024718 36.0767879, 140.2025055 36.0768482)",2,,40,125,国道125号,
"[407422648, 92711604, 759756495]",trunk,False,"[False, True]",122.89,"LINESTRING (140.2019768 36.0760527, 140.2019432 36.0760111, 140.2012768 36.0751669, 140.20124 36.0751217)",2,yes,40,125,国道125号,
293866099,unclassified,False,False,104.417,"LINESTRING (140.2045035 36.0761592, 140.2049456 36.0770276)",,,,,,
"[226017526, 226017567]",unclassified,False,"[False, True]",154.842,"LINESTRING (140.2045035 36.0761592, 140.2043111 36.0757384, 140.2041023 36.075345, 140.204078 36.0753268, 140.2040409 36.0753195, 140.2040003 36.075319, 140.2034888 36.0754192)",,,,,,
293866096,unclassified,False,True,52.93299999999999,"LINESTRING (140.2045035 36.0761592, 140.2042965 36.0762343, 140.2039626 36.0763475)",,,,,,
467593649,tertiary,False,False,15.498,"LINESTRING (140.2066915 36.0807674, 140.206638 36.0806349)",,,,,,
60860900,unclassified,False,False,140.10500000000002,"LINESTRING (140.2066915 36.0807674, 140.2070287 36.08067, 140.2072519 36.0810832, 140.2074487 36.081578)",,,,,,
467593649,tertiary,False,True,68.54,"LINESTRING (140.2066915 36.0807674, 140.2064419 36.080864, 140.2060994 36.0809898, 140.2059948 36.0810166)",,,,,,
60860899,tertiary,False,False,18.929,"LINESTRING (140.206638 36.0806349, 140.2065243 36.0804916)",2,,,,,
467593649,tertiary,False,True,15.498,"LINESTRING (140.206638 36.0806349, 140.2066915 36.0807674)",,,,,,
"[467593649, 419406114, 419406116]",tertiary,False,False,108.209,"LINESTRING (140.206638 36.0806349, 140.2066982 36.0806206, 140.2070292 36.0805077, 140.2072752 36.080422, 140.2074109 36.0803867, 140.2077167 36.0804095, 140.207781 36.080405)",,,,,,yes
61513814,unclassified,False,False,31.196,"LINESTRING (140.2025591 36.0805572, 140.2026445 36.0806201, 140.2028058 36.0807544)",,,,,,
"[757764673, 1136179894]",trunk,False,False,100.725,"LINESTRING (140.2025591 36.0805572, 140.2024749 36.0806374, 140.2022731 36.0808009, 140.2019759 36.0810418, 140.2019228 36.0810912, 140.2017863 36.0812127)",2,,40,125,国道125号,
757764673,trunk,False,True,19.325,"LINESTRING (140.2025591 36.0805572, 140.2026165 36.080481, 140.2026331 36.0804504, 140.2026587 36.0804036)",2,,40,125,国道125号,
226015761,secondary,False,False,66.889,"LINESTRING (140.203955 36.08304, 140.2039049 36.0829934, 140.2038659 36.082957, 140.2034671 36.0825857)",2,,40,263,土浦港線,
1136179893,secondary,False,False,30.836,"LINESTRING (140.2020902 36.0813376, 140.2019829 36.0812775, 140.2019284 36.0812554, 140.2017863 36.0812127)",2,,40,263,土浦港線,
"[226015761, 1136179893]",secondary,False,True,123.921,"LINESTRING (140.2020902 36.0813376, 140.2021829 36.0814066, 140.2023329 36.0815411, 140.203004 36.0821714)",2,,40,263,土浦港線,
92711631,tertiary,False,False,25.945,"LINESTRING (140.2053355 36.0813798, 140.20557 36.0812437)",,,,,,
400421542,residential,False,False,57.339,"LINESTRING (140.2053355 36.0813798, 140.204869 36.081028)",,,,,,
92711631,tertiary,False,True,45.717,"LINESTRING (140.2053355 36.0813798, 140.2053295 36.0813854, 140.2052128 36.0814955, 140.2050562 36.0817212)",,,,,,
61513814,unclassified,False,True,42.341,"LINESTRING (140.2048219 36.0826439, 140.2045811 36.0823166)",,,,,,
60860898,unclassified,True,False,89.49199999999999,"LINESTRING (140.2048219 36.0826439, 140.2043197 36.0828734, 140.2040786 36.0829835, 140.203955 36.08304)",1,,,,,
92711631,tertiary,False,False,106.373,"LINESTRING (140.2048219 36.0826439, 140.2048038 36.0825512, 140.2047972 36.0824742, 140.2048052 36.0823978, 140.2048319 36.0822405, 140.2050081 36.0818184, 140.2050562 36.0817212)",,,,,,
400421543,residential,False,False,42.625,"LINESTRING (140.2048219 36.0826439, 140.2051023 36.0825326, 140.2052477 36.082475)",,,,,,
61513814,unclassified,False,False,42.341,"LINESTRING (140.2045811 36.0823166, 140.2048219 36.0826439)",,,,,,
61513814,unclassified,False,True,38.829,"LINESTRING (140.2045811 36.0823166, 140.2043193 36.0820388)",,,,,,
1110673792,residential,False,True,47.818,"LINESTRING (140.2045811 36.0823166, 140.2042237 36.082494, 140.2041773 36.0825566, 140.2041574 36.0825649)",,,,,,
1136179887,secondary,False,False,56.528,"LINESTRING (140.2090459 36.0801606, 140.209299 36.080626)",2,,50,263,土浦港線,
61513816,tertiary,False,False,71.104,"LINESTRING (140.2090459 36.0801606, 140.2091315 36.0801602, 140.2091789 36.0801568, 140.2091991 36.0801553, 140.2098295 36.0800773)",2,,,,,
419406116,tertiary,False,True,118.09500000000001,"LINESTRING (140.2090459 36.0801606, 140.2088668 36.080164, 140.2088541 36.0801642, 140.2086656 36.0801751, 140.2085079 36.0801916, 140.208408 36.0802107, 140.2082031 36.0802762, 140.2078296 36.0803923, 140.207781 36.080405)",,,,,,
"[325837350, 648373778, 757763838]",tertiary,False,True,61.099999999999994,"LINESTRING (140.2090459 36.0801606, 140.2089938 36.0800655, 140.2088802 36.0798364, 140.208799 36.0796818, 140.2087842 36.0796535)","['4', '6']",yes,,,,
400421538,residential,False,True,9.518,"LINESTRING (140.2050562 36.0817212, 140.2049508 36.0817296)",,,,,,
92711631,tertiary,False,False,45.717,"LINESTRING (140.2050562 36.0817212, 140.2052128 36.0814955, 140.2053295 36.0813854, 140.2053355 36.0813798)",,,,,,
92711631,tertiary,False,True,106.373,"LINESTRING (140.2050562 36.0817212, 140.2050081 36.0818184, 140.2048319 36.0822405, 140.2048052 36.0823978, 140.2047972 36.0824742, 140.2048038 36.0825512, 140.2048219 36.0826439)",,,,,,
467593645,residential,False,True,97.46000000000001,"LINESTRING (140.2017691 36.0829817, 140.201826 36.0829347, 140.2019271 36.0826851, 140.2019502 36.0825952, 140.2019604 36.0825486, 140.2019927 36.0824448, 140.2020437 36.0823367, 140.2020578 36.0823024, 140.2021 36.0822939, 140.2021452 36.0823044, 140.2022404 36.0823041)",,,,,,
467593646,tertiary,False,True,68.875,"LINESTRING (140.2017691 36.0829817, 140.2017596 36.0829701, 140.2017445 36.0829641, 140.2010672 36.0828641, 140.2010252 36.0828538)",2,,30,,旧水戸街道,
60335624,unclassified,False,False,69.785,"LINESTRING (140.2032516 36.0765996, 140.2039709 36.0763632)",,,,,,
60335624,unclassified,False,True,72.53,"LINESTRING (140.2032516 36.0765996, 140.2028938 36.0767163, 140.2026093 36.0768133, 140.2025055 36.0768482)",,,,,,
67123169,unclassified,False,False,69.27,"LINESTRING (140.2032516 36.0765996, 140.2032778 36.0766288, 140.2032838 36.0766355, 140.2034488 36.0769568, 140.2035612 36.0771689)",,,,,,
67123169,unclassified,False,True,119.366,"LINESTRING (140.2032516 36.0765996, 140.2032353 36.0765686, 140.2029521 36.0760298, 140.2029465 36.0760191, 140.2029354 36.0759713, 140.2027083 36.0756225)",,,,,,
32854159,tertiary,False,False,73.12,"LINESTRING (140.2038401 36.0776956, 140.2034775 36.0778193, 140.2032847 36.0778851, 140.2032028 36.0779131, 140.2030904 36.0779511)",2,,,,,
32854159,tertiary,False,True,33.748000000000005,"LINESTRING (140.2038401 36.0776956, 140.2039793 36.0776481, 140.2041875 36.0775804)",2,,,,,
67123169,unclassified,False,True,63.707,"LINESTRING (140.2038401 36.0776956, 140.2038129 36.0776437, 140.2036044 36.0772457, 140.2035612 36.0771689)",,,,,,
92711625,tertiary,False,False,41.568,"LINESTRING (140.2038401 36.0776956, 140.2038758 36.077764, 140.2038934 36.0777977, 140.2039665 36.0779376, 140.2039902 36.077983, 140.20402 36.07804)",2,,,,,
39096927,trunk,False,True,64.485,"LINESTRING (140.2009183 36.0828202, 140.2009648 36.0826746, 140.2009779 36.0826253, 140.2010396 36.0823935, 140.2010831 36.0822559)",2,,40,125,国道125号,
112290935,unclassified,True,False,62.675,"LINESTRING (140.2009183 36.0828202, 140.2008562 36.0828024, 140.2002498 36.0826598)",,,,,旧水戸街道,
467593646,tertiary,False,False,10.308,"LINESTRING (140.2009183 36.0828202, 140.2009873 36.0828425, 140.2010252 36.0828538)",2,,30,,旧水戸街道,
60335637,unclassified,False,False,81.78099999999999,"LINESTRING (140.2027083 36.0756225, 140.2024076 36.075764, 140.2024036 36.0757662, 140.2022689 36.0758389, 140.2021683 36.075901, 140.2020862 36.0759654, 140.2020246 36.0760213, 140.2019768 36.0760527)",,,,,,
60335637,unclassified,False,True,73.841,"LINESTRING (140.2027083 36.0756225, 140.2027895 36.0755907, 140.2030044 36.0755279, 140.2032454 36.0754686, 140.2034888 36.0754192)",,,,,,
67123169,unclassified,False,False,119.366,"LINESTRING (140.2027083 36.0756225, 140.2029354 36.0759713, 140.2029465 36.0760191, 140.2029521 36.0760298, 140.2032353 36.0765686, 140.2032516 36.0765996)",,,,,,
60860900,unclassified,False,False,104.903,"LINESTRING (140.2074487 36.081578, 140.2078685 36.0824583)",,,,,,
60860900,unclassified,False,True,140.10500000000002,"LINESTRING (140.2074487 36.081578, 140.2072519 36.0810832, 140.2070287 36.08067, 140.2066915 36.0807674)",,,,,,
400421543,residential,False,True,133.293,"LINESTRING (140.2074487 36.081578, 140.2071067 36.0817165, 140.2068603 36.0818158, 140.2061226 36.082115)",,,,,,
92711595,unclassified,False,False,67.141,"LINESTRING (140.2080612 36.077118, 140.2080894 36.0771704, 140.2083454 36.0776764)",,,,,,
92711595,unclassified,False,True,92.73100000000001,"LINESTRING (140.2080612 36.077118, 140.208032 36.077062, 140.2076865 36.0763993, 140.2076605 36.0763495)",,,,,,
92711615,tertiary,False,False,44.39,"LINESTRING (140.2080612 36.077118, 140.2079978 36.07714, 140.2076025 36.077266)",,,,,,
92711615,tertiary,False,True,64.631,"LINESTRING (140.2080612 36.077118, 140.2081287 36.0770957, 140.2086538 36.0769156, 140.2087236 36.0768917)",,,,,,
"[92711632, 92711643]",unclassified,False,False,115.021,"LINESTRING (140.2066456 36.0767324, 140.2065934 36.0767161, 140.2065832 36.0766897, 140.2060727 36.0758212)",,,,,,
466005393,tertiary,True,False,44.357,"LINESTRING (140.2066456 36.0767324, 140.2066554 36.0767667, 140.2067944 36.0770281, 140.2068383 36.0770989)",,,,,,
92711638,tertiary,False,False,71.517,"LINESTRING (140.2047594 36.0778022, 140.20402 36.07804)",2,,,,,
1110966758,tertiary,False,False,71.962,"LINESTRING (140.2047594 36.0778022, 140.2049069 36.0780773, 140.2050815 36.0783947)",2,,,,,
1110966758,tertiary,False,True,29.399,"LINESTRING (140.2047594 36.0778022, 140.204696 36.0777454, 140.2046051 36.0776862, 140.2045072 36.0776363)",2,,,,,
466005392,tertiary_link,True,False,19.49,"LINESTRING (140.2071671 36.0777548, 140.2072834 36.0778552, 140.207323 36.0778752)",,,,,,
466006169,tertiary_link,True,False,43.758,"LINESTRING (140.2071671 36.0777548, 140.2072115 36.0778946, 140.207245 36.0779915, 140.2073086 36.0781309)",,,,,,
92711592,unclassified,True,False,40.671,"LINESTRING (140.2053186 36.0802017, 140.2056988 36.0804001)",,,,,,
1110673768,residential,False,False,113.138,"LINESTRING (140.2053186 36.0802017, 140.2055625 36.0797762, 140.205762 36.0792519)",,,,,,
92711638,tertiary,False,True,71.517,"LINESTRING (140.20402 36.07804, 140.2047594 36.0778022)",2,,,,,
92711625,tertiary,False,True,41.568000000000005,"LINESTRING (140.20402 36.07804, 140.2039902 36.077983, 140.2039665 36.0779376, 140.2038934 36.0777977, 140.2038758 36.077764, 140.2038401 36.0776956)",2,,,,,
92711638,tertiary,False,False,81.32,"LINESTRING (140.20402 36.07804, 140.2036078 36.0781826, 140.2033251 36.0782823, 140.2031897 36.0783307)",2,,,,,
1111026252,residential,False,True,46.518,"LINESTRING (140.2098295 36.0800773, 140.2099592 36.0804823)",,,,,,
61513816,tertiary,False,True,71.104,"LINESTRING (140.2098295 36.0800773, 140.2091991 36.0801553, 140.2091789 36.0801568, 140.2091315 36.0801602, 140.2090459 36.0801606)",2,,,,,
757763837,tertiary,False,True,58.230000000000004,"LINESTRING (140.2095647 36.0757171, 140.2094826 36.0757213, 140.2093796 36.0757494, 140.2089556 36.0758871)",,,,,,
293866090,tertiary,False,True,66.943,"LINESTRING (140.2087236 36.0768917, 140.2090209 36.0774437)",,,,,,
92711615,tertiary,False,False,64.631,"LINESTRING (140.2087236 36.0768917, 140.2086538 36.0769156, 140.2081287 36.0770957, 140.2080612 36.077118)",,,,,,
293866090,tertiary,False,False,93.196,"LINESTRING (140.2087236 36.0768917, 140.2083468 36.0761809, 140.2083152 36.0761213)",,,,,,
757763837,tertiary,False,False,63.172,"LINESTRING (140.2083152 36.0761213, 140.2089556 36.0758871)",,,,,,
255796447,unclassified,False,True,52.726,"LINESTRING (140.2083152 36.0761213, 140.2082858 36.0760688, 140.2080736 36.0756892)",,,,,,
293866090,tertiary,False,True,93.196,"LINESTRING (140.2083152 36.0761213, 140.2083468 36.0761809, 140.2087236 36.0768917)",,,,,,
757763837,tertiary,False,True,64.077,"LINESTRING (140.2083152 36.0761213, 140.2082547 36.0761424, 140.2076605 36.0763495)",,,,,,
766660663,unclassified,False,False,28.396,"LINESTRING (140.2028033 36.0803836, 140.2029982 36.0805846)",,,,,,
92711592,unclassified,True,False,158.179,"LINESTRING (140.2028033 36.0803836, 140.2028283 36.0803726, 140.2029404 36.0803135, 140.2029779 36.0802817, 140.2031162 36.0802175, 140.2033731 36.0801544, 140.2036727 36.0801034, 140.2039764 36.0800584, 140.2040819 36.080046, 140.2041886 36.0800402, 140.2044749 36.0800243)",,,,,,
92711630,unclassified,False,False,187.966,"LINESTRING (140.2097984 36.0774342, 140.2089847 36.0759405, 140.2089556 36.0758871)",,,,,,
92711636,unclassified,False,False,64.72,"LINESTRING (140.2097984 36.0774342, 140.2097598 36.0774481, 140.2091406 36.0776711)",,,,,,
1111026252,residential,False,False,177.94,"LINESTRING (140.2101458 36.08206, 140.2101755 36.0811582, 140.2100634 36.0808079, 140.2099592 36.0804823)",,,,,,
755081562,unclassified,False,False,111.134,"LINESTRING (140.2060727 36.0758212, 140.2055485 36.074916)",,,,,,
"[92711632, 92711643]",unclassified,False,True,115.021,"LINESTRING (140.2060727 36.0758212, 140.2065832 36.0766897, 140.2065934 36.0767161, 140.2066456 36.0767324)",,,,,,
92711647,unclassified,False,False,56.697,"LINESTRING (140.2060727 36.0758212, 140.2065944 36.0756239, 140.2066441 36.0756051)",,,,,,
757763837,tertiary,False,True,63.172,"LINESTRING (140.2089556 36.0758871, 140.2083152 36.0761213)",,,,,,
92711630,unclassified,False,True,187.966,"LINESTRING (140.2089556 36.0758871, 140.2089847 36.0759405, 140.2097984 36.0774342)",,,,,,
757763837,tertiary,False,False,58.230000000000004,"LINESTRING (140.2089556 36.0758871, 140.2093796 36.0757494, 140.2094826 36.0757213, 140.2095647 36.0757171)",,,,,,
92711595,unclassified,False,False,92.73100000000001,"LINESTRING (140.2076605 36.0763495, 140.2076865 36.0763993, 140.208032 36.077062, 140.2080612 36.077118)",,,,,,
757763837,tertiary,False,False,64.077,"LINESTRING (140.2076605 36.0763495, 140.2082547 36.0761424, 140.2083152 36.0761213)",,,,,,
757763837,tertiary,False,True,43.601,"LINESTRING (140.2076605 36.0763495, 140.2073207 36.0764657, 140.2072137 36.0765023)",,,,,,
92711636,unclassified,False,True,64.72,"LINESTRING (140.2091406 36.0776711, 140.2097598 36.0774481, 140.2097984 36.0774342)",,,,,,
293866090,tertiary,False,False,27.482,"LINESTRING (140.2091406 36.0776711, 140.2090495 36.0774941, 140.2090209 36.0774437)",,,,,,
97045147,unclassified,False,False,55.138999999999996,"LINESTRING (140.2005718 36.0803189, 140.2005891 36.0803428, 140.2006786 36.0804666, 140.2009087 36.0807329)",,,,,,
97045147,unclassified,False,True,50.956,"LINESTRING (140.2005718 36.0803189, 140.2005611 36.0802978, 140.2003731 36.0799246, 140.2003579 36.0798945)",,,,,,
400421466,residential,False,False,78.80000000000001,"LINESTRING (140.2005718 36.0803189, 140.200603 36.0803084, 140.2013816 36.0800471)",,,,,,
400421466,residential,False,True,42.910000000000004,"LINESTRING (140.2005718 36.0803189, 140.2005452 36.0803281, 140.2001326 36.0804703)",,,,,,
755194450,tertiary,False,False,59.653000000000006,"LINESTRING (140.1993425 36.0779191, 140.1993793 36.0779066, 140.1995719 36.0778415, 140.1995995 36.0778321, 140.1999545 36.0777114)",2,,,,,
755194450,tertiary,False,True,19.477,"LINESTRING (140.1993425 36.0779191, 140.1993045 36.0779317, 140.199142 36.0779856)",2,,,,,
1059791515,unclassified,True,False,57.98500000000001,"LINESTRING (140.1993425 36.0779191, 140.1993263 36.0778878, 140.1990936 36.077438)",,,,,,
97045147,unclassified,False,False,55.281000000000006,"LINESTRING (140.1999072 36.0790221, 140.1999391 36.0790757, 140.199953 36.0790991, 140.2001358 36.0794578, 140.200147 36.0794798)",,,,,,
1059791514,primary,False,True,79.20100000000001,"LINESTRING (140.1999072 36.0790221, 140.1999691 36.0790003, 140.2000207 36.0789829, 140.2007203 36.0787474)",2,,40,24,八間道路,
1059791515,unclassified,True,False,54.943000000000005,"LINESTRING (140.1999072 36.0790221, 140.1998773 36.0789673, 140.1998743 36.0789618, 140.1996727 36.0785658)",,,,,,
97045147,unclassified,False,False,50.956,"LINESTRING (140.2003579 36.0798945, 140.2003731 36.0799246, 140.2005611 36.0802978, 140.2005718 36.0803189)",,,,,,
97045147,unclassified,False,True,49.855,"LINESTRING (140.2003579 36.0798945, 140.2003408 36.0798608, 140.2001588 36.0795031, 140.200147 36.0794798)",,,,,,
97252931,unclassified,False,False,78.633,"LINESTRING (140.2003579 36.0798945, 140.2003867 36.0798849, 140.2011669 36.0796251)",,,,,,
97252931,unclassified,False,True,42.827,"LINESTRING (140.2003579 36.0798945, 140.2003275 36.0799044, 140.2000372 36.0799995, 140.1999162 36.0800391)",,,,,,
759756495,trunk,False,True,59.159,"LINESTRING (140.20124 36.0751217, 140.2008952 36.0746685)",2,,40,125,国道125号,
226015972,unclassified,False,False,111.70300000000002,"LINESTRING (140.20124 36.0751217, 140.2012935 36.0750974, 140.2013247 36.0750833, 140.2018246 36.0748708, 140.2019462 36.0748187, 140.2019928 36.0747814, 140.2020435 36.0747202, 140.2022574 36.074566)",,,,,,
"[407422648, 92711604, 759756495]",trunk,False,"[False, True]",122.89,"LINESTRING (140.20124 36.0751217, 140.2012768 36.0751669, 140.2019432 36.0760111, 140.2019768 36.0760527)",2,yes,40,125,国道125号,
92711638,tertiary,False,True,81.32,"LINESTRING (140.2031897 36.0783307, 140.2033251 36.0782823, 140.2036078 36.0781826, 140.20402 36.07804)",2,,,,,
97252931,unclassified,False,True,54.696999999999996,"LINESTRING (140.2031897 36.0783307, 140.2031383 36.078384, 140.2031126 36.0784107, 140.2028272 36.0787258)",,,,,,
759807548,trunk,False,False,45.42,"LINESTRING (140.2031897 36.0783307, 140.2032537 36.0785719, 140.2032973 36.0787012, 140.2033109 36.0787267)",2,,40,125,国道125号,
1059791510,trunk,False,True,43.185,"LINESTRING (140.2031897 36.0783307, 140.2031852 36.0783151, 140.2031191 36.0781013, 140.2031095 36.0780537, 140.2030904 36.0779511)",3,,40,125,国道125号,
97252931,unclassified,False,True,93.551,"LINESTRING (140.2021263 36.0792986, 140.2011669 36.0796251)",,,,,,
293866103,residential,True,False,50.486,"LINESTRING (140.2021263 36.0792986, 140.2019181 36.0788769)",,,,,,
97252931,unclassified,False,False,16.972,"LINESTRING (140.2021263 36.0792986, 140.2022253 36.079259, 140.2022801 36.0792137)",,,,,,
186906316,unclassified,False,False,35.863,"LINESTRING (140.2032375 36.0773658, 140.2029247 36.0774726, 140.2028699 36.0774913)",,,,,,
750091852,unclassified,True,False,91.329,"LINESTRING (140.2028058 36.0807544, 140.2020902 36.0813376)",,,,,,
61513814,unclassified,False,False,150.306,"LINESTRING (140.2028058 36.0807544, 140.2028281 36.0807717, 140.2033705 36.0811934, 140.2036909 36.0814392, 140.2039757 36.0817179)",,,,,,
61513814,unclassified,False,True,31.196,"LINESTRING (140.2028058 36.0807544, 140.2026445 36.0806201, 140.2025591 36.0805572)",,,,,,
61513814,unclassified,False,False,47.188,"LINESTRING (140.2039757 36.0817179, 140.2043193 36.0820388)",,,,,,
400421539,residential,False,False,74.34,"LINESTRING (140.2039757 36.0817179, 140.2046851 36.081374)",,,,,,
