osmid,ref,name,highway,oneway,reversed,length,geometry,access,lanes,maxspeed,bridge,tunnel
"[43705137, 1116807763, 1116807764]",,蛍橋,unclassified,False,True,246.98199999999997,"LINESTRING (138.5749572 35.662727, 138.5750936 35.6632421, 138.5751299 35.6633185, 138.5753278 35.6635016, 138.5754371 35.6636368, 138.5756902 35.6639737, 138.5759628 35.6643596, 138.5759672 35.6643656, 138.5760183 35.6644357, 138.5760668 35.6645023, 138.5762236 35.6646584)",,,,yes,
168126093,,,tertiary,False,True,183.951,"LINESTRING (138.5749572 35.662727, 138.5737853 35.6629437, 138.5737666 35.6629466, 138.5732761 35.663024, 138.5729663 35.6630729)",,2,,,
43705142,,,tertiary,False,True,29.136,"LINESTRING (138.5731249 35.6671414, 138.5728275 35.6672428)",,,,,
129645996,,,unclassified,False,False,145.469,"LINESTRING (138.5731249 35.6671414, 138.572942 35.6663635, 138.5729171 35.6662242, 138.5729093 35.6661924, 138.5729014 35.6661532, 138.5728562 35.6659408, 138.572851 35.6658531)",,,,,
"[251135168, 1037349274, 191849562]",,"['三年坂橋', '三念坂']",unclassified,False,True,92.87400000000001,"LINESTRING (138.5731249 35.6671414, 138.5734663 35.6670283, 138.573543 35.6670013, 138.5737418 35.6669366, 138.5740666 35.6668074)",,,,yes,
191526598,,,unclassified,False,True,100.214,"LINESTRING (138.5721102 35.6640701, 138.5731896 35.6638623)",,,,,
191526598,,,unclassified,False,False,62.397999999999996,"LINESTRING (138.5721102 35.6640701, 138.5717435 35.6640759, 138.5714277 35.6640173)",,,,,
388466164,,ベルメ桜町,unclassified,False,False,221.819,"LINESTRING (138.5721102 35.6640701, 138.5721821 35.6642426, 138.5722538 35.6643392, 138.5723935 35.664456, 138.5727237 35.664702, 138.5728975 35.6651734, 138.5728714 35.6656967, 138.572851 35.6658531)",,,20,,
388466164,,ベルメ桜町,unclassified,False,True,92.066,"LINESTRING (138.5721102 35.6640701, 138.5720089 35.6636305, 138.571918 35.663257)",,,20,,
166820449,106,飯田通り,secondary,False,True,9.288,"LINESTRING (138.5681128 35.665268, 138.5680113 35.6652813)",,,,,
255767414,6,甲府韮崎線,primary,True,False,199.957,"LINESTRING (138.5681128 35.665268, 138.5679876 35.6643281, 138.5679274 35.6638639, 138.5678932 35.6634788)",,,,,
166099475,31,舞鶴通り,primary,False,False,290.169,"LINESTRING (138.5698996 35.6657121, 138.5696638 35.6649696, 138.5695477 35.6643808, 138.5695398 35.6643464, 138.5695226 35.664271, 138.5695137 35.6642321, 138.5695037 35.6641885, 138.5693753 35.6638329, 138.5690366 35.6632108)",,,,,
"[166099474, 166099475, 166099476]",31,"['舞鶴通り', '舞鶴通り (Maiduru-dori)']",primary,False,True,265.72099999999995,"LINESTRING (138.5698996 35.6657121, 138.5699419 35.6658914, 138.5700487 35.6663224, 138.5702677 35.6671617, 138.5703368 35.6674347, 138.5704593 35.6679655, 138.5704939 35.6680518)",,,,yes,
191527394,,,unclassified,False,False,107.815,"LINESTRING (138.5698996 35.6657121, 138.5700017 35.6657379, 138.5701346 35.6657719, 138.5702021 35.6657891, 138.5705322 35.6658926, 138.5706143 35.6659423, 138.5706674 35.66601, 138.57069 35.6660803, 138.5706826 35.6662687)",,,,,
388466168,,,residential,False,False,94.398,"LINESTRING (138.572851 35.6658531, 138.5738557 35.6656198)",,,,,
129645996,,,unclassified,False,True,145.469,"LINESTRING (138.572851 35.6658531, 138.5728562 35.6659408, 138.5729014 35.6661532, 138.5729093 35.6661924, 138.5729171 35.6662242, 138.572942 35.6663635, 138.5731249 35.6671414)",,,,,
388466164,,ベルメ桜町,unclassified,False,True,221.81900000000005,"LINESTRING (138.572851 35.6658531, 138.5728714 35.6656967, 138.5728975 35.6651734, 138.5727237 35.664702, 138.5723935 35.664456, 138.5722538 35.6643392, 138.5721821 35.6642426, 138.5721102 35.6640701)",,,20,,
129722782,6,甲府韮崎線,primary,True,False,119.276,"LINESTRING (138.5682972 35.6663288, 138.5682917 35.6662928, 138.5682928 35.6662277, 138.568203 35.6658375, 138.5681753 35.665704, 138.5681128 35.665268)",,,,,
"[308308867, 308308900, 482950448, 388466162, 308308991]",,,"['unclassified', 'tertiary']",False,True,250.57600000000002,"LINESTRING (138.5682972 35.6663288, 138.5683883 35.6662729, 138.5684441 35.6662432, 138.5686505 35.6661709, 138.5687182 35.6661587, 138.5688039 35.6661409, 138.5688729 35.6661366, 138.5689181 35.6661389, 138.5689398 35.6661475, 138.5689994 35.6662572, 138.5690796 35.6664691, 138.5691122 35.6664954, 138.5691486 35.666496, 138.5692192 35.6664776, 138.5698311 35.6663377, 138.5701377 35.6662832, 138.5706826 35.6662687)",,,,,
509508991,6,甲府韮崎線,primary,False,False,9.957,"LINESTRING (138.5682972 35.6663288, 138.5682498 35.6663596, 138.5682107 35.6663843)",,,,,
191526273,,,residential,True,False,207.09599999999998,"LINESTRING (138.5706826 35.6662687, 138.5707696 35.6662786, 138.5710811 35.6663097, 138.5713397 35.6663083, 138.5716953 35.6662639, 138.5719796 35.6662082, 138.5721177 35.6661515, 138.572229 35.6660753, 138.5725764 35.6659556, 138.5727802 35.6658828, 138.572851 35.6658531)",,,,,
191527394,,,unclassified,False,True,107.81500000000001,"LINESTRING (138.5706826 35.6662687, 138.57069 35.6660803, 138.5706674 35.66601, 138.5706143 35.6659423, 138.5705322 35.6658926, 138.5702021 35.6657891, 138.5701346 35.6657719, 138.5700017 35.6657379, 138.5698996 35.6657121)",,,,,
"[308308867, 308308900, 482950448, 388466162, 308308991]",,,"['unclassified', 'tertiary']",False,False,250.57600000000002,"LINESTRING (138.5706826 35.6662687, 138.5701377 35.6662832, 138.5698311 35.6663377, 138.5692192 35.6664776, 138.5691486 35.666496, 138.5691122 35.6664954, 138.5690796 35.6664691, 138.5689994 35.6662572, 138.5689398 35.6661475, 138.5689181 35.6661389, 138.5688729 35.6661366, 138.5688039 35.6661409, 138.5687182 35.6661587, 138.5686505 35.6661709, 138.5684441 35.6662432, 138.5683883 35.6662729, 138.5682972 35.6663288)",,,,,
165481462,,甲斐奈通り,tertiary,False,False,185.827,"LINESTRING (138.5726984 35.6619564, 138.5727488 35.6619195, 138.5735195 35.6617876, 138.5739498 35.6617117, 138.5746936 35.6615805)",,2,,,
165482251,,,tertiary,False,False,126.486,"LINESTRING (138.5726984 35.6619564, 138.5728672 35.6626597, 138.5729663 35.6630729)",,2,,,
165482251,,,tertiary,False,True,127.946,"LINESTRING (138.5726984 35.6619564, 138.5725218 35.6611197, 138.5724889 35.6609673, 138.5724738 35.6608973, 138.5724577 35.6608225)",,2,,,
388466164,,ベルメ桜町,unclassified,False,False,121.827,"LINESTRING (138.5713697 35.6610696, 138.5713899 35.6611567, 138.5714044 35.6612195, 138.5714313 35.6613356, 138.5716436 35.6621423)",,,20,,
968336395,411,城東通り,trunk,False,False,102.316,"LINESTRING (138.5713697 35.6610696, 138.5714223 35.6610435, 138.571543 35.6610103, 138.572269 35.6608613, 138.5723934 35.6608357, 138.5724577 35.6608225)",,2,40,,
968336395,411,城東通り,trunk,False,True,118.081,"LINESTRING (138.5713697 35.6610696, 138.5713036 35.6610986, 138.5712493 35.6611078, 138.5707371 35.6611868, 138.5700976 35.6613022)",,2,40,,
191526597,,,unclassified,False,True,96.892,"LINESTRING (138.5729663 35.6630729, 138.571918 35.663257)",,,,,
1037349275,,,unclassified,False,False,90.066,"LINESTRING (138.5729663 35.6630729, 138.5731896 35.6638623)",,,,,
165482251,,,tertiary,False,True,126.486,"LINESTRING (138.5729663 35.6630729, 138.5728672 35.6626597, 138.5726984 35.6619564)",,2,,,
168126093,,,tertiary,False,False,183.951,"LINESTRING (138.5729663 35.6630729, 138.5732761 35.663024, 138.5737666 35.6629466, 138.5737853 35.6629437, 138.5749572 35.662727)",,2,,,
165481462,,甲斐奈通り,tertiary,False,True,128.434,"LINESTRING (138.5760863 35.6613487, 138.5746936 35.6615805)",,2,,,
165482252,,,unclassified,False,True,129.732,"LINESTRING (138.5760863 35.6613487, 138.5763471 35.662496)",,2,,,
165482252,,,unclassified,False,False,129.732,"LINESTRING (138.5763471 35.662496, 138.5760863 35.6613487)",,2,,,
689261118,,,unclassified,False,False,12.339,"LINESTRING (138.5763471 35.662496, 138.5764822 35.6624797)",,,,,
689261118,,,unclassified,False,True,128.167,"LINESTRING (138.5763471 35.662496, 138.5749572 35.662727)",,,,,
193414124,,,unclassified,False,True,175.42000000000002,"LINESTRING (138.5759005 35.6670511, 138.5758899 35.6676956, 138.5758835 35.6679612, 138.5758593 35.6680353, 138.5758156 35.6680945, 138.5757734 35.6682618, 138.5756462 35.6684511, 138.5755416 35.6685563)",,,,,
193414120,,,unclassified,False,True,50.399,"LINESTRING (138.5748759 35.6672557, 138.5745695 35.6673076, 138.5743248 35.6672993)",,,,,
169659323,,,tertiary,False,False,50.717,"LINESTRING (138.5672911 35.6689214, 138.5667612 35.6690721)",,,,,
169659323,,,tertiary,False,True,119.272,"LINESTRING (138.5672911 35.6689214, 138.5685333 35.6685579)",,,,,
191527395,,,tertiary,False,False,40.188,"LINESTRING (138.5672911 35.6689214, 138.5671416 35.668581)",,,,,
165719376,,,unclassified,False,False,68.476,"LINESTRING (138.5672911 35.6689214, 138.5674562 35.6693177, 138.5675273 35.6695065)",,,,,
166099475,31,舞鶴通り,primary,False,False,118.081,"LINESTRING (138.5689293 35.6625684, 138.5687876 35.6619355, 138.5687067 35.6615942, 138.5686902 35.6615244)",,,,,
166099475,31,舞鶴通り,primary,False,True,72.379,"LINESTRING (138.5689293 35.6625684, 138.5690331 35.6630425, 138.5690459 35.66311, 138.5690366 35.6632108)",,,,,
175907724,,,unclassified,True,False,249.758,"LINESTRING (138.5689293 35.6625684, 138.5696412 35.6624524, 138.5703163 35.6623482, 138.5706232 35.6623016, 138.5710557 35.6622379, 138.5716436 35.6621423)",,,,,
968336395,411,城東通り,trunk,False,False,118.081,"LINESTRING (138.5700976 35.6613022, 138.5707371 35.6611868, 138.5712493 35.6611078, 138.5713036 35.6610986, 138.5713697 35.6610696)",,2,40,,
968336395,411,城東通り,trunk,False,True,129.57999999999998,"LINESTRING (138.5700976 35.6613022, 138.5700385 35.6613111, 138.5700114 35.6613159, 138.5694134 35.6614177, 138.5691773 35.6614625, 138.5686902 35.6615244)",,2,40,,
166820449,106,飯田通り,secondary,False,False,8.238,"LINESTRING (138.5657954 35.6657327, 138.565878 35.6657013)",,,,,
170121995,,,unclassified,False,True,77.234,"LINESTRING (138.5657954 35.6657327, 138.5656503 35.6650482)",,,,,
166820449,106,飯田通り,secondary,False,False,59.534,"LINESTRING (138.5673718 35.6654106, 138.5680113 35.6652813)",,,,,
166820449,106,飯田通り,secondary,False,True,65.962,"LINESTRING (138.5673718 35.6654106, 138.5666625 35.6655514)",,,,,
170121993,,,unclassified,True,False,136.764,"LINESTRING (138.5673718 35.6654106, 138.5673948 35.6657722, 138.5674048 35.6659293, 138.56742 35.6662041, 138.5674723 35.6666375)",,,,,
170121993,,,unclassified,True,False,69.437,"LINESTRING (138.5672905 35.6643571, 138.5673332 35.6649806)",,,,,
538961210,,,unclassified,False,True,19.477,"LINESTRING (138.5672905 35.6643571, 138.5670762 35.6643763)",,,,,
538961210,,,unclassified,False,False,53.190000000000005,"LINESTRING (138.5672905 35.6643571, 138.5673828 35.6643498, 138.5677013 35.6643192, 138.5677899 35.6643134, 138.5678761 35.6643185)",,,,,
170121995,,,unclassified,False,False,77.234,"LINESTRING (138.5656503 35.6650482, 138.5657954 35.6657327)",,,,,
170121995,,,unclassified,False,True,66.562,"LINESTRING (138.5656503 35.6650482, 138.5656208 35.6646716, 138.5656036 35.6644508)",,,,,
217932657,,,unclassified,False,False,77.608,"LINESTRING (138.5656503 35.6650482, 138.5663967 35.6650138, 138.5665081 35.6650107)",,,,,
170121995,,,unclassified,False,False,66.562,"LINESTRING (138.5656036 35.6644508, 138.5656208 35.6646716, 138.5656503 35.6650482)",,,,,
217931975,,,unclassified,False,False,65.959,"LINESTRING (138.5656036 35.6644508, 138.5656329 35.6644512, 138.5663333 35.6644314)",,,,,
217932657,,,unclassified,False,False,74.614,"LINESTRING (138.5665081 35.6650107, 138.5667909 35.6650004, 138.5668681 35.6649976, 138.5673332 35.6649806)",,,,,
217932657,,,unclassified,False,True,77.608,"LINESTRING (138.5665081 35.6650107, 138.5663967 35.6650138, 138.5656503 35.6650482)",,,,,
538961149,,,unclassified,True,False,65.705,"LINESTRING (138.5665081 35.6650107, 138.5664343 35.6647317, 138.5663677 35.664431)",,,,,
175907724,,,unclassified,True,False,97.51,"LINESTRING (138.5716436 35.6621423, 138.5726984 35.6619564)",,,,,
388466164,,ベルメ桜町,unclassified,False,False,62.248999999999995,"LINESTRING (138.5716436 35.6621423, 138.5717448 35.6625971, 138.571771 35.6626924)",,,20,,
388466164,,ベルメ桜町,unclassified,False,True,121.827,"LINESTRING (138.5716436 35.6621423, 138.5714313 35.6613356, 138.5714044 35.6612195, 138.5713899 35.6611567, 138.5713697 35.6610696)",,,20,,
165482535,,,tertiary,False,False,84.54,"LINESTRING (138.5661231 35.6619053, 138.5670406 35.6617558)",,,,,
191526268,,,unclassified,False,False,107.487,"LINESTRING (138.5661231 35.6619053, 138.5661888 35.6625817, 138.5662191 35.6628688)",,,,,
191526268,,,unclassified,False,True,122.67699999999999,"LINESTRING (138.5661231 35.6619053, 138.5659864 35.6614679, 138.565805 35.6608328)",,,,,
166820449,106,飯田通り,secondary,False,False,65.962,"LINESTRING (138.5666625 35.6655514, 138.5673718 35.6654106)",,,,,
453727971,,,unclassified,True,False,61.72,"LINESTRING (138.5666625 35.6655514, 138.5665081 35.6650107)",,,,,
166820449,106,飯田通り,secondary,False,True,72.809,"LINESTRING (138.5666625 35.6655514, 138.5661454 35.6656484, 138.5660567 35.6656678, 138.565878 35.6657013)",,,,,
167461461,6,甲府韮崎線,primary,True,False,107.753,"LINESTRING (138.5678761 35.6643185, 138.5680113 35.6652813)",,,,,
538961210,,,unclassified,False,True,53.19,"LINESTRING (138.5678761 35.6643185, 138.5677899 35.6643134, 138.5677013 35.6643192, 138.5673828 35.6643498, 138.5672905 35.6643571)",,,,,
509508991,6,甲府韮崎線,primary,False,False,36.601,"LINESTRING (138.5674723 35.6666375, 138.5672539 35.6666942, 138.5671392 35.666717, 138.5670819 35.6667231)",,,,,
509508991,6,甲府韮崎線,primary,False,True,72.805,"LINESTRING (138.5674723 35.6666375, 138.5678162 35.6665494, 138.5681316 35.6664315, 138.5682107 35.6663843)",,,,,
191526272,,,tertiary,False,False,88.375,"LINESTRING (138.5690366 35.6632108, 138.5699858 35.6630186)",,,,,
191526272,,,tertiary,False,True,107.509,"LINESTRING (138.5690366 35.6632108, 138.5678932 35.6634788)",,,,,
166099475,31,舞鶴通り,primary,False,False,72.379,"LINESTRING (138.5690366 35.6632108, 138.5690459 35.66311, 138.5690331 35.6630425, 138.5689293 35.6625684)",,,,,
166099475,31,舞鶴通り,primary,False,True,290.16900000000004,"LINESTRING (138.5690366 35.6632108, 138.5693753 35.6638329, 138.5695037 35.6641885, 138.5695137 35.6642321, 138.5695226 35.664271, 138.5695398 35.6643464, 138.5695477 35.6643808, 138.5696638 35.6649696, 138.5698996 35.6657121)",,,,,
167461461,6,甲府韮崎線,primary,True,False,91.899,"LINESTRING (138.5677857 35.6634953, 138.5678761 35.6643185)",,,,,
191526272,,,tertiary,False,False,9.883,"LINESTRING (138.5677857 35.6634953, 138.5678932 35.6634788)",,,,,
509508991,6,甲府韮崎線,primary,False,False,50.495,"LINESTRING (138.5670819 35.6667231, 138.5665541 35.6668726)",,,,,
453727970,,,unclassified,True,False,96.57,"LINESTRING (138.5670819 35.6667231, 138.5668836 35.6663104, 138.5667705 35.665895)",,,,,
509508991,6,甲府韮崎線,primary,False,True,36.601,"LINESTRING (138.5670819 35.6667231, 138.5671392 35.666717, 138.5672539 35.6666942, 138.5674723 35.6666375)",,,,,
191526272,,,tertiary,False,True,57.17,"LINESTRING (138.571771 35.6626924, 138.5711536 35.6628052)",,,,,
388466164,,ベルメ桜町,unclassified,False,False,64.172,"LINESTRING (138.571771 35.6626924, 138.5718679 35.6630741, 138.571918 35.663257)",,,20,,
388466164,,ベルメ桜町,unclassified,False,True,62.248999999999995,"LINESTRING (138.571771 35.6626924, 138.5717448 35.6625971, 138.5716436 35.6621423)",,,20,,
191526272,,,tertiary,False,False,57.17,"LINESTRING (138.5711536 35.6628052, 138.571771 35.6626924)",,,,,
191526272,,,tertiary,False,True,108.137,"LINESTRING (138.5711536 35.6628052, 138.5707568 35.6628777, 138.5704533 35.6629332, 138.5699858 35.6630186)",,,,,
191526596,,,unclassified,False,True,68.68,"LINESTRING (138.5711536 35.6628052, 138.571186 35.6629477, 138.5713243 35.6634069)",,,,,
191526597,,,unclassified,False,False,100.22800000000001,"LINESTRING (138.570265 35.6636748, 138.5709958 35.6634878, 138.5713243 35.6634069)",,,,,
191526598,,,unclassified,False,False,77.264,"LINESTRING (138.570265 35.6636748, 138.5701436 35.6634287, 138.5699974 35.663055, 138.5699858 35.6630186)",,,,,
191526598,,,unclassified,False,True,121.051,"LINESTRING (138.570265 35.6636748, 138.5703462 35.6638585, 138.5703601 35.6638602, 138.5709617 35.6639332, 138.5714277 35.6640173)",,,,,
191526268,,,unclassified,False,False,122.67699999999999,"LINESTRING (138.565805 35.6608328, 138.5659864 35.6614679, 138.5661231 35.6619053)",,,,,
191526272,,,tertiary,False,True,88.375,"LINESTRING (138.5699858 35.6630186, 138.5690366 35.6632108)",,,,,
191526272,,,tertiary,False,False,108.137,"LINESTRING (138.5699858 35.6630186, 138.5704533 35.6629332, 138.5707568 35.6628777, 138.5711536 35.6628052)",,,,,
191526598,,,unclassified,False,True,77.264,"LINESTRING (138.5699858 35.6630186, 138.5699974 35.663055, 138.5701436 35.6634287, 138.570265 35.6636748)",,,,,
191526597,,,unclassified,False,False,96.892,"LINESTRING (138.571918 35.663257, 138.5729663 35.6630729)",,,,,
191526597,,,unclassified,False,True,56.166,"LINESTRING (138.571918 35.663257, 138.5713243 35.6634069)",,,,,
388466164,,ベルメ桜町,unclassified,False,False,92.066,"LINESTRING (138.571918 35.663257, 138.5720089 35.6636305, 138.5721102 35.6640701)",,,20,,
388466164,,ベルメ桜町,unclassified,False,True,64.172,"LINESTRING (138.571918 35.663257, 138.5718679 35.6630741, 138.571771 35.6626924)",,,20,,
191526598,,,unclassified,False,False,100.214,"LINESTRING (138.5731896 35.6638623, 138.5721102 35.6640701)",,,,,
1037349275,,,unclassified,False,True,90.066,"LINESTRING (138.5731896 35.6638623, 138.5729663 35.6630729)",,,,,
1037349275,,,unclassified,False,False,204.698,"LINESTRING (138.5731896 35.6638623, 138.5734473 35.6644683, 138.5735241 35.6646489, 138.5736436 35.6650023, 138.5736588 35.6650385, 138.573797 35.6653817, 138.5738557 35.6656198)",,,,,
268191616,,,tertiary,False,False,193.667,"LINESTRING (138.5668801 35.6679449, 138.5689394 35.6674606)",,,,,
544742901,,,unclassified,False,True,88.502,"LINESTRING (138.5668801 35.6679449, 138.5659301 35.6681394)",,,,,
191527395,,,tertiary,False,True,74.58,"LINESTRING (138.5668801 35.6679449, 138.567041 35.6683205, 138.5671416 35.668581)",,,,,
388466168,,,residential,False,True,94.398,"LINESTRING (138.5738557 35.6656198, 138.572851 35.6658531)",,,,,
"[1037349275, 1037349276, 182630175]",,境橋,unclassified,False,False,136.68999999999997,"LINESTRING (138.5738557 35.6656198, 138.5738411 35.6657123, 138.5738226 35.6657833, 138.5738143 35.6658147, 138.5738009 35.6658964, 138.5737988 35.6659397, 138.5737976 35.6659762, 138.5737957 35.6660161, 138.5737921 35.6661241, 138.5738115 35.6661984, 138.5738541 35.6663245, 138.5738686 35.6663591, 138.5739121 35.6664931, 138.5740088 35.6667186, 138.5740666 35.6668074)",,,,yes,
1037349275,,,unclassified,False,True,204.69800000000004,"LINESTRING (138.5738557 35.6656198, 138.573797 35.6653817, 138.5736588 35.6650385, 138.5736436 35.6650023, 138.5735241 35.6646489, 138.5734473 35.6644683, 138.5731896 35.6638623)",,,,,
43705142,,,tertiary,False,False,51.553,"LINESTRING (138.571985 35.6674957, 138.5725203 35.667335)",,,,,
191849560,,,unclassified,False,True,102.227,"LINESTRING (138.571985 35.6674957, 138.5721451 35.6684058)",,,,,
43705142,,,tertiary,False,True,28.663999999999998,"LINESTRING (138.571985 35.6674957, 138.571931 35.6675074, 138.5717065 35.6676162)",,,,,
182630175,,,unclassified,False,False,62.148,"LINESTRING (138.5740666 35.6668074, 138.5741081 35.6668115, 138.5741374 35.6668273, 138.5742708 35.6671314, 138.5743248 35.6672993)",,,,,
"[1037349275, 1037349276, 182630175]",,境橋,unclassified,False,True,136.69,"LINESTRING (138.5740666 35.6668074, 138.5740088 35.6667186, 138.5739121 35.6664931, 138.5738686 35.6663591, 138.5738541 35.6663245, 138.5738115 35.6661984, 138.5737921 35.6661241, 138.5737957 35.6660161, 138.5737976 35.6659762, 138.5737988 35.6659397, 138.5738009 35.6658964, 138.5738143 35.6658147, 138.5738226 35.6657833, 138.5738411 35.6657123, 138.5738557 35.6656198)",,,,yes,
"[251135168, 191849562, 1037349274]",,"['三年坂橋', '三念坂']",unclassified,False,False,92.87400000000001,"LINESTRING (138.5740666 35.6668074, 138.5737418 35.6669366, 138.573543 35.6670013, 138.5734663 35.6670283, 138.5731249 35.6671414)",,,,yes,
191849560,,,unclassified,False,False,78.208,"LINESTRING (138.5722516 35.6691038, 138.5721451 35.6684058)",,,,,
191849563,,,unclassified,False,True,53.156,"LINESTRING (138.5722516 35.6691038, 138.5719965 35.6691646, 138.5716841 35.6692299)",,,,,
544742901,,,unclassified,False,False,88.502,"LINESTRING (138.5659301 35.6681394, 138.5668801 35.6679449)",,,,,
191526268,,,unclassified,False,False,91.075,"LINESTRING (138.5662901 35.6636131, 138.5663333 35.6644314)",,,,,
191526268,,,unclassified,False,True,83.016,"LINESTRING (138.5662901 35.6636131, 138.5662872 35.6635687, 138.5662818 35.663493, 138.5662201 35.6628893, 138.5662191 35.6628688)",,,,,
191526600,,,unclassified,True,False,135.772,"LINESTRING (138.5662901 35.6636131, 138.5663563 35.6636052, 138.5664106 35.6635998, 138.5669818 35.6635642, 138.5672855 35.6635408, 138.5677857 35.6634953)",,,,,
43705142,,,tertiary,False,False,29.136,"LINESTRING (138.5728275 35.6672428, 138.5731249 35.6671414)",,,,,
43705142,,,tertiary,False,True,29.585,"LINESTRING (138.5728275 35.6672428, 138.5725203 35.667335)",,,,,
191849560,,,unclassified,False,False,102.227,"LINESTRING (138.5721451 35.6684058, 138.571985 35.6674957)",,,,,
191849560,,,unclassified,False,True,78.208,"LINESTRING (138.5721451 35.6684058, 138.5722516 35.6691038)",,,,,
795842351,,,residential,False,True,37.817,"LINESTRING (138.5721451 35.6684058, 138.5717449 35.6685056)",,,,,
538961210,,,unclassified,False,False,19.477,"LINESTRING (138.5670762 35.6643763, 138.5672905 35.6643571)",,,,,
538961148,,,unclassified,True,False,64.32300000000001,"LINESTRING (138.5670762 35.6643763, 138.5666315 35.664419, 138.5663677 35.664431)",,,,,
638653295,411,城東通り,trunk,False,True,11.499,"LINESTRING (138.5675672 35.6616704, 138.5674423 35.6616903)",,2,40,,
638653295,411,城東通り,trunk,False,False,102.74600000000001,"LINESTRING (138.5675672 35.6616704, 138.5680522 35.6616073, 138.5686902 35.6615244)",,2,40,,
191526268,,,unclassified,False,False,83.016,"LINESTRING (138.5662191 35.6628688, 138.5662201 35.6628893, 138.5662818 35.663493, 138.5662872 35.6635687, 138.5662901 35.6636131)",,,,,
191526268,,,unclassified,False,True,107.487,"LINESTRING (138.5662191 35.6628688, 138.5661888 35.6625817, 138.5661231 35.6619053)",,,,,
182630175,,,unclassified,False,True,160.986,"LINESTRING (138.5747113 35.6687124, 138.5746663 35.6685336, 138.5746331 35.6684017, 138.5745435 35.6680461, 138.5745358 35.6680155, 138.5744838 35.6678463, 138.5743248 35.6672993)",,,,,
193414124,,,unclassified,False,False,77.002,"LINESTRING (138.5747113 35.6687124, 138.5752448 35.6686067, 138.5752834 35.6685985, 138.5754402 35.6685728, 138.5755416 35.6685563)",,,,,
