osmid,highway,oneway,reversed,length,ref,name,geometry,tunnel,bridge,lanes
107681551,unclassified,False,True,289.49899999999997,,,"LINESTRING (140.513769 37.8511801, 140.5133998 37.85073, 140.5133181 37.8506942, 140.513213 37.8506808, 140.5129385 37.8506762, 140.5128814 37.8506606, 140.512249 37.8497357, 140.5121707 37.8494322, 140.5121725 37.8493276, 140.5122268 37.8492217, 140.5122704 37.8491663)",,,
"[1019650645, 1019650646, 1019650647]",unclassified,False,False,129.673,,,"LINESTRING (140.513769 37.8511801, 140.5136161 37.8512558, 140.51332 37.851426, 140.5132869 37.8514465, 140.512588 37.8518792)",,yes,
41785052,unclassified,False,False,70.931,,,"LINESTRING (140.5116448 37.8525069, 140.511477 37.8526123, 140.5113988 37.8526322, 140.5112764 37.8526111, 140.510918 37.8524979)",,,
"[1019650648, 41785052, 1019650647]",unclassified,False,True,108.62699999999998,,,"LINESTRING (140.5116448 37.8525069, 140.5118672 37.8523221, 140.5120238 37.8522077, 140.5125297 37.8519144, 140.5125747 37.8518873, 140.512588 37.8518792)",,yes,
105093457,unclassified,False,False,20.386,,,"LINESTRING (140.5122704 37.8491663, 140.5124617 37.8490624)",,,
107681551,unclassified,False,False,289.499,,,"LINESTRING (140.5122704 37.8491663, 140.5122268 37.8492217, 140.5121725 37.8493276, 140.5121707 37.8494322, 140.512249 37.8497357, 140.5128814 37.8506606, 140.5129385 37.8506762, 140.513213 37.8506808, 140.5133181 37.8506942, 140.5133998 37.85073, 140.513769 37.8511801)",,,
104973267,tertiary,False,False,103.024,,,"LINESTRING (140.5172019 37.8537586, 140.5167373 37.8529078)",,,
104973261,residential,False,False,124.12,,,"LINESTRING (140.5172019 37.8537586, 140.517663 37.8536883, 140.5183336 37.8535154, 140.5185699 37.8534891)",,,
104973267,tertiary,False,True,7.977,,,"LINESTRING (140.5172019 37.8537586, 140.5172157 37.8537825, 140.5172398 37.8538238)",,,
104973252,tertiary,False,False,59.842,,,"LINESTRING (140.5193873 37.8535676, 140.5200678 37.8535371)",,,2
104973252,tertiary,False,True,70.993,,,"LINESTRING (140.5193873 37.8535676, 140.5186569 37.8536092, 140.5185808 37.8536136)",,,2
104973260,unclassified,False,True,77.056,,,"LINESTRING (140.5193873 37.8535676, 140.5193628 37.8532462, 140.5193472 37.8531313, 140.5192959 37.8528791)",,,
104379778,secondary,False,False,38.197,353,国見福島線,"LINESTRING (140.5185699 37.8534891, 140.5185399 37.8531464)",,,
104379778,secondary,False,True,13.877,353,国見福島線,"LINESTRING (140.5185699 37.8534891, 140.5185722 37.8535157, 140.5185808 37.8536136)",,,
104973261,residential,False,True,124.12,,,"LINESTRING (140.5185699 37.8534891, 140.5183336 37.8535154, 140.517663 37.8536883, 140.5172019 37.8537586)",,,
104973252,tertiary,False,True,28.39,,,"LINESTRING (140.5203907 37.8535236, 140.5200678 37.8535371)",,,2
104973256,unclassified,False,False,40.249,,,"LINESTRING (140.5203907 37.8535236, 140.5205022 37.8538747)",,,
104973252,tertiary,False,False,94.482,,,"LINESTRING (140.5203907 37.8535236, 140.5205009 37.8535188, 140.5214652 37.8534768)",,,2
104973250,residential,False,True,39.754,,,"LINESTRING (140.5200653 37.8539686, 140.5205022 37.8538747)",,,
104973252,tertiary,False,True,32.64,,,"LINESTRING (140.5221899 37.8534364, 140.5220789 37.8534442, 140.5218196 37.8534624)",,,2
104973267,tertiary,False,False,30.01,,,"LINESTRING (140.5165584 37.8525921, 140.516429 37.8523423)",,,
104973267,tertiary,False,True,38.458,,,"LINESTRING (140.5165584 37.8525921, 140.5167373 37.8529078)",,,
104973258,residential,False,True,90.077,,,"LINESTRING (140.5165584 37.8525921, 140.5174291 37.8525732, 140.5175787 37.8525414)",,,
104379778,secondary,False,False,13.877,353,国見福島線,"LINESTRING (140.5185808 37.8536136, 140.5185722 37.8535157, 140.5185699 37.8534891)",,,
104973252,tertiary,False,False,70.993,,,"LINESTRING (140.5185808 37.8536136, 140.5186569 37.8536092, 140.5193873 37.8535676)",,,2
104973258,residential,False,False,90.077,,,"LINESTRING (140.5175787 37.8525414, 140.5174291 37.8525732, 140.5165584 37.8525921)",,,
104973252,tertiary,False,False,31.157,,,"LINESTRING (140.5214652 37.8534768, 140.5218196 37.8534624)",,,2
104973251,residential,False,True,107.454,,,"LINESTRING (140.5214652 37.8534768, 140.521472 37.8536343, 140.5211843 37.8537447, 140.5209671 37.8538098, 140.5205022 37.8538747)",,,
104973252,tertiary,False,True,94.482,,,"LINESTRING (140.5214652 37.8534768, 140.5205009 37.8535188, 140.5203907 37.8535236)",,,2
104973259,residential,False,False,110.402,,,"LINESTRING (140.5162982 37.8535295, 140.5167639 37.8539838, 140.5172398 37.8538238)",,,
104973260,unclassified,False,True,140.377,,,"LINESTRING (140.5191628 37.8520633, 140.5190614 37.8508034)",,,
105106074,residential,False,False,64.882,,,"LINESTRING (140.5191628 37.8520633, 140.5184243 37.8520843)",,,
104973260,unclassified,False,False,91.515,,,"LINESTRING (140.5191628 37.8520633, 140.5191911 37.8523273, 140.5192106 37.8524602, 140.5192959 37.8528791)",,,
104973259,residential,False,True,110.402,,,"LINESTRING (140.5172398 37.8538238, 140.5167639 37.8539838, 140.5162982 37.8535295)",,,
104973267,tertiary,False,False,7.977,,,"LINESTRING (140.5172398 37.8538238, 140.5172157 37.8537825, 140.5172019 37.8537586)",,,
104973250,residential,False,False,39.754,,,"LINESTRING (140.5205022 37.8538747, 140.5200653 37.8539686)",,,
104973256,unclassified,False,True,40.249,,,"LINESTRING (140.5205022 37.8538747, 140.5203907 37.8535236)",,,
104973251,residential,False,False,107.454,,,"LINESTRING (140.5205022 37.8538747, 140.5209671 37.8538098, 140.5211843 37.8537447, 140.521472 37.8536343, 140.5214652 37.8534768)",,,
41785052,unclassified,False,True,70.931,,,"LINESTRING (140.510918 37.8524979, 140.5112764 37.8526111, 140.5113988 37.8526322, 140.511477 37.8526123, 140.5116448 37.8525069)",,,
104984183,unclassified,False,False,184.88300000000004,,,"LINESTRING (140.5109742 37.8512754, 140.5110872 37.8513332, 140.5113285 37.8514665, 140.5113849 37.8514829, 140.5114367 37.8514904, 140.5117394 37.8514941, 140.511808 37.8514908, 140.5118645 37.8514741, 140.5120049 37.8514084, 140.5120818 37.8513983, 140.5121638 37.8514033, 140.512292 37.8514278, 140.5123471 37.8514598, 140.5123758 37.8515255, 140.5123876 37.8516057, 140.5124148 37.8516935, 140.5124504 37.8517773, 140.5124942 37.8518277, 140.512588 37.8518792)",,,
107681551,unclassified,False,False,17.249,,,"LINESTRING (140.5145624 37.8521656, 140.5146654 37.8522977)",,,
107681551,unclassified,False,True,22.19,,,"LINESTRING (140.5145624 37.8521656, 140.5144268 37.8519972)",,,
104984183,unclassified,False,True,184.88299999999998,,,"LINESTRING (140.512588 37.8518792, 140.5124942 37.8518277, 140.5124504 37.8517773, 140.5124148 37.8516935, 140.5123876 37.8516057, 140.5123758 37.8515255, 140.5123471 37.8514598, 140.512292 37.8514278, 140.5121638 37.8514033, 140.5120818 37.8513983, 140.5120049 37.8514084, 140.5118645 37.8514741, 140.511808 37.8514908, 140.5117394 37.8514941, 140.5114367 37.8514904, 140.5113849 37.8514829, 140.5113285 37.8514665, 140.5110872 37.8513332, 140.5109742 37.8512754)",,,
"[1019650648, 41785052, 1019650647]",unclassified,False,False,108.62700000000001,,,"LINESTRING (140.512588 37.8518792, 140.5125747 37.8518873, 140.5125297 37.8519144, 140.5120238 37.8522077, 140.5118672 37.8523221, 140.5116448 37.8525069)",,yes,
"[1019650645, 1019650646, 1019650647]",unclassified,False,True,129.673,,,"LINESTRING (140.512588 37.8518792, 140.5132869 37.8514465, 140.51332 37.851426, 140.5136161 37.8512558, 140.513769 37.8511801)",,yes,
"[41784961, 41784979]","['unclassified', 'tertiary']",False,"[False, True]",195.458,,,"LINESTRING (140.5150495 37.8518383, 140.5146686 37.8515739, 140.5146231 37.8515117, 140.514603 37.851473, 140.5146098 37.8514487, 140.5146465 37.8514338, 140.5154622 37.8514032, 140.5155419 37.8514001, 140.5161471 37.8513775)",,,
"[615820088, 1019650640, 615820087]",unclassified,True,False,65.228,,,"LINESTRING (140.5150495 37.8518383, 140.515075 37.8519337, 140.5150663 37.8519752, 140.5150368 37.8520025, 140.5150077 37.8520202, 140.5148139 37.8521027, 140.5145624 37.8521656)",yes,,
105100211,unclassified,False,False,8.509,,,"LINESTRING (140.5126986 37.8489602, 140.5126502 37.8488939)",,,
105093457,unclassified,False,False,42.475,,,"LINESTRING (140.5126986 37.8489602, 140.5128768 37.8489511, 140.513181 37.8489704)",,,
105093457,unclassified,False,True,23.777,,,"LINESTRING (140.5126986 37.8489602, 140.5125462 37.8490166, 140.5124916 37.8490462, 140.5124617 37.8490624)",,,
104379778,secondary,False,False,134.026,353,国見福島線,"LINESTRING (140.5183602 37.8492724, 140.5183901 37.8488919, 140.518457 37.8480695)",,,
104379778,secondary,False,True,46.531000000000006,353,国見福島線,"LINESTRING (140.5183602 37.8492724, 140.5183311 37.8496438, 140.5183264 37.84969)",,,
105093457,unclassified,False,True,89.843,,,"LINESTRING (140.5183602 37.8492724, 140.5176706 37.8492574, 140.5173637 37.8491546)",,,
105093453,unclassified,False,False,10.365,,,"LINESTRING (140.5216748 37.8502483, 140.5217891 37.8502716)",,,
23781142,trunk,True,False,357.37800000000004,4,国道4号,"LINESTRING (140.5216748 37.8502483, 140.5220556 37.8525561, 140.5221899 37.8534364)",,,2
105093453,unclassified,False,True,38.262,,,"LINESTRING (140.5216748 37.8502483, 140.5216116 37.8502393, 140.521251 37.8501686)",,,
105093457,unclassified,False,False,57.85,,,"LINESTRING (140.5161163 37.8489763, 140.516775 37.8489876)",,,
"[41784952, 1019650707, 1019650708]",unclassified,False,False,92.10099999999998,,,"LINESTRING (140.5161163 37.8489763, 140.5161167 37.8490011, 140.5161173 37.8490363, 140.5161291 37.8497362, 140.5161311 37.8498045)",,yes,
41784952,unclassified,False,True,86.36699999999999,,,"LINESTRING (140.5161163 37.8489763, 140.5160948 37.8486607, 140.5160382 37.8483458, 140.5159917 37.848208)",,,
105093457,unclassified,False,True,100.892,,,"LINESTRING (140.5161163 37.8489763, 140.5152947 37.848975, 140.5152132 37.8489557, 140.514985 37.8488912)",,,
105100244,residential,False,True,40.389,,,"LINESTRING (140.513181 37.8489704, 140.5132081 37.8486078)",,,
105093457,unclassified,False,False,86.389,,,"LINESTRING (140.513181 37.8489704, 140.5136191 37.8489921, 140.513669 37.8489808, 140.513707 37.8489443, 140.5138134 37.8487973, 140.5139146 37.8487393, 140.5140048 37.8487192)",,,
105093457,unclassified,False,True,42.475,,,"LINESTRING (140.513181 37.8489704, 140.5128768 37.8489511, 140.5126986 37.8489602)",,,
"[1019650675, 1019650676, 105106055]",residential,False,False,160.675,,,"LINESTRING (140.513181 37.8489704, 140.5131766 37.8489959, 140.5131719 37.8490226, 140.5132859 37.8495478, 140.5137554 37.8494988, 140.5137716 37.8496004, 140.5142531 37.8495536)",,yes,
23781141,trunk,True,False,37.969,4,国道4号,"LINESTRING (140.5217891 37.8502716, 140.5217383 37.8499325)",,,2
105093453,unclassified,False,True,10.365,,,"LINESTRING (140.5217891 37.8502716, 140.5216748 37.8502483)",,,
105093453,unclassified,False,False,49.078,,,"LINESTRING (140.5183264 37.84969, 140.5188788 37.8497574)",,,
105106046,unclassified,False,True,47.586,,,"LINESTRING (140.5183264 37.84969, 140.5177854 37.8496644)",,,
104379778,secondary,False,False,46.531000000000006,353,国見福島線,"LINESTRING (140.5183264 37.84969, 140.5183311 37.8496438, 140.5183602 37.8492724)",,,
104379778,secondary,False,True,80.09299999999999,353,国見福島線,"LINESTRING (140.5183264 37.84969, 140.5182872 37.8502339, 140.5182852 37.8504094)",,,
105093453,unclassified,False,True,13.236,,,"LINESTRING (140.5200498 37.849869, 140.5198993 37.8498621)",,,
105103488,residential,False,False,18.603,,,"LINESTRING (140.5200498 37.849869, 140.5200953 37.8497056)",,,
105093453,unclassified,False,False,26.198999999999998,,,"LINESTRING (140.5200498 37.849869, 140.520256 37.8498874, 140.5203437 37.8499062)",,,
105093457,unclassified,False,True,57.85,,,"LINESTRING (140.516775 37.8489876, 140.5161163 37.8489763)",,,
105103484,unclassified,False,True,37.91,,,"LINESTRING (140.516775 37.8489876, 140.5167809 37.8486467)",,,
105093457,unclassified,False,False,55.129999999999995,,,"LINESTRING (140.516775 37.8489876, 140.5169029 37.8490076, 140.5170419 37.8490432, 140.5173637 37.8491546)",,,
"[105103484, 1019650709, 1019650710]",unclassified,False,False,84.353,,,"LINESTRING (140.516775 37.8489876, 140.5167749 37.8490169, 140.5167746 37.8490641, 140.5167712 37.8497462)",,yes,
105093457,unclassified,False,False,88.164,,,"LINESTRING (140.5140048 37.8487192, 140.514985 37.8488912)",,,
105093457,unclassified,False,True,86.389,,,"LINESTRING (140.5140048 37.8487192, 140.5139146 37.8487393, 140.5138134 37.8487973, 140.513707 37.8489443, 140.513669 37.8489808, 140.5136191 37.8489921, 140.513181 37.8489704)",,,
105100232,unclassified,False,False,40.714,,,"LINESTRING (140.5140048 37.8487192, 140.5139804 37.8485488, 140.5139992 37.8483547)",,,
"[1019650673, 1019650674, 105106066]",unclassified,False,True,35.428000000000004,,,"LINESTRING (140.5140048 37.8487192, 140.5140159 37.8487525, 140.51402 37.8487762, 140.5140384 37.8489681, 140.514091 37.8490217)",,yes,
105093453,unclassified,False,False,38.262,,,"LINESTRING (140.521251 37.8501686, 140.5216116 37.8502393, 140.5216748 37.8502483)",,,
105093453,unclassified,False,True,84.85900000000001,,,"LINESTRING (140.521251 37.8501686, 140.5204026 37.8499188, 140.5203437 37.8499062)",,,
105106057,unclassified,False,True,59.18000000000001,,,"LINESTRING (140.521251 37.8501686, 140.5212083 37.8503083, 140.5214216 37.8506584)",,,
105103478,residential,False,False,52.088,,,"LINESTRING (140.5173637 37.8491546, 140.5173558 37.8486862)",,,
105093457,unclassified,False,False,89.843,,,"LINESTRING (140.5173637 37.8491546, 140.5176706 37.8492574, 140.5183602 37.8492724)",,,
105093457,unclassified,False,True,55.13,,,"LINESTRING (140.5173637 37.8491546, 140.5170419 37.8490432, 140.5169029 37.8490076, 140.516775 37.8489876)",,,
"[1019650712, 105106058, 1019650711]",residential,False,True,74.506,,,"LINESTRING (140.5173637 37.8491546, 140.5173662 37.8491736, 140.5173714 37.8492117, 140.5173732 37.8492245, 140.5176377 37.8493083, 140.5177854 37.8496644)",,yes,
105100226,residential,False,False,44.419,,,"LINESTRING (140.5125992 37.8480979, 140.5130974 37.8480285)",,,
105100268,unclassified,False,False,36.124,,,"LINESTRING (140.5125992 37.8480979, 140.5125716 37.8480116, 140.5124268 37.8478053)",,,
105100268,unclassified,False,True,88.859,,,"LINESTRING (140.5125992 37.8480979, 140.5125984 37.8486279, 140.5126502 37.8488939)",,,
41784952,unclassified,False,False,51.64,,,"LINESTRING (140.5156352 37.8462358, 140.5155662 37.846697)",,,
105100233,unclassified,False,True,158.793,,,"LINESTRING (140.5156352 37.8462358, 140.5138552 37.8464881)",,,
41784952,unclassified,False,True,15.853000000000002,,,"LINESTRING (140.5156352 37.8462358, 140.5156511 37.8461567, 140.515667 37.8460955)",,,
105100233,unclassified,False,True,38.746,,,"LINESTRING (140.5132399 37.8465753, 140.5128063 37.84664)",,,
105100240,residential,False,True,52.59,,,"LINESTRING (140.5132399 37.8465753, 140.513146 37.8461082)",,,
105100233,unclassified,False,False,27.924999999999997,,,"LINESTRING (140.5132399 37.8465753, 140.5135051 37.8465375, 140.5135529 37.8465308)",,,
105100232,unclassified,False,False,37.758,,,"LINESTRING (140.5136159 37.8468667, 140.5135529 37.8465308)",,,
105100232,unclassified,False,True,44.357,,,"LINESTRING (140.5136159 37.8468667, 140.5137122 37.8472583)",,,
105100257,residential,False,False,137.732,,,"LINESTRING (140.5136159 37.8468667, 140.5120806 37.8471206)",,,
105100257,residential,False,True,172.60399999999998,,,"LINESTRING (140.5136159 37.8468667, 140.5141487 37.8467841, 140.5142741 37.8467846, 140.5148932 37.8467572, 140.5155662 37.846697)",,,
105100208,tertiary,False,True,10.144,,,"LINESTRING (140.5122631 37.8450193, 140.5122786 37.8451097)",,,
105093457,unclassified,False,True,88.164,,,"LINESTRING (140.514985 37.8488912, 140.5140048 37.8487192)",,,
105100251,residential,False,True,25.179,,,"LINESTRING (140.514985 37.8488912, 140.5149902 37.8486648)",,,
105093457,unclassified,False,False,100.892,,,"LINESTRING (140.514985 37.8488912, 140.5152132 37.8489557, 140.5152947 37.848975, 140.5161163 37.8489763)",,,
105100226,residential,False,False,38.222,,,"LINESTRING (140.513175 37.8476896, 140.5131818 37.8473459)",,,
105100265,residential,False,True,66.943,,,"LINESTRING (140.513175 37.8476896, 140.5124268 37.8478053)",,,
105100226,residential,False,True,42.919,,,"LINESTRING (140.513175 37.8476896, 140.5131683 37.8480187, 140.5130974 37.8480285)",,,
105100208,tertiary,False,True,56.287,,,"LINESTRING (140.5124292 37.8461847, 140.5125846 37.8466758)",,,
105100208,tertiary,False,False,52.01,,,"LINESTRING (140.5124292 37.8461847, 140.5123697 37.8459604, 140.5123385 37.8457231)",,,
105100229,residential,False,False,145.853,,,"LINESTRING (140.5124292 37.8461847, 140.5119294 37.84628, 140.5118009 37.8458211, 140.5123385 37.8457231)",,,
105100268,unclassified,False,False,42.559,,,"LINESTRING (140.5121782 37.8474955, 140.5120806 37.8471206)",,,
105100268,unclassified,False,True,40.782,,,"LINESTRING (140.5121782 37.8474955, 140.5124268 37.8478053)",,,
105100273,residential,False,False,89.677,,,"LINESTRING (140.5121782 37.8474955, 140.5131818 37.8473459)",,,
105100240,residential,False,False,52.59,,,"LINESTRING (140.513146 37.8461082, 140.5132399 37.8465753)",,,
105100247,residential,False,False,31.147,,,"LINESTRING (140.513146 37.8461082, 140.5134976 37.8460711)",,,
105100240,residential,False,True,27.290999999999997,,,"LINESTRING (140.513146 37.8461082, 140.5131303 37.8460299, 140.5129225 37.846056)",,,
105100208,tertiary,False,False,10.144,,,"LINESTRING (140.5122786 37.8451097, 140.5122631 37.8450193)",,,
105100208,tertiary,False,True,44.874,,,"LINESTRING (140.5122786 37.8451097, 140.5123206 37.8455119)",,,
105100233,unclassified,False,False,158.793,,,"LINESTRING (140.5138552 37.8464881, 140.5156352 37.8462358)",,,
105100218,residential,False,False,118.593,,,"LINESTRING (140.5138552 37.8464881, 140.5137682 37.845926, 140.5137168 37.8454274)",,,
105100233,unclassified,False,True,26.966,,,"LINESTRING (140.5138552 37.8464881, 140.5136035 37.8465236, 140.5135529 37.8465308)",,,
105100251,residential,False,False,25.179,,,"LINESTRING (140.5149902 37.8486648, 140.514985 37.8488912)",,,
105100264,residential,False,False,56.188,,,"LINESTRING (140.5149193 37.8475302, 140.5151395 37.8475171, 140.5155552 37.847475)",,,
105100274,residential,False,True,6.615,,,"LINESTRING (140.5137916 37.8454203, 140.5137168 37.8454274)",,,
105100274,residential,False,False,183.486,,,"LINESTRING (140.5137916 37.8454203, 140.5143608 37.8453786, 140.5144316 37.8454007, 140.5144636 37.8454481, 140.514489 37.8456185, 140.5145086 37.8456461, 140.5145487 37.8456556, 140.5156157 37.8455547)",,,
105100232,unclassified,False,False,25.279,,,"LINESTRING (140.5139408 37.8480028, 140.5138754 37.8477814)",,,
105100254,residential,False,True,31.517,,,"LINESTRING (140.5139408 37.8480028, 140.5135825 37.8480198)",,,
105100232,unclassified,False,True,39.49,,,"LINESTRING (140.5139408 37.8480028, 140.5139875 37.8482384, 140.5139992 37.8483547)",,,
105100212,residential,False,False,103.275,,,"LINESTRING (140.5147567 37.8480324, 140.515931 37.8480852)",,,
105100212,residential,False,True,21.568,,,"LINESTRING (140.5147567 37.8480324, 140.5145112 37.8480259)",,,
105100277,residential,False,False,105.664,,,"LINESTRING (140.5147567 37.8480324, 140.5147299 37.8477602, 140.5147772 37.8477218, 140.515565 37.8476774)",,,
105100274,residential,False,False,6.615,,,"LINESTRING (140.5137168 37.8454274, 140.5137916 37.8454203)",,,
105100274,residential,False,True,32.548,,,"LINESTRING (140.5137168 37.8454274, 140.5133482 37.8454583)",,,
105100218,residential,False,True,118.593,,,"LINESTRING (140.5137168 37.8454274, 140.5137682 37.845926, 140.5138552 37.8464881)",,,
105100233,unclassified,False,False,38.746,,,"LINESTRING (140.5128063 37.84664, 140.5132399 37.8465753)",,,
105100233,unclassified,False,True,19.869,,,"LINESTRING (140.5128063 37.84664, 140.5125846 37.8466758)",,,
1019650685,residential,False,False,36.089,,,"LINESTRING (140.5128063 37.84664, 140.5127299 37.8463211)",,,
105100233,unclassified,False,False,36.107,,,"LINESTRING (140.5116036 37.8468366, 140.5120067 37.8467724)",,,
105100219,unclassified,False,False,13.787,,,"LINESTRING (140.5133087 37.8453383, 140.5133482 37.8454583)",,,
105100259,residential,False,True,88.884,,,"LINESTRING (140.5133087 37.8453383, 140.5123206 37.8455119)",,,
105100233,unclassified,False,False,51.867,,,"LINESTRING (140.5120067 37.8467724, 140.5125846 37.8466758)",,,
105100233,unclassified,False,True,36.107,,,"LINESTRING (140.5120067 37.8467724, 140.5116036 37.8468366)",,,
105100268,unclassified,False,True,39.258,,,"LINESTRING (140.5120067 37.8467724, 140.5120806 37.8471206)",,,
105100270,residential,False,False,36.121,,,"LINESTRING (140.5142862 37.8477642, 140.5138754 37.8477814)",,,
105100219,unclassified,False,True,51.346,,,"LINESTRING (140.5135529 37.8465308, 140.5134976 37.8460711)",,,
105100232,unclassified,False,True,37.758,,,"LINESTRING (140.5135529 37.8465308, 140.5136159 37.8468667)",,,
105100233,unclassified,False,False,26.966,,,"LINESTRING (140.5135529 37.8465308, 140.5136035 37.8465236, 140.5138552 37.8464881)",,,
105100233,unclassified,False,True,27.924999999999997,,,"LINESTRING (140.5135529 37.8465308, 140.5135051 37.8465375, 140.5132399 37.8465753)",,,
41784952,unclassified,False,False,14.658,,,"LINESTRING (140.515931 37.8480852, 140.5159917 37.848208)",,,
105100212,residential,False,True,103.275,,,"LINESTRING (140.515931 37.8480852, 140.5147567 37.8480324)",,,
41784952,unclassified,False,True,56.056,,,"LINESTRING (140.515931 37.8480852, 140.5158423 37.8479825, 140.5157233 37.8478856, 140.5156179 37.847777, 140.515565 37.8476774)",,,
105100232,unclassified,False,False,44.357,,,"LINESTRING (140.5137122 37.8472583, 140.5136159 37.8468667)",,,
105100232,unclassified,False,True,48.82,,,"LINESTRING (140.5137122 37.8472583, 140.5138452 37.8476846)",,,
105100273,residential,False,True,47.58,,,"LINESTRING (140.5137122 37.8472583, 140.5131818 37.8473459)",,,
105100273,residential,False,False,159.986,,,"LINESTRING (140.5137122 37.8472583, 140.5141566 37.8471933, 140.5147973 37.8471283, 140.51552 37.8470923)",,,
105100265,residential,False,False,66.943,,,"LINESTRING (140.5124268 37.8478053, 140.513175 37.8476896)",,,
105100268,unclassified,False,False,40.782,,,"LINESTRING (140.5124268 37.8478053, 140.5121782 37.8474955)",,,
105100268,unclassified,False,True,36.124,,,"LINESTRING (140.5124268 37.8478053, 140.5125716 37.8480116, 140.5125992 37.8480979)",,,
105100254,residential,False,False,31.517,,,"LINESTRING (140.5135825 37.8480198, 140.5139408 37.8480028)",,,
