osmid,highway,oneway,reversed,length,lanes,ref,name,bridge,geometry,width
41168894,primary,False,False,108.828,,32,,,"LINESTRING (135.649065 34.5168736, 135.6486798 34.5167194, 135.648424 34.5166129, 135.6481846 34.5165, 135.6480202 34.5164104)",
188021956,unclassified,False,True,34.165,,,,,"LINESTRING (135.649065 34.5168736, 135.6490918 34.5168249, 135.6491159 34.5165719)",
41168894,primary,False,True,286.94599999999997,,32,,,"LINESTRING (135.6455733 34.5148461, 135.6458791 34.5149494, 135.6461849 34.5150742, 135.6466161 34.5153024, 135.6468786 34.5154878, 135.6475615 34.5160888, 135.6478428 34.516298, 135.6480202 34.5164104)",
188021915,unclassified,False,False,112.176,,,,,"LINESTRING (135.6455733 34.5148461, 135.6457109 34.5143866, 135.6457232 34.5143089, 135.645719 34.5142332, 135.645669 34.514166, 135.645574 34.514115, 135.6453218 34.5140914)",
"[374305170, 374305172, 1156476980]",primary,False,False,300.976,,32,美原太子線,yes,"LINESTRING (135.6455733 34.5148461, 135.6455232 34.5148361, 135.6453199 34.5147954, 135.6451558 34.5147752, 135.6450108 34.5147571, 135.6446848 34.5147381, 135.6442607 34.5147464, 135.6437126 34.5148058, 135.6430275 34.5148712, 135.6426873 34.5148742, 135.6423125 34.5148347)",
188021967,unclassified,False,True,266.484,,,,,"LINESTRING (135.6518725 34.5136295, 135.6518276 34.5136382, 135.651462 34.513648, 135.6510986 34.5136667, 135.6504049 34.5137135, 135.6501653 34.5137299, 135.6496543 34.5137689, 135.6491613 34.5137934, 135.6489733 34.5138086)",
188021967,unclassified,False,False,37.526,,,,,"LINESTRING (135.6485668 34.5138498, 135.6489733 34.5138086)",
188021338,primary,False,True,100.53099999999999,,33,富田林太子線,,"LINESTRING (135.6485668 34.5138498, 135.6485637 34.5141574, 135.6485365 34.5143109, 135.6485189 34.5144104, 135.6484536 34.5146213, 135.6483953 34.5147347)",
"[188021440, 188021710]",unclassified,False,"[False, True]",272.833,,,,,"LINESTRING (135.6453218 34.5140914, 135.6453855 34.5142317, 135.6454079 34.5143034, 135.6454216 34.5143858, 135.645428 34.5151344, 135.6454197 34.5152289, 135.6453998 34.5153311, 135.6452939 34.5157996, 135.6452563 34.5158781, 135.6451945 34.5159518, 135.6449764 34.5161949, 135.6448996 34.5163101, 135.6448585 34.5164205)",
188021915,unclassified,False,True,112.176,,,,,"LINESTRING (135.6453218 34.5140914, 135.645574 34.514115, 135.645669 34.514166, 135.645719 34.5142332, 135.6457232 34.5143089, 135.6457109 34.5143866, 135.6455733 34.5148461)",
615647542,unclassified,False,True,71.104,,,,,"LINESTRING (135.6509934 34.5143139, 135.6508256 34.5144115, 135.6506563 34.5145503, 135.6507254 34.5146747, 135.6507537 34.5148093)",
374305170,primary,False,False,78.33,,32,,,"LINESTRING (135.6423125 34.5148347, 135.6414924 34.5146357)",
188021964,tertiary,False,True,218.19899999999998,,,,,"LINESTRING (135.6423125 34.5148347, 135.642184 34.515243, 135.6416707 34.5167243)",
"[374305172, 374305170, 1156476980]",primary,False,True,300.976,,32,美原太子線,yes,"LINESTRING (135.6423125 34.5148347, 135.6426873 34.5148742, 135.6430275 34.5148712, 135.6437126 34.5148058, 135.6442607 34.5147464, 135.6446848 34.5147381, 135.6450108 34.5147571, 135.6451558 34.5147752, 135.6453199 34.5147954, 135.6455232 34.5148361, 135.6455733 34.5148461)",
188021968,unclassified,False,True,150.54,,,,,"LINESTRING (135.6517942 34.5161576, 135.6516594 34.5161964, 135.6513894 34.5162851, 135.6512756 34.5163186, 135.651044 34.5163958, 135.6508818 34.5164481, 135.6502587 34.516639)",
616116404,residential,False,True,129.301,,,,,"LINESTRING (135.6517942 34.5161576, 135.6517567 34.5161013, 135.6516145 34.5160007, 135.6516092 34.515888, 135.6515019 34.5157399, 135.6512202 34.5156162, 135.6510955 34.5156593, 135.6508112 34.5154979)",
188021338,primary,False,True,3.371,,33,富田林太子線,,"LINESTRING (135.650019 34.516251, 135.6500421 34.5162746)",
188021338,primary,False,False,38.114,,33,富田林太子線,,"LINESTRING (135.650019 34.516251, 135.6498277 34.5161105, 135.6496828 34.5160551)",
477060794,unclassified,False,True,95.97,,,,,"LINESTRING (135.650019 34.516251, 135.6497243 34.5164863, 135.6496535 34.516463, 135.6493152 34.5165064, 135.6491858 34.5165311, 135.6491159 34.5165719)",
188021956,unclassified,False,False,34.165,,,,,"LINESTRING (135.6491159 34.5165719, 135.6490918 34.5168249, 135.649065 34.5168736)",
188021956,unclassified,False,True,92.493,,,,,"LINESTRING (135.6491159 34.5165719, 135.6490792 34.5164468, 135.6490201 34.5163942, 135.6489299 34.5163187, 135.6485741 34.5158826)",
477060794,unclassified,False,False,95.97,,,,,"LINESTRING (135.6491159 34.5165719, 135.6491858 34.5165311, 135.6493152 34.5165064, 135.6496535 34.516463, 135.6497243 34.5164863, 135.650019 34.516251)",
41168894,primary,False,False,16.505,,32,,,"LINESTRING (135.6492255 34.516941, 135.649065 34.5168736)",
41168894,primary,False,True,39.561,,32,,,"LINESTRING (135.6492255 34.516941, 135.6496151 34.5170944)",
188021449,unclassified,False,True,50.253,,,,,"LINESTRING (135.6492255 34.516941, 135.6491078 34.5169644, 135.6490348 34.5169917, 135.6487027 34.5170753)",
188021796,unclassified,False,True,100.53999999999999,,,,,"LINESTRING (135.6492255 34.516941, 135.6496605 34.5168308, 135.6500616 34.5167113, 135.6502587 34.516639)",
41168894,primary,False,False,39.561,,32,,,"LINESTRING (135.6496151 34.5170944, 135.6492255 34.516941)",
188021466,unclassified,False,True,21.552,,,,,"LINESTRING (135.6496151 34.5170944, 135.6494765 34.517251)",
41168894,primary,False,True,58.918000000000006,,32,,,"LINESTRING (135.6496151 34.5170944, 135.6496238 34.5170966, 135.6502056 34.5173041)",
188021724,unclassified,False,True,19.318,,,,,"LINESTRING (135.6447487 34.5174184, 135.6447019 34.5175878)",
188021440,unclassified,False,False,111.792,,,,,"LINESTRING (135.6447487 34.5174184, 135.6447843 34.5172713, 135.6447937 34.516824, 135.644808 34.5166399, 135.6448473 34.5164507, 135.6448585 34.5164205)",
"[283835801, 616116399]","['unclassified', 'residential']",False,"[False, True]",156.78699999999998,,,,,"LINESTRING (135.6447487 34.5174184, 135.6434176 34.5174079, 135.6434202 34.5170947)",
188021724,unclassified,False,False,19.318,,,,,"LINESTRING (135.6447019 34.5175878, 135.6447487 34.5174184)",
188021724,unclassified,False,True,62.074,,,,,"LINESTRING (135.6447019 34.5175878, 135.6446404 34.5178126, 135.6445876 34.5181375)",
477060829,unclassified,False,False,170.928,,,,,"LINESTRING (135.6447019 34.5175878, 135.6450806 34.5176439, 135.6455608 34.5176074, 135.6462037 34.5174957, 135.646297 34.5174317, 135.6465028 34.5173672)",
188021385,primary,False,False,127.545,,32,美原太子線,,"LINESTRING (135.6416534 34.5178864, 135.6420445 34.5179122, 135.6423633 34.5179716, 135.6428292 34.5180631, 135.643021 34.5180869)",
188021754,unclassified,False,False,77.904,,,,,"LINESTRING (135.6416534 34.5178864, 135.6416628 34.5181488, 135.6416822 34.5182521, 135.6417325 34.5183919, 135.6418244 34.5185637)",
188021454,residential,False,False,17.675,,,,,"LINESTRING (135.643021 34.5180869, 135.6430944 34.5182339)",
188021385,primary,False,False,143.666,,32,美原太子線,,"LINESTRING (135.643021 34.5180869, 135.6444436 34.5181257, 135.6445876 34.5181375)",
188021385,primary,False,True,127.545,,32,美原太子線,,"LINESTRING (135.643021 34.5180869, 135.6428292 34.5180631, 135.6423633 34.5179716, 135.6420445 34.5179122, 135.6416534 34.5178864)",
188021385,primary,False,False,166.90499999999997,,32,美原太子線,,"LINESTRING (135.6445876 34.5181375, 135.6451573 34.5182533, 135.6457243 34.5183686, 135.6460171 34.5184649, 135.6463056 34.5186063)",
188021385,primary,False,True,143.666,,32,美原太子線,,"LINESTRING (135.6445876 34.5181375, 135.6444436 34.5181257, 135.643021 34.5180869)",
188021724,unclassified,False,False,62.074,,,,,"LINESTRING (135.6445876 34.5181375, 135.6446404 34.5178126, 135.6447019 34.5175878)",
188021454,residential,False,True,17.675,,,,,"LINESTRING (135.6430944 34.5182339, 135.643021 34.5180869)",
188021454,residential,False,False,161.49200000000002,,,,,"LINESTRING (135.6430944 34.5182339, 135.6431845 34.5182612, 135.6433061 34.518285, 135.6434458 34.5182947, 135.643604 34.5182648, 135.6436749 34.5182569, 135.6437287 34.5182574, 135.6438674 34.5183019, 135.6439169 34.5183233, 135.6439836 34.5183676, 135.6440385 34.5183875, 135.6441002 34.5183897, 135.6442363 34.518391, 135.6443189 34.5183959, 135.6443668 34.5183983, 135.6444674 34.5184334, 135.6446076 34.5185161, 135.6446601 34.5185472, 135.6447208 34.5186002)",
283835808,residential,False,True,17.6,,,,,"LINESTRING (135.6430944 34.5182339, 135.6430649 34.518351, 135.6430408 34.5183842)",
"[188021904, 188021443, 283835806]",residential,False,False,118.70299999999999,,,,,"LINESTRING (135.6430408 34.5183842, 135.6427511 34.5183577, 135.6426697 34.5183538, 135.6426164 34.5183663, 135.6425037 34.518409, 135.6424151 34.51842, 135.6423286 34.5184234, 135.6422228 34.5184289, 135.6421291 34.518444, 135.6420242 34.5184596, 135.6419176 34.5184737, 135.6418841 34.5184869, 135.6418539 34.5185068, 135.6418244 34.5185637)",
188021443,residential,False,True,180.448,,,,,"LINESTRING (135.6430408 34.5183842, 135.6430432 34.5186184, 135.6431922 34.518607, 135.6436919 34.5185941, 135.6438709 34.5185963, 135.6440361 34.5185973, 135.6442192 34.5186015, 135.6444458 34.5186012, 135.6446775 34.5186191, 135.6447208 34.5186002)",
283835808,residential,False,False,17.6,,,,,"LINESTRING (135.6430408 34.5183842, 135.6430649 34.518351, 135.6430944 34.5182339)",
188021460,unclassified,False,False,155.92499999999998,,,,,"LINESTRING (135.6418244 34.5185637, 135.6418547 34.5186428, 135.6419579 34.5189123, 135.642 34.5191358, 135.6420802 34.5193302, 135.6421207 34.5194126, 135.6420835 34.5194666, 135.6419505 34.5196251, 135.6418714 34.5197231, 135.6418288 34.5198626)",
188021754,unclassified,False,True,77.904,,,,,"LINESTRING (135.6418244 34.5185637, 135.6417325 34.5183919, 135.6416822 34.5182521, 135.6416628 34.5181488, 135.6416534 34.5178864)",
"[188021904, 188021443, 283835806]",residential,False,True,118.70299999999999,,,,,"LINESTRING (135.6418244 34.5185637, 135.6418539 34.5185068, 135.6418841 34.5184869, 135.6419176 34.5184737, 135.6420242 34.5184596, 135.6421291 34.518444, 135.6422228 34.5184289, 135.6423286 34.5184234, 135.6424151 34.51842, 135.6425037 34.518409, 135.6426164 34.5183663, 135.6426697 34.5183538, 135.6427511 34.5183577, 135.6430408 34.5183842)",
188021385,primary,False,False,2.009,,32,美原太子線,,"LINESTRING (135.6463056 34.5186063, 135.646323 34.5186173)",
188021385,primary,False,True,166.905,,32,美原太子線,,"LINESTRING (135.6463056 34.5186063, 135.6460171 34.5184649, 135.6457243 34.5183686, 135.6451573 34.5182533, 135.6445876 34.5181375)",
188021686,unclassified,False,True,34.376,,,,,"LINESTRING (135.6463056 34.5186063, 135.6462219 34.518705, 135.6461454 34.5188829)",
188021443,residential,False,False,180.448,,,,,"LINESTRING (135.6447208 34.5186002, 135.6446775 34.5186191, 135.6444458 34.5186012, 135.6442192 34.5186015, 135.6440361 34.5185973, 135.6438709 34.5185963, 135.6436919 34.5185941, 135.6431922 34.518607, 135.6430432 34.5186184, 135.6430408 34.5183842)",
188021454,residential,False,True,161.492,,,,,"LINESTRING (135.6447208 34.5186002, 135.6446601 34.5185472, 135.6446076 34.5185161, 135.6444674 34.5184334, 135.6443668 34.5183983, 135.6443189 34.5183959, 135.6442363 34.518391, 135.6441002 34.5183897, 135.6440385 34.5183875, 135.6439836 34.5183676, 135.6439169 34.5183233, 135.6438674 34.5183019, 135.6437287 34.5182574, 135.6436749 34.5182569, 135.643604 34.5182648, 135.6434458 34.5182947, 135.6433061 34.518285, 135.6431845 34.5182612, 135.6430944 34.5182339)",
188021614,unclassified,False,True,38.16,,,,,"LINESTRING (135.6447208 34.5186002, 135.6449693 34.5186664, 135.6451171 34.5187058)",
188021614,unclassified,False,False,38.16,,,,,"LINESTRING (135.6451171 34.5187058, 135.6449693 34.5186664, 135.6447208 34.5186002)",
"[188021808, 188021804]",residential,False,"[False, True]",220.15000000000003,,,,,"LINESTRING (135.6451171 34.5187058, 135.6450127 34.5190211, 135.6449224 34.5190043, 135.6448767 34.5192933, 135.644691 34.5192682, 135.644393 34.5192048, 135.6442833 34.5191698, 135.6441748 34.5191596, 135.6439553 34.5191503, 135.643853 34.5191451, 135.6434265 34.5191133, 135.64334 34.5191093)",
"[188021816, 188021845]",unclassified,False,True,96.68,,,,,"LINESTRING (135.6451171 34.5187058, 135.6452629 34.518754, 135.6453422 34.518772, 135.6454287 34.5187855, 135.6455905 34.5188236, 135.6457285 34.5188404, 135.6461454 34.5188829)",
188021781,unclassified,False,False,44.355999999999995,,,竹内街道,,"LINESTRING (135.650838 34.5187787, 135.6507521 34.5188425, 135.6505134 34.5190738)",
611854885,unclassified,False,True,76.441,,,,,"LINESTRING (135.650838 34.5187787, 135.6506301 34.5187279, 135.6503847 34.5186373, 135.6501004 34.5184711)",
188021686,unclassified,False,False,34.376,,,,,"LINESTRING (135.6461454 34.5188829, 135.6462219 34.518705, 135.6463056 34.5186063)",
188021693,unclassified,False,False,79.84899999999999,,,,,"LINESTRING (135.6461454 34.5188829, 135.6461582 34.518896, 135.6462066 34.5189455, 135.6462205 34.5190017, 135.6462174 34.5190591, 135.6461893 34.5191546, 135.6461438 34.5193092, 135.6460429 34.5195614)",
"[188021816, 188021845]",unclassified,False,False,96.68,,,,,"LINESTRING (135.6461454 34.5188829, 135.6457285 34.5188404, 135.6455905 34.5188236, 135.6454287 34.5187855, 135.6453422 34.518772, 135.6452629 34.518754, 135.6451171 34.5187058)",
188021781,unclassified,False,False,98.75999999999999,,,竹内街道,,"LINESTRING (135.6505134 34.5190738, 135.6501016 34.5194426, 135.6498916 34.5196366, 135.6497663 34.5197107)",
188021781,unclassified,False,True,44.355999999999995,,,竹内街道,,"LINESTRING (135.6505134 34.5190738, 135.6507521 34.5188425, 135.650838 34.5187787)",
611854889,residential,False,False,175.673,,,,,"LINESTRING (135.6505134 34.5190738, 135.6507884 34.5194174, 135.6508219 34.5195014, 135.6508823 34.5197964, 135.6509761 34.5200406, 135.6510982 34.5202428, 135.651117 34.5203688, 135.6511115 34.5205405)",
"[188021808, 188021804]",residential,False,"[False, True]",220.14999999999998,,,,,"LINESTRING (135.64334 34.5191093, 135.6434265 34.5191133, 135.643853 34.5191451, 135.6439553 34.5191503, 135.6441748 34.5191596, 135.6442833 34.5191698, 135.644393 34.5192048, 135.644691 34.5192682, 135.6448767 34.5192933, 135.6449224 34.5190043, 135.6450127 34.5190211, 135.6451171 34.5187058)",
188021466,unclassified,False,False,5.472,,,,,"LINESTRING (135.6476786 34.5194739, 135.647734 34.5194555)",
"[188021385, 426208604, 426208605]",primary,False,False,83.063,,32,美原太子線,yes,"LINESTRING (135.6476786 34.5194739, 135.6477098 34.5195122, 135.6478292 34.519627, 135.6482058 34.5199897, 135.6482629 34.5200447)",
188021385,primary,False,True,156.861,,32,美原太子線,,"LINESTRING (135.6476786 34.5194739, 135.647452 34.5192916, 135.6471747 34.5191025, 135.646323 34.5186173)",
188021984,unclassified,False,False,94.82600000000001,,,竹内街道,,"LINESTRING (135.6476786 34.5194739, 135.647629 34.5195173, 135.6475323 34.5197773, 135.647446 34.5198694, 135.6473855 34.5199054, 135.6473154 34.5199285, 135.6472155 34.5199454, 135.6471481 34.5199536, 135.6470756 34.5199624, 135.6469873 34.5199972)",
188021781,unclassified,False,False,58.101,,,竹内街道,,"LINESTRING (135.6497663 34.5197107, 135.6496019 34.5197508, 135.6493213 34.5198035, 135.6491464 34.5198009)",
188021781,unclassified,False,True,98.75999999999999,,,竹内街道,,"LINESTRING (135.6497663 34.5197107, 135.6498916 34.5196366, 135.6501016 34.5194426, 135.6505134 34.5190738)",
188021923,unclassified,False,False,89.26100000000001,,,,,"LINESTRING (135.6497663 34.5197107, 135.6501617 34.5200167, 135.6505379 34.5201583, 135.6505515 34.5201683)",
"[188021760, 188021693]",unclassified,False,True,50.492,,,,,"LINESTRING (135.6457438 34.5199391, 135.6457671 34.5198958, 135.645901 34.519711, 135.6459975 34.5195918, 135.6460429 34.5195614)",
188021893,unclassified,False,False,110.767,,,,,"LINESTRING (135.6457438 34.5199391, 135.646146 34.520134, 135.6462546 34.5201668, 135.6463821 34.5202003, 135.6465241 34.5202334, 135.6466435 34.5202556, 135.6467534 34.5202693, 135.6468644 34.5202803)",
188021905,unclassified,False,True,85.292,,,,,"LINESTRING (135.6457438 34.5199391, 135.6455359 34.5201617, 135.645445 34.520259, 135.6453418 34.5203951, 135.6452426 34.5205282, 135.6452129 34.520568)",
188021984,unclassified,False,False,33.809,,,竹内街道,,"LINESTRING (135.6469873 34.5199972, 135.6468896 34.5201646, 135.6468711 34.5202122, 135.6468644 34.5202803)",
188021984,unclassified,False,True,94.82600000000001,,,竹内街道,,"LINESTRING (135.6469873 34.5199972, 135.6470756 34.5199624, 135.6471481 34.5199536, 135.6472155 34.5199454, 135.6473154 34.5199285, 135.6473855 34.5199054, 135.647446 34.5198694, 135.6475323 34.5197773, 135.647629 34.5195173, 135.6476786 34.5194739)",
288196316,residential,False,True,100.03999999999999,1,,,,"LINESTRING (135.6469873 34.5199972, 135.6469307 34.5199706, 135.6468153 34.5199052, 135.6467627 34.5198823, 135.6465514 34.5198067, 135.6464896 34.5197855, 135.6463484 34.5197472, 135.6462669 34.5197107, 135.6461608 34.5196479, 135.6460429 34.5195614)",3
188021555,unclassified,False,False,25.884999999999998,,,竹内街道,,"LINESTRING (135.6468644 34.5202803, 135.6468813 34.5203944, 135.6468864 34.5204487, 135.6468693 34.5205105)",
188021893,unclassified,False,True,110.767,,,,,"LINESTRING (135.6468644 34.5202803, 135.6467534 34.5202693, 135.6466435 34.5202556, 135.6465241 34.5202334, 135.6463821 34.5202003, 135.6462546 34.5201668, 135.646146 34.520134, 135.6457438 34.5199391)",
188021984,unclassified,False,True,33.809,,,竹内街道,,"LINESTRING (135.6468644 34.5202803, 135.6468711 34.5202122, 135.6468896 34.5201646, 135.6469873 34.5199972)",
188021555,unclassified,False,False,67.179,,,竹内街道,,"LINESTRING (135.6468693 34.5205105, 135.6467093 34.520652, 135.6466557 34.5207056, 135.6466048 34.5207988, 135.6465785 34.5208709, 135.6465428 34.5209412, 135.6464741 34.5210081)",
188021555,unclassified,False,True,25.884999999999998,,,竹内街道,,"LINESTRING (135.6468693 34.5205105, 135.6468864 34.5204487, 135.6468813 34.5203944, 135.6468644 34.5202803)",
"[288196322, 188021892, 288196324]",unclassified,False,False,103.16799999999999,,,,yes,"LINESTRING (135.6468693 34.5205105, 135.6470378 34.5206452, 135.6470681 34.520658, 135.6471054 34.5206706, 135.647179 34.5207039, 135.6472207 34.5207464, 135.6472457 34.5208447, 135.6472813 34.5208855, 135.6473958 34.5209677, 135.6475028 34.52105, 135.6475769 34.5211013, 135.647654 34.5211375)",
188021626,unclassified,False,False,25.17,,,,,"LINESTRING (135.6508831 34.5204147, 135.6511115 34.5205405)",
188021858,unclassified,False,True,39.867,,,,,"LINESTRING (135.6508831 34.5204147, 135.6508172 34.5207691)",
188021923,unclassified,False,True,40.91,,,,,"LINESTRING (135.6508831 34.5204147, 135.6505515 34.5201683)",
188021626,unclassified,False,True,25.17,,,,,"LINESTRING (135.6511115 34.5205405, 135.6508831 34.5204147)",
188021770,unclassified,False,False,19.272,,,,,"LINESTRING (135.6511115 34.5205405, 135.6512658 34.5206583)",
611854889,residential,False,True,175.67299999999997,,,,,"LINESTRING (135.6511115 34.5205405, 135.651117 34.5203688, 135.6510982 34.5202428, 135.6509761 34.5200406, 135.6508823 34.5197964, 135.6508219 34.5195014, 135.6507884 34.5194174, 135.6505134 34.5190738)",
188021460,unclassified,False,False,36.405,,,,,"LINESTRING (135.6419646 34.5206999, 135.6419004 34.521023)",
611854908,residential,False,False,73.77,,,,,"LINESTRING (135.6419646 34.5206999, 135.6427565 34.52082)",
188021460,unclassified,False,True,42.32,,,,,"LINESTRING (135.6419646 34.5206999, 135.6418531 34.520685, 135.6419127 34.5204017)",
188021898,unclassified,False,True,135.48700000000002,,,,,"LINESTRING (135.6452129 34.520568, 135.6450366 34.5207079, 135.6450958 34.5208767, 135.6451083 34.520907, 135.6451836 34.5210898, 135.6452971 34.5211765, 135.6453253 34.5212328, 135.6453351 34.5212804, 135.6453255 34.5213336, 135.6453219 34.5213711, 135.6452977 34.5215094, 135.6452757 34.5215896, 135.6452467 34.5216511)",
188021905,unclassified,False,False,85.292,,,,,"LINESTRING (135.6452129 34.520568, 135.6452426 34.5205282, 135.6453418 34.5203951, 135.645445 34.520259, 135.6455359 34.5201617, 135.6457438 34.5199391)",
188021926,unclassified,False,True,129.4,,,,,"LINESTRING (135.6452129 34.520568, 135.6454654 34.5206551, 135.6457335 34.5207595, 135.6457713 34.5208404, 135.6459473 34.5209113, 135.6460682 34.5209244, 135.6460733 34.5209249, 135.6463177 34.5209663, 135.6464741 34.5210081)",
188021858,unclassified,False,False,39.867,,,,,"LINESTRING (135.6508172 34.5207691, 135.6508831 34.5204147)",
188021858,unclassified,False,True,16.287,,,,,"LINESTRING (135.6508172 34.5207691, 135.6507181 34.5208907)",
611854888,residential,False,False,50.42,,,,,"LINESTRING (135.6508172 34.5207691, 135.6510419 34.5208229, 135.6511143 34.5208152, 135.6512658 34.5206583)",
188021858,unclassified,False,False,16.287,,,,,"LINESTRING (135.6507181 34.5208907, 135.6508172 34.5207691)",
188021860,unclassified,False,False,15.915,,,,,"LINESTRING (135.6413776 34.5209461, 135.6415486 34.5209713)",
188021460,unclassified,False,True,36.405,,,,,"LINESTRING (135.6419004 34.521023, 135.6419646 34.5206999)",
188021534,unclassified,False,False,33.311,,,,,"LINESTRING (135.6419004 34.521023, 135.6418392 34.5213183)",
188021860,unclassified,False,True,32.739,,,,,"LINESTRING (135.6419004 34.521023, 135.6415486 34.5209713)",
188021930,unclassified,False,True,73.113,,,,,"LINESTRING (135.6419004 34.521023, 135.6426859 34.5211391)",
188021574,unclassified,False,False,85.79,,,,,"LINESTRING (135.6494711 34.5210317, 135.649787 34.521758)",
188021864,unclassified,False,False,55.201,,,,,"LINESTRING (135.6494711 34.5210317, 135.6492614 34.5205663)",
188021830,unclassified,False,False,165.512,,,,,"LINESTRING (135.6494711 34.5210317, 135.6489967 34.5211788, 135.6482696 34.5214044, 135.647748 34.5214333)",
188021930,unclassified,False,False,73.113,,,,,"LINESTRING (135.6426859 34.5211391, 135.6419004 34.521023)",
188021930,unclassified,False,True,32.414,,,,,"LINESTRING (135.6426859 34.5211391, 135.6430339 34.5211917)",
611854909,residential,False,False,36.067,,,,,"LINESTRING (135.6426859 34.5211391, 135.6427565 34.52082)",
188021930,unclassified,False,False,32.414,,,,,"LINESTRING (135.6430339 34.5211917, 135.6426859 34.5211391)",
188021930,unclassified,False,True,32.77,,,,,"LINESTRING (135.6430339 34.5211917, 135.6429651 34.5214809)",
611854911,residential,False,True,98.045,,,,,"LINESTRING (135.6430339 34.5211917, 135.6431508 34.5205975, 135.6428173 34.5205448)",
188021555,unclassified,False,True,67.179,,,竹内街道,,"LINESTRING (135.6464741 34.5210081, 135.6465428 34.5209412, 135.6465785 34.5208709, 135.6466048 34.5207988, 135.6466557 34.5207056, 135.6467093 34.520652, 135.6468693 34.5205105)",
188021926,unclassified,False,False,129.4,,,,,"LINESTRING (135.6464741 34.5210081, 135.6463177 34.5209663, 135.6460733 34.5209249, 135.6460682 34.5209244, 135.6459473 34.5209113, 135.6457713 34.5208404, 135.6457335 34.5207595, 135.6454654 34.5206551, 135.6452129 34.520568)",
611854893,residential,False,False,28.273,,,,,"LINESTRING (135.6517165 34.5212341, 135.6520048 34.5211434)",
"[188021770, 188021445]",unclassified,False,"[False, True]",76.829,,,,,"LINESTRING (135.6517165 34.5212341, 135.651639 34.521083, 135.6514766 34.5208538, 135.6512658 34.5206583)",
188021898,unclassified,False,False,135.487,,,,,"LINESTRING (135.6452467 34.5216511, 135.6452757 34.5215896, 135.6452977 34.5215094, 135.6453219 34.5213711, 135.6453255 34.5213336, 135.6453351 34.5212804, 135.6453253 34.5212328, 135.6452971 34.5211765, 135.6451836 34.5210898, 135.6451083 34.520907, 135.6450958 34.5208767, 135.6450366 34.5207079, 135.6452129 34.520568)",
188021678,unclassified,False,False,38.576,,,,,"LINESTRING (135.6501802 34.5216339, 135.649787 34.521758)",
188021864,unclassified,False,True,196.14899999999997,,,,,"LINESTRING (135.6501802 34.5216339, 135.6496556 34.5204556, 135.6493859 34.5203951, 135.6492095 34.5204511, 135.6492614 34.5205663)",
188021546,unclassified,False,False,16.645,,,,,"LINESTRING (135.649787 34.521758, 135.649848 34.521899)",
188021574,unclassified,False,True,85.79,,,,,"LINESTRING (135.649787 34.521758, 135.6494711 34.5210317)",
188021678,unclassified,False,True,38.576,,,,,"LINESTRING (135.649787 34.521758, 135.6501802 34.5216339)",
188021546,unclassified,False,True,16.645,,,,,"LINESTRING (135.649848 34.521899, 135.649787 34.521758)",
