osmid,oneway,highway,reversed,length,geometry,bridge,lanes,maxspeed,name,ref
720402604,False,tertiary,False,54.219,"LINESTRING (139.8975425 35.653697, 139.8970368 35.6539595)",,,40,さくら通り,
720402604,False,tertiary,True,52.169,"LINESTRING (139.8975425 35.653697, 139.8980278 35.6534428)",,,40,さくら通り,
60238929,False,residential,False,67.059,"LINESTRING (139.8970368 35.6539595, 139.896649 35.6534453)",,,,,
720402604,False,tertiary,False,8.503,"LINESTRING (139.8970368 35.6539595, 139.8969576 35.6540008)",,,40,さくら通り,
720402604,False,tertiary,True,54.219,"LINESTRING (139.8970368 35.6539595, 139.8975425 35.653697)",,,40,さくら通り,
60238534,True,residential,False,114.963,"LINESTRING (139.8980099 35.6551465, 139.8989049 35.6558814)",,,,,
60238926,False,residential,True,75.432,"LINESTRING (139.8980099 35.6551465, 139.897453 35.6556519)",,,,,
46880119,True,tertiary,False,79.475,"LINESTRING (139.8978774 35.6528153, 139.898188 35.6529273, 139.8986814 35.6531052)",,2,50,市役所通り（段差道路）,
60194398,False,residential,False,80.181,"LINESTRING (139.8998597 35.6543969, 139.90025 35.6537493)",,,,,
60194398,False,residential,True,19.764,"LINESTRING (139.8998597 35.6543969, 139.8997567 35.6545537)",,,,,
60238925,False,residential,False,125.776,"LINESTRING (139.8998597 35.6543969, 139.8986867 35.6537878)",,,,,
60238922,False,residential,False,50.597,"LINESTRING (139.8984138 35.6541906, 139.8981505 35.6545922)",,,,,
60238922,False,residential,True,51.128,"LINESTRING (139.8984138 35.6541906, 139.8986867 35.6537878)",,,,,
60238931,False,residential,False,126.708,"LINESTRING (139.8984138 35.6541906, 139.8995771 35.654827)",,,,,
60238931,False,residential,True,95.968,"LINESTRING (139.8984138 35.6541906, 139.8975425 35.653697)",,,,,
60194398,False,residential,False,34.451,"LINESTRING (139.8995771 35.654827, 139.8997567 35.6545537)",,,,,
60194398,False,residential,True,62.942,"LINESTRING (139.8995771 35.654827, 139.8992496 35.6553266)",,,,,
60238931,False,residential,True,126.708,"LINESTRING (139.8995771 35.654827, 139.8984138 35.6541906)",,,,,
60238922,False,residential,False,33.308,"LINESTRING (139.8981505 35.6545922, 139.8979829 35.654859)",,,,,
60238922,False,residential,True,50.597,"LINESTRING (139.8981505 35.6545922, 139.8984138 35.6541906)",,,,,
246614166,False,residential,False,126.258,"LINESTRING (139.8981505 35.6545922, 139.8969576 35.6540008)",,,,,
60238920,False,residential,True,128.925,"LINESTRING (139.8981505 35.6545922, 139.8981858 35.6545987, 139.8992496 35.6553266)",,,,,
60238534,True,residential,False,14.968,"LINESTRING (139.8979008 35.6550452, 139.8980099 35.6551465)",,,,,
60238922,False,residential,True,21.993,"LINESTRING (139.8979008 35.6550452, 139.8979829 35.654859)",,,,,
46880119,True,tertiary,False,69.723,"LINESTRING (139.8964812 35.652309, 139.8971899 35.6525571)",,2,50,市役所通り（段差道路）,
60238922,False,residential,False,21.993,"LINESTRING (139.8979829 35.654859, 139.8979008 35.6550452)",,,,,
60238922,False,residential,True,33.308,"LINESTRING (139.8979829 35.654859, 139.8981505 35.6545922)",,,,,
60238524,True,residential,False,142.287,"LINESTRING (139.8979829 35.654859, 139.8968986 35.6543238, 139.8967789 35.6541965, 139.8967106 35.6541275)",,,,,
246614166,False,residential,True,126.258,"LINESTRING (139.8969576 35.6540008, 139.8981505 35.6545922)",,,,,
720402604,False,tertiary,False,26.392,"LINESTRING (139.8969576 35.6540008, 139.8967106 35.6541275)",,,40,さくら通り,
720402604,False,tertiary,True,8.503,"LINESTRING (139.8969576 35.6540008, 139.8970368 35.6539595)",,,40,さくら通り,
60238926,False,residential,False,51.117,"LINESTRING (139.8970209 35.6560313, 139.8974057 35.6556943)",,,,,
60238926,False,residential,True,2.796,"LINESTRING (139.8970209 35.6560313, 139.8969998 35.6560497)",,,,,
60194398,False,residential,False,51.946,"LINESTRING (139.8989961 35.6557459, 139.8992496 35.6553266)",,,,,
60194398,False,residential,True,17.173,"LINESTRING (139.8989961 35.6557459, 139.8989049 35.6558814)",,,,,
60238524,True,residential,False,139.689,"LINESTRING (139.8989961 35.6557459, 139.898258 35.655049, 139.898247 35.654966, 139.898105 35.654864, 139.8979829 35.654859)",,,,,
60194398,False,residential,False,62.942,"LINESTRING (139.8992496 35.6553266, 139.8995771 35.654827)",,,,,
60194398,False,residential,True,51.946,"LINESTRING (139.8992496 35.6553266, 139.8989961 35.6557459)",,,,,
60238920,False,residential,False,128.925,"LINESTRING (139.8992496 35.6553266, 139.8981858 35.6545987, 139.8981505 35.6545922)",,,,,
60238922,False,residential,False,51.128,"LINESTRING (139.8986867 35.6537878, 139.8984138 35.6541906)",,,,,
60238922,False,residential,True,69.0,"LINESTRING (139.8986867 35.6537878, 139.8990482 35.6532412)",,,,,
60238925,False,residential,False,70.823,"LINESTRING (139.8986867 35.6537878, 139.8980278 35.6534428)",,,,,
60238925,False,residential,True,125.776,"LINESTRING (139.8986867 35.6537878, 139.8998597 35.6543969)",,,,,
60238925,False,residential,True,70.823,"LINESTRING (139.8980278 35.6534428, 139.8986867 35.6537878)",,,,,
720402604,False,tertiary,False,52.169,"LINESTRING (139.8980278 35.6534428, 139.8975425 35.653697)",,,40,さくら通り,
720402604,False,tertiary,True,69.976,"LINESTRING (139.8980278 35.6534428, 139.8986814 35.6531052)",,,40,さくら通り,
117315971,False,residential,False,34.654,"LINESTRING (139.9070314 35.6544597, 139.9067573 35.6546777)",,,,,
246249273,False,unclassified,False,160.994,"LINESTRING (139.9070314 35.6544597, 139.9070157 35.6544141, 139.9069852 35.6543365, 139.9069505 35.6542733, 139.9069021 35.6541998, 139.9068593 35.6541433, 139.9067796 35.6540555, 139.9059239 35.6533493)",,,,,
246249273,False,unclassified,True,51.67699999999999,"LINESTRING (139.9070314 35.6544597, 139.9070439 35.6545203, 139.9070525 35.654778, 139.9070518 35.6549235)",,,,,
117315980,False,residential,False,48.992,"LINESTRING (139.9047396 35.6523625, 139.9043526 35.6526711)",,,,,
246249273,False,unclassified,False,158.38,"LINESTRING (139.9047396 35.6523625, 139.9035174 35.6513415)",,,,,
246249273,False,unclassified,True,153.26500000000001,"LINESTRING (139.9047396 35.6523625, 139.9057495 35.653204, 139.9059239 35.6533493)",,,,,
246249273,False,unclassified,True,158.38,"LINESTRING (139.9035174 35.6513415, 139.9047396 35.6523625)",,,,,
720927239,False,tertiary,True,49.073,"LINESTRING (139.9035174 35.6513415, 139.9031312 35.6516518)",,2,40,,
720927239,False,tertiary,False,254.301,"LINESTRING (139.9035174 35.6513415, 139.9043906 35.6506326, 139.9047173 35.6503884, 139.9055298 35.649743)",,2,40,,
117315972,False,residential,True,49.104,"LINESTRING (139.9059239 35.6533493, 139.905536 35.6536586)",,,,,
246249273,False,unclassified,False,153.26500000000001,"LINESTRING (139.9059239 35.6533493, 139.9057495 35.653204, 139.9047396 35.6523625)",,,,,
246249273,False,unclassified,True,160.99399999999997,"LINESTRING (139.9059239 35.6533493, 139.9067796 35.6540555, 139.9068593 35.6541433, 139.9069021 35.6541998, 139.9069505 35.6542733, 139.9069852 35.6543365, 139.9070157 35.6544141, 139.9070314 35.6544597)",,,,,
117315643,False,residential,False,50.369,"LINESTRING (139.8976708 35.6569562, 139.8973256 35.6573119)",,,,,
245463512,False,residential,True,117.625,"LINESTRING (139.8976708 35.6569562, 139.8969998 35.6560497)",,,,,
245463512,False,residential,False,47.959,"LINESTRING (139.8976708 35.6569562, 139.89777 35.6570674, 139.8978491 35.657139, 139.8980478 35.6572532)",,,,,
117315639,False,residential,True,79.582,"LINESTRING (139.899146 35.6572352, 139.8995745 35.6566099)",,,,,
60238926,False,residential,False,12.72,"LINESTRING (139.8965412 35.6564579, 139.8966329 35.6563711)",,,,,
60194402,False,tertiary,False,118.551,"LINESTRING (139.9022352 35.6573316, 139.9019397 35.6568537, 139.9016457 35.6563791)",,,,,
60194401,False,residential,False,43.929,"LINESTRING (139.8989556 35.6564309, 139.8991936 35.6560864)",,,,,
60194401,False,residential,True,40.904,"LINESTRING (139.8989556 35.6564309, 139.8987419 35.6567552)",,,,,
117315630,False,residential,True,104.516,"LINESTRING (139.8989556 35.6564309, 139.8991272 35.6566598, 139.8989287 35.6570042, 139.8987419 35.6567552)",,,,,
117315643,False,residential,True,50.369,"LINESTRING (139.8973256 35.6573119, 139.8976708 35.6569562)",,,,,
165289274,False,residential,True,121.904,"LINESTRING (139.8973256 35.6573119, 139.8966329 35.6563711)",,,,,
60194402,False,tertiary,False,59.071,"LINESTRING (139.9016457 35.6563791, 139.9013452 35.6559073)",,,,,
117315634,False,residential,False,162.747,"LINESTRING (139.9016457 35.6563791, 139.9002387 35.657293)",,,,,
60194402,False,tertiary,True,118.551,"LINESTRING (139.9016457 35.6563791, 139.9019397 35.6568537, 139.9022352 35.6573316)",,,,,
60194401,False,residential,False,40.904,"LINESTRING (139.8987419 35.6567552, 139.8989556 35.6564309)",,,,,
117315630,False,residential,False,104.51599999999999,"LINESTRING (139.8987419 35.6567552, 139.8989287 35.6570042, 139.8991272 35.6566598, 139.8989556 35.6564309)",,,,,
60194401,False,residential,True,95.386,"LINESTRING (139.8987419 35.6567552, 139.8984964 35.6571337, 139.8984804 35.6571667, 139.8982416 35.6575102)",,,,,
117315639,False,residential,False,79.582,"LINESTRING (139.8995745 35.6566099, 139.899146 35.6572352)",,,,,
729258351,False,tertiary,True,96.802,"LINESTRING (139.8995745 35.6566099, 139.9002387 35.657293)",,,,,
729258351,False,tertiary,False,67.64699999999999,"LINESTRING (139.8995745 35.6566099, 139.8994169 35.6564092, 139.8991936 35.6560864)",,,,,
60194401,False,residential,False,15.509,"LINESTRING (139.8994062 35.6557362, 139.8994876 35.6556134)",,,,,
60194401,False,residential,True,43.42,"LINESTRING (139.8994062 35.6557362, 139.8992257 35.6560321, 139.8991936 35.6560864)",,,,,
117315786,False,residential,True,67.548,"LINESTRING (139.8994062 35.6557362, 139.8995525 35.6558457, 139.8999189 35.6561776)",,,,,
60194401,False,residential,False,59.888,"LINESTRING (139.8997892 35.655164, 139.9001062 35.654691)",,,,,
60194401,False,residential,True,56.918,"LINESTRING (139.8997892 35.655164, 139.8994876 35.6556134)",,,,,
117315783,False,residential,True,23.314,"LINESTRING (139.8997892 35.655164, 139.8999795 35.6553056)",,,,,
60194401,False,residential,False,56.918,"LINESTRING (139.8994876 35.6556134, 139.8997892 35.655164)",,,,,
60194401,False,residential,True,15.509,"LINESTRING (139.8994876 35.6556134, 139.8994062 35.6557362)",,,,,
117315784,False,residential,False,73.399,"LINESTRING (139.8994876 35.6556134, 139.8996285 35.6557204, 139.8999795 35.6553056)",,,,,
117315784,False,residential,True,56.798,"LINESTRING (139.9004683 35.6556268, 139.8999795 35.6553056)",,,,,
117315785,False,residential,False,61.591,"LINESTRING (139.9004683 35.6556268, 139.9005488 35.6556835, 139.9007204 35.655653, 139.9010579 35.6554793)",,,,,
117315785,False,residential,True,81.291,"LINESTRING (139.9004683 35.6556268, 139.9002376 35.6558709, 139.9001304 35.656078, 139.8999189 35.6561776)",,,,,
117315785,False,residential,False,81.291,"LINESTRING (139.8999189 35.6561776, 139.9001304 35.656078, 139.9002376 35.6558709, 139.9004683 35.6556268)",,,,,
117315786,False,residential,False,67.548,"LINESTRING (139.8999189 35.6561776, 139.8995525 35.6558457, 139.8994062 35.6557362)",,,,,
"[117315786, 117315787]",False,residential,True,56.812,"LINESTRING (139.8999189 35.6561776, 139.8999936 35.6562449, 139.9002457 35.6566119)",,,,,
117315787,False,residential,True,14.937,"LINESTRING (139.9002457 35.6566119, 139.9001223 35.6567013)",,,,,
117315788,False,residential,False,126.517,"LINESTRING (139.9002457 35.6566119, 139.9013452 35.6559073)",,,,,
"[117315786, 117315787]",False,residential,False,56.812,"LINESTRING (139.9002457 35.6566119, 139.8999936 35.6562449, 139.8999189 35.6561776)",,,,,
60194402,False,tertiary,False,54.21,"LINESTRING (139.9013452 35.6559073, 139.9010579 35.6554793)",,,,,
60194402,False,tertiary,True,59.071,"LINESTRING (139.9013452 35.6559073, 139.9016457 35.6563791)",,,,,
117315788,False,residential,True,126.517,"LINESTRING (139.9013452 35.6559073, 139.9002457 35.6566119)",,,,,
117315783,False,residential,False,23.314,"LINESTRING (139.8999795 35.6553056, 139.8997892 35.655164)",,,,,
117315784,False,residential,False,56.798,"LINESTRING (139.8999795 35.6553056, 139.9004683 35.6556268)",,,,,
117315784,False,residential,True,73.399,"LINESTRING (139.8999795 35.6553056, 139.8996285 35.6557204, 139.8994876 35.6556134)",,,,,
117315787,False,residential,False,14.937,"LINESTRING (139.9001223 35.6567013, 139.9002457 35.6566119)",,,,,
60194402,False,tertiary,False,138.575,"LINESTRING (139.9010579 35.6554793, 139.900329 35.6543828)",,,,,
60194402,False,tertiary,True,54.21,"LINESTRING (139.9010579 35.6554793, 139.9013452 35.6559073)",,,,,
117315785,False,residential,True,61.591,"LINESTRING (139.9010579 35.6554793, 139.9007204 35.655653, 139.9005488 35.6556835, 139.9004683 35.6556268)",,,,,
117315981,False,residential,True,38.145,"LINESTRING (139.9070518 35.6549235, 139.9067573 35.6546777)",,,,,
246249273,False,unclassified,True,70.333,"LINESTRING (139.9070518 35.6549235, 139.9070458 35.655556)",,,,,
246249273,False,unclassified,False,51.677,"LINESTRING (139.9070518 35.6549235, 139.9070525 35.654778, 139.9070439 35.6545203, 139.9070314 35.6544597)",,,,,
720402606,False,tertiary,True,15.621,"LINESTRING (139.9040567 35.6569477, 139.9039949 35.6568165)",,2,40,,
117315974,False,residential,False,157.673,"LINESTRING (139.9027436 35.6519674, 139.9039613 35.6529831)",,,,,
720927239,False,tertiary,True,48.98,"LINESTRING (139.9027436 35.6519674, 139.9023597 35.6522784)",,2,40,,
720927239,False,tertiary,False,49.649,"LINESTRING (139.9027436 35.6519674, 139.9030068 35.6517378, 139.9031312 35.6516518)",,2,40,,
118426377,False,residential,False,141.161,"LINESTRING (139.9028795 35.6539978, 139.9039695 35.6549073)",,,,,
720927240,False,tertiary,False,94.285,"LINESTRING (139.9028795 35.6539978, 139.9031853 35.6548085)",,2,40,,
720927240,False,tertiary,True,12.719,"LINESTRING (139.9028795 35.6539978, 139.9028384 35.6538884)",,2,40,,
117315981,False,residential,False,158.193,"LINESTRING (139.9031312 35.6516518, 139.9043526 35.6526711)",,,,,
720927239,False,tertiary,False,49.073,"LINESTRING (139.9031312 35.6516518, 139.9035174 35.6513415)",,2,40,,
720927239,False,tertiary,True,49.649,"LINESTRING (139.9031312 35.6516518, 139.9030068 35.6517378, 139.9027436 35.6519674)",,2,40,,
720402606,False,tertiary,False,15.621,"LINESTRING (139.9039949 35.6568165, 139.9040567 35.6569477)",,2,40,,
720402606,False,tertiary,True,91.292,"LINESTRING (139.9039949 35.6568165, 139.9036803 35.6560363)",,2,40,,
117315971,False,residential,True,48.368,"LINESTRING (139.9039949 35.6568165, 139.9040846 35.6567938, 139.9044058 35.6565478)",,,,,
117315980,False,residential,True,43.881,"LINESTRING (139.9028384 35.6538884, 139.9031789 35.653607)",,,,,
720927240,False,tertiary,False,12.719,"LINESTRING (139.9028384 35.6538884, 139.9028795 35.6539978)",,2,40,,
720927240,False,tertiary,True,98.691,"LINESTRING (139.9028384 35.6538884, 139.9025054 35.6530431)",,2,40,,
118426377,False,residential,True,144.993,"LINESTRING (139.9063087 35.6568591, 139.9051891 35.6559249)",,,,,
246249273,False,unclassified,False,49.123,"LINESTRING (139.9063087 35.6568591, 139.9066548 35.6565815, 139.9066957 35.6565488)",,,,,
246249273,False,unclassified,True,51.035999999999994,"LINESTRING (139.9063087 35.6568591, 139.9062683 35.6568947, 139.9061993 35.656968, 139.9061578 35.6570184, 139.9061205 35.657071, 139.9060477 35.6571957, 139.9060084 35.6572452)",,,,,
136080912,True,residential,False,99.55,"LINESTRING (139.9006848 35.6488227, 139.9006295 35.648868, 139.9002476 35.6491804, 139.899959 35.649408, 139.8999022 35.6494528)",,,,,
"[810350147, 46913092, 1125716451]",True,trunk,False,535.783,"LINESTRING (139.9006848 35.6488227, 139.9022955 35.6501689, 139.9043191 35.6518545, 139.9048229 35.6522738)",yes,2,60,東京湾岸道路,357
136080911,False,residential,False,64.504,"LINESTRING (139.8964727 35.6522043, 139.8969786 35.651795)",,,,,
221488362,False,tertiary,True,137.011,"LINESTRING (139.9012231 35.6517783, 139.9004713 35.6511685, 139.9001674 35.6508943)",,,,,
720402604,False,tertiary,False,128.633,"LINESTRING (139.9012231 35.6517783, 139.9002169 35.6523097, 139.9000294 35.6524087)",,,40,さくら通り,
136075337,False,residential,False,39.652,"LINESTRING (139.8978901 35.6527145, 139.8981862 35.6524513)",,,,,
847291604,True,tertiary,False,102.027,"LINESTRING (139.8978901 35.6527145, 139.8968564 35.6523452)",,2,50,市役所通り（段差道路）,
136075337,False,residential,True,95.279,"LINESTRING (139.9001674 35.6508943, 139.8994027 35.6514843)",,,,,
221488362,False,tertiary,False,137.011,"LINESTRING (139.9001674 35.6508943, 139.9004713 35.6511685, 139.9012231 35.6517783)",,,,,
221488362,False,tertiary,True,131.715,"LINESTRING (139.9001674 35.6508943, 139.8999056 35.6506753, 139.8991937 35.6500799, 139.8991516 35.6500447)",,,,,
136080911,False,residential,False,26.564,"LINESTRING (139.8969786 35.651795, 139.8971881 35.6516274)",,,,,
136080911,False,residential,True,64.504,"LINESTRING (139.8969786 35.651795, 139.8964727 35.6522043)",,,,,
136075337,False,residential,False,62.393,"LINESTRING (139.898654 35.6520794, 139.8991476 35.651687)",,,,,
136075337,False,residential,True,59.132,"LINESTRING (139.898654 35.6520794, 139.8981862 35.6524513)",,,,,
136076888,False,residential,False,130.516,"LINESTRING (139.898654 35.6520794, 139.897648 35.6512371)",,,,,
136076888,False,residential,False,131.068,"LINESTRING (139.897648 35.6512371, 139.8966378 35.6503912)",,,,,
136076888,False,residential,True,130.516,"LINESTRING (139.897648 35.6512371, 139.898654 35.6520794)",,,,,
136080911,False,residential,False,94.221,"LINESTRING (139.897648 35.6512371, 139.8983948 35.6506457)",,,,,
136080911,False,residential,True,60.085,"LINESTRING (139.897648 35.6512371, 139.8971881 35.6516274)",,,,,
136076888,False,residential,False,30.232,"LINESTRING (139.8966378 35.6503912, 139.8964049 35.650196)",,,,,
136076888,False,residential,True,131.068,"LINESTRING (139.8966378 35.6503912, 139.897648 35.6512371)",,,,,
136076893,False,tertiary,False,93.805,"LINESTRING (139.8966378 35.6503912, 139.8973785 35.6498001)",,,,,
136075337,False,residential,False,59.132,"LINESTRING (139.8981862 35.6524513, 139.898654 35.6520794)",,,,,
136075337,False,residential,True,39.652,"LINESTRING (139.8981862 35.6524513, 139.8978901 35.6527145)",,,,,
136076879,False,residential,True,92.506,"LINESTRING (139.8981862 35.6524513, 139.897468 35.6518584)",,,,,
136076886,False,residential,False,77.355,"LINESTRING (139.8968564 35.6523452, 139.897468 35.6518584)",,,,,
847291604,True,tertiary,False,38.045,"LINESTRING (139.8968564 35.6523452, 139.8964727 35.6522043)",,2,50,市役所通り（段差道路）,
136076893,False,tertiary,False,54.204,"LINESTRING (139.8981364 35.6491952, 139.8985629 35.6488524)",,,,,
136076893,False,tertiary,True,39.563,"LINESTRING (139.8981364 35.6491952, 139.897824 35.6494445)",,,,,
221488362,False,tertiary,False,24.749,"LINESTRING (139.8981364 35.6491952, 139.8983254 35.6493563)",,,,,
136080911,False,residential,True,95.614,"LINESTRING (139.8991516 35.6500447, 139.8983948 35.6506457)",,,,,
221488362,False,tertiary,True,61.852,"LINESTRING (139.8991516 35.6500447, 139.89867 35.6496494)",,,,,
1125716414,False,residential,False,94.507,"LINESTRING (139.8991516 35.6500447, 139.8999022 35.6494528)",,,,,
221488362,False,tertiary,False,131.715,"LINESTRING (139.8991516 35.6500447, 139.8991937 35.6500799, 139.8999056 35.6506753, 139.9001674 35.6508943)",,,,,
136076879,False,residential,False,92.506,"LINESTRING (139.897468 35.6518584, 139.8981862 35.6524513)",,,,,
136076879,False,residential,True,36.047,"LINESTRING (139.897468 35.6518584, 139.8971881 35.6516274)",,,,,
136076886,False,residential,True,77.355,"LINESTRING (139.897468 35.6518584, 139.8968564 35.6523452)",,,,,
136075337,False,residential,False,32.238,"LINESTRING (139.8991476 35.651687, 139.8994027 35.6514843)",,,,,
136075337,False,residential,True,62.393,"LINESTRING (139.8991476 35.651687, 139.898654 35.6520794)",,,,,
136076895,False,residential,True,113.084,"LINESTRING (139.8991476 35.651687, 139.9000294 35.6524087)",,,,,
136076879,False,residential,False,36.047,"LINESTRING (139.8971881 35.6516274, 139.897468 35.6518584)",,,,,
136080911,False,residential,False,60.085,"LINESTRING (139.8971881 35.6516274, 139.897648 35.6512371)",,,,,
136080911,False,residential,True,26.564,"LINESTRING (139.8971881 35.6516274, 139.8969786 35.651795)",,,,,
136076895,False,residential,False,113.084,"LINESTRING (139.9000294 35.6524087, 139.8991476 35.651687)",,,,,
720402604,False,tertiary,False,133.591,"LINESTRING (139.9000294 35.6524087, 139.8991186 35.6528818, 139.8987817 35.6530533)",,,40,さくら通り,
720402604,False,tertiary,True,128.633,"LINESTRING (139.9000294 35.6524087, 139.9002169 35.6523097, 139.9012231 35.6517783)",,,40,さくら通り,
136076893,False,tertiary,False,56.426,"LINESTRING (139.8973785 35.6498001, 139.897824 35.6494445)",,,,,
136076893,False,tertiary,True,93.805,"LINESTRING (139.8973785 35.6498001, 139.8966378 35.6503912)",,,,,
136078981,False,residential,False,28.009,"LINESTRING (139.8973785 35.6498001, 139.8971619 35.6496199)",,,,,
136078981,False,residential,True,131.429,"LINESTRING (139.8973785 35.6498001, 139.8983948 35.6506457)",,,,,
136078981,False,residential,False,131.429,"LINESTRING (139.8983948 35.6506457, 139.8973785 35.6498001)",,,,,
136078981,False,residential,True,130.341,"LINESTRING (139.8983948 35.6506457, 139.8994027 35.6514843)",,,,,
136080911,False,residential,False,95.614,"LINESTRING (139.8983948 35.6506457, 139.8991516 35.6500447)",,,,,
136080911,False,residential,True,94.221,"LINESTRING (139.8983948 35.6506457, 139.897648 35.6512371)",,,,,
136075337,False,residential,False,95.279,"LINESTRING (139.8994027 35.6514843, 139.9001674 35.6508943)",,,,,
136075337,False,residential,True,32.238,"LINESTRING (139.8994027 35.6514843, 139.8991476 35.651687)",,,,,
136078981,False,residential,False,130.341,"LINESTRING (139.8994027 35.6514843, 139.8983948 35.6506457)",,,,,
