osmid,oneway,highway,reversed,length,geometry,name,lanes,junction,ref,access
175007538,False,residential,False,199.508,"LINESTRING (102.2367945 6.1228848, 102.2372103 6.1229862, 102.2375024 6.1230534, 102.2379955 6.123169, 102.2384079 6.123261, 102.2385511 6.1232953)",Jalan Zainal Abidin,,,,
"[532526505, 726677465]",False,residential,False,90.955,"LINESTRING (102.2367945 6.1228848, 102.2368425 6.1226067, 102.2368478 6.1224903, 102.2368425 6.1224564, 102.2368606 6.1223145, 102.2368673 6.1222761, 102.2369071 6.122156, 102.236955 6.1220961)",,,,,
726677464,False,residential,False,114.36600000000001,"LINESTRING (102.236955 6.1220961, 102.2371039 6.1220694, 102.2372594 6.1220747, 102.2373788 6.1220974, 102.2374995 6.1221361, 102.2376001 6.1221588, 102.2376645 6.1221548, 102.2377101 6.1221281, 102.2377315 6.1220761, 102.2377441 6.1218756)",,,,,
726677464,False,residential,True,64.554,"LINESTRING (102.236955 6.1220961, 102.2367512 6.1221441, 102.2365808 6.1221494, 102.236378 6.1221279)",,,,,
"[726677465, 532526505]",False,residential,True,90.955,"LINESTRING (102.236955 6.1220961, 102.2369071 6.122156, 102.2368673 6.1222761, 102.2368606 6.1223145, 102.2368425 6.1224564, 102.2368478 6.1224903, 102.2368425 6.1226067, 102.2367945 6.1228848)",,,,,
337052296,False,residential,True,70.997,"LINESTRING (102.2377441 6.1218756, 102.2383853 6.1219104)",,,,,
337052296,False,residential,False,41.36,"LINESTRING (102.2377441 6.1218756, 102.2375637 6.1218559, 102.2373719 6.1218384)",,,,,
726677464,False,residential,True,114.36600000000001,"LINESTRING (102.2377441 6.1218756, 102.2377315 6.1220761, 102.2377101 6.1221281, 102.2376645 6.1221548, 102.2376001 6.1221588, 102.2374995 6.1221361, 102.2373788 6.1220974, 102.2372594 6.1220747, 102.2371039 6.1220694, 102.236955 6.1220961)",,,,,
337052296,False,residential,True,41.36,"LINESTRING (102.2373719 6.1218384, 102.2375637 6.1218559, 102.2377441 6.1218756)",,,,,
772382193,True,secondary,False,58.185,"LINESTRING (102.2388392 6.1228574, 102.2385511 6.1232953)",Jalan Sultan Ibrahim,,,,
532527259,False,residential,True,130.32999999999998,"LINESTRING (102.2388392 6.1228574, 102.2387249 6.1227883, 102.2384651 6.1226348, 102.2384369 6.1226028, 102.2384228 6.122565, 102.2384048 6.1223288, 102.2383853 6.1219104)",,,,,
175009117,True,secondary,False,25.043,"LINESTRING (102.2417611 6.1251856, 102.2415349 6.1251973)",Jalan Hospital,2,,,
1268557872,True,secondary,False,5.748,"LINESTRING (102.2422269 6.1278675, 102.2422537 6.1279118)",Jalan Kebun Sultan,2,,D2,
127598705,True,secondary,False,307.37899999999996,"LINESTRING (102.2379181 6.1250881, 102.2379369 6.1249306, 102.2379707 6.1247483, 102.2380974 6.1243241, 102.2381413 6.1242069, 102.2381768 6.1241118, 102.2386153 6.1233909, 102.2388218 6.1230772, 102.2388495 6.1230349, 102.239005 6.1228002, 102.239117 6.1226312)",Jalan Sultan Ibrahim,,,,
868589590,True,secondary,False,49.35099999999999,"LINESTRING (102.2379181 6.1250881, 102.2378878 6.1250443, 102.2378475 6.1250097, 102.2377919 6.1249783, 102.2377148 6.124961, 102.2376494 6.1249585, 102.2375803 6.1249728, 102.2375233 6.1249934)",Bulatan Tuan Padang,2,roundabout,,
99850808,True,tertiary,False,112.77999999999999,"LINESTRING (102.2401566 6.1283392, 102.2402708 6.1282958, 102.2409607 6.1280249, 102.2411059 6.127968)",Jalan Padang Garong,4,,,
905314904,True,tertiary,False,26.627,"LINESTRING (102.2398284 6.1282189, 102.2398668 6.1284553)",Jalan Doktor,,,,
791534392,True,tertiary_link,False,41.620000000000005,"LINESTRING (102.2398284 6.1282189, 102.2398556 6.1282612, 102.2398944 6.1282974, 102.2399527 6.1283284, 102.2400178 6.1283452, 102.2400854 6.1283478, 102.2401566 6.1283392)",,,,,
175830832,True,tertiary,False,34.68,"LINESTRING (102.2399267 6.128788, 102.239982 6.129095)",Jalan Parit Dalam,,,,
99850808,True,tertiary,False,32.326,"LINESTRING (102.2395916 6.1285535, 102.2398668 6.1284553)",Jalan Padang Garong,4,,,
791534393,True,tertiary_link,False,49.136,"LINESTRING (102.2395916 6.1285535, 102.2396639 6.1285574, 102.239731 6.128568, 102.2397927 6.1285976, 102.2398427 6.1286474, 102.2398789 6.1286982, 102.2399267 6.128788)",,,,,
127598720,True,residential,False,7.385,"LINESTRING (102.2400451 6.1290732, 102.239982 6.129095)",,,,,
791534390,True,tertiary_link,False,88.974,"LINESTRING (102.2400451 6.1290732, 102.2399907 6.128738, 102.2399811 6.1286713, 102.2399854 6.1285877, 102.2400024 6.128521, 102.2400331 6.1284631, 102.2400652 6.1284209, 102.2401008 6.1283849, 102.2401566 6.1283392)",,,,,
99850808,True,tertiary,False,34.845,"LINESTRING (102.2418291 6.1276802, 102.2418637 6.1276672, 102.2421275 6.1275794)",Jalan Padang Garong,4,,,
792691825,True,secondary_link,False,50.81099999999999,"LINESTRING (102.2418291 6.1276802, 102.2419245 6.1276906, 102.2419875 6.1276959, 102.2420452 6.1277146, 102.2420995 6.1277459, 102.2421444 6.1277872, 102.2421637 6.1278089, 102.2421776 6.1278253, 102.2421949 6.12784, 102.2422269 6.1278675)",,,,,
99850808,True,tertiary,False,57.016,"LINESTRING (102.2383886 6.1290281, 102.2385009 6.1289931, 102.2388594 6.1288212)",Jalan Padang Garong,4,,,
868589590,True,secondary,False,5.396,"LINESTRING (102.2373106 6.1256047, 102.2373153 6.125653)",Bulatan Tuan Padang,2,roundabout,,
127598725,True,residential,False,79.418,"LINESTRING (102.2380584 6.1274342, 102.2380506 6.1272035, 102.2380245 6.1267208)",Jalan Ismail,,,,
127598724,True,residential,False,87.699,"LINESTRING (102.2381703 6.1275335, 102.2380754 6.1275399, 102.2374274 6.1275871, 102.2373796 6.1275797)",Jalan Hulu Pasar,,,,
127598725,True,residential,False,16.881999999999998,"LINESTRING (102.2381703 6.1275335, 102.2381054 6.127495, 102.2380584 6.1274342)",Jalan Ismail,,,,
